	QinJ_2012__T2D-085__bin.44	ZeeviD_2015__PNP_Main_698__bin.21	ZeeviD_2015__PNP_Main_499__bin.29	LiuW_2016__SRR3992966__bin.54	YuJ_2015__SZAXPI017462-33__bin.25	LiJ_2017__nHM512811__bin.32	QinJ_2012__T2D-099__bin.60	WenC_2017__N237__bin.59	LiJ_2017__H2M514911__bin.38	CosteaPI_2017__SID713B072-11-90-0__bin.31	LiuW_2016__SRR3993011__bin.14	QinJ_2012__T2D-024__bin.69	CosteaPI_2017__SID713B032-11-90-0__bin.64	LiJ_2017__H1M513730__bin.22	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.75	CosteaPI_2017__SID713B065-11-0-0__bin.29	LiJ_2017__H2M614904__bin.70	BritoIL_2016__WL.15.ST__bin.69	CosteaPI_2017__SID713B007-11-0-0__bin.28	LiuW_2016__SRR3993012__bin.63	ZeeviD_2015__PNP_Main_589__bin.39	LiJ_2014__MH0360__bin.37	LiJ_2014__MH0372__bin.22	LiJ_2014__MH0367__bin.74	BritoIL_2016__M1.35.ST__bin.76	LeChatelierE_2013__MH0040__bin.22	CosteaPI_2017__SID713A055-11-0-0__bin.73	CosteaPI_2017__SID713A014-11-90-0__bin.30	LiJ_2014__MH0309__bin.74	LiJ_2017__H2F514910__bin.5	CosteaPI_2017__SID713A062-11-0-0__bin.42	XieH_2016__YSZC12003_37753__bin.69	XieH_2016__YSZC12003_37652__bin.106	CosteaPI_2017__SID713B033-11-90-0__bin.34	ZeeviD_2015__PNP_Main_714__bin.43	ZeeviD_2015__PNP_Main_635__bin.40	BritoIL_2016__W3.18.ST__bin.24	NielsenHB_2014__MH0040__bin.23	CosteaPI_2017__SID713B055-11-90-0__bin.21	ZeeviD_2015__PNP_Main_317__bin.30	QinJ_2012__T2D-104__bin.69	BritoIL_2016__W2.9.ST__bin.19	QinN_2014__HD-60__bin.3	LiJ_2017__nHM511717__bin.27
LiuW_2016__SRR3993011__bin.14	0.8434464125581472	0.8664821013591648	0.8376533678574494	0.7496604422187139	0.7788870863119202	0.7052158298169745	0.6801118951258842	0.8058222989095472	0.8135382076417507	0.7590493538065373	1.0	0.7533994680002081	0.812415610721623	0.8113614810988022	0.8028533079263345	0.8414910932493469	0.8379174560042041	0.7637135772873523	0.7692078555998024	0.7441461572284794	0.804915329516652	0.7838300695031987	0.7960003538959004	0.7340685713320312	0.7945096341045389	0.8632903693632853	0.7920412546587773	0.6467398673957396	0.5049832188432671	0.8247326107514107	0.8102197666865696	0.7844249347226563	0.5596436855145873	0.7638878576804969	0.8339779188520257	0.6850739958092679	0.6778093488093138	0.749123818661251	0.7001585862659048	0.832629024176514	0.6602714950634634	0.6553765278988676	0.6375901467556504	0.779914095771522
QinJ_2012__T2D-024__bin.69	0.7439514107338171	0.7405409552629748	0.6675086046465983	0.5611956756409547	0.5827029206730984	0.5149134717808629	0.5826807957134675	0.6499563745755665	0.6071071080001357	0.5927626402213924	0.604719039776752	1.0	0.593513104577904	0.5928243759958463	0.5930952283242306	0.6101439371365663	0.6700522612957733	0.5569601732883935	0.5547241249489252	0.530165062904472	0.5568845202006234	0.6480725413192542	0.6135793724005403	0.5368282442952398	0.5976647461963804	0.7013101901497539	0.5919315268184844	0.47329392473588333	0.37517436787741343	0.6034008204077773	0.5960349931216355	0.5605786747506036	0.41395478300588984	0.5379644680285411	0.6484111959432816	0.505294824008436	0.5063503986953412	0.5866518691130211	0.5140588060015738	0.6410749875547103	0.6579723901915058	0.4827541292490182	0.49580036149329204	0.589233352306081
CosteaPI_2017__SID713B032-11-90-0__bin.64	0.8867601562044647	0.8984852829748791	0.8488397738532377	0.7946009209069185	0.8593278545200209	0.743406889316314	0.7000599172349479	0.8299712070874862	0.8549009733636416	0.7778371510170776	0.8520487264673311	0.7755113364807367	1.0	0.8406886984904121	0.8426717957684909	0.9063715101707758	0.8715015445590721	0.7773163140409162	0.8260194672728333	0.7678922888616891	0.847561228653028	0.8098049775601796	0.8535902547065338	0.7915560995512037	0.8244821355714869	0.9107615550504167	0.8266867167919799	0.6788552777292067	0.5228256688232208	0.844546249344291	0.8287835868741622	0.8279619980183016	0.5817329369936469	0.7713945328437373	0.8686959258611645	0.7065505624526431	0.7243965728274174	0.7998349361776533	0.7006861339395	0.8588280002331411	0.6907575916535524	0.6909049367605059	0.6730099667774087	0.8256305880981524
LiJ_2017__H1M513730__bin.22	0.9190093830680899	0.9259595005972795	0.8893761319409657	0.8198865168972294	0.8582106662556357	0.778742630341798	0.7631237717236329	0.8635698046318061	0.8946389349158028	0.8085232746329621	0.8790383800238912	0.8001864090015799	0.8684453392932835	1.0	0.8469678432430349	0.8723478864012948	0.8983849369966475	0.8266088012022658	0.8207896612847289	0.7753863049593465	0.8423317020538708	0.8236262571769875	0.8706523833378289	0.7819790181495896	0.876861199953759	0.9176674309275172	0.8664174790952178	0.6928167507995838	0.5240872220723671	0.8840285538129552	0.8565344302724365	0.8308008361912836	0.610647470232361	0.8205517128434358	0.8827049053986358	0.7423456706870641	0.7581952525914223	0.8128232052714731	0.7485116180494009	0.8817911641169898	0.7142272937459058	0.7127962313590999	0.6978541289353011	0.8614658394666873
FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.75	0.8308949601501364	0.8365938696629686	0.8299800498731263	0.7303858441296105	0.7686486363323666	0.7007621185080477	0.645984932900007	0.783625034013367	0.7962532496184587	0.7322656166815135	0.7912646224614854	0.7282519298340936	0.7918771916986791	0.7704758278338667	1.0	0.8035694646065995	0.8073815907608084	0.7298850096245231	0.7812207654836953	0.6970709287697655	0.7812343489217161	0.7796003927804466	0.7779681893408571	0.7571675639768976	0.7633467137500761	0.8300917846052325	0.808979616517636	0.6472701014069374	0.5069882406862529	0.8273628280893229	0.8299392995590641	0.7497501304667313	0.5456050786283883	0.7350020221795633	0.8038498968754149	0.6816782644397423	0.6818408275205713	0.7214076297733187	0.6958676990663796	0.8346413599913417	0.6424948656795159	0.6424904839253156	0.6301365661331588	0.7768276187225347
CosteaPI_2017__SID713B065-11-0-0__bin.29	0.8291384335964539	0.8609601466532038	0.7975182416856651	0.7216336760462906	0.7632223908621167	0.6671653891665449	0.6540796389553923	0.7748742080451814	0.7684623640208549	0.7238694600207025	0.8013103108124986	0.7238609927456621	0.8229458919956733	0.766738850186386	0.7764063614637379	1.0	0.8228341239651402	0.7128590389219466	0.7388628872984524	0.7133103446815987	0.7603147286132509	0.7657392883678693	0.779789884569873	0.710742643525604	0.7479249884104172	0.8550305139424268	0.7505045437514685	0.612553581974865	0.4750797511467866	0.773946618064508	0.7594210077327389	0.7632054563120361	0.5191248224518265	0.697065877516633	0.8117720524886379	0.6461686638851668	0.6473257170194345	0.7291712442872353	0.6404143037677257	0.7955728852451383	0.6561566615227972	0.6272129752522718	0.6033598147360221	0.7416837599781544
LiJ_2017__H2M614904__bin.70	0.7583510189733416	0.8770818413509273	0.7672578500868543	0.6554192852321322	0.6973304188645165	0.6050912205054946	0.619284484193245	0.7230785915561432	0.7012051166504302	0.6911632881640529	0.7048146700747752	0.7021890303532329	0.6989654134326098	0.6974975832222332	0.6890757905247352	0.7268332451388642	1.0	0.6628134097976264	0.6536002976797064	0.64624656181809	0.6676249011318186	0.7016426609424404	0.7039489307277633	0.6326718436508397	0.7102435850210265	0.7679687660690011	0.6800807026138597	0.568215959895513	0.45005469303650125	0.6925024728731889	0.6992500042071567	0.6676765089201071	0.48371082435962404	0.6482413150262807	0.7307733875838393	0.5961009941978636	0.5895804623384686	0.6589544187298875	0.6026660284254203	0.7415253841134024	0.6019764287036535	0.597230755998003	0.5581550589656379	0.6832583212883997
BritoIL_2016__WL.15.ST__bin.69	0.8864276606321907	0.9108530954453816	0.8713460597847174	0.7979911557988191	0.8296752837468654	0.7609482409471595	0.7118635752180136	0.8340678469281345	0.8673865450593176	0.7833671344758136	0.859980164878819	0.7813645982637009	0.8345829993687004	0.8591411022059439	0.8339246655889685	0.84296661722071	0.8873102784676793	1.0	0.7896235582365065	0.7747101704308507	0.8193166645556598	0.8092469112130513	0.8270344391171419	0.765737306298427	0.8886980360626734	0.888796160337067	0.8339316744657108	0.6832077826567348	0.5253693803201754	0.8487219062943218	0.8369830390189175	0.790111175804156	0.5889514069569108	0.7995721581382822	0.8496635989480678	0.7160789139445107	0.736456221804916	0.7873516809038648	0.7484368953279329	0.8562439329410699	0.6926567497735883	0.7012961916266952	0.6869254911345218	0.8419498294590098
CosteaPI_2017__SID713B007-11-0-0__bin.28	0.8399955002072647	0.856844198930543	0.8483943255344804	0.7568032186752742	0.8110347018154678	0.7328975971012259	0.6684720982127031	0.7855522621148175	0.8222827656520233	0.7655503998056391	0.8177806095801154	0.7347537616045731	0.8373310746138426	0.8054369029325698	0.8427161732098789	0.824908432526506	0.8260981361310196	0.7455130874486506	1.0	0.7241343452825204	0.8197076741790832	0.7797200202490673	0.8029932129701799	0.7893770859398966	0.7938513546408603	0.8652444422596711	0.822367845766768	0.6762143886544721	0.5116840994246221	0.8288807285504759	0.8357750538486226	0.7944256454153871	0.5701114502236425	0.7595990457792464	0.8242292096104608	0.6961358975219472	0.7112002771721072	0.7543075353094293	0.6993741412225918	0.839514797558957	0.6530697614400849	0.662819469922525	0.6337324693605237	0.787825791847718
LiuW_2016__SRR3993012__bin.63	0.6940387440296736	0.7176962715874785	0.680400217031725	0.6378005422502274	0.6505900292927013	0.593650053208972	0.5464962498678517	0.6594309046430227	0.6747485891498123	0.630770458510371	0.6885162821099795	0.6111372322531521	0.6774388611017528	0.662186993645775	0.6544061841700943	0.6930798718706563	0.7108541777990037	0.6365570113464483	0.6302052545865229	1.0	0.6513415777416607	0.6452901112760652	0.6519454491828607	0.60909525825171	0.6553091118359213	0.697060980731647	0.6489573550759961	0.5494950392454734	0.42576679949370233	0.676905331633608	0.6573951009900941	0.6282023594590003	0.4748449288579384	0.634325401967354	0.6793965070068421	0.5680941150918086	0.5659262659806884	0.6169283100114727	0.5727613667075143	0.6658480670971925	0.5310995849000877	0.5657086583564412	0.5332954062578029	0.6587254281296316
ZeeviD_2015__PNP_Main_589__bin.39	0.8732193994129426	0.8923655434249277	0.868434194112199	0.8096718343077299	0.846202756440841	0.7689170212786548	0.689801207600197	0.8159440388894104	0.8528199758247692	0.7854603116843399	0.8760641988833714	0.7551314298323122	0.8795704783463291	0.8462046920077538	0.8627431434961566	0.8690163158612935	0.8638623850636172	0.7919168790144868	0.8391732613044366	0.7661936786320188	1.0	0.8235353323223221	0.8483643007909694	0.8153362708787183	0.8345893549626484	0.9037394184976323	0.8548165130955618	0.6921345335138572	0.5198613359863504	0.864876622126046	0.8563180291283464	0.8361881332328129	0.594367113169694	0.8100473342888582	0.8650779210850014	0.737980371415935	0.7417489201956085	0.7955988111748021	0.7308913575969549	0.8718403079874072	0.6746974950860795	0.6951380494711547	0.6771585684159998	0.8345385463311813
LiJ_2014__MH0360__bin.37	0.610536441419154	0.6527053265592458	0.6169927421398588	0.5131552287778887	0.5312633580004459	0.48626202100949484	0.4807241473268755	0.5864305898448391	0.5597050617016561	0.518386324964384	0.5598940188550657	0.5767388345376838	0.5515414775242612	0.5430260201939621	0.5650285722270458	0.5743989415858809	0.5958352573088309	0.5133422804810119	0.5238771975399367	0.4981761665007866	0.5404809737613144	1.0	0.5578729712512013	0.516206172261598	0.5451852129435968	0.6046663842365908	0.5463796126981748	0.43879820709831047	0.34384549084716953	0.5646814626998579	0.5514782800897594	0.5287002097900765	0.384137825030122	0.5067903896709351	0.5876732610066748	0.4951998531532979	0.4772654374818585	0.5138970840894266	0.4778967766767803	0.6043970805961011	0.49924925258712516	0.446358716260033	0.4555976095491006	0.5347544605003332
LiJ_2014__MH0372__bin.22	0.8783718751486717	0.8933739977237212	0.8486631436800329	0.7761895569307564	0.815587111577915	0.7163928666839888	0.7074478596758316	0.8204296933610976	0.8268491105312659	0.7838761148093526	0.8190225724877678	0.7865476316819944	0.8374249322056849	0.826863748979883	0.8121923638532789	0.8425758363128676	0.8610930163621259	0.7556980161242512	0.7771438007999912	0.7249998170193923	0.802009035582409	0.8035890731300297	1.0	0.7717664581907611	0.7955351816814454	0.9559167694407746	0.8019216623422251	0.6518560637943591	0.4985334104291627	0.8095986137389161	0.8015845205725097	0.7954729682748222	0.5743729254573601	0.7489890321423736	0.8511768397785203	0.6852587162812486	0.7025073832675214	0.826796961058067	0.6936264194720644	0.8392506212191632	0.7052498051256528	0.6649986459435029	0.6551703000516005	0.7959359092123417
LiJ_2014__MH0367__bin.74	0.8495793298777844	0.862171870600172	0.8552925570615022	0.7752825450083012	0.8069913531816328	0.7457882083242078	0.6811930831412618	0.7984061168877413	0.8282888179370701	0.7649819499963498	0.8199866605283245	0.747097324010602	0.8430739784452811	0.8062538581913841	0.8581764852826295	0.8337413145686796	0.8401850839279231	0.7596123905117916	0.8293953087372546	0.735358986239883	0.836799063157879	0.8072525803633641	0.8378638370697262	1.0	0.8012662068869616	0.8586199755360248	0.8344713601145823	0.690932486679152	0.5320715961129793	0.8560042273113515	0.8444282874273741	0.7834337270116356	0.5840692142773071	0.7642504145615778	0.8381523788807259	0.7160162556808222	0.7344734956219615	0.77005353170707	0.7188088040513059	0.8613276002409647	0.6791837196863486	0.6683586837924426	0.6561629501388825	0.8136526463157779
BritoIL_2016__M1.35.ST__bin.76	0.8863616234451258	0.892334195059181	0.8587584192160999	0.7732639315565552	0.8186128145975585	0.7383587020785755	0.7171843590962311	0.8197150508340966	0.8396466537601002	0.7632218499669607	0.8286711260013216	0.7766267490522948	0.8199325303439562	0.844151586464335	0.8078287986459697	0.8191998701614865	0.8806770151053199	0.823150670639107	0.7788057175316772	0.7387088023556416	0.7997792745273067	0.796055227739071	0.8064172685222755	0.7481517719479256	1.0	0.8754779100636441	0.8197433370816477	0.6731811595042951	0.5192344164802171	0.8287708234312146	0.8198462804743744	0.7749968120007884	0.5808951901786439	0.7732119961512155	0.8425105203973986	0.6938305839255284	0.7237365669305944	0.7723318765142997	0.7226686451582988	0.8485512572309619	0.6851249116054765	0.6756735952516201	0.6715108797718552	0.8172991270678522
LeChatelierE_2013__MH0040__bin.22	0.7593343117393332	0.8116725911404514	0.730730429822273	0.6480175468920937	0.6763995518084587	0.588188771520727	0.5878012025017705	0.7052310365842966	0.684474085303118	0.6709159690961125	0.6948883475567227	0.7032989173475965	0.698999155793799	0.6817890157285743	0.6779516172149355	0.7227507308521043	0.7348995702385643	0.6353344133733141	0.6550943496158844	0.6064191879230202	0.6683679622494176	0.681381048340199	0.7478174639387247	0.6187126052260623	0.6756476750690055	1.0	0.6731426121579291	0.5359775345958135	0.4152238398964192	0.6777623060320841	0.6698055104942453	0.6765856421961386	0.46174679468253876	0.6254222373003151	0.7257442810308405	0.584376423636199	0.5784490869224622	0.6924763298394863	0.5769907824420857	0.7144421529083244	0.6061640293722205	0.5542201184465319	0.5384536103503473	0.6654041149594841
CosteaPI_2017__SID713A055-11-0-0__bin.73	0.8797958995366335	0.8759144497938435	0.8813040771849723	0.7865699122306181	0.8148721304227066	0.7618119115121261	0.6991363575261578	0.8289225382161444	0.8516257639833126	0.7659088152046789	0.8344147404224864	0.7769217906846143	0.8304030815535354	0.8424961370511942	0.8647412889860409	0.8303023802509288	0.8517672141851134	0.7802013745025238	0.8149053852714744	0.7389147771901714	0.8274110819207439	0.8058324320957064	0.821076267419569	0.7870012885082952	0.8279974913666197	0.8810146194872477	1.0	0.6733348102857716	0.5281450773222072	0.8680887876359409	0.8540383798425031	0.8017458327224901	0.5955517190180732	0.7901295861832192	0.8358493827010149	0.7590906344509928	0.7344010169426428	0.7676900573154344	0.7418037336295982	0.8821274859755872	0.6822719337975586	0.6746350280347743	0.6690992666603279	0.8300724065784648
CosteaPI_2017__SID713A014-11-90-0__bin.30	0.7691842698075562	0.7830103623608161	0.785727489219283	0.7132470875973482	0.7241186844307138	0.6648804788569223	0.6250457617300638	0.7276622256548884	0.7452996073888138	0.7117528480401623	0.7490140953852095	0.6829091845272576	0.7496376391838837	0.7406026903520628	0.7606070670013517	0.7449947866383472	0.7823482010684174	0.7026761923151187	0.7366338417970008	0.6878094870309583	0.736487095320847	0.7114449378901977	0.7337184784707473	0.7163509042929781	0.7474966853317886	0.7711676642852545	0.7402139409152345	1.0	0.5443305657462831	0.7826885499131105	0.7782727682306751	0.6926001158524812	0.5720682242389136	0.7221182982557766	0.7611286606165927	0.6424725493982106	0.6480339833944777	0.6987572890519406	0.6839652442556478	0.7770606938276372	0.6051999742550042	0.6406719443908091	0.6201609062238527	0.7384272382055738
LiJ_2014__MH0309__bin.74	0.7574315931212199	0.7883758669180337	0.8003357102969749	0.6788008396694606	0.6982662623619279	0.6271305890744541	0.6391790190251146	0.7171502946651854	0.7256080155754879	0.7208998033378108	0.7453300112275277	0.6898846602836214	0.7357705358437674	0.7139729896261844	0.7592486021367081	0.7363545510202877	0.7897020407065141	0.6886182004064483	0.7103632508778273	0.6791840586167502	0.70497456252998	0.7104787415194762	0.7151272398458463	0.7030263141489816	0.7347711480754076	0.7613700864801799	0.7399301675336121	0.6937037258199672	1.0	0.7788327964549622	0.7847989380110543	0.6707289624937579	0.5486848831280641	0.7046274344082056	0.7467769252322772	0.6109763355738079	0.6255918075138474	0.6946630855818464	0.6842912385255783	0.796926111581021	0.6208730961269294	0.6266824066412369	0.6181518478830762	0.7079924117398861
