	QinJ_2012__T2D-085__bin.44	ZeeviD_2015__PNP_Main_698__bin.21	ZeeviD_2015__PNP_Main_499__bin.29	LiuW_2016__SRR3992966__bin.54	YuJ_2015__SZAXPI017462-33__bin.25	LiJ_2017__nHM512811__bin.32	QinJ_2012__T2D-099__bin.60	WenC_2017__N237__bin.59	LiJ_2017__H2M514911__bin.38	CosteaPI_2017__SID713B072-11-90-0__bin.31	LiuW_2016__SRR3993011__bin.14	QinJ_2012__T2D-024__bin.69	CosteaPI_2017__SID713B032-11-90-0__bin.64	LiJ_2017__H1M513730__bin.22	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.75	CosteaPI_2017__SID713B065-11-0-0__bin.29	LiJ_2017__H2M614904__bin.70	BritoIL_2016__WL.15.ST__bin.69	CosteaPI_2017__SID713B007-11-0-0__bin.28	LiuW_2016__SRR3993012__bin.63	ZeeviD_2015__PNP_Main_589__bin.39	LiJ_2014__MH0360__bin.37	LiJ_2014__MH0372__bin.22	LiJ_2014__MH0367__bin.74	BritoIL_2016__M1.35.ST__bin.76	LeChatelierE_2013__MH0040__bin.22	CosteaPI_2017__SID713A055-11-0-0__bin.73	CosteaPI_2017__SID713A014-11-90-0__bin.30	LiJ_2014__MH0309__bin.74	LiJ_2017__H2F514910__bin.5	CosteaPI_2017__SID713A062-11-0-0__bin.42	XieH_2016__YSZC12003_37753__bin.69	XieH_2016__YSZC12003_37652__bin.106	CosteaPI_2017__SID713B033-11-90-0__bin.34	ZeeviD_2015__PNP_Main_714__bin.43	ZeeviD_2015__PNP_Main_635__bin.40	BritoIL_2016__W3.18.ST__bin.24	NielsenHB_2014__MH0040__bin.23	CosteaPI_2017__SID713B055-11-90-0__bin.21	ZeeviD_2015__PNP_Main_317__bin.30	QinJ_2012__T2D-104__bin.69	BritoIL_2016__W2.9.ST__bin.19	QinN_2014__HD-60__bin.3	LiJ_2017__nHM511717__bin.27
LiuW_2016__SRR3993011__bin.14	0.8587586345486872	0.8822838200661643	0.8515411143897363	0.760951321974579	0.7916486791813623	0.7167321181425444	0.6913716533829736	0.8207806249997222	0.8271018459939296	0.7711067116179667	1.0	0.7679020864297372	0.824484083354044	0.8242422248492719	0.8157140449990197	0.8542860305817631	0.8525472279858743	0.7766601207780908	0.781068258783265	0.7557913774775492	0.8167988515277766	0.8043160183687977	0.8081853098523107	0.7450451239502607	0.8078905447996197	0.8771647781103826	0.8046161185355646	0.6569890661282943	0.5133593479423576	0.8371883237471707	0.8228413128115206	0.7962720001209292	0.5679086664037641	0.7748950872046625	0.8463193714879944	0.695771788717034	0.6888201350761965	0.7602186329748285	0.7110800093720171	0.8455133246697009	0.6724826819974133	0.6651180016085368	0.6480651986507496	0.7933581386498338
QinJ_2012__T2D-024__bin.69	0.7490679860755496	0.7582084492365997	0.6831480962721227	0.570936367545539	0.5917356138694948	0.523170007119241	0.5929842466718886	0.6647083698365429	0.6172663898667685	0.6048271665955932	0.6163596233760904	1.0	0.604424991926174	0.6022474676734713	0.6044496148651181	0.6221667115708186	0.6833158177402923	0.5655378773956068	0.5655889075444328	0.5406180357674952	0.5667097865476677	0.6690106039221844	0.6254854555154491	0.5462381323679238	0.6065429215295485	0.7176837308391605	0.6037009347795445	0.48164003047534765	0.38243528003240235	0.6138851964393089	0.6079674834464264	0.5712115021241746	0.42099694354388323	0.5469304294918574	0.661122342105404	0.5153267089300976	0.5152646163014561	0.597199408335757	0.523246730769574	0.6546957550410115	0.6623563438861064	0.4903704681748514	0.5038167339634189	0.5990529089861237
CosteaPI_2017__SID713B032-11-90-0__bin.64	0.9026818208311477	0.9142791863379379	0.8626202716092557	0.8064155738182666	0.8737695401293932	0.755625808707816	0.7118358687416215	0.8450512327329953	0.8689882846651512	0.7900593343824678	0.8647059509238212	0.7897693069884012	1.0	0.8543983213848575	0.8544729265023022	0.9092480037302558	0.8869643877134697	0.7904766567581745	0.838609547123623	0.7773895203124089	0.8595992306347263	0.8304939091915836	0.8663239494084047	0.8028307979250452	0.8382780206329777	0.92500087427872	0.8395654251908842	0.6895457247770589	0.5311315498047444	0.8568528297487906	0.8409885178061433	0.8406043014513027	0.5901791688523634	0.782108293990791	0.8809479512735326	0.7171906510462202	0.7363240659789008	0.8113059392667715	0.7107834703036662	0.8721109751121991	0.7030968117969342	0.7013706358920557	0.6836612461386024	0.840046628198403
LiJ_2017__H1M513730__bin.22	0.9330594196755424	0.9405639474394051	0.904392412623791	0.833113367500289	0.8704919848946091	0.7903110670109051	0.7683846479904435	0.8776733073869986	0.9083204886131555	0.8223213941659281	0.8929935262610305	0.8129055720396131	0.8826076066432893	1.0	0.861116623636854	0.8867900080921737	0.9124532773303533	0.8382427459442796	0.8338907941890485	0.7885804015259528	0.8557777156949636	0.8440801895880699	0.8847313205656815	0.794973700435436	0.8892152518207391	0.9326533659589226	0.8803056722284305	0.7044800778390042	0.5335844476128088	0.8985077646333475	0.8703176178181958	0.8447246734229895	0.6202299526029825	0.8335492851913221	0.8971740010018882	0.7543307579669377	0.7706456398597357	0.8257547878694462	0.7609128742630342	0.8960589187314555	0.7253487341528265	0.723095449115641	0.7078007591229625	0.8754677083734731
FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.75	0.8461793951514137	0.8522192051410246	0.8434202045315226	0.7411198273939386	0.7814012937567452	0.711973712980202	0.6572802188773859	0.7985155493120427	0.8094659912338625	0.7447904228874797	0.8039397228365198	0.7421937953484173	0.8029669734040665	0.7833467926216517	1.0	0.8158028841582496	0.8225065299091969	0.742570188034218	0.7931715618894299	0.7075450740100193	0.7926856253486233	0.7994116180459918	0.7902379774523692	0.768748540328132	0.7770191013810851	0.8435332537898887	0.8217029161888729	0.6576141085474441	0.5151948281278824	0.8327453749488978	0.8399327663635515	0.7611505785449159	0.5535544570984637	0.7445270794600451	0.8159720198703789	0.6922238322734601	0.6933582684359022	0.7321131316353452	0.7042201989228771	0.8471280449357657	0.654326478371004	0.6523967538212183	0.6402492166518928	0.7901166028610226
CosteaPI_2017__SID713B065-11-0-0__bin.29	0.8451343862389846	0.8771643942617277	0.8107271907486553	0.7323477425186333	0.7755905395135974	0.6777960529797399	0.6655159639886793	0.7900467181900352	0.7811916419528077	0.7358832532117433	0.8134942962318509	0.7381245409149314	0.825557622981878	0.7794325655631691	0.7882262540563539	1.0	0.8380375396638915	0.7248969638468524	0.7504592438300025	0.722538404384355	0.7712188854102501	0.7874464180251352	0.7918828467825413	0.7212860944058831	0.7608820360409562	0.8687343752315271	0.7630174828061396	0.622000097373663	0.4830034271295726	0.785316051624976	0.7711659649412477	0.7752107822280364	0.5265988861299684	0.7068307624569492	0.8236198870888873	0.6561465007927486	0.6580076078466238	0.7400643936266821	0.6499459152806796	0.8081802344165095	0.668887632909758	0.6367445867652257	0.6132521321656961	0.7544964405692549
LiJ_2017__H2M614904__bin.70	0.7714137729219919	0.8878573979577526	0.7834548422503239	0.6664188495576876	0.7076710489656939	0.614355940411703	0.6296008062781996	0.7362602677995449	0.7119159765371548	0.7053984364336027	0.7171205097951956	0.716088727998908	0.71136698934	0.7084201098348364	0.701984469047481	0.7402628631477385	1.0	0.6727572582801518	0.6654042703574962	0.6582550958016317	0.6791382995233759	0.721871418073571	0.7169398825361862	0.6438393202730726	0.7215097895860719	0.7832027868205675	0.6922750994291356	0.5780939897494966	0.4590920394986565	0.7039403294297153	0.7125184413699998	0.6797037413776662	0.4917855733793565	0.6588153020831969	0.7443383825446005	0.6074958442641496	0.5997576677767328	0.6704038683403047	0.6130870619648731	0.7568910421220524	0.6122546059016124	0.6046331078920649	0.5667025054085336	0.6943962543216848
BritoIL_2016__WL.15.ST__bin.69	0.899019608333955	0.9253975159539557	0.8861037503998814	0.8114912536727765	0.8423092847090841	0.7729068865718433	0.7224049258385745	0.8478848461576587	0.881046845830244	0.7971240576189744	0.874558628502999	0.7933983389963388	0.8487128948813673	0.871232916488733	0.8484180214241337	0.8572016458845128	0.9006221379376981	1.0	0.8027021222378142	0.7883184052602621	0.8331066295463204	0.8289153212543686	0.8414446896995045	0.7786000970228795	0.889936604709865	0.9045801507609388	0.8478402897269391	0.6948325053680486	0.5350045833047554	0.8624783288034296	0.8511745125201067	0.8032943723225465	0.5985110141994836	0.81295660954599	0.8638425565979313	0.7280976356555577	0.7485395253088036	0.8006129763345277	0.7612836657626885	0.8706306537229401	0.7026203686969547	0.7112983593721448	0.697700637857847	0.8554128804130431
CosteaPI_2017__SID713B007-11-0-0__bin.28	0.8551898633660624	0.8728562765254982	0.8630106165803182	0.7686482613169551	0.823875654466966	0.7451590596378518	0.6794885550702313	0.8001926591931664	0.8359768827874893	0.7767294542157905	0.8303899552525863	0.7491445903463375	0.850093564492854	0.8182929809378003	0.8556077012629197	0.8378552626541309	0.8410174069188094	0.7578610481019336	1.0	0.7360488700179094	0.8319582653677139	0.7993130253401668	0.8156725134036631	0.8012457619467843	0.8069508563077216	0.8801570957052031	0.8352626824909378	0.6869411004545641	0.5202790816830548	0.8415255242707571	0.8485564504197994	0.8074882790325256	0.5787277025107614	0.7708745243194418	0.8373925213633805	0.7076236036817002	0.7231464706168734	0.7657248140408659	0.709871136712873	0.8531006738817755	0.6650334435751042	0.6725861944279142	0.6438740190380937	0.8017756219947222
LiuW_2016__SRR3993012__bin.63	0.706900218471473	0.7314993412124571	0.6920021176636099	0.647804733973651	0.6616876067727391	0.6036632947768823	0.5567295671994146	0.6717563814772719	0.6863447307897511	0.641726529331163	0.699290944684471	0.6231866888305585	0.68581737167012	0.673454872744789	0.6642392515614067	0.7020462109740883	0.724063248540404	0.6477385055662714	0.6405743195853855	1.0	0.6612161921462981	0.6624621911894828	0.6623276775918857	0.6185313665553125	0.6666827095728021	0.7085189065648806	0.6592836389918308	0.5585658629170693	0.43315435209078146	0.6872698717102272	0.6674136901933828	0.6383624553215348	0.48216296219509736	0.6439943380882039	0.6900202017210336	0.5775248757600326	0.5755729888468893	0.626415015172887	0.5819736970383561	0.6767305050923886	0.541330434092245	0.5743640118947865	0.5424916936825093	0.6701627861344864
ZeeviD_2015__PNP_Main_589__bin.39	0.8880811660629311	0.9074169956323933	0.8820141315740321	0.8217821925908434	0.8600706094809875	0.7814875605953416	0.7015868745336493	0.8300325465576426	0.8668562231863496	0.7977903568120825	0.88899814088798	0.7684544207864402	0.8920631110947663	0.8597125296020764	0.8753891699224515	0.8814794312143069	0.8787599597014969	0.8052456766693539	0.851714767117428	0.7778094995688525	1.0	0.8437397475440075	0.8608627402401458	0.8270077393643017	0.8490243291083134	0.9176425956339417	0.8677877147632463	0.7031764588609769	0.528147981832769	0.8777486259894376	0.869265036209618	0.848719961211239	0.6032624948102612	0.8191677255830654	0.8776078134965145	0.7492134339957166	0.7534286148405722	0.80716624293881	0.742087644405389	0.8843798782334855	0.6863350911506848	0.7057551178808639	0.6878883835983931	0.848956100374629
LiJ_2014__MH0360__bin.37	0.627453029062563	0.6735985889505478	0.6347499509346551	0.5251455922806398	0.5440641730250484	0.49754069883024404	0.49396607409279925	0.6041890689398265	0.5734817848479864	0.5330417782678314	0.5745272419051708	0.5953722328892153	0.5656322823928137	0.5565115270215081	0.5793870928608494	0.5906819670090337	0.6130135267915837	0.5258188513818643	0.5370413184191623	0.5114333368690022	0.5537410023049597	1.0	0.5723340686254272	0.5291540245333076	0.5594948270200473	0.6219297638321399	0.5596396412418201	0.4499828827049264	0.35299609827296335	0.5788154577749041	0.5661835926757032	0.5421819057170495	0.393050568745153	0.5186435607530594	0.6033998949461742	0.5078818951100429	0.48922404347983495	0.5264590826781231	0.4893472625983609	0.6205263996961442	0.5143559800334216	0.4567262712687949	0.4671449558602441	0.5483266653159141
LiJ_2014__MH0372__bin.22	0.8939796635352585	0.9102301713064449	0.86305639828291	0.7877452397594903	0.8289854091263408	0.7279224747761233	0.7197235711959247	0.83601460917172	0.8407016574383447	0.7967776200078316	0.8315599462768936	0.8018100441715187	0.8499174757459205	0.8402345994371516	0.8250019212963811	0.8556424815098096	0.876983967239152	0.7688653006554366	0.7894149378048915	0.7365454359147018	0.8138245508740983	0.8244195855123274	1.0	0.7821204158783253	0.8088794999505953	0.9567420119815702	0.8146411018360274	0.6623257567163032	0.5066037701324414	0.8220614229303979	0.8141150325888462	0.8076009229541853	0.5826807024991492	0.7598823251711784	0.8640289402129162	0.6960760723578515	0.7142433019948546	0.8275700541256638	0.7041244743882044	0.8522276059183248	0.7180955012387787	0.674729554661797	0.665875580505978	0.8094028244886607
LiJ_2014__MH0367__bin.74	0.8640436676494967	0.8770434446627959	0.8682784284453556	0.7865515677852256	0.8203472136346683	0.7579015014603394	0.6927953443952616	0.8127035871061045	0.8420797259399088	0.7771722207240562	0.832247949292129	0.7601929505411524	0.8550824827309464	0.81965193216238	0.8713024062201867	0.8461093787014426	0.8550154377318329	0.7723722954171515	0.8418656785723686	0.7467511731633271	0.8487777696661606	0.827500666725269	0.8491045519581361	1.0	0.814889254077205	0.8704015200839502	0.8473658516477922	0.7021871071970075	0.5409091202553868	0.8688435929564013	0.8565892570073198	0.7948259139350796	0.5923614390935913	0.7749070930132654	0.8505616632722032	0.7272440581990323	0.74650683138878	0.7806774326036354	0.7291332372851642	0.8741773951080989	0.6911663992316146	0.6783190875125957	0.6669835163661809	0.8279044266088192
BritoIL_2016__M1.35.ST__bin.76	0.8990153139889405	0.906461552729507	0.8738957350366909	0.7863502625752078	0.8307415865802622	0.7499166483115197	0.7274652508085925	0.8338053117863229	0.8528113515957385	0.7768994099303277	0.8426273750594128	0.7881633646723316	0.8336522878241616	0.8560447942871054	0.8222979098317895	0.833391683379511	0.8946467117237222	0.8242978866463407	0.7916569480993728	0.7515298918398813	0.8136121769977163	0.8169494904997624	0.8199441230683623	0.7608717728753435	1.0	0.8906110525034489	0.833630493502278	0.6848749724672796	0.5287460150009854	0.8424289076175792	0.8337714610310569	0.7879449577445196	0.5904086435353172	0.7863321779251342	0.857159550666002	0.7058939729425813	0.7359590081264998	0.7853736914712327	0.7351076384461113	0.8630500457912614	0.6951771947925482	0.6857476727605755	0.6817310256083282	0.8304095709532697
LeChatelierE_2013__MH0040__bin.22	0.7745697464983694	0.8297058233050297	0.7446643054659399	0.657721087011213	0.6876454949485407	0.5977466601248738	0.5982863222491457	0.7204113599592892	0.696150541397775	0.6825208519647388	0.7060562758804312	0.7197188889974416	0.7099276716764347	0.6929229467699182	0.6889295186235324	0.7343344996190515	0.7494776049165081	0.646617216724802	0.6663850260222357	0.6163871911123231	0.6786501719009956	0.7008346511753576	0.7484630544375221	0.6272022634317	0.6873266362265736	1.0	0.684043572348543	0.544806449892837	0.42203260088872474	0.688628553208073	0.6812078411332045	0.6878004509828972	0.4684660891423058	0.6346480261356792	0.7372350046039478	0.5944210101773548	0.5881698046158289	0.6929723322958794	0.5860133033155224	0.7260999999642134	0.6184810658398527	0.5627308907538486	0.5474925930657711	0.676761354466044
CosteaPI_2017__SID713A055-11-0-0__bin.73	0.8956116245836704	0.8914997327902645	0.8957835193653289	0.7985065294256232	0.8282396428710269	0.7740848242200216	0.7113849145701671	0.8440858124979216	0.8657661003818687	0.7780838368788778	0.8476623480639823	0.792369370504448	0.8433396861023303	0.8560008842979503	0.8783415853757353	0.8441457649013338	0.8670400889543786	0.7932138563118873	0.8276832096268572	0.750672473931243	0.8399664266540892	0.8253890934400361	0.8340995219264206	0.7991622588379445	0.8420244802524746	0.8952818863649031	1.0	0.6840541126646174	0.5371299754054633	0.8814239819917968	0.8673904358118187	0.8150702543808579	0.6043572282692443	0.8017711251426797	0.8489414887961604	0.7708825227971355	0.7462467687762262	0.7794426018968378	0.7533736107318549	0.8963910058280293	0.6950961275899555	0.6847744782618674	0.6797080317953824	0.8443452939939401
CosteaPI_2017__SID713A014-11-90-0__bin.30	0.7829614468687649	0.7967793010233636	0.7985726974319367	0.7250279976829503	0.7364767973225205	0.6766284353478793	0.6356815344017507	0.7409641500933256	0.7580284482203772	0.7226913818626505	0.7608840831563365	0.6949516637703547	0.7614427495655532	0.7530704769260474	0.7727623093261248	0.7564837484713909	0.7959487674583253	0.7146321683722726	0.7483189804981657	0.6991635450859239	0.748236596511553	0.7295791980433803	0.7455029928557637	0.7280195661968205	0.7604814314217674	0.7838707601210014	0.7519979404003346	1.0	0.5535838321426273	0.7955574435219154	0.7907436442041578	0.7039902169015898	0.5811706249597735	0.7337339254682371	0.7732303533500676	0.6531145008688936	0.6593617815537105	0.7098492630494948	0.6948239685911051	0.7897066357726716	0.6160612730900431	0.6506867477634035	0.6307348909055802	0.7519222501126344
LiJ_2014__MH0309__bin.74	0.7715096398594952	0.8031941036777863	0.8147536669919215	0.6902645982467733	0.7109518594321403	0.6381212297391027	0.6511401747977109	0.7311509101778096	0.7388047899743624	0.7338472229422159	0.7576927594585852	0.7032362971337979	0.7474593699329302	0.7269112224750038	0.7715385125199073	0.7486359308447288	0.8055596932411071	0.7012473645494913	0.7222955339900113	0.6909686974427354	0.7162119332017878	0.7293863969085255	0.7267038642774978	0.7147033366952484	0.7482310574021299	0.7738548873211618	0.7525179912765194	0.7054962390078829	1.0	0.7917670921228164	0.7973362345982402	0.6823009935476166	0.5577430241355755	0.7160642889155888	0.7593476878576683	0.6213613065666272	0.6367012198042827	0.706653114014855	0.6954623333178034	0.8107679274613779	0.6329871457603451	0.6370102885100591	0.6293222864784738	0.7209975766651159
