	WenC_2017__RA017__bin.25	WenC_2017__RA007__bin.39	BritoIL_2016__WL.8.ST__bin.39	WenC_2017__N035__bin.74	ChengpingW_2017__AS18raw__bin.2	QinJ_2012__T2D-003__bin.38	ChengpingW_2017__AS101raw__bin.22	WenC_2017__RA047__bin.66	BritoIL_2016__W3.21.ST__bin.63	CosteaPI_2017__SID713A029-11-0-0__bin.63	BritoIL_2016__W2.53.ST__bin.27	HeQ_2017__SZAXPI029588-107__bin.7	QinJ_2012__CON-010__bin.9	QinJ_2012__CON-077__bin.4	QinN_2014__HD-30__bin.8	BritoIL_2016__WL.2.ST__bin.81	BritoIL_2016__W1.27.ST__bin.48	BritoIL_2016__WL.30.ST__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.1	BritoIL_2016__WL.13.ST__bin.14	BritoIL_2016__WL.36.ST__bin.40	QinJ_2012__CON-029__bin.31	BritoIL_2016__M2.33.ST__bin.49	HeQ_2017__SZAXPI029593-133__bin.43	QinJ_2012__CON-017__bin.41	QinN_2014__HD-77__bin.19
BritoIL_2016__W2.53.ST__bin.27	0.9912689629234578	0.9918161242910344	0.9985637239862877	0.990394977614801	0.9905230796687668	0.9898689811031647	0.9910858965451133	0.9907297494862376	0.9999132630272147	0.9925585369840513	1.0	0.9924126453319824	0.991406386639388	0.9907051433538259	0.9908769632845822	0.9984636697491822	0.9991088401759879	0.9953015749183285	0.9939807166819202	0.9954369568663621	0.9954860328974177	0.9914164446678845	0.9944595708424786	0.992617155807712	0.9892355376369176	0.9905112235332926
HeQ_2017__SZAXPI029588-107__bin.7	0.9927739333915105	0.9961434268944239	0.992857149090541	0.993436475407741	0.9918445083142031	0.9917776830573495	0.9931230014795017	0.9918376172328982	0.9929392576960846	0.9939925692573053	0.9924126453319824	1.0	0.9920853329031738	0.9927925338252294	0.9922643222782449	0.9926251810737058	0.9924731526138114	0.993120197996645	0.9915346873645393	0.9927626698923873	0.9941930326510684	0.9929789215718655	0.9925327858746259	0.9936777564659831	0.9912004261079917	0.9928336487883541
QinJ_2012__CON-010__bin.9	0.9947073644882255	0.992882835412248	0.9917702461664947	0.9945865834169104	0.9940128738955004	0.9937091052065791	0.9955582175371347	0.9941511956438561	0.991893758582358	0.9926133664602762	0.991406386639388	0.9920853329031738	1.0	0.9946279359328445	0.9923865434976546	0.9913167889806175	0.9912579868431468	0.9915882429556186	0.9905756412488308	0.990837394771821	0.9925869574731553	0.9948356966843004	0.9910363291759997	0.9935233402576311	0.9929700191995274	0.9951715434529471
QinJ_2012__CON-077__bin.4	0.9966570486415358	0.9937557287908417	0.990949992494878	0.9958764820804392	0.9986297589299233	0.9956384204960014	0.9949344586817546	0.9951464350235768	0.9906318613353124	0.992686264856784	0.9907051433538259	0.9927925338252294	0.9946279359328445	1.0	0.9934531705115758	0.9905230711653317	0.9905704605920832	0.9916930531250457	0.9902657882780554	0.9914368620166412	0.9919704134440788	0.9991548663861151	0.9914969155787752	0.9930641034203213	0.9950663426435323	0.9972183331641628
QinN_2014__HD-30__bin.8	0.9927942807597971	0.9928952399581458	0.9912811713947793	0.9929084683178918	0.9930137050376537	0.9929207259969913	0.9950439714143617	0.9934610198202966	0.9906702361660423	0.9911825023743162	0.9908769632845822	0.9922643222782449	0.9923865434976546	0.9934531705115758	1.0	0.9910462373163976	0.9909502147498163	0.9913945921585481	0.9907260086399753	0.9912975438710411	0.9915689273503678	0.9932645441731851	0.9917307866066206	0.9927895885814056	0.9927340771571473	0.9935024467270767
BritoIL_2016__WL.2.ST__bin.81	0.9911145108376641	0.9916712279782751	0.9993006755280143	0.9903180297752128	0.9901961657963368	0.9903909303368782	0.9911708549923297	0.99058956620523	0.9982676413546173	0.9923926777425233	0.9984636697491822	0.9926251810737058	0.9913167889806175	0.9905230711653317	0.9910462373163976	1.0	0.9986553602743616	0.9950231025454709	0.9941635142438046	0.9955702916316145	0.9950112886589177	0.9912741311345197	0.9943424899596246	0.9924046144027606	0.9893148968792655	0.9906538276524101
BritoIL_2016__W1.27.ST__bin.48	0.9907147433242672	0.9920070373511208	0.9988824311532284	0.9899217930035178	0.989882887162473	0.9898149260345178	0.9912123895190375	0.9904737010715293	0.9989627407846001	0.9922173118833568	0.9991088401759879	0.9924731526138114	0.9912579868431468	0.9905704605920832	0.9909502147498163	0.9986553602743616	1.0	0.9952469012124395	0.9941658572507792	0.9954264016931355	0.9954323388256586	0.9910234695602723	0.9945954175230266	0.9921774383433797	0.9889947742832293	0.9904265828178872
BritoIL_2016__WL.30.ST__bin.45	0.991915165996283	0.9921403998280459	0.9954251958798873	0.9917102915848091	0.9909084838569664	0.990836681593713	0.9919860971677162	0.991686160534959	0.9951843297524705	0.9939097588968089	0.9953015749183285	0.993120197996645	0.9915882429556186	0.9916930531250457	0.9913945921585481	0.9950231025454709	0.9952469012124395	1.0	0.9931676349771087	0.9954841832590082	0.9965300335916922	0.9917871237884684	0.9939748618859956	0.9925982923033323	0.9897204599524188	0.9906874989282836
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.1	0.9899162265758588	0.9911983254680613	0.9941101351662074	0.9899791859045273	0.9901010947660026	0.9901922559425923	0.9906794473267918	0.9905377320040584	0.9936793686964595	0.9918683271341877	0.9939807166819202	0.9915346873645393	0.9905756412488308	0.9902657882780554	0.9907260086399753	0.9941635142438046	0.9941658572507792	0.9931676349771087	1.0	0.9933485085465311	0.9933543815978031	0.9902243838251468	0.9933209915280828	0.9922840746414848	0.9896062987392603	0.9905121290815564
BritoIL_2016__WL.13.ST__bin.14	0.9911818078888947	0.9919213579100253	0.9956713015329348	0.9909821301239482	0.9908774503566536	0.9910913344829373	0.9915311692322499	0.9909657065278807	0.9954386817152922	0.9929412830946345	0.9954369568663621	0.9927626698923873	0.990837394771821	0.9914368620166412	0.9912975438710411	0.9955702916316145	0.9954264016931355	0.9954841832590082	0.9933485085465311	1.0	0.9954853880146165	0.9918135450446013	0.9949306717618394	0.9924829402901456	0.9902561747033601	0.9911011281265921
BritoIL_2016__WL.36.ST__bin.40	0.9925935093777074	0.9922283504046988	0.9958927714023816	0.9922442072763438	0.9916421193625142	0.991399721177286	0.9933879883908334	0.992494964693772	0.9954715454615259	0.9943052127719869	0.9954860328974177	0.9941930326510684	0.9925869574731553	0.9919704134440788	0.9915689273503678	0.9950112886589177	0.9954323388256586	0.9965300335916922	0.9933543815978031	0.9954853880146165	1.0	0.9923587104443993	0.9944738976765746	0.9923739001286742	0.9894228185431936	0.9925689607655558
QinJ_2012__CON-029__bin.31	0.9970791511893136	0.9938711494386824	0.9915238787560727	0.9963196738812606	0.9984667026578378	0.9955511426231315	0.9951716112123454	0.995056305329981	0.9916849195950054	0.9928690228126154	0.9914164446678845	0.9929789215718655	0.9948356966843004	0.9991548663861151	0.9932645441731851	0.9912741311345197	0.9910234695602723	0.9917871237884684	0.9902243838251468	0.9918135450446013	0.9923587104443993	1.0	0.9915558258026725	0.9936486956427241	0.9947210593805976	0.9971637158897783
BritoIL_2016__M2.33.ST__bin.49	0.9914695702049947	0.9927746413406974	0.9945789206807446	0.9910699821804633	0.9911580844142607	0.9909796628247254	0.9921159851171278	0.9913305664674475	0.994223715639043	0.9927502164553045	0.9944595708424786	0.9925327858746259	0.9910363291759997	0.9914969155787752	0.9917307866066206	0.9943424899596246	0.9945954175230266	0.9939748618859956	0.9933209915280828	0.9949306717618394	0.9944738976765746	0.9915558258026725	1.0	0.9930805358480264	0.9903768056493724	0.9916091634389737
HeQ_2017__SZAXPI029593-133__bin.43	0.9932242796818657	0.9933632463547748	0.9928838007396851	0.9930661072683977	0.9926505696491554	0.9927024114823804	0.9936460860236307	0.992820628246183	0.9927233397690831	0.9931347249742716	0.992617155807712	0.9936777564659831	0.9935233402576311	0.9930641034203213	0.9927895885814056	0.9924046144027606	0.9921774383433797	0.9925982923033323	0.9922840746414848	0.9924829402901456	0.9923739001286742	0.9936486956427241	0.9930805358480264	1.0	0.9918816204910226	0.9932749164646828
QinJ_2012__CON-017__bin.41	0.995351908167658	0.9927702437318635	0.989964754293681	0.9983102826563112	0.9943817195932119	0.9961109552797762	0.9941183573026228	0.9946265401285429	0.9887596903655959	0.9912508789515417	0.9892355376369176	0.9912004261079917	0.9929700191995274	0.9950663426435323	0.9927340771571473	0.9893148968792655	0.9889947742832293	0.9897204599524188	0.9896062987392603	0.9902561747033601	0.9894228185431936	0.9947210593805976	0.9903768056493724	0.9918816204910226	1.0	0.995054002155014
QinN_2014__HD-77__bin.19	0.9963122566048765	0.99360383746111	0.9911956375058573	0.9961028022679337	0.9968603407418467	0.9958607010659131	0.9948381524559841	0.9954529288487709	0.9912558199367043	0.9928655563350396	0.9905112235332926	0.9928336487883541	0.9951715434529471	0.9972183331641628	0.9935024467270767	0.9906538276524101	0.9904265828178872	0.9906874989282836	0.9905121290815564	0.9911011281265921	0.9925689607655558	0.9971637158897783	0.9916091634389737	0.9932749164646828	0.995054002155014	1.0
