	WenC_2017__RA017__bin.25	WenC_2017__RA007__bin.39	BritoIL_2016__WL.8.ST__bin.39	WenC_2017__N035__bin.74	ChengpingW_2017__AS18raw__bin.2	QinJ_2012__T2D-003__bin.38	ChengpingW_2017__AS101raw__bin.22	WenC_2017__RA047__bin.66	BritoIL_2016__W3.21.ST__bin.63	CosteaPI_2017__SID713A029-11-0-0__bin.63	BritoIL_2016__W2.53.ST__bin.27	HeQ_2017__SZAXPI029588-107__bin.7	QinJ_2012__CON-010__bin.9	QinJ_2012__CON-077__bin.4	QinN_2014__HD-30__bin.8	BritoIL_2016__WL.2.ST__bin.81	BritoIL_2016__W1.27.ST__bin.48	BritoIL_2016__WL.30.ST__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.1	BritoIL_2016__WL.13.ST__bin.14	BritoIL_2016__WL.36.ST__bin.40	QinJ_2012__CON-029__bin.31	BritoIL_2016__M2.33.ST__bin.49	HeQ_2017__SZAXPI029593-133__bin.43	QinJ_2012__CON-017__bin.41	QinN_2014__HD-77__bin.19
BritoIL_2016__W2.53.ST__bin.27	0.796415384264823	0.5448621861777011	0.7239200926519439	0.6104789229706876	0.5718513249366683	0.7014600210626639	0.8040934484811798	0.5337408816795444	0.8394511818769944	0.7399409928380999	1.0	0.7588448822977523	0.6037043935369524	0.8514289620545112	0.6793070720420381	0.936829841217632	0.917460314315181	0.7583688423163382	0.6014752781193002	0.5474499414981043	0.38967265687771274	0.8234936876404962	0.6383042276907652	0.7715013042801988	0.4305075745341892	0.8359336377479395
HeQ_2017__SZAXPI029588-107__bin.7	0.7927220698163054	0.5070706331010629	0.6408837164761749	0.5473730164542059	0.5157252863009301	0.6592824591743042	0.7501957492831914	0.49612050269542535	0.718813900170682	0.7966240994124705	0.8629355069483955	1.0	0.6928888087740743	0.8210091086788754	0.639538538668229	0.8437920720132039	0.822908580859945	0.8467342259876185	0.5334458070221887	0.4900480501118165	0.44276572613126186	0.8467866135655662	0.5713642739250688	0.7301560924499924	0.3522219656044569	0.7865769505923177
QinJ_2012__CON-010__bin.9	0.8523588481201687	0.5088949476273835	0.6406253546101973	0.5056427465855293	0.5015137600104094	0.6615350630998114	0.7859031950095092	0.5012300718525365	0.7344255201327812	0.9200090175009116	0.9219645745358485	0.9305251483878192	1.0	0.8780670472374825	0.6521884839250942	0.9031276808530919	0.8810446381425159	0.9272661388301761	0.5079379729081591	0.46523950089040256	0.5833498502883028	0.9092107114596398	0.5656567872580898	0.7645229424287036	0.3306071531779883	0.8333880536268964
QinJ_2012__CON-077__bin.4	0.860703339643606	0.6339976525936653	0.7666442080783806	0.6444154464313655	0.7012410789321978	0.7897514184917255	0.8656157002498597	0.643406129573361	0.5797388595285053	0.5390189379814945	0.6480485346807984	0.5495177938754034	0.4376197314847665	1.0	0.7669416869730259	0.7184729869180922	0.7105926239561375	0.5369316842923226	0.6902878984906998	0.6318730726553554	0.2747660605612737	0.6280548612915108	0.7101013501922303	0.7680644907097227	0.5834058807317001	0.8964143801825517
QinN_2014__HD-30__bin.8	0.8576357040911827	0.6596324081454275	0.7944929312510931	0.6672897187943229	0.708598519895167	0.8030928307616856	0.8921808293090842	0.6718135222783415	0.5816712305235017	0.4983691610558597	0.6102986956403708	0.5052632328483763	0.3836714948756188	0.9052729346600784	1.0	0.6982941277782005	0.694424083990987	0.4855872466569915	0.7315860281450447	0.6794040773421308	0.22187064280733046	0.5751705716458767	0.7424792045226464	0.7783945993841576	0.6315803761721724	0.8825827112825394
BritoIL_2016__WL.2.ST__bin.81	0.7765901548488938	0.5597937354833312	0.7286950524581005	0.6323519581981912	0.5902566620083478	0.7075953911416394	0.7951073043827005	0.5550660656446695	0.7405120137261785	0.6543285402965241	0.8371755979639148	0.6630800414866308	0.5284636268221781	0.8435429016117901	0.6945730511309888	1.0	0.8981860001655569	0.6673893922243996	0.6270421829440015	0.5621097625054172	0.336917745184793	0.7281142750397183	0.6583541423108301	0.7730076612155334	0.4684248758654668	0.824114303370324
BritoIL_2016__W1.27.ST__bin.48	0.8150062344428632	0.5812670056596689	0.7664559162313372	0.6662788487834724	0.6133491241650714	0.737192971071258	0.8219614623360851	0.5761125815228728	0.7499747377594015	0.6677171741518609	0.8585045680620385	0.6771448569322833	0.5398378581328191	0.8736086067758427	0.7232755623745579	0.9405150715917993	1.0	0.6815381691596712	0.6533037911901991	0.5971381821384371	0.3426486879858346	0.747194037184164	0.6843786647631144	0.8066803561744161	0.49336553303327657	0.8532569749278057
BritoIL_2016__WL.30.ST__bin.45	0.8358779735058766	0.5183547054856469	0.6698223433532828	0.5650463302091367	0.5390123002376747	0.6777819616693648	0.789607092220908	0.5081509203687045	0.7671521057149673	0.8210054496869548	0.9268148571470083	0.9099851196061599	0.7420394736045545	0.8621293371383877	0.660546615346057	0.9127166223322142	0.8901175539005641	1.0	0.5750818179506707	0.5029869757203794	0.4791559462852895	0.8734028397457863	0.5950335323439707	0.7590768586265724	0.3626614716455246	0.8394225099555768
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.1	0.8463171659261906	0.6460766376596411	0.8389848851320791	0.6950754399940688	0.7205936281405135	0.8239108184479309	0.8912030045632701	0.6820364593880909	0.5858266454964639	0.4588337911862363	0.6041672990029073	0.47119905380936766	0.33408749277892746	0.9109836431822378	0.8179533403027154	0.7048234525508983	0.7012926528416816	0.4726683959093277	1.0	0.7078686180272801	0.17314552159156668	0.5496857060828175	0.7875917468054373	0.7863647242458364	0.6552947317144531	0.890091419649179
BritoIL_2016__WL.13.ST__bin.14	0.7554907330767557	0.6069634472420461	0.7323753952603091	0.6096167929846779	0.6311968615663942	0.7204327170641838	0.7761043449072926	0.6104335371458868	0.5139156422002602	0.4074485351052184	0.5269301481105698	0.4147839752220896	0.29322116649947166	0.7990599575083247	0.7278811568110646	0.6054439121330134	0.6142259382306833	0.3961438041873753	0.6783000659879695	1.0	0.1588574545426805	0.47043605460599847	0.7036086455683166	0.6799354614771388	0.6074917324321335	0.7874510334936624
BritoIL_2016__WL.36.ST__bin.40	0.8261777935195025	0.4810196470612747	0.5545798001263968	0.3094938804045623	0.4216096839385795	0.5893551217321452	0.72342252872286	0.4374729439108463	0.6152456287777245	0.8934620913807113	0.9105279728131156	0.9097918156921844	0.8925499973377966	0.8435237850513805	0.5770545844300454	0.8809705699198792	0.8556321807149985	0.9161313322823417	0.40277748840784033	0.38564910306894185	1.0	0.8811731288761103	0.4767971609336695	0.7061124190632285	0.2471902179071377	0.7962175876733038
QinJ_2012__CON-029__bin.31	0.7928271946171581	0.5259747201318985	0.6680575699297644	0.5971559377470143	0.5589066976129365	0.6915473717427526	0.7845038746223798	0.5308823695687703	0.7285487563073754	0.7522898766432069	0.8543894398937575	0.772581406129705	0.6176895347677848	0.8561188608127096	0.6642261188299761	0.8453553356104471	0.8284640583675705	0.7414770128352327	0.5677676028324471	0.5070929385148463	0.3912582269555305	1.0	0.5942038445052725	0.7518715263822776	0.4098414072192659	0.8168962111034476
BritoIL_2016__M2.33.ST__bin.49	0.748702747536163	0.5828849215393606	0.7344376830419799	0.6080750966941483	0.6353195405292859	0.7252455268781457	0.7788634389014654	0.5930088888355746	0.5260624360584776	0.43424283812105746	0.5520473282939845	0.43454658712926764	0.3203403873935165	0.8068816072906616	0.7147539761559171	0.6371655976186764	0.6325425291453386	0.42109251963443867	0.678125872903532	0.6322242138941394	0.17647731693231494	0.4953229507438209	1.0	0.6919089661223462	0.570978303152649	0.7898206809804282
HeQ_2017__SZAXPI029593-133__bin.43	0.862545555715155	0.663090479778768	0.8015227605256755	0.714306816807006	0.691447284056961	0.7985928761124702	0.8838449907178035	0.659572443499132	0.6542138271875693	0.5859410860328431	0.7057183495679258	0.5873339819014161	0.45792607139474917	0.9230671983897869	0.7925346400152612	0.7912663525929658	0.7885711851803855	0.5681565154584707	0.7161093346226154	0.6461804339364533	0.27642367415480357	0.6628920125079693	0.7318045613941283	1.0	0.587049874643903	0.894649675814135
QinJ_2012__CON-017__bin.41	0.7710914043064253	0.6423677833061681	0.7461916659517885	0.6522304194904349	0.7021274770524149	0.7749399502444884	0.799012395985245	0.6650263789997427	0.4637111821223299	0.35523826885133397	0.4659657287466758	0.33524652569271685	0.2343125375310972	0.8296308012353092	0.7608963498327185	0.5673581324526036	0.570672128334906	0.3211900574761946	0.7061068456721284	0.6831324526035858	0.11450147979754653	0.4275564038774985	0.7145690357724972	0.6946298361499528	1.0	0.8204313931543279
QinN_2014__HD-77__bin.19	0.8514601732217479	0.6480223355756025	0.767285458940494	0.649172187536499	0.7052023188231499	0.7927294509736351	0.8684612529184769	0.6527366129747861	0.5821801085247472	0.5302683206340799	0.6504897182111032	0.5382505983431801	0.4246449933256162	0.9164701741969827	0.7644476412616069	0.7176294315845793	0.709566590999238	0.5344865003216733	0.6895469089874634	0.6366248086631688	0.265159408491173	0.6126887686484749	0.7106381928937376	0.76107402263547	0.5898447603485713	1.0
