	WenC_2017__RA017__bin.25	WenC_2017__RA007__bin.39	BritoIL_2016__WL.8.ST__bin.39	WenC_2017__N035__bin.74	ChengpingW_2017__AS18raw__bin.2	QinJ_2012__T2D-003__bin.38	ChengpingW_2017__AS101raw__bin.22	WenC_2017__RA047__bin.66	BritoIL_2016__W3.21.ST__bin.63	CosteaPI_2017__SID713A029-11-0-0__bin.63	BritoIL_2016__W2.53.ST__bin.27	HeQ_2017__SZAXPI029588-107__bin.7	QinJ_2012__CON-010__bin.9	QinJ_2012__CON-077__bin.4	QinN_2014__HD-30__bin.8	BritoIL_2016__WL.2.ST__bin.81	BritoIL_2016__W1.27.ST__bin.48	BritoIL_2016__WL.30.ST__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.1	BritoIL_2016__WL.13.ST__bin.14	BritoIL_2016__WL.36.ST__bin.40	QinJ_2012__CON-029__bin.31	BritoIL_2016__M2.33.ST__bin.49	HeQ_2017__SZAXPI029593-133__bin.43	QinJ_2012__CON-017__bin.41	QinN_2014__HD-77__bin.19
BritoIL_2016__W2.53.ST__bin.27	0.8034301628046829	0.5493580642956144	0.7249613372314783	0.6163994535199714	0.5773225648895498	0.7086392587844486	0.8113256896140064	0.5387350909330483	0.8395239996473044	0.7454885180741632	1.0	0.764646526691428	0.6089373658196359	0.8594171209934127	0.6855614745449881	0.9382713358543803	0.9182786473529502	0.7619488016770873	0.6051176527117437	0.5499594300993987	0.39143960236543823	0.8306233894641107	0.6418604098203927	0.7772395427242168	0.4351921844241303	0.843941611046109
HeQ_2017__SZAXPI029588-107__bin.7	0.7984920263853135	0.5090337590058753	0.6454943866428575	0.5509894492544628	0.5199658635782406	0.6647482298068419	0.7553905691093549	0.5002033539316032	0.723925350517961	0.8014386868180461	0.8695329619260603	1.0	0.6984165432084857	0.8269694631118222	0.6445243714898915	0.8500611188409389	0.829149462323192	0.8525999447958856	0.5380001464598954	0.49362054494347213	0.44535186989854836	0.8527740067484213	0.5756628718532246	0.7348016876686401	0.35534888436991263	0.792254524765805
QinJ_2012__CON-010__bin.9	0.8568940761373626	0.512542799086751	0.6459412924378571	0.508394899967773	0.5045344715154394	0.6657230568117688	0.7894095806408175	0.5041789156909054	0.7404276050516161	0.926855358377576	0.9299562590685648	0.9379487001030355	1.0	0.8828095567353621	0.6571919865282168	0.9110384196980953	0.8888146676612143	0.9351322440716741	0.5127705061148037	0.46954172636726343	0.5877065438914753	0.9139305259048895	0.570773008622607	0.7695067759862135	0.33294776960587774	0.8374315555037772
QinJ_2012__CON-077__bin.4	0.8635902799430982	0.6379813813653037	0.7736457075379041	0.6470837076955037	0.7022032666877553	0.7932110716441534	0.8700228368778817	0.6465441737306907	0.5852212937579577	0.5429902246700868	0.6541285659292785	0.5535071781393355	0.4399833502306875	1.0	0.7719958119194401	0.725347049284599	0.7173569697721478	0.5414293087970429	0.6970733581446064	0.6373306227187158	0.2769901771639516	0.6285861005342932	0.7161911842940193	0.7734289136666479	0.586298476523486	0.8989148618419788
QinN_2014__HD-30__bin.8	0.8638604398837029	0.6643524730496577	0.8014809058999921	0.6720556225336592	0.7135838269908852	0.8088186798148467	0.8966245260909754	0.6762354122357647	0.5871491938373024	0.502802621981368	0.6159177357573622	0.509202257406866	0.38661497114156057	0.9112386587823871	1.0	0.7046029756079543	0.7007658645760597	0.48980219430058614	0.7384342611024551	0.6853684663527374	0.22375715564242682	0.5790708779650049	0.7486701174853794	0.78404790736817	0.6362029779221479	0.8883548442080407
BritoIL_2016__WL.2.ST__bin.81	0.7835524012180389	0.5644952880447942	0.7292050033620461	0.6385342275771002	0.5961007347808207	0.714460693719149	0.8021899558263883	0.5603390996444951	0.7417970722974926	0.6593443855158008	0.8384637551952355	0.668006468231431	0.5330925822063433	0.8516135829318724	0.7008482803100962	1.0	0.8993953628995667	0.6707275343829527	0.6307233910318583	0.5646108237964694	0.3386069575541126	0.7345236319305405	0.6620999795931105	0.7789238884995889	0.47348410232483606	0.8318892839926323
BritoIL_2016__W1.27.ST__bin.48	0.8226447016506209	0.5859504860084269	0.7673134418296351	0.6730621080296842	0.6196178680523045	0.7447785961610665	0.8292485758122158	0.5816535874699287	0.7507534637081261	0.6729545696843843	0.859270315244951	0.6822802764477118	0.5445987475490991	0.881924750969931	0.7298808271182041	0.9417814283131776	1.0	0.6847930582144	0.6571376259056165	0.59988180052564	0.3442209727584976	0.7539620000278117	0.6880975446956248	0.8130404149496842	0.4988555509717851	0.86150451707403
BritoIL_2016__WL.30.ST__bin.45	0.8426909902787078	0.5224610403683654	0.6729007323962761	0.5697695536729389	0.5439577004524657	0.684050130823967	0.7959860470578835	0.512411023357012	0.7708643341538335	0.826036209361935	0.9311899835213865	0.9162890065490684	0.7483342797538257	0.8693509896248905	0.6662802284485525	0.91728183998673	0.8943685760952346	1.0	0.579038017045255	0.5052686764682736	0.4808243907695549	0.8806353891846537	0.5986404235766462	0.7647372199937282	0.36642818484621376	0.8473131142400163
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.1	0.8549381687111237	0.6518136896110597	0.84395566995382	0.7021111654574739	0.7277980318876592	0.8320715633789992	0.8995876587205429	0.6885517202945849	0.5895529925965658	0.4625954661864726	0.6078259757590896	0.475221956240176	0.33726600863891554	0.9199385195022448	0.8256100406867943	0.7089612950511582	0.7054081044193212	0.4759200554498759	1.0	0.7126085275580012	0.17430387865513153	0.5551122705738992	0.7928874487932039	0.7924794364254534	0.6621772037519225	0.8986173854069899
BritoIL_2016__WL.13.ST__bin.14	0.7622120654997349	0.6119068234612025	0.7355594101514672	0.6151642642722824	0.6370079986573546	0.7269085017679435	0.7827331797428376	0.6159986497259401	0.5162705163463263	0.4103450446086303	0.5293455748009871	0.4178077881061453	0.2959326808280155	0.8059615171892939	0.7342711190110196	0.6081377851691084	0.6170480682307977	0.3979408320587102	0.6828419836059946	1.0	0.15957788678295298	0.47431904611147774	0.7071936422689181	0.6850852884971145	0.6134692698221377	0.7945213774321144
BritoIL_2016__WL.36.ST__bin.40	0.832342530667426	0.4847872436471724	0.5568669801121829	0.3119130130818361	0.42516314677074724	0.5944677097874173	0.7282376444824098	0.440781021036037	0.6180444148129628	0.8985793093549829	0.9146567030809796	0.9151058052239376	0.8992159232174233	0.8503517580959921	0.5819611410898367	0.8853875126454662	0.8595583520266313	0.9193213464730434	0.40547210126558836	0.3873980549710283	1.0	0.8879582751699759	0.4794466320811717	0.7115386841307212	0.24983274417614063	0.8021786083852464
QinJ_2012__CON-029__bin.31	0.7951497066922679	0.5292182195136241	0.6737685135408775	0.5993617845773686	0.5597649837747939	0.6946377158692486	0.7883101424755029	0.5335199291991009	0.7346574924270379	0.7576929679124322	0.8617866331438251	0.7780441148808318	0.6208960301952267	0.8568430076402886	0.668730322376394	0.8527967280281312	0.8359681519300132	0.7476170995272745	0.5733726740188042	0.511278496899377	0.39427096556679264	1.0	0.5992641352535645	0.7566774149448693	0.4120164174210505	0.8192197510661764
BritoIL_2016__M2.33.ST__bin.49	0.755144454288559	0.5871271256004291	0.7384408293504655	0.6135541461525411	0.6409870943087118	0.7318470338845086	0.785052806915024	0.5981948997585431	0.529118776572683	0.4374139949035286	0.5551229476592048	0.43781585184245836	0.32323778449157814	0.8138014295482237	0.7207137116329444	0.6407908784472728	0.6359797340718133	0.423645039508792	0.6826855353779768	0.6354454956892489	0.17745796782059872	0.49954116334584886	1.0	0.6967299641327688	0.5765263280557835	0.7965040159988759
HeQ_2017__SZAXPI029593-133__bin.43	0.8684297931091982	0.6675206498851564	0.8072674364598876	0.7192943265094728	0.6965666521516707	0.8044635198578286	0.889496776719336	0.6643420017010185	0.6590092133219569	0.5899915402193018	0.7109673104467643	0.5910708759248778	0.46091123664593936	0.9295142128393824	0.798290643990044	0.7973223230820607	0.7947884669672072	0.5723932026319116	0.7216777462455475	0.6510746005846175	0.2785479083226208	0.667129152803033	0.7369035390158107	1.0	0.5918547763323702	0.9007070056680984
QinJ_2012__CON-017__bin.41	0.7746922450030025	0.6470457664922364	0.7537557905121386	0.653334369906494	0.7060945140259072	0.7779654928369221	0.803739705756198	0.6686191773183495	0.46898269280260785	0.3583737239426954	0.4710361799776958	0.33822274170026595	0.23597141202710817	0.8337442094878613	0.7664654284978982	0.5734858883074547	0.5770223899802693	0.3245260358582826	0.7135229904778245	0.6898542721111778	0.11572552972462898	0.42982542678219093	0.7215122887535387	0.7003152612164365	1.0	0.8245094149438106
QinN_2014__HD-77__bin.19	0.8546117621028375	0.6521938735980036	0.7741009240831732	0.6517120382137861	0.7074233872102387	0.7960244340650678	0.8729673774316786	0.6557182103323238	0.5873157027838907	0.5340786748524716	0.6567211988681109	0.5421357334132023	0.4267053214285301	0.919026600011487	0.7694471652082473	0.7243997969352957	0.716425228592343	0.5395106942399857	0.6961519084343164	0.6423409181932175	0.2671445702741489	0.6144314708661126	0.7166514984887715	0.7662269629684452	0.5927766322944577	1.0
