	HMP_2012__SRS022532__bin.7	HMP_2012__SRS052874__bin.11	HMP_2012__SRS023987__bin.2	HMP_2012__SRS019329__bin.12	HMP_2012__SRS043676__bin.6	HMP_2012__SRS045262__bin.3	HMP_2012__SRS011343__bin.24	HMP_2012__SRS046686__bin.6	HMP_2012__SRS017687__bin.7	HMP_2012__SRS019976__bin.6	HMP_2012__SRS024289__bin.15	HMP_2012__SRS017215__bin.13	HMP_2012__SRS022625__bin.1	HMP_2012__SRS014472__bin.1	HMP_2012__SRS019391__bin.4	HMP_2012__SRS045049__bin.14	HMP_2012__SRS063272__bin.1	HMP_2012__SRS011098__bin.13	HMP_2012__SRS015745__bin.9	QinN_2014__LD-57__bin.29	HMP_2012__SRS021473__bin.7	HMP_2012__SRS011310__bin.15	HMP_2012__SRS019387__bin.27	HMP_2012__SRS017013__bin.8	HMP_2012__SRS024347__bin.8	HMP_2012__SRS013881__bin.7	HMP_2012__SRS011144__bin.2	HMP_2012__SRS015650__bin.18	HMP_2012__SRS015060__bin.15	HMP_2012__SRS024281__bin.7	BackhedF_2015__SID536_B__bin.13	HMP_2012__SRS011090__bin.2	HMP_2012__SRS015985__bin.1	HMP_2012__SRS018978__bin.5
HMP_2012__SRS024289__bin.15	0.7324269334701876	0.5544398878335369	0.6848804578588019	0.6869925484072748	0.736980771240627	0.545865694543454	0.6866145351554924	0.43192511697872255	0.6152932618487915	0.5583614503437737	1.0	0.6704951557627782	0.6942933518024265	0.6917366927116237	0.4777749526443509	0.5062439781761042	0.7025446479407117	0.7003098460752918	0.4119678891521636	0.6901788829422429	0.5331739126139434	0.5814150590704202	0.6269430375106657	0.626279564458019	0.6685364543604895	0.5978900932969984	0.7013216944768987	0.5448522862522247	0.49392137012385	0.6955641418813205	0.5840304740036595	0.6901019283875474	0.6655492657339567	0.3784406615387895
HMP_2012__SRS017215__bin.13	0.8387411398292998	0.5853531862694671	0.7850604746443559	0.8270093201739144	0.7621478938831389	0.6107180053793545	0.6816483045357512	0.49148139106973754	0.6808781571178582	0.6346448452670965	0.7170461704767185	1.0	0.831957169794429	0.7971726414721882	0.5313605696755428	0.5588145179182998	0.8129309141622048	0.7631565923784878	0.49690356252957557	0.7748050025662313	0.6436886558119439	0.6279993349485112	0.676235030085795	0.7179564458002499	0.756590599085721	0.6868018975097825	0.7965631962952852	0.570695918552323	0.5664859646888799	0.6821476492153671	0.5857324213156787	0.8450613532240818	0.737162309819463	0.4212289328537104
HMP_2012__SRS022625__bin.1	0.8395050620454952	0.612881266159302	0.9104348136088697	0.8457596916201092	0.7901165195671499	0.6291734076668303	0.7135942135763884	0.49995784222353135	0.6919137989475834	0.6697727610966907	0.7555997693488632	0.8466390632259131	1.0	0.7929889071289649	0.5551522744544812	0.56366248653922	0.814575386309531	0.7903473970543881	0.5076220693979246	0.796387559551396	0.6476368161315459	0.6464535690094507	0.7090021282603665	0.7473442015515194	0.7635310900869242	0.7196971883309539	0.8073734799858078	0.5887019422568613	0.5850893886330186	0.7138358427113165	0.6153801754329377	0.8566822339207695	0.7805186934371378	0.4275873698696957
HMP_2012__SRS014472__bin.1	0.9053523931651041	0.6154277927056383	0.7633982581981141	0.8292929933708216	0.8222027631394121	0.6429866872686244	0.7166553008505105	0.49053597564014845	0.8066601039462415	0.6224676130879828	0.7535179277813776	0.811995618307951	0.793726862445682	1.0	0.5541639668133272	0.6127872228591107	0.8542152829068698	0.8021192527108039	0.49277439949975305	0.8196437552958662	0.647202423297733	0.6628419373694441	0.7251745653424925	0.7292594623251515	0.8046125578297257	0.6819840863469738	0.8830650094475987	0.6530493993864726	0.5593822357957506	0.713782505856605	0.6148579914903644	0.8661188041197874	0.7772807907889311	0.4460563638752827
HMP_2012__SRS019391__bin.4	0.9121088381447057	0.668711963045076	0.8364446481794392	0.8699701606739568	0.8411898161990575	0.6667482372566776	0.7968452861533637	0.5555413860164456	0.7467517528342189	0.6971407497658435	0.7917485603796134	0.8233827266233481	0.8453318214052142	0.8430423876975467	1.0	0.6490238671525287	0.8442607765807388	0.8305517474919198	0.5487402944640856	0.8406038866088377	0.7065716311848962	0.7337966772622267	0.807792691217691	0.7906628673153827	0.8188607288447106	0.7679598190166894	0.8262313784252108	0.6821219957106507	0.6195412688305276	0.7576974345762221	0.6687740026487464	0.8757837885345643	0.7997749341044625	0.45872255286075814
HMP_2012__SRS045049__bin.14	0.9254705335249852	0.6756793776951044	0.8163786251796737	0.8836526591696965	0.8596313519912067	0.7008497505707281	0.7826811532933119	0.5564843155491671	0.7927403399002283	0.6894106704997041	0.8232138327555593	0.849706603534286	0.8422152701445844	0.9147653673797244	0.6368681829711677	1.0	0.9013477635917815	0.8526185845945717	0.5446613680561426	0.8922736112285449	0.7139731123700008	0.7329026803077703	0.7721510103999324	0.7859507905639638	0.8786285617654519	0.7532273611228545	0.8853893633212142	0.6985423184239453	0.6286902849412361	0.7722355626955272	0.6542614356979791	0.9017417772892534	0.8311566754037373	0.4807914094867676
HMP_2012__SRS063272__bin.1	0.8888205607989127	0.6063613762632691	0.770583432981055	0.8315616835718072	0.8129362793620382	0.6415474204716056	0.7234223159044478	0.5004367340018544	0.7160400844035322	0.6287760984237847	0.7560411139878543	0.8180383173234836	0.8054785077070542	0.8438903962724571	0.5482570088672949	0.5965008681522151	1.0	0.8103611994433529	0.49606379841634257	0.8284220109460482	0.6362461803260985	0.6620590903062957	0.7043168120488225	0.7213922442084483	0.8055394993870055	0.6928940216402957	0.8407647125641182	0.6074581073890022	0.5670480418593173	0.7226876179615461	0.6128214583278544	0.8542030261945276	0.7795352210165019	0.45010404956777045
HMP_2012__SRS011098__bin.13	0.9007776609973425	0.6418927617149277	0.819733382006398	0.8459527722191231	0.8567688297371473	0.6685074191167893	0.7773841894333113	0.5167369061699758	0.7491951114997972	0.6658378546299145	0.8140116779092178	0.8294736358597998	0.8441305542141587	0.8559069780372868	0.5825633983791628	0.6094560724583987	0.8752811141457908	1.0	0.5128114315622664	0.8550952902161701	0.642929280414269	0.696766001219647	0.7584470230155502	0.7576311045058646	0.8231826019580836	0.7350495020781747	0.8470533556310766	0.6434786655441239	0.5956537531949254	0.7640085653311995	0.6526272273819834	0.8514949742441723	0.8305742192717535	0.465932984684303
HMP_2012__SRS015745__bin.9	0.8156864843587737	0.5861049713985635	0.7870605595850411	0.8340146222406438	0.7732155959683176	0.6102858148303005	0.701742388444421	0.5086303145296386	0.6722920239767742	0.6211776699284488	0.7185975999644465	0.8104813585024765	0.8136058851752319	0.7890740426658879	0.5775975518948054	0.5842465809334036	0.8040599800284245	0.7695550474483637	1.0	0.7852674712738545	0.7892681351790866	0.6329529180539595	0.6925746916060429	0.7289452704461498	0.7732645725837975	0.7082218132775605	0.7885688579469546	0.6315616193845816	0.5973097326511677	0.6744896228528516	0.5834185133420463	0.8723732888794966	0.7405391236995121	0.4420701871178804
QinN_2014__LD-57__bin.29	0.9032982052901836	0.645921226069484	0.8180448307801238	0.8618327690366725	0.8663629702781052	0.6763655969172752	0.7658804981358074	0.529501605736051	0.7495382344296497	0.6634289482083255	0.7978257197862865	0.83750480097949	0.8459058388926523	0.8697986383550627	0.5863728517307268	0.6342954926992054	0.8898698881965328	0.8503945668840306	0.5204051395574864	1.0	0.664615443796834	0.6896418454273938	0.7600237539542339	0.7652523887690439	0.8884189255062291	0.7316969231055891	0.859330549616733	0.6477767032132152	0.5976806235172563	0.7624496385516099	0.648723976286918	0.8759595197037007	0.8323026128748596	0.4601402997975023
HMP_2012__SRS021473__bin.7	0.8193135341910022	0.5712310249032642	0.7631261644122543	0.9254714147126589	0.7465308782837803	0.5932728665762697	0.6715806241800885	0.5259615702616001	0.6751062440056883	0.6200901764945816	0.7065067907971471	0.7975755421062495	0.788551691636075	0.7872901301936921	0.5649886728180706	0.5818037503720608	0.7834317227238152	0.7329430829778086	0.59958342979352	0.7618535789485289	1.0	0.6108982096989339	0.6851897785274111	0.7837403953214054	0.7684735037647032	0.6969737683412155	0.7705611778064403	0.6031434996858154	0.5769538699826923	0.6601928101332805	0.5801845972373803	0.93319305266175	0.7139755652566944	0.42931948716252716
HMP_2012__SRS011310__bin.15	0.9466772039560732	0.6448706373219413	0.7988300453309026	0.8287616366169851	0.8227662822994335	0.6540910046019365	0.7914771305201543	0.5050791982002463	0.7354722022815335	0.6600526529801429	0.8019037401401163	0.8099228851136643	0.8192651674934185	0.8392535066727003	0.61072795506066	0.621626447831453	0.8485183371067252	0.8267658147191685	0.5004779789058191	0.8228358456210606	0.6358539399733077	1.0	0.7636030358294136	0.73272911253696	0.7997429742838027	0.7227815575442856	0.8374900406120711	0.6235864123469875	0.5881564500617823	0.7448890680164342	0.6305255329662015	0.8401528098203329	0.7897882478146719	0.44052300143501244
HMP_2012__SRS019387__bin.27	0.920173504601227	0.6316926349278726	0.7940180162908307	0.8306400006217876	0.8191304561847124	0.6275583962029514	0.790153218786271	0.49368238061681313	0.7238842801774167	0.6475559867766539	0.7809552986652296	0.7876699552313049	0.8115155032332947	0.8292545805007462	0.607203277856077	0.5914901913032665	0.8152572386420163	0.8127985875062178	0.49458656317360306	0.8189905540126016	0.6441121911789089	0.6896516435914442	1.0	0.7512727211490632	0.7863842801774167	0.7068103859227325	0.8129255357735035	0.6247499896368762	0.5670021296219532	0.7326799815536396	0.6500936567318852	0.8292558758912286	0.7958283244901343	0.4403245989471067
HMP_2012__SRS017013__bin.8	0.7960992456172048	0.585955507112879	0.7770681847127155	0.8903902827676696	0.7597076063229541	0.6137500851531423	0.6842924292192272	0.5026641826631164	0.6681000038504029	0.6346234157813208	0.7134909234154851	0.7648333812165495	0.7823337588522246	0.7626925571710794	0.5435602010502715	0.5506336874716774	0.763695439049602	0.7425703513048424	0.47609403276396733	0.7541861284790612	0.6738217026481887	0.6052401022430078	0.6870996691615303	1.0	0.7325059903384504	0.6856110441404272	0.7503961472275618	0.5666187834503758	0.5698809633115836	0.6818749685303604	0.5882663412582524	0.9092886528624784	0.7425158532937236	0.3892496749371348
HMP_2012__SRS024347__bin.8	0.9143753972316816	0.6352887642477885	0.8085201095061096	0.8638005396168276	0.853860164555929	0.6838759178061188	0.7590000024730377	0.5183975457573802	0.756835476220506	0.6631784469817811	0.7949196386397304	0.8412161410225021	0.8342112617191074	0.8782783206095542	0.5875492443633289	0.6424667561906316	0.8900481253137665	0.8420810859603176	0.5271131488941813	0.9138387480493916	0.6895719419033982	0.6894656012820227	0.750645462841372	0.7645204408931623	1.0	0.728117944114294	0.8602894443331578	0.6500546541333115	0.5961541790627681	0.7561424074032858	0.6437558270950957	0.880408842593623	0.8246696639883668	0.4688755839460284
HMP_2012__SRS013881__bin.7	0.8155182337638952	0.6117901276250928	0.8105547141538768	0.8452183196190219	0.7832765789143668	0.6226708983275936	0.7165192337992662	0.5066121309756936	0.6831765753772642	0.6576560585744191	0.7394923936216393	0.7943142683503275	0.8179247497499912	0.7743437870792858	0.5731746138930959	0.5729090096434278	0.7963567843235613	0.7821472785211053	0.5021798198650114	0.7828836389711533	0.6505509841184094	0.6481618320905241	0.7018061732086986	0.7443375810719993	0.7573837016743358	1.0	0.7832167697249741	0.6076337105170923	0.644460736553383	0.7061214383788494	0.604328127361418	0.8425925032718199	0.7616912495297261	0.41517352703793386
HMP_2012__SRS011144__bin.2	0.8568700571570157	0.5916376006169225	0.7457918126791102	0.7861526446512375	0.7837202105962874	0.6091132503529676	0.6940568819546357	0.47234791283841643	0.7280334613858598	0.6010125955004608	0.7361106487345831	0.7817980583096521	0.778666510944316	0.8508749285741963	0.5233155107647623	0.5714882927172694	0.8200282592406025	0.7648850829085079	0.47450746894239604	0.7802606639338849	0.6103592110770983	0.6373375625777361	0.6849809613053607	0.6913472039014997	0.7594029648735129	0.6646537369816752	1.0	0.6044595897771187	0.5450093078669076	0.7026263411269095	0.5983181986125793	0.8243943064561287	0.7547782293604669	0.42833433661459974
HMP_2012__SRS015650__bin.18	0.7637828408847915	0.5651385898917698	0.7058633841194886	0.7411975668300103	0.7400479510780742	0.5764511664268196	0.6838838585560083	0.469780988573287	0.6913247327590296	0.5784134890081746	0.7204811059413544	0.7056626139044375	0.7153037096422646	0.7927515076674283	0.5443045546648478	0.5680463201638616	0.7464292810982406	0.7320446452452182	0.4787812697891019	0.7410077977226333	0.6018898527845522	0.5978668852220057	0.6632114020980489	0.6576799076457011	0.7229288523988259	0.6496408482129045	0.761526926242386	1.0	0.5398669828568363	0.6688625335963515	0.5780992698702351	0.7429598067655437	0.7013048001270629	0.39967642992053765
HMP_2012__SRS015060__bin.15	0.7195604789758305	0.5606748703233638	0.6985307913033881	0.734549856527977	0.6866336497075378	0.5668607217746385	0.6246157984769893	0.46249034322922417	0.6141871758084096	0.6023286612956628	0.655222933451054	0.7026983776625096	0.7131890795717912	0.6812196501489902	0.49594967442887095	0.5128793731376228	0.6990039730714049	0.679805622999669	0.4542641540668801	0.685889388588456	0.5775969815693632	0.5657025990508774	0.6038344277673545	0.6635829378655778	0.6651073281094801	0.6912185465180444	0.6888257366736564	0.5415944708089615	1.0	0.602137595188169	0.5170317845712393	0.7450929809071846	0.6805864418938307	0.3532598499061913
HMP_2012__SRS024281__bin.7	0.9209898768885627	0.6857431693232333	0.8598766115965711	0.8695378820401323	0.9174537120383321	0.6985438506598718	0.8204165570342468	0.5327457035631691	0.7647892980293861	0.7059776211380537	0.9262563875309856	0.8494169863317222	0.8734611070335544	0.872583816870006	0.6088719170209524	0.632398803506391	0.8942792649319355	0.8752897757959314	0.5149284735012671	0.87833224854939	0.663464015177743	0.7191999833820333	0.7832677846865436	0.7970371550040852	0.8468363545720181	0.7602581324174987	0.891441054686959	0.6735767403858137	0.6044473833626456	1.0	0.7340481367104734	0.8700627328246389	0.8455456924845245	0.46835315949093625
BackhedF_2015__SID536_B__bin.13	0.7962006360317007	0.598153741313456	0.7766022782722821	0.7564661820710852	0.8008152311083441	0.5933344270386387	0.711239364416999	0.4567726999938304	0.6801122309905605	0.6275561856045947	0.7874783362218372	0.7385006702450462	0.7624261748918914	0.7610709618437067	0.5441499385842405	0.5425023696948281	0.7678309019423085	0.7570558014055516	0.4509837739002653	0.7566877275047253	0.5903666997582631	0.6164102067944339	0.7036892923446239	0.6962366722193243	0.730005524613978	0.6588151245421862	0.7686161262640709	0.5894700016265362	0.5255197904572809	0.743247771925987	1.0	0.7569884964636862	0.7296767119292401	0.411942701059492
HMP_2012__SRS011090__bin.2	0.8354085280301294	0.5730428008580103	0.7598176284497948	0.902712041103517	0.7624265142103399	0.5953847767341655	0.6600788822698558	0.5010714693818559	0.6798500621175699	0.6124166265333074	0.6925094193820385	0.7929562171573894	0.7899205176864192	0.7978791845875377	0.5303290796320635	0.5564701149527244	0.7965298688721839	0.7351130456288901	0.501871353756039	0.7604140197346555	0.7067022796965552	0.6112723692387323	0.668040679833887	0.8009289720416148	0.7430169259290372	0.6836245980359265	0.7881730860040063	0.563811519482898	0.5636268103710513	0.6556453418083856	0.563376357338039	1.0	0.7237915249824292	0.41029737645230147
HMP_2012__SRS015985__bin.1	0.8528868387592774	0.6123474969691594	0.7992495342854609	0.8105420030160561	0.8169892663887164	0.6813022265590349	0.7277051361660605	0.49486324255595965	0.704787249770839	0.6433939501463674	0.7569667938141281	0.7839859250717052	0.8157012330346847	0.8115621396256543	0.5489091930571571	0.5813353440373754	0.8238741535823058	0.8127082409296549	0.48286111357520917	0.8189012093793431	0.6128194210355126	0.6512853721280937	0.7266376888731186	0.7412797539844466	0.7888210769094296	0.7004275703007186	0.8178810727697448	0.6031976108104912	0.5835104527041013	0.7221703775983915	0.6154942487950561	0.8203471421390343	1.0	0.43750554422070437
HMP_2012__SRS018978__bin.5	0.8882446712637327	0.6128934425433309	0.7792566481711931	0.8238940221233351	0.8194020072679549	0.6282647245160183	0.7521869161702821	0.5142957671232433	0.7292659840502174	0.6289166171091585	0.7855327333187269	0.8175855582046188	0.8155349026963961	0.8499697258489444	0.574582880480242	0.6137201805008565	0.8681763088848428	0.8320502345841972	0.5260600539862045	0.8262479587883	0.6725113946292254	0.6629780051007357	0.7337385716428881	0.7092094938874277	0.8185137496451826	0.6967609356601439	0.8470783015823505	0.6273807840627371	0.5527509543642806	0.7300387573891054	0.6341619780407175	0.8486972401414736	0.7984604973595112	1.0
