	HMP_2012__SRS022532__bin.7	HMP_2012__SRS052874__bin.11	HMP_2012__SRS023987__bin.2	HMP_2012__SRS019329__bin.12	HMP_2012__SRS043676__bin.6	HMP_2012__SRS045262__bin.3	HMP_2012__SRS011343__bin.24	HMP_2012__SRS046686__bin.6	HMP_2012__SRS017687__bin.7	HMP_2012__SRS019976__bin.6	HMP_2012__SRS024289__bin.15	HMP_2012__SRS017215__bin.13	HMP_2012__SRS022625__bin.1	HMP_2012__SRS014472__bin.1	HMP_2012__SRS019391__bin.4	HMP_2012__SRS045049__bin.14	HMP_2012__SRS063272__bin.1	HMP_2012__SRS011098__bin.13	HMP_2012__SRS015745__bin.9	QinN_2014__LD-57__bin.29	HMP_2012__SRS021473__bin.7	HMP_2012__SRS011310__bin.15	HMP_2012__SRS019387__bin.27	HMP_2012__SRS017013__bin.8	HMP_2012__SRS024347__bin.8	HMP_2012__SRS013881__bin.7	HMP_2012__SRS011144__bin.2	HMP_2012__SRS015650__bin.18	HMP_2012__SRS015060__bin.15	HMP_2012__SRS024281__bin.7	BackhedF_2015__SID536_B__bin.13	HMP_2012__SRS011090__bin.2	HMP_2012__SRS015985__bin.1	HMP_2012__SRS018978__bin.5
HMP_2012__SRS019391__bin.4	1070532.0	796587.0	1004935.0	1039055.0	1005415.0	796397.0	935797.0	662163.0	891890.0	835739.0	946291.0	987066.0	1014901.0	1005164.0	1160549.0	770580.0	1011565.0	993213.0	659210.0	1006113.0	843527.0	861912.0	948419.0	942173.0	978454.0	920312.0	988239.0	814250.0	740916.0	904808.0	801106.0	1044253.0	955785.0	548121.0
HMP_2012__SRS045049__bin.14	1121939.0	816897.0	996623.0	1080162.0	1040278.0	850942.0	948746.0	676961.0	954406.0	839098.0	996188.0	1038156.0	1028477.0	1098092.0	770580.0	1182700.0	1097599.0	1036614.0	667235.0	1076244.0	872310.0	887590.0	936697.0	960305.0	1056978.0	919504.0	1069916.0	839978.0	766700.0	934235.0	792597.0	1101716.0	1008697.0	582967.0
HMP_2012__SRS063272__bin.1	1646038.0	1117471.0	1433360.0	1546247.0	1505641.0	1186901.0	1340195.0	926476.0	1325692.0	1167744.0	1399481.0	1519377.0	1499428.0	1563049.0	1011565.0	1097599.0	1787129.0	1500650.0	921673.0	1537733.0	1181476.0	1225213.0	1304506.0	1341124.0	1492235.0	1286363.0	1559818.0	1123271.0	1050949.0	1338226.0	1136717.0	1587615.0	1442260.0	831640.0
HMP_2012__SRS011098__bin.13	1541720.0	1093826.0	1410130.0	1454308.0	1464958.0	1140054.0	1329758.0	884267.0	1279099.0	1142809.0	1393147.0	1425907.0	1451552.0	1463022.0	993213.0	1036614.0	1500650.0	1654577.0	881668.0	1465396.0	1104628.0	1191235.0	1297918.0	1302259.0	1410076.0	1261886.0	1450387.0	1098684.0	1020985.0	1306475.0	1116916.0	1463815.0	1416744.0	791639.0
HMP_2012__SRS015745__bin.9	937279.0	668647.0	902115.0	949718.0	886687.0	698475.0	805121.0	577951.0	771472.0	711656.0	824388.0	928105.0	932351.0	906583.0	659210.0	667235.0	921673.0	881668.0	1102567.0	900555.0	898507.0	724648.0	795226.0	830291.0	886906.0	799513.0	905267.0	723955.0	675183.0	773519.0	668963.0	993396.0	849269.0	507014.0
QinN_2014__LD-57__bin.29	1555803.0	1107884.0	1413482.0	1490994.0	1490856.0	1163449.0	1318155.0	912621.0	1288959.0	1143441.0	1372449.0	1446920.0	1461734.0	1496586.0	1006113.0	1076244.0	1537733.0	1465396.0	900555.0	1663723.0	1149875.0	1185385.0	1308232.0	1324131.0	1499021.0	1264078.0	1480284.0	1113842.0	1030653.0	1312355.0	1118379.0	1516552.0	1433230.0	791445.0
HMP_2012__SRS021473__bin.7	1236421.0	857321.0	1151374.0	1349002.0	1127509.0	893638.0	1013459.0	779582.0	1017992.0	934324.0	1066492.0	1200589.0	1188937.0	1188398.0	843527.0	872310.0	1181476.0	1104628.0	898507.0	1149875.0	1451376.0	919344.0	1034467.0	1148007.0	1158932.0	1041386.0	1163079.0	909890.0	862350.0	996741.0	877159.0	1365382.0	1077313.0	647598.0
HMP_2012__SRS011310__bin.15	1324617.0	924348.0	1155646.0	1198793.0	1183158.0	939836.0	1106210.0	726421.0	1056108.0	952918.0	1152433.0	1171094.0	1185347.0	1202234.0	861912.0	887590.0	1225213.0	1191235.0	724648.0	1185385.0	919344.0	1394413.0	1069535.0	1059816.0	1150571.0	1044043.0	1205411.0	894587.0	848526.0	1069881.0	907214.0	1215870.0	1135091.0	633398.0
HMP_2012__SRS019387__bin.27	1424147.0	1004158.0	1274831.0	1335277.0	1305860.0	999910.0	1223251.0	789406.0	1153518.0	1037502.0	1243484.0	1263444.0	1302248.0	1318279.0	948419.0	936697.0	1304506.0	1297918.0	795226.0	1308232.0	1034467.0	1069535.0	1543936.0	1207426.0	1254567.0	1134587.0	1297396.0	993737.0	908478.0	1165775.0	1037779.0	1332976.0	1269109.0	702312.0
HMP_2012__SRS017013__bin.8	1398936.0	1023117.0	1362952.0	1518159.0	1333207.0	1076077.0	1200924.0	861661.0	1171180.0	1112778.0	1252412.0	1340583.0	1371780.0	1338758.0	942173.0	960305.0	1341124.0	1302259.0	830291.0	1324131.0	1148007.0	1059816.0	1207426.0	1688135.0	1285142.0	1192531.0	1317397.0	992571.0	991186.0	1196021.0	1033397.0	1543327.0	1303926.0	683206.0
HMP_2012__SRS024347__bin.8	1527915.0	1059968.0	1357694.0	1452724.0	1428530.0	1142397.0	1267090.0	867466.0	1266125.0	1110888.0	1330510.0	1412531.0	1400889.0	1469464.0	978454.0	1056978.0	1492235.0	1410076.0	886906.0	1499021.0	1158932.0	1150571.0	1254567.0	1285142.0	1617444.0	1222615.0	1440188.0	1086612.0	999358.0	1265884.0	1078432.0	1480444.0	1379311.0	782909.0
HMP_2012__SRS013881__bin.7	1318003.0	979668.0	1306970.0	1353017.0	1264275.0	1004046.0	1157605.0	811538.0	1103069.0	1062181.0	1193186.0	1278884.0	1318719.0	1251886.0	920312.0	919504.0	1286363.0	1261886.0	799513.0	1264078.0	1041386.0	1044043.0	1134587.0	1192531.0	1222615.0	1554945.0	1264619.0	980923.0	1013014.0	1139309.0	976548.0	1349189.0	1230910.0	670221.0
HMP_2012__SRS011144__bin.2	1623405.0	1114335.0	1421554.0	1499364.0	1476971.0	1153728.0	1314219.0	895434.0	1359005.0	1141780.0	1386917.0	1489773.0	1484753.0	1589045.0	988239.0	1069916.0	1559818.0	1450387.0	905267.0	1480284.0	1163079.0	1205411.0	1297396.0	1317397.0	1440188.0	1264619.0	1832321.0	1129384.0	1036072.0	1323767.0	1128496.0	1571398.0	1429224.0	810918.0
HMP_2012__SRS015650__bin.18	1144450.0	843395.0	1065509.0	1120228.0	1105826.0	863996.0	1024360.0	705285.0	1014927.0	871546.0	1076100.0	1064597.0	1079471.0	1160246.0	814250.0	839978.0	1123271.0	1098684.0	723955.0	1113842.0	909890.0	894587.0	993737.0	992571.0	1086612.0	980923.0	1129384.0	1454399.0	813217.0	998744.0	865050.0	1121461.0	1051395.0	598988.0
HMP_2012__SRS015060__bin.15	1082661.0	836668.0	1049947.0	1096668.0	1030444.0	850352.0	938513.0	689444.0	923692.0	905705.0	984244.0	1053586.0	1072424.0	1025115.0	740916.0	766700.0	1050949.0	1020985.0	675183.0	1030653.0	862350.0	848526.0	908478.0	991186.0	999358.0	1013014.0	1036072.0	813217.0	1449760.0	904514.0	777773.0	1113754.0	1021390.0	530103.0
HMP_2012__SRS024281__bin.7	1371124.0	1004660.0	1288890.0	1305573.0	1342029.0	1039898.0	1220502.0	791006.0	1133501.0	1055888.0	1339170.0	1273115.0	1308731.0	1295424.0	904808.0	934235.0	1338226.0	1306475.0	773519.0	1312355.0	996741.0	1069881.0	1165775.0	1196021.0	1265884.0	1139309.0	1323767.0	998744.0	904514.0	1444220.0	1072457.0	1305062.0	1260627.0	697993.0
BackhedF_2015__SID536_B__bin.13	1174277.0	868639.0	1150956.0	1123867.0	1153831.0	874621.0	1048047.0	670687.0	998238.0	928871.0	1136757.0	1094788.0	1128138.0	1117889.0	801106.0	792597.0	1136717.0	1116916.0	668963.0	1118379.0	877159.0	907214.0	1037779.0	1033397.0	1078432.0	976548.0	1128496.0	865050.0	777773.0	1072457.0	1426344.0	1123534.0	1075907.0	606524.0
HMP_2012__SRS011090__bin.2	1666952.0	1135379.0	1513978.0	1746589.0	1520445.0	1185434.0	1316034.0	977610.0	1353608.0	1219349.0	1379625.0	1577171.0	1572987.0	1590286.0	1044253.0	1101716.0	1587615.0	1463815.0	993396.0	1516552.0	1365382.0	1215870.0	1332976.0	1543327.0	1480444.0	1349189.0	1571398.0	1121461.0	1113754.0	1305062.0	1123534.0	1916527.0	1443242.0	818062.0
HMP_2012__SRS015985__bin.1	1489334.0	1065584.0	1404108.0	1426224.0	1425730.0	1176062.0	1269930.0	865537.0	1232366.0	1127664.0	1321497.0	1377835.0	1433138.0	1418772.0	955785.0	1008697.0	1442260.0	1416744.0	849269.0	1433230.0	1077313.0	1135091.0	1269109.0	1303926.0	1379311.0	1230910.0	1429224.0	1051395.0	1021390.0	1260627.0	1075907.0	1443242.0	1690950.0	761148.0
HMP_2012__SRS018978__bin.5	849802.0	583201.0	749169.0	793933.0	782863.0	599503.0	719513.0	493225.0	697194.0	602934.0	750713.0	785274.0	784317.0	813086.0	548121.0	582967.0	831640.0	791639.0	507014.0	791445.0	647598.0	633398.0	702312.0	683206.0	782909.0	670221.0	810918.0	598988.0	530103.0	697993.0	606524.0	818062.0	761148.0	926533.0
