	ZellerG_2014__CCMD72895164ST-21-0__bin.5	RampelliS_2015__H14__bin.32	LeChatelierE_2013__MH0189__bin.65	NielsenHB_2014__MH0096__bin.53	CosteaPI_2017__SID713A056-11-90-0__bin.38	XieH_2016__YSZC12003_37315__bin.45	LeChatelierE_2013__MH0096__bin.48	BritoIL_2016__M1.27.ST__bin.20	LiuW_2016__SRR3992998__bin.96	BritoIL_2016__M1.29.ST__bin.46	LiuW_2016__SRR3993048__bin.88	XieH_2016__YSZC12003_36244__bin.60	RampelliS_2015__H17__bin.38	ZeeviD_2015__PNP_Validation_57__bin.29	RampelliS_2015__H21__bin.15	BritoIL_2016__W2.35.ST__bin.80	BritoIL_2016__M2.38.ST__bin.58	XieH_2016__YSZC12003_35520__bin.11	LiuW_2016__SRR3993043__bin.1	BritoIL_2016__M2.39.ST__bin.80	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.63	CosteaPI_2017__SID713A084-11-90-0__bin.49	LiuW_2016__SRR3992961__bin.125	CosteaPI_2017__SID713A056-11-0-0__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.64	CosteaPI_2017__SID713A084-11-0-0__bin.5	LiuW_2016__SRR3992980__bin.94	LiuW_2016__SRR3992981__bin.61
LiuW_2016__SRR3993048__bin.88	0.9783486924629763	0.9706192878708225	0.9683876039813017	0.9679158226795448	0.9734334050049804	0.9711627856061015	0.967993517967216	0.9704269558536015	0.9813966560769543	0.9692031073147553	1.0	0.9683692075706729	0.9635124077011497	0.9725364274493935	0.9702793987103034	0.9696399024300733	0.9700359761364115	0.9682228387653555	0.9739537950084708	0.9695711343121471	0.9690525409702582	0.9788674670795399	0.9767870743378856	0.9723374445341197	0.9735115667523939	0.9788882397808556	0.9790500745863545	0.9780184620843022
XieH_2016__YSZC12003_36244__bin.60	0.968709926901679	0.9686601574129915	0.9893671731270555	0.9893368537726073	0.970574596828078	0.9693579517856686	0.9893838583772526	0.9671730836297919	0.9686926801314084	0.9663720865686779	0.9683692075706729	1.0	0.9619737337348102	0.9707844357300996	0.9688350703744428	0.9668170019129628	0.9684932824689657	0.9901147457360386	0.9696985983317569	0.9678721342171687	0.9892676096162002	0.9687442838245157	0.9670085456704853	0.9702343500531884	0.970199555889277	0.9687183124804204	0.9671300360496471	0.9675860720682766
RampelliS_2015__H17__bin.38	0.9648455446295726	0.9683849522039357	0.9621074907094351	0.9626544512197399	0.9667399023613166	0.9659571740796752	0.9622937405685009	0.9645735005585405	0.9643972642925758	0.9626737376546163	0.9635124077011497	0.9619737337348102	1.0	0.9669954320724405	0.9675782626698017	0.9637230089718459	0.964588040314804	0.962637298558854	0.9642925165959779	0.9648232720927131	0.9632001908779058	0.9642638506776968	0.9630951835133247	0.9659217431322046	0.9661626713075468	0.9644607416848742	0.9632280252739343	0.9634821059491542
ZeeviD_2015__PNP_Validation_57__bin.29	0.974699694831802	0.9769024503977118	0.9707240653284951	0.9707831681832821	0.9807800420513052	0.9781690794645013	0.9707861576751575	0.9755371097177123	0.9734694810463641	0.9736156393033724	0.9725364274493935	0.9707844357300996	0.9669954320724405	1.0	0.9770739313519902	0.9751037292282495	0.9766106103132224	0.9709342311844475	0.9756811168156265	0.9763813132496401	0.9717995627454735	0.9744439885522932	0.9716137434879683	0.9802900750902303	0.9792988147160068	0.9745818642306583	0.9716711852104	0.9723970831333654
RampelliS_2015__H21__bin.15	0.9716752014077255	0.9759466725791749	0.9692405122829651	0.9682457488753409	0.9762945246830447	0.9752888381225635	0.9683460311055161	0.9722185564027948	0.9704321486465174	0.9708357323835326	0.9702793987103034	0.9688350703744428	0.9675782626698017	0.9770739313519902	1.0	0.9715284930262654	0.9735035895159264	0.9687836515430064	0.9721904064337259	0.973374293983282	0.9691454697415459	0.9713703035532198	0.9692299205825121	0.9754788166343424	0.9752719965154948	0.9714140962042943	0.9692506181180207	0.9701205530384447
BritoIL_2016__W2.35.ST__bin.80	0.9710303714619256	0.9712745885534649	0.9671495032956856	0.9664025330784825	0.9746299207545959	0.9738284408187085	0.9666820495833749	0.9726552573585017	0.9704432457241328	0.9734774582533986	0.9696399024300733	0.9668170019129628	0.9637230089718459	0.9751037292282495	0.9715284930262654	1.0	0.9727120766069781	0.9675726998367493	0.9715125664353531	0.9722400122176215	0.9685459151481928	0.9704153710888702	0.9685056350698377	0.9736282754240604	0.9732449830837238	0.9705037293148755	0.9685825927524758	0.9695285087791359
BritoIL_2016__M2.38.ST__bin.58	0.9712482778436761	0.9732928191420983	0.9683819732520439	0.967767729929342	0.9762190261960006	0.9754131439809967	0.9679367800167115	0.9731479088042185	0.9705620744146489	0.9737908489410962	0.9700359761364115	0.9684932824689657	0.964588040314804	0.9766106103132224	0.9735035895159264	0.9727120766069781	1.0	0.9688637441891428	0.972842843638741	0.9998614942072486	0.9691433908051249	0.9715480483252672	0.9692616736720032	0.9753300130670869	0.9756307642800242	0.9713121763191707	0.9689626645156426	0.9695392174248855
XieH_2016__YSZC12003_35520__bin.11	0.9691911891508223	0.9689719354648184	0.9897916501883692	0.9899664994107751	0.9703621974540503	0.9696898983257447	0.9901155056723286	0.9679002817497196	0.9685480012489153	0.9670961012444725	0.9682228387653555	0.9901147457360386	0.962637298558854	0.9709342311844475	0.9687836515430064	0.9675726998367493	0.9688637441891428	1.0	0.9693605443515653	0.9683255877865823	0.9898738844736179	0.968864357522537	0.96681855081765	0.9699048970759474	0.9704664116140632	0.9690409005623277	0.9670882410393313	0.9673837399997148
LiuW_2016__SRR3993043__bin.1	0.9741647958472128	0.9727055204651253	0.9693349323316967	0.968538401607688	0.9763691798361653	0.9738189848515109	0.9683697189209798	0.9724814609582816	0.9747900860852469	0.9702716596876161	0.9739537950084708	0.9696985983317569	0.9642925165959779	0.9756811168156265	0.9721904064337259	0.9715125664353531	0.972842843638741	0.9693605443515653	1.0	0.9728668345346607	0.9698114573591964	0.9750709361216257	0.9714947578152663	0.9756283698382477	0.9751539264268573	0.9750368416606437	0.9722889784215589	0.9728148719059779
BritoIL_2016__M2.39.ST__bin.80	0.9708547336144117	0.9729400372684358	0.9677272713855164	0.9674861367157171	0.9758808645303845	0.9750402635881926	0.9676704139936543	0.9733449488349778	0.9703769668429026	0.9734095144818963	0.9695711343121471	0.9678721342171687	0.9648232720927131	0.9763813132496401	0.973374293983282	0.9722400122176215	0.9998614942072486	0.9683255877865823	0.9728668345346607	1.0	0.9688876965295216	0.9710245613547556	0.9692605079981844	0.9754575169937482	0.9753944600112998	0.9710175342934767	0.9690387411758016	0.9694884143238233
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.63	0.9697136446866989	0.9696410785512619	0.9894211675530326	0.9893663902009552	0.9711317574243866	0.9702937105285925	0.9895402564302792	0.9682249965189823	0.9689931276294215	0.9673888132531928	0.9690525409702582	0.9892676096162002	0.9632001908779058	0.9717995627454735	0.9691454697415459	0.9685459151481928	0.9691433908051249	0.9898738844736179	0.9698114573591964	0.9688876965295216	1.0	0.9697171796153007	0.9675797003326366	0.9707688555086111	0.9714747175475468	0.9698740822343139	0.9674482144107762	0.9683335100423242
CosteaPI_2017__SID713A084-11-90-0__bin.49	0.9783561813648063	0.9720635469721728	0.9687214056672735	0.9689655330440082	0.9756396849915236	0.9724634048991488	0.9690105322724634	0.9716156329453779	0.9801614359048878	0.970362131901579	0.9788674670795399	0.9687442838245157	0.9642638506776968	0.9744439885522932	0.9713703035532198	0.9704153710888702	0.9715480483252672	0.968864357522537	0.9750709361216257	0.9710245613547556	0.9697171796153007	1.0	0.9765652669031389	0.9748099215692155	0.9741343706289816	0.9999103473522872	0.976593655421923	0.9774740849624228
LiuW_2016__SRR3992961__bin.125	0.9748649787965368	0.9693335285032942	0.9662986436114189	0.9670119555396802	0.9724461209846507	0.970583421420534	0.9664568565659296	0.9693352061550382	0.9778030198208797	0.9683509676143849	0.9767870743378856	0.9670085456704853	0.9630951835133247	0.9716137434879683	0.9692299205825121	0.9685056350698377	0.9692616736720032	0.96681855081765	0.9714947578152663	0.9692605079981844	0.9675797003326366	0.9765652669031389	1.0	0.9715299703608434	0.9714779468951014	0.9765377724693939	0.995258685097471	0.9757023182464204
CosteaPI_2017__SID713A056-11-0-0__bin.33	0.9738798171322259	0.974978478722096	0.969720967591372	0.9698186172752756	0.9989083728434947	0.9770741294178794	0.9696550945851156	0.9745531043021415	0.9736572097162914	0.9731509952037171	0.9723374445341197	0.9702343500531884	0.9659217431322046	0.9802900750902303	0.9754788166343424	0.9736282754240604	0.9753300130670869	0.9699048970759474	0.9756283698382477	0.9754575169937482	0.9707688555086111	0.9748099215692155	0.9715299703608434	1.0	0.9775708459601878	0.974930819842381	0.9712129776108226	0.9725456515069448
CosteaPI_2017__SID713A087-11-0-0__bin.64	0.9745281586307906	0.9752688372439756	0.9700747066670097	0.9704091377211872	0.9782918620775619	0.9769844597811317	0.9705656870716692	0.9753179080278501	0.974075031298437	0.9726601717626957	0.9735115667523939	0.970199555889277	0.9661626713075468	0.9792988147160068	0.9752719965154948	0.9732449830837238	0.9756307642800242	0.9704664116140632	0.9751539264268573	0.9753944600112998	0.9714747175475468	0.9741343706289816	0.9714779468951014	0.9775708459601878	1.0	0.974143984544897	0.9719962618341392	0.9725202571582682
CosteaPI_2017__SID713A084-11-0-0__bin.5	0.9784967805895168	0.9721078972000188	0.9686349647963569	0.9690426698498581	0.9757107566462168	0.9725077493831807	0.9689899797774874	0.971696369363931	0.980200232880913	0.9703874373770525	0.9788882397808556	0.9687183124804204	0.9644607416848742	0.9745818642306583	0.9714140962042943	0.9705037293148755	0.9713121763191707	0.9690409005623277	0.9750368416606437	0.9710175342934767	0.9698740822343139	0.9999103473522872	0.9765377724693939	0.974930819842381	0.974143984544897	1.0	0.9765722684618008	0.9776743752723941
LiuW_2016__SRR3992980__bin.94	0.9753534114926028	0.9692926399103768	0.9667828484557613	0.9665027428426494	0.972596413713399	0.9705865299460292	0.966138003680047	0.9694020814725952	0.9778810730260611	0.9682626357963477	0.9790500745863545	0.9671300360496471	0.9632280252739343	0.9716711852104	0.9692506181180207	0.9685825927524758	0.9689626645156426	0.9670882410393313	0.9722889784215589	0.9690387411758016	0.9674482144107762	0.976593655421923	0.995258685097471	0.9712129776108226	0.9719962618341392	0.9765722684618008	1.0	0.9758984112616442
LiuW_2016__SRR3992981__bin.61	0.9762767893493307	0.9703662026468066	0.9674146253252571	0.9677267505393818	0.9732512786571997	0.9705438372508096	0.9677138578390408	0.9699380824417106	0.979191074869811	0.9690131841893879	0.9780184620843022	0.9675860720682766	0.9634821059491542	0.9723970831333654	0.9701205530384447	0.9695285087791359	0.9695392174248855	0.9673837399997148	0.9728148719059779	0.9694884143238233	0.9683335100423242	0.9774740849624228	0.9757023182464204	0.9725456515069448	0.9725202571582682	0.9776743752723941	0.9758984112616442	1.0
