	ZellerG_2014__CCMD72895164ST-21-0__bin.5	RampelliS_2015__H14__bin.32	LeChatelierE_2013__MH0189__bin.65	NielsenHB_2014__MH0096__bin.53	CosteaPI_2017__SID713A056-11-90-0__bin.38	XieH_2016__YSZC12003_37315__bin.45	LeChatelierE_2013__MH0096__bin.48	BritoIL_2016__M1.27.ST__bin.20	LiuW_2016__SRR3992998__bin.96	BritoIL_2016__M1.29.ST__bin.46	LiuW_2016__SRR3993048__bin.88	XieH_2016__YSZC12003_36244__bin.60	RampelliS_2015__H17__bin.38	ZeeviD_2015__PNP_Validation_57__bin.29	RampelliS_2015__H21__bin.15	BritoIL_2016__W2.35.ST__bin.80	BritoIL_2016__M2.38.ST__bin.58	XieH_2016__YSZC12003_35520__bin.11	LiuW_2016__SRR3993043__bin.1	BritoIL_2016__M2.39.ST__bin.80	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.63	CosteaPI_2017__SID713A084-11-90-0__bin.49	LiuW_2016__SRR3992961__bin.125	CosteaPI_2017__SID713A056-11-0-0__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.64	CosteaPI_2017__SID713A084-11-0-0__bin.5	LiuW_2016__SRR3992980__bin.94	LiuW_2016__SRR3992981__bin.61
LiuW_2016__SRR3993048__bin.88	0.9191117079621834	0.8682853308120244	0.8733435931830793	0.6872734209584053	0.9393167485107952	0.9681273452752333	0.7857233156220974	0.9517178940005617	0.9319170905226088	0.9590759170844666	1.0	0.9237157713774417	0.9463621313134601	0.9503144192271502	0.851911458455557	0.9570910676476355	0.7370899624301763	0.8982117430112028	0.5924919398610302	0.9422902376747436	0.9110897974045558	0.9641705153719852	0.9481993660896574	0.6856413327105761	0.9424885712187747	0.9666610396462698	0.8520325781771028	0.9558586744809073
XieH_2016__YSZC12003_36244__bin.60	0.8010502862963733	0.7479621225444405	0.8038510116871045	0.6336377111821174	0.8545678375088218	0.8934228347337912	0.718304696082753	0.8726609232287196	0.7791789335203149	0.880519513147707	0.6967468189926296	1.0	0.8495476585821534	0.8681129563098259	0.7290930560282116	0.8763569671541432	0.6350817549156871	0.8417684368240859	0.4780863936706461	0.8666426468539374	0.8481601432509656	0.8615590875973259	0.8024024000018272	0.6043982523016767	0.8547345677461498	0.862121516651326	0.6901095851614657	0.8294703688392606
RampelliS_2015__H17__bin.38	0.8321133834407146	0.798192697135602	0.7916703200863259	0.6261739168049121	0.8747970160037317	0.9029336083043106	0.7108122516405315	0.9021362859978745	0.8129834935577059	0.9102340176042218	0.7307721984701232	0.8697126249323387	1.0	0.8827211371078711	0.7778820220187219	0.9137126576669788	0.6680239851384734	0.8220147469553862	0.503325488710641	0.889697707289186	0.8378764337480111	0.8908843379945123	0.8414637995798275	0.6300155606450127	0.8847156119682521	0.8906388281934103	0.7308592959947998	0.8682594407286731
ZeeviD_2015__PNP_Validation_57__bin.29	0.8340991260019226	0.7744632521288765	0.7910493850493932	0.6337733466932702	0.9030547770982147	0.9395900949598417	0.7131252075374701	0.9114091961415913	0.8141854150662172	0.9186080930744855	0.7300503789030856	0.884148295299578	0.8781816838986979	1.0	0.7548647364543092	0.9260268125326754	0.6694485653090978	0.8252602832453946	0.5008848147413684	0.9184033906170674	0.8442731870602459	0.9127705837916361	0.8439091423490421	0.6343572139297696	0.9085567371823986	0.9111097024894028	0.7226560841699287	0.8724511781731352
RampelliS_2015__H21__bin.15	0.8754675698719236	0.8901231211127542	0.8452229249623566	0.653953924889235	0.9172001110312059	0.9422133687535186	0.7494585098959047	0.9521557730902668	0.8732604342001671	0.9543302525250016	0.798928449474767	0.9064831859424839	0.9447186700676481	0.9215036351361232	1.0	0.95670563880924	0.7291981544966574	0.8669201547905635	0.5776689552062916	0.9218159991424189	0.8884754009795451	0.9141254553237831	0.8880068549701018	0.6691206172312765	0.924145240743909	0.913613604304376	0.8028124119257738	0.8996977878239091
BritoIL_2016__W2.35.ST__bin.80	0.7962604574615607	0.7534292201558251	0.7521916314184269	0.6019263716336389	0.8481619031654842	0.895281706544526	0.6769207660206243	0.8887949782415138	0.7731332220192834	0.9018402737716088	0.6880884533079648	0.835286408728647	0.8506991233474326	0.8666206970117184	0.7334253452077996	1.0	0.6407455138768855	0.7864277768465324	0.47502998730845675	0.8837733286021234	0.8021784609490139	0.8560690829217108	0.7949488528629988	0.5981232625320826	0.8731542294622312	0.8559765630952563	0.6833111648572692	0.828117210646964
BritoIL_2016__M2.38.ST__bin.58	0.8788982286021862	0.8500176047075393	0.8433051523110732	0.668075582877702	0.9139716624914506	0.9506784894756225	0.7536417462251055	0.9393871942952653	0.8717737855787092	0.9393928601781516	0.7881251188823641	0.9002594164950039	0.9250007082353607	0.9317649629896436	0.8313938476605974	0.9529480802774664	1.0	0.8632684859546811	0.5497185270323319	0.9583970407903097	0.8822929018628614	0.9250274188261101	0.8808165346650856	0.6733181433711194	0.9256215271173202	0.9228954280372168	0.7836895419943098	0.8991521410966721
XieH_2016__YSZC12003_35520__bin.11	0.8290744616812004	0.7688108601994162	0.8611388776902134	0.6623381484570066	0.8692645139437317	0.8940568475452196	0.7509776597161243	0.8761739433512696	0.819533803739069	0.8847849578162766	0.7280943167795432	0.904617351994929	0.8629067343618934	0.8707918292008686	0.7493325282559459	0.8867000847417585	0.6544555081222613	1.0	0.498880439258077	0.8707936700790412	0.8720104905510792	0.8781559555170199	0.8337404742224898	0.6139298024062733	0.865475373038621	0.8787634453139526	0.7162316978358022	0.8605860006123988
LiuW_2016__SRR3993043__bin.1	0.911630717163614	0.9319785371846988	0.8950318015555928	0.6729643460288278	0.9542964447289751	0.9802529947918132	0.7908860668344597	0.9766424803075632	0.9448195474086767	0.9783009092105811	0.8806167465315321	0.9420506237110329	0.9687880080063637	0.9690737888349705	0.9155247622337259	0.9820520638663895	0.7641351810826593	0.9147281763020185	1.0	0.955764728120046	0.9324162093985888	0.9568178417246761	0.9373892458648977	0.7032346114337084	0.9606477548765573	0.9589364452690334	0.8899946331710533	0.9503371426192601
BritoIL_2016__M2.39.ST__bin.80	0.8180310588997184	0.7629890471230812	0.7724967804938115	0.6196980761633406	0.8870063067546636	0.9273888051826781	0.6973077004203173	0.9030522457872783	0.7931563474296113	0.9173366488973869	0.7096150787474966	0.8652499129208375	0.8676727374097213	0.900297636862505	0.7402338795234846	0.9257378640721352	0.6750080238246309	0.8089924983653061	0.48426674784553897	1.0	0.8265953159106599	0.9026252586008844	0.8151447623380199	0.6268114888627034	0.8949805347430181	0.8991215693517833	0.7017582864873092	0.8714745765900427
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.63	0.8499006416104591	0.8015516224592929	0.8439136058408161	0.662763116023572	0.8981008255682671	0.9213782761646354	0.7496299359261379	0.9078990386741088	0.8397312746333143	0.9129961769905773	0.7495041421643875	0.9250262952553956	0.8926231922595735	0.9040872385965153	0.7793720649419636	0.9178946608021034	0.6788142754746379	0.8849640958448826	0.5160813624087139	0.9029582084477361	1.0	0.893595914318257	0.8462059169150886	0.635712475316088	0.889512598992529	0.893722953562797	0.7380276409995498	0.869279731075356
CosteaPI_2017__SID713A084-11-90-0__bin.49	0.8335546601549837	0.7484078946397275	0.7774566851392712	0.6194378506904091	0.8670619701853184	0.9174767947485646	0.6982917051552022	0.8775726759122422	0.8126757532729212	0.8994576310062696	0.7231261074620731	0.8566602719396008	0.8652803791643554	0.8911202619358933	0.7310592404563099	0.8930545769800045	0.6488437542403627	0.8124991838632591	0.4828196828904242	0.8989375744813487	0.8146827399711698	1.0	0.8335938347185421	0.605745489105781	0.8674151090046425	0.9879081180482892	0.7181026793698232	0.8902873766498027
LiuW_2016__SRR3992961__bin.125	0.891346250808493	0.8205482786726778	0.841567490457053	0.6725158631622015	0.9150354966154092	0.9418341084803287	0.7602306878565157	0.9250707652149226	0.8866369196915169	0.935653271963872	0.8045287168357302	0.9026044553663701	0.9245973913696947	0.9320775973419128	0.8034239637640993	0.9381884233439463	0.6989605686652206	0.8726977620400421	0.5351276150372308	0.9184139856600482	0.8727806185204144	0.9430531906489076	1.0	0.6642038808947729	0.9150515540728457	0.9464650792050145	0.8124039362608861	0.9318707772901307
CosteaPI_2017__SID713A056-11-0-0__bin.33	0.8912218196510137	0.8462277095505574	0.8525120181060847	0.7069156253306783	0.9685504725474712	0.9691652608740139	0.7904288913783589	0.9577947376567907	0.8744948547551648	0.962171715714182	0.7920861088446439	0.9256823232177479	0.9425448388826069	0.9539459703379937	0.8242641123654658	0.9611144197159031	0.7274799887711492	0.8749539783276183	0.5466019171251344	0.9615551783454586	0.8927364901795655	0.9330510379253562	0.9043466321755549	1.0	0.9514430909773035	0.9313413491936479	0.7999095745192539	0.9235327503775744
CosteaPI_2017__SID713A087-11-0-0__bin.64	0.8343764286727728	0.7832265131305063	0.7944544579261524	0.6236384730228629	0.8993706395374297	0.9259609585149919	0.70372297162769	0.9226264399123951	0.8110318790721736	0.9287623978873013	0.7269460749195272	0.8740187225833498	0.8837005624482175	0.9122054124182354	0.7600688040049256	0.9367550830827044	0.667705382932473	0.823515742185835	0.4985236683091112	0.9166457930823482	0.8339986605873447	0.8920575865699066	0.8318208013004097	0.6352336761272174	1.0	0.8921860393964819	0.718489207919	0.8692361902993593
CosteaPI_2017__SID713A084-11-0-0__bin.5	0.8371565803430212	0.7530348647455328	0.7834363470926815	0.6234899930714893	0.8728466925643315	0.9211600600204372	0.7027394748611585	0.8837546701760458	0.8177316181699479	0.9070899855318074	0.7293876807310292	0.8624145145730056	0.8702843431080739	0.8948894094315708	0.7350778557830216	0.8983696580354446	0.6512714359723933	0.8179886527788012	0.48682126441607165	0.9008748886897346	0.8197364881190036	0.9938951424457243	0.8416798182708196	0.6082998188762789	0.8727975703946396	1.0	0.7235992613396529	0.8951218829555782
LiuW_2016__SRR3992980__bin.94	0.9161970351561429	0.877818169639731	0.8706808362942192	0.7022269819667589	0.937845753830884	0.9583032677828217	0.793409326866576	0.9536206534347799	0.9377917119552808	0.9548301258338433	0.8567091085678447	0.9199381030236049	0.9516698178408216	0.9458523241051122	0.8607515930936005	0.9556628274100393	0.7369644906819628	0.8884271226278662	0.6020881476271811	0.9369719499831024	0.9020631818029587	0.9627278512036876	0.9627362238886402	0.6962138718644295	0.936637042584998	0.9642532021714177	1.0	0.9552632219918465
LiuW_2016__SRR3992981__bin.61	0.8589182772200052	0.7766198584036095	0.8065620434640187	0.6399991870521314	0.8959390862944162	0.9293817292357572	0.7224655752443028	0.8937728193271183	0.8418421876905346	0.9182927616556401	0.754783839552783	0.8683466792275082	0.8878789472803307	0.8967771399059371	0.7575514488404733	0.9095565608479524	0.6640295673921828	0.838328579182318	0.5048962176404905	0.9137880740547688	0.8344025191819832	0.9373438363009916	0.8672468085818603	0.6312564109308014	0.8898987640801376	0.9367568401194555	0.7501960638977024	1.0
