	ZellerG_2014__CCMD72895164ST-21-0__bin.5	RampelliS_2015__H14__bin.32	LeChatelierE_2013__MH0189__bin.65	NielsenHB_2014__MH0096__bin.53	CosteaPI_2017__SID713A056-11-90-0__bin.38	XieH_2016__YSZC12003_37315__bin.45	LeChatelierE_2013__MH0096__bin.48	BritoIL_2016__M1.27.ST__bin.20	LiuW_2016__SRR3992998__bin.96	BritoIL_2016__M1.29.ST__bin.46	LiuW_2016__SRR3993048__bin.88	XieH_2016__YSZC12003_36244__bin.60	RampelliS_2015__H17__bin.38	ZeeviD_2015__PNP_Validation_57__bin.29	RampelliS_2015__H21__bin.15	BritoIL_2016__W2.35.ST__bin.80	BritoIL_2016__M2.38.ST__bin.58	XieH_2016__YSZC12003_35520__bin.11	LiuW_2016__SRR3993043__bin.1	BritoIL_2016__M2.39.ST__bin.80	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.63	CosteaPI_2017__SID713A084-11-90-0__bin.49	LiuW_2016__SRR3992961__bin.125	CosteaPI_2017__SID713A056-11-0-0__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.64	CosteaPI_2017__SID713A084-11-0-0__bin.5	LiuW_2016__SRR3992980__bin.94	LiuW_2016__SRR3992981__bin.61
LiuW_2016__SRR3993048__bin.88	0.8992117377122151	0.8427744894614487	0.8457351096549829	0.6652228186527399	0.9143623008810702	0.9402092494589356	0.7605750764378992	0.9235726987063657	0.9145803163798526	0.9295393589890136	1.0	0.8944979095493061	0.9118316556990236	0.9242153902288179	0.8265921376646755	0.928033689450548	0.7150037812063069	0.8696691236306847	0.577059773339581	0.9136174145935639	0.8828938832269625	0.9437951502149496	0.9261888846917542	0.6666747413147698	0.9175235256134145	0.9462531235640689	0.8341825592142964	0.9348474307857566
XieH_2016__YSZC12003_36244__bin.60	0.7759853642827288	0.724521107362853	0.7953038030481941	0.6268811396125921	0.8294218343523672	0.8660465291560938	0.710679071700854	0.8440141560823419	0.7547849294137263	0.850909479184986	0.6747081649852797	1.0	0.81724253311194	0.8427505464412229	0.70637092224661	0.8472768155895056	0.615072413454445	0.8334473417947025	0.46359970582391	0.8387992682141364	0.8390573574856166	0.8346304412869747	0.7759299778682739	0.5864079454952003	0.8292630980305277	0.8351529007635331	0.6674257079754153	0.8025839760822048
RampelliS_2015__H17__bin.38	0.8028608906394127	0.7729577968651905	0.7616719451273903	0.6027891082499477	0.8457011818374187	0.8721951966591962	0.6840101804730856	0.8701767553658505	0.7840390571020726	0.876258383867434	0.7041080804290109	0.8366407010824645	1.0	0.8535873073771019	0.7526617354269474	0.880565911782483	0.6443679467080058	0.791302055384673	0.48535300217568444	0.8584010531201373	0.8070427409181833	0.8590475622630391	0.8104097324761534	0.6085457285386439	0.8547791990067375	0.8589861848127638	0.7039841564341688	0.8365524344634968
ZeeviD_2015__PNP_Validation_57__bin.29	0.8129961635735466	0.7565750487476803	0.767890674930753	0.6152564974130146	0.8856981022570191	0.9190779782608317	0.6922920801665999	0.8891134929741116	0.792584653480029	0.894371205807967	0.7100005873564829	0.8583174039541303	0.8491976768597248	1.0	0.7375586556863959	0.9029721982659609	0.6537905719398291	0.8012734586399266	0.4887038554428465	0.8967119086236145	0.8204643140228743	0.8894438083031271	0.8199537209614735	0.6218540808772431	0.8897485358249654	0.8879509923707627	0.7021840938049011	0.8483689808318248
RampelliS_2015__H21__bin.15	0.8506701272812334	0.8687126982357823	0.8192243007838208	0.6331881077343458	0.8954574464384469	0.9189301816751656	0.7257351735359534	0.9257035111844062	0.8474399994888588	0.9264979096458715	0.775183815568932	0.8782327012458355	0.9140892494957805	0.9003771795376019	1.0	0.9294667875420715	0.709877020870885	0.8398580731542304	0.5616042163461504	0.8972719973477457	0.8610619098361296	0.8879543210235885	0.8606828135193981	0.6527129878824064	0.9012929740106047	0.8874971337052832	0.7781264264918754	0.872815315491196
BritoIL_2016__W2.35.ST__bin.80	0.7731930877893421	0.731786655811007	0.727481762709503	0.5817031702734887	0.8266439684692432	0.8718507883777682	0.6543671535023653	0.8644911083004435	0.7502819133535499	0.8779211774617349	0.667198020728795	0.8075691014256762	0.8198383188820992	0.8450450734825116	0.712543620377002	1.0	0.6232608993797906	0.760926047270012	0.46149760210379204	0.8592397917977365	0.7769466715720315	0.8307425967811808	0.7699124435901176	0.5823497205901241	0.8497929732824511	0.8307284466900761	0.6618432997141682	0.8028832443328885
BritoIL_2016__M2.38.ST__bin.58	0.8536283909297309	0.8273160308062146	0.8166415074486124	0.6465419902627756	0.8922365263281437	0.9273042943345218	0.7294775651273002	0.9141626836858996	0.8461105737515834	0.9147721708020867	0.7645097190126794	0.871895197354842	0.8922446204465524	0.909971549173793	0.8093648949990488	0.9269441060653276	1.0	0.8363895375425447	0.5347897350390339	0.9582642972484045	0.8550683345946668	0.8987085834078667	0.8537417085874549	0.6567073935724606	0.9030648379355142	0.8964195667218416	0.7593659067638501	0.8717632632247776
XieH_2016__YSZC12003_35520__bin.11	0.8035316634113804	0.7449561472138003	0.8523480707903566	0.655692578254197	0.8435014239192664	0.8669578935935599	0.7435546252984524	0.8480490066314568	0.7937578275673961	0.8556720831438762	0.7049575462812113	0.8956749794588676	0.8306662076743757	0.8454815952068442	0.7259411029437483	0.8579467949390577	0.634078214004542	1.0	0.4835950141655575	0.8432117924201228	0.8631804115835418	0.850814005646587	0.8060757570458078	0.5954535218147132	0.8399147796131333	0.8515577204282864	0.6926592528366398	0.8325169038638192
LiuW_2016__SRR3993043__bin.1	0.8880785514737403	0.9065406680745686	0.8675855907956072	0.651791812041724	0.9317456370605979	0.9545889762858168	0.765870118239005	0.9497667060834188	0.9210007279535279	0.9492176468536544	0.8576800222323983	0.9135051693701459	0.9341950262884609	0.9455069965672547	0.8900643906961463	0.9540759209399714	0.7433834424888586	0.8867014029138393	1.0	0.9298318056060297	0.904267922902183	0.9329652686283534	0.9106687383901538	0.6860956375669025	0.9367794300810199	0.9349983629484031	0.8653319726865535	0.9245021056646485
BritoIL_2016__M2.39.ST__bin.80	0.7941893257764012	0.742342591943339	0.7475662015413724	0.5995492976374327	0.8656124814796445	0.9042414250540575	0.6747640311466915	0.8789813419711302	0.7696606506509417	0.8929442220196551	0.688022296826214	0.8374512798499104	0.8371508496132888	0.8790337889953601	0.7205246298636777	0.9000393922758075	0.6749145313031775	0.7833681364945208	0.4711270580468842	1.0	0.8008780315947714	0.8764712958006465	0.7900876264358084	0.6114279785491671	0.8729590554062905	0.8730628093020498	0.6800309665473496	0.8448845053818057
VogtmannE_2016__MMRS65742083ST-27-0-0__bin.63	0.824160248797642	0.7772173797159426	0.83498598520491	0.6557155516585782	0.8721742330784037	0.8940075463802223	0.7417889990241643	0.8790505435598264	0.8136938341751759	0.8832222881636166	0.7263088934321333	0.9150985519394347	0.8597748291664669	0.8785915831518561	0.7553249059816179	0.8890231242562132	0.6578683686604148	0.876002847173657	0.5005016181935145	0.8748650986453506	1.0	0.866535309748456	0.8187716675084055	0.6171298720951449	0.8641390008612514	0.866798729358458	0.7140035234708118	0.8417526932008471
CosteaPI_2017__SID713A084-11-90-0__bin.49	0.8155133542680687	0.7275000326454697	0.7531389328735337	0.6002139271818671	0.8459400674597339	0.8922126077371466	0.6766520168938885	0.8526633309620422	0.7965534332530727	0.8727996243783877	0.7078446211904866	0.8298847416210434	0.8343585903288789	0.8683467823205762	0.7101292363174321	0.866633888722665	0.6303828831002637	0.7872014997612622	0.4707834401739124	0.8728904639460595	0.7900118488861082	1.0	0.8140587856907241	0.5904867127261124	0.8449788712843068	0.9878195494698092	0.7012945206140527	0.8702328388443618
LiuW_2016__SRR3992961__bin.125	0.868942243894794	0.7953849582730911	0.813205524536116	0.6503308799679365	0.8898227192469181	0.9141285714193957	0.7347301608507626	0.8967036609076059	0.866956257559048	0.9060407512577807	0.7858532515387862	0.872826221699534	0.8904752943171373	0.905619403574647	0.778702544593165	0.9086407747658983	0.6774756906151869	0.8437403855973599	0.5198736727708556	0.8901824062934955	0.8444848093241158	0.9209529908299072	1.0	0.6452939767192559	0.88895240505386	0.9242589001669334	0.8085520733710191	0.9092284777080742
CosteaPI_2017__SID713A056-11-0-0__bin.33	0.8679429427459788	0.8250538049100861	0.8266987790811057	0.6855799342884853	0.9674931765491923	0.9469463035305291	0.7664434014322906	0.9334218348676806	0.8514582201921672	0.9363383627041242	0.7701749829249757	0.8981287872228971	0.9104245537537505	0.9351437668946544	0.8040521809244212	0.9357681749531912	0.7095330669542091	0.8486221482960394	0.5332803373552558	0.9379562267213417	0.8666407808423913	0.9095474091000916	0.8785998567534454	1.0	0.9301030273296585	0.9079933851224723	0.7768825596882508	0.8981777604039588
CosteaPI_2017__SID713A087-11-0-0__bin.64	0.8131233246394125	0.7638564107594422	0.7706801752330105	0.6051844728558743	0.8798469776509598	0.9046494668331883	0.6830093694659458	0.8998540892665402	0.7900059029912576	0.9033701934557956	0.7076904123394121	0.8479725764892792	0.8537984960509515	0.8933216791587041	0.7412738199710281	0.9116921849884189	0.6514339130642948	0.7991943672267793	0.48613731256835	0.8940912283651866	0.8102086132291231	0.8689839556580843	0.80809556423196	0.6209859221540839	1.0	0.8691176633730193	0.6983688242654396	0.8453498033212062
CosteaPI_2017__SID713A084-11-0-0__bin.5	0.8191550187149754	0.7320311388860805	0.758863838486306	0.6041884075106656	0.8516459068380916	0.895835296792151	0.6809475095345561	0.858741204418482	0.8015407225642687	0.8802287265305982	0.7139890229086379	0.8354367332157828	0.8393550830307465	0.8721429889240931	0.7140649909152545	0.8718711034267284	0.6325878758488568	0.7926644607385347	0.47466866810948766	0.8747653131224165	0.7950411740883981	0.9938060371146552	0.8219321348666304	0.5930502411270224	0.8502305029253394	1.0	0.7066469721037483	0.875137727711244
LiuW_2016__SRR3992980__bin.94	0.8936159038389522	0.8508626910113899	0.8417592990083697	0.6787043041689882	0.912145416792257	0.9301162433132694	0.7665429031600035	0.924441846374932	0.9170487655617767	0.9245263343776355	0.8387611166421576	0.889699770740663	0.9166750393516193	0.9190574487972257	0.8342840136520433	0.9256383791699777	0.7140910765446081	0.8591874233138174	0.5854036699761607	0.9079621189286616	0.8726994145209759	0.9401939113835025	0.9581715882831124	0.6761719475474123	0.9104077040880015	0.9416629370160968	1.0	0.9322398606785224
LiuW_2016__SRR3992981__bin.61	0.838541977997805	0.7536056628992112	0.7802799170793174	0.6193443336338051	0.8719738613350038	0.9020057097632648	0.6991399489755661	0.8669042945166666	0.8243243566354478	0.8898377929899984	0.7381925299654976	0.8402001525472764	0.855455477953571	0.8720234750652152	0.734916230504195	0.8818410160891947	0.6438027071164021	0.8109854362780379	0.49117054928974657	0.8859069509433782	0.8079799201876474	0.9162293086834788	0.8461747216251307	0.613925677436632	0.8654445748880404	0.9158431584459306	0.7321151468925068	1.0
