query	target	avg_jacc_sim	jacc_SD	num_shared_SCPs	poss_shared_SCPs	AAI_estimate
e_coli_K12	GCF_000012305.1_ASM1230v1_genomic.fna	0.1026	N/A	78	79	45.82
e_coli_K12	GCF_000012325.1_ASM1232v1_genomic.fna	0.1964	N/A	78	78	52.21
e_coli_K12	GCF_000012345.1_ASM1234v1_genomic.fna	0.0362	N/A	75	76	38.56
e_coli_K12	GCF_000012485.1_ASM1248v1_genomic.fna	0.0346	N/A	76	78	38.29
e_coli_K12	GCF_000012565.1_ASM1256v1_genomic.fna	0.0292	N/A	74	75	37.33
e_coli_K12	GCF_000012665.1_ASM1266v1_genomic.fna	0.0528	N/A	76	79	40.89
e_coli_K12	GCF_000012685.1_ASM1268v1_genomic.fna	0.0465	N/A	57	61	40.06
e_coli_K12	GCF_000012725.1_ASM1272v1_genomic.fna	0.0531	N/A	77	78	40.93
e_coli_K12	GCF_000012765.1_ASM1276v1_genomic.fna	0.0257	N/A	65	65	36.64
e_coli_K12	GCF_000012805.1_ASM1280v1_genomic.fna	0.1054	N/A	79	80	46.05
e_coli_K12	GCF_000012865.1_ASM1286v1_genomic.fna	0.0482	N/A	78	80	40.29
e_coli_K12	GCF_000012885.1_ASM1288v1_genomic.fna	0.0583	N/A	76	79	41.55
e_coli_K12	GCF_000012925.1_ASM1292v1_genomic.fna	0.0558	N/A	72	74	41.26
e_coli_K12	GCF_000012945.1_ASM1294v1_genomic.fna	0.0968	N/A	78	79	45.34
e_coli_K12	GCF_000012965.1_ASM1296v1_genomic.fna	0.038	N/A	76	77	38.84
e_coli_K12	GCF_000012985.1_ASM1298v1_genomic.fna	0.1478	N/A	78	80	49.16
e_coli_K12	GCF_000013025.1_ASM1302v1_genomic.fna	0.049	N/A	77	78	40.4
e_coli_K12	GCF_000013165.1_ASM1316v1_genomic.fna	0.025	N/A	72	72	36.51
e_coli_K12	GCF_000013325.1_ASM1332v1_genomic.fna	0.0518	N/A	76	77	40.76
e_coli_K12	GCF_000013345.1_ASM1334v1_genomic.fna	0.0402	N/A	76	77	39.17
e_coli_K12	GCF_000013405.1_ASM1340v1_genomic.fna	0.0477	N/A	74	77	40.23
e_coli_K12	GCF_000013425.1_ASM1342v1_genomic.fna	0.0416	N/A	77	79	39.38
e_coli_K12	GCF_000013605.1_ASM1360v1_genomic.fna	0.0802	N/A	77	79	43.84
e_coli_K12	GCF_000013645.1_ASM1364v1_genomic.fna	0.094	N/A	77	79	45.09
e_coli_K12	GCF_000013665.1_ASM1366v1_genomic.fna	0.1424	N/A	79	80	48.79
e_coli_K12	GCF_000013705.1_ASM1370v1_genomic.fna	0.1049	N/A	77	78	46.0
e_coli_K12	GCF_000013765.1_ASM1376v1_genomic.fna	0.2345	N/A	78	78	54.37
e_coli_K12	GCF_000013885.1_ASM1388v1_genomic.fna	0.0533	N/A	77	78	40.95
e_coli_K12	GCF_000013985.1_ASM1398v1_genomic.fna	0.0516	N/A	77	78	40.74
e_coli_K12	GCF_000014005.1_ASM1400v1_genomic.fna	0.0417	N/A	77	78	39.4
e_coli_K12	GCF_000014145.1_ASM1414v1_genomic.fna	0.0355	N/A	76	78	38.43
e_coli_K12	GCF_000014185.1_ASM1418v1_genomic.fna	0.0339	N/A	63	64	38.17
e_coli_K12	GCF_000014705.1_ASM1470v1_genomic.fna	0.2295	N/A	78	78	54.09
e_coli_K12	GCF_000014725.1_ASM1472v1_genomic.fna	0.0454	N/A	75	77	39.92
e_coli_K12	GCF_000014765.1_ASM1476v1_genomic.fna	0.0875	N/A	77	78	44.52
e_coli_K12	GCF_000014785.1_ASM1478v1_genomic.fna	0.1218	N/A	79	80	47.32
e_coli_K12	GCF_000014865.1_ASM1486v1_genomic.fna	0.0608	N/A	76	77	41.84
e_coli_K12	GCF_000014885.1_ASM1488v1_genomic.fna	0.2231	N/A	78	79	53.74
e_coli_K12	GCF_000014965.1_ASM1496v1_genomic.fna	0.051	N/A	76	79	40.66
e_coli_K12	GCF_000015025.1_ASM1502v1_genomic.fna	0.0395	N/A	75	76	39.07
e_coli_K12	GCF_000015045.1_ASM1504v1_genomic.fna	0.0493	N/A	69	71	40.45
e_coli_K12	GCF_000015085.1_ASM1508v1_genomic.fna	0.0365	N/A	76	77	38.59
e_coli_K12	GCF_000015105.1_ASM1510v1_genomic.fna	0.0897	N/A	75	76	44.72
e_coli_K12	GCF_000015125.1_ASM1512v1_genomic.fna	0.0367	N/A	75	77	38.63
e_coli_K12	GCF_000015245.1_ASM1524v1_genomic.fna	0.245	N/A	78	78	54.95
e_coli_K12	GCF_000015285.1_ASM1528v1_genomic.fna	0.1978	N/A	79	79	52.29
e_coli_K12	GCF_000015305.1_ASM1530v1_genomic.fna	0.0392	N/A	76	77	39.02
e_coli_K12	GCF_000015345.1_ASM1534v1_genomic.fna	0.0974	N/A	74	76	45.38
e_coli_K12	GCF_000015485.1_ASM1548v1_genomic.fna	0.0517	N/A	76	78	40.75
e_coli_K12	GCF_000015505.1_ASM1550v1_genomic.fna	0.0792	N/A	78	79	43.75
e_coli_K12	GCF_000015565.1_ASM1556v1_genomic.fna	0.0789	N/A	78	79	43.73
e_coli_K12	GCF_000015585.1_ASM1558v1_genomic.fna	0.1057	N/A	79	80	46.07
e_coli_K12	GCF_000015725.1_ASM1572v1_genomic.fna	0.0867	N/A	77	78	44.45
e_coli_K12	GCF_000016065.1_ASM1606v1_genomic.fna	0.2375	N/A	76	76	54.54
e_coli_K12	GCF_000016165.1_ASM1616v1_genomic.fna	0.0519	N/A	76	78	40.77
e_coli_K12	GCF_000016185.1_ASM1618v1_genomic.fna	0.057	N/A	76	77	41.4
e_coli_K12	GCF_000016345.1_ASM1634v1_genomic.fna	0.0845	N/A	77	78	44.25
e_coli_K12	GCF_000016425.1_ASM1642v1_genomic.fna	0.0398	N/A	77	79	39.11
e_coli_K12	GCF_000016545.1_ASM1654v1_genomic.fna	0.0406	N/A	76	79	39.23
e_coli_K12	GCF_000016645.1_ASM1664v1_genomic.fna	0.0327	N/A	77	79	37.96
e_coli_K12	GCF_000016745.1_ASM1674v1_genomic.fna	0.0535	N/A	72	79	40.97
e_coli_K12	GCF_000016785.1_ASM1678v1_genomic.fna	0.0325	N/A	76	79	37.93
e_coli_K12	GCF_000016845.1_ASM1684v1_genomic.fna	0.0552	N/A	77	78	41.18
e_coli_K12	GCF_000016985.1_ASM1698v1_genomic.fna	0.0436	N/A	76	77	39.67
e_coli_K12	GCF_000017265.1_ASM1726v1_genomic.fna	0.0516	N/A	60	61	40.74
e_coli_K12	GCF_000017305.1_ASM1730v1_genomic.fna	0.0391	N/A	77	79	39.0
e_coli_K12	GCF_000017445.4_ASM1744v3_genomic.fna	0.0335	N/A	70	71	38.11
e_coli_K12	GCF_000017545.1_ASM1754v1_genomic.fna	0.0336	N/A	76	80	38.12
e_coli_K12	GCF_000017565.1_ASM1756v1_genomic.fna	0.0565	N/A	77	78	41.34
e_coli_K12	GCF_000017585.1_ASM1758v1_genomic.fna	0.0351	N/A	75	77	38.37
e_coli_K12	GCF_000017685.1_ASM1768v1_genomic.fna	0.0387	N/A	73	75	38.94
e_coli_K12	GCF_000017805.1_ASM1780v1_genomic.fna	0.0415	N/A	75	78	39.36
e_coli_K12	GCF_000017845.1_ASM1784v1_genomic.fna	0.0396	N/A	76	79	39.08
e_coli_K12	GCF_000017865.1_ASM1786v1_genomic.fna	0.0304	N/A	74	78	37.55
e_coli_K12	GCF_000018025.1_ASM1802v1_genomic.fna	0.2266	N/A	78	78	53.94
e_coli_K12	GCF_000018045.1_ASM1804v1_genomic.fna	0.821	N/A	76	76	87.93
e_coli_K12	GCF_000018105.1_ASM1810v1_genomic.fna	0.0408	N/A	77	80	39.26
e_coli_K12	GCF_000018145.1_ASM1814v1_genomic.fna	0.0516	N/A	77	78	40.74
e_coli_K12	GCF_000018205.1_ASM1820v1_genomic.fna	0.0329	N/A	69	70	38.01
e_coli_K12	GCF_000018285.1_ASM1828v1_genomic.fna	0.2277	N/A	78	79	54.0
e_coli_K12	GCF_000018325.1_ASM1832v1_genomic.fna	0.045	N/A	75	76	39.87
e_coli_K12	GCF_000018405.1_ASM1840v1_genomic.fna	0.05	N/A	76	78	40.54
e_coli_K12	GCF_000018525.1_ASM1852v1_genomic.fna	0.0555	N/A	77	78	41.22
e_coli_K12	GCF_000018605.1_ASM1860v1_genomic.fna	0.0278	N/A	75	78	37.06
e_coli_K12	GCF_000018685.1_ASM1868v1_genomic.fna	0.0415	N/A	77	80	39.37
e_coli_K12	GCF_000018865.1_ASM1886v1_genomic.fna	0.041	N/A	76	79	39.29
e_coli_K12	GCF_000018885.1_ASM1888v1_genomic.fna	0.0381	N/A	77	78	38.85
e_coli_K12	GCF_000018945.1_ASM1894v1_genomic.fna	0.0328	N/A	76	80	37.98
e_coli_K12	GCF_000019085.1_ASM1908v1_genomic.fna	0.0463	N/A	74	80	40.05
e_coli_K12	GCF_000019165.1_ASM1916v1_genomic.fna	0.0512	N/A	76	78	40.68
e_coli_K12	GCF_000019185.1_ASM1918v1_genomic.fna	0.2254	N/A	79	79	53.87
e_coli_K12	GCF_000019205.1_ASM1920v1_genomic.fna	0.0351	N/A	76	77	38.37
e_coli_K12	GCF_000019245.4_ASM1924v3_genomic.fna	0.0383	N/A	76	78	38.88
e_coli_K12	GCF_000019345.1_ASM1934v1_genomic.fna	0.0246	N/A	58	58	36.41
e_coli_K12	GCF_000019525.1_ASM1952v1_genomic.fna	0.2238	N/A	79	79	53.78
e_coli_K12	GCF_000019665.1_ASM1966v1_genomic.fna	0.0319	N/A	76	78	37.82
e_coli_K12	GCF_000019705.1_ASM1970v1_genomic.fna	0.0322	N/A	68	72	37.88
e_coli_K12	GCF_000019725.1_ASM1972v1_genomic.fna	0.0535	N/A	77	79	40.98
e_coli_K12	GCF_000019785.1_ASM1978v1_genomic.fna	0.0873	N/A	76	78	44.5
e_coli_K12	GCF_000019845.1_ASM1984v1_genomic.fna	0.0527	N/A	76	78	40.88
e_coli_K12	GCF_000019905.1_ASM1990v1_genomic.fna	0.0484	N/A	78	79	40.32
e_coli_K12	GCF_000019945.1_ASM1994v1_genomic.fna	0.0541	N/A	77	79	41.05
e_coli_K12	GCF_000019965.1_ASM1996v1_genomic.fna	0.034	N/A	76	77	38.18
e_coli_K12	GCF_000020005.1_ASM2000v1_genomic.fna	0.0458	N/A	77	79	39.98
e_coli_K12	GCF_000020025.1_ASM2002v1_genomic.fna	0.0401	N/A	77	80	39.16
e_coli_K12	GCF_000020045.1_ASM2004v1_genomic.fna	0.0944	N/A	77	79	45.13
e_coli_K12	GCF_000020125.1_ASM2012v1_genomic.fna	0.0942	N/A	77	79	45.11
e_coli_K12	GCF_000020145.1_ASM2014v1_genomic.fna	0.0292	N/A	73	73	37.33
e_coli_K12	GCF_000020305.1_ASM2030v1_genomic.fna	0.0282	N/A	74	74	37.13
e_coli_K12	GCF_000020365.1_ASM2036v1_genomic.fna	0.0497	N/A	76	78	40.49
e_coli_K12	GCF_000020385.1_ASM2038v1_genomic.fna	0.0557	N/A	74	75	41.25
e_coli_K12	GCF_000020465.1_ASM2046v1_genomic.fna	0.0352	N/A	75	77	38.39
e_coli_K12	GCF_000020485.1_ASM2048v1_genomic.fna	0.0493	N/A	76	80	40.44
e_coli_K12	GCF_000020505.1_ASM2050v1_genomic.fna	0.0367	N/A	76	79	38.64
e_coli_K12	GCF_000020525.1_ASM2052v1_genomic.fna	0.0347	N/A	76	78	38.31
e_coli_K12	GCF_000020565.1_ASM2056v1_genomic.fna	0.0277	N/A	70	70	37.06
e_coli_K12	GCF_000020625.1_ASM2062v1_genomic.fna	0.0374	N/A	74	76	38.74
e_coli_K12	GCF_000020645.1_ASM2064v1_genomic.fna	0.0372	N/A	73	75	38.71
e_coli_K12	GCF_000020685.1_ASM2068v1_genomic.fna	0.0389	N/A	75	80	38.97
e_coli_K12	GCF_000020725.1_ASM2072v1_genomic.fna	0.0548	N/A	76	78	41.13
e_coli_K12	GCF_000020945.1_ASM2094v1_genomic.fna	0.0327	N/A	71	76	37.97
e_coli_K12	GCF_000020965.1_ASM2096v1_genomic.fna	0.0349	N/A	74	80	38.33
e_coli_K12	GCF_000020985.1_ASM2098v1_genomic.fna	0.0432	N/A	76	79	39.61
e_coli_K12	GCF_000021005.1_ASM2100v1_genomic.fna	0.0533	N/A	77	78	40.95
e_coli_K12	GCF_000021045.1_ASM2104v1_genomic.fna	0.1486	N/A	79	80	49.21
e_coli_K12	GCF_000021265.1_ASM2126v1_genomic.fna	0.0249	N/A	57	57	36.47
e_coli_K12	GCF_000021285.1_ASM2128v1_genomic.fna	0.0357	N/A	76	80	38.48
e_coli_K12	GCF_000021325.1_ASM2132v1_genomic.fna	0.0506	N/A	77	78	40.61
e_coli_K12	GCF_000021545.1_ASM2154v1_genomic.fna	0.0374	N/A	73	74	38.74
e_coli_K12	GCF_000021565.1_ASM2156v1_genomic.fna	0.0352	N/A	77	80	38.38
e_coli_K12	GCF_000021645.1_ASM2164v1_genomic.fna	0.0334	N/A	74	80	38.09
e_coli_K12	GCF_000021685.1_ASM2168v1_genomic.fna	0.0387	N/A	76	79	38.94
e_coli_K12	GCF_000021705.1_ASM2170v1_genomic.fna	0.234	N/A	76	76	54.34
e_coli_K12	GCF_000021725.1_ASM2172v1_genomic.fna	0.0385	N/A	75	80	38.91
e_coli_K12	GCF_000021745.1_ASM2174v1_genomic.fna	0.0517	N/A	77	79	40.75
e_coli_K12	GCF_000021805.1_ASM2180v1_genomic.fna	0.0399	N/A	76	80	39.13
e_coli_K12	GCF_000021825.1_ASM2182v1_genomic.fna	0.039	N/A	77	80	38.99
e_coli_K12	GCF_000021865.1_ASM2186v1_genomic.fna	0.0521	N/A	77	78	40.79
e_coli_K12	GCF_000021905.1_ASM2190v1_genomic.fna	0.0517	N/A	77	79	40.75
e_coli_K12	GCF_000021925.1_ASM2192v1_genomic.fna	0.0473	N/A	77	79	40.18
e_coli_K12	GCF_000021945.1_ASM2194v1_genomic.fna	0.0399	N/A	76	80	39.13
e_coli_K12	GCF_000021985.1_ASM2198v1_genomic.fna	0.1285	N/A	79	80	47.82
e_coli_K12	GCF_000022005.1_ASM2200v1_genomic.fna	0.0506	N/A	77	78	40.61
e_coli_K12	GCF_000022025.1_ASM2202v1_genomic.fna	0.038	N/A	77	79	38.83
e_coli_K12	GCF_000022065.1_ASM2206v1_genomic.fna	0.045	N/A	74	76	39.86
e_coli_K12	GCF_000022085.1_ASM2208v1_genomic.fna	0.0556	N/A	78	80	41.23
e_coli_K12	GCF_000022145.1_ASM2214v1_genomic.fna	0.048	N/A	77	80	40.27
e_coli_K12	GCF_000022265.1_ASM2226v1_genomic.fna	0.0549	N/A	76	80	41.14
e_coli_K12	GCF_000022325.1_ASM2232v1_genomic.fna	0.0395	N/A	76	78	39.06
e_coli_K12	GCF_000022525.1_ASM2252v1_genomic.fna	0.0259	N/A	72	72	36.68
e_coli_K12	GCF_000022565.1_ASM2256v1_genomic.fna	0.0437	N/A	75	77	39.69
e_coli_K12	GCF_000022725.1_ASM2272v1_genomic.fna	0.0507	N/A	77	78	40.62
e_coli_K12	GCF_000022745.1_ASM2274v1_genomic.fna	0.0554	N/A	77	78	41.2
e_coli_K12	GCF_000022905.1_ASM2290v1_genomic.fna	0.0407	N/A	77	78	39.24
e_coli_K12	GCF_000023065.1_ASM2306v1_genomic.fna	0.2604	N/A	79	79	55.77
e_coli_K12	GCF_000023105.1_ASM2310v1_genomic.fna	0.0371	N/A	76	77	38.7
e_coli_K12	GCF_000023125.1_ASM2312v1_genomic.fna	0.0327	N/A	75	77	37.97
e_coli_K12	GCF_000023145.1_ASM2314v1_genomic.fna	0.0402	N/A	76	78	39.18
e_coli_K12	GCF_000023225.1_ASM2322v1_genomic.fna	0.0442	N/A	74	77	39.75
e_coli_K12	GCF_000023245.1_ASM2324v1_genomic.fna	0.0421	N/A	77	79	39.45
e_coli_K12	GCF_000023265.1_ASM2326v1_genomic.fna	0.0395	N/A	74	75	39.06
e_coli_K12	GCF_000023285.1_ASM2328v1_genomic.fna	0.0339	N/A	74	75	38.17
e_coli_K12	GCF_000023325.1_ASM2332v1_genomic.fna	0.0307	N/A	74	76	37.61
e_coli_K12	GCF_000023405.1_ASM2340v1_genomic.fna	0.0354	N/A	77	77	38.42
e_coli_K12	GCF_000023445.1_ASM2344v1_genomic.fna	0.0527	N/A	76	79	40.88
e_coli_K12	GCF_000023465.1_ASM2346v1_genomic.fna	0.0345	N/A	75	77	38.27
e_coli_K12	GCF_000023545.1_ASM2354v1_genomic.fna	0.5262	N/A	78	78	69.07
e_coli_K12	GCF_000023565.1_ASM2356v1_genomic.fna	0.5353	N/A	80	80	69.54
e_coli_K12	GCF_000023685.1_ASM2368v1_genomic.fna	0.0265	N/A	64	64	36.81
e_coli_K12	GCF_000023705.1_ASM2370v1_genomic.fna	0.0978	N/A	77	78	45.42
e_coli_K12	GCF_000023745.1_ASM2374v1_genomic.fna	0.1052	N/A	76	77	46.03
e_coli_K12	GCF_000023785.1_ASM2378v1_genomic.fna	0.0506	N/A	77	79	40.61
e_coli_K12	GCF_000023825.1_ASM2382v1_genomic.fna	0.0389	N/A	77	78	38.97
e_coli_K12	GCF_000023845.1_ASM2384v1_genomic.fna	0.0428	N/A	75	75	39.56
e_coli_K12	GCF_000023865.1_ASM2386v1_genomic.fna	0.0436	N/A	76	78	39.67
e_coli_K12	GCF_000023905.1_ASM2390v1_genomic.fna	0.0371	N/A	75	80	38.7
e_coli_K12	GCF_000024005.1_ASM2400v1_genomic.fna	0.039	N/A	77	78	38.99
e_coli_K12	GCF_000024025.1_ASM2402v1_genomic.fna	0.0385	N/A	77	79	38.91
e_coli_K12	GCF_000024085.1_ASM2408v1_genomic.fna	0.1594	N/A	78	80	49.93
e_coli_K12	GCF_000024125.1_ASM2412v1_genomic.fna	0.0355	N/A	74	76	38.43
e_coli_K12	GCF_000024205.1_ASM2420v1_genomic.fna	0.0497	N/A	77	80	40.49
e_coli_K12	GCF_000024225.1_ASM2422v1_genomic.fna	0.0404	N/A	75	76	39.2
e_coli_K12	GCF_000024285.1_ASM2428v1_genomic.fna	0.0439	N/A	77	79	39.7
e_coli_K12	GCF_000024325.1_ASM2432v1_genomic.fna	0.045	N/A	77	80	39.87
e_coli_K12	GCF_000024345.1_ASM2434v1_genomic.fna	0.0403	N/A	77	79	39.19
e_coli_K12	GCF_000024365.1_ASM2436v1_genomic.fna	0.0404	N/A	78	80	39.19
e_coli_K12	GCF_000024385.1_ASM2438v1_genomic.fna	0.0426	N/A	77	80	39.52
e_coli_K12	GCF_000024405.1_ASM2440v1_genomic.fna	0.0373	N/A	77	79	38.73
e_coli_K12	GCF_000024465.1_ASM2446v1_genomic.fna	0.054	N/A	76	77	41.04
e_coli_K12	GCF_000024505.1_ASM2450v1_genomic.fna	0.0276	N/A	74	74	37.03
e_coli_K12	GCF_000024545.1_ASM2454v1_genomic.fna	0.0403	N/A	76	80	39.19
e_coli_K12	GCF_000024565.1_ASM2456v1_genomic.fna	0.036	N/A	73	79	38.51
e_coli_K12	GCF_000024605.1_ASM2460v1_genomic.fna	0.0493	N/A	76	78	40.44
e_coli_K12	GCF_000024725.1_ASM2472v1_genomic.fna	0.1147	N/A	79	80	46.78
e_coli_K12	GCF_000024765.1_ASM2476v1_genomic.fna	0.113	N/A	78	79	46.65
e_coli_K12	GCF_000024785.1_ASM2478v1_genomic.fna	0.0412	N/A	76	78	39.32
e_coli_K12	GCF_000024805.1_ASM2480v1_genomic.fna	0.0465	N/A	77	79	40.07
e_coli_K12	GCF_000024825.1_ASM2482v1_genomic.fna	0.2781	N/A	79	80	56.7
e_coli_K12	GCF_000024845.1_ASM2484v1_genomic.fna	0.0404	N/A	78	80	39.2
e_coli_K12	GCF_000024865.1_ASM2486v1_genomic.fna	0.0401	N/A	76	78	39.16
e_coli_K12	GCF_000024885.1_ASM2488v1_genomic.fna	0.0399	N/A	75	76	39.13
e_coli_K12	GCF_000024905.1_ASM2490v1_genomic.fna	0.0427	N/A	72	79	39.53
e_coli_K12	GCF_000024925.1_ASM2492v1_genomic.fna	0.0398	N/A	76	78	39.12
e_coli_K12	GCF_000024965.1_ASM2496v1_genomic.fna	0.0394	N/A	76	77	39.05
e_coli_K12	GCF_000024985.1_ASM2498v1_genomic.fna	0.0417	N/A	74	77	39.39
e_coli_K12	GCF_000025005.1_ASM2500v1_genomic.fna	0.0392	N/A	73	76	39.03
e_coli_K12	GCF_000025065.1_ASM2506v1_genomic.fna	0.5363	N/A	80	80	69.59
e_coli_K12	GCF_000025105.1_ASM2510v1_genomic.fna	0.0326	N/A	76	80	37.94
e_coli_K12	GCF_000025125.1_ASM2512v1_genomic.fna	0.0371	N/A	68	68	38.7
e_coli_K12	GCF_000025185.1_ASM2518v1_genomic.fna	0.0291	N/A	78	80	37.31
e_coli_K12	GCF_000025225.2_ASM2522v1_genomic.fna	0.0403	N/A	72	77	39.18
e_coli_K12	GCF_000025265.1_ASM2526v1_genomic.fna	0.0108	N/A	4	4	32.53
e_coli_K12	GCF_000025305.1_ASM2530v1_genomic.fna	0.0435	N/A	74	80	39.66
e_coli_K12	GCF_000025345.1_ASM2534v1_genomic.fna	0.0389	N/A	77	79	38.97
