Ref_file	Query_file	AAI	Align_fraction_query	Align_fraction_reference	AAI_95_percentile	AAI_5_percentile	Ref_name	Query_name
references/refseq_all/GCF_019047765.1_ASM1904776v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8906	0.7783	0.7201	0.8793	0.9019	NZ_CP077262.1 Citrobacter pasteurii strain FDAARGOS 1424 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004684345.1_ASM468434v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8904	0.7757	0.7287	0.8791	0.9018	NZ_CP038469.1 Citrobacter tructae strain SNU WT2 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001558935.2_ASM155893v2_genomic.fna.gz	data/e.coli-K12.fasta	0.8892	0.8174	0.7471	0.8770	0.9013	NZ_CP014070.2 Citrobacter amalonaticus strain FDAARGOS_165 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003812345.1_ASM381234v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8886	0.8132	0.7406	0.8772	0.9000	NZ_CP033744.1 Citrobacter freundii strain FDAARGOS_549 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_018128425.1_ASM1812842v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8885	0.7915	0.7403	0.8764	0.9006	NZ_CP071070.1 Citrobacter sedlakii strain 3347689II chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_008693645.1_ASM869364v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8878	0.8024	0.7383	0.8768	0.8988	NZ_CP044101.1 Citrobacter werkmanii strain FDAARGOS_616 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004353845.1_ASM435384v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8828	0.8130	0.7034	0.8710	0.8947	NZ_CP037864.1 Citrobacter arsenatis strain LY-1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_021278985.1_ASM2127898v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8717	0.7982	0.6892	0.8610	0.8824	NZ_CP082833.1 Citrobacter rodentium NBRC 105723 = DSM 16636 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_021172065.1_ASM2117206v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8581	0.7521	0.6968	0.8462	0.8699	NZ_CP087880.1 Pseudocitrobacter corydidari isolate G163CM chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009176645.1_ASM917664v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8559	0.7224	0.7497	0.8448	0.8670	NZ_AP019007.1 Enterobacter oligotrophicus strain CCA6 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009036245.1_ASM903624v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8539	0.7117	0.7018	0.8424	0.8653	NZ_CP027986.1 Enterobacter sichuanensis strain SGAir0282 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_019665745.1_ASM1966574v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8531	0.7191	0.7054	0.8420	0.8641	NZ_CP081105.1 Enterobacter cancerogenus strain JY65 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_007035805.1_ASM703580v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8530	0.6968	0.6790	0.8403	0.8657	NZ_AP019630.1 Enterobacter asburiae strain 17Nkhm-UP2 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_019048625.1_ASM1904862v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8519	0.7085	0.6912	0.8398	0.8639	NZ_CP077392.1 Enterobacter hormaechei strain FDAARGOS 1435 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001518835.1_ASM151883v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8505	0.7210	0.6973	0.8395	0.8615	NZ_CP013990.1 Leclercia adecarboxylata strain USDA-ARS-USMARC-60222 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001461805.1_ASM146180v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8502	0.7392	0.7303	0.8391	0.8614	NZ_CP012871.1 [Enterobacter] lignolyticus strain G5 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003594935.2_ASM359493v2_genomic.fna.gz	data/e.coli-K12.fasta	0.8499	0.7283	0.6717	0.8375	0.8623	NZ_CP043342.1 Enterobacter huaxiensis strain 090008 = WCHEHu090008 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_015137655.1_ASM1513765v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8497	0.6922	0.6938	0.8379	0.8615	NZ_AP022508.1 Enterobacter bugandensis strain STN0717-56 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001729805.1_ASM172980v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8493	0.7096	0.6728	0.8371	0.8615	NZ_CP017184.1 Enterobacter roggenkampii strain DSM 16690 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_017348915.1_ASM1734891v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8479	0.7072	0.7476	0.8366	0.8593	NZ_CP071383.1 Leclercia pneumoniae strain 49125 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_902164725.1_25426_7_251_genomic.fna.gz	data/e.coli-K12.fasta	0.8474	0.6259	0.6612	0.8371	0.8577	NZ_LR607338.1 Pseudescherichia vulneris strain 4928STDY7071515 chromosome 1	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001750725.1_ASM175072v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8466	0.7049	0.6613	0.8332	0.8600	NZ_CP017279.1 Enterobacter ludwigii strain EN-119 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022014715.1_ASM2201471v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8462	0.7069	0.6781	0.8337	0.8587	NZ_CP091779.1 Enterobacter mori strain ACYC.E9L chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000224675.1_ASM22467v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8449	0.7270	0.6739	0.8330	0.8569	NC_015968.1 Enterobacter soli, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009648975.1_ASM964897v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8440	0.7137	0.5990	0.8320	0.8560	NZ_CP045783.1 Klebsiella variicola strain LEMB11 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001658025.2_ASM165802v2_genomic.fna.gz	data/e.coli-K12.fasta	0.8433	0.6829	0.5858	0.8317	0.8548	NZ_CP014007.2 Kosakonia oryzae strain Ola 51 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_902164675.1_25426_7_101_genomic.fna.gz	data/e.coli-K12.fasta	0.8428	0.7169	0.5461	0.8311	0.8545	NZ_LR607336.1 Klebsiella grimontii strain 4928STDY7071328 chromosome 1	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009649915.1_ASM964991v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8425	0.7061	0.6643	0.8305	0.8544	NZ_CP045845.1 Kluyvera intermedia strain N2-1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_019355955.1_ASM1935595v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8415	0.7154	0.7227	0.8292	0.8538	NZ_CP079896.1 Lelliottia amnigena strain FDAARGOS_1445 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001683395.1_ASM168339v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8399	0.6963	0.6599	0.8282	0.8516	NZ_CP016337.1 Kosakonia sacchari strain BO-1 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009363135.1_ASM936313v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8389	0.6558	0.5886	0.8264	0.8514	NZ_CP045300.1 Kosakonia arachidis strain KACC 18508 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001984825.2_ASM198482v2_genomic.fna.gz	data/e.coli-K12.fasta	0.8375	0.7321	0.6519	0.8246	0.8504	NZ_CP043318.1 Enterobacter chengduensis strain WCHECl-C4 = WCHECh050004 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022637595.1_ASM2263759v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8364	0.7083	0.5828	0.8250	0.8479	NZ_CP093334.1 Raoultella planticola strain A2-F21 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_007632255.1_ASM763225v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8341	0.7299	0.6461	0.8217	0.8465	NZ_CP041925.1 Klebsiella aerogenes strain Ka37751 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_008330085.1_ASM833008v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8319	0.6704	0.5394	0.8188	0.8451	NZ_CP040392.1 Kosakonia radicincitans strain DSM 107547 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_012029655.1_ASM1202965v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8319	0.7152	0.5935	0.8205	0.8432	NZ_CP050508.1 Raoultella terrigena strain JH01 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_015167415.1_ASM1516741v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8318	0.6902	0.6410	0.8189	0.8447	NZ_CP063425.1 Kosakonia pseudosacchari strain BDA62-3 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_011068345.1_ASM1106834v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8315	0.6632	0.6873	0.8196	0.8434	NZ_CP049608.1 Atlantibacter hermannii strain 78-1320 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_012923785.1_ASM1292378v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8313	0.7060	0.5935	0.8173	0.8453	NZ_CP051548.1 Phytobacter diazotrophicus strain UAEU22 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003812925.1_ASM381292v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8289	0.7457	0.5893	0.8159	0.8419	NZ_CP033844.1 Klebsiella oxytoca strain FDAARGOS_500 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004089895.1_ASM408989v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8279	0.6633	0.6577	0.8158	0.8401	NZ_CP035129.1 Kosakonia cowanii strain FBS 223 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020526085.1_ASM2052608v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8278	0.7119	0.6076	0.8151	0.8405	NZ_CP084874.1 Klebsiella africana strain 200023 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003935895.2_ASM393589v2_genomic.fna.gz	data/e.coli-K12.fasta	0.8265	0.7021	0.6920	0.8158	0.8372	NZ_CP054058.1 Scandinavium goeteborgense strain CCUG 66741 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_024224615.1_ASM2422461v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8247	0.6709	0.6523	0.8125	0.8369	NZ_CP100494.1 Atlantibacter subterranea strain LH84-a chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_023195735.1_ASM2319573v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8244	0.7325	0.6723	0.8116	0.8373	NZ_CP096201.1 Kluyvera ascorbata strain SK chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003261575.2_ASM326157v2_genomic.fna.gz	data/e.coli-K12.fasta	0.8228	0.7973	0.5879	0.8099	0.8358	NZ_CP036175.1 Klebsiella huaxiensis strain WCHKl090001 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001022135.1_ASM102213v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8212	0.7232	0.5449	0.8074	0.8350	NZ_CP011602.1 Phytobacter ursingii strain CAV1151 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_016415705.1_ASM1641570v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8207	0.7076	0.6099	0.8076	0.8338	NZ_CP065838.1 Klebsiella quasipneumoniae strain KqPF26 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_013234275.1_ASM1323427v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8192	0.6564	0.6679	0.8069	0.8315	NZ_AP023184.1 Buttiauxella agrestis strain DSM 9389 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020525665.1_ASM2052566v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8187	0.7308	0.5786	0.8055	0.8320	NZ_CP084768.1 Klebsiella quasivariicola strain 08A119 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_006711645.1_ASM671164v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8182	0.7078	0.5685	0.8048	0.8317	NZ_CP041247.1 Raoultella electrica strain DSM 102253 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_015139575.1_ASM1513957v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8181	0.7436	0.5719	0.8053	0.8310	NZ_AP022547.1 Klebsiella michiganensis strain THO-011 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003019925.1_ASM301992v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8168	0.7067	0.6072	0.8054	0.8281	NZ_CP020388.1 Pluralibacter gergoviae strain FDAARGOS_186 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001277235.1_ASM127723v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8116	0.6314	0.6338	0.8004	0.8227	NZ_CP012266.1 Cronobacter dublinensis subsp. dublinensis LMG 23823 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001277175.1_ASM127717v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8107	0.6420	0.6723	0.7993	0.8221	NZ_CP012257.1 Cronobacter universalis NCTC 9529 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001277255.1_ASM127725v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8102	0.6468	0.6680	0.7987	0.8217	NZ_CP012264.1 Cronobacter condimenti 1330 strain LMG 26250 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003516125.1_ASM351612v3_genomic.fna.gz	data/e.coli-K12.fasta	0.8087	0.6449	0.6752	0.7970	0.8203	NZ_CP027107.1 Cronobacter sakazakii strain CS-931 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022637515.1_ASM2263751v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8072	0.6900	0.6065	0.7956	0.8188	NZ_CP093332.1 Buttiauxella ferragutiae strain H4-C11 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001277215.2_ASM127721v2_genomic.fna.gz	data/e.coli-K12.fasta	0.8069	0.6513	0.6764	0.7953	0.8184	NZ_CP013940.1 Cronobacter malonaticus LMG 23826 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_900635955.1_36672_A01_genomic.fna.gz	data/e.coli-K12.fasta	0.8056	0.6367	0.6191	0.7936	0.8176	NZ_LR134201.1 Cedecea lapagei strain NCTC11466 chromosome 1, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001277195.1_ASM127719v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8035	0.6347	0.6758	0.7916	0.8154	NZ_CP012268.1 Cronobacter muytjensii ATCC 51329 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002393445.1_ASM239344v1_genomic.fna.gz	data/e.coli-K12.fasta	0.8027	0.6299	0.5351	0.7896	0.8158	NZ_CP023525.1 Cedecea neteri strain FDAARGOS_392 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000262305.1_ASM26230v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7920	0.5963	0.6662	0.7806	0.8033	NC_017910.1 Shimwellia blattae DSM 4481 = NBRC 105725, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_005671395.1_ASM567139v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7752	0.6152	0.5515	0.7634	0.7871	NZ_CP040428.1 Jejubacter calystegiae strain KSNA2 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_022647505.1_ASM2264750v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7623	0.4960	0.5611	0.7509	0.7737	NZ_CP071409.1 [Pantoea] beijingensis strain JZB2120001 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020150375.1_ASM2015037v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7510	0.5598	0.5259	0.7398	0.7621	NZ_CP083737.1 Hafnia paralvei strain AVS0177 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002101395.1_ASM210139v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7496	0.5188	0.5585	0.7376	0.7615	NZ_CP019706.1 Pantoea alhagi strain LTYR-11Z chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009914055.1_ASM991405v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7489	0.5319	0.5165	0.7375	0.7604	NZ_CP028271.1 Mixta intestinalis strain SRCM103226 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_003600645.1_ASM360064v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7488	0.4986	0.5207	0.7383	0.7593	NZ_CP032482.1 Yersinia rochesterensis strain ATCC BAA-2637 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_004124235.1_ASM412423v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7481	0.5067	0.4902	0.7371	0.7591	NZ_CP032487.1 Yersinia hibernica strain CFS1934 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000834455.1_ASM83445v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7477	0.5031	0.5347	0.7368	0.7585	NZ_CP009787.1 Yersinia rohdei strain YRA chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_017498685.1_ASM1749868v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7477	0.4667	0.5568	0.7376	0.7577	NZ_CP071802.1 Yersinia ruckeri strain KMM821 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_009646115.1_ASM964611v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7474	0.4755	0.4604	0.7356	0.7592	NZ_CP045720.1 Pantoea eucalypti strain LMG 24197 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000582515.1_ASM58251v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7472	0.4876	0.4564	0.7365	0.7578	NZ_CP007230.1 Yersinia similis strain Y_sim_228 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_001656035.1_ASM165603v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7471	0.4922	0.5350	0.7364	0.7577	NZ_CP010029.1 Yersinia entomophaga strain MH96 chromosome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_013282725.1_ASM1328272v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7464	0.5083	0.5130	0.7358	0.7571	NZ_CP054043.1 Yersinia mollaretii ATCC 43969 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_011617105.1_ASM1161710v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7464	0.5517	0.5371	0.7360	0.7568	NZ_CP050150.1 Hafnia alvei strain A23BA chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020342335.1_ASM2034233v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7463	0.4777	0.5002	0.7350	0.7576	NZ_CP073262.1 Erwinia gerundensis strain AR chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_000834295.1_ASM83429v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7458	0.4933	0.4736	0.7355	0.7562	NZ_CP009712.1 Yersinia pseudotuberculosis IP 32953 strain IP32953 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_019048385.1_ASM1904838v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7455	0.4894	0.4846	0.7341	0.7570	NZ_CP077366.1 Pantoea agglomerans strain FDAARGOS 1447 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_002953195.1_ASM295319v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7449	0.5143	0.5278	0.7330	0.7569	NZ_CP026377.1 Mixta gaviniae strain DSM 22758 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
references/refseq_all/GCF_020079945.1_ASM2007994v1_genomic.fna.gz	data/e.coli-K12.fasta	0.7437	0.4587	0.5550	0.7323	0.7551	NZ_CP083448.1 Pantoea eucrina strain XL123 chromosome, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
