Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
./references/D3/Escherichia_coli_CP011322.LargeContigs.fna	data/e.coli-K12.fasta	99.99	99.79	98.91	gi|817581666|gb|CP011322.1| Escherichia coli strain SQ110, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_DH1_NC_017625.LargeContigs.fna	data/e.coli-K12.fasta	99.99	99.98	99.65	gi|386593590|ref|NC_017625.1| Escherichia coli DH1, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_CP011324.LargeContigs.fna	data/e.coli-K12.fasta	99.99	99.84	98.96	gi|819394664|ref|NZ_CP011324.1| Escherichia coli strain SQ2203, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_str__K_12_substr__MG1655star_NZ_CM000960.LargeContigs.fna	data/e.coli-K12.fasta	99.99	99.70	99.56	gi|452215505|ref|NZ_CM000960.1| Escherichia coli str. K-12 substr. MG1655star chromosome, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001268985.LargeContigs.fna	data/e.coli-K12.fasta	99.99	89.00	94.68	CXXW01000001.1 Escheichia coli genome assembly 1.ECB31.1, contig B31_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_XH140A_GCA_000226585.LargeContigs.fna	data/e.coli-K12.fasta	99.99	99.29	94.26	AFVX01000096.1 Escherichia coli XH140A plasmid pTHR Contig96, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_KRX_GCA_001291365.LargeContigs.fna	data/e.coli-K12.fasta	99.99	98.00	97.48	CYPX01000001.1 Escherichia coli KRX genome assembly KRX, contig KRX_contig1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000755445.LargeContigs.fna	data/e.coli-K12.fasta	99.99	98.10	95.94	JRBB01000001.1 Escherichia coli strain DH5a contig1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_DH5_alpha__GCA_000982435.LargeContigs.fna	data/e.coli-K12.fasta	99.99	99.35	96.34	JRYM01000009.1 Escherichia coli DH5[alpha] strain DH5alpha contig_10_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000751315.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.57	97.11	CCNI01000001.1 Escherichia coli genome assembly assembly1, contig contig_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP010441.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.97	99.14	gi|814565446|ref|NZ_CP010441.1| Escherichia coli K-12 strain ER3445, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP010445.LargeContigs.fna	data/e.coli-K12.fasta	99.98	98.74	99.50	gi|814565977|ref|NZ_CP010445.1| Escherichia coli K-12 strain ER3435, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_LM993812.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.90	98.58	gi|771462916|ref|NZ_LM993812.1| Escherichia coli genome assembly EcHMS174Chr, chromosome : 1	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_str__K_12_substr__MG1655_NZ_CP014225.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.57	99.85	gi|985533865|ref|NZ_CP014225.1| Escherichia coli str. K-12 substr. MG1655, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP010444.LargeContigs.fna	data/e.coli-K12.fasta	99.98	100.00	99.21	gi|814569385|ref|NZ_CP010444.1| Escherichia coli K-12 strain ER3475, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001582905.LargeContigs.fna	data/e.coli-K12.fasta	99.98	97.56	99.83	LRDF01000001.1 Escherichia coli strain DV159 unitig_0, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP011343.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.84	99.30	gi|949823498|ref|NZ_CP011343.2| Escherichia coli K-12 GM4792 Lac-, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP011342.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.93	99.42	gi|983515101|ref|NZ_CP011342.2| Escherichia coli K-12 GM4792 Lac+, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_J53_GCA_000258865.LargeContigs.fna	data/e.coli-K12.fasta	99.98	98.57	98.67	AICK01000001.1 Escherichia coli J53 1.ECJ53.1_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000833635.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.57	96.45	JXRE01000001.1 Escherichia coli strain USML2 seq1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP010438.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.85	99.28	gi|814566395|ref|NZ_CP010438.1| Escherichia coli K-12 strain ER3454, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_str__K_12_substr__MG1655_GCA_000364365.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.61	99.82	APIN01000001.1 Escherichia coli str. K-12 substr. MG1655 strain K-12 ctg7180000000003_quiver, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001582895.LargeContigs.fna	data/e.coli-K12.fasta	99.98	98.45	99.86	LRDE01000001.1 Escherichia coli strain DV133T unitig_0, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_CP012127.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.82	99.03	gi|915675563|ref|NZ_CP012127.1| Escherichia coli strain DH1Ec169, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_str__K_12_substr__DH10B_NC_010473.LargeContigs.fna	data/e.coli-K12.fasta	99.98	96.59	97.42	gi|170079663|ref|NC_010473.1| Escherichia coli str. K12 substr. DH10B, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_DH1_NC_017638.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.99	99.45	gi|387619774|ref|NC_017638.1| Escherichia coli DH1 (ME8569) DNA, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP010442.LargeContigs.fna	data/e.coli-K12.fasta	99.98	98.85	99.15	gi|814569384|ref|NZ_CP010442.1| Escherichia coli K-12 strain ER3466, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_CP012125.LargeContigs.fna	data/e.coli-K12.fasta	99.98	100.00	99.32	gi|915692075|ref|NZ_CP012125.1| Escherichia coli strain DH1Ec095, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_BW2952_NC_012759.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.09	97.64	gi|238899406|ref|NC_012759.1| Escherichia coli BW2952, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP010439.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.79	98.89	gi|814566398|ref|NZ_CP010439.1| Escherichia coli K-12 strain ER3440, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP010440.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.93	99.39	gi|814569383|ref|NZ_CP010440.1| Escherichia coli K-12 strain ER3476, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_CP012126.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.79	99.06	gi|915693479|ref|NZ_CP012126.1| Escherichia coli strain DH1Ec104, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_str__K_12_substr__MG1655_GCA_000517165.LargeContigs.fna	data/e.coli-K12.fasta	99.98	99.63	97.71	AJGD01000006.1 Escherichia coli str. K-12 substr. MG1655 strain K-12 E_coli-1.0_Cont10.1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_XH001_GCA_000224395.LargeContigs.fna	data/e.coli-K12.fasta	99.98	93.05	96.91	AFYG01000108.1 Escherichia coli XH001 plasmid pVZ321-thrLABC Contig108, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_CP011495.LargeContigs.fna	data/e.coli-K12.fasta	99.97	97.07	99.15	gi|874443589|ref|NZ_CP011495.1| Escherichia coli strain NCM3722, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP014270.LargeContigs.fna	data/e.coli-K12.fasta	99.97	96.24	99.00	gi|992381544|ref|NZ_CP014270.1| Escherichia coli K-12 strain DHB4, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_LN832404.LargeContigs.fna	data/e.coli-K12.fasta	99.97	99.01	98.83	gi|817642476|ref|NZ_LN832404.1| Escherichia coli K-12 genome assembly EcoliK12AG100, chromosome : I	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_str__K_12_substr__MC4100_NZ_HG738867.LargeContigs.fna	data/e.coli-K12.fasta	99.97	99.88	97.32	gi|749295052|ref|NZ_HG738867.1| Escherichia coli str. K-12 substr. MC4100 complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_str__K_12_substr__MG1655_NZ_CP014348.LargeContigs.fna	data/e.coli-K12.fasta	99.97	99.40	99.64	gi|1000950200|ref|NZ_CP014348.1| Escherichia coli str. K-12 substr. MG1655 strain JW5437-1, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_KLY_NZ_CP008801.LargeContigs.fna	data/e.coli-K12.fasta	99.97	97.79	99.31	gi|749299244|ref|NZ_CP008801.1| Escherichia coli KLY, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001580255.LargeContigs.fna	data/e.coli-K12.fasta	99.97	89.95	99.48	LRDD01000001.1 Escherichia coli strain DV130 scf7180000000066, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP014272.LargeContigs.fna	data/e.coli-K12.fasta	99.97	92.57	98.81	gi|992379439|ref|NZ_CP014272.1| Escherichia coli K-12 strain C3026, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_CP013253.LargeContigs.fna	data/e.coli-K12.fasta	99.97	99.09	97.65	gi|959839188|ref|NZ_CP013253.1| Escherichia coli strain CQSW20, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/synthetic_Escherichia_coli_C321_deltaA_CP010456.LargeContigs.fna	data/e.coli-K12.fasta	99.97	99.61	99.69	gi|749139368|gb|CP010456.1| Synthetic Escherichia coli C321.deltaA substrain rEc.b.dC.12, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_K_12_NZ_CP009789.LargeContigs.fna	data/e.coli-K12.fasta	99.97	99.61	97.73	gi|749198604|ref|NZ_CP009789.1| Escherichia coli K-12 strain ER3413, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_ER2796_NZ_CP009644.LargeContigs.fna	data/e.coli-K12.fasta	99.97	99.61	97.73	gi|749304944|ref|NZ_CP009644.1| Escherichia coli ER2796, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_S17_GCA_000340255.LargeContigs.fna	data/e.coli-K12.fasta	99.96	97.50	96.35	AOGN01000001.1 Escherichia coli S17 contig01, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/synthetic_Escherichia_coli_C321_deltaA_CP010455.LargeContigs.fna	data/e.coli-K12.fasta	99.95	99.61	99.69	gi|749112431|gb|CP010455.1| Synthetic Escherichia coli C321.deltaA substrain rEc.y.dC.46, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_NZ_CP011113.LargeContigs.fna	data/e.coli-K12.fasta	99.94	99.66	98.40	gi|924628447|ref|NZ_CP011113.1| Escherichia coli strain RR1, complete genome	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/synthetic_Escherichia_coli_C321_deltaA_CP006698.LargeContigs.fna	data/e.coli-K12.fasta	99.94	99.80	99.74	gi|549811571|gb|CP006698.1| Synthetic Escherichia coli C321.deltaA, complete sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000778615.LargeContigs.fna	data/e.coli-K12.fasta	99.80	81.93	59.56	JSKP01000001.1 Escherichia coli strain upec-224 upec-224_ctg_0, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_53A_GCA_000503395.LargeContigs.fna	data/e.coli-K12.fasta	99.78	89.37	93.21	AYQQ01000001.1 Escherichia coli 53A contig0001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_LN877770.LargeContigs.fna	data/e.coli-K12.fasta	99.78	89.12	96.42	gi|932857508|emb|LN877770.1| Escherichia coli genome assembly ERS742059, chromosome : I	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001576385.LargeContigs.fna	data/e.coli-K12.fasta	99.77	92.26	94.19	LOPL01000001.1 Escherichia coli strain G35 Escherichia_coli_G35.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001575465.LargeContigs.fna	data/e.coli-K12.fasta	99.77	89.41	94.11	LOOL01000001.1 Escherichia coli strain G222 Escherichia_coli_G222.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_38_27_GCA_000503355.LargeContigs.fna	data/e.coli-K12.fasta	99.75	84.01	92.67	AYQO01000001.1 Escherichia coli 38.27 contig0001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001283625.LargeContigs.fna	data/e.coli-K12.fasta	99.73	97.56	19.98	CYEL01000001.1 Escherichia coli genome assembly 8205_3#53, scaffold ERS139250SCcontig000001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001575275.LargeContigs.fna	data/e.coli-K12.fasta	99.73	92.24	92.84	LONX01000001.1 Escherichia coli strain G188 Escherichia_coli_G188.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001575625.LargeContigs.fna	data/e.coli-K12.fasta	99.70	86.19	93.25	LOOR01000001.1 Escherichia coli strain G236 Escherichia_coli_G236.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_148_GCA_000511425.LargeContigs.fna	data/e.coli-K12.fasta	99.69	87.96	92.29	AYJX01000001.1 Escherichia coli 148 contig0001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000779115.LargeContigs.fna	data/e.coli-K12.fasta	99.69	80.13	41.19	JSJU01001947.1 Escherichia coli strain upec-247 upec-247_ctg_10008, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001576465.LargeContigs.fna	data/e.coli-K12.fasta	99.68	86.46	92.76	LOPI01000001.1 Escherichia coli strain G315 Escherichia_coli_G315.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001575885.LargeContigs.fna	data/e.coli-K12.fasta	99.66	89.97	94.31	LONQ01000001.1 Escherichia coli strain G169 Escherichia_coli_G169.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000779005.LargeContigs.fna	data/e.coli-K12.fasta	99.66	88.33	92.89	JSQE01000003.1 Escherichia coli strain blood-10-1009 blood-10-1009_ctg_1799, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_B41_GCA_000194705.LargeContigs.fna	data/e.coli-K12.fasta	99.66	87.27	94.13	AFAH02000005.1 Escherichia coli B41 Contig1514709539, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001575995.LargeContigs.fna	data/e.coli-K12.fasta	99.66	89.82	92.15	LOOV01000001.1 Escherichia coli strain G246 Escherichia_coli_G246.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000779955.LargeContigs.fna	data/e.coli-K12.fasta	99.66	88.68	93.03	JSMI01000008.1 Escherichia coli strain upec-173 upec-173_ctg_1073, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000819125.LargeContigs.fna	data/e.coli-K12.fasta	99.65	89.56	92.95	JWZG01000001.1 Escherichia coli strain CVM N34564PS N34564PS_contig_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_MS_146_1_GCA_000164275.LargeContigs.fna	data/e.coli-K12.fasta	99.65	90.27	92.18	GG772174.1 Escherichia coli MS 146-1 genomic scaffold Scfld967, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001269105.LargeContigs.fna	data/e.coli-K12.fasta	99.64	89.42	93.21	CXWP01000001.1 Escheichia coli genome assembly 1.ECAD27.1, contig AD27_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_DEC6D_GCA_000249655.LargeContigs.fna	data/e.coli-K12.fasta	99.64	86.41	92.64	AIFY01000060.1 Escherichia coli DEC6D gecDEC6D.contig.59_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_000797795.LargeContigs.fna	data/e.coli-K12.fasta	99.64	89.37	92.74	JUCT01000001.1 Escherichia coli strain CVM N34562PS N34562PS_contig_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_2_474_04_S3_C3_GCA_000704665.LargeContigs.fna	data/e.coli-K12.fasta	99.63	78.46	91.94	JNRL01000001.1 Escherichia coli 2-474-04_S3_C3 e247404S3C3.contig.0_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_75_GCA_000264155.LargeContigs.fna	data/e.coli-K12.fasta	99.63	92.00	90.87	AJWT01000001.1 Escherichia coli 75 contig00002, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_C260_92_GCA_000446325.LargeContigs.fna	data/e.coli-K12.fasta	99.63	91.23	92.19	AIAO01000001.1 Escherichia coli C260_92 C260_92_2, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001575755.LargeContigs.fna	data/e.coli-K12.fasta	99.63	93.61	94.36	LONJ01000001.1 Escherichia coli strain G111 Escherichia_coli_G111.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001268765.LargeContigs.fna	data/e.coli-K12.fasta	99.63	86.47	93.71	CXYF01000001.1 Escheichia coli genome assembly YE12, contig YE12_1, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_MS_116_1_GCA_000164475.LargeContigs.fna	data/e.coli-K12.fasta	99.63	87.99	92.11	GG773482.1 Escherichia coli MS 116-1 genomic scaffold Scfld1076, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
./references/D3/Escherichia_coli_GCA_001576025.LargeContigs.fna	data/e.coli-K12.fasta	99.62	91.68	93.96	LOOW01000001.1 Escherichia coli strain G250 Escherichia_coli_G250.contig.001, whole genome shotgun sequence	NC_007779.1 Escherichia coli str. K-12 substr. W3110, complete sequence
