Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name	ANI_5_percentile	ANI_95_percentile	Standard_deviation	Ref_mean_ctg_len	Query_mean_ctg_len
references/D2/Bacillus_anthracis_GCA_900014355.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.34	97.19	FBXR01000001.1 Bacillus anthracis isolate ANSES_32 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	115744.74	1834814.6
references/D2/Bacillus_anthracis_NZ_CP015779.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	98.80	NZ_CP015779.1 Bacillus anthracis strain Tangail-1, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.02	1834599.6	1834814.6
references/D2/Bacillus_anthracis_GCA_001677305.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.45	97.63	CM004500.1 Bacillus anthracis strain K1 plasmid unnamed 1, complete sequence, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	143642.63	1834814.6
references/D2/Bacillus_anthracis_GCA_900013465.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.35	97.18	FBXN01000001.1 Bacillus anthracis isolate ANSES_101 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	111004.305	1834814.6
references/D2/Bacillus_anthracis_str__3154_GCA_000319695.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.84	89.82	ANFF01000001.1 Bacillus anthracis str. 3154 BA_3154_2, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.02	2501155.5	1834814.6
references/D2/Bacillus_anthracis_str__Carbosap_GCA_000310045.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.82	97.00	ANAO01000001.1 Bacillus anthracis str. Carbosap contig00001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.04	257284.28	1834814.6
references/D2/Bacillus_anthracis_GCA_900014345.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.64	97.53	FBXL01000001.1 Bacillus anthracis isolate ANSES_122 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.06	111063.96	1834814.6
references/D2/Bacillus_anthracis_GCA_900011745.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.45	97.30	FBXU01000001.1 Bacillus anthracis isolate ANSES_94 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	113336.31	1834814.6
references/D2/Bacillus_anthracis_str__A16_NZ_CP001970.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.70	98.71	NZ_CP001970.2 Bacillus anthracis str. A16, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	1835148.6	1834814.6
references/D2/Bacillus_anthracis_str__A0389_GCA_000219895.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.51	97.00	ABLB01000067.1 Bacillus anthracis str. A0389 plasmid pXO1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	79711.81	1834814.6
references/D2/Bacillus_anthracis_GCA_001272985.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.42	97.61	LFYF01000001.1 Bacillus anthracis strain K1285 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	170597	1834814.6
references/D2/Bacillus_anthracis_GCA_001276995.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.52	97.68	LHUO01000001.1 Bacillus anthracis strain A0389 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.10	202140.03	1834814.6
references/D2/Bacillus_anthracis_GCA_900014365.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.64	97.51	FBXT01000001.1 Bacillus anthracis isolate ANSES_88 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	111055.43	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012720.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	93.86	NZ_CP012720.1 Bacillus anthracis strain PR01, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5228656	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012721.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	93.86	NZ_CP012721.1 Bacillus anthracis strain PR02, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5228657	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012722.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	93.86	NZ_CP012722.1 Bacillus anthracis strain PR05, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5228658	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012723.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	93.86	NZ_CP012723.1 Bacillus anthracis strain PR06, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5228656	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012726.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.84	93.86	NZ_CP012726.1 Bacillus anthracis strain PR09-1, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5227060	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012728.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.84	93.86	NZ_CP012728.1 Bacillus anthracis strain PR10-4, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5227079	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012724.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.82	93.84	NZ_CP012724.1 Bacillus anthracis strain PR07, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5227094	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012729.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.82	93.84	NZ_CP012729.1 Bacillus anthracis strain Parent2, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.99	99.99	0.03	5227092	1834814.6
references/D2/Bacillus_anthracis_str__Sterne_NC_005945.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	93.86	NC_005945.1 Bacillus anthracis str. Sterne chromosome, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	5228663	1834814.6
references/D2/Bacillus_anthracis_GCA_900013475.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.65	97.52	FBXQ01000001.1 Bacillus anthracis isolate ANSES_89 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	108831.1	1834814.6
references/D2/Bacillus_anthracis_GCA_001273125.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.54	97.71	LGIG01000001.1 Bacillus anthracis strain K8215 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	136454.88	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012727.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.82	93.84	NZ_CP012727.1 Bacillus anthracis strain PR09-4, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	5227090	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012725.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	93.83	NZ_CP012725.1 Bacillus anthracis strain PR08, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	5227091	1834814.6
references/D2/Bacillus_anthracis_GCA_900014375.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.35	96.96	FBXP01000001.1 Bacillus anthracis isolate ANSES_90 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.05	63841.6	1834814.6
references/D2/Bacillus_anthracis_GCA_001273005.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.68	97.87	LFYG01000001.1 Bacillus anthracis strain K2129 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	202191.6	1834814.6
references/D2/Bacillus_anthracis_str__3166_GCA_000319715.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.71	98.72	ANFG01000001.1 Bacillus anthracis str. 3166 BA_3166_2, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	1101027.3	1834814.6
references/D2/Bacillus_anthracis_GCA_001677295.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.38	97.61	CM004501.1 Bacillus anthracis strain K2 plasmid unnamed 1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	143714.23	1834814.6
references/D2/Bacillus_anthracis_str__Sterne_NZ_CP009541.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.78	97.07	NZ_CP009541.1 Bacillus anthracis str. Sterne, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	2704560	1834814.6
references/D2/Bacillus_anthracis_GCA_900012555.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.21	93.58	FBXS01000002.1 Bacillus anthracis isolate ANSES_86 genome assembly, contig: Contig_2, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	85980.64	1834814.6
references/D2/Bacillus_anthracis_GCA_000743825.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.66	98.36	KN050651.1 Bacillus anthracis strain A.Br.003 genomic scaffold scaffold1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.08	1829238.6	1834814.6
references/D2/Bacillus_anthracis_NZ_CP012730.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.81	93.86	NZ_CP012730.1 Bacillus anthracis strain Parent1, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	5228660	1834814.6
references/D2/Bacillus_anthracis_GCA_000986935.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.38	97.57	CM003248.1 Bacillus anthracis strain A1075 plasmid pXO1, complete sequence, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	237345.44	1834814.6
references/D2/Bacillus_anthracis_str__V770_NP1_R_GCA_000521345.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.66	92.55	AZQO01000001.1 Bacillus anthracis str. V770-NP1-R ATCC14185_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	156476.48	1834814.6
references/D2/Bacillus_anthracis_GCA_000986915.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.66	97.79	LAKZ01000001.1 Bacillus anthracis strain A1039 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	218237.48	1834814.6
references/D2/Bacillus_anthracis_GCA_000783165.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.65	97.48	JTAD01000001.1 Bacillus anthracis strain 2000032975 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	106650.02	1834814.6
references/D2/Bacillus_anthracis_CZC5_GCA_000534935.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.82	97.91	BAVT01000025.1 Bacillus anthracis CZC5 DNA, cotig: contig00025, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.02	237118.9	1834814.6
references/D2/Bacillus_anthracis_GCA_001273085.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.65	97.68	LGIE01000001.1 Bacillus anthracis strain K3974 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	143426.38	1834814.6
references/D2/Bacillus_anthracis_NZ_CP009341.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.68	98.57	NZ_CP009341.1 Bacillus anthracis strain Ohio ACB, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	1832779	1834814.6
references/D2/Bacillus_anthracis_GCA_001835485.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.53	95.80	MLJX01000031.1 Bacillus anthracis strain 55-VNIIVViM plasmid pXO1 index6_S2_L001_R1_001_contig_12_, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	167237.31	1834814.6
references/D2/Bacillus_anthracis_GCA_900014335.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.49	97.37	FBXM01000001.1 Bacillus anthracis isolate ANSES_118 genome assembly, contig: Contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	115774.06	1834814.6
references/D2/Bacillus_anthracis_GCA_001273045.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.62	97.81	LFYI01000001.1 Bacillus anthracis strain K0021 contig_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	188244.28	1834814.6
references/D2/Bacillus_anthracis_GCA_001015005.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	97.73	95.44	BBWX01000001.1 Bacillus anthracis DNA, contig:BAN44-contig1, strain: 44-NIAH, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	43347.88	1834814.6
references/D2/Bacillus_anthracis_GCA_000740925.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.99	98.66	96.07	MJAW01000002.1 Bacillus anthracis strain STI-1 plasmid pXO1 A0485_11, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.08	141053.84	1834814.6
references/D2/Bacillus_anthracis_str__A0193_GCA_000181915.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.04	96.06	ABKF01000059.1 Bacillus anthracis str. A0193 plasmid pXO1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	89881.336	1834814.6
references/D2/Bacillus_anthracis_NZ_CP009476.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.75	94.99	NZ_CP009476.1 Bacillus anthracis strain Pasteur, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	2647401.5	1834814.6
references/D2/Bacillus_anthracis_str__V770_NP_1R_NZ_CP009598.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.71	97.03	NZ_CP009598.1 Bacillus anthracis str. V770-NP-1R, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	2705198.5	1834814.6
references/D2/Bacillus_anthracis_NZ_CP010852.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.72	98.23	NZ_CP010852.1 Bacillus anthracis strain A1144, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	1825685	1834814.6
references/D2/Bacillus_anthracis_GCA_000783095.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.47	97.45	JSZY01000001.1 Bacillus anthracis strain 2000032879 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.08	102782.695	1834814.6
references/D2/Bacillus_anthracis_NZ_CP009544.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.25	98.02	NZ_CP009544.1 Bacillus anthracis strain BA1015, complete genome	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	1830395	1834814.6
references/D2/Bacillus_anthracis_GCA_000782895.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.55	97.50	JTAR01000001.1 Bacillus anthracis strain 2000031027 NODE_1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.97	99.99	0.24	106775.43	1834814.6
references/D2/Bacillus_anthracis_GCA_000782975.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.60	97.62	JSZR01000001.1 Bacillus anthracis strain 2000031039 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.06	160282.86	1834814.6
references/D2/Bacillus_anthracis_str__Tsiankovskii_I_GCA_000181675.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	96.51	96.51	ABDN02000061.1 Bacillus anthracis Tsiankovskii-I plasmid pXO1, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.04	98298.71	1834814.6
references/D2/Bacillus_anthracis_GCA_000783135.LargeContigs.fna	references/D2/Bacillus_anthracis_52_G_NZ_CM002395.LargeContigs.fna	99.98	98.35	97.26	JTAB01000001.1 Bacillus anthracis strain 2000032967 contig0001, whole genome shotgun sequence	NZ_CM002395.1 Bacillus anthracis 52-G chromosome, whole genome shotgun sequence	99.98	99.99	0.03	87796.21	1834814.6
