	NielsenHB_2014__V1_UC11_5__bin.53	VincentC_2016__MM063__bin.1	FengQ_2015__SID531333__bin.47	NielsenHB_2014__V1_CD7_4__bin.41	IjazUZ_2017__S46_a_WGS__bin.2	FengQ_2015__SID531403__bin.12	BackhedF_2015__SID546_12M__bin.24	LiuW_2016__SRR3992985__bin.73	LiJ_2014__V1.CD3-0-PN__bin.36	BackhedF_2015__SID39_12M__bin.41	NielsenHB_2014__V1_UC11_0__bin.24	XieH_2016__YSZC12003_37179__bin.80	IjazUZ_2017__S102_a_WGS__bin.2	HeQ_2017__SZAXPI029501-104__bin.36	HeQ_2017__RSZAXPI003080-114__bin.30	BackhedF_2015__SID87_12M__bin.39	IjazUZ_2017__S48_a_WGS__bin.2	HeQ_2017__RSZAXPI003099-133__bin.1	RaymondF_2016__P20E7__bin.20	QinJ_2012__DLF012__bin.15	LoombaR_2017__SID1048_bav__bin.25	BackhedF_2015__SID546_4M__bin.12	FengQ_2015__SID31137__bin.48	GeversD_2014__SKBSTL041__bin.56	IjazUZ_2017__S47_a_WGS__bin.1	IjazUZ_2017__S56_a_WGS__bin.7	LomanNJ_2013__OBK1196__bin.13	BackhedF_2015__SID577_12M__bin.28	GeversD_2014__SKBSTL016__bin.45	FengQ_2015__SID31537__bin.55
NielsenHB_2014__V1_UC11_0__bin.24	0.9248485658271368	0.5440887005619189	0.8291076841759333	0.8782877462969795	0.722388776751815	0.8965128999662525	0.6583995798994254	0.8731858232757922	0.8320084020114918	0.8414881738642621	1.0	0.8547568088272208	0.8063474878211605	0.9253884284691823	0.8991449145577719	0.8556007433304367	0.5539727553577315	0.9055294411807616	0.7968097507347585	0.8868577587202062	0.8821483291030174	0.7543762523315042	0.6650935819223138	0.8430311297866142	0.8558100076484635	0.6583077197410427	0.880894708118031	0.6197736113765122	0.6907358293424924	0.7633299160044467
XieH_2016__YSZC12003_37179__bin.80	0.9294430822134805	0.5428067329777966	0.8619322082002271	0.9016825844179845	0.7451830101380785	0.930271008791615	0.6444931950788078	0.8945286717533067	0.8275161212609236	0.842593295403543	0.7177966675027061	1.0	0.8603658717691475	0.9803446847691211	0.9436931548169074	0.8848901543152837	0.5742926941151623	0.9321244587744542	0.815755191145022	0.8873046307785728	0.9265657589038203	0.7366595328299496	0.6932129821527576	0.8669224562399346	0.8709350331335639	0.6747407727644745	0.9056444214166909	0.629360743327085	0.7024789945085408	0.7851660473374343
IjazUZ_2017__S102_a_WGS__bin.2	0.9070571292612156	0.5291601848352558	0.8454756502862051	0.8795883937655559	0.7337512675930192	0.908630346647716	0.6364403016526107	0.8852195828944103	0.7918297325948963	0.8253799849416437	0.6869941921953518	0.8728811892334845	1.0	0.9438316611359224	0.9212524969960714	0.8621666539018009	0.5588571218115562	0.9192364852507208	0.8066198175168277	0.8778929684841743	0.915925153523668	0.7225232079907222	0.681571844640284	0.8439409367569959	0.8712020862394328	0.6754505683713412	0.9118073333944373	0.5969696627271361	0.6917829001858649	0.7693769615518059
HeQ_2017__SZAXPI029501-104__bin.36	0.8378797531588249	0.45249079405941106	0.7307398617876263	0.8255707812917641	0.6300957054514219	0.8356178425271636	0.5453095765137577	0.7621918702267295	0.6986416858484127	0.7179699441285692	0.6110746362388381	0.7708859371634544	0.7315329740053821	1.0	0.8718898323338065	0.7439392602549897	0.47975568899880366	0.8458874293173202	0.6876402949015049	0.7676083887592805	0.8361459352431173	0.622559355285728	0.5798928374019395	0.731407762833172	0.7395344869196495	0.5692330199377706	0.8046679763020016	0.526245364591578	0.5935898367453918	0.661618104627234
HeQ_2017__RSZAXPI003080-114__bin.30	0.8882081991366777	0.49538969116341486	0.810943498246682	0.8792069045513884	0.6937116885814827	0.9193061138663222	0.6009452607936093	0.8340846174531233	0.7473057823482554	0.7848773473632551	0.6624541674463011	0.8279385041224416	0.7966618012650527	0.9727865649769982	1.0	0.8150266716418505	0.5237869641739717	0.8974262833748394	0.7504939293468407	0.8418448908035223	0.8854290209323258	0.685341581232603	0.6358114791387913	0.8014369643368354	0.8194406392652749	0.6215116861928154	0.872589572309121	0.5755841286811263	0.6537724475913729	0.7224980248254915
BackhedF_2015__SID87_12M__bin.39	0.9191870837150056	0.5444233339903893	0.8686456751084557	0.8959919033034456	0.7589389981497524	0.9191568536184184	0.665879579859633	0.9195556424268224	0.8203793918532788	0.8573247109919944	0.7212772671330108	0.8883039342193099	0.853083387029715	0.9497261070427014	0.932559967401189	1.0	0.5890247356730047	0.9365495119288789	0.8346981048628216	0.9074271620316613	0.9151470176560329	0.7581712365186193	0.7023279659037639	0.8801604431318049	0.879135104513312	0.6788540888483244	0.9104534845776814	0.6212123345419851	0.7256614593599833	0.7851766514329066
IjazUZ_2017__S48_a_WGS__bin.2	0.9278060031672586	0.5633730726577327	0.8771106237857399	0.889378138475521	0.8002176929041991	0.9185627137081748	0.6802826287604782	0.9359095156942216	0.8447504517095692	0.8596682524339722	0.7233279690483536	0.8929379369973388	0.8564791860825347	0.9486298624121836	0.9282723047033598	0.9123244073256164	1.0	0.9490076500390936	0.8730710542199006	0.9146693845140426	0.916725729389889	0.7826059905957179	0.7325609960252124	0.8977093498268527	0.9009035474194026	0.6842035383755902	0.9295544735763532	0.6273153923763868	0.7397242086183043	0.8227970780147484
HeQ_2017__RSZAXPI003099-133__bin.1	0.7879446614100981	0.4503156561775789	0.7240550616445957	0.7738676867916825	0.6279650699497196	0.797346242780738	0.5386466498191606	0.769716419006601	0.6814216611994773	0.7147877469819918	0.5963994521918312	0.7310544013112196	0.7106096258553032	0.8436786101486866	0.8022455217199856	0.7317021168521542	0.47869349110588205	1.0	0.6813411011746557	0.781107412395826	0.7901615179967536	0.622231719749468	0.5675149626495901	0.7246710708303797	0.7377602954255817	0.5540209967248629	0.802920737671	0.5015026547601754	0.5881134168677162	0.6551218866704865
RaymondF_2016__P20E7__bin.20	0.9232205873248447	0.5447048077587391	0.8659546653195886	0.8940082242346643	0.7665500833998049	0.9213421850479717	0.6754608074752066	0.9341626058423829	0.8430948640255682	0.8606339461880591	0.7277038988399397	0.8871581348232543	0.8646455710172444	0.9510233636096908	0.9302958876134915	0.9042705724752829	0.6106646771543753	0.9447784723524487	1.0	0.9151722145407268	0.9174795044642897	0.7732023281959532	0.7115963862178121	0.8853290815433854	0.8895210545252582	0.6952385395927003	0.9258365327933058	0.6303311497149872	0.7449971332719013	0.8115518823950594
QinJ_2012__DLF012__bin.15	0.9139031716859364	0.5268808339770665	0.8456744494643967	0.8843349082833705	0.7363984680403782	0.9099496124322891	0.6461764623115817	0.9086543511149037	0.8093599673093166	0.8539612681987584	0.7155561756180929	0.8525181695278281	0.8313817877856223	0.9379059334303854	0.9219252307630111	0.8685012502759565	0.5652063797565083	0.9568984753727939	0.808523279230675	1.0	0.9040404781052087	0.7459920421491033	0.6722085196328402	0.86408991047715	0.8697810540684404	0.6591595941884463	0.9223731026383617	0.6058386638674014	0.6938688718345268	0.7701121225440867
LoombaR_2017__SID1048_bav__bin.25	0.882892182350174	0.48666752595712576	0.7881058908002033	0.8698553624822134	0.6818914002502138	0.8826580621106795	0.593187501547451	0.8379906148004771	0.7362713784912316	0.7766299938975814	0.6538588695524262	0.8178238687586749	0.7968407967807193	0.9385432550796445	0.8907790851615102	0.8046410423338911	0.5203972252200293	0.8892494753230714	0.7446268858876834	0.8305016799856688	1.0	0.6786115322605311	0.633988505897791	0.8089597051031658	0.805978040031284	0.6211628675833403	0.8659011699458065	0.5580527167414541	0.6462814569488198	0.7117218870018482
BackhedF_2015__SID546_4M__bin.12	0.921470487891428	0.5510795706156588	0.8697339955990158	0.8847948048444063	0.76272174772448	0.9163920532028353	0.7189729146891402	0.9248548076011313	0.8317825941172273	0.8828636310759145	0.7506141533384232	0.8728441091623955	0.8438198040379177	0.9380787778128614	0.9255708717800329	0.8948803121942064	0.5963827272611743	0.940039767222932	0.8424067381394844	0.9199689526302772	0.9109773371797141	1.0	0.7008063909094553	0.8763667538977842	0.883362676486603	0.6737181473635642	0.9195867258808567	0.6443179696427891	0.7228293968540099	0.7927715154068662
FengQ_2015__SID31137__bin.48	0.9016866404981333	0.547483276389326	0.8551971916424681	0.8803336800698754	0.7578781808213695	0.9085339923412221	0.660596692591998	0.8991288504954025	0.8173639962394025	0.8284409780055075	0.7055982664562622	0.8757548815849543	0.8487026563910355	0.9316489511393318	0.9155392517578292	0.8838602825451157	0.5952120130662003	0.9141498735697118	0.8266247803364942	0.8838712266343695	0.9074312450621311	0.7472123841229407	1.0	0.8626855544275616	0.8581307287095772	0.6584433127445483	0.9023448492946795	0.6191264115269401	0.7163198258951744	0.7924255437127771
GeversD_2014__SKBSTL041__bin.56	0.9244866233387246	0.5384092032869839	0.8594264651022776	0.8995147901296698	0.7460755946008522	0.9160284217679157	0.6546552556447672	0.9106822790168189	0.8090636986063352	0.8486667718952576	0.718524683989749	0.879871933734458	0.8442660117373143	0.9440336016941524	0.9271314337200135	0.8898746509767209	0.5859856450896418	0.9377872939407172	0.826233403992797	0.912782384901344	0.9302133474791822	0.7506806712802565	0.6930680177236209	1.0	0.8767322419425811	0.6927205121645786	0.9112207032926362	0.6117730696589547	0.7161884417976337	0.7939974485555701
IjazUZ_2017__S47_a_WGS__bin.1	0.9085184235502566	0.5307144237301111	0.8413305836645858	0.8845544203922693	0.7566729494248097	0.9039531956797633	0.6426491932266115	0.8917222737346278	0.7960926996456784	0.8363922790533006	0.7057165807698992	0.8552239452885593	0.8432202720422124	0.9235091411903051	0.9171583299610598	0.8599584957189342	0.5689634988360087	0.9237056039691153	0.8031730561628349	0.888941413989203	0.8966723256048522	0.7320879618546249	0.66700895748748	0.8482460734786996	1.0	0.6684247047285958	0.9057221708448426	0.6019566882613692	0.6921646998109502	0.7643678091078524
IjazUZ_2017__S56_a_WGS__bin.7	0.9160926831327664	0.5319612949218155	0.845835388523037	0.8908922720770126	0.7414062788071688	0.9038759051963924	0.6628097680784105	0.907484132510438	0.8213558747786941	0.8342636239705571	0.7161513595781281	0.8740855853135743	0.8624593125878076	0.9377687667098279	0.9176963990938818	0.8760345197055063	0.5700518201721924	0.915097641773354	0.8281512270484519	0.8887440087768846	0.9116727115518317	0.7365892525914094	0.6751799170513857	0.884170131765493	0.8818107828923426	1.0	0.8929154872148942	0.6128941755879268	0.7081669809793195	0.7830606766815638
LomanNJ_2013__OBK1196__bin.13	0.9012979474978396	0.5280897368758017	0.8395135610517607	0.8889575552459605	0.726970594527121	0.9152607741220185	0.6217788045357622	0.8877215608186699	0.783203740493309	0.8295715500458898	0.6874797291546703	0.8416562325325695	0.835233968684563	0.9510041687975814	0.9243145099765145	0.8428738250577168	0.5556021140718579	0.9514235788172637	0.7911706140024674	0.8921805717317647	0.911720708197204	0.7212732889489677	0.6637945642314561	0.8343752132512098	0.8571916550440764	0.6405755808292051	1.0	0.5889793308301635	0.6864706915204801	0.7556227395371768
BackhedF_2015__SID577_12M__bin.28	0.9293278303733045	0.5508399561144156	0.8810422464987276	0.9127719816316429	0.7836033629557013	0.9568743443958566	0.6938848015453892	0.9129604584140733	0.8552691002853045	0.8703562753133953	0.7597330494339073	0.9186894300052629	0.8589133861871208	0.9768908195548576	0.9576583596377873	0.9033102062887416	0.5889345461683815	0.9333972428195163	0.8460512006512987	0.9204393134868687	0.9229129959859865	0.7937787005579635	0.7153729612291817	0.8798734495827618	0.89482935324162	0.6906174692084337	0.9251072752038018	1.0	0.731914960239227	0.8148025931514884
GeversD_2014__SKBSTL016__bin.45	0.9055653455675897	0.5324140639544225	0.8663215368647083	0.8753977705974911	0.7511097283250409	0.9191870918053774	0.661014528604545	0.9028937348740064	0.8191929573118639	0.8477340018310581	0.7171897593357186	0.8685534895938264	0.843065058667816	0.9333367336269487	0.9213455981924039	0.8937685369131625	0.5882271634155609	0.9271468391295589	0.8469867873090842	0.8929142131423048	0.905318484251115	0.754274041563489	0.7010585964098	0.8724716479267984	0.8715224559640725	0.675899143891075	0.9132889425001849	0.6199473124504301	1.0	0.783841294695797
FengQ_2015__SID31537__bin.55	0.9094687765721146	0.5398852969417796	0.8662730540015218	0.8893892220476489	0.7692830313794263	0.92485953159503	0.6556416935744495	0.9170055945215226	0.8201562032877943	0.8458475090083252	0.7236057701710581	0.8863237371813558	0.8560479413334277	0.9497885406839156	0.929608867786937	0.882929491519741	0.5973592964332713	0.9429250769980134	0.8423759626497934	0.9048027947461603	0.9102436462086803	0.7552818262336213	0.7080655360896465	0.8831017882538331	0.8786970455301105	0.6823532753609151	0.917822839841338	0.630106851915148	0.7156419357212108	1.0
