	NielsenHB_2014__V1_UC11_5__bin.53	VincentC_2016__MM063__bin.1	FengQ_2015__SID531333__bin.47	NielsenHB_2014__V1_CD7_4__bin.41	IjazUZ_2017__S46_a_WGS__bin.2	FengQ_2015__SID531403__bin.12	BackhedF_2015__SID546_12M__bin.24	LiuW_2016__SRR3992985__bin.73	LiJ_2014__V1.CD3-0-PN__bin.36	BackhedF_2015__SID39_12M__bin.41	NielsenHB_2014__V1_UC11_0__bin.24	XieH_2016__YSZC12003_37179__bin.80	IjazUZ_2017__S102_a_WGS__bin.2	HeQ_2017__SZAXPI029501-104__bin.36	HeQ_2017__RSZAXPI003080-114__bin.30	BackhedF_2015__SID87_12M__bin.39	IjazUZ_2017__S48_a_WGS__bin.2	HeQ_2017__RSZAXPI003099-133__bin.1	RaymondF_2016__P20E7__bin.20	QinJ_2012__DLF012__bin.15	LoombaR_2017__SID1048_bav__bin.25	BackhedF_2015__SID546_4M__bin.12	FengQ_2015__SID31137__bin.48	GeversD_2014__SKBSTL041__bin.56	IjazUZ_2017__S47_a_WGS__bin.1	IjazUZ_2017__S56_a_WGS__bin.7	LomanNJ_2013__OBK1196__bin.13	BackhedF_2015__SID577_12M__bin.28	GeversD_2014__SKBSTL016__bin.45	FengQ_2015__SID31537__bin.55
NielsenHB_2014__V1_UC11_0__bin.24	0.9236922085392614	0.5371033986784909	0.8248030287325804	0.8771623365490938	0.7193618126023296	0.8932658644212834	0.6540570996849737	0.8677002490048892	0.8297708457471449	0.837188430728844	1.0	0.8516586162126794	0.8018561646762813	0.9223717801663601	0.8958600542417042	0.8511565783417325	0.5516713390902308	0.9010263284968387	0.7928376585385982	0.8823271371118478	0.8792402428055566	0.7497262616403277	0.658668774374258	0.8384111041738407	0.8521380574671257	0.6547335244876094	0.8768224048399987	0.6171637021706998	0.687365986099151	0.759524842278073
XieH_2016__YSZC12003_37179__bin.80	0.9265488456055126	0.5360055244607546	0.858479007709164	0.8993134850964966	0.741833352034216	0.9288028519946142	0.6403151978773398	0.8896667172690551	0.8243566346331547	0.8383080431396361	0.7151949071996198	1.0	0.8567909780341632	0.9792057185099137	0.9423099770309159	0.8805421990917972	0.5719347328193891	0.9282265622937403	0.8127702002534519	0.8829249115558255	0.9247436604007709	0.7323701553713335	0.6872186617208332	0.8630678743036672	0.8669921720305198	0.6714777437495051	0.9026606680835335	0.627898774322148	0.6998075184148692	0.7820993775906223
IjazUZ_2017__S102_a_WGS__bin.2	0.9025233000651636	0.5227999335389942	0.8419952364032208	0.875291865516071	0.730425706179576	0.9050130766632724	0.6320190543871169	0.8796959534538588	0.7873176664486177	0.8205096655144806	0.6831676621169337	0.869254293284718	1.0	0.9401164574274987	0.9177586904670728	0.8573976163601216	0.5563560451683728	0.9157908085433363	0.8035344866912673	0.8728288742099909	0.9122271091429502	0.7178374559664447	0.6754271312408161	0.839595023125333	0.8669080691110757	0.6716466383830723	0.9086207206833933	0.5940894067936708	0.6890365707125432	0.766074000228512
HeQ_2017__SZAXPI029501-104__bin.36	0.8357949547033988	0.44711320127987875	0.7280105177384656	0.8238236637437751	0.6276008890641989	0.8348367324165885	0.5419713688111297	0.758327840477074	0.6965166641148672	0.7145963788669493	0.6090826108281064	0.7699903204627494	0.7286534414258243	1.0	0.8712501524591992	0.7406013769336368	0.47795472415913887	0.8428337039930038	0.6852567412916603	0.7641044222250479	0.8347932653257178	0.6191293476822309	0.5752421830600313	0.7284331865399936	0.7364570817622468	0.5666376453552494	0.802236414263434	0.5253280143454375	0.5916153279235187	0.6592079517528266
HeQ_2017__RSZAXPI003080-114__bin.30	0.8857804445599369	0.4894654343556226	0.8081140132614465	0.8770082448832756	0.6909433679557387	0.9180118904962529	0.5972413788111458	0.8296626876053864	0.7447506321825145	0.781176722654374	0.6600340131745859	0.8267249887533581	0.7936404990577433	0.972072860143168	1.0	0.8112685017663471	0.5217779502122114	0.8945721878780926	0.7478852151266339	0.8378789792573199	0.8837406674587873	0.6815171801275911	0.6306599200085992	0.7979715871644601	0.8159741763350389	0.6187889673972249	0.8697278765073485	0.5742063019557756	0.6514543545585725	0.7198770053495289
BackhedF_2015__SID87_12M__bin.39	0.914937063423571	0.5374128503585373	0.8642660381015169	0.8919808250083237	0.7556008500868804	0.9148235970336408	0.6621732871958562	0.9141610195741946	0.8158900154546193	0.853762114814735	0.7175308057107551	0.8839392052052085	0.8483645931857222	0.9454649057566386	0.9282598396893837	1.0	0.5866626470300793	0.9321044453978198	0.8308274101669199	0.9028388131249969	0.9114730256434042	0.7542127503093409	0.6954160406690044	0.8761183065182714	0.8755468334594991	0.6760141162127735	0.90686935463299	0.617938373670497	0.7221034184027576	0.7811759259105886
IjazUZ_2017__S48_a_WGS__bin.2	0.9246034673079008	0.5567787864229926	0.8733635349633149	0.8865181129604246	0.799994483915804	0.9146232033440298	0.6766388061654428	0.9316018387802527	0.8411117603556464	0.8561456554102203	0.7203229859718282	0.8892716652224361	0.8526461489714748	0.9450687810800878	0.924711864776403	0.9086658324123824	1.0	0.9453663930646145	0.8698056606569143	0.9110178650573384	0.9136489089377883	0.7788152862238363	0.7258037928851494	0.8941341575816973	0.9007201055496297	0.6815891710287562	0.9265129304069011	0.6242077844776108	0.7367974769687451	0.8193540152282408
HeQ_2017__RSZAXPI003099-133__bin.1	0.784366372757382	0.44487413385840785	0.7213558155117195	0.7710160560335415	0.6256666827355338	0.7946427907027908	0.5353032470219483	0.765662211492389	0.6779313738590161	0.711306518600145	0.5934336138483006	0.7279973263130718	0.7079459684884125	0.840632858848807	0.799694130733067	0.7282293003604495	0.47685678724679803	1.0	0.6791494802584261	0.7772525019711324	0.7873797706336385	0.6187686092848501	0.5625140939601658	0.7214564346591874	0.7347876628630903	0.5515436950780414	0.8004198180249336	0.4994643890719194	0.5860974750417601	0.6526080256549708
RaymondF_2016__P20E7__bin.20	0.9194234063190044	0.5379579026137921	0.8628640722253975	0.8904936783934837	0.7635317192921379	0.9178433411603834	0.6710875890861553	0.9294843209263973	0.8390451058805163	0.8563316109037954	0.7240762989328953	0.8839118680748778	0.8613382909634809	0.947726850609819	0.9270621824279887	0.9000772536116737	0.608380715847578	0.9417394713914892	1.0	0.910797650269939	0.9142529773147147	0.7687833498278618	0.7052931734186563	0.8814524935150932	0.8858490405209101	0.6917939796018164	0.9229312227515027	0.6274913392510258	0.742712274710613	0.8086990617409788
QinJ_2012__DLF012__bin.15	0.9097435121002694	0.5200914134241865	0.8411117051909143	0.8803567755285978	0.7333565064091258	0.9054161978214402	0.642197140516432	0.9046896941510707	0.8050913123557545	0.8496636799293552	0.7119006691522896	0.848310155633495	0.8265859915982406	0.9336245953794683	0.9175820626124881	0.8641097278167673	0.5629499774676848	0.9521760033419961	0.8046585016585132	1.0	0.9001971032598335	0.7417685707298687	0.6653786717071409	0.8610420036440124	0.8661366453128228	0.6569095334483004	0.9181393262025261	0.6024439535909614	0.6906477614531342	0.7660567021648066
LoombaR_2017__SID1048_bav__bin.25	0.8807122789693758	0.48093758784060303	0.7850998306178298	0.8680078879951297	0.6796357627950534	0.881008661356543	0.5899116387251625	0.8335750998014894	0.7336887737342578	0.7734750143093708	0.6517033612821196	0.81621561199686	0.7936235550448361	0.9370249325311347	0.8890805300802636	0.8014106927774453	0.5186506081300529	0.8861188908453526	0.7420082346241623	0.8269709428746616	1.0	0.6751874782446589	0.6287599419177906	0.8055243637973647	0.8031715100063646	0.6185729807038317	0.8631092041659567	0.5564368137509776	0.6440443889061233	0.7090642763827658
BackhedF_2015__SID546_4M__bin.12	0.9164795450035339	0.5433890902123558	0.8645602486135726	0.8800159929146304	0.7590060344903431	0.9109509430052016	0.7169078149240483	0.9189605974077011	0.8265418841334842	0.8786879749118482	0.7459873523025985	0.8677617642257269	0.8383474118556766	0.9329104074185227	0.9204059228527607	0.8902080545244992	0.5934940314950932	0.9348078552973597	0.8375922451960158	0.9147605021931604	0.9063808405664776	1.0	0.693178474475367	0.8711152907318324	0.8790995285218384	0.6699374262551653	0.9144809194557325	0.640185326207558	0.7188008637737999	0.7880068781263655
FengQ_2015__SID31137__bin.48	0.8934978560008006	0.5396077013034931	0.8485390161993368	0.8726608312087903	0.7508895981121967	0.9009445270173084	0.6530504824779919	0.8894271759455172	0.8094587157684523	0.820049467283427	0.6987821834396126	0.8681820929684748	0.8410511745613505	0.9241772650616725	0.908121243832224	0.8751618161768231	0.589721728290575	0.9060945027318532	0.8193026634786361	0.8748908196810162	0.8999475726010036	0.7390793623660913	1.0	0.8542049275501291	0.8502395192105247	0.6519659753476572	0.8945755882187401	0.6135548278025728	0.7098362347329955	0.7849079966896736
GeversD_2014__SKBSTL041__bin.56	0.9200431576783447	0.5313749371454554	0.8554644830477995	0.8954787014680227	0.7429949368858728	0.91177126932895	0.6503378130847147	0.9069078662279444	0.8047190417555143	0.8444075260493098	0.7145869854562643	0.8759597747661559	0.8399184241167184	0.9401942932888303	0.9231225593491346	0.8857879018661049	0.5836519149859051	0.9336272755857248	0.8226155780461898	0.9095627249627478	0.9262630885038043	0.7461823583569435	0.6862548153594108	1.0	0.8729038192535664	0.6925781604897903	0.9073135685010913	0.6085475481808085	0.7127996345748773	0.7900764972779429
IjazUZ_2017__S47_a_WGS__bin.1	0.905307371080922	0.5241934797851953	0.8374811284335921	0.8813980534386859	0.7565599326922571	0.8999518362383495	0.6392339814984722	0.8869176448285122	0.7925486731471029	0.832931293523088	0.7026886235088577	0.8513522107733706	0.8390641728451173	0.9196661672056228	0.9132784938879822	0.8564484957634928	0.568847646558195	0.9199837482748746	0.7998574935967312	0.8852167227497011	0.893549985194403	0.7285548724591996	0.6608752680096619	0.8445420412118149	1.0	0.6657276961073231	0.9023166809861702	0.5987517119604514	0.6893384713413466	0.7610672344238435
IjazUZ_2017__S56_a_WGS__bin.7	0.9115941556550359	0.5249105023890077	0.8420625679014194	0.8866486504684764	0.7383639745863658	0.8994457801321982	0.6587451684115516	0.9040020221463501	0.8168856701753185	0.8301135212867776	0.7122631098836678	0.8698585299145665	0.8576022068328667	0.9334930814699466	0.9136761541170504	0.8723696466427507	0.5678736308161423	0.9110057880198517	0.8240481510239788	0.8857102548577737	0.9078715680558592	0.7324557161171583	0.6685379358182291	0.8839884378545368	0.8782527886007379	1.0	0.8891715238614872	0.6096605583667641	0.7052427778006379	0.7790703577606546
LomanNJ_2013__OBK1196__bin.13	0.8981550559609511	0.5228758646018711	0.836613727972348	0.8860266689566811	0.7244004621944422	0.9123137861683637	0.6180493523680565	0.883132203098727	0.7800827012152156	0.8257136679361424	0.6843015673053404	0.8388832959033532	0.8323149669570844	0.9481304050795385	0.9212831799713697	0.8395557320775057	0.5537841594892859	0.9484601058262722	0.7886878907049691	0.8880853817589612	0.9087810043298142	0.7172685749950354	0.6580792401241209	0.8307975767761862	0.8539686385582723	0.6378896698622081	1.0	0.5866963448455123	0.6839588318779217	0.7527275069333
BackhedF_2015__SID577_12M__bin.28	0.9258786450386046	0.5435260934965273	0.8770848362299345	0.9095227141620129	0.7793262045352451	0.9547595505942739	0.6890711165653629	0.9072862835871045	0.8517313971007092	0.865458287619183	0.7565337614305448	0.9165553670118662	0.8547693056226299	0.9751879047282984	0.9553659279741696	0.8985495115862037	0.5860170700952982	0.9296036206811419	0.8422395136455987	0.915281793865412	0.9202405999462873	0.7886874187833673	0.7089352446765846	0.8752343916535497	0.890065045565617	0.6869737854688617	0.9215213990396716	1.0	0.728633176008411	0.8111661353588465
GeversD_2014__SKBSTL016__bin.45	0.9017410353384014	0.5257783909640598	0.8630292025716421	0.8719447724310995	0.7480494640712225	0.9157310333747319	0.6569974217273662	0.8982135707418335	0.8153518156292796	0.8435858136350074	0.7136908572055197	0.8652504443758718	0.8397181496622234	0.93023209554145	0.9180787661014529	0.8893862385016947	0.5858998324505321	0.9239687547019685	0.8443891330016348	0.8887690852105079	0.9021847736552051	0.7500702585668272	0.6947131384795077	0.8683433514483975	0.8679638786809241	0.6731081828915927	0.9099471339350154	0.6171675724198785	1.0	0.7807687893849634
FengQ_2015__SID31537__bin.55	0.905300592607632	0.5329277685524001	0.8625905605604393	0.8856056789003557	0.7661248788102026	0.9212813475281005	0.6513566272308935	0.9117659111377265	0.8160960540322558	0.841399459267655	0.7199987147594971	0.8828619698266509	0.8523728985619275	0.9463286359966062	0.9262365084672204	0.8784306840925411	0.5948595967883888	0.9393068455820789	0.8394147871576534	0.9000380915482398	0.9068447438785764	0.7507425057905672	0.7013482917942983	0.8787408182139069	0.8749027920452926	0.6788761410001964	0.9143061237984631	0.6272946898146553	0.7128367586234515	1.0
