	NielsenHB_2014__V1_UC11_5__bin.53	VincentC_2016__MM063__bin.1	FengQ_2015__SID531333__bin.47	NielsenHB_2014__V1_CD7_4__bin.41	IjazUZ_2017__S46_a_WGS__bin.2	FengQ_2015__SID531403__bin.12	BackhedF_2015__SID546_12M__bin.24	LiuW_2016__SRR3992985__bin.73	LiJ_2014__V1.CD3-0-PN__bin.36	BackhedF_2015__SID39_12M__bin.41	NielsenHB_2014__V1_UC11_0__bin.24	XieH_2016__YSZC12003_37179__bin.80	IjazUZ_2017__S102_a_WGS__bin.2	HeQ_2017__SZAXPI029501-104__bin.36	HeQ_2017__RSZAXPI003080-114__bin.30	BackhedF_2015__SID87_12M__bin.39	IjazUZ_2017__S48_a_WGS__bin.2	HeQ_2017__RSZAXPI003099-133__bin.1	RaymondF_2016__P20E7__bin.20	QinJ_2012__DLF012__bin.15	LoombaR_2017__SID1048_bav__bin.25	BackhedF_2015__SID546_4M__bin.12	FengQ_2015__SID31137__bin.48	GeversD_2014__SKBSTL041__bin.56	IjazUZ_2017__S47_a_WGS__bin.1	IjazUZ_2017__S56_a_WGS__bin.7	LomanNJ_2013__OBK1196__bin.13	BackhedF_2015__SID577_12M__bin.28	GeversD_2014__SKBSTL016__bin.45	FengQ_2015__SID31537__bin.55
HeQ_2017__SZAXPI029501-104__bin.36	0.997511816644851	0.9881155752777011	0.9962649580351566	0.9978837459033431	0.9960405754782352	0.9990652304548538	0.9938783255486368	0.9949303713400852	0.9969583525051688	0.995301244447336	0.9967401274859116	0.9988381981593794	0.9960637009104437	1.0	0.9992663294708978	0.9955132313890669	0.9962460792420759	0.996389915231651	0.9965337202785854	0.995435215944036	0.9983822561823419	0.9944904729575177	0.9919801486723921	0.9959330807733622	0.9958387266424573	0.9954405761935508	0.9969781796838215	0.9982568012796608	0.9966736141698462	0.9963571842161646
HeQ_2017__RSZAXPI003080-114__bin.30	0.9972666829926806	0.9880412190373214	0.9965108728396577	0.9974992693338383	0.9960094075517097	0.9985921736508134	0.9938365734383657	0.9946984637347236	0.9965808505352228	0.9952850917136121	0.9963466842075359	0.9985342928695293	0.9962075472898138	0.9992663294708978	1.0	0.9953888995216161	0.9961644445181476	0.9968196880906877	0.9965240035685868	0.9952890234418159	0.9980931803299595	0.9944197153510901	0.9918976625946264	0.9956760452455012	0.9957697205091706	0.9956191993552542	0.996720456108363	0.9976062114003946	0.9964542815449922	0.9963722814652737
BackhedF_2015__SID87_12M__bin.39	0.9953763272279048	0.9871231021997748	0.9949580857506808	0.9955233096634764	0.9956015594520637	0.9952856179359171	0.9944339896043095	0.9941334459778957	0.9945276826267931	0.9958445194316898	0.9948057957834338	0.9950864463772332	0.9944685432681759	0.9955132313890669	0.9953888995216161	1.0	0.9959898311567059	0.9952537837301263	0.9953627608912112	0.9949435623059911	0.9959853532364243	0.9947789021548021	0.9901585504631513	0.9954075002517148	0.9959184077220994	0.9958165198056493	0.996063357430771	0.9947297233338066	0.9950968307447887	0.9949046809848243
IjazUZ_2017__S48_a_WGS__bin.2	0.9965482699525274	0.9882949921556752	0.9957279176413893	0.9967842412677258	0.9997210646673095	0.9957112232998862	0.9946436636171724	0.9953973361294722	0.9956925843051531	0.9959023762785488	0.9958456147071446	0.995894147148422	0.9955246581897782	0.9962460792420759	0.9961644445181476	0.9959898311567059	1.0	0.9961630899663146	0.9962598765046632	0.9960078258674371	0.9966436848520129	0.9951563054494432	0.990775917395648	0.9960174278614288	0.999796380122713	0.9961789625452084	0.9967279559660983	0.9950461794233937	0.9960434826717027	0.9958154168524576
HeQ_2017__RSZAXPI003099-133__bin.1	0.99545870563256	0.9879162044567573	0.9962720430035457	0.9963150926097414	0.9963399441717836	0.9966094377412266	0.9937929572228199	0.9947328556152609	0.9948779330931198	0.995129703332849	0.9950270941184959	0.9958182660652004	0.9962515883968154	0.996389915231651	0.9968196880906877	0.9952537837301263	0.9961630899663146	1.0	0.9967833719227401	0.9950648139250531	0.9964795205793273	0.9944343717063923	0.9911881289154449	0.9955640064843367	0.9959707338807429	0.9955285058482145	0.9968852222532939	0.9959356831536003	0.9965721886831065	0.9961627583100728
RaymondF_2016__P20E7__bin.20	0.9958870273713858	0.987613648624274	0.9964309989679997	0.9960687768345875	0.9960624045668616	0.9962024490527304	0.9935255778860095	0.9949920015137333	0.9951965569737724	0.9950009695721164	0.9950150055361427	0.9963408251348297	0.9961749875733793	0.9965337202785854	0.9965240035685868	0.9953627608912112	0.9962598765046632	0.9967833719227401	1.0	0.9952199551065007	0.9964832705974626	0.9942848356672672	0.9911421517573215	0.9956213027346462	0.9958719200791623	0.9950454990701438	0.9968619621943006	0.9954947324668226	0.9969330639552214	0.996484734105155
QinJ_2012__DLF012__bin.15	0.995448467939997	0.9871139352296585	0.9946046090474032	0.9955015540860025	0.9958691363938502	0.995017949841496	0.9938417413396421	0.9956367820624329	0.9947258882005827	0.9949674669924222	0.9948913773783787	0.9950640185221346	0.9942315356700858	0.995435215944036	0.9952890234418159	0.9949435623059911	0.9960078258674371	0.9950648139250531	0.9952199551065007	1.0	0.9957486695137472	0.9943384497680868	0.9898396885397559	0.9964726971161432	0.9958099699475278	0.9965864704693919	0.9954099090446965	0.9943966760807742	0.9953577534428425	0.9947339870902396
LoombaR_2017__SID1048_bav__bin.25	0.9975309517692234	0.9882261753437243	0.9961857153747179	0.9978761130105449	0.9966920869594005	0.998131325339971	0.9944775255484265	0.9947308300105019	0.9964923195000924	0.9959376027027015	0.9967034044031825	0.9980334925119562	0.9959625037411726	0.9983822561823419	0.9980931803299595	0.9959853532364243	0.9966436848520129	0.9964795205793273	0.9964832705974626	0.9957486695137472	1.0	0.9949543238611548	0.9917529041435914	0.9957533839026469	0.9965178579495658	0.9958305832259668	0.9967756530690165	0.99710439006567	0.9965385544972031	0.9962659422625351
BackhedF_2015__SID546_4M__bin.12	0.9945837192254363	0.9860447005961203	0.9940513455704583	0.9945989602294102	0.9951283502204803	0.9940624646638775	0.9971277085368582	0.9936268805168257	0.9936994233579688	0.9952703271297092	0.993835979490599	0.994177259279958	0.9935147383883928	0.9944904729575177	0.9944197153510901	0.9947789021548021	0.9951563054494432	0.9944343717063923	0.9942848356672672	0.9943384497680868	0.9949543238611548	1.0	0.9891155153077451	0.9940076878286458	0.9951739550716354	0.9943882747953371	0.9944477162605481	0.993586018658579	0.9944267165976599	0.9939898984916791
FengQ_2015__SID31137__bin.48	0.9909183699419025	0.9856149485738219	0.9922144559077143	0.9912841584562844	0.9907787519339866	0.9916464707012709	0.9885766759073574	0.9892099174166864	0.9903283231126873	0.9898707198884785	0.9903399946673875	0.9913528445279413	0.9909844964286767	0.9919801486723921	0.9918976625946264	0.9901585504631513	0.990775917395648	0.9911881289154449	0.9911421517573215	0.9898396885397559	0.9917529041435914	0.9891155153077451	1.0	0.9901695040169535	0.9908041872467158	0.9901626498872136	0.9913899202926549	0.9910008947758725	0.9909487481320561	0.9905132449568936
GeversD_2014__SKBSTL041__bin.56	0.9951935857716009	0.9869350930508164	0.9953899696886731	0.9955130380223483	0.9958708504375787	0.9953525978694532	0.9934050135199781	0.9958554010813196	0.9946300188003678	0.994981250607425	0.9945197449423452	0.99555371774197	0.994850452866568	0.9959330807733622	0.9956760452455012	0.9954075002517148	0.9960174278614288	0.9955640064843367	0.9956213027346462	0.9964726971161432	0.9957533839026469	0.9940076878286458	0.9901695040169535	1.0	0.99563330455313	0.999794503450831	0.9957121970808755	0.994727585050541	0.9952682743465524	0.9950617583409618
IjazUZ_2017__S47_a_WGS__bin.1	0.9964656165619772	0.9877128948199982	0.9954245628225868	0.9964316870948612	0.9998506399196132	0.9955734882507885	0.9946857293774972	0.9946119671475815	0.995548223843589	0.995862006839506	0.9957093862556862	0.9954728413107257	0.9950711583498468	0.9958387266424573	0.9957697205091706	0.9959184077220994	0.999796380122713	0.9959707338807429	0.9958719200791623	0.9958099699475278	0.9965178579495658	0.9951739550716354	0.9908041872467158	0.99563330455313	1.0	0.9959651272578743	0.9962400281584188	0.9946757360397893	0.9959168266304602	0.9956819548852257
IjazUZ_2017__S56_a_WGS__bin.7	0.9950894406640747	0.9867456662728741	0.9955395332557491	0.9952366613320792	0.9958965761313787	0.9950987463669235	0.993867622562892	0.9961628966950032	0.994557530127145	0.9950254301343889	0.9945706314140759	0.9951640257315405	0.9943683073693446	0.9954405761935508	0.9956191993552542	0.9958165198056493	0.9961789625452084	0.9955285058482145	0.9950454990701438	0.9965864704693919	0.9958305832259668	0.9943882747953371	0.9901626498872136	0.999794503450831	0.9959651272578743	1.0	0.9958070350363338	0.9947240203122166	0.9958707434020184	0.9949042021394571
LomanNJ_2013__OBK1196__bin.13	0.996512927222775	0.9901269198966521	0.9965458174662721	0.996703007616074	0.9964645993221355	0.9967801657877431	0.9940019631732377	0.9948301833339379	0.9960150352753326	0.9953495486802386	0.9953770828221543	0.9967053809833114	0.9965051688066808	0.9969781796838215	0.996720456108363	0.996063357430771	0.9967279559660983	0.9968852222532939	0.9968619621943006	0.9954099090446965	0.9967756530690165	0.9944477162605481	0.9913899202926549	0.9957121970808755	0.9962400281584188	0.9958070350363338	1.0	0.9961238266520602	0.9963409076693504	0.9961684151992962
BackhedF_2015__SID577_12M__bin.28	0.9962885160414121	0.986722345507614	0.9955082627597939	0.9964402199727673	0.9945416793461388	0.9977898939249772	0.993062702959763	0.9937848624497654	0.9958636373237205	0.9943724336422476	0.9957889313809024	0.9976770572037773	0.99517520551998	0.9982568012796608	0.9976062114003946	0.9947297233338066	0.9950461794233937	0.9959356831536003	0.9954947324668226	0.9943966760807742	0.99710439006567	0.993586018658579	0.9910008947758725	0.994727585050541	0.9946757360397893	0.9947240203122166	0.9961238266520602	1.0	0.995516167302082	0.9955370075853873
GeversD_2014__SKBSTL016__bin.45	0.9957768809861078	0.9875366309051318	0.9961996393337035	0.9960555095267893	0.9959256761849662	0.9962400925105928	0.9939228160602471	0.9948164839876468	0.995311066033589	0.9951067337312284	0.9951213718759179	0.9961970733437508	0.9960300703116776	0.9966736141698462	0.9964542815449922	0.9950968307447887	0.9960434826717027	0.9965721886831065	0.9969330639552214	0.9953577534428425	0.9965385544972031	0.9944267165976599	0.9909487481320561	0.9952682743465524	0.9959168266304602	0.9958707434020184	0.9963409076693504	0.995516167302082	1.0	0.9960801946368161
FengQ_2015__SID31537__bin.55	0.9954169026228773	0.9871129507901198	0.9957490384537853	0.9957459084802238	0.9958946805786673	0.9961311053790424	0.9934643168890092	0.9942860944195984	0.995049541490679	0.9947413101140594	0.9950151649416666	0.996094240502106	0.9957069661708716	0.9963571842161646	0.9963722814652737	0.9949046809848243	0.9958154168524576	0.9961627583100728	0.996484734105155	0.9947339870902396	0.9962659422625351	0.9939898984916791	0.9905132449568936	0.9950617583409618	0.9956819548852257	0.9949042021394571	0.9961684151992962	0.9955370075853873	0.9960801946368161	1.0
