	ZeeviD_2015__PNP_Main_399__bin.40	ZeeviD_2015__PNP_Main_673__bin.15	FengQ_2015__SID31137__bin.38	ZeeviD_2015__PNP_Main_554__bin.3	SchirmerM_2016__G88838__bin.17	ZeeviD_2015__PNP_Main_297__bin.51	LiSS_2016__FAT_012-22-2-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.9	ZellerG_2014__CCMD46947453ST-21-0__bin.36	ZeeviD_2015__PNP_Main_329__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.37	ZeeviD_2015__PNP_Main_547__bin.17	HeQ_2017__SZAXPI029551-166__bin.67	BritoIL_2016__W3.16.ST__bin.17	CosteaPI_2017__SID713A055-11-0-0__bin.81	ZeeviD_2015__PNP_Main_332__bin.16	LiJ_2017__H1M511841__bin.27	LeChatelierE_2013__MH0288__bin.31	BritoIL_2016__M2.40.ST__bin.30	SchirmerM_2016__G89030__bin.25	SchirmerM_2016__G89127__bin.19	LeChatelierE_2013__MH0456__bin.68	BritoIL_2016__M1.22.ST__bin.92	BackhedF_2015__SID184_12M__bin.44	ZellerG_2014__CCIS35092938ST-4-0__bin.32	BritoIL_2016__M2.3.ST__bin.65	FengQ_2015__SID31333__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.73	SchirmerM_2016__G89023__bin.6	VatanenT_2016__G80547__bin.9	ZeeviD_2015__PNP_Main_165__bin.9	SchirmerM_2016__G88746__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.88	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.115	LeChatelierE_2013__MH0448__bin.77	ZeeviD_2015__PNP_Main_114__bin.9	ZeeviD_2015__PNP_Main_160__bin.36	BritoIL_2016__WL.44.ST__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.111	ZeeviD_2015__PNP_Main_366__bin.36	ZeeviD_2015__PNP_Validation_42__bin.95	LiSS_2016__FAT_012-22-14-0__bin.25	ZeeviD_2015__PNP_Main_303__bin.2	ZeeviD_2015__PNP_Validation_77__bin.59
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.37	2416367.0	2206244.0	2489238.0	2428083.0	2282675.0	2398157.0	1981948.0	2365422.0	2460791.0	2092024.0	2885538.0	1731273.0	2380180.0	2162263.0	2178265.0	2441791.0	2223743.0	2370465.0	2206656.0	2164093.0	1549982.0	2033984.0	2422118.0	2214097.0	2005704.0	1063743.0	2249717.0	2394903.0	1817582.0	1847546.0	2108104.0	1622779.0	2309981.0	2511192.0	1715933.0	2411140.0	1224884.0	2007435.0	2084053.0	2218604.0	2377268.0	2412527.0	2447899.0	2314081.0
ZeeviD_2015__PNP_Main_547__bin.17	1752569.0	1589090.0	1714396.0	1690834.0	1654889.0	1742732.0	1584059.0	1693448.0	1718131.0	1600226.0	1731273.0	1948868.0	1705592.0	1613058.0	1675702.0	1747057.0	1670889.0	1737313.0	1649048.0	1667358.0	1260385.0	1576541.0	1690078.0	1684454.0	1568102.0	715787.0	1682225.0	1729422.0	1476003.0	1461904.0	1622463.0	1317776.0	1693035.0	1752432.0	1397508.0	1706563.0	863830.0	1549414.0	1528435.0	1631481.0	1664381.0	1728514.0	1718168.0	1726727.0
HeQ_2017__SZAXPI029551-166__bin.67	2364370.0	2114301.0	2360539.0	2266909.0	2174879.0	2319238.0	1984672.0	2264569.0	2390901.0	2044428.0	2380180.0	1705592.0	2763925.0	2109738.0	2174205.0	2354178.0	2154744.0	2301126.0	2210077.0	2125339.0	1528905.0	2008552.0	2268055.0	2198375.0	1998547.0	1047419.0	2210712.0	2296065.0	1820851.0	1837337.0	2060902.0	1598956.0	2295718.0	2423289.0	1707824.0	2241086.0	1209686.0	1977640.0	2023834.0	2150347.0	2210141.0	2292305.0	2324742.0	2275236.0
BritoIL_2016__W3.16.ST__bin.17	2199666.0	1983402.0	2146185.0	2076535.0	2047995.0	2137409.0	1877120.0	2091086.0	2150911.0	1933717.0	2162263.0	1613058.0	2109738.0	2689717.0	2040370.0	2153478.0	1962456.0	2147378.0	2092868.0	1998562.0	1434375.0	1953883.0	2163363.0	2058957.0	1873217.0	1005605.0	2047523.0	2150296.0	1719253.0	1727664.0	1898573.0	1520589.0	2095662.0	2214672.0	1628860.0	2096579.0	1133788.0	1918614.0	1919247.0	1986062.0	2013140.0	2127739.0	2158703.0	2097783.0
CosteaPI_2017__SID713A055-11-0-0__bin.81	2263281.0	2013890.0	2217800.0	2176602.0	2129022.0	2210424.0	1921275.0	2133055.0	2241894.0	1982760.0	2178265.0	1675702.0	2174205.0	2040370.0	3210729.0	2205933.0	2058032.0	2187697.0	2080257.0	2074220.0	1514168.0	2027471.0	2161464.0	2076399.0	1946487.0	979771.0	2087006.0	2175679.0	1801393.0	1811315.0	1945056.0	1608742.0	2133689.0	2268060.0	1697335.0	2132987.0	1173309.0	1898387.0	1945044.0	2061775.0	2096669.0	2202139.0	2249149.0	2166636.0
ZeeviD_2015__PNP_Main_332__bin.16	2495111.0	2193654.0	2516244.0	2407237.0	2287313.0	2484877.0	2006397.0	2266698.0	2532216.0	2145843.0	2441791.0	1747057.0	2354178.0	2153478.0	2205933.0	2910173.0	2212425.0	2393726.0	2215302.0	2167192.0	1535875.0	2115238.0	2390600.0	2213601.0	2034328.0	1115691.0	2249218.0	2380852.0	1855499.0	1859967.0	2108604.0	1622361.0	2364178.0	2497249.0	1740288.0	2418991.0	1301980.0	1990759.0	2095530.0	2295894.0	2346355.0	2467463.0	2552979.0	2343104.0
LiJ_2017__H1M511841__bin.27	2224891.0	2007769.0	2201713.0	2198613.0	2107685.0	2144140.0	1879407.0	2070547.0	2196992.0	1913541.0	2223743.0	1670889.0	2154744.0	1962456.0	2058032.0	2212425.0	2777393.0	2123493.0	2020915.0	2009279.0	1473771.0	1923856.0	2162029.0	2020922.0	1903784.0	946798.0	2076325.0	2157467.0	1764018.0	1786673.0	1948233.0	1555230.0	2115566.0	2215771.0	1632832.0	2182191.0	1107690.0	1836538.0	1918408.0	2050338.0	2125673.0	2151318.0	2238057.0	2117510.0
LeChatelierE_2013__MH0288__bin.31	2404093.0	2130772.0	2358631.0	2289897.0	2217659.0	2376807.0	2018246.0	2231864.0	2414461.0	2095416.0	2370465.0	1737313.0	2301126.0	2147378.0	2187697.0	2393726.0	2123493.0	2803659.0	2204414.0	2163523.0	1544310.0	2054260.0	2310202.0	2205171.0	2031824.0	1102704.0	2249354.0	2385706.0	1826942.0	1867509.0	2048102.0	1640568.0	2282435.0	2402298.0	1745888.0	2289357.0	1267392.0	1981196.0	2094892.0	2172914.0	2212636.0	2359847.0	2371310.0	2299375.0
BritoIL_2016__M2.40.ST__bin.30	2288494.0	2013786.0	2257360.0	2163823.0	2171232.0	2254792.0	1892798.0	2161588.0	2284378.0	1974706.0	2206656.0	1649048.0	2210077.0	2092868.0	2080257.0	2215302.0	2020915.0	2204414.0	3639244.0	2005512.0	1480015.0	2017574.0	2179591.0	2077876.0	1914421.0	993646.0	2109785.0	2221807.0	1758269.0	1752247.0	1915716.0	1542602.0	2169829.0	2303284.0	1631209.0	2131509.0	1152713.0	1937563.0	1954583.0	2023493.0	2050091.0	2231245.0	2252912.0	2184961.0
SchirmerM_2016__G89030__bin.25	2193628.0	1973124.0	2139822.0	2090609.0	2043387.0	2156725.0	1915340.0	2067043.0	2157580.0	1950209.0	2164093.0	1667358.0	2125339.0	1998562.0	2074220.0	2167192.0	2009279.0	2163523.0	2005512.0	2425537.0	1486006.0	1936296.0	2142539.0	2066246.0	1918098.0	964981.0	2097540.0	2176784.0	1768614.0	1785708.0	1924186.0	1566879.0	2105540.0	2191799.0	1651218.0	2091897.0	1143098.0	1855932.0	1906176.0	2041199.0	2016754.0	2132787.0	2161430.0	2120213.0
SchirmerM_2016__G89127__bin.19	1577291.0	1411127.0	1533754.0	1514100.0	1490227.0	1539899.0	1396468.0	1503849.0	1553386.0	1411573.0	1549982.0	1260385.0	1528905.0	1434375.0	1514168.0	1535875.0	1473771.0	1544310.0	1480015.0	1486006.0	1762229.0	1433066.0	1516142.0	1488346.0	1407934.0	596654.0	1487171.0	1531951.0	1363478.0	1333724.0	1386598.0	1212548.0	1489884.0	1562714.0	1244723.0	1502933.0	729867.0	1357837.0	1337516.0	1416663.0	1479591.0	1567021.0	1556016.0	1521414.0
LeChatelierE_2013__MH0456__bin.68	2201081.0	1911898.0	2061032.0	2048358.0	2042908.0	2104055.0	1832119.0	2014924.0	2084393.0	1917392.0	2033984.0	1576541.0	2008552.0	1953883.0	2027471.0	2115238.0	1923856.0	2054260.0	2017574.0	1936296.0	1433066.0	4645825.0	2040887.0	1940511.0	1855403.0	940341.0	1957390.0	2055341.0	1685605.0	1677917.0	1807619.0	1499886.0	1998971.0	2101267.0	1603734.0	1996402.0	1135534.0	1788788.0	1851555.0	1904957.0	1942780.0	2179547.0	2111408.0	2027116.0
BritoIL_2016__M1.22.ST__bin.92	2396808.0	2227606.0	2442405.0	2339660.0	2212241.0	2333931.0	1972078.0	2190160.0	2423891.0	2066961.0	2422118.0	1690078.0	2268055.0	2163363.0	2161464.0	2390600.0	2162029.0	2310202.0	2179591.0	2142539.0	1516142.0	2040887.0	3071792.0	2165264.0	1991498.0	1093987.0	2196906.0	2306582.0	1805470.0	1826063.0	1996598.0	1599790.0	2283375.0	2439502.0	1700314.0	2359050.0	1217432.0	1986518.0	2020133.0	2190574.0	2251121.0	2360717.0	2450274.0	2243154.0
BackhedF_2015__SID184_12M__bin.44	2217555.0	1995308.0	2199585.0	2101010.0	2065390.0	2185016.0	1923926.0	2140043.0	2195787.0	1975022.0	2214097.0	1684454.0	2198375.0	2058957.0	2076399.0	2213601.0	2020922.0	2205171.0	2077876.0	2066246.0	1488346.0	1940511.0	2165264.0	2376095.0	1969616.0	1024356.0	2111575.0	2193801.0	1762667.0	1828873.0	1991436.0	1574909.0	2145876.0	2239068.0	1697584.0	2132009.0	1169664.0	1940458.0	1945932.0	2070291.0	2042562.0	2144157.0	2185855.0	2180688.0
ZellerG_2014__CCIS35092938ST-4-0__bin.32	2054503.0	1816546.0	2005111.0	1966670.0	1907172.0	2005728.0	1824424.0	1956636.0	2035406.0	1844081.0	2005704.0	1568102.0	1998547.0	1873217.0	1946487.0	2034328.0	1903784.0	2031824.0	1914421.0	1918098.0	1407934.0	1855403.0	1991498.0	1969616.0	2552027.0	844908.0	1937634.0	2015685.0	1679545.0	1694023.0	1833236.0	1501022.0	1990995.0	2055386.0	1591962.0	1962043.0	993290.0	1780485.0	1785580.0	1879857.0	1902441.0	1997352.0	2024770.0	2008205.0
BritoIL_2016__M2.3.ST__bin.65	1143469.0	994128.0	1149745.0	1042283.0	1026009.0	1106092.0	909040.0	1032155.0	1160877.0	947957.0	1063743.0	715787.0	1047419.0	1005605.0	979771.0	1115691.0	946798.0	1102704.0	993646.0	964981.0	596654.0	940341.0	1093987.0	1024356.0	844908.0	1217708.0	1039664.0	1091598.0	771427.0	855015.0	949875.0	677483.0	1074791.0	1150964.0	744746.0	1044392.0	1110177.0	897367.0	1047552.0	1000722.0	1028311.0	1059064.0	1105343.0	1103356.0
FengQ_2015__SID31333__bin.4	2296861.0	2048922.0	2204900.0	2196272.0	2111162.0	2251347.0	1959880.0	2123568.0	2249578.0	1998560.0	2249717.0	1682225.0	2210712.0	2047523.0	2087006.0	2249218.0	2076325.0	2249354.0	2109785.0	2097540.0	1487171.0	1957390.0	2196906.0	2111575.0	1937634.0	1039664.0	2577596.0	2276896.0	1765684.0	1815839.0	2026441.0	1585661.0	2176680.0	2281467.0	1657553.0	2159698.0	1207416.0	1896331.0	2025194.0	2101251.0	2147365.0	2208898.0	2218206.0	2187376.0
Bengtsson-PalmeJ_2015__TRAVELRES17__bin.73	2367678.0	2117888.0	2318611.0	2314566.0	2290517.0	2342002.0	1997095.0	2240873.0	2376148.0	2072804.0	2394903.0	1729422.0	2296065.0	2150296.0	2175679.0	2380852.0	2157467.0	2385706.0	2221807.0	2176784.0	1531951.0	2055341.0	2306582.0	2193801.0	2015685.0	1091598.0	2276896.0	2749907.0	1816515.0	1850262.0	2069267.0	1641935.0	2283903.0	2390859.0	1728580.0	2281017.0	1241369.0	1992000.0	2318214.0	2188539.0	2217629.0	2352243.0	2346405.0	2291312.0
SchirmerM_2016__G89023__bin.6	1885611.0	1675917.0	1830809.0	1763562.0	1767555.0	1839994.0	1652137.0	1785765.0	1834463.0	1654331.0	1817582.0	1476003.0	1820851.0	1719253.0	1801393.0	1855499.0	1764018.0	1826942.0	1758269.0	1768614.0	1363478.0	1685605.0	1805470.0	1762667.0	1679545.0	771427.0	1765684.0	1816515.0	2013160.0	1595684.0	1668712.0	1410628.0	1820892.0	1851892.0	1500623.0	1797095.0	908126.0	1611467.0	1610343.0	1731989.0	1728980.0	1813090.0	1838359.0	1826381.0
VatanenT_2016__G80547__bin.9	1888996.0	1711222.0	1836429.0	1780816.0	1741204.0	1847944.0	1693823.0	1803128.0	1857068.0	1686116.0	1847546.0	1461904.0	1837337.0	1727664.0	1811315.0	1859967.0	1786673.0	1867509.0	1752247.0	1785708.0	1333724.0	1677917.0	1826063.0	1828873.0	1694023.0	855015.0	1815839.0	1850262.0	1595684.0	1995771.0	1716231.0	1453429.0	1818482.0	1872509.0	1491727.0	1818740.0	991348.0	1662055.0	1684498.0	1745388.0	1763508.0	1831363.0	1842856.0	1833299.0
ZeeviD_2015__PNP_Main_165__bin.9	2092787.0	1869709.0	2065157.0	2058278.0	1957710.0	2070597.0	1840557.0	1983310.0	2053764.0	1864868.0	2108104.0	1622463.0	2060902.0	1898573.0	1945056.0	2108604.0	1948233.0	2048102.0	1915716.0	1924186.0	1386598.0	1807619.0	1996598.0	1991436.0	1833236.0	949875.0	2026441.0	2069267.0	1668712.0	1716231.0	2253129.0	1469666.0	2027174.0	2102151.0	1578911.0	2026638.0	1116299.0	1772827.0	1904333.0	1960904.0	2041624.0	2002365.0	2049869.0	2054376.0
SchirmerM_2016__G88746__bin.5	1642343.0	1491677.0	1599469.0	1565185.0	1540366.0	1619858.0	1493957.0	1569252.0	1619773.0	1499583.0	1622779.0	1317776.0	1598956.0	1520589.0	1608742.0	1622361.0	1555230.0	1640568.0	1542602.0	1566879.0	1212548.0	1499886.0	1599790.0	1574909.0	1501022.0	677483.0	1585661.0	1641935.0	1410628.0	1453429.0	1469666.0	1824984.0	1585940.0	1641896.0	1346953.0	1589017.0	797857.0	1450834.0	1463356.0	1540184.0	1542911.0	1610803.0	1609436.0	1599465.0
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.88	2360804.0	2083760.0	2504704.0	2207405.0	2281987.0	2315672.0	1952065.0	2224989.0	2385654.0	2023426.0	2309981.0	1693035.0	2295718.0	2095662.0	2133689.0	2364178.0	2115566.0	2282435.0	2169829.0	2105540.0	1489884.0	1998971.0	2283375.0	2145876.0	1990995.0	1074791.0	2176680.0	2283903.0	1820892.0	1818482.0	2027174.0	1585940.0	2869896.0	2414264.0	1713615.0	2254574.0	1232634.0	1962574.0	2038582.0	2175018.0	2173115.0	2283864.0	2344972.0	2270989.0
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.115	2527160.0	2211223.0	2571803.0	2451684.0	2377982.0	2468408.0	2017648.0	2372404.0	2582506.0	2133960.0	2511192.0	1752432.0	2423289.0	2214672.0	2268060.0	2497249.0	2215771.0	2402298.0	2303284.0	2191799.0	1562714.0	2101267.0	2439502.0	2239068.0	2055386.0	1150964.0	2281467.0	2390859.0	1851892.0	1872509.0	2102151.0	1641896.0	2414264.0	3462363.0	1776820.0	2467629.0	1306206.0	2038088.0	2132450.0	2263046.0	2347348.0	2497498.0	2510210.0	2375390.0
LeChatelierE_2013__MH0448__bin.77	1767009.0	1582659.0	1730703.0	1665235.0	1670270.0	1726997.0	1576804.0	1676565.0	1738543.0	1573605.0	1715933.0	1397508.0	1707824.0	1628860.0	1697335.0	1740288.0	1632832.0	1745888.0	1631209.0	1651218.0	1244723.0	1603734.0	1700314.0	1697584.0	1591962.0	744746.0	1657553.0	1728580.0	1500623.0	1491727.0	1578911.0	1346953.0	1713615.0	1776820.0	1941461.0	1726044.0	860212.0	1567035.0	1531633.0	1631759.0	1613502.0	1706478.0	1720215.0	1701620.0
ZeeviD_2015__PNP_Main_114__bin.9	2386055.0	2111305.0	2444101.0	2365251.0	2238940.0	2380996.0	1948935.0	2201799.0	2414877.0	2036233.0	2411140.0	1706563.0	2241086.0	2096579.0	2132987.0	2418991.0	2182191.0	2289357.0	2131509.0	2091897.0	1502933.0	1996402.0	2359050.0	2132009.0	1962043.0	1044392.0	2159698.0	2281017.0	1797095.0	1818740.0	2026638.0	1589017.0	2254574.0	2467629.0	1726044.0	3019421.0	1192307.0	1967508.0	2001607.0	2162479.0	2276244.0	2329697.0	2467254.0	2259912.0
ZeeviD_2015__PNP_Main_160__bin.36	1356386.0	1157910.0	1295661.0	1214767.0	1261757.0	1300091.0	1055120.0	1169566.0	1345779.0	1108450.0	1224884.0	863830.0	1209686.0	1133788.0	1173309.0	1301980.0	1107690.0	1267392.0	1152713.0	1143098.0	729867.0	1135534.0	1217432.0	1169664.0	993290.0	1110177.0	1207416.0	1241369.0	908126.0	991348.0	1116299.0	797857.0	1232634.0	1306206.0	860212.0	1192307.0	2403944.0	1023818.0	1215943.0	1178844.0	1172019.0	1275600.0	1304489.0	1270603.0
BritoIL_2016__WL.44.ST__bin.44	2006656.0	1813351.0	2003525.0	1898017.0	1918934.0	1991953.0	1774350.0	1928374.0	1995272.0	1805031.0	2007435.0	1549414.0	1977640.0	1918614.0	1898387.0	1990759.0	1836538.0	1981196.0	1937563.0	1855932.0	1357837.0	1788788.0	1986518.0	1940458.0	1780485.0	897367.0	1896331.0	1992000.0	1611467.0	1662055.0	1772827.0	1450834.0	1962574.0	2038088.0	1567035.0	1967508.0	1023818.0	2404545.0	1764042.0	1847309.0	1856003.0	1940852.0	1992936.0	1956236.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.111	2120486.0	1891988.0	2054801.0	2047220.0	2021658.0	2066006.0	1811519.0	1983130.0	2092762.0	1842324.0	2084053.0	1528435.0	2023834.0	1919247.0	1945044.0	2095530.0	1918408.0	2094892.0	1954583.0	1906176.0	1337516.0	1851555.0	2020133.0	1945932.0	1785580.0	1047552.0	2025194.0	2318214.0	1610343.0	1684498.0	1904333.0	1463356.0	2038582.0	2132450.0	1531633.0	2001607.0	1215943.0	1764042.0	3352351.0	1910139.0	2015894.0	2078584.0	2103266.0	2019184.0
ZeeviD_2015__PNP_Main_366__bin.36	2256050.0	2039380.0	2251343.0	2160767.0	2095795.0	2225529.0	1866767.0	2102711.0	2250257.0	1962553.0	2218604.0	1631481.0	2150347.0	1986062.0	2061775.0	2295894.0	2050338.0	2172914.0	2023493.0	2041199.0	1416663.0	1904957.0	2190574.0	2070291.0	1879857.0	1000722.0	2101251.0	2188539.0	1731989.0	1745388.0	1960904.0	1540184.0	2175018.0	2263046.0	1631759.0	2162479.0	1178844.0	1847309.0	1910139.0	2466439.0	2085116.0	2180665.0	2219318.0	2183750.0
ZeeviD_2015__PNP_Validation_42__bin.95	2310534.0	2066404.0	2338370.0	2363965.0	2098809.0	2279891.0	1906424.0	2177549.0	2357736.0	1991875.0	2377268.0	1664381.0	2210141.0	2013140.0	2096669.0	2346355.0	2125673.0	2212636.0	2050091.0	2016754.0	1479591.0	1942780.0	2251121.0	2042562.0	1902441.0	1028311.0	2147365.0	2217629.0	1728980.0	1763508.0	2041624.0	1542911.0	2173115.0	2347348.0	1613502.0	2276244.0	1172019.0	1856003.0	2015894.0	2085116.0	3058065.0	2306748.0	2357835.0	2202450.0
