	ZeeviD_2015__PNP_Main_399__bin.40	ZeeviD_2015__PNP_Main_673__bin.15	FengQ_2015__SID31137__bin.38	ZeeviD_2015__PNP_Main_554__bin.3	SchirmerM_2016__G88838__bin.17	ZeeviD_2015__PNP_Main_297__bin.51	LiSS_2016__FAT_012-22-2-0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.9	ZellerG_2014__CCMD46947453ST-21-0__bin.36	ZeeviD_2015__PNP_Main_329__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.37	ZeeviD_2015__PNP_Main_547__bin.17	HeQ_2017__SZAXPI029551-166__bin.67	BritoIL_2016__W3.16.ST__bin.17	CosteaPI_2017__SID713A055-11-0-0__bin.81	ZeeviD_2015__PNP_Main_332__bin.16	LiJ_2017__H1M511841__bin.27	LeChatelierE_2013__MH0288__bin.31	BritoIL_2016__M2.40.ST__bin.30	SchirmerM_2016__G89030__bin.25	SchirmerM_2016__G89127__bin.19	LeChatelierE_2013__MH0456__bin.68	BritoIL_2016__M1.22.ST__bin.92	BackhedF_2015__SID184_12M__bin.44	ZellerG_2014__CCIS35092938ST-4-0__bin.32	BritoIL_2016__M2.3.ST__bin.65	FengQ_2015__SID31333__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.73	SchirmerM_2016__G89023__bin.6	VatanenT_2016__G80547__bin.9	ZeeviD_2015__PNP_Main_165__bin.9	SchirmerM_2016__G88746__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.88	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.115	LeChatelierE_2013__MH0448__bin.77	ZeeviD_2015__PNP_Main_114__bin.9	ZeeviD_2015__PNP_Main_160__bin.36	BritoIL_2016__WL.44.ST__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.111	ZeeviD_2015__PNP_Main_366__bin.36	ZeeviD_2015__PNP_Validation_42__bin.95	LiSS_2016__FAT_012-22-14-0__bin.25	ZeeviD_2015__PNP_Main_303__bin.2	ZeeviD_2015__PNP_Validation_77__bin.59
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.37	0.8265110353771117	0.7541650811737707	0.8451096467972351	0.8308797180976304	0.7755378719670301	0.8201028716308709	0.6784135228855069	0.8121906556073772	0.8414538294072024	0.7149221393029653	1.0	0.5924396074492867	0.8134053337713799	0.7393137778812825	0.7457358038604932	0.8348228302659677	0.7602277287632323	0.8104086655590742	0.7544191065929473	0.7401382341871775	0.5305371130097749	0.6959582580440806	0.8287768173560701	0.7584360351518503	0.6863985156320935	0.36472332022659204	0.7695396837608793	0.8191373671045054	0.6224000515675067	0.6329395072946535	0.7213812467553711	0.5558117758282857	0.784161913653537	0.8602063116132936	0.5868340669920132	0.8245419051837127	0.41963751647006553	0.6866781861822648	0.7136634485492827	0.7591787042832221	0.8137816933965174	0.8252748707520055	0.8364564944214908	0.791934121124033
ZeeviD_2015__PNP_Main_547__bin.17	0.8905169565101382	0.8059514548958677	0.8622497778197394	0.8589488872514711	0.8341473101308042	0.8856885125108525	0.8052407859331673	0.8583182647567716	0.8728523430011679	0.813620009154032	0.8771794703386786	1.0	0.8649303082610008	0.8180554044706978	0.8520910600410084	0.8886415088143477	0.8467438533548707	0.8824748520679697	0.8355481233208201	0.8488399419560483	0.6419100729243848	0.8012333313492755	0.8577153506548417	0.8558619670495898	0.7967004435395316	0.3635202589400616	0.854535556025344	0.8782621501302295	0.7505387743038523	0.7432668605570003	0.824739284548774	0.6694070609194671	0.8521685409170863	0.8883870020955755	0.7097894777891576	0.866451191153018	0.440301754659628	0.7861030095419494	0.7763850604556081	0.8301644852293742	0.8458156221970908	0.8785089600732322	0.872493160131933	0.8777936730450703
HeQ_2017__SZAXPI029551-166__bin.67	0.8450326980652514	0.7545595484682109	0.836724585507928	0.8105516611340756	0.7738730247745506	0.8292887831616271	0.7096133216349937	0.8087270819577231	0.8540173846974863	0.7309120182349377	0.8491952567453893	0.6098700217987102	1.0	0.7531865010808904	0.7773778232043199	0.8410470616966814	0.7705625152636196	0.8219474117423592	0.788162124514956	0.7601830729849761	0.5470390839114665	0.7184037193483904	0.810520545962716	0.7859355807411561	0.7147408124315965	0.3750004070298579	0.7899197698924537	0.820029487051928	0.6514753475582731	0.6573666072704578	0.7370124008430041	0.5717318668198306	0.8139938674168076	0.8644391580813516	0.6099163327514314	0.8004099242924464	0.4328880125184294	0.7063111336233797	0.7232746908834358	0.7694051032499073	0.7897667266658828	0.8195533525692629	0.8303405483144441	0.8135166475211881
BritoIL_2016__W3.16.ST__bin.17	0.8080415151482478	0.7283974485048056	0.7835091944617222	0.7626233540554638	0.7477582214039619	0.7851049013706647	0.6901123798526015	0.7673640014916068	0.7904905980815082	0.7105479870187087	0.7931384602915474	0.5927322465523325	0.7739665548457328	1.0	0.7502804198359901	0.7906776066032226	0.7196158554970654	0.788975568805194	0.7704598662238443	0.7340902407204922	0.5272391110291529	0.7179234841434992	0.7964432689387024	0.756895242138857	0.6885899148497779	0.3709297297819808	0.7523215267628528	0.7900637873798619	0.6319166663258625	0.635446777486256	0.6975841696356904	0.5592257475414699	0.7652582037441114	0.81227764854072	0.5982287355881678	0.7693036107516144	0.41674458688404764	0.7072019100894258	0.7053898235390563	0.7298150697638451	0.7396172162350165	0.7817989773645332	0.7923907979910153	0.7711934006440082
CosteaPI_2017__SID713A055-11-0-0__bin.81	0.6981327293583482	0.6200604286440867	0.6763766110437848	0.6711893155728808	0.6506662505617883	0.6816162310802313	0.5927295639090063	0.6568231077739666	0.6909963438209826	0.6115470972480082	0.6702057383229789	0.5172074628534518	0.6691981789805369	0.628530779147041	1.0	0.68024364560198	0.6331406356624929	0.6751223787494989	0.6406934375339681	0.6399266334841713	0.4674181470936974	0.6251711060011604	0.6659936107968003	0.6403801130522072	0.6007725971266962	0.3020656679526674	0.6440935999269948	0.6704492967173499	0.5559267069877277	0.5592150567674818	0.5996955831526112	0.4966781687274136	0.6519974124256517	0.69800783560369	0.5230777807781348	0.6569068893699842	0.3615010796613479	0.5849036153471688	0.5992389890271026	0.6362059831271963	0.6466466026874271	0.6791199132658035	0.6929582035730827	0.6685033212083611
ZeeviD_2015__PNP_Main_332__bin.16	0.8486158726646148	0.744574635253643	0.8471290194775362	0.8186719483687052	0.7712651447182006	0.8458737676419924	0.6828470334925106	0.7691535864019081	0.8613085888708334	0.73002532839113	0.8277559444060542	0.5951003600129614	0.7987810346670112	0.730780953572176	0.750497650826944	1.0	0.7512158211900117	0.8135811857233229	0.7512721752280705	0.7375757386244736	0.5228775059077243	0.7198781653186941	0.812121478688724	0.7527188246197047	0.6922031782990221	0.37928776055581576	0.7647854612079763	0.808574954135029	0.6317916494998751	0.6330441523579526	0.7178982142986001	0.5519623747454189	0.7961588537863556	0.8474018554910653	0.5917861240551678	0.8227510873064935	0.44311936094520843	0.6760264767764665	0.7121501024165917	0.7828050084994947	0.7980443087060459	0.8391748531788317	0.8674855412375827	0.7973336980310105
LiJ_2017__H1M511841__bin.27	0.7914627134150622	0.712660757768166	0.7767348733146515	0.7823926970363936	0.7463805086280553	0.7632222015393572	0.6682662482407064	0.7350068931548398	0.7816887995325112	0.6804589771775187	0.7898291671362316	0.5941514218549554	0.7668259407293099	0.6968992144791897	0.7319248662324706	0.7871295131801658	1.0	0.7549774194721454	0.7175513152081826	0.7146421122253854	0.5242153343081084	0.6841376067412859	0.7684202415718625	0.7192687531076806	0.6772880179362445	0.33735449034400244	0.7382369005754678	0.7667240466149371	0.6277912416427923	0.6359370099946244	0.6936249209240464	0.5533052038368355	0.7465504521686344	0.7869379666471399	0.5802787002055525	0.7757832614973826	0.3944385976345443	0.6527790629558006	0.6822077394160638	0.7299463921742441	0.7562725188693138	0.7646998462226988	0.7953084061204159	0.7536740389278722
LeChatelierE_2013__MH0288__bin.31	0.8477785636555658	0.7503683579208456	0.8237528173005347	0.8077401709694368	0.7761393236481327	0.8385046112954535	0.712954036136349	0.786480809542102	0.8511209815459013	0.7395892296459734	0.8340761126798945	0.6134223170506827	0.8102986133477716	0.7569112363522097	0.7731450222726801	0.8444900039555452	0.7479044348831296	1.0	0.776538444939274	0.7638436058022748	0.5456487397361804	0.7259895015763329	0.8147513659828104	0.7792356345761021	0.7176771497532332	0.3893487046748552	0.7937848361730154	0.8419429752334361	0.645243590607845	0.659832740001548	0.7224979928015497	0.5800395126511463	0.798148776295548	0.8457437227565834	0.6162703809557439	0.8069558387806791	0.4471203523681018	0.6988210763149156	0.7397080030060716	0.767334757900301	0.7807297535113935	0.8330374699633586	0.8355409841211074	0.8120003181556672
BritoIL_2016__M2.40.ST__bin.30	0.6207912962142688	0.5460037854015833	0.6085222645142783	0.5872560344950765	0.5852792503058327	0.6118603204401794	0.5135813921792548	0.5862132354961636	0.6200568030063387	0.5357780352183036	0.5981750605345506	0.44744815131933996	0.5985916305694259	0.569436674210358	0.5652528382268405	0.6007654336999663	0.5476197803719673	0.5982421074267072	1.0	0.5443611365437437	0.40195765933803834	0.5473859405964536	0.592266415772067	0.5645526928120236	0.5200959320122531	0.2702877300889965	0.5730423681401962	0.6032719982501861	0.477492852911209	0.47627254451748774	0.5198271948789364	0.41916837672879315	0.5854814901116826	0.6246739707477708	0.44277108102671875	0.5778980469570054	0.3127723779993867	0.5267456647589445	0.5308852607849323	0.5496798236117172	0.5562440990491432	0.6053012658673065	0.6109202900382608	0.5931391244994839
SchirmerM_2016__G89030__bin.25	0.895374921099946	0.8039337268406954	0.8646035908749279	0.8536649822286776	0.8278216329002608	0.8806078818834757	0.782022702601527	0.8420399276531341	0.8805476890272134	0.7962224447617168	0.8805048119241223	0.6820250525966003	0.8662366313109221	0.8140444775734198	0.8470829346243739	0.8849475394520884	0.8183103370511355	0.8829207717713644	0.8167523315455505	1.0	0.6106099391598644	0.7906513073187504	0.8735904667708636	0.843638748862623	0.7830373232814012	0.3939461653233902	0.8561555647264915	0.8874257535547799	0.7226135903101044	0.7291391555766825	0.785744352693857	0.6394769488158706	0.85169139864698	0.8927268477042404	0.6738784030093129	0.8534386405979376	0.4677887824428158	0.7568971324700469	0.7778050798647888	0.8340371637291041	0.8232811950508279	0.8704122015042443	0.8819580983510042	0.8657085008391956
SchirmerM_2016__G89127__bin.19	0.8865045348816754	0.7918374967158072	0.8531450793285095	0.8515090830987345	0.8309215204153376	0.8659300238504757	0.7854580761070213	0.8435521149634922	0.8728803123771087	0.794115861218945	0.8687208075681425	0.7098952519791696	0.8579900796094038	0.8047330965498809	0.8516220082633982	0.8634882299633022	0.8261990921724702	0.8681124870831204	0.8300975639374905	0.8404452542773952	1.0	0.8064831528705975	0.851393888081515	0.8364815242513884	0.7914799949382287	0.33544335043856394	0.8360808952752452	0.8603972582450976	0.7666631294797669	0.7494133849800452	0.7795973168072935	0.6811566487669877	0.829464842537491	0.8761392531844613	0.6995379147659015	0.8440895025561377	0.411195139791707	0.7623362230447915	0.7512139455201339	0.79688451387419	0.8316779487796422	0.881567605572261	0.8741718584815027	0.8554387653364006
LeChatelierE_2013__MH0456__bin.68	0.4690036753429154	0.40653360813203254	0.43462205313372765	0.43611306926111076	0.43115227112515	0.44836277733233604	0.39207718758239923	0.428374723542105	0.4439338545898737	0.4097244299989776	0.43226208477503997	0.33610779570905064	0.4273975020582996	0.41564436886882306	0.4320556628801128	0.4509360554906825	0.4089949578384894	0.4381196020082547	0.4287873520849365	0.4127908390867069	0.30591079087137374	1.0	0.4342976758702706	0.4136591455769427	0.3954722788740428	0.2004447003492383	0.4173448203494535	0.43753413010606296	0.35941022315735094	0.3576766236351993	0.38521059230599514	0.3197438560427911	0.42205464045675417	0.4465615902450049	0.3417677161752757	0.42491355141444204	0.24194841605097048	0.38059720286493787	0.3940565992046622	0.4063048005467274	0.4140082762480291	0.46616736532262837	0.4490616844155774	0.43213573477261846
BritoIL_2016__M1.22.ST__bin.92	0.7714470901675634	0.7162574809752744	0.7800284003604411	0.7528331996437259	0.7067399094730372	0.7514984738550005	0.6352067457692447	0.7047345653611963	0.7799808711006474	0.665200313042029	0.778525043362311	0.5441690062347971	0.7292870090162354	0.69738022626532	0.6961164688234099	0.7693925890815523	0.6947752321771786	0.7436327069020299	0.7016757645048883	0.6898012625854876	0.48842857849750243	0.6568384187471026	1.0	0.6981211618495002	0.6411934792459906	0.3532185772995046	0.7069013787391855	0.7422322214524941	0.5818102267341018	0.5885365936235266	0.6430419116919374	0.5158038044242579	0.7292590123289598	0.7843363092292708	0.5474540593894379	0.7589035976394235	0.3920047320912353	0.64086044888456	0.6506185965716428	0.7058225296504451	0.7247323386479293	0.7596250006510858	0.788097957153349	0.7228054503690355
BackhedF_2015__SID184_12M__bin.44	0.9231129226735463	0.829893585904604	0.9078290219877572	0.8755899911409266	0.8543084346375039	0.910634465372807	0.8017385668502311	0.8901331807019501	0.9143110860466438	0.8226821739029794	0.9210473486960749	0.7019761415263278	0.9142172345802672	0.8567982340773411	0.8653218831738629	0.921908425378615	0.8407458455996077	0.9194543989192351	0.8646729192225059	0.8611932603704818	0.6203758688099592	0.8088009949097152	0.902524099415217	1.0	0.8208846868496419	0.42699008246724146	0.8796967292974396	0.9145210944848585	0.7347656554136093	0.762806621789112	0.8300484618670549	0.6571551221647282	0.8861093516883796	0.9312375978233194	0.7067507822709108	0.8875537383816724	0.487512494239498	0.8081272003013348	0.8113602360174994	0.8630589265159853	0.8513535864517202	0.8934575427329294	0.9096534439910863	0.9093239117122842
ZellerG_2014__CCIS35092938ST-4-0__bin.32	0.7968054413217415	0.7035325253220284	0.7696293965541902	0.762529550040027	0.7338237408930235	0.778451795376773	0.7081045772634851	0.7576373604197763	0.789941093883411	0.7160711857672352	0.7761003312269031	0.6084042214286918	0.774086637798111	0.7257415380009694	0.7558376145706922	0.789345488899608	0.7370983927677881	0.7884407179077652	0.7416677017915563	0.744226452149605	0.5465337945092273	0.7199355649450417	0.7717837624758672	0.7642944216499276	1.0	0.3277669084222072	0.7517969049700494	0.7816096773270815	0.6521228027759894	0.6591431046771842	0.7112146540769357	0.582901356451166	0.7652673737386008	0.7954696404074095	0.6174636867086437	0.7603469712506961	0.38508448382403476	0.6899535153820865	0.6923496499057415	0.7298053664792732	0.7378056736860543	0.7746399234804334	0.7844607443416547	0.7796257641474796
BritoIL_2016__M2.3.ST__bin.65	0.9298633169856814	0.807539245861898	0.9283005449582331	0.8467079135556308	0.8292841962112427	0.8993806396935884	0.7390737352468736	0.838885841269007	0.9438264345803755	0.7711257542859208	0.8642654889349499	0.5817921866325917	0.8511671106702099	0.8193228590105345	0.79645612905557	0.9064513003117332	0.7694504758119352	0.8964390477848547	0.8077823254836135	0.7846963311401419	0.48544314400496674	0.7647408081411964	0.8910297049867456	0.8331792186632592	0.6869216593797528	1.0	0.8451730628360822	0.8874212865481709	0.6276939956048576	0.6953588216551094	0.7714131795143007	0.5511436239229766	0.8677014522364968	0.934993446704793	0.6051647849895049	0.8484998045508447	0.9030424371031479	0.7309231769849587	0.8523513026111351	0.8140974683585884	0.8365790485075241	0.8616154283292875	0.8983335906473473	0.8979829318687238
FengQ_2015__SID31333__bin.4	0.8818988701099784	0.7850233318177092	0.8372483507888746	0.8436698380972038	0.8043401681256488	0.8645672168951225	0.7529019287739428	0.8139460179174705	0.8636384445041039	0.7676943943115988	0.861475576467375	0.6460969833907253	0.8470214106477508	0.7850462213628512	0.8023018347328286	0.8634626993524198	0.7954598005273131	0.8634021778432307	0.8090643374679353	0.8056487517826689	0.5716047045386476	0.7522167942532498	0.8424338026595324	0.8109273136674637	0.7443392990988502	0.3992766903735108	1.0	0.8742832468703395	0.6785252615227522	0.6980519833208928	0.778658874393039	0.6092964141781722	0.8278869147841632	0.8743969186792656	0.6366296347449328	0.8290597130038998	0.46416389535055147	0.7276931683630794	0.7781386221890475	0.8077212255140062	0.8247669533937824	0.8478237086028998	0.8513180498417906	0.8402259314493039
Bengtsson-PalmeJ_2015__TRAVELRES17__bin.73	0.8508615018616994	0.76030316661618	0.8257588347533207	0.8324583340454786	0.8176614700060765	0.8423379408830917	0.7185490272943776	0.8051392283448131	0.8541114299501764	0.7454953931169309	0.8595388862241523	0.6224272311754543	0.8242096914550201	0.7727708609782076	0.7828013820103734	0.8556991200066039	0.7743876429275608	0.8584003022647676	0.7983739086449105	0.7827479256571221	0.551370282704106	0.7391911799199027	0.8291127663590078	0.7902045414626749	0.7253659851042236	0.39296601666892733	0.8195000776389891	1.0	0.6538537485085859	0.666064706915543	0.7442433507751354	0.5917160107596366	0.8143639039429333	0.857913740355583	0.6219912164302284	0.8198786358956865	0.446849293448833	0.7163878632986497	0.8425688577831905	0.7873618998751594	0.797857527545477	0.8457649658697549	0.842995054014554	0.824224237401483
SchirmerM_2016__G89023__bin.6	0.9277389775278665	0.8230473484472174	0.8921938643724295	0.8679752230324465	0.8627486141190963	0.9060034969898071	0.8128270976971527	0.8765279461145662	0.9027285461662262	0.8144091875459476	0.8921094200162928	0.7265696715611277	0.8944291561525164	0.8442831170895507	0.8866309682290529	0.9133019730175446	0.866112479882374	0.8986086550497725	0.8631767966778596	0.8706342267877367	0.6711021478670349	0.8294209104095055	0.8877585487492301	0.8672301257724175	0.8266779590295853	0.37967573367243534	0.868765522859584	0.8931416280871863	1.0	0.7853772179061773	0.821118043275249	0.6937332353116494	0.8877128494506149	0.9089118599614536	0.737886705477955	0.8835070237835045	0.44727840807486735	0.7914487671124005	0.7918719823560969	0.8527419579169068	0.8506055157066502	0.8918645313834965	0.904030976176757	0.898911661268851
