	HMP_2012__SRS017533__bin.4	CM_cf__CF_TNFC057SA_t1M16__bin.2	HMP_2012__SRS049389__bin.46	HMP_2012__SRS016037__bin.16	HMP_2012__SRS018145__bin.21	HMP_2012__SRS019126__bin.30	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.2	FerrettiP_2018__CA_C10019MS2313SA_t0M15__bin.8	HMP_2012__SRS014888__bin.17	HMP_2012__SRS016225__bin.50	HMP_2012__SRS019122__bin.59	HMP_2012__SRS013164__bin.38	HMP_2012__SRS018439__bin.21	HMP_2012__SRS045127__bin.3	HMP_2012__SRS013948__bin.22	HMP_2012__SRS057205__bin.36	HMP_2012__SRS019327__bin.57	HMP_2012__SRS022621__bin.11	CM_cf__CF_TNFC057IS_t1M15__bin.1	HMP_2012__SRS015797__bin.21	HMP_2012__SRS023958__bin.14	HMP_2012__SRS052227__bin.2	HMP_2012__SRS050669__bin.56	HMP_2012__SRS019127__bin.45	HMP_2012__SRS015762__bin.43	HMP_2012__SRS044662__bin.6	HMP_2012__SRS013947__bin.11	HMP_2012__SRS024441__bin.49	HMP_2012__SRS013879__bin.23
HMP_2012__SRS019122__bin.59	0.9716192262951467	0.9717657899456404	0.9712073851855877	0.9683569008457755	0.9718166360430593	0.9763856521829004	0.9704772604716785	0.9706376781809248	0.9713527048217175	0.9694468129589512	1.0	0.9719468505633097	0.9698776132639912	0.9640810541943234	0.9756666273574081	0.9719914498748526	0.9723063628456177	0.9628099663865831	0.971477737054421	0.9714399889898704	0.9703714151517594	0.9700757526161349	0.9715378169181187	0.9813557152179955	0.9719775500828889	0.9698487432864855	0.9755836202367737	0.9709431208747306	0.971589653379813
HMP_2012__SRS013164__bin.38	0.9691655711388425	0.9699964471937332	0.9690324331320266	0.9686509708157014	0.9689675591970632	0.969873190214678	0.9691369253425106	0.969309954555665	0.9708807340723106	0.9687867677191195	0.9719468505633097	1.0	0.9680560568473005	0.9629097545691145	0.9684473672216488	0.9700357853701479	0.970527329492896	0.9612930631729404	0.96945170115803	0.9693176839904212	0.9683290444515825	0.9699646141680073	0.9694155127615005	0.9715688793299616	0.9699331980905876	0.9687191895788763	0.9691331472834073	0.9682384851280376	0.9694176132863515
HMP_2012__SRS018439__bin.21	0.9668967292644063	0.9692673855516963	0.9696664653814248	0.966618991219183	0.9688208972262553	0.9670847987202614	0.9693688758625587	0.9691301699232197	0.9686683818310858	0.96817002539096	0.9698776132639912	0.9680560568473005	1.0	0.963933862800657	0.9690992536915447	0.9683565732257184	0.9685640757158624	0.9599617674075743	0.9689876676105118	0.9699065957096329	0.968481882867134	0.9695699960147487	0.968420351382942	0.9714977716080953	0.9696189173615113	0.9693085143958583	0.9667498595258697	0.9683867494944498	0.9697015878545096
HMP_2012__SRS045127__bin.3	0.961577703361831	0.9632973240435824	0.963270821197324	0.9656060476386783	0.9632908588419896	0.9618499093372848	0.9640820729927189	0.9619222097331834	0.9627859369530065	0.9628225828773885	0.9640810541943234	0.9629097545691145	0.963933862800657	1.0	0.9625839554927791	0.9625079708302066	0.9631628418763748	0.9665030420598455	0.9628773026594022	0.9636184268925465	0.9627405181275991	0.9640698351980181	0.9624625864651457	0.9644787133926438	0.9628944438800784	0.9639187997013743	0.9612312129453523	0.9622441656503582	0.9634547047018971
HMP_2012__SRS013948__bin.22	0.9690453709056844	0.9700323500293038	0.9698060282356269	0.9667862164395301	0.9686657178531816	0.9985703079173704	0.9682283628237364	0.9685532720218241	0.9697658297319209	0.9677178914574965	0.9756666273574081	0.9684473672216488	0.9690992536915447	0.9625839554927791	1.0	0.9695937580275256	0.9704127132975943	0.9605144197976642	0.9697282486682858	0.9692787120629737	0.9682454533053809	0.9696309272686752	0.9696875324405689	0.9953582743467037	0.9702741739896423	0.9696517136295663	0.9998737330669161	0.9692438545330647	0.9696685403211519
HMP_2012__SRS057205__bin.36	0.9917571014683974	0.9698092840558133	0.9692919279089629	0.9683468458313793	0.9692333949055653	0.9693701645676102	0.9685870141630408	0.9696568731456243	0.9704300951838706	0.9677936315354105	0.9719914498748526	0.9700357853701479	0.9683565732257184	0.9625079708302066	0.9695937580275256	1.0	0.9698099112892646	0.9610901030884109	0.9695896479580708	0.969969431868107	0.9692216153123661	0.9700311701265507	0.9707629553116661	0.9724132057356994	0.9993866792655937	0.9688805478453473	0.969016369736617	0.9693473092168065	0.9692944334994399
HMP_2012__SRS019327__bin.57	0.9696574819223804	0.9701637996233674	0.9706387661673183	0.9687847081954476	0.9706752012083157	0.970747497801345	0.9701617783925911	0.9706499059153966	0.9705760179366494	0.9694122798977524	0.9723063628456177	0.970527329492896	0.9685640757158624	0.9631628418763748	0.9704127132975943	0.9698099112892646	1.0	0.9632400652075149	0.9697469119773406	0.9709299204176114	0.9694145227799199	0.9694453324426844	0.9713282346640133	0.9722820008767149	0.968988371593669	0.9690236894364924	0.9705809235325938	0.9699886838618828	0.9715481092605432
HMP_2012__SRS022621__bin.11	0.9593358326265302	0.9620589297637742	0.962018996733703	0.9619243422881117	0.9613378350292208	0.9618751229079879	0.9617273415113293	0.9612829811991214	0.9616211647457928	0.9617164031837218	0.9628099663865831	0.9612930631729404	0.9599617674075743	0.9665030420598455	0.9605144197976642	0.9610901030884109	0.9632400652075149	1.0	0.9615047622828334	0.9614840888565309	0.9603872437818597	0.9614035112742169	0.9625762177715864	0.9633289274447178	0.9612943962336479	0.9605755068892896	0.9606239767076352	0.9610780351030515	0.9619190417355977
CM_cf__CF_TNFC057IS_t1M15__bin.1	0.9685796148312922	0.9995772133421594	0.9712168337957676	0.9665686549406246	0.9686927303284802	0.9691252871259655	0.96869045569889	0.9702009081932323	0.9702671920151231	0.9688543034965434	0.971477737054421	0.96945170115803	0.9689876676105118	0.9628773026594022	0.9697282486682858	0.9695896479580708	0.9697469119773406	0.9615047622828334	1.0	0.9694052020364134	0.9694724524835415	0.9698529879186853	0.9704899818282826	0.9720932093397613	0.9705933698315359	0.9692180860805634	0.9692307795194655	0.970638451485032	0.9697141378826923
HMP_2012__SRS015797__bin.21	0.9689194947169081	0.9698227335911587	0.9694127132260998	0.9680774731880236	0.9691125363962054	0.969876440424606	0.9697158065225863	0.9698504924282995	0.9713438672492579	0.969121889163187	0.9714399889898704	0.9693176839904212	0.9699065957096329	0.9636184268925465	0.9692787120629737	0.969969431868107	0.9709299204176114	0.9614840888565309	0.9694052020364134	1.0	0.9690536114891528	0.9698913040657833	0.9691875764279986	0.9717556039960662	0.9697344685831578	0.9681088314005353	0.9691943059987809	0.9704220316728787	0.9994776523924506
HMP_2012__SRS023958__bin.14	0.9679243825698676	0.9695039295805353	0.968566308608566	0.9670004364974106	0.9678634365498945	0.9684837226852037	0.9685198016919879	0.9683053056097483	0.9703626973619828	0.9676952695428293	0.9703714151517594	0.9683290444515825	0.968481882867134	0.9627405181275991	0.9682454533053809	0.9692216153123661	0.9694145227799199	0.9603872437818597	0.9694724524835415	0.9690536114891528	1.0	0.9695184019667485	0.9691441056122602	0.9712946441621476	0.969788877152537	0.9692610637589415	0.9676495906784877	0.9683744891550693	0.9692369064382717
HMP_2012__SRS052227__bin.2	0.970335931490944	0.9702769938685073	0.9699506130399324	0.9685868143119892	0.9695412530460591	0.9684029783683163	0.9788682273842333	0.9686815572071586	0.9701890231509104	0.9831832996323745	0.9700757526161349	0.9699646141680073	0.9695699960147487	0.9640698351980181	0.9696309272686752	0.9700311701265507	0.9694453324426844	0.9614035112742169	0.9698529879186853	0.9698913040657833	0.9695184019667485	1.0	0.968731250010745	0.9715635825413457	0.9703950559718076	0.978380009786867	0.9685535359292203	0.9693463600683654	0.9701669087849043
HMP_2012__SRS050669__bin.56	0.9698140164046549	0.9703226204006737	0.9698779030704614	0.9672867004454722	0.9694413056297707	0.9701854586089805	0.9687539489657073	0.9711109675474299	0.9709780985048616	0.9679452854180102	0.9715378169181187	0.9694155127615005	0.968420351382942	0.9624625864651457	0.9696875324405689	0.9707629553116661	0.9713282346640133	0.9625762177715864	0.9704899818282826	0.9691875764279986	0.9691441056122602	0.968731250010745	1.0	0.9719152392555962	0.9704953315645716	0.9678322187833612	0.9700921878381302	0.9699605240394445	0.9698614604007781
HMP_2012__SRS019127__bin.45	0.9719707768080559	0.9724161424241653	0.9724248379268625	0.9695790917623276	0.9714382948160922	0.994698839910269	0.9714054724634449	0.9715342086149065	0.9717595241116234	0.9702360954048672	0.9813557152179955	0.9715688793299616	0.9714977716080953	0.9644787133926438	0.9953582743467037	0.9724132057356994	0.9722820008767149	0.9633289274447178	0.9720932093397613	0.9717556039960662	0.9712946441621476	0.9715635825413457	0.9719152392555962	1.0	0.97257804461081	0.9717306065390454	0.9951585787721057	0.9718208035986571	0.9718585029671036
HMP_2012__SRS015762__bin.43	0.9920029379318605	0.9705593757052391	0.9698696447534243	0.9676939961519796	0.9687974824488451	0.9694889150753622	0.9689281599967001	0.9695088376983039	0.9702048585931835	0.9685255686505981	0.9719775500828889	0.9699331980905876	0.9696189173615113	0.9628944438800784	0.9702741739896423	0.9993866792655937	0.968988371593669	0.9612943962336479	0.9705933698315359	0.9697344685831578	0.969788877152537	0.9703950559718076	0.9704953315645716	0.97257804461081	1.0	0.9696711171360539	0.969780167588067	0.9699841552046061	0.9694131686446753
HMP_2012__SRS044662__bin.6	0.9682068257048282	0.9697704009928606	0.9699173496814237	0.9678414725284639	0.9691010988041128	0.968771903299981	0.9816946315192432	0.9686021898018452	0.9693716368905868	0.9754586441147295	0.9698487432864855	0.9687191895788763	0.9693085143958583	0.9639187997013743	0.9696517136295663	0.9688805478453473	0.9690236894364924	0.9605755068892896	0.9692180860805634	0.9681088314005353	0.9692610637589415	0.978380009786867	0.9678322187833612	0.9717306065390454	0.9696711171360539	1.0	0.9684451249749654	0.9687476447061644	0.9683540151933729
HMP_2012__SRS013947__bin.11	0.9685877064760261	0.9693107915607364	0.9696138319968519	0.9671644655092363	0.968814649296776	0.9985250680185194	0.9680471683047182	0.9683415363438671	0.9698522651507177	0.9677379161869408	0.9755836202367737	0.9691331472834073	0.9667498595258697	0.9612312129453523	0.9998737330669161	0.969016369736617	0.9705809235325938	0.9606239767076352	0.9692307795194655	0.9691943059987809	0.9676495906784877	0.9685535359292203	0.9700921878381302	0.9951585787721057	0.969780167588067	0.9684451249749654	1.0	0.9693409230011786	0.9696643197602753
HMP_2012__SRS024441__bin.49	0.9682075567967645	0.9708192405533428	0.9693323178471693	0.9670902057974113	0.9681597639112601	0.9696165235489245	0.9688602733982777	0.9695067136145006	0.9699817113404425	0.9678750344394443	0.9709431208747306	0.9682384851280376	0.9683867494944498	0.9622441656503582	0.9692438545330647	0.9693473092168065	0.9699886838618828	0.9610780351030515	0.970638451485032	0.9704220316728787	0.9683744891550693	0.9693463600683654	0.9699605240394445	0.9718208035986571	0.9699841552046061	0.9687476447061644	0.9693409230011786	1.0	0.9707306206194213
HMP_2012__SRS013879__bin.23	0.9683689457677221	0.9697097710025376	0.9696911322250309	0.9687942897636356	0.9697381905090806	0.9702756906990173	0.9696596616730527	0.9699877764474117	0.9718317591144267	0.9690247523298282	0.971589653379813	0.9694176132863515	0.9697015878545096	0.9634547047018971	0.9696685403211519	0.9692944334994399	0.9715481092605432	0.9619190417355977	0.9697141378826923	0.9994776523924506	0.9692369064382717	0.9701669087849043	0.9698614604007781	0.9718585029671036	0.9694131686446753	0.9683540151933729	0.9696643197602753	0.9707306206194213	1.0
