	HMP_2012__SRS017533__bin.4	CM_cf__CF_TNFC057SA_t1M16__bin.2	HMP_2012__SRS049389__bin.46	HMP_2012__SRS016037__bin.16	HMP_2012__SRS018145__bin.21	HMP_2012__SRS019126__bin.30	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.2	FerrettiP_2018__CA_C10019MS2313SA_t0M15__bin.8	HMP_2012__SRS014888__bin.17	HMP_2012__SRS016225__bin.50	HMP_2012__SRS019122__bin.59	HMP_2012__SRS013164__bin.38	HMP_2012__SRS018439__bin.21	HMP_2012__SRS045127__bin.3	HMP_2012__SRS013948__bin.22	HMP_2012__SRS057205__bin.36	HMP_2012__SRS019327__bin.57	HMP_2012__SRS022621__bin.11	CM_cf__CF_TNFC057IS_t1M15__bin.1	HMP_2012__SRS015797__bin.21	HMP_2012__SRS023958__bin.14	HMP_2012__SRS052227__bin.2	HMP_2012__SRS050669__bin.56	HMP_2012__SRS019127__bin.45	HMP_2012__SRS015762__bin.43	HMP_2012__SRS044662__bin.6	HMP_2012__SRS013947__bin.11	HMP_2012__SRS024441__bin.49	HMP_2012__SRS013879__bin.23
HMP_2012__SRS019122__bin.59	0.6684442706044122	0.8693847541395657	0.9400077152715332	0.850550889205206	0.8825900999893814	0.7477838756201451	0.8512222791234699	0.8371499733191394	0.8344677739559854	0.8614913861815993	1.0	0.8346048745999551	0.707773337688295	0.9275550788395909	0.951721083525207	0.8680870024557145	0.5926182056213952	0.79295652162225	0.929125015625441	0.8106156222151432	0.9672665491902325	0.9239091425967668	0.6712548338057929	0.8609355909239373	0.9421475606166303	0.953508096330676	0.8366513033297983	0.7266959148040469	0.7511105824223533
HMP_2012__SRS013164__bin.38	0.673954299618106	0.8035962142301404	0.8901117187230428	0.8651138613806284	0.8496032465992963	0.69671154931396	0.8321759272142001	0.7729996204435134	0.8018158605636359	0.8216279300146814	0.6911361873161349	1.0	0.6815398640052448	0.8410231551718189	0.8913861825855922	0.8648472813849248	0.5420762296350136	0.721884158469842	0.8653453797067509	0.8282812992185143	0.9252039976981735	0.8628164872214128	0.6299307559852496	0.758172429951793	0.8896798479993143	0.8935633453062442	0.808652886131941	0.7257381594515687	0.7227467868484234
HMP_2012__SRS018439__bin.21	0.6077186671572271	0.7722421887053843	0.8317368538600889	0.6363096400530409	0.671038193586533	0.5045099915734368	0.6913380109210848	0.6261028170184209	0.6080936006672198	0.6826546587241903	0.568138635846233	0.6606457919512835	1.0	0.828770833086075	0.8598358276751641	0.6724095331295565	0.39053344137172796	0.5649757075453885	0.8299182914684554	0.6615456323752659	0.8650050548589765	0.8162647775052841	0.44538594414731486	0.7383762519812134	0.8547442845567315	0.8553101913941161	0.6259803567209125	0.7045529335984662	0.5203602382742917
HMP_2012__SRS045127__bin.3	0.5938475053122663	0.8185790429610987	0.905615213855815	0.7268115718372725	0.7695528199527535	0.6088510072531725	0.766727525255523	0.712250620259025	0.7121048445494367	0.7719678533695794	0.6553558328090314	0.7175673975237123	0.7294773204810123	1.0	0.905996035090635	0.7580555324730825	0.4885010505822719	0.6714272486615463	0.8813822576241408	0.7061071475207445	0.940427118080699	0.8947504125167678	0.5462168354325194	0.796704139412861	0.9068075357019908	0.9241557948218758	0.7072842745046831	0.7284735098944669	0.6348465675043626
HMP_2012__SRS013948__bin.22	0.5838529419047714	0.7872016640217421	0.8722464510730951	0.7208332446382173	0.7414302054873967	0.6147071127980319	0.7597055988267049	0.6863524933608991	0.6874694001849782	0.7396182185705418	0.6151984475386127	0.6958068858978241	0.6924062065439184	0.8288851827604498	1.0	0.7508724341226981	0.45955785086448414	0.6222578547308671	0.8514209826434157	0.6837806970176286	0.8980982174236596	0.838192739627776	0.5523957890310279	0.7821423497964501	0.8773461668287796	0.8828416438122884	0.7259516406713953	0.6936134737800584	0.647352418205364
HMP_2012__SRS057205__bin.36	0.7572313861438175	0.7982996544254205	0.8572586012477319	0.8332905766531875	0.844566371810356	0.7027262457154424	0.8389823320377973	0.7676569044406412	0.7933088310670559	0.8033206589697705	0.6721438581026338	0.8086408735475955	0.6485936868244032	0.8307350627846724	0.8994139125900817	1.0	0.5196570584687628	0.7115823423410297	0.8468970878798081	0.7840853565568887	0.9130370755055218	0.8347179386041826	0.6720403054127876	0.7392912729019262	0.949403323156723	0.890873677686789	0.7844704268608392	0.6765003561900311	0.7543589698224565
HMP_2012__SRS019327__bin.57	0.6366556019979803	0.8921579726749478	0.9620836597637021	0.8766215475743016	0.8922739026278965	0.8063625618708196	0.8904280804082908	0.8841914112207515	0.8830484143408974	0.8893367085856093	0.7986405401611245	0.8821735054772374	0.6556536230374553	0.9317607314455469	0.9581003790366039	0.9044700959592071	1.0	0.8472622869900327	0.9452176630151751	0.8772238399079806	0.9743296667466704	0.9491085620610172	0.7136195052145836	0.8657078293474865	0.9490542198955725	0.9572997377990518	0.8488690036816817	0.7499409028950789	0.7680612979626217
HMP_2012__SRS022621__bin.11	0.6880896048099463	0.8354997352187389	0.9292393796332699	0.8681871910215023	0.8854401192191301	0.7492949354390576	0.8512772237282618	0.8521600424164781	0.8381752163452721	0.8510339981713041	0.759202194435025	0.8346278552460471	0.6738724918973074	0.9098495411852291	0.9216646408594484	0.8799019118944376	0.6019349944309069	1.0	0.9076997618577285	0.834306771772709	0.9539055396872685	0.9022677244190094	0.6762288199120656	0.7891247290254956	0.9181771209686812	0.9349255813444711	0.8437809863246752	0.706821189964951	0.768171297711299
CM_cf__CF_TNFC057IS_t1M15__bin.1	0.5593922745341497	0.8765586389070356	0.8863880334042518	0.713911059353727	0.7476295523842886	0.5849035252278926	0.7517223531936515	0.7054175283504678	0.6875810681587942	0.7417081108960565	0.6232973150631571	0.7010158964599843	0.6935796047052332	0.8368506262959071	0.8836085536741656	0.7337578520865935	0.47051835380860857	0.635997260645768	1.0	0.7050933684273645	0.9069823326079184	0.8652509128550825	0.5510398590467895	0.7662879090152076	0.8884001693386191	0.9083632809312362	0.6741502974922465	0.7206282480801752	0.62389018056925
HMP_2012__SRS015797__bin.21	0.6424944197045817	0.803684211690636	0.8752884166561586	0.8147170474983243	0.8243462371443045	0.672249727345328	0.8345400929569925	0.7693877934770826	0.7846254841970901	0.819043573866741	0.6670703946800814	0.8230985516672308	0.678197802392282	0.8224127670964987	0.8704984326504246	0.8333377577499187	0.5356619037822126	0.7170911894380327	0.8649325165860317	1.0	0.8899548045845804	0.852556317292611	0.628196917508965	0.7350100766087732	0.8826749801454306	0.90763809157215	0.771203463433303	0.694578651747534	0.7856160004601394
HMP_2012__SRS023958__bin.14	0.588955354418532	0.7952649497016776	0.8853641988209581	0.7167260965489184	0.7534667669729211	0.5914285358705723	0.7518772017988179	0.694226282155543	0.6972556397592135	0.7434071024896178	0.6176524989088905	0.7134323836139176	0.6881079153393469	0.8499350054952436	0.8871893663926269	0.7529869792124871	0.461665687493375	0.6362024326698558	0.8633278645539412	0.6905725138260842	1.0	0.8570970608922764	0.5468404602700974	0.7487165248260126	0.8812340759171864	0.8970263029263191	0.6784967107931218	0.7072384867030556	0.6293309106483271
HMP_2012__SRS052227__bin.2	0.5718478688206163	0.8239613984922103	0.9154686185318242	0.7387525108816545	0.7595408833634187	0.6110330311092517	0.8017022166730946	0.7152545807539695	0.7121565426735484	0.7971188946237483	0.6418976148608708	0.72388939887322	0.7064922924921487	0.8798344102147942	0.9008963999256657	0.748992145411215	0.48930091264886694	0.6547324107545579	0.8961020284094995	0.7197851404366109	0.9325421468586781	1.0	0.5431880983042269	0.782983716506403	0.9192600381569965	0.9560923724294689	0.688184685092717	0.729152094759343	0.6264391752635083
HMP_2012__SRS050669__bin.56	0.7032214162545781	0.8325604594490602	0.8611449174160266	0.9010139516324408	0.8651636716022288	0.7581557908537715	0.8739985179062576	0.827211383620014	0.8242835359336478	0.8596186458793519	0.7116893018483419	0.8065162246512092	0.5882736458080974	0.8196541306237619	0.906040957090536	0.9202362799447065	0.5614270852631429	0.7488392640834532	0.870893246497841	0.8093607045645637	0.9079577033247352	0.8289279046899717	1.0	0.7456606005329837	0.9104402103433042	0.8997249576035684	0.823167690356415	0.6795862963332431	0.8709595131892092
HMP_2012__SRS019127__bin.45	0.5818488280334254	0.8425134207647811	0.9204989675922126	0.7430439211861666	0.7708263929458303	0.647349455954088	0.7697164674004299	0.7193744504688349	0.7229864024732725	0.768025024556231	0.6872182605015104	0.730818110079508	0.7342460579940121	0.9000852427110508	0.9658380045158788	0.7621503050551771	0.5127657531373234	0.6579026001440919	0.9117901559421251	0.7129525467936348	0.9359300977582079	0.89958097494272	0.5613868221957213	1.0	0.9269525221167015	0.9340439217226216	0.7300960415516641	0.7546565641447377	0.6386792690692343
HMP_2012__SRS015762__bin.43	0.5957884990353963	0.7828554160519683	0.8626183401938836	0.6979586853878876	0.7199971285416087	0.5716175251811426	0.7294858370043296	0.6721701519637681	0.663908691062027	0.7268060957450833	0.6026090724329678	0.6871756713538496	0.6810716729769973	0.8209078279050733	0.8681248345042694	0.7842752404631473	0.45043424360283774	0.6133877878765995	0.8470406784207323	0.6860580378482288	0.8826936171090776	0.846288854958682	0.5492437919757354	0.7427628931920645	1.0	0.8777214375861867	0.6561716581898464	0.6934262516635545	0.6044368330736984
HMP_2012__SRS044662__bin.6	0.5712443881862409	0.8041750851117841	0.8838345858125002	0.7131037372680074	0.7387837621668991	0.5922715196322197	0.789379196906417	0.6856771385748515	0.6863261267965628	0.7629280366389278	0.616725726188696	0.697927497626607	0.6891776758484228	0.8460098308892312	0.8833746865904167	0.7441917075562572	0.45945105942002273	0.6315920337456488	0.875802432858191	0.7133845452996387	0.9086043753890451	0.8900840859220415	0.5488762462486482	0.7568519767842177	0.8875802867545547	1.0	0.6793437438057052	0.7036258141694168	0.6427595865949375
HMP_2012__SRS013947__bin.11	0.7023985983355234	0.815051540370857	0.896408818805665	0.8704499926996642	0.8740172287925244	0.7519445174478026	0.8630585486932398	0.8078446488538473	0.8321506789312308	0.8577725215359907	0.7270562125857789	0.8485997955905972	0.6776790772375529	0.8699214483866258	0.975945685501533	0.8804426923638488	0.5473785954153891	0.7658525332165279	0.8732912833990364	0.8143962622280625	0.9233645787706235	0.8607796758650897	0.6746970360636589	0.7948395386187764	0.8915059132720106	0.9127364578770624	1.0	0.6927574828442108	0.7827151408964812
HMP_2012__SRS024441__bin.49	0.5311980406017582	0.8101644890043819	0.8932951011725193	0.7088343284093939	0.7283541917648191	0.5594357437515971	0.7282551819733591	0.6952799432712614	0.6756571982330901	0.7468303038549656	0.598092706352446	0.7212951808228544	0.7223859479108934	0.848578628708857	0.883136364692334	0.7190926278083657	0.4580010420918833	0.6075993057145797	0.884109315659809	0.6946731625939901	0.9115565998599482	0.8637686113517214	0.527542422100313	0.7781102073010595	0.8922762406369372	0.8953438847902154	0.6561052534927225	1.0	0.5909346856190214
HMP_2012__SRS013879__bin.23	0.6932260122312559	0.8133366501727795	0.8630369031228372	0.8619710400508364	0.875447958050191	0.7528170557795517	0.8602340095909204	0.7873464627631407	0.8187995832604696	0.8175145132250763	0.6881750158247724	0.7996472984589011	0.5939351098128367	0.8232397557689608	0.9175510887689682	0.8926353849298907	0.5221731537970833	0.7350976209886972	0.8520833282020842	0.874678886428626	0.9029756729530626	0.8261091502897719	0.7526446458083441	0.7330841188249522	0.8658231714075304	0.9104915161979168	0.8252304751865106	0.6578376341411151	1.0
