	HMP_2012__SRS017533__bin.4	CM_cf__CF_TNFC057SA_t1M16__bin.2	HMP_2012__SRS049389__bin.46	HMP_2012__SRS016037__bin.16	HMP_2012__SRS018145__bin.21	HMP_2012__SRS019126__bin.30	FerrettiP_2018__CA_C10032MS2543SA_t0M15__bin.2	FerrettiP_2018__CA_C10019MS2313SA_t0M15__bin.8	HMP_2012__SRS014888__bin.17	HMP_2012__SRS016225__bin.50	HMP_2012__SRS019122__bin.59	HMP_2012__SRS013164__bin.38	HMP_2012__SRS018439__bin.21	HMP_2012__SRS045127__bin.3	HMP_2012__SRS013948__bin.22	HMP_2012__SRS057205__bin.36	HMP_2012__SRS019327__bin.57	HMP_2012__SRS022621__bin.11	CM_cf__CF_TNFC057IS_t1M15__bin.1	HMP_2012__SRS015797__bin.21	HMP_2012__SRS023958__bin.14	HMP_2012__SRS052227__bin.2	HMP_2012__SRS050669__bin.56	HMP_2012__SRS019127__bin.45	HMP_2012__SRS015762__bin.43	HMP_2012__SRS044662__bin.6	HMP_2012__SRS013947__bin.11	HMP_2012__SRS024441__bin.49	HMP_2012__SRS013879__bin.23
HMP_2012__SRS019122__bin.59	0.6494733050260827	0.8448383623731315	0.9129424352031441	0.823636823082372	0.8577157419765881	0.7301254470892323	0.8260918654962035	0.8125693063917127	0.810562529318704	0.8351700787253404	1.0	0.8111915793322124	0.6864535154890125	0.8942382782309716	0.9285624997479768	0.8437731441344447	0.5762064520638351	0.7634664419291405	0.902624267620457	0.7874644311196956	0.9386078101666848	0.8962618568534865	0.6521494558314146	0.8448840625877881	0.9157462777847224	0.9247586289397953	0.8162233073782997	0.7055803994467587	0.7297712704256437
HMP_2012__SRS013164__bin.38	0.6531733037108604	0.7794854727815703	0.8625471245535202	0.8379933816924658	0.8232379841432208	0.6757218529925413	0.8064924194444227	0.7492762269636484	0.7784675712948442	0.7959822665866741	0.671747640572251	1.0	0.6597687933331626	0.8098293999334385	0.8632606017027727	0.8389328118234628	0.5260997955292476	0.6939422339514947	0.8389105504459511	0.8028677106510673	0.8959019030138565	0.836901461125513	0.6106646468176804	0.7366167381071373	0.8629300202467228	0.8656119597024544	0.7836923165968587	0.702687616106997	0.7006434651169781
HMP_2012__SRS018439__bin.21	0.5876011915872472	0.7485091672591876	0.806507335209979	0.6150689823711118	0.6501158247835905	0.4879039436531579	0.6701615504876294	0.6067751294464687	0.5890410441601543	0.6609257782702564	0.5510249441376044	0.6395421603291215	1.0	0.7988802705131788	0.8332662588972531	0.6511321913056426	0.37825666167834265	0.542355078757616	0.8041805895573195	0.6416374722036704	0.8377417242194101	0.791425837072778	0.43132081253216603	0.7173308834080863	0.8287762278128374	0.8290594509678679	0.6051664219258959	0.6822797252141976	0.5045941493109316
HMP_2012__SRS045127__bin.3	0.5710305203053218	0.788535001602583	0.8723527107396811	0.701813649259844	0.7413031968565629	0.5856232861263785	0.7391882619689218	0.6851296905233918	0.6856045299683045	0.7432680824796116	0.6318161421669298	0.6909526466363561	0.703167891356735	1.0	0.8720972471183182	0.7296344923372784	0.4705060601384157	0.6489364783532569	0.848662970832987	0.6804178587115232	0.905387290922257	0.8626018827383991	0.5257132682011895	0.7684041833355096	0.8731599377960327	0.8908111444817721	0.67986372107931	0.7009693847267893	0.6116459122259287
HMP_2012__SRS013948__bin.22	0.5657799906424843	0.763611080097989	0.8459098663578194	0.6968916452676123	0.718198022236481	0.6138282709057284	0.7355685081800067	0.6647689532050362	0.6666843332856913	0.7157417829586344	0.6002285944655116	0.673852346742442	0.6710103380131048	0.7978715778709088	1.0	0.7280412252003025	0.4459607809746152	0.5976876423013581	0.8256469783782304	0.6627740733387695	0.8695795156421259	0.8127376033551517	0.5356513095960586	0.7785118595868705	0.8512663273227731	0.8560489127861286	0.7258599769841605	0.6722805968826526	0.6277172744345633
HMP_2012__SRS057205__bin.36	0.7509896046628891	0.7741984163203203	0.8309338423199549	0.8069143015631254	0.8185819317728272	0.6812018564551573	0.812627391924035	0.7443637936085614	0.7698507644426081	0.7774486178317732	0.6533180831616562	0.7844105848541443	0.6280699599891139	0.7995891195783792	0.8720661155304578	1.0	0.503968565774431	0.6838947467564331	0.8211426492940985	0.7605388278355875	0.8849352691615406	0.8097024187098376	0.6523918329710724	0.7188965966549878	0.9488210344133168	0.8631501768981755	0.7601646852024248	0.6557637999570178	0.7311959503092791
HMP_2012__SRS019327__bin.57	0.6173378678851389	0.8655393686346078	0.9338356964627779	0.8492575501646115	0.8661081499662626	0.7827744392567803	0.8638592900196085	0.8582403101126241	0.8570656136362607	0.8621339262667386	0.7765232788251224	0.8561734964202099	0.6350425453870294	0.8974373140479026	0.9297527884323643	0.8771640635259913	1.0	0.8161169805681473	0.9166219098554046	0.851722873070287	0.9445293289195419	0.920108865471441	0.6931587742218881	0.8417121404926118	0.9196225030907107	0.927646123818624	0.8238960615515595	0.7274341893733896	0.7462085018317838
HMP_2012__SRS022621__bin.11	0.6601090139520099	0.8037999810824566	0.8939459357202468	0.8351303927063218	0.8512070872581337	0.7207281581197764	0.8186965812653263	0.8191669460328819	0.8060070278029975	0.8184533557083686	0.7309674393046066	0.8023219675789341	0.6468918283290854	0.8793723493722786	0.8852721777631356	0.8456650192103149	0.5798079032863119	1.0	0.8727576437491997	0.8021726862847167	0.9161187120885033	0.8674433583658331	0.6509217798190994	0.7601866788322342	0.8826385211371375	0.8980666142037291	0.8105562465535003	0.6793103204207158	0.7389185985832433
CM_cf__CF_TNFC057IS_t1M15__bin.1	0.5418159538078872	0.8761880416096908	0.8608749793173345	0.6900440523867684	0.7242233123733961	0.5668447968274708	0.7281862688742002	0.6843967266610491	0.6671373522851922	0.7186070951799358	0.6055194651496524	0.6796010533619532	0.6720700834655446	0.8057844737766344	0.8568601752627656	0.7114440174911104	0.45628372063455996	0.6115143949097425	1.0	0.6835211792748646	0.8792943863526418	0.8391661831318717	0.5347786627929781	0.7449032727528482	0.8622753141172774	0.8804021206100339	0.6534072183516897	0.6994694868129128	0.6049951285841876
HMP_2012__SRS015797__bin.21	0.6225253684985963	0.779431219125868	0.8485157188460236	0.7887092207053849	0.7988842727475848	0.6519991726340986	0.809266719317224	0.7461911303720714	0.762141152162323	0.7937530556127043	0.6480188568634868	0.7978439817979501	0.6577885217360525	0.7924920968858743	0.8437555996522408	0.8083121514389309	0.5200901696100099	0.689471768903873	0.8384700809889455	1.0	0.8624139174448109	0.8268869583684523	0.6088406480000531	0.7142501609381532	0.8559603528029784	0.8786924521665261	0.7474460055260963	0.6740344263854507	0.7852056358218464
HMP_2012__SRS023958__bin.14	0.5700642477867751	0.7710124937934432	0.8575339338261958	0.6930744482118893	0.72925293440855	0.5727889101221914	0.7282079583829179	0.6722229923049424	0.6765908633476053	0.7193915364237444	0.5993523294382406	0.6908372983056796	0.6664200494636291	0.8182668675652746	0.8590170702305427	0.7298112563015058	0.4475454221252538	0.611000700799117	0.8369725821464881	0.6692017885183098	1.0	0.8309713728066769	0.5299672087810602	0.7272243505592016	0.8546110049922817	0.8694526685941146	0.6565470644756646	0.6848717082718757	0.6099707449627649
HMP_2012__SRS052227__bin.2	0.5548845344631639	0.799470788792713	0.8879593477637628	0.7155459410798449	0.7364062197958796	0.5917262072076194	0.7847608277248026	0.6928539210843087	0.6909264604669796	0.7837139850154878	0.6226893118386612	0.7021471014783736	0.6849937292160633	0.8482218148573222	0.8735370116329345	0.7265457272288365	0.47435048592738965	0.6294620386444648	0.8690872297329477	0.6981133485052375	0.9041167719890665	1.0	0.5262032854612131	0.7607184646804982	0.8920453961800047	0.9354216646946927	0.666543710118888	0.706800928991193	0.6077505582071627
HMP_2012__SRS050669__bin.56	0.6819939861196221	0.807852246654601	0.8352054267432415	0.87153881232988	0.8387253993815109	0.7355517236465207	0.8466895156118626	0.80331404711348	0.8003612603497171	0.8320638155363327	0.6914330706417181	0.7818493394707215	0.569696170782802	0.7888864345669863	0.8785766199712133	0.893331290704137	0.5453299796212111	0.7208148665403086	0.8451931709680637	0.7844223397129868	0.8799418563224124	0.803008365279104	1.0	0.7247189009704864	0.8835779738068433	0.8707828020122272	0.7985485456955151	0.6591718801214177	0.8447100654116372
HMP_2012__SRS019127__bin.45	0.5655400573685054	0.819273650560676	0.8951160593727017	0.7204398502432019	0.7488102767625365	0.643917752854075	0.7477067886780083	0.6988968874340227	0.7025689224066018	0.7451656009986648	0.6744055675453264	0.7100401322039881	0.713318409153211	0.8681130568336598	0.9613548494733889	0.741125021391146	0.4985529124414125	0.6337766061598991	0.8863450189341818	0.6928156327299823	0.9090638912627026	0.8740001148013856	0.5456204076092933	1.0	0.9015336714073202	0.9076390665896318	0.7265613390776943	0.7333909486081405	0.62070587831375
HMP_2012__SRS015762__bin.43	0.5910239414291265	0.7598076638708635	0.8366273431616305	0.6754104294119873	0.697531405501508	0.5541768543259294	0.7068193697922578	0.651674902765885	0.6441274377306194	0.7039302871802279	0.5857224898811182	0.6665144965662859	0.6603799781975495	0.7904475864274587	0.842319106718525	0.7837942281966898	0.4364655442187398	0.5896462432039287	0.8221320664527688	0.6652941267499561	0.8560264518059237	0.8212345207759473	0.5330385360032739	0.722394882270206	1.0	0.8511011269184608	0.636342260645889	0.6726124769165696	0.5859490255955266
HMP_2012__SRS044662__bin.6	0.553082715787497	0.7798651947573227	0.8572464990280391	0.6901713711430191	0.7159561556945783	0.5737760073444775	0.7749293198360011	0.6641483779206644	0.6653050809735606	0.7442047481769212	0.598130670496552	0.6760957598856598	0.6680257891314251	0.8154847807263104	0.8565657786293787	0.721032869319071	0.4452189607146955	0.6066918379624638	0.848843557759517	0.6906338784892354	0.8806748434256145	0.8708404766955415	0.5312201152443117	0.7354562304608033	0.8606609682052281	1.0	0.657907136870877	0.6816358502310799	0.6224188264832402
HMP_2012__SRS013947__bin.11	0.6803346473937801	0.790038253759673	0.8691703898379326	0.8418683019418893	0.8467606949919695	0.7508354504307198	0.8354813841436706	0.7822695283983063	0.8070632209081618	0.8300989925536575	0.7093041319900716	0.8224061906847715	0.6551461527230252	0.836195648999854	0.9758224558329682	0.8531633815155498	0.5312752226602424	0.7356963060300773	0.8464207913564025	0.7893082201781282	0.893493356694408	0.8337111987151409	0.6545183238428968	0.7909913856037377	0.864564753978683	0.8839351730179589	1.0	0.6715181778361804	0.7589709446634545
HMP_2012__SRS024441__bin.49	0.5143099570662568	0.7865232739385211	0.8658998109410798	0.6855067365377105	0.7051632223428039	0.5424381410054305	0.7055775147104213	0.6740785728429971	0.6553751254216214	0.7228384060640455	0.5807139988782577	0.6983857532100745	0.699548979977897	0.8165398345706792	0.8559744941927162	0.6970505038436817	0.44425582802607666	0.5839503468661464	0.8581504970955284	0.6741261417930839	0.8827281567253092	0.8372909593550978	0.5116953241934574	0.7561836869476333	0.8654938154833614	0.8673622795925886	0.6359896720065579	1.0	0.5736383941164952
HMP_2012__SRS013879__bin.23	0.6712985426431434	0.788700496787017	0.8368792317411683	0.8350726215428723	0.8489553187244617	0.7304400887665052	0.8341342186995855	0.7637164447093537	0.7957354393621817	0.7921917987039696	0.6686237250898379	0.7751921755429066	0.5759398190680503	0.793154215793246	0.889720424916689	0.8652265097571729	0.5073163402781711	0.7071043991635653	0.8262772500116993	0.874222000004926	0.875197347842043	0.801463760655552	0.729961035346507	0.7124540342701763	0.8393403840801559	0.8816781155097547	0.8001965473671766	0.6385831348566164	1.0
