	HMP_2012__SRS016541__bin.12	CM_cf__CF_TNFC048IS_t3M15__bin.10	HMP_2012__SRS045197__bin.65	HMP_2012__SRS014476__bin.16	HMP_2012__SRS013950__bin.23	CM_periimplantitis__SP_133SPT_T016__bin.2	HMP_2012__SRS011255__bin.46	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.38	HMP_2012__SRS047113__bin.78	HMP_2012__SRS016746__bin.2	CM_periimplantitis__SP_162SPI_T016__bin.5	CM_periimplantitis__SP_143SPI_T016__bin.33	HMP_2012__SRS023938__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.8	HMP_2012__SRS049318__bin.2	CM_periimplantitis__SP_502SPI_T016__bin.1	HMP_2012__SRS013170__bin.41	ZellerG_2014__CCIS14449628ST-4-0__bin.17	CM_periimplantitis__SP_287SPT_T016__bin.36	HMP_2012__SRS023964__bin.23	CM_periimplantitis__SP_163SPI_T016__bin.16	CM_periimplantitis__SP_201SPI_T016__bin.3	GeversD_2014__SKSTL0001__bin.9	CM_periimplantitis__SP_163SPT_T016__bin.32	HMP_2012__SRS017691__bin.60	CM_periimplantitis__SP_403SPT_T016__bin.4	CM_periimplantitis__SP_503SPT_T016__bin.9	HMP_2012__SRS019980__bin.24	CM_periimplantitis__SP_281SPI_T016__bin.25	HMP_2012__SRS014691__bin.17	HMP_2012__SRS017227__bin.83	CM_periimplantitis__SP_387SPT_T016__bin.3	HMP_2012__SRS024649__bin.3	HMP_2012__SRS022536__bin.41
HMP_2012__SRS023938__bin.1	0.7565434688737086	0.8055037058512889	0.4878273544199656	0.5735840506328198	0.8647404999216373	0.48259062477717296	0.8339187915996602	0.8523953839466076	0.6487406041639746	0.7796964883000644	0.7995973639718936	0.8558809871025445	1.0	0.7884796291289285	0.7914541552696854	0.8549999945707116	0.8653366357884937	0.6383710252632029	0.819694055978859	0.8632297099348377	0.7686558493524488	0.8521633723554388	0.7629464096658707	0.5388471014657993	0.6669906142081582	0.8375147902864963	0.8151805075515972	0.7835556264982574	0.8967906752333599	0.8308251830665562	0.8491801593532342	0.4655292669410991	0.8640527900570184	0.790632522957746
CM_periimplantitis__SP_123SPT_T016__bin.8	0.7083894028595459	0.7698943532085049	0.46602887580599944	0.559017971758665	0.8157171735056733	0.4552321721039352	0.7874083337022117	0.8028119605152494	0.6178692104525401	0.7364429787673558	0.8008978501763239	0.808696309739867	0.8035670547268086	1.0	0.7685265518716893	0.8092643825712305	0.8177120682277603	0.6278982780753397	0.7938334587520104	0.8141767370486772	0.7765566671093208	0.7965410266625352	0.6866237292136986	0.5219792542753013	0.618771856048869	0.7999859826184469	0.7999763917784368	0.7750564384046744	0.8227697608192053	0.7677382585985569	0.7971950481755271	0.4684505629085329	0.8068600327564074	0.7495138181871837
HMP_2012__SRS049318__bin.2	0.7022410826330517	0.7602259621367216	0.47326703649808755	0.5366836562737289	0.7998861554837466	0.4470381741922681	0.7844551081468485	0.7966551189580868	0.6140362524765173	0.7213065925697769	0.8231020199964374	0.7985525275623089	0.7932923884891512	0.7558484989974209	1.0	0.8045342623742423	0.8059945051337056	0.6316643756274055	0.8401924835772574	0.7976023720872691	0.78639097283368	0.7959103044524525	0.6706784342279452	0.5188610759504003	0.6075059742975507	0.8140728220343195	0.8249410188902808	0.7981070174732104	0.8144044150485181	0.7552208667057758	0.797395217151703	0.4602064801401543	0.7995864882739786	0.7439303785275746
CM_periimplantitis__SP_502SPI_T016__bin.1	0.7548075113703742	0.8318338522934249	0.4929640373083191	0.5588007228753111	0.8564268798841127	0.5025233176994387	0.8412337166655424	0.8990417286519228	0.6451768665698573	0.7810373047686338	0.7997933627548792	0.8507766649032675	0.8386873209232637	0.7789198055763652	0.7873557178513987	1.0	0.8641029919794925	0.643601878907734	0.8300930577696669	0.850491207265678	0.7779494626366487	0.8516884251188519	0.7235740432376009	0.5238168952576397	0.6601783045094496	0.8674638651106148	0.8303738997986885	0.7785810909168374	0.9061625475318921	0.7903871075401292	0.8532509861425229	0.47059679818784106	0.8724575985343668	0.775247911437123
HMP_2012__SRS013170__bin.41	0.7612815312801567	0.8291252150114894	0.4957173551281025	0.5654110438298656	0.8773455676500702	0.4902775151005983	0.8479586603738983	0.8586851004439653	0.6596902399049123	0.7936833545129893	0.8043021318301699	0.8673724079743648	0.8579809860400885	0.795538742621064	0.7972914922380538	0.8734219780590488	1.0	0.6354532009751375	0.8218134785871345	0.9221296840923617	0.7707102763021002	0.8606872687718085	0.7363321238021173	0.5273497485536406	0.6731509550224495	0.8676368994706223	0.8284530405576357	0.7918294019082864	0.9005009547891801	0.8116938975675037	0.8597218927542608	0.4699260249224918	0.8851694199023211	0.7909541037273204
ZellerG_2014__CCIS14449628ST-4-0__bin.17	0.7618778360223476	0.8277986418668186	0.5032578582806144	0.5838879683429347	0.8682176530110111	0.5185622383791396	0.8405172350977211	0.8557934401749572	0.6535312774311764	0.7906799944232888	0.8547567937020083	0.8369419220513747	0.8567572202135375	0.8268795532413176	0.8457917933935405	0.8805782291610499	0.8601527960551084	1.0	0.8615022824196126	0.8541617178213324	0.8399872532317478	0.8561048227378251	0.7395063833425388	0.6197265954227249	0.6934465386257682	0.8566595791914837	0.864959551842282	0.8418332029024158	0.886759245900413	0.8158257151476201	0.8507826583715518	0.5255627596170335	0.8540548470509254	0.8088169357138312
CM_periimplantitis__SP_287SPT_T016__bin.36	0.7555208778420214	0.8160926776588148	0.4973735295136606	0.558878125883577	0.8445161509029389	0.4815573381175167	0.8379087178107891	0.8647884574622048	0.6465610018771413	0.7598689614554607	0.8611969672191301	0.8485565308610747	0.8436314097632954	0.8016756810923554	0.8627246823406786	0.8709510985877297	0.8530640541409424	0.6606520411816268	1.0	0.8494487224524205	0.8321908686518892	0.8527578405759795	0.7195832515335824	0.5493419202272686	0.643003783711897	0.8595589854123881	0.873612027413192	0.8452217086791429	0.8703118498316756	0.794713606499178	0.8490862579771055	0.48671379574065127	0.8442177603122634	0.777802571225387
HMP_2012__SRS023964__bin.23	0.7368276812187684	0.8120244462925984	0.48340073935540706	0.5479866848479987	0.8458657170720175	0.48050185823908453	0.8171608133190922	0.8338367676631219	0.6446967362257412	0.7748652934976408	0.7858022372044654	0.841024163440606	0.8390308308671736	0.7764948587076901	0.7734468118640228	0.8427279597083669	0.903963657037034	0.6185959001940562	0.8022094117945059	1.0	0.757510353649424	0.8390378669863879	0.7158790434818095	0.5139170920000732	0.6526721773552354	0.8336749369211912	0.8056599246572355	0.7686006847551219	0.8682606291134912	0.7927827710770469	0.8348636892624599	0.45753526151144286	0.8575885952950878	0.7674562599649039
CM_periimplantitis__SP_163SPI_T016__bin.16	0.7355243770771257	0.8111020660711523	0.5010749882423161	0.5704660261528389	0.8458430923411775	0.4854567996912534	0.8244148110880037	0.8427642197663463	0.6499026573146857	0.7674080127248608	0.9293128825153475	0.829119447131047	0.8295366300681086	0.8223281151612404	0.8467098797356903	0.8558961073863255	0.8388845746999642	0.675447690415886	0.8726209244586387	0.8410865037413653	1.0	0.8340115811233315	0.7126429867173327	0.5676223072560144	0.6380871615466706	0.8367318638702389	0.8820032437145219	0.8438153801442797	0.8623831458093427	0.7998498453923161	0.8358365611626123	0.5085436565537564	0.8509617863554617	0.7790219481974416
CM_periimplantitis__SP_201SPI_T016__bin.3	0.8045880483176544	0.8305068508737479	0.5166461733841812	0.57413772219918	0.8754576119392029	0.49452333848418223	0.8824141943203633	0.8777630144578579	0.6866730042907427	0.7916659019919471	0.8100900358601857	0.874807944297423	0.8641500915774444	0.7925794741729584	0.8052355136962418	0.8804670266143507	0.8802765308482017	0.6468575539462721	0.8402162622455009	0.8753794315958701	0.7836727877348622	1.0	0.7449412179249542	0.5338847555671379	0.6642877330269741	0.8668313470142817	0.830847834624716	0.7875417971201738	0.9024448791875117	0.8161532334729323	0.8956824630111545	0.46725932016135246	0.8773967046801763	0.7959243449184612
GeversD_2014__SKSTL0001__bin.9	0.7461274006411284	0.8044878986083077	0.4894300401235968	0.5731022462803773	0.8478425293475867	0.4867451433547556	0.8218947711947624	0.8441819119545341	0.648681882191725	0.77399746162783	0.7861082192390961	0.8379916639158616	0.8774255128465026	0.7748245763378591	0.7695255475212159	0.8483308059227574	0.8540777337972724	0.6336851727512532	0.8040745493848256	0.8470408066845188	0.7594245079874639	0.8448350287034196	1.0	0.5396063899710573	0.6707459059486905	0.8217111991831254	0.7913256604950117	0.7664148136369445	0.8848050244616991	0.8110136546773191	0.8389586430157093	0.46269512851497735	0.8542096891888573	0.7768001608440482
CM_periimplantitis__SP_163SPT_T016__bin.32	0.8157810221512395	0.8967761415377901	0.5493938912972314	0.6400212782842462	0.9205548721814953	0.550863903300366	0.9015935153312766	0.9138204688166497	0.7107027537770194	0.8468794329758846	0.9114620016467111	0.9009183390042358	0.9230032388623806	0.87732250736556	0.8867092563016458	0.9147095439800808	0.9110534238693742	0.7909575971906713	0.9142805063140457	0.905689213050681	0.9009350789131707	0.9018179541103296	0.8037084478260438	1.0	0.7807512127134029	0.9025948098842342	0.9131068526987213	0.885156784747091	0.9293048845814279	0.8887645451208745	0.9044417798367177	0.5631534764450882	0.9168671322428006	0.8834028142886903
HMP_2012__SRS017691__bin.60	0.8069078653055245	0.8799861762071485	0.5204117248573622	0.6018767322756067	0.9307684593353371	0.5522207048167954	0.8916990385286607	0.8926119397848955	0.6886667512218718	0.8419402666635204	0.8303675103506386	0.8910432440882639	0.9058993970034028	0.8246300463972108	0.8231960491088767	0.914086995507759	0.9221045004016373	0.7017600264284176	0.8485409802701244	0.9120188341803602	0.8030389730672007	0.8897134660063495	0.7921402003958363	0.6190635609343154	1.0	0.8861100377843784	0.856990601590621	0.7978589835481134	0.9311966429617132	0.8473075557941454	0.8922402901620019	0.49235070352880334	0.9159236132208946	0.855842223919881
CM_periimplantitis__SP_403SPT_T016__bin.4	0.7735980111656824	0.8388561775831074	0.5071773871214815	0.5631925923937604	0.8714221996534027	0.4921063265949228	0.8543159006362373	0.8785196112786409	0.661980163870711	0.7789925882019413	0.8375530366236295	0.8886057163910791	0.8508216149314067	0.7974376954113921	0.8250908319400437	0.898386995359215	0.8889789353735481	0.6484398527274218	0.8484392644019322	0.8713471881534779	0.787641708306016	0.8683890140510512	0.7258535591669752	0.5353048610761282	0.6627861697914718	1.0	0.8622049777484269	0.811604940904543	0.8912759787070297	0.8036018757287422	0.8726771714634192	0.47904402991193873	0.8711467897835808	0.8022329158551146
CM_periimplantitis__SP_503SPT_T016__bin.9	0.7335105228701485	0.8055606482604722	0.4811186287974349	0.5529861486964932	0.8481611553840991	0.4751222889580033	0.819737274977156	0.8417311732457705	0.6332524233651594	0.7464813678358907	0.8552022621124344	0.8252959471461396	0.8241673793404026	0.7936100520114598	0.8321028504387838	0.8558572998466334	0.8447670352809179	0.6515876248368352	0.8581817689458686	0.838034418390532	0.8262817972332523	0.8283555954677244	0.6956658092625263	0.5389463846125415	0.6379364920789836	0.8580767433426758	1.0	0.8335025819099071	0.8536986028667233	0.7798963430231346	0.8281041927172246	0.48884112114648437	0.843841199824201	0.7653969546966388
HMP_2012__SRS019980__bin.24	0.7520537387056229	0.8180417546106354	0.5087995351815401	0.5759009810199129	0.8621524731029794	0.47922229863795546	0.8403577837329349	0.8553165587623813	0.6625742088995344	0.7718614872609703	0.8862925984774824	0.8467976537734879	0.855646200425293	0.8304740673986767	0.8695168417640967	0.8667508557244606	0.8720942917447293	0.6849609884506842	0.896796863265903	0.8635224227476462	0.8538236851882594	0.8480699757314172	0.7277329823479656	0.5642959344194908	0.6414905811021256	0.8724148425704145	0.9002636342795709	1.0	0.873798230844025	0.8157722073343294	0.8561335483513964	0.5095651417775353	0.8597754167951241	0.796613860759994
CM_periimplantitis__SP_281SPI_T016__bin.25	0.6682443104544504	0.7156220872568688	0.4317035078190294	0.4919231099821326	0.7857403678689799	0.4406932732511959	0.7333541206799962	0.7482240839394277	0.570694657042308	0.6791604106506806	0.6994009464643528	0.7489242090902275	0.7551863210724564	0.6798446862116493	0.6842197826045875	0.777920424086256	0.7648118988966857	0.5563961934162023	0.7120934199208617	0.7522489653570639	0.6729141482582824	0.7494064023808522	0.647879721120371	0.456860464478326	0.5773566663679629	0.7388039411833913	0.7110595389841998	0.6738291572712127	1.0	0.6979068178229857	0.7486444028697511	0.4062127953738705	0.7595327662837772	0.6815320579290316
HMP_2012__SRS014691__bin.17	0.7909780639606837	0.8519258555095192	0.533391127931332	0.6141680467618086	0.907374789996353	0.5001759745863202	0.8805473347722196	0.885714570416739	0.6957501041299222	0.8228978211436554	0.8398790697859806	0.8875604103017875	0.9149076183244749	0.8295625347514932	0.829724758209324	0.8873061140705931	0.9015032574231182	0.6693917816081646	0.850309998266162	0.8981942177501161	0.8161545865992264	0.886284146144602	0.7765680770541495	0.5713689547348723	0.6869868487395795	0.8710889498721544	0.8494598198004293	0.82264432207933	0.912645258750401	1.0	0.8827881708408317	0.4897864987833241	0.908083072759413	0.8354663525829203
HMP_2012__SRS017227__bin.83	0.7843554873861903	0.8098813080195115	0.5010474500396829	0.5542285913018664	0.8473473100348674	0.4812520175853182	0.8426691873478451	0.8470787148092992	0.6726701682733036	0.76443306967246	0.7894420317641498	0.8463200135546063	0.836857471530868	0.7708761447845976	0.7840030676214341	0.8572243376523778	0.8545098493833546	0.6247203916567831	0.8130224096879766	0.8464780317284798	0.7632545323214939	0.8704411489312371	0.718912421191557	0.5203488527630886	0.647400815059881	0.8465629263681681	0.8071885784606604	0.7726250457022089	0.8761212423866808	0.7900245231364645	1.0	0.4562484059961298	0.8505800836461891	0.7737490079276612
CM_periimplantitis__SP_387SPT_T016__bin.3	0.7455355006133626	0.8264410086814901	0.514020137700064	0.594593885781462	0.8549166371076823	0.5110185621679532	0.8316868815151335	0.8531778476120165	0.6584111319244242	0.8075818303054224	0.8552162701391752	0.8400103855300194	0.843274221921205	0.8326336432163934	0.8317006502102349	0.8690341391516779	0.858536492615062	0.7093520255389625	0.8566324787781792	0.852697254587762	0.8535843519435824	0.8346674761785183	0.7287868665006992	0.5955399918305743	0.6566533285164755	0.8541836180065683	0.8758463649661454	0.8452733053195026	0.8738007302653621	0.8056771608163918	0.8386322047155814	1.0	0.8576723430844106	0.7894910762464439
HMP_2012__SRS024649__bin.3	0.7710489365305709	0.8605031151031053	0.5094258048184389	0.5787178632632731	0.8873139452084232	0.5103199969404424	0.868299887634106	0.8748983334517091	0.6755911047006096	0.8305398480055509	0.8187277704020587	0.8758212999841558	0.8694967574153295	0.7966989559259806	0.8027597937712507	0.8950309507028787	0.8983829874030002	0.6403668555214997	0.8254318438023016	0.8878817845233737	0.7934765861893757	0.8706776009426351	0.7474393506453298	0.5386372949140319	0.6786200666910703	0.8629249006099082	0.8398984518274483	0.792297563827288	0.9076348709431268	0.8298234016088174	0.8685428310741778	0.4764608932086928	1.0	0.8051939632015356
HMP_2012__SRS022536__bin.41	0.7993368968702736	0.8675953793015033	0.5271467891685735	0.6040430081286402	0.9089311161741348	0.5149544472141301	0.8842793112730417	0.8973521631647572	0.6899017959352265	0.8317001715263038	0.8597994036771184	0.910330615816943	0.9004426046440304	0.8375859022774126	0.8452907764522952	0.9000942755724036	0.9085316713570859	0.6863521371946607	0.860695990340773	0.8992562246817324	0.8221052514420617	0.8938956669924608	0.7692622884931449	0.5873574272620882	0.717653523461921	0.8993646395288777	0.8621968970269186	0.8308159515752512	0.9217319003886033	0.8640576750497864	0.8941899947523916	0.4963714004106573	0.9112849138060742	1.0
