	HMP_2012__SRS016541__bin.12	CM_cf__CF_TNFC048IS_t3M15__bin.10	HMP_2012__SRS045197__bin.65	HMP_2012__SRS014476__bin.16	HMP_2012__SRS013950__bin.23	CM_periimplantitis__SP_133SPT_T016__bin.2	HMP_2012__SRS011255__bin.46	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.38	HMP_2012__SRS047113__bin.78	HMP_2012__SRS016746__bin.2	CM_periimplantitis__SP_162SPI_T016__bin.5	CM_periimplantitis__SP_143SPI_T016__bin.33	HMP_2012__SRS023938__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.8	HMP_2012__SRS049318__bin.2	CM_periimplantitis__SP_502SPI_T016__bin.1	HMP_2012__SRS013170__bin.41	ZellerG_2014__CCIS14449628ST-4-0__bin.17	CM_periimplantitis__SP_287SPT_T016__bin.36	HMP_2012__SRS023964__bin.23	CM_periimplantitis__SP_163SPI_T016__bin.16	CM_periimplantitis__SP_201SPI_T016__bin.3	GeversD_2014__SKSTL0001__bin.9	CM_periimplantitis__SP_163SPT_T016__bin.32	HMP_2012__SRS017691__bin.60	CM_periimplantitis__SP_403SPT_T016__bin.4	CM_periimplantitis__SP_503SPT_T016__bin.9	HMP_2012__SRS019980__bin.24	CM_periimplantitis__SP_281SPI_T016__bin.25	HMP_2012__SRS014691__bin.17	HMP_2012__SRS017227__bin.83	CM_periimplantitis__SP_387SPT_T016__bin.3	HMP_2012__SRS024649__bin.3	HMP_2012__SRS022536__bin.41
HMP_2012__SRS023938__bin.1	0.9789964754113655	0.9791542346682004	0.9788301530087568	0.9913547978347871	0.9786593188478167	0.9792469500441762	0.9800902365290838	0.9778827274147853	0.9798492023816963	0.9787047267122843	0.9784679162128664	0.9787830782256107	1.0	0.9787991770129167	0.9781398173622899	0.9781990256491016	0.9792545924995796	0.9795111037275889	0.9786306463043877	0.9789569902617483	0.9790180713558861	0.9792282459157534	0.9936404785320488	0.9873744141791321	0.9792267781373236	0.9783281760506163	0.9784364003685326	0.9782645248849549	0.9780299614916895	0.9928635469752958	0.9787038880120233	0.9792133333229666	0.9783424004450404	0.9782526092382462
CM_periimplantitis__SP_123SPT_T016__bin.8	0.9799425844894805	0.9804362179115548	0.9805551356019272	0.9793150958822213	0.980031600691706	0.9811279169077334	0.9814222892240752	0.9806130330519919	0.9810745590730474	0.9799317584618205	0.9807956078980458	0.9798103462510566	0.9787991770129167	1.0	0.9812528858882584	0.9806062490114416	0.9809505077699264	0.9813086967198572	0.9812887339749323	0.9806625503813031	0.9811441570637802	0.9804923590750774	0.9782752814844025	0.9815200092717965	0.9805698084165106	0.9802406789695938	0.9810690597748299	0.9806797911205283	0.9797037655410559	0.9795591840970712	0.9802918100328901	0.9811950561132408	0.9805292564049461	0.9780458611566083
HMP_2012__SRS049318__bin.2	0.9798739545506913	0.980411647927921	0.9795532265396406	0.9801502051632179	0.9803483220012346	0.9808312206016497	0.981241892182503	0.980114695934638	0.9810265615140464	0.9800030479785012	0.9791708447362494	0.9793528121781473	0.9781398173622899	0.9812528858882584	1.0	0.9803473197057554	0.980150663745096	0.9811953726177608	0.9857144029165348	0.9798226430336265	0.9801527126071634	0.9797688072056303	0.978569790312076	0.9813457569096005	0.9798551707828613	0.9800258745587488	0.980609624163317	0.9804990692737607	0.9797453422706617	0.979938357598944	0.9803419849467659	0.9809177546237354	0.9798477567556408	0.9778104842426202
CM_periimplantitis__SP_502SPI_T016__bin.1	0.9795652554307792	0.9794599393482821	0.9800734345110512	0.9801255369694875	0.9793619970880774	0.9799374298770924	0.9808247796873417	0.991162548604403	0.9808949129410729	0.9796301052588513	0.9800376624425896	0.9787387563338867	0.9781990256491016	0.9806062490114416	0.9803473197057554	1.0	0.9799089643565626	0.9798160117039328	0.980510542852768	0.9795686293172761	0.9803899196665812	0.9800621642600527	0.977747933235458	0.9815792363282918	0.9794322076011126	0.9797387728907294	0.9803307118732771	0.9794094296266537	0.9779369759982823	0.9792466721679456	0.9797687007403024	0.9807967105511336	0.9799336915309182	0.9772586236191378
HMP_2012__SRS013170__bin.41	0.9797133354861064	0.9813797969130085	0.9803794380101151	0.9800083274833609	0.9799861332962464	0.9819499790652257	0.981430232277631	0.979525291009183	0.9810032896078964	0.9816466221917162	0.9798591896825365	0.9808036277651468	0.9792545924995796	0.9809505077699264	0.980150663745096	0.9799089643565626	1.0	0.9808090351882359	0.9809429484979253	0.998514883274729	0.9803000417216126	0.9801103871221417	0.9788227163420533	0.9814882993557449	0.9818101945865083	0.9800293838815511	0.9803943482839478	0.9797436204233472	0.9794777435441273	0.9799417977440658	0.9801001587495727	0.980325925835415	0.9822870895104249	0.9781358879879418
ZellerG_2014__CCIS14449628ST-4-0__bin.17	0.9804701945711859	0.9811193645346388	0.980370410053408	0.9808797065481722	0.980722092074041	0.980623742379334	0.9815593761847958	0.9805466642220624	0.9813258268950312	0.9805623154178721	0.9806895893255678	0.9800196877815027	0.9795111037275889	0.9813086967198572	0.9811953726177608	0.9798160117039328	0.9808090351882359	1.0	0.9809935972437981	0.9805134831409553	0.9806953066942715	0.9804096135601222	0.9793945946940161	0.9816765889735017	0.9807544928133201	0.9809162080107242	0.9809151216575348	0.9804277639767681	0.9799117805601694	0.9803444865421361	0.980928840439697	0.9803725472616307	0.9806202520413805	0.9785249120269742
CM_periimplantitis__SP_287SPT_T016__bin.36	0.9792911764140305	0.9802421121822962	0.9801947346740066	0.9807619114909285	0.9804620162151194	0.9810566004457362	0.9803123928825319	0.9797965830676576	0.9811417071275025	0.9801210220841037	0.9801548405180729	0.979962824854491	0.9786306463043877	0.9812887339749323	0.9857144029165348	0.980510542852768	0.9809429484979253	0.9809935972437981	1.0	0.9808842057992484	0.9806346114074991	0.9796600825461396	0.9781482152563871	0.9816980796851329	0.9808850111234705	0.9810202041170997	0.9808078460636427	0.9805426737196739	0.9804076248166946	0.9802084065756352	0.9804039682567539	0.9812220874297283	0.9803964224110733	0.9781951919936167
HMP_2012__SRS023964__bin.23	0.9793636886672412	0.9811884791348954	0.9801914770515009	0.9803105854437388	0.979687674813141	0.9814564930096682	0.9812869172880538	0.9792841077040758	0.9807256068779041	0.9813188070478758	0.9792713545341561	0.9797443393704737	0.9789569902617483	0.9806625503813031	0.9798226430336265	0.9795686293172761	0.998514883274729	0.9805134831409553	0.9808842057992484	1.0	0.979946173262648	0.980091784087264	0.978624176789759	0.9812328475482904	0.9813923528666644	0.9796425793802678	0.9797822685692004	0.9795443736957764	0.9789972487955884	0.9797729364454578	0.9801068653395587	0.9799928183291005	0.9816185504630437	0.9777737641853498
CM_periimplantitis__SP_163SPI_T016__bin.16	0.9797510625540704	0.980312495786065	0.9797125898254241	0.9799809505419372	0.9799176311616149	0.9807327586553727	0.9811719832743038	0.9802521436848204	0.9803296010443757	0.9800980970036435	0.9897539665759728	0.9794588538700038	0.9790180713558861	0.9811441570637802	0.9801527126071634	0.9803899196665812	0.9803000417216126	0.9806953066942715	0.9806346114074991	0.979946173262648	1.0	0.9795980783975218	0.9787298302004072	0.9899685437425032	0.9801361598657133	0.9806004228645643	0.9804566348369519	0.9804105285134509	0.9793855665900418	0.9796111422038466	0.9799108780637126	0.9808162926707868	0.9802619801091217	0.9782622430324552
CM_periimplantitis__SP_201SPI_T016__bin.3	0.9894104948916005	0.9800383702414515	0.9895494914346324	0.9802758050173217	0.980185799012057	0.9806860167711462	0.9888237273570147	0.9784213605281171	0.9907099560620477	0.9799311038681052	0.9793984411884376	0.9792589372775226	0.9792282459157534	0.9804923590750774	0.9797688072056303	0.9800621642600527	0.9801103871221417	0.9804096135601222	0.9796600825461396	0.980091784087264	0.9795980783975218	1.0	0.9790251136940337	0.9813770966063113	0.9802512056367663	0.979501248276633	0.979756319523595	0.9794000281501878	0.9795353937309552	0.9799571412831082	0.9904993730176292	0.9807436407825714	0.9804245325444133	0.9778074146219089
GeversD_2014__SKSTL0001__bin.9	0.9789789571991729	0.9782427484020587	0.9788666330433392	0.9943077284008545	0.9783139687597426	0.9784310723915846	0.9800963301358346	0.9771188475745327	0.9792465858031528	0.9784709542620046	0.9783398261784951	0.9783357259590787	0.9936404785320488	0.9782752814844025	0.978569790312076	0.977747933235458	0.9788227163420533	0.9793945946940161	0.9781482152563871	0.978624176789759	0.9787298302004072	0.9790251136940337	1.0	0.9891800655861132	0.9789654767955585	0.9785924046323768	0.9783421873380806	0.9781471546221199	0.9769833425150934	0.9958805535025047	0.9786231680917392	0.978862754094526	0.97818858910253	0.9782464011043187
CM_periimplantitis__SP_163SPT_T016__bin.32	0.9812294276487841	0.9816574842317694	0.9807622860908857	0.9876847576959367	0.9814065979064828	0.9818614623605085	0.9821955987899801	0.9812933200896662	0.9816051804892433	0.9811148643207398	0.9852867952558587	0.9809978927838514	0.9873744141791321	0.9815200092717965	0.9813457569096005	0.9815792363282918	0.9814882993557449	0.9816765889735017	0.9816980796851329	0.9812328475482904	0.9899685437425032	0.9813770966063113	0.9891800655861132	1.0	0.9813703512236726	0.981717344206577	0.981362895948494	0.9814510254398745	0.9810806284930085	0.9885978295066826	0.9812186168626631	0.9808591053563899	0.9814602935030896	0.9796364672516635
HMP_2012__SRS017691__bin.60	0.980280140441857	0.9809596965439417	0.9801437359249127	0.9804504043870812	0.9801642067346416	0.9822079865540593	0.9816695895132564	0.9791499607870783	0.9812387748167565	0.981344148522789	0.9794560692245393	0.9795149009371946	0.9792267781373236	0.9805698084165106	0.9798551707828613	0.9794322076011126	0.9818101945865083	0.9807544928133201	0.9808850111234705	0.9813923528666644	0.9801361598657133	0.9802512056367663	0.9789654767955585	0.9813703512236726	1.0	0.9791917013129527	0.9797231406760177	0.9801864959851729	0.9795271500187941	0.9800466589423934	0.9800939077848033	0.9806026197995661	0.981080407997647	0.9778785156456427
CM_periimplantitis__SP_403SPT_T016__bin.4	0.9792248928637973	0.9802462501188994	0.9797333596266542	0.9800979206071365	0.9798738768009688	0.9808910248938224	0.9809088729667041	0.9794685014735015	0.9806705511828518	0.9793527130776692	0.9795486424370937	0.9791160194932048	0.9783281760506163	0.9802406789695938	0.9800258745587488	0.9797387728907294	0.9800293838815511	0.9809162080107242	0.9810202041170997	0.9796425793802678	0.9806004228645643	0.979501248276633	0.9785924046323768	0.981717344206577	0.9791917013129527	1.0	0.979824619014192	0.9797401898400119	0.9800589876063318	0.9793874247184349	0.9796247279125679	0.9814399754375192	0.9799793681800607	0.97719433901122
CM_periimplantitis__SP_503SPT_T016__bin.9	0.9792635349524057	0.9800674955901639	0.9799389535701817	0.9798891820475711	0.9794079755210028	0.9805745903842643	0.980547920622088	0.9796723808795085	0.98069481781807	0.9797723891297794	0.979723001836128	0.9791057257725166	0.9784364003685326	0.9810690597748299	0.980609624163317	0.9803307118732771	0.9803943482839478	0.9809151216575348	0.9808078460636427	0.9797822685692004	0.9804566348369519	0.979756319523595	0.9783421873380806	0.981362895948494	0.9797231406760177	0.979824619014192	1.0	0.9799247920586034	0.9790931700554766	0.9793721556477416	0.9797766880415815	0.9803232423044677	0.9800154991224825	0.9777440445597217
HMP_2012__SRS019980__bin.24	0.9793284424171617	0.9799996327902817	0.9797214732228517	0.9801385136039411	0.9799304347985548	0.9802060634653039	0.9805853097799656	0.9792325949367089	0.9802138724806512	0.9797375596891682	0.9798522791836021	0.9792775909429312	0.9782645248849549	0.9806797911205283	0.9804990692737607	0.9794094296266537	0.9797436204233472	0.9804277639767681	0.9805426737196739	0.9795443736957764	0.9804105285134509	0.9794000281501878	0.9781471546221199	0.9814510254398745	0.9801864959851729	0.9797401898400119	0.9799247920586034	1.0	0.9795257397227247	0.9797283809449979	0.9795566553633713	0.9803678221546529	0.9796694539337796	0.9780738684035171
CM_periimplantitis__SP_281SPI_T016__bin.25	0.9797072072482991	0.9791008172181871	0.9799583577799571	0.9795002484630608	0.9965316596130944	0.9789977487213359	0.980968978216714	0.9776731756697579	0.9802473777731727	0.9788140119144536	0.9784740332185142	0.9787684841736322	0.9780299614916895	0.9797037655410559	0.9797453422706617	0.9779369759982823	0.9794777435441273	0.9799117805601694	0.9804076248166946	0.9789972487955884	0.9793855665900418	0.9795353937309552	0.9769833425150934	0.9810806284930085	0.9795271500187941	0.9800589876063318	0.9790931700554766	0.9795257397227247	1.0	0.9795154171554451	0.9795353279721715	0.980342457530464	0.9785232755476027	0.9775576822708776
HMP_2012__SRS014691__bin.17	0.9795200035475413	0.9794089410232322	0.9796834145732718	0.9928826246351915	0.9794460704792755	0.9801392001173017	0.9809577438267022	0.9791103774892492	0.980377610126739	0.9796953921327395	0.9795141327663774	0.9795633798832128	0.9928635469752958	0.9795591840970712	0.979938357598944	0.9792466721679456	0.9799417977440658	0.9803444865421361	0.9802084065756352	0.9797729364454578	0.9796111422038466	0.9799571412831082	0.9958805535025047	0.9885978295066826	0.9800466589423934	0.9793874247184349	0.9793721556477416	0.9797283809449979	0.9795154171554451	1.0	0.9800917819735653	0.9791034962052965	0.9793690492284517	0.9790610036119649
HMP_2012__SRS017227__bin.83	0.9951785443860875	0.9802693877335297	0.9937458798269206	0.9804352778989887	0.9800839143647467	0.9809083753218626	0.994166953803798	0.9798923177208346	0.998885361971011	0.9801886920113165	0.9800635375055181	0.9793554597690249	0.9787038880120233	0.9802918100328901	0.9803419849467659	0.9797687007403024	0.9801001587495727	0.980928840439697	0.9804039682567539	0.9801068653395587	0.9799108780637126	0.9904993730176292	0.9786231680917392	0.9812186168626631	0.9800939077848033	0.9796247279125679	0.9797766880415815	0.9795566553633713	0.9795353279721715	0.9800917819735653	1.0	0.9804062447960684	0.9800208003086497	0.9773749231278461
CM_periimplantitis__SP_387SPT_T016__bin.3	0.9798784616872895	0.9805495812332853	0.9802495717381627	0.9800291992051817	0.9806130446853253	0.9804735663743497	0.9814992337333897	0.9805727652916467	0.9807918279878273	0.9799792648184698	0.9805301389554384	0.9795829323367544	0.9792133333229666	0.9811950561132408	0.9809177546237354	0.9807967105511336	0.980325925835415	0.9803725472616307	0.9812220874297283	0.9799928183291005	0.9808162926707868	0.9807436407825714	0.978862754094526	0.9808591053563899	0.9806026197995661	0.9814399754375192	0.9803232423044677	0.9803678221546529	0.980342457530464	0.9791034962052965	0.9804062447960684	1.0	0.980517092837742	0.9778844660589254
HMP_2012__SRS024649__bin.3	0.9799245220984727	0.9884643728039748	0.9805523420843028	0.9797000000629379	0.9796877488592497	0.9884846058150814	0.9819309681183835	0.979038554488726	0.9812398103979229	0.9875355389754513	0.9796749106798475	0.9795193554920374	0.9783424004450404	0.9805292564049461	0.9798477567556408	0.9799336915309182	0.9822870895104249	0.9806202520413805	0.9803964224110733	0.9816185504630437	0.9802619801091217	0.9804245325444133	0.97818858910253	0.9814602935030896	0.981080407997647	0.9799793681800607	0.9800154991224825	0.9796694539337796	0.9785232755476027	0.9793690492284517	0.9800208003086497	0.980517092837742	1.0	0.9778604179031021
HMP_2012__SRS022536__bin.41	0.9775992285021028	0.9777675465666605	0.9774082959802564	0.9794107530873634	0.9779636326694622	0.9780221275669202	0.9787729868018185	0.9769452012695368	0.9785224753676185	0.9776079825772678	0.9776877386121791	0.97849833879822	0.9782526092382462	0.9780458611566083	0.9778104842426202	0.9772586236191378	0.9781358879879418	0.9785249120269742	0.9781951919936167	0.9777737641853498	0.9782622430324552	0.9778074146219089	0.9782464011043187	0.9796364672516635	0.9778785156456427	0.97719433901122	0.9777440445597217	0.9780738684035171	0.9775576822708776	0.9790610036119649	0.9773749231278461	0.9778844660589254	0.9778604179031021	1.0
