	HMP_2012__SRS016541__bin.12	CM_cf__CF_TNFC048IS_t3M15__bin.10	HMP_2012__SRS045197__bin.65	HMP_2012__SRS014476__bin.16	HMP_2012__SRS013950__bin.23	CM_periimplantitis__SP_133SPT_T016__bin.2	HMP_2012__SRS011255__bin.46	VogtmannE_2016__MMRS81194191ST-27-0-0__bin.38	HMP_2012__SRS047113__bin.78	HMP_2012__SRS016746__bin.2	CM_periimplantitis__SP_162SPI_T016__bin.5	CM_periimplantitis__SP_143SPI_T016__bin.33	HMP_2012__SRS023938__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.8	HMP_2012__SRS049318__bin.2	CM_periimplantitis__SP_502SPI_T016__bin.1	HMP_2012__SRS013170__bin.41	ZellerG_2014__CCIS14449628ST-4-0__bin.17	CM_periimplantitis__SP_287SPT_T016__bin.36	HMP_2012__SRS023964__bin.23	CM_periimplantitis__SP_163SPI_T016__bin.16	CM_periimplantitis__SP_201SPI_T016__bin.3	GeversD_2014__SKSTL0001__bin.9	CM_periimplantitis__SP_163SPT_T016__bin.32	HMP_2012__SRS017691__bin.60	CM_periimplantitis__SP_403SPT_T016__bin.4	CM_periimplantitis__SP_503SPT_T016__bin.9	HMP_2012__SRS019980__bin.24	CM_periimplantitis__SP_281SPI_T016__bin.25	HMP_2012__SRS014691__bin.17	HMP_2012__SRS017227__bin.83	CM_periimplantitis__SP_387SPT_T016__bin.3	HMP_2012__SRS024649__bin.3	HMP_2012__SRS022536__bin.41
CM_periimplantitis__SP_162SPI_T016__bin.5	0.6996229786695786	0.7717001128541497	0.47138779895656524	0.5375301282559812	0.8076321137505488	0.45143780281342066	0.7846112563880312	0.8016753741423981	0.6111598752499188	0.7205190925312633	1.0	0.8052313583186889	0.7902185027431198	0.7784903719361305	0.8121455485855942	0.8070786275736285	0.8028225601550638	0.6308393431427852	0.8283721255002487	0.7996391006909803	0.8608249137508412	0.7902338570492169	0.6754373875159987	0.5295327282518135	0.6048174500957634	0.8156832538260554	0.8370275671942821	0.8032349329473796	0.8208083018539594	0.7545519119949666	0.79296143985371	0.4675675013681783	0.8050503968539757	0.7454957960275486
CM_periimplantitis__SP_143SPI_T016__bin.33	0.7330454167587083	0.7871089213230789	0.475066261008078	0.5399019148550938	0.8252473738372976	0.46231739760980156	0.8125792579834243	0.8222444189040317	0.6301613065592973	0.7534453767762236	0.7835076519859094	1.0	0.8232877340922892	0.7640955154521276	0.7668085618008624	0.8342576615013139	0.8432316661277568	0.600616598209112	0.7940379143513998	0.833146760262675	0.7395226503976371	0.8302249085898668	0.7005888167852447	0.5070696787279309	0.6315407734191889	0.8416839455740207	0.7854697817433004	0.7462990412385179	0.8554736341481721	0.775915959947795	0.8265613889431357	0.44643254147382416	0.8378237149490739	0.7686518823960037
HMP_2012__SRS023938__bin.1	0.7406533895228488	0.788712364625218	0.47750012396875197	0.5686253005563574	0.84628634863343	0.47257539743296006	0.8173156657049587	0.8335427228894818	0.6356679635426903	0.7630926385002423	0.7823803665348796	0.8377218271510027	1.0	0.771763212082845	0.7741528228861155	0.8363601616190572	0.8473848746540186	0.6252915075432723	0.8021777237744557	0.8450647587423308	0.752527967169455	0.8344624443452694	0.7580944355947044	0.5320438411419169	0.6531350701988894	0.8193643171964023	0.7976022814593782	0.7665246726772509	0.8770881495645892	0.8248960381758604	0.8310959235816798	0.45585246524079076	0.8453394807356179	0.7734383285320326
CM_periimplantitis__SP_123SPT_T016__bin.8	0.6941809422631432	0.7548323078512091	0.45696700751036545	0.5474547386127219	0.7994286072624791	0.4466409927257167	0.7727800894161392	0.7872478715712746	0.6061757632095377	0.721663863190356	0.7855170938279256	0.7923690112581707	0.7865307718412936	1.0	0.7541188969058474	0.7935697106517345	0.8021350685376182	0.6161620409307541	0.7789798297257019	0.7984326354152834	0.7619140365632332	0.7810023903324332	0.6717070219704011	0.5123330824959792	0.6067490003393682	0.7841788027680641	0.784832086524132	0.7600821861213167	0.8060706328478893	0.7520450621929087	0.7814837767252445	0.4596413763593171	0.7911498679415107	0.7330588877576616
HMP_2012__SRS049318__bin.2	0.6881077466876072	0.7453343883360525	0.4635902526165555	0.5260305958044413	0.7841670503205096	0.43846899804853523	0.7697402146502437	0.7808133896823781	0.6023858734120087	0.7068826592453683	0.8059575002240248	0.7820646635401147	0.7759508719916731	0.7416785209355277	1.0	0.7887230077300355	0.7899960491817017	0.6197861624130974	0.8281898322843168	0.7815088643084381	0.7707832451927176	0.7798080896360494	0.6563056547492717	0.5091821153094753	0.5952678701969352	0.7978124293686927	0.808945102490902	0.78254318781334	0.7979089323684484	0.740069895744109	0.781720009969558	0.4514247071623729	0.7834730268673784	0.7274229236708435
CM_periimplantitis__SP_502SPI_T016__bin.1	0.7393832126765914	0.8147479345151658	0.4831409571351983	0.5476948585671021	0.8387519394432156	0.4924414083996975	0.8251028748140442	0.8910964910723479	0.6328507063656343	0.7651276570815863	0.78382761767139	0.8326880949253159	0.8204031201513919	0.7638136288269608	0.7718820676506197	1.0	0.8467422679680316	0.6306114261165335	0.8139149946920502	0.8331145061476355	0.7626938111790039	0.8347076011972178	0.7074730253183882	0.5141677880228508	0.6465998941960498	0.849887982730523	0.8140410363106376	0.7625496621729575	0.8861698614962383	0.7739839447831196	0.8359886100982414	0.46155979165853017	0.8549505952359819	0.7576177068946541
HMP_2012__SRS013170__bin.41	0.745837668254453	0.8136867351234299	0.48599110203234974	0.5541075314043279	0.8597864904059926	0.48142799568918343	0.8322122650125839	0.8411037728976246	0.6471582954689413	0.7791165840474663	0.7881028351550469	0.850722004364648	0.8401818208570744	0.7803841335247816	0.7814657853154465	0.8558740259661028	1.0	0.6232582409557007	0.8061521368006003	0.9207602138756473	0.7555273160142244	0.843568532187036	0.7207386095499015	0.5175876078735924	0.660906470136685	0.8503096560210933	0.8122106787813582	0.7757898049832782	0.8820206432562384	0.7954127772001871	0.8426135635689341	0.4606806654562981	0.8694904931994821	0.7736605946070292
ZellerG_2014__CCIS14449628ST-4-0__bin.17	0.7469985101243052	0.8121692774710101	0.49337911288516584	0.5727238590452263	0.8514802330365726	0.5085144428559563	0.8250175729550885	0.8391454030266774	0.6413271212269153	0.7753110060862903	0.8382510889888616	0.820219561140039	0.839203210397943	0.8114240967355352	0.8298869938758191	0.8628046484898917	0.8436456340132743	1.0	0.8451282230645583	0.8375170811066565	0.8237715569273877	0.839333398427348	0.7242685545874036	0.6083710902907419	0.6801008082830676	0.8403112659765729	0.8484519040242189	0.8253566447630165	0.8689458315784667	0.7997902418242647	0.8345572465426091	0.5152473013916032	0.8375034793722411	0.7914475208653036
CM_periimplantitis__SP_287SPT_T016__bin.36	0.7398749292672742	0.7999684100847824	0.48752291479551674	0.5481263790320448	0.8280160080405274	0.47243500505326885	0.8214123001742288	0.8473167756978186	0.6343679651438068	0.7447635431517124	0.8441063760593145	0.8315538550313459	0.8256035517793355	0.786675314157609	0.8504001451347991	0.8539767344744694	0.8368071685266099	0.6480954224052219	1.0	0.8332108354899287	0.8160751690973145	0.8354128164905318	0.7038590732159614	0.539287908177653	0.6307127735386777	0.843244731319948	0.8568455309024248	0.828775954114158	0.853260373543297	0.7789849579105357	0.8324475367130321	0.4775743266374882	0.827668071946032	0.7608427354929461
HMP_2012__SRS023964__bin.23	0.7216222757905432	0.7967490314781902	0.47382528471656404	0.5371971478387152	0.828684217562435	0.4715916686719607	0.8018692154304908	0.8165630949918311	0.6322705978871941	0.760389885437907	0.7695136212231871	0.8239886634047219	0.8213750969225422	0.761479428498253	0.7578406994465389	0.8255098723788696	0.9026211654909312	0.6065416207559888	0.7868745417727361	1.0	0.7423193722655882	0.8223341199714616	0.7005765396084259	0.5042723315869686	0.6405274837852634	0.8167034655701578	0.7893713086759572	0.7528784763706008	0.8500247671396346	0.7767471035815253	0.818255633468849	0.44838127041354087	0.841824873807202	0.7503985961534944
CM_periimplantitis__SP_163SPI_T016__bin.16	0.7206307899757346	0.7951334907274452	0.49090947442762345	0.5590458385611408	0.8288565593813817	0.4761033863692116	0.8088927152359271	0.8261214330468261	0.6371188127629854	0.7521351328969839	0.9197911116597162	0.8120883834083065	0.8121313516883409	0.8068224253797224	0.829904985414222	0.8391119159634192	0.8223585835779922	0.6624083799083447	0.8557222811625498	0.8242195007242108	1.0	0.8169961422296944	0.697484949383366	0.5619282289099963	0.6254123001779668	0.8204996195354113	0.8647659322476161	0.8272854828150318	0.8446056058761858	0.7835418206363368	0.8190453385666094	0.49878790388230126	0.8341654856900003	0.7620877584151424
CM_periimplantitis__SP_201SPI_T016__bin.3	0.7960678590698375	0.813928580604668	0.5112469581239654	0.5628133178196126	0.858111118859815	0.48497212301842196	0.8725520927005987	0.8588220828271187	0.680293781909876	0.7757780412337079	0.7934009183437514	0.8566634978546286	0.8462001783833185	0.7771181183863283	0.7889446387737798	0.8629124196632739	0.8627681714241668	0.6341853644929105	0.8231263328280363	0.8579521888660914	0.7676843569574999	1.0	0.7293161605743501	0.523942271340848	0.6511688511894057	0.8490623864458041	0.8140284165360603	0.7713184582689477	0.8839767000554236	0.7997951895230999	0.8871729180354344	0.45826160684463396	0.8602212540420705	0.778260725939357
GeversD_2014__SKSTL0001__bin.9	0.7304430246173814	0.7869844529907877	0.47908673548605163	0.569839992640469	0.8294561897693362	0.47624657259398906	0.8055360490058181	0.82486605695228	0.6352195184086097	0.7573340348753521	0.7690809785678636	0.8198371828647807	0.8718455064610272	0.757991730517952	0.7530344536776218	0.8294536921909466	0.8359906873627112	0.6206278329303213	0.7865040854138509	0.8289346121489706	0.7432714197525983	0.8271147100290677	1.0	0.5337678842222562	0.6566370856257286	0.8041203383219686	0.7741872775854411	0.7496664692192195	0.8644397702727398	0.8076727273181378	0.82102436512598	0.4529150278042914	0.835578170665359	0.7599019617229461
CM_periimplantitis__SP_163SPT_T016__bin.32	0.8004683454522008	0.8803270110210601	0.5388248087930402	0.6321392611624194	0.9034386252938784	0.5408720376561151	0.8855411826559664	0.8967259218109854	0.6976295048954934	0.8308859999801601	0.8980514745999782	0.8837989921334828	0.9113497822571845	0.8611095955638002	0.8701683662840874	0.8978598956421677	0.8941882756157806	0.7764645560328152	0.8975474173420497	0.88869200551549	0.8918973880782088	0.885023485472239	0.7950123751326792	1.0	0.7662060918388605	0.8860929796541906	0.8960891852748321	0.8687380340650948	0.91172302022677	0.8786307002489907	0.8874551122441894	0.55237421508427	0.8998686847143551	0.8654136121499499
HMP_2012__SRS017691__bin.60	0.7909957555253385	0.863230972375028	0.5100782922208227	0.5901102855507936	0.9123059285980452	0.5423955866115682	0.8753538291217958	0.8740009458384583	0.6757465192259855	0.8262331540959623	0.8133084976998034	0.8727901349638723	0.8870809478441863	0.8086073266102113	0.8066129052873551	0.8952862439496326	0.9053315989684265	0.6882542987964648	0.8323211288709815	0.8950483095349759	0.7870875352845921	0.8721426977239901	0.7754779089694391	0.6075306242238865	1.0	0.8676715954485703	0.839613523720193	0.7820506013743169	0.9121323937873556	0.8304009391526977	0.8744792726679232	0.48280038974050404	0.8985947121534342	0.8369097235536389
CM_periimplantitis__SP_403SPT_T016__bin.4	0.757526429603362	0.8222856224649145	0.4968986054111973	0.5519838887064672	0.8538838491048076	0.4827026790504279	0.8380060472506263	0.8604822871741734	0.6491844521752047	0.7629085047229668	0.8204239399937416	0.870048091931741	0.832382758680283	0.7816808679860111	0.808610364162447	0.8801845724142267	0.8712254783178156	0.636065161460415	0.8323360603445454	0.8536088069384166	0.772361792230647	0.8505881232527193	0.7103147798761795	0.5255180665565272	0.6489947172048068	1.0	0.8448096638344923	0.7951619788769086	0.873503033369454	0.7870375715688765	0.8548961366503613	0.4701529609502633	0.8537058806442017	0.7839374639420824
CM_periimplantitis__SP_503SPT_T016__bin.9	0.718300107550609	0.7895038070866299	0.471466885646879	0.5418651449298433	0.8306958001102952	0.46589284387742813	0.803791680435267	0.824620782554186	0.6210273699649463	0.7313818332054363	0.8378613274138415	0.8080519873076376	0.8063953639429905	0.7785862675547368	0.8159680634340006	0.839023196020591	0.8282048270059982	0.6391521542873684	0.8417114123308841	0.8210912635897459	0.8101334703423432	0.8115866294722336	0.680599209490216	0.5289019847643346	0.6250011435714633	0.840764718130676	1.0	0.8167698442583747	0.8358504713527115	0.7638087626483578	0.8113571832938298	0.47922231285407263	0.826977454625829	0.7483623141787857
HMP_2012__SRS019980__bin.24	0.7365076165405807	0.8016806191255405	0.49848183018316067	0.564462731519909	0.8448494478304519	0.4697366028727046	0.8240424976877653	0.8375538533292227	0.6494644311112165	0.756221689947115	0.8684358226417183	0.8292499664034276	0.8370483237286661	0.8144291349475498	0.8525604540675568	0.848903961233508	0.8544288187445158	0.6715547703180212	0.8793475940901653	0.8458585307626026	0.8370977304527236	0.830599758104679	0.7118299460083319	0.5538288234875614	0.6287804048979849	0.854739883479182	0.8821906546193311	1.0	0.8559078584359018	0.7992351839115898	0.838631315167469	0.49956126829036923	0.8422957130773671	0.779147200417388
CM_periimplantitis__SP_281SPI_T016__bin.25	0.654683767154895	0.7006661704525851	0.4230514605701829	0.4818388084522205	0.7830151528174779	0.4314377223895573	0.7193976424344727	0.7315186162576558	0.5594219410748825	0.6647717262824604	0.6843456649238214	0.7330234128921783	0.7385948485175452	0.6660463990646304	0.6703611450962893	0.7607571470982145	0.7491162329670249	0.5452191845873712	0.6981418184722092	0.7364496674938934	0.6590424043583933	0.7340700954206267	0.6329676954879266	0.4482169516240039	0.5655365299517624	0.7240714426357624	0.696193538122226	0.6600330037228248	1.0	0.683610487795511	0.7333236406995521	0.39822765009713973	0.7432204903497334	0.6662368989424056
HMP_2012__SRS014691__bin.17	0.7747788360167963	0.8343837999748893	0.5225544415148562	0.6097967822359336	0.8887246725138858	0.49024207964892774	0.8637797268507723	0.8672123273884615	0.6820978243323229	0.8061892035705104	0.8226734186700466	0.8694216753657501	0.9083784230843582	0.812605599698671	0.8130791168188259	0.8688915593978999	0.8834207227513418	0.6562345424361818	0.8334810084958059	0.8800263862233622	0.7995141267933763	0.8685204782204047	0.7733690464090621	0.5648541084983967	0.6732791658445882	0.853133563315975	0.8319372948540885	0.8059679897643774	0.8939501013398382	1.0	0.865213431464575	0.4795516733529038	0.8893484555888372	0.8179725256438617
HMP_2012__SRS017227__bin.83	0.7805737522182291	0.7939018539491167	0.4979138390747197	0.5433852629326104	0.8304714684454115	0.47206413468998293	0.8377538590499292	0.83004592514647	0.6719203845227797	0.7492886506924442	0.7737033503063163	0.8288481259864988	0.8190356610991716	0.7556835712820695	0.7685911235163503	0.8398815755446365	0.8375052390336993	0.6128062493869215	0.7970903967397606	0.8296389302561998	0.7479214189532634	0.8621714122651353	0.7035443512069842	0.5105759815942713	0.6345135947351055	0.829313976404284	0.790864552029178	0.7568300056180277	0.8581917085046237	0.7742965426836337	1.0	0.4473087864168577	0.8335861743015365	0.7562428771435451
CM_periimplantitis__SP_387SPT_T016__bin.3	0.730534179474285	0.8103663849766489	0.5038680198452792	0.5827193697347035	0.8383424064663036	0.5010401921323053	0.816300036913216	0.8366029613184902	0.6457642576476905	0.7914134483434621	0.8385653281965172	0.822859836650824	0.8257453617527942	0.8169760142774812	0.8158299343233244	0.8523458250366018	0.8416455819863506	0.6954292521828299	0.8405467089868274	0.8356371857049474	0.8372094395551006	0.8185948194301202	0.7133823192907941	0.5841408235908888	0.643915974243361	0.8383299490754976	0.8586125482641938	0.8286787494615457	0.8566239553002591	0.7888413249680861	0.8222002505902509	1.0	0.8409623924484608	0.7720310595535401
HMP_2012__SRS024649__bin.3	0.7555697606442553	0.8505766719662575	0.4995186660329012	0.566969890675452	0.8692906015126598	0.5044434610152267	0.8526105492816414	0.8565591997071567	0.6629168874829494	0.8201876164407511	0.8020870553397476	0.8578839152866786	0.8506655448288925	0.7811866348326987	0.7865823831403809	0.8770709835566993	0.8824700099617737	0.6279567072604394	0.8092504266079523	0.8715612303063747	0.7778149295482235	0.8536336799010743	0.7311366438474665	0.528651117558036	0.6657808519046656	0.8456485988865395	0.8231135004798771	0.7761897217077431	0.888141846916494	0.8127033558611472	0.8511900404116561	0.46717804985986133	1.0	0.7873673053493085
HMP_2012__SRS022536__bin.41	0.7814311336936445	0.8483066054322022	0.5152376449327188	0.5916062174884279	0.8889015762199658	0.5036368440644108	0.8655087026617699	0.8766638896526479	0.6750844131191034	0.8130767267949974	0.840615334641182	0.8907569953340393	0.8808603274623052	0.8191974250855467	0.8265341834486392	0.8796248928733521	0.8886674331280321	0.6716126646679311	0.8419286795195285	0.8792691437741641	0.8042345272844719	0.8740578110836249	0.7525280652236912	0.575396755057058	0.7017779622708087	0.8788540344544857	0.8430078813059413	0.8125993716885551	0.9010461002190144	0.8459651745128649	0.8739588773828079	0.4853938818574967	0.8911094466432001	1.0
