	ChengpingW_2017__AS15raw__bin.20	LiJ_2017__H3M515128__bin.7	ZellerG_2014__CCMD40701343ST-21-0__bin.43	BackhedF_2015__SID172_12M__bin.11	LiJ_2017__nHM511615__bin.25	GeversD_2014__SKBSTL036__bin.19	QinJ_2012__T2D-048__bin.10	LiJ_2017__H1M513912__bin.21	ZeeviD_2015__PNP_Main_481__bin.1	CosteaPI_2017__SID713A009-11-90-0__bin.91	YuJ_2015__SZAXPI015226-14__bin.24	LiJ_2017__H1M513820__bin.13	QinN_2014__LD-85__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.9	QinJ_2012__CON-086__bin.7	WenC_2017__N253__bin.35	ZeeviD_2015__PNP_Main_397__bin.2	QinJ_2012__CON-076__bin.12	QinJ_2012__CON-016__bin.25	GeversD_2014__SKBSTL013__bin.56	XieH_2016__YSZC12003_37204__bin.13	QinJ_2012__T2D-086__bin.11	YuJ_2015__SZAXPI015258-57__bin.46	CosteaPI_2017__scavenger-11-7-0__bin.39	CosteaPI_2017__SID713A030-11-90-0__bin.46	LeChatelierE_2013__MH0419__bin.20	QinJ_2012__CON-084__bin.19	YuJ_2015__SZAXPI015222-123__bin.4	ZeeviD_2015__PNP_Validation_4__bin.42	QinN_2014__HD-16__bin.59	GeversD_2014__SKBSTL069__bin.74	QinN_2014__LD-97__bin.60	FengQ_2015__SID530623__bin.9	QinN_2014__HD-22__bin.50	ChengpingW_2017__AS138raw__bin.24	ZellerG_2014__MMPU72854103ST__bin.27
YuJ_2015__SZAXPI015226-14__bin.24	0.6458736803188485	0.7378717177493337	0.7006550248517275	0.570035744333858	0.7355493726169724	0.5751611431967424	0.8022370010002885	0.727252074432522	0.8072367159439768	0.48559774580924037	1.0	0.6337406471296557	0.8316690651707833	0.7189901923352677	0.7852407343741632	0.7345045980446865	0.6555716415615558	0.6217466868682331	0.8072600387331061	0.7568720166265571	0.7877988988188303	0.6834570592899852	0.8052361389208978	0.5437155448980967	0.2947041720150717	0.7005349556780626	0.7217500557155518	0.5619224370414265	0.7890937455190011	0.7052297467490624	0.6097669794223894	0.6512694507742302	0.7406730438658473	0.7612001216240262	0.6481925702231904	0.7690918624197308
LiJ_2017__H1M513820__bin.13	0.6695093415889701	0.8122111127110407	0.6941840059037403	0.5906989092479932	0.8451469635336045	0.5781129630296267	0.7771635048057886	0.7116432376975412	0.7736784081500414	0.5009130098275676	0.6602649483422729	1.0	0.7950065697109328	0.7066259584578279	0.8488345512797437	0.7132186183807911	0.7044660534936463	0.6786511393498685	0.7630093775873863	0.7661979372907591	0.7940296626948414	0.7447487310558336	0.745250008999604	0.5820052917671623	0.33024856906296124	0.7683609921163469	0.6865172432412973	0.5243200799164837	0.8114240973397171	0.6798548363871989	0.6058362432052989	0.6191048093883869	0.7486019115158933	0.7062025270888082	0.7211243205298966	0.7832809856366321
QinN_2014__LD-85__bin.36	0.5951335109245326	0.6993863410753737	0.6444986279575786	0.5335921440962067	0.7013907596870206	0.5323474459288275	0.786572701536487	0.6706713816350199	0.7803167897215473	0.4330760823425995	0.6436032073371681	0.5905160283299185	1.0	0.6547871078147925	0.7660889939135463	0.7030047896145915	0.6107410366022815	0.5795721099371969	0.7944413063314494	0.7330413217063462	0.7618204546290137	0.6414620858387173	0.7377727790794447	0.48799588220155155	0.3021688631600761	0.6513815681726267	0.6770596512572321	0.5154808498975564	0.7748329651156961	0.6552199445835242	0.5561394302598023	0.6052184405175324	0.6849075333651973	0.7065085949015505	0.5858129810922192	0.7267733773634726
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.9	0.607192142635654	0.7383471792974103	0.7140698612983934	0.5595062162842425	0.7284477555178054	0.567350640722678	0.7621546366292488	0.6622325127801312	0.7676544918443077	0.473754869231977	0.6567401532432222	0.6195174045701545	0.7728639881584065	1.0	0.7900590738340079	0.6832314578620591	0.6353605066131607	0.6066303612837967	0.762292320401579	0.7485444576561251	0.8048760569892464	0.6587908129812522	0.7417537677617984	0.5245408502623883	0.3069294782929106	0.6835813876788409	0.6596555775341113	0.5171978472412354	0.8038246895013954	0.660495093486887	0.5968500793358356	0.6205387893454064	0.7327995884478187	0.698713978335123	0.6342961203158914	0.7707596751451992
QinJ_2012__CON-086__bin.7	0.5432288697255149	0.711925347007327	0.6036274524027289	0.5329533103944928	0.6992834673353028	0.49279253889874425	0.6851136349254807	0.5911331204900313	0.6864838535523666	0.4240868321650411	0.5612040761457563	0.5822833417036334	0.7075050877739396	0.6181686236294341	1.0	0.6152034692861436	0.6094481806404375	0.5850311872131038	0.6811860246960377	0.6748368408851755	0.6978601562092449	0.6418438654549641	0.6651857357740655	0.45568119065485585	0.3047722439822585	0.6608466586760398	0.5740475221082414	0.4535022374475596	0.7268335355684247	0.596473855493947	0.5250496275962463	0.538277068145766	0.6404912414353618	0.6365960423245995	0.606321279381065	0.6713274884253722
WenC_2017__N253__bin.35	0.6883693551949936	0.7941773143943851	0.7339797435743358	0.5789132250744995	0.7849627311897668	0.5888666676258579	0.8816517441904751	0.7531549632643871	0.8567057198546656	0.49527231579508624	0.7196566208314326	0.6707285593258353	0.8900644153320508	0.7328718777268184	0.8433960954711223	1.0	0.6813374962231846	0.653685283157477	0.8754383010128213	0.8050833184517637	0.8208617317407374	0.7307001559814177	0.7975009119369372	0.5688971529794312	0.3287636335630032	0.7439551911005111	0.729495383610187	0.5711729751826201	0.8515921022452692	0.7170088299193179	0.6228884745559015	0.7030437111897836	0.7626204878164379	0.7666427433094298	0.6748680336269869	0.8100797172530004
ZeeviD_2015__PNP_Main_397__bin.2	0.6135794585870691	0.7804773807574262	0.6769320413492458	0.5866895002384492	0.7772855047019132	0.5543551991442065	0.7381104415350965	0.6634257043560243	0.7453481252224221	0.4790090669930056	0.6422961873097642	0.6624736002694667	0.7732227707752286	0.6814983325483764	0.8354759906854599	0.6813129896195266	1.0	0.6621507311947806	0.7353523017856818	0.7469256559045052	0.7610811163060731	0.7157918522740689	0.721689819722265	0.529440539407165	0.2659861449813324	0.7312442900202142	0.6528505784772851	0.5137887945389003	0.7894419696790818	0.6595876669937674	0.5881608184202096	0.6042598406304707	0.7195689549747862	0.69410884538549	0.667333139527257	0.7482835679106224
QinJ_2012__CON-076__bin.12	0.6322619652770158	0.8011966956510055	0.6877224490161522	0.6048853129345692	0.8010493480203241	0.5719461755676131	0.7542532632573679	0.6783150417746208	0.7641013697955272	0.5161385963458683	0.6447242606306389	0.6754612451098726	0.7766053166070632	0.688674610301346	0.8488316318190267	0.6918284766091235	0.700813099159581	1.0	0.7814230019056662	0.757494463267221	0.7764172132487465	0.7862281469803812	0.7455055613653616	0.5505933093426907	0.2741042137391589	0.7554844445240649	0.6652521592698007	0.5352382530572394	0.8423953619086221	0.6766140499772709	0.6045211985766845	0.6216547273285068	0.7285377427149137	0.7216298708133008	0.6936597971618786	0.7560635341485972
QinJ_2012__CON-016__bin.25	0.6094304848971568	0.7246675914335013	0.6735990939896684	0.5482185180106948	0.7155423152054105	0.5562205408639507	0.7963563711864498	0.685072731902497	0.8024427377609366	0.460380389007502	0.6656451495148535	0.6038825961612087	0.8464932164969382	0.6881454744890783	0.7859176648865795	0.7367566325903739	0.6188844747793292	0.621376715463253	1.0	0.7494112179321668	0.7619066104208995	0.6726125968912876	0.7613788166664589	0.5120457706162758	0.2964858266721037	0.6732440262614787	0.6958323168614434	0.5408358158989856	0.807068946175365	0.6816723440702442	0.5820770927894897	0.673139678373455	0.7152257101799734	0.740379249371865	0.6164321213427044	0.7466949676183217
GeversD_2014__SKBSTL013__bin.56	0.6215209597480198	0.7451642966325444	0.7116768724813562	0.5668505257306963	0.7541525777016074	0.5939684098383435	0.7795614433276207	0.6918371392838946	0.7565597294918709	0.47673315114178516	0.6493714391588309	0.6309646579276483	0.812702394738061	0.7031010236694614	0.8101240446523693	0.7049864282736579	0.6540830978739173	0.6267432488767428	0.7797611746722869	1.0	0.8089397378294502	0.6859911992218259	0.7548266246699709	0.5374403631478993	0.3217542266895178	0.7118754921487795	0.6628634952985316	0.524781694381398	0.8189185233220622	0.6668892491546621	0.6071910695261475	0.6129369586363426	0.7518847561258047	0.7124984019639631	0.6362814396220298	0.7831621659178285
XieH_2016__YSZC12003_37204__bin.13	0.5772400570997397	0.6935406335939022	0.6700524524737945	0.5304855643263213	0.696472575301531	0.541336513684449	0.7182970685579984	0.6341129302260503	0.7243658314358387	0.44399544934396934	0.6076478338577471	0.5878501481628309	0.7593142701044219	0.6796651303483117	0.7531595577934982	0.6462131445999271	0.5991731531282428	0.5775255557980055	0.7127036926608179	0.7272471362681622	1.0	0.637996645307011	0.6979730258697799	0.49463698857172367	0.3205770604960748	0.6560070491860622	0.6138138728381469	0.4744418700331305	0.7721760364318992	0.6231343892676475	0.5579910485997405	0.5695975534393932	0.6995457672402736	0.6640523158874863	0.5940425049928959	0.7304056113653135
QinJ_2012__T2D-086__bin.11	0.6628995735820142	0.8465453614588236	0.7208203478003911	0.6402197031910909	0.8419757996625766	0.5844215696717509	0.7965000910562178	0.7232732820440575	0.8061473255242605	0.5224011181016325	0.6796702390483422	0.7108698789467716	0.8243096048847366	0.7172390895752657	0.893096564259919	0.7416438739781946	0.7265384205697714	0.7540064735816706	0.8111902078487023	0.7951239395386714	0.8225623563287506	1.0	0.7766902095667442	0.5723832504664483	0.31419806960818336	0.8039400712643757	0.6933252356294389	0.5502406976624323	0.858697930446794	0.7034393479687592	0.6259775658095929	0.6456070529053807	0.7620383192053025	0.7494360527645011	0.7189399510014467	0.8004644726126949
YuJ_2015__SZAXPI015258-57__bin.46	0.5977939467383788	0.7146918858315625	0.6601669795794711	0.5419219202795563	0.7082819108094164	0.5459711966701952	0.7722067944655812	0.6848807345259281	0.782972602079257	0.4514183981215157	0.6708216065991619	0.5959078345258562	0.7942162343816451	0.6765080082410366	0.7753695045663201	0.6780850455984357	0.6136477957097963	0.5989273411430803	0.7692283059315745	0.7329262228606012	0.7538515620333743	0.650645746964482	1.0	0.5036113903619018	0.29690255902466195	0.6675498747509231	0.6818835359890503	0.5189370415599537	0.765205295506505	0.6953273926675498	0.5805170581255025	0.6107218391069285	0.6975927422459631	0.7571797836979746	0.6062911665039136	0.7296897521716196
CosteaPI_2017__scavenger-11-7-0__bin.39	0.7256876304175338	0.792345073146765	0.733807895502201	0.6212468692732761	0.7976196594108164	0.6279490951599741	0.810317632874113	0.751774807920915	0.8068597857975834	0.550619933305285	0.7109295187645946	0.7304240281687754	0.8245240024735211	0.7508678501543127	0.8336771603073265	0.7592027129670676	0.7065726201535504	0.6942648757168552	0.8119593054939842	0.8190574077159177	0.838503350265847	0.7525835025172879	0.7904357180976477	1.0	0.29044729508034706	0.7543861234332248	0.745836662892382	0.5699088806751922	0.8484273657281781	0.7046937605710558	0.647594952435543	0.6860384412298709	0.7850927993991264	0.7558290107891831	0.7323045819438601	0.9026974369689766
CosteaPI_2017__SID713A030-11-90-0__bin.46	0.5087905027358139	0.6536952732422234	0.5651248703356069	0.4159366971001668	0.6491176723898109	0.46743966080328286	0.6818963736651523	0.5631310302040866	0.730854447383885	0.32064927849053493	0.5200584432955982	0.5593712391609713	0.6890455404975911	0.5929715611021302	0.7525290749298231	0.5921324104963184	0.47908182747337924	0.4664671302192538	0.6345129458606859	0.6617887703204397	0.7334351594195608	0.557548125401569	0.628920895002519	0.39199308558192925	1.0	0.6159548367772043	0.5083072861290158	0.3834819186290672	0.7207221420672068	0.5345381737308514	0.40817017151140855	0.4857942701485701	0.6227053880176001	0.5693953161524677	0.5143063364635708	0.7077461756149389
LeChatelierE_2013__MH0419__bin.20	0.632691200918271	0.8048557907342481	0.6895108219070476	0.602572858102443	0.8176968359087565	0.571196461578663	0.7678255669858493	0.6898009878466962	0.7674828986455182	0.4956106389902867	0.6500562697485175	0.6843523608445913	0.7810681954083244	0.6944496546063442	0.8580327069917166	0.7045910343534029	0.6925776033575887	0.67606139013532	0.7576425059435923	0.7699356825552558	0.7892108768942946	0.7501667251807926	0.7435686563072617	0.5353774000811182	0.3238949246610589	1.0	0.6578242203593889	0.527179811504358	0.8126882671963398	0.6700376414158173	0.5863235654821164	0.6112822448904344	0.7339474911868108	0.7062883447876739	0.6898835488737233	0.7666544829034548
QinJ_2012__CON-084__bin.19	0.592136808041998	0.6939616517153467	0.634193458215162	0.5338549698868525	0.6899618750249936	0.5430158126194499	0.7635241904926314	0.676901824130983	0.758900017856853	0.44976938527684657	0.6616502503720837	0.6040688284677038	0.8020490639801935	0.6620461894623979	0.7363283221962266	0.6825483114979524	0.6108579960493198	0.588121985666213	0.7736008403411253	0.7082637635356727	0.7295276723809916	0.639133590245011	0.750357236044236	0.5229143809432931	0.2640596981122812	0.649875813704323	1.0	0.5303730815266303	0.7476644542910097	0.671857164181291	0.5719158027605665	0.6463523517396178	0.6936571745548952	0.71732364180024	0.6150608894930039	0.7327906064242701
YuJ_2015__SZAXPI015222-123__bin.4	0.544016987793091	0.622316063652421	0.6004610479047222	0.4830551489817276	0.6182604234497344	0.49240152519336433	0.6815179591018791	0.6217657689425662	0.6706138535216363	0.4172242698597998	0.5912087352809798	0.5294857539105687	0.7008246241205395	0.5957315125288609	0.6676147246322546	0.613340034417276	0.5517392902697806	0.5430640827505102	0.690081835321468	0.6435353549582644	0.6471588479527992	0.5821436410060896	0.6553832773117263	0.45857998517703263	0.22863540998773538	0.5977259332402997	0.6087013817350324	1.0	0.6695205347174162	0.5840694452838471	0.5142356379215309	0.5734570731501168	0.6247721684474372	0.6253592706482072	0.5510894790104147	0.64076979459148
ZeeviD_2015__PNP_Validation_4__bin.42	0.5588913844138801	0.6821532060000369	0.6551872163497124	0.5116467261561922	0.6823797761919278	0.5233405483635077	0.7026737191942503	0.6065933198706513	0.7245912030940833	0.4302828881589708	0.5813861131565364	0.5738221054862445	0.7376944064529227	0.6483757908477098	0.749295309424238	0.6403786904370196	0.5936644991875931	0.5985376676126185	0.7211363258843079	0.7032439632727173	0.73759130428695	0.6361938244348315	0.6767530709489282	0.47807487890268746	0.30091099037267616	0.6452661786073188	0.6008985162834597	0.46885169007998057	1.0	0.5999642324584712	0.5457509497173282	0.5564108863158606	0.6791731079002353	0.6570898331717854	0.5828397264101289	0.7026940850541955
QinN_2014__HD-16__bin.59	0.6374459427266542	0.7743615607984703	0.6925138590508241	0.5791346973114622	0.759193545963974	0.5751037148480173	0.8030909492832784	0.7233799987552072	0.8209884942514181	0.49503735451484193	0.7008788666376216	0.6485177307856573	0.8414567509620317	0.7186399136371343	0.8294414958117015	0.7272873604168768	0.6690671136474361	0.648474377657257	0.8215967257657085	0.7724943716049886	0.8028926409137638	0.7029945851513388	0.8295028769736941	0.5356214628032305	0.3010406897010566	0.717613174200167	0.7283626038489852	0.5517119120231961	0.8092852957777916	1.0	0.6188487383595778	0.6574823851088443	0.7514196003356648	0.8372210215456464	0.6641883843662609	0.7692905324923113
GeversD_2014__SKBSTL069__bin.74	0.6638783673222024	0.7998979828894074	0.7419598396008201	0.6298531357635627	0.7951142894659758	0.6494449663141522	0.8074588648828823	0.7393730493015364	0.8031473793723423	0.5320338777612799	0.7130152621637728	0.6799602032261649	0.8403321111481471	0.7640637152409523	0.859047705625082	0.7433860590083129	0.701965597002111	0.6816884336838277	0.8254411482480329	0.8275410846135975	0.8459127501186832	0.7360489076088604	0.814828338535196	0.5791400260598164	0.27046453137783705	0.7388412472349323	0.7295001161580963	0.5715215700534327	0.8661505206912922	0.7281269254467035	1.0	0.6619673141217943	0.8107658353787259	0.7866685858004303	0.6914830863711201	0.8082573255355898
QinN_2014__LD-97__bin.60	0.6118910744616733	0.7127403429949043	0.6741342392197688	0.5462306722919291	0.7053395430387376	0.5458558983069421	0.7968523368582543	0.6838297079612077	0.7826455536682921	0.4715279162785601	0.6609632348912389	0.6030788449947948	0.7937086187058244	0.689469289354008	0.7643714864938908	0.7282292477124541	0.6259290997753548	0.6084225521889212	0.8284999178127226	0.7250395046846748	0.7494594268807189	0.6588671305681881	0.7440056983179004	0.5324885211769218	0.2793850199989042	0.6685551476631417	0.7155570653662813	0.5531628951838256	0.7664364692345625	0.6714108815955291	0.5745372856281847	1.0	0.6997126732781765	0.7177881759903567	0.6336888937592461	0.7473243109966577
FengQ_2015__SID530623__bin.9	0.6627794571394666	0.8045794380200161	0.7466738749192369	0.6074929290998036	0.7970519785334722	0.6337825854771292	0.822374536847796	0.7416636723849206	0.8276051899418505	0.5153643738709635	0.7066384050422606	0.6855118243911444	0.8443742665383246	0.765394454040797	0.8549995714605941	0.74258874062158	0.7006932449003811	0.670289198169807	0.8275314317171903	0.8360865616635239	0.8652672108018301	0.7310725682036947	0.7988934618072495	0.5728446940228643	0.3366568487189968	0.7545960851277047	0.7218948199475204	0.566536511557378	0.8794580459921676	0.7213414272340088	0.6615020800643469	0.6577696666622714	1.0	0.7677543051728002	0.6886821918801672	0.823028883555954
QinN_2014__HD-22__bin.50	0.5641543218873243	0.6792581860371948	0.6189819425069409	0.5278156902247153	0.6706936027322807	0.511923933232292	0.7210795438636043	0.6454632980789458	0.7476675169744456	0.43584101135171655	0.6326803218485543	0.5633886141084081	0.7588138960346174	0.6357908975186473	0.7403403432869361	0.6503508327296459	0.5888407693981099	0.5784148664337115	0.7462947712892252	0.6902376386476732	0.7155684581524365	0.6263730149214296	0.7554412637875862	0.4804566820478321	0.2681843930590187	0.6326250386802686	0.6503677048654214	0.4940269049538745	0.741266156864913	0.7001857370861749	0.5591680672932571	0.5878481852402556	0.6688627965098372	1.0	0.5754658324891282	0.6899845566110413
ChengpingW_2017__AS138raw__bin.24	0.667178888737231	0.8197608043453305	0.715560372451733	0.6218083668763463	0.812012390953194	0.5950125238296253	0.7838010071491136	0.7130791084804992	0.7766198043733521	0.5229135010589439	0.6782939570149265	0.7242981277078092	0.7921460085999071	0.7266668534770688	0.8877664195044523	0.7207787101223819	0.7127568605366943	0.7000029829402932	0.782293718379703	0.7760548535602296	0.8059253849122879	0.7565184024818064	0.7615726784363246	0.5860718382414754	0.30497897931014534	0.7779802059313509	0.7020860695784381	0.5481148269307081	0.8278029921602905	0.6993471880364207	0.618814579527448	0.6533913771331413	0.7553740381147456	0.7245159727413493	1.0	0.7926436172761054
ZellerG_2014__MMPU72854103ST__bin.27	0.6490758261131552	0.7785767840668086	0.7219017148345365	0.582393381536251	0.7781546803615869	0.6039615809160185	0.8111043861698333	0.7164656002685558	0.8088952238430478	0.49507794198444555	0.6808345418473385	0.665540164658679	0.8313707167848544	0.7469847687089629	0.831533593758065	0.7319144429435464	0.6761053745195417	0.6454477988859368	0.8016361106661095	0.8080613396210472	0.8382834296384858	0.7125550235502517	0.7753857718170073	0.611154166878547	0.355038155651506	0.731378019484827	0.707622451176098	0.5391392219604041	0.8442938193541432	0.6852379552287141	0.611896671765812	0.6518623223121189	0.7636735410180423	0.7348814037701049	0.6705442346713077	1.0
