	ChengpingW_2017__AS15raw__bin.20	LiJ_2017__H3M515128__bin.7	ZellerG_2014__CCMD40701343ST-21-0__bin.43	BackhedF_2015__SID172_12M__bin.11	LiJ_2017__nHM511615__bin.25	GeversD_2014__SKBSTL036__bin.19	QinJ_2012__T2D-048__bin.10	LiJ_2017__H1M513912__bin.21	ZeeviD_2015__PNP_Main_481__bin.1	CosteaPI_2017__SID713A009-11-90-0__bin.91	YuJ_2015__SZAXPI015226-14__bin.24	LiJ_2017__H1M513820__bin.13	QinN_2014__LD-85__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.9	QinJ_2012__CON-086__bin.7	WenC_2017__N253__bin.35	ZeeviD_2015__PNP_Main_397__bin.2	QinJ_2012__CON-076__bin.12	QinJ_2012__CON-016__bin.25	GeversD_2014__SKBSTL013__bin.56	XieH_2016__YSZC12003_37204__bin.13	QinJ_2012__T2D-086__bin.11	YuJ_2015__SZAXPI015258-57__bin.46	CosteaPI_2017__scavenger-11-7-0__bin.39	CosteaPI_2017__SID713A030-11-90-0__bin.46	LeChatelierE_2013__MH0419__bin.20	QinJ_2012__CON-084__bin.19	YuJ_2015__SZAXPI015222-123__bin.4	ZeeviD_2015__PNP_Validation_4__bin.42	QinN_2014__HD-16__bin.59	GeversD_2014__SKBSTL069__bin.74	QinN_2014__LD-97__bin.60	FengQ_2015__SID530623__bin.9	QinN_2014__HD-22__bin.50	ChengpingW_2017__AS138raw__bin.24	ZellerG_2014__MMPU72854103ST__bin.27
GeversD_2014__SKBSTL013__bin.56	0.6353505952105238	0.7580234378618741	0.7209541896336097	0.5759948121728659	0.765994163694474	0.6035103061744407	0.7991106582055677	0.7081839825837232	0.7747460280698504	0.48337764602343786	0.6652958451063041	0.6410353420723517	0.8331857890592431	0.712769280652184	0.8238095326323591	0.7199095835842327	0.6650757330121821	0.6370136643661124	0.7971874565751077	1.0	0.8197615452313678	0.6972176571402103	0.7736258279679467	0.547161239520126	0.3264792255315207	0.7230074575015054	0.6796179535874751	0.5380091713372551	0.8298581685117421	0.6826532030200565	0.6160370559081013	0.6273242855157719	0.7620106535735791	0.7298209273241002	0.6469235258696558	0.7969432581407198
XieH_2016__YSZC12003_37204__bin.13	0.5902817175894849	0.7056558391479679	0.6803367352207784	0.5397297923055269	0.7084521939592207	0.5503878551452229	0.736437729136025	0.649883318647529	0.7418278912573103	0.4505352684170813	0.6224777755753699	0.5979288851725568	0.7791159534473885	0.6892301695835616	0.766862162760909	0.6607116146667045	0.6101626876187842	0.5877761916738985	0.7295451176224654	0.7369760790734784	1.0	0.649323981057811	0.7157342430203564	0.5037916026071328	0.32579032669113006	0.6672550982505293	0.6298274515160247	0.48676995034587983	0.7836166388774605	0.6378520637025217	0.5665656705305046	0.5834790531570593	0.7093423369251091	0.6799133176647739	0.6044503816921045	0.7439896194405625
QinJ_2012__T2D-086__bin.11	0.6780754667060671	0.8564876696136811	0.733481457174371	0.6497569829810775	0.8520452429139365	0.5962301007803346	0.8156742970631793	0.7411095629645156	0.8254130172594484	0.5312546172374575	0.696404396125472	0.7189940693195523	0.8451778001505005	0.7301136656484405	0.9051799820636431	0.7577372014472784	0.7363677674733445	0.7606492823739215	0.8293207034350528	0.8081363884698776	0.8371665710290039	1.0	0.7963257098089881	0.5833928921172804	0.32020649144930574	0.8141697219177471	0.7106186153269949	0.5640885444405884	0.8735469661099066	0.7196134234045405	0.6377822313240261	0.6612214762102746	0.7754819966395101	0.7672057595634799	0.7287134615450694	0.8159289967666452
YuJ_2015__SZAXPI015258-57__bin.46	0.6099101128285135	0.7328632565047843	0.6772103529642042	0.5567780223670888	0.7265525884209549	0.5611011124535938	0.7868542080595496	0.6972307756519537	0.7959764138825343	0.4633136422546705	0.6832580015845933	0.610907499904651	0.8090824110861085	0.6937762614679724	0.7953582641722875	0.6912313412697327	0.6301482192035152	0.6142011800254887	0.7844816357723741	0.7511799895080061	0.7730347120926346	0.6670947179503048	1.0	0.5158732785897839	0.30437000901678213	0.684399671567488	0.694967944727773	0.5293383639253874	0.7850648841311111	0.7068693055926357	0.5961032101327619	0.6228049028842909	0.7149775731830968	0.7698619273749651	0.6221950287522371	0.7475459312580102
CosteaPI_2017__scavenger-11-7-0__bin.39	0.7420377183743657	0.8078695245813227	0.7474376748900893	0.6339787265883762	0.8131424166527838	0.6412953796544412	0.829764704885769	0.7691030097331364	0.826433922253502	0.560376788432053	0.7276698357480283	0.744828618301233	0.8441212928948386	0.7648031489392942	0.8500142594543005	0.7757064077187414	0.7208337686467072	0.7079545165762626	0.8300193985051574	0.8338719924551956	0.8540221543917708	0.7670592487385325	0.8096811811910739	1.0	0.29603248331926213	0.7688375862273437	0.7646540599913596	0.5838035188380097	0.8636999471976643	0.7212307744436695	0.6599811944622491	0.7022264514289103	0.7988462548460967	0.773997532126127	0.7470440574783073	0.9035123436048466
CosteaPI_2017__SID713A030-11-90-0__bin.46	0.5198084511078541	0.6652093951332314	0.5739652952918392	0.4235881348220063	0.6604664031078297	0.4771619179583565	0.6985658222570789	0.5761565377911209	0.749260884377851	0.3241888020267659	0.5324559217280558	0.569716190271493	0.7061219885659061	0.6026648557476482	0.767302241317154	0.6042692263427744	0.4878033537061723	0.47526868443897713	0.6494705577036084	0.6715072166189928	0.7453623781573899	0.5682101397745954	0.6447389982477681	0.39953095977945813	1.0	0.6271488467204912	0.5220499969132062	0.39425673435510017	0.7317995398009666	0.5463198177495978	0.41506934615610336	0.4973350680352215	0.6324649915665745	0.5828209636741535	0.5243326999689796	0.7214370587504506
LeChatelierE_2013__MH0419__bin.20	0.6473137206808158	0.8141855875699965	0.7009747812132784	0.6108498014527535	0.827318401810892	0.582334585375316	0.7861729517250445	0.7063440534418329	0.7856663636757131	0.5035208670991903	0.6661007629280148	0.6926733901802075	0.8007449729953301	0.7062807299356665	0.8696958547951925	0.7197782555095458	0.7016621218023633	0.6846918229314455	0.774569119610889	0.7819755651422534	0.8027428696930493	0.7597121425628546	0.7623372625969691	0.5456334033899718	0.32978120526274446	1.0	0.6742975499414057	0.540626838585978	0.8265641306804792	0.6853859768091686	0.5967639283658849	0.62572962305681	0.7459252526126958	0.7231352028997357	0.6986634732382038	0.7812381268425937
QinJ_2012__CON-084__bin.19	0.6045225746652038	0.7113453574755874	0.6506716512758544	0.5480014776446851	0.7074726772332252	0.558351721404586	0.7769465256542795	0.6889395602938027	0.7739662921214852	0.46134268488672775	0.6743488088766376	0.6195278743099276	0.8166520895091582	0.6793847581663427	0.7547375102003808	0.6961539664584159	0.6273009505309741	0.6031288690672981	0.7882232668855154	0.7261657535651346	0.7485600685133001	0.6550752858383277	0.7647555610635083	0.5361074673716494	0.2711988758497348	0.6661500981335036	1.0	0.5408183506682066	0.7673172869778405	0.6847441896928345	0.5869484222025221	0.6590813975541259	0.7114221696591083	0.7304288297505465	0.6313161688458494	0.7513811345317881
YuJ_2015__SZAXPI015222-123__bin.4	0.5552991653787832	0.6385090875877416	0.6156511813159723	0.4959495855521964	0.6345852272908006	0.505815810771326	0.6945228181450933	0.6292595014448076	0.6839531608773634	0.4279075304945518	0.6023245975373517	0.5436543658455567	0.7142416361793097	0.6112479148101984	0.6846384163872402	0.6249957398737367	0.5667031257739229	0.5571899798194979	0.7029680924495113	0.6597560981151384	0.6639748727528686	0.5967943856307191	0.668519461847218	0.46976037414587307	0.2350594531860973	0.6129724139215927	0.6206892634366654	1.0	0.6868459570152124	0.5959160043969047	0.5280111822066227	0.5843043770468487	0.6405925733389256	0.6380460402637598	0.5656375261912563	0.6565688420499682
ZeeviD_2015__PNP_Validation_4__bin.42	0.5717183757972121	0.6941817920302026	0.6626891717904837	0.5203769975249116	0.6942129772532437	0.5318423402409663	0.7203487398942375	0.621212188712604	0.7423053644311529	0.43635923340357435	0.5959034709153245	0.583694774311268	0.7565729221890499	0.6575031964853617	0.7627202297269002	0.6544712290860121	0.6043187078880158	0.6092138332557946	0.7379582079825261	0.712638352605589	0.7485194974469486	0.6471952074040084	0.6943170340689016	0.4866807275958039	0.3055359498796187	0.656283472404578	0.6166935135372508	0.480984332925804	1.0	0.6145309137843141	0.5539399347146902	0.5700296005045642	0.6883371084424763	0.6732307318280841	0.5930732528160575	0.7151917222962253
QinN_2014__HD-16__bin.59	0.650787546062699	0.7913860338540717	0.7093374483035406	0.5931051356287599	0.7766326637921969	0.5901760094089166	0.818842729015047	0.7373444277279741	0.836645841426275	0.5070581897708079	0.7143509585977624	0.6632955674645502	0.8576480713223348	0.7356253259532859	0.8484606420126153	0.7416187886449143	0.6855185527781414	0.6633144539759326	0.8380962396526599	0.7907546234394484	0.8218559860583207	0.7191584342223586	0.8432720022492118	0.5481908653670744	0.3076758645407895	0.7340513069251258	0.7423334714051779	0.562902170017234	0.8289341354377485	1.0	0.6347619119158864	0.6707231173045515	0.7688359685024498	0.8440098639098084	0.6802007121073269	0.7873786595298546
GeversD_2014__SKBSTL069__bin.74	0.6791213397573811	0.814707635122168	0.7529403149399513	0.6410911790551801	0.8092249729806168	0.6604032201044413	0.8276203751401473	0.7573351312586487	0.8232285890326556	0.5401740351302485	0.7313081421775097	0.6919972122056908	0.861895094088058	0.7750906538185711	0.8748840944213812	0.7601193903215054	0.7146399604052402	0.6943789582133875	0.8449516681312688	0.8395972849307597	0.8589118511560255	0.7499292950718666	0.8367054533700999	0.5902169631223296	0.2750361100168682	0.7519974142197711	0.748674787632698	0.5868317121703382	0.8791470965526297	0.7468500954516529	1.0	0.6782299526276981	0.8225624476025979	0.8070538266517177	0.7038488732664667	0.8235235295900124
QinN_2014__LD-97__bin.60	0.6230404909320038	0.7296358555695578	0.6903174620568736	0.5597260424086351	0.7224818366116925	0.5604694537285628	0.8090129855898307	0.6958373787737658	0.7982361514437565	0.4828009424141143	0.6735924606870857	0.6178651032820119	0.8073157635198072	0.7064103884718645	0.7818280642156594	0.734656950304093	0.6416034189907402	0.6232657936551422	0.8353602542326448	0.7420581885924059	0.7677242890800504	0.6748022574105529	0.7587257684510438	0.5450533121472796	0.28602224535641885	0.6843561448687743	0.7296490055339433	0.5636263218453783	0.7851957700947894	0.6849321133088598	0.5886520190674484	1.0	0.71610278888828	0.7321304038134897	0.649354884663854	0.7652025642430552
FengQ_2015__SID530623__bin.9	0.6773996558498926	0.8181126300452274	0.7573622245810203	0.6176456045042789	0.8104590810796556	0.6441400532707446	0.8424614973826132	0.7594328116140772	0.8471218634211949	0.5228831801579662	0.7237091074513113	0.6971664480016878	0.865390827938132	0.7753880753965637	0.8699848527802319	0.7583548701855246	0.7128448093988581	0.681846164242672	0.8461856696422685	0.8473464345521433	0.8773845745592637	0.7439699560911932	0.818802825722913	0.5828799331478527	0.34193324015348303	0.7669108242461002	0.740382998852833	0.5808822802252139	0.8913244669629082	0.7380606449188413	0.671126910296813	0.6731773065309405	1.0	0.7857875730165218	0.7006466824457074	0.8373083110273078
QinN_2014__HD-22__bin.50	0.5757117348935152	0.694591726622579	0.6343865614515494	0.5408600050688204	0.6867163880131731	0.5255928760817014	0.7345338157088918	0.6573193837865237	0.7612363039540389	0.4467924633964399	0.6444987144868466	0.5765495979764924	0.7730561325187801	0.6515369079764997	0.7580837274353133	0.6628620598795688	0.6035363996585367	0.5921017583637331	0.7612675353543041	0.7070189520752368	0.7326599316929788	0.6412248021831826	0.7680942886743455	0.4920058384769415	0.2745078541586943	0.6477148307509393	0.6622496372490808	0.5040493125861107	0.7594747811827582	0.7058633902654238	0.5736580010898682	0.5995940635928746	0.6845732677880774	1.0	0.5897622751967398	0.7065120700387485
ChengpingW_2017__AS138raw__bin.24	0.6829170625088697	0.8313911077645936	0.7277877158903038	0.6307589955988072	0.82292814458402	0.6068959252131673	0.8032524896252433	0.7305889680020898	0.7959723074670227	0.5306347968120504	0.6954467676226237	0.7343646472763495	0.812878347559548	0.7393307909040208	0.8964815767280038	0.7373602424678498	0.7226181899699085	0.7100676946662315	0.8010478255721144	0.7890347114818795	0.8200455395551441	0.7668027670838866	0.7815497911489834	0.5978680112194712	0.31092452166744555	0.7878813079018089	0.7206413140846305	0.5625843471563992	0.8423375947196533	0.7162071281425954	0.6298808360548898	0.6695444507819371	0.7684971675626033	0.7425153056474291	1.0	0.8086380527365765
ZellerG_2014__MMPU72854103ST__bin.27	0.6636169928857938	0.7939701873964574	0.7352327745174769	0.594055908094565	0.793339325880501	0.6164258751100662	0.8304607468406264	0.7328420005421585	0.8283219351313779	0.5037903306899598	0.6971551204352868	0.678529412102065	0.851548344447329	0.7604595883494789	0.8477539991840858	0.7476733636121372	0.6899506819230647	0.6580696172888172	0.8196531332215116	0.8222805758503917	0.8538737382291756	0.7263211865090456	0.7943601745154123	0.6117058839497742	0.3619061346885513	0.7452906187833854	0.7255744758783409	0.5524324299523872	0.8593098527951563	0.7013497760059278	0.6234540547381332	0.6674568366462484	0.7769231622143774	0.7524843517668519	0.6840748759974781	1.0
