	ChengpingW_2017__AS15raw__bin.20	LiJ_2017__H3M515128__bin.7	ZellerG_2014__CCMD40701343ST-21-0__bin.43	BackhedF_2015__SID172_12M__bin.11	LiJ_2017__nHM511615__bin.25	GeversD_2014__SKBSTL036__bin.19	QinJ_2012__T2D-048__bin.10	LiJ_2017__H1M513912__bin.21	ZeeviD_2015__PNP_Main_481__bin.1	CosteaPI_2017__SID713A009-11-90-0__bin.91	YuJ_2015__SZAXPI015226-14__bin.24	LiJ_2017__H1M513820__bin.13	QinN_2014__LD-85__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.9	QinJ_2012__CON-086__bin.7	WenC_2017__N253__bin.35	ZeeviD_2015__PNP_Main_397__bin.2	QinJ_2012__CON-076__bin.12	QinJ_2012__CON-016__bin.25	GeversD_2014__SKBSTL013__bin.56	XieH_2016__YSZC12003_37204__bin.13	QinJ_2012__T2D-086__bin.11	YuJ_2015__SZAXPI015258-57__bin.46	CosteaPI_2017__scavenger-11-7-0__bin.39	CosteaPI_2017__SID713A030-11-90-0__bin.46	LeChatelierE_2013__MH0419__bin.20	QinJ_2012__CON-084__bin.19	YuJ_2015__SZAXPI015222-123__bin.4	ZeeviD_2015__PNP_Validation_4__bin.42	QinN_2014__HD-16__bin.59	GeversD_2014__SKBSTL069__bin.74	QinN_2014__LD-97__bin.60	FengQ_2015__SID530623__bin.9	QinN_2014__HD-22__bin.50	ChengpingW_2017__AS138raw__bin.24	ZellerG_2014__MMPU72854103ST__bin.27
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.9	0.9776154954304893	0.9829162217902858	0.9862874860027736	0.9834048230231471	0.9831422385931509	0.9838290274361983	0.975787461827762	0.9764278447392806	0.9758094443363469	0.9856017741096212	0.9755889014888461	0.9835742032627364	0.9746250850722566	1.0	0.9820525922453311	0.9780065134512878	0.9831428916771767	0.9828942422995006	0.9766301691541686	0.9864356429981435	0.9861221408212162	0.9823663400934423	0.9751097663814591	0.9817792345594962	0.9839159450678558	0.9832487638018951	0.9744790142911925	0.9746152061947639	0.9861180817272953	0.976910239877698	0.9857733562863991	0.976018049289303	0.9871114585420266	0.975832511919002	0.9828710807357732	0.9822806894055185
QinJ_2012__CON-086__bin.7	0.9781156991721481	0.9860871386946511	0.9827228280288194	0.984172938266707	0.986207403937657	0.9796938427975735	0.9767293875973972	0.9768116814323597	0.9763026496816852	0.9842633520793782	0.9764267830155544	0.9865503825900228	0.9752665963742383	0.9820525922453311	1.0	0.9792166585107491	0.9854831866711256	0.9864350375023356	0.9778580699135353	0.9833875581212809	0.9821315933516946	0.9866508119455137	0.9748682317059103	0.9807802057844744	0.9807466137959259	0.9865893947416565	0.9756084893683545	0.9751347699055251	0.982398630874824	0.9775839381826846	0.981898872208012	0.9776721014238836	0.9827752388196773	0.9765944268340845	0.9902784870879776	0.9808666129070084
WenC_2017__N253__bin.35	0.9824323957059383	0.9793854998163054	0.9781013047974908	0.9781333520184983	0.9790364106391312	0.9763756102558058	0.9840841063534627	0.982466890122459	0.979955399432594	0.9792548861127217	0.9813054667574523	0.9790253848619821	0.9830237479646071	0.9780065134512878	0.9792166585107491	1.0	0.9778683397003358	0.97869114611514	0.9897922811751675	0.9792707922621664	0.9780562809175208	0.9787613338261002	0.9809813373809869	0.9787243026647039	0.9799148867469029	0.9789001389804537	0.9804559686276294	0.9813507441525676	0.9784672908102116	0.9806754784972157	0.9779859170463802	0.9912507428276854	0.9792100899146495	0.9811254438786314	0.9775123048539047	0.9789227202204224
ZeeviD_2015__PNP_Main_397__bin.2	0.976404066142148	0.9865819666124453	0.9835158180395185	0.9857707594189709	0.9875294814649149	0.9802673718363144	0.9749746375900261	0.9754695204467327	0.9746552678176185	0.9843921748688622	0.9744070389469826	0.9870953382563606	0.9733158052292414	0.9831428916771767	0.9854831866711256	0.9778683397003358	1.0	0.9864873724956185	0.9767066336409402	0.9834716039202358	0.9819891731934166	0.9866515790916541	0.9738150121021134	0.9802157597029191	0.9821208153520682	0.9870528589722939	0.9737877736870375	0.9735949303549248	0.982369884365061	0.9760014677005691	0.9822646869677675	0.9755700815309843	0.9829534222059856	0.9756507970873983	0.9863533335167983	0.9799329027910622
QinJ_2012__CON-076__bin.12	0.9776258575808171	0.9875657485061674	0.9833153177613901	0.9847934889445639	0.9878323850425212	0.9810383542554425	0.9762299766855987	0.9764795462121051	0.9765872790997591	0.9833382964907775	0.9754661339679459	0.9876590101668277	0.9752461855234082	0.9828942422995006	0.9864350375023356	0.97869114611514	0.9864873724956185	1.0	0.9777273315666575	0.9838772446120295	0.9825603077819455	0.9912669229483537	0.9751321889649015	0.980663106825546	0.9814808875318327	0.9873951571976205	0.9751182804028394	0.9746479700270924	0.9824755035746316	0.9776273888956836	0.9817239212400503	0.9761847327138349	0.9830504787165574	0.9768842234688762	0.9858257011246382	0.9808199344396402
QinJ_2012__CON-016__bin.25	0.982141873246615	0.9782669314089836	0.9770451781804957	0.9766222412271547	0.977522902079955	0.9753462503544	0.9852518513394369	0.9830548491811053	0.981473374618802	0.9774412042245854	0.981647757531704	0.977920740973566	0.9842968426797902	0.9766301691541686	0.9778580699135353	0.9897922811751675	0.9767066336409402	0.9777273315666575	1.0	0.978140295912723	0.9769151700767561	0.9781381370183406	0.9805561670978039	0.9782413603300129	0.9769695305422165	0.9781470584887247	0.9814488772931466	0.9816687880055256	0.9772048309562044	0.980313103547882	0.976909306627696	0.9917875714278218	0.9779549115586366	0.9803317974697154	0.9765880305847943	0.9780187230120269
GeversD_2014__SKBSTL013__bin.56	0.9782330644422839	0.9830359582737955	0.9871318909222676	0.9841243597183211	0.9845408926671798	0.9841893398696342	0.9755362856480408	0.9769172366195163	0.9765261157604285	0.9862540294605793	0.9760641734581571	0.9842899704840818	0.9754155740650473	0.9864356429981435	0.9833875581212809	0.9792707922621664	0.9834716039202358	0.9838772446120295	0.978140295912723	1.0	0.9867988350211484	0.9838982019410809	0.9756998763247667	0.9822339821059839	0.9855274134692326	0.9846032496107376	0.9753472400184511	0.975414030725574	0.9868174519396502	0.9769078152777212	0.9856404963027526	0.9770655668661059	0.9867116064581417	0.9762646908144298	0.9835496997371984	0.9827075615708918
XieH_2016__YSZC12003_37204__bin.13	0.9779060402836073	0.9828312827841204	0.9848835404373005	0.9828724889546718	0.9830904346689351	0.9835546126678509	0.9753670135840149	0.9757335078944657	0.9764607666720706	0.9854843348977116	0.9761759498900742	0.9831439201890751	0.9745844206432314	0.9861221408212162	0.9821315933516946	0.9780562809175208	0.9819891731934166	0.9825603077819455	0.9769151700767561	0.9867988350211484	1.0	0.9825551864997398	0.9751846200963851	0.9818285696148291	0.9839980939642884	0.9831428053619099	0.9745746574885988	0.9746737030418795	0.9854002558420021	0.9769261945325647	0.9848656168617925	0.97620908644011	0.9861892217976131	0.9766720236753653	0.9827812554769628	0.9817416698831585
QinJ_2012__T2D-086__bin.11	0.9776191679699402	0.9883917673218321	0.9827383374860559	0.9853217740789338	0.9881820321924185	0.9801946746849431	0.976492815728045	0.9759330039554326	0.9766593313500747	0.9833347347043053	0.9759706326234696	0.9887006155969139	0.9753091062471732	0.9823663400934423	0.9866508119455137	0.9787613338261002	0.9866515790916541	0.9912669229483537	0.9781381370183406	0.9838982019410809	0.9825551864997398	1.0	0.9753423756129213	0.9811282554182735	0.9812357900243456	0.9874354813523699	0.9756643305922991	0.9754509342289708	0.9830014455556539	0.9775239386735441	0.9814910718194093	0.9763854867594645	0.9826641011751857	0.9768384079792501	0.9865879923188186	0.98104672806674
YuJ_2015__SZAXPI015258-57__bin.46	0.9801345053389181	0.9752049642113512	0.9748329698296359	0.9733177289858295	0.9748529178717167	0.9730353131590878	0.9813848443028725	0.9822870109047073	0.9836630689346075	0.9743257200990937	0.9817983910080976	0.9754469123703082	0.9816258807498892	0.9751097663814591	0.9748682317059103	0.9809813373809869	0.9738150121021134	0.9751321889649015	0.9805561670978039	0.9756998763247667	0.9751846200963851	0.9753423756129213	1.0	0.9762308133861832	0.9754658810957013	0.9753801798619018	0.9811726442377885	0.9803503334081037	0.9747032518890637	0.9836717865187127	0.9738532661084174	0.9805989584837816	0.9756847884616352	0.9835267296302943	0.9744391042785774	0.97611360273697
CosteaPI_2017__scavenger-11-7-0__bin.39	0.9779659610933913	0.9807834669309959	0.9817646609934501	0.9799175322749174	0.9809101617083693	0.9791885534842639	0.9765631486888403	0.9774695956290251	0.9763149407002266	0.9825887593344688	0.9769946256378417	0.9806605307871885	0.9767837980320218	0.9817792345594962	0.9807802057844744	0.9787243026647039	0.9802157597029191	0.980663106825546	0.9782413603300129	0.9822339821059839	0.9818285696148291	0.9811282554182735	0.9762308133861832	1.0	0.9811331912758655	0.9812034907593011	0.975390966865212	0.9761998040188706	0.9823172601561003	0.9770711200095841	0.9812324318773986	0.9769475926660132	0.9827833511598298	0.9765263833761382	0.9802696033963496	0.9990980680655467
CosteaPI_2017__SID713A030-11-90-0__bin.46	0.9788038298558672	0.9826909812530505	0.9845976315488948	0.9819366098980684	0.9828170961238646	0.9796248258941692	0.9761376121464584	0.9773924155456577	0.9754338743984351	0.9890819068576627	0.9767164230379443	0.9818419218425373	0.975816575117571	0.9839159450678558	0.9807466137959259	0.9799148867469029	0.9821208153520682	0.9814808875318327	0.9769695305422165	0.9855274134692326	0.9839980939642884	0.9812357900243456	0.9754658810957013	0.9811331912758655	1.0	0.9821509518803663	0.9736754891955774	0.9726705601017629	0.9848627976224573	0.9784345293068859	0.9833782602628042	0.9767947232592211	0.9845689426622641	0.9769643709501298	0.9808778595994453	0.9810227614877107
LeChatelierE_2013__MH0419__bin.20	0.9774104591091233	0.9885409457276271	0.9836456893835916	0.9864501169835436	0.9883701778165757	0.9808733259600674	0.9766624065367081	0.976579309311763	0.9768559965516098	0.9842901682417358	0.9759128136875723	0.9879870809914448	0.9754269108760044	0.9832487638018951	0.9865893947416565	0.9789001389804537	0.9870528589722939	0.9873951571976205	0.9781470584887247	0.9846032496107376	0.9831428053619099	0.9874354813523699	0.9753801798619018	0.9812034907593011	0.9821509518803663	1.0	0.975569643426039	0.9751269709125225	0.9832125990360652	0.9776062891382666	0.982505036937542	0.9769111487869194	0.9839424106049078	0.9767030314047681	0.9874332569244149	0.9813326520582408
QinJ_2012__CON-084__bin.19	0.9795114903193396	0.9755622138001551	0.9746751022141791	0.9741852744291232	0.9752487936683116	0.9725336052577088	0.9827242484283653	0.9825271520803855	0.9805336816112047	0.9749138764111481	0.9811691540974058	0.9750470535979625	0.9821184250716339	0.9744790142911925	0.9756084893683545	0.9804559686276294	0.9737877736870375	0.9751182804028394	0.9814488772931466	0.9753472400184511	0.9745746574885988	0.9756643305922991	0.9811726442377885	0.975390966865212	0.9736754891955774	0.975569643426039	1.0	0.9806861784022848	0.9743876059873021	0.9811797957463146	0.9743885171621287	0.9806866862549208	0.9750288986457568	0.9820582274185671	0.9742517613915024	0.9752581915446913
YuJ_2015__SZAXPI015222-123__bin.4	0.9796827038664891	0.9746393211152293	0.9753267209220963	0.9740005094346192	0.9742748441990042	0.97347990060353	0.9812751162331179	0.9880911889529909	0.9804967531130119	0.9750337166948082	0.9815450634063096	0.9739381989272702	0.9812150239090768	0.9746152061947639	0.9751347699055251	0.9813507441525676	0.9735949303549248	0.9746479700270924	0.9816687880055256	0.975414030725574	0.9746737030418795	0.9754509342289708	0.9803503334081037	0.9761998040188706	0.9726705601017629	0.9751269709125225	0.9806861784022848	1.0	0.9747753886867351	0.9801204212915092	0.9739105065398008	0.9814355251768684	0.9753034837587509	0.9801162160487541	0.9742802651747641	0.9759369521569745
ZeeviD_2015__PNP_Validation_4__bin.42	0.9775641435952696	0.9826722824362955	0.988679526148734	0.9832231797134702	0.9829545089921313	0.9840144508359251	0.9754632447853211	0.9764671892992817	0.9761362881290176	0.9860749016419146	0.9756380714875029	0.9830859050662689	0.9750473283110576	0.9861180817272953	0.982398630874824	0.9784672908102116	0.982369884365061	0.9824755035746316	0.9772048309562044	0.9868174519396502	0.9854002558420021	0.9830014455556539	0.9747032518890637	0.9823172601561003	0.9848627976224573	0.9832125990360652	0.9743876059873021	0.9747753886867351	1.0	0.9762962594735218	0.9852168358261085	0.9761087596562547	0.9866867550363851	0.9760247150149104	0.9827449200291242	0.9825254727474972
QinN_2014__HD-16__bin.59	0.9794992952511735	0.9784877767267489	0.9762826715367249	0.9764452582213988	0.9775452171389883	0.9744613567467868	0.9807633637405369	0.981061185997165	0.9812855734175825	0.9762929866858094	0.9811407938941021	0.9777205858085541	0.981121253691693	0.976910239877698	0.9775839381826846	0.9806754784972157	0.9760014677005691	0.9776273888956836	0.980313103547882	0.9769078152777212	0.9769261945325647	0.9775239386735441	0.9836717865187127	0.9770711200095841	0.9784345293068859	0.9776062891382666	0.9811797957463146	0.9801204212915092	0.9762962594735218	1.0	0.9749304845524233	0.9802590191778122	0.9773470949847612	0.9919564419156036	0.9764594075600741	0.9770274101048867
GeversD_2014__SKBSTL069__bin.74	0.9775548616383866	0.981822126620257	0.9854165395035238	0.9824704446749998	0.9825627186681263	0.9834067226556585	0.9756391808818737	0.9762825185103187	0.9756067635067072	0.9849304912128813	0.9749860845808869	0.982605408277356	0.9749818938664154	0.9857733562863991	0.981898872208012	0.9779859170463802	0.9822646869677675	0.9817239212400503	0.976909306627696	0.9856404963027526	0.9848656168617925	0.9814910718194093	0.9738532661084174	0.9812324318773986	0.9833782602628042	0.982505036937542	0.9743885171621287	0.9739105065398008	0.9852168358261085	0.9749304845524233	1.0	0.976021939988205	0.9856587031680648	0.9747411632556641	0.9824311903236291	0.9814623340974571
QinN_2014__LD-97__bin.60	0.9821048284459778	0.9768439113214019	0.9765568398213698	0.9758893296109072	0.9762730456265183	0.9739262232323225	0.9849685370344082	0.9827435674212865	0.9804686899393545	0.9766507785192247	0.9812509395028493	0.9760687920248697	0.9831452011358516	0.976018049289303	0.9776721014238836	0.9912507428276854	0.9755700815309843	0.9761847327138349	0.9917875714278218	0.9770655668661059	0.97620908644011	0.9763854867594645	0.9805989584837816	0.9769475926660132	0.9767947232592211	0.9769111487869194	0.9806866862549208	0.9814355251768684	0.9761087596562547	0.9802590191778122	0.976021939988205	1.0	0.9771120628708226	0.9804102824463677	0.9758745313624342	0.9766359208896761
FengQ_2015__SID530623__bin.9	0.9784171742867467	0.9834580331262418	0.9858874006190415	0.9835622963550048	0.9834573973453131	0.9839204723553155	0.9761568207007394	0.9766020917750571	0.9769611972939476	0.9856204854691802	0.9764122045262513	0.9832828678948199	0.9757143700611188	0.9871114585420266	0.9827752388196773	0.9792100899146495	0.9829534222059856	0.9830504787165574	0.9779549115586366	0.9867116064581417	0.9861892217976131	0.9826641011751857	0.9756847884616352	0.9827833511598298	0.9845689426622641	0.9839424106049078	0.9750288986457568	0.9753034837587509	0.9866867550363851	0.9773470949847612	0.9856587031680648	0.9771120628708226	1.0	0.9770507087882613	0.9829236463037598	0.9829460339957284
QinN_2014__HD-22__bin.50	0.9799250001247088	0.9779243834936779	0.9757172993870474	0.975882271342202	0.9766675361756694	0.9739932874446255	0.98168325057669	0.9819629756857614	0.9821753285949266	0.9754887269998417	0.9816626590982386	0.9771728504984216	0.9815767110756128	0.975832511919002	0.9765944268340845	0.9811254438786314	0.9756507970873983	0.9768842234688762	0.9803317974697154	0.9762646908144298	0.9766720236753653	0.9768384079792501	0.9835267296302943	0.9765263833761382	0.9769643709501298	0.9767030314047681	0.9820582274185671	0.9801162160487541	0.9760247150149104	0.9919564419156036	0.9747411632556641	0.9804102824463677	0.9770507087882613	1.0	0.9757589738969953	0.9766068916178591
ChengpingW_2017__AS138raw__bin.24	0.9769544873958478	0.9860110322198007	0.9831992995050581	0.9858097485966669	0.986735471738734	0.9804193752341178	0.9757840993618273	0.9760332275896882	0.975686964342698	0.9854489456788462	0.9753355520418422	0.9862922056421486	0.974495151676897	0.9828710807357732	0.9902784870879776	0.9775123048539047	0.9863533335167983	0.9858257011246382	0.9765880305847943	0.9835496997371984	0.9827812554769628	0.9865879923188186	0.9744391042785774	0.9802696033963496	0.9808778595994453	0.9874332569244149	0.9742517613915024	0.9742802651747641	0.9827449200291242	0.9764594075600741	0.9824311903236291	0.9758745313624342	0.9829236463037598	0.9757589738969953	1.0	0.9802205258504184
ZellerG_2014__MMPU72854103ST__bin.27	0.9780880132237043	0.9806121141901738	0.9818682461596064	0.9803679646992797	0.9808598351001178	0.9797797355735236	0.9766920221763259	0.9776535729918763	0.9765469071089505	0.9827063201201534	0.9765897457975232	0.9808567658060016	0.9763047772988506	0.9822806894055185	0.9808666129070084	0.9789227202204224	0.9799329027910622	0.9808199344396402	0.9780187230120269	0.9827075615708918	0.9817416698831585	0.98104672806674	0.97611360273697	0.9990980680655467	0.9810227614877107	0.9813326520582408	0.9752581915446913	0.9759369521569745	0.9825254727474972	0.9770274101048867	0.9814623340974571	0.9766359208896761	0.9829460339957284	0.9766068916178591	0.9802205258504184	1.0
