	FerrettiP_2018__CA_C10042MS2723SA_t0M16__bin.24	HMP_2012__SRS044373__bin.55	HMP_2012__SRS019045__bin.46	CM_cf__CF_TNFC041IS_t2M15__bin.5	CM_cf__CF_TNFC041SA_t1M15__bin.7	HMP_2012__SRS014684__bin.2	LiJ_2017__H3M518112__bin.15	CM_cf__CF_TNFC018SA_t1M16__bin.3	CM_cf__CF_TNFC060SA_t1M16__bin.3	CM_cf__CF_TNFC048SA_t1M16__bin.1	FerrettiP_2018__CA_C10039IS2678SA_t2M15__bin.2	HMP_2012__SRS018591__bin.11	HMP_2012__SRS014470__bin.8	Castro-NallarE_2015__ES_137__bin.11	HMP_2012__SRS015057__bin.45	HMP_2012__SRS018791__bin.39	CM_cf__CF_TNFC034SS_t1M15__bin.6	CM_cf__CF_TNFC060IS_t1M15__bin.6	HMP_2012__SRS017713__bin.25	FerrettiP_2018__CA_C10009MS2133SA_t0M15__bin.19	HMP_2012__SRS015272__bin.25	HMP_2012__SRS019022__bin.34	Castro-NallarE_2015__ES_114__bin.27	FerrettiP_2018__CA_C10015IS2250SA_t2M15__bin.2	FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.10	HMP_2012__SRS015537__bin.16	CM_cf__CF_TNFC059SA_t1M16__bin.1	CM_cf__CF_TNFC034SA_t1M16__bin.2	FerrettiP_2018__CA_C10023IS2394SA_t2M15__bin.3	CM_cf__CF_TNFC038SA_t1M16__bin.15	HMP_2012__SRS016086__bin.6	CM_cf__CF_TNFC018IS_t3M15__bin.5	FerrettiP_2018__CA_C10039MS2669SA_t0M15__bin.11	FerrettiP_2018__CA_C10001MS2001SA_t0M15__bin.6	HMP_2012__SRS015941__bin.16	HMP_2012__SRS051791__bin.41	BritoIL_2016__WL.15.SA__bin.6	CM_cf__CF_TNFC054IS_t1M15__bin.19	HMP_2012__SRS024637__bin.14	HMP_2012__SRS016319__bin.66	HMP_2012__SRS017076__bin.19	HMP_2012__SRS057791__bin.37
FerrettiP_2018__CA_C10039IS2678SA_t2M15__bin.2	0.8278811846316402	0.810825115232072	0.747518299312436	0.6894160681745096	0.7660468316922653	0.8210859378589038	0.6124244866238917	0.8783727393841018	0.8277668139289159	0.8913401757959052	1.0	0.8564188283846071	0.8059732133286374	0.5230832618715833	0.8122899215962514	0.8614324763027732	0.3981976325743075	0.8337341890877907	0.7606101557355711	0.8886407400885105	0.9218206858796686	0.7660788937721085	0.5653501753365082	0.40444064591213263	0.4536434964703	0.7877456816685298	0.7361932070502121	0.6741444688605424	0.45085457406244733	0.6925442743824939	0.560124534860573	0.6882489127605164	0.7974892041713244	0.7156165298684594	0.8001398289511967	0.7492285959297429	0.5961661409123624	0.5716429566788662	0.6907248709860191	0.6847302191323522	0.642606867218964	0.6581430983262637
HMP_2012__SRS018591__bin.11	0.8357981849146546	0.8113424590530908	0.7804684549290622	0.6898936647545454	0.7895438816555677	0.8384770284116179	0.6463048921313101	0.8756342099112772	0.8451038748314936	0.8838585996645159	0.8824232760091395	1.0	0.7964271239190697	0.5615290856431148	0.8004737406279923	0.8611217120931072	0.43487890720146893	0.8625156179583594	0.7897549151576292	0.9136360184881126	0.9165692855529817	0.7977613684437856	0.593695423432805	0.42524088882577604	0.4752070149902816	0.8227584839905449	0.7501481672134801	0.6816066552471902	0.44883818168012257	0.683330917295576	0.5945075079605978	0.7093580538372104	0.7651182329987367	0.7079340707672251	0.7985606331793972	0.8328733000215965	0.6046997358136672	0.5743400025836812	0.6965343171044626	0.7095552814092304	0.6613513836007247	0.6455011897753282
HMP_2012__SRS014470__bin.8	0.8561088515392996	0.8232671094467836	0.7856502948071633	0.7167375147649551	0.790773549727494	0.8582914138882679	0.6533185824987251	0.9032238845455673	0.847517984412143	0.8999732714002343	0.920600207378952	0.8828882848383247	1.0	0.5641926405068922	0.8835966747216863	0.9015485643353024	0.42131378993506974	0.856733612061431	0.7995442473111521	0.9135829933954668	0.9385668551151379	0.7985713044157943	0.5864440631625781	0.4089749062722568	0.454349574009525	0.812425901926263	0.7546833808781739	0.6738700880731959	0.44404512487284786	0.7055142358490102	0.5971595533426873	0.7139258191167974	0.79092987650731	0.7307599175950164	0.8328413048148102	0.7714486081177326	0.6234443162370504	0.5646435831409766	0.7011496577482057	0.7312469356398275	0.6624155985703205	0.6700931018895316
Castro-NallarE_2015__ES_137__bin.11	0.8475309822051128	0.823436135369014	0.8052208277839166	0.707154206226505	0.8071507952687637	0.8608519620542849	0.7014848771618929	0.8794543736807328	0.8380112371226429	0.8958134856577159	0.867085289015209	0.9033842253516657	0.8187813679209737	1.0	0.8201457510175363	0.8676342152377794	0.4398882157756002	0.8823029200178004	0.8178040888657613	0.9199503745310925	0.919921817675583	0.8111614469758687	0.6159832720286393	0.435577717085646	0.48579018802309615	0.853805557957328	0.7484934275603798	0.6963002213949548	0.4509333728898665	0.7126807510135701	0.6256013796134196	0.7373562539116942	0.7587493049182044	0.730211487312427	0.8256167685855552	0.8063258194429351	0.624744673948136	0.5974998473001476	0.7168278410303314	0.7558198474905268	0.6754441979212196	0.6460012866449899
HMP_2012__SRS015057__bin.45	0.8466923664006607	0.8253895498798972	0.7811348025278853	0.7163912557483876	0.7921975434628914	0.8570708140819552	0.6434026779324614	0.9039194977092931	0.851238646461458	0.8955263652893598	0.9174929354559036	0.877501778297634	0.8737662722341255	0.5588454362072208	1.0	0.8951253024187009	0.41781454247482813	0.8560773456772774	0.7905997781722344	0.907675543380733	0.9326619764291784	0.7987940007048329	0.5822324824170145	0.405072958849436	0.4558371403676806	0.7990604750919418	0.7626280752657717	0.6845997262826986	0.44524897247908746	0.7065079207214375	0.5859690695125194	0.7094067080197439	0.7946525671266819	0.7373324670663602	0.828041861883028	0.7676759541728916	0.6253872797127049	0.5678736749250305	0.6950862771636315	0.712253605782224	0.6616072567515854	0.674914760627085
HMP_2012__SRS018791__bin.39	0.8508650063540122	0.8414752446674397	0.7775589454871326	0.7051267511505571	0.7991266397654838	0.8462906239082998	0.6437044650225555	0.8861092687569931	0.8375747419157219	0.9109486464182104	0.911399249669642	0.8842217980588619	0.8350761722013235	0.5537746882483685	0.8384546839954838	1.0	0.434116741682826	0.842070648514275	0.7885329066947492	0.9060041617513784	0.9353272949122337	0.8057778475340863	0.5936353556474764	0.42632687468672953	0.4714570686486459	0.8015983758031118	0.7456025679322373	0.687921807678482	0.45443692313923645	0.7102661596958175	0.5950712105025999	0.7171305179912209	0.7842324302704126	0.7308617660609682	0.8204128335856374	0.7696025071767427	0.6080561785806504	0.5824897601676852	0.7230956949669136	0.7184782773792106	0.6813673024054112	0.6681550075184924
CM_cf__CF_TNFC034SS_t1M15__bin.6	0.8849812380602462	0.8643178507304232	0.7607959142645211	0.5612092810448455	0.8730833259883318	0.8419411799076412	0.6203789624632462	0.8546432458502392	0.7854186700364543	0.9228051897634777	0.8240715340423488	0.8734616348289738	0.7633460327583764	0.5491836154639186	0.7655227940979858	0.8491518256372573	1.0	0.8234991190949902	0.7892661303660188	0.9019932518417798	0.9052217513718648	0.8760325504056917	0.8311970107659565	0.8487428163409613	0.8282428346622009	0.7881411072168849	0.6386863374059304	0.9792355982677021	0.47605215908381915	0.7188521594799541	0.7592915919374661	0.7935651844948833	0.7091389314458825	0.6299713693492593	0.7923847024581161	0.8041459479855054	0.4739249146081681	0.8899141080477778	0.8517554223441878	0.6941759254949458	0.8282279796030134	0.5412886466743979
CM_cf__CF_TNFC060IS_t1M15__bin.6	0.789690684985623	0.7608098775494904	0.7614264794721541	0.6473964548513308	0.7411497439155617	0.8133940547655927	0.6310903857678857	0.8324846846751593	0.8558098270871349	0.8367220807407296	0.8373151335642427	0.8406932278077375	0.7532804135414048	0.5345496523143718	0.7611717647262369	0.7993232277260365	0.39963013496517374	1.0	0.7617763518023952	0.8852120788616078	0.8586626322414082	0.7515531592077699	0.5545639836232836	0.4027237176434176	0.4497738565590729	0.7992098075750242	0.7210138223600139	0.650178132114291	0.4127998485168152	0.650462643679542	0.5726910228431068	0.6727429750393967	0.726209041989005	0.6750262764693076	0.7795607275998807	0.7379965675986503	0.5745917715602816	0.5512877752781558	0.6734465644507606	0.6843685405181476	0.6344771307008644	0.6180821517532785
HMP_2012__SRS017713__bin.25	0.8487347275075314	0.8396547914235301	0.8209735752428775	0.6795994034802906	0.8061782874376635	0.864028595635812	0.67438540814185	0.8705379004327322	0.8272185991558558	0.9000873903595219	0.8824782884370451	0.8892901837418398	0.8121457053801149	0.5724007475373575	0.8120951810934789	0.8647176136546604	0.44248559502618934	0.8800514570426969	1.0	0.9124241996897475	0.9203909358319352	0.8164075122396472	0.6315991103283857	0.4454115619555453	0.4873356156245524	0.8348760822468761	0.7304518203733912	0.6801968115288649	0.4261767994696615	0.7281104916179653	0.6492143195822141	0.7177269178963686	0.7755133767212958	0.7052712932107574	0.8364401142848259	0.7930775064765473	0.6132321441063697	0.601578800675582	0.7416593286155124	0.7257114208206699	0.7038071993221973	0.6743093441059256
FerrettiP_2018__CA_C10009MS2133SA_t0M15__bin.19	0.8236253791237212	0.7946188222502164	0.7610891627384156	0.6805363840995582	0.7766305264437323	0.8239198212806774	0.6377249655856008	0.8673851369368029	0.8510570237880996	0.8845885677297048	0.874841354565832	0.8729423204303284	0.7874094649255792	0.5463569731911594	0.7911194361032253	0.8430354772177148	0.42908183984419535	0.8677389386326012	0.7742085630374748	1.0	0.9019460506591265	0.7879290964441752	0.5754379650419427	0.41866942295932735	0.4678992093874755	0.8097884821765917	0.7441660408789357	0.6875516451543301	0.45196352874556334	0.6755699693497491	0.5815595352619216	0.6956122936431587	0.7511629287431135	0.7008458263177582	0.7868714602163891	0.7673454696894177	0.5945522076566268	0.5765832272556388	0.690744811458087	0.6924940334241315	0.6513475086424662	0.6256259840256885
HMP_2012__SRS015272__bin.25	0.8374483509057382	0.8120522155006389	0.7607568343421913	0.6847941529362377	0.7794361440803784	0.8290425451705596	0.6301780573145543	0.8802415860495552	0.8147688252163934	0.8853113187262233	0.8965347285763885	0.8651575838416409	0.7991630961811086	0.5397350130361894	0.8030697643246826	0.8597988303266169	0.42541168016516545	0.8315376187847722	0.7715269329257566	0.8910419364116923	1.0	0.7865834758269673	0.5813921775416381	0.4170710321069107	0.4663320975093943	0.7889030891254629	0.7281160960870954	0.6755762032993986	0.45138446101104235	0.6792371339185734	0.5772946904870723	0.6974342768475226	0.7789823674018003	0.7076109751591011	0.8010563921077298	0.7496856142088415	0.5995581378680594	0.5739958503868039	0.6989775829666662	0.6965900195193783	0.6569722903016522	0.6403324158511873
HMP_2012__SRS019022__bin.34	0.8456008943543879	0.8318640368388831	0.8172919162075115	0.6520791077750273	0.8432446964252442	0.8417855146530385	0.6500588250951582	0.8652133407862865	0.8062892278208097	0.8984402033591525	0.8522302962548911	0.8613223668450051	0.777761984614975	0.5443770129628152	0.7867316138305518	0.8472495940802256	0.4709095264712928	0.8324954084484549	0.782795922169874	0.8903638638238974	0.8997205142537731	1.0	0.6282850222257712	0.44554340014373556	0.496303867550374	0.8036370411775666	0.704454204264154	0.7449897521893051	0.48419335090100885	0.7380446644840161	0.62889297026804	0.7588703452314408	0.7427682397721526	0.6758242167744684	0.802579254172323	0.8007037717266895	0.586177433522319	0.6170459687508317	0.7541142963613618	0.6841864303015784	0.7102834783997444	0.6053224733157656
Castro-NallarE_2015__ES_114__bin.27	0.9288085257721617	0.888575714559288	0.8224233157739552	0.6376372048063859	0.9187455734256593	0.8943716772195186	0.6911945747296939	0.887407706874907	0.8209125810462066	0.9551620316190396	0.8977852689685359	0.9150143322218136	0.8153255982904685	0.5901098550363397	0.8185773256043698	0.8910196395514608	0.637811987999234	0.8768903182269993	0.864479191680928	0.9282188224780304	0.9492999553162967	0.8968672772426204	1.0	0.6386813444019223	0.6883129318284754	0.8451299323057095	0.7024582116183709	0.9072949945133276	0.561817775602698	0.7818926132063141	0.7914745318090212	0.857623130959727	0.7708782323491773	0.6890059851844647	0.8683738171737405	0.846195349855158	0.5657496375148565	0.8265474391982467	0.9029558117691403	0.773131415683068	0.8292558187604679	0.6188297733289967
FerrettiP_2018__CA_C10015IS2250SA_t2M15__bin.2	0.920835139430718	0.8874192416455096	0.7695522942597065	0.561522901314839	0.8918188948748117	0.866573781658307	0.6267642991310092	0.8615435424278077	0.7885617272483332	0.9277158544388713	0.8722500877247301	0.8900829772741347	0.7722046772761988	0.5667100130039012	0.773442111998679	0.8690434908250253	0.8844964600491259	0.8648327037793878	0.8279532272380127	0.9171795983239417	0.9248591244039879	0.8637593659050097	0.8673922017875204	1.0	0.9371653559559933	0.8074566020599832	0.6421966272421409	0.9404792866431358	0.5438530765578881	0.751068177596136	0.7919675108881871	0.8081893615703759	0.734614114393048	0.6413482774991228	0.8373273886927983	0.8257859103762875	0.4816779160732347	0.9476025347286725	0.9163611781947283	0.7322981815179475	0.8984519165273391	0.5536163229921357
FerrettiP_2018__CA_C10055IS2966SA_t2M16__bin.10	0.8515526307803687	0.8390075995023258	0.7312750083451466	0.5439882430973715	0.836514893377205	0.8003936308107148	0.5938640413052243	0.8153264577995691	0.7452506361819545	0.8770900798966502	0.821922808477802	0.8356192532285962	0.7207024662617645	0.5309750165819147	0.7311969758055776	0.8073671387635311	0.7251165069167176	0.8114265648775539	0.7610314167674588	0.8611237552726153	0.868742332219202	0.8083148006051857	0.7853212122788537	0.7873110420378632	1.0	0.7644908593550177	0.622911220645676	0.8859094909243821	0.550915798554664	0.7023691546041366	0.7286453117616712	0.7712450091688234	0.6990198246001916	0.6137111842304908	0.7800488136886414	0.7745553229029839	0.4602836049299225	0.872839907574792	0.8436921529611181	0.6879912256744396	0.7800323401525102	0.5361971275355156
HMP_2012__SRS015537__bin.16	0.8277024329867256	0.7964099210153015	0.7784468369374937	0.6767670572635098	0.779941513572901	0.8397449691468499	0.6519988854692793	0.8662103153307719	0.8352101826233663	0.8685001789699474	0.8703432786342663	0.8822388320902368	0.7858467287624533	0.5690789630211608	0.7816143670834877	0.8370934646096843	0.42076759866742736	0.8792330886617648	0.795032090342549	0.9088099212267874	0.8962053612734412	0.7981435767236498	0.5879942623873904	0.41365427024409174	0.46618736911005143	1.0	0.7421421090114673	0.6705308666322296	0.4396569910102629	0.6918005328387383	0.601052988322277	0.7162699807917926	0.7519365499987046	0.6988176351751818	0.8040572513494123	0.7821515412828417	0.6057913300295711	0.5698841956054287	0.707920517252227	0.727259845858498	0.6706429541620161	0.6334230209809879
CM_cf__CF_TNFC059SA_t1M16__bin.1	0.8275377997730367	0.8067496903973743	0.7799272728128871	0.7494108132542886	0.7734373896378473	0.8421267934585556	0.6341950802612434	0.9078514284099846	0.8993320588221445	0.8847330589681168	0.9055111621752704	0.8954849813296668	0.8126739307526052	0.5553912058727969	0.8304684299497573	0.8668061251877629	0.3795975401306217	0.8830479024716413	0.7743756150850643	0.9297555198734279	0.9208353149470968	0.778881333904666	0.5440860012525368	0.366255197321643	0.4228748075284057	0.8261987389873287	1.0	0.6452042200132788	0.42715038447231	0.6893967575305247	0.5481732267892206	0.7073566528071423	0.802390532516516	0.7613846653701812	0.7932943367440635	0.7713166705121746	0.6254814732847073	0.5345642490193955	0.6606307888627814	0.6986901336824113	0.6293856447974987	0.6681312950571882
CM_cf__CF_TNFC034SA_t1M16__bin.2	0.8622933519853311	0.8331127172100753	0.7409461282940331	0.6221209595914822	0.8592925651041746	0.8097991465977324	0.6098408445735464	0.8585753843764655	0.7970800411599375	0.9056928742316903	0.8613242714623822	0.845194736272531	0.753771007189538	0.536684741903592	0.774388271741184	0.8307404570024781	0.6045533945025926	0.8271508849203123	0.7490423833633637	0.892310391905946	0.8874980052837816	0.8556192302260189	0.7299738134266259	0.5571558801177081	0.6247218861180591	0.7754038192166527	0.6702069185623858	1.0	0.5824302338449386	0.7062695535687536	0.6723633520036734	0.8103659211370219	0.7234128020122635	0.6562319825920121	0.7842288717518224	0.787214984858499	0.5346102370364845	0.758138900726413	0.8407724274886264	0.6813498160581228	0.7659575768951637	0.5448800449506624
FerrettiP_2018__CA_C10023IS2394SA_t2M15__bin.3	0.8855935971126729	0.8409227690559561	0.6779480958785765	0.6476315363354122	0.8689330611488469	0.7805358140684185	0.5767821391566585	0.8522304058525281	0.80252210562967	0.9077661497220592	0.88183748863948	0.8520226171455635	0.7603765655521892	0.5320757436636144	0.771015908939875	0.8401140778720939	0.44992526158445445	0.8039522909640928	0.71845566191467	0.8979504732808995	0.9077745735885577	0.8513093964486852	0.6919785135245176	0.493227679327738	0.5947315266947649	0.7783259530902955	0.679251923215521	0.8916250855256446	1.0	0.7022846461929272	0.641065600392365	0.808805374052432	0.747326124375581	0.6673199843128886	0.7741205717371791	0.7792319867314742	0.5602629369529752	0.7170198606692482	0.8022366301538852	0.6843146669811576	0.7047696868100034	0.5653088329856149
CM_cf__CF_TNFC038SA_t1M16__bin.15	0.8595522874706206	0.8752563419857015	0.8019944633907765	0.6853096057274572	0.8661589553206461	0.8604410655769693	0.6641702828353784	0.8793483720631611	0.8367915110360811	0.9158304473222727	0.9109390205060999	0.8723325641500146	0.8124508245116441	0.5655171719231723	0.8227485651772709	0.8830300031849979	0.4568936323958361	0.8519278050328005	0.8254621079651387	0.9026284416547387	0.9186340009240271	0.872651693399249	0.6476403948390442	0.45807321467012607	0.5099068545437836	0.8236033531860681	0.7372401803237619	0.7271073545758854	0.47228359323169034	1.0	0.6702475863883507	0.7722713819744218	0.7780723586232248	0.7040872462859524	0.8334000546359345	0.8128184211222019	0.6021855632725666	0.6502525967805083	0.7738846527156199	0.727731135810582	0.7253411283957052	0.6600153081328233
