	HMP_2012__SRS017227__bin.25	HMP_2012__SRS015899__bin.13	HMP_2012__SRS058808__bin.54	HMP_2012__SRS013836__bin.41	HMP_2012__SRS064493__bin.7	HMP_2012__SRS018337__bin.9	HMP_2012__SRS019333__bin.20	HMP_2012__SRS021477__bin.38	HMP_2012__SRS024355__bin.63	HMP_2012__SRS017814__bin.20	HMP_2012__SRS051930__bin.22	CM_periimplantitis__SP_201SPT_T016__bin.1	HMP_2012__SRS015060__bin.20	HMP_2012__SRS020226__bin.6	HMP_2012__SRS023595__bin.37	CM_periimplantitis__SP_288SPT_T016__bin.1	HMP_2012__SRS022536__bin.57	BritoIL_2016__W2.45.SA__bin.3	HMP_2012__SRS019225__bin.19	HMP_2012__SRS015378__bin.10	CM_periimplantitis__SP_344SPT_T016__bin.16	HMP_2012__SRS050628__bin.29	HMP_2012__SRS020222__bin.2	HMP_2012__SRS016746__bin.20	HMP_2012__SRS043755__bin.6	HMP_2012__SRS015921__bin.3	HMP_2012__SRS045049__bin.7	HMP_2012__SRS015755__bin.4	HMP_2012__SRS051941__bin.9	HMP_2012__SRS015063__bin.12	HMP_2012__SRS075406__bin.3	HMP_2012__SRS064809__bin.7	HMP_2012__SRS057022__bin.11	HMP_2012__SRS063603__bin.9	HMP_2012__SRS023938__bin.2	BritoIL_2016__W1.18.SA__bin.7	HMP_2012__SRS017304__bin.21	HMP_2012__SRS022602__bin.49	BritoIL_2016__W2.43.SA__bin.7	HMP_2012__SRS024561__bin.12	HMP_2012__SRS024381__bin.8	HMP_2012__SRS019073__bin.17	BritoIL_2016__W3.20.SA__bin.4	HMP_2012__SRS013945__bin.4	HMP_2012__SRS042984__bin.28	HMP_2012__SRS053584__bin.16
HMP_2012__SRS051930__bin.22	45209.0	64296.0	77615.0	41564.0	54780.0	92121.0	88994.0	48091.0	37701.0	39951.0	0.0	40908.0	62727.0	64835.0	84025.0	60482.0	57667.0	56432.0	77100.0	63578.0	59426.0	69654.0	57710.0	62442.0	60333.0	54591.0	66319.0	45068.0	77534.0	63125.0	57773.0	64012.0	36363.0	37086.0	59453.0	58773.0	65828.0	70339.0	47380.0	77909.0	39592.0	48307.0	46408.0	64483.0	58780.0	65164.0
CM_periimplantitis__SP_201SPT_T016__bin.1	30287.0	41667.0	48812.0	29536.0	38881.0	58779.0	57100.0	32182.0	24920.0	19223.0	40908.0	0.0	43971.0	43304.0	56649.0	41582.0	39207.0	37554.0	50465.0	40785.0	42560.0	43939.0	38719.0	40569.0	38172.0	35524.0	42495.0	17738.0	50830.0	44490.0	38901.0	42016.0	17599.0	24431.0	41988.0	39087.0	26491.0	45533.0	33479.0	51144.0	28641.0	32382.0	31530.0	43295.0	38624.0	26130.0
HMP_2012__SRS015060__bin.20	48270.0	65705.0	77069.0	43250.0	57021.0	91941.0	91711.0	51444.0	41123.0	40967.0	62727.0	43971.0	0.0	66801.0	89246.0	63188.0	61971.0	60663.0	79656.0	62754.0	63800.0	68795.0	57059.0	62100.0	58106.0	54322.0	65805.0	46962.0	76566.0	979.0	57808.0	64479.0	35473.0	37030.0	63767.0	60463.0	67606.0	71870.0	51493.0	82213.0	39846.0	48213.0	48789.0	66472.0	58320.0	65758.0
HMP_2012__SRS020226__bin.6	48436.0	67753.0	79055.0	29587.0	59782.0	96049.0	95077.0	51668.0	41014.0	41899.0	64835.0	43304.0	66801.0	0.0	92080.0	67200.0	61706.0	60332.0	81677.0	64782.0	64640.0	70712.0	883.0	64626.0	60330.0	57192.0	68419.0	48491.0	82338.0	67170.0	60496.0	68834.0	38531.0	39487.0	64485.0	62328.0	71292.0	74268.0	52792.0	84035.0	40545.0	49300.0	51010.0	6741.0	60225.0	69022.0
HMP_2012__SRS023595__bin.37	65123.0	88997.0	78084.0	59239.0	77470.0	92564.0	84611.0	70403.0	55065.0	51532.0	84025.0	56649.0	89246.0	92080.0	0.0	86069.0	84805.0	82051.0	72934.0	84193.0	89635.0	68008.0	79549.0	84591.0	81598.0	75560.0	90372.0	64146.0	74311.0	89788.0	78641.0	88482.0	52343.0	50319.0	85704.0	85727.0	88847.0	67398.0	71509.0	81732.0	54726.0	69688.0	67275.0	90449.0	81470.0	86015.0
CM_periimplantitis__SP_288SPT_T016__bin.1	46721.0	64353.0	74789.0	43418.0	58451.0	91752.0	88861.0	49789.0	39781.0	39256.0	60482.0	41582.0	63188.0	67200.0	86069.0	0.0	59316.0	57835.0	77718.0	60211.0	63028.0	66981.0	58276.0	62306.0	56382.0	53541.0	63016.0	46136.0	75263.0	64638.0	58555.0	62789.0	36534.0	35506.0	63300.0	59033.0	66156.0	70004.0	50084.0	78571.0	40137.0	48140.0	48911.0	66671.0	57315.0	64342.0
HMP_2012__SRS022536__bin.57	46895.0	60289.0	76797.0	41150.0	53060.0	87092.0	87217.0	3101.0	8585.0	37690.0	57667.0	39207.0	61971.0	61706.0	84805.0	59316.0	0.0	55378.0	74831.0	58374.0	60582.0	64937.0	54037.0	58069.0	54814.0	49733.0	60449.0	46145.0	72758.0	62815.0	54410.0	59550.0	34906.0	35120.0	59703.0	58527.0	64431.0	69897.0	48841.0	80232.0	38615.0	45993.0	43757.0	63024.0	56141.0	62937.0
BritoIL_2016__W2.45.SA__bin.3	43866.0	59169.0	70473.0	39237.0	52889.0	85083.0	86007.0	45242.0	38126.0	36611.0	56432.0	37554.0	60663.0	60332.0	82051.0	57835.0	55378.0	0.0	73723.0	55877.0	57430.0	63013.0	53042.0	55941.0	53687.0	49658.0	58423.0	42322.0	71633.0	60259.0	53057.0	59087.0	33711.0	35125.0	58239.0	52701.0	62836.0	68095.0	48643.0	74188.0	37323.0	44003.0	43560.0	61073.0	54452.0	62516.0
HMP_2012__SRS019225__bin.19	60405.0	78339.0	67916.0	56617.0	72321.0	79665.0	6818.0	63966.0	50856.0	45384.0	77100.0	50465.0	79656.0	81677.0	72934.0	77718.0	74831.0	73723.0	0.0	75536.0	80585.0	60737.0	73103.0	76251.0	73028.0	68199.0	79461.0	57119.0	53076.0	79519.0	72404.0	80677.0	48173.0	47085.0	78373.0	74987.0	78085.0	34864.0	66601.0	70323.0	50746.0	61669.0	59991.0	79083.0	73189.0	76538.0
HMP_2012__SRS015378__bin.10	47051.0	65044.0	75747.0	41967.0	48532.0	88906.0	87051.0	49039.0	41467.0	40180.0	63578.0	40785.0	62754.0	64782.0	84193.0	60211.0	58374.0	55877.0	75536.0	0.0	60838.0	66379.0	57121.0	10791.0	59224.0	53197.0	64901.0	43505.0	76761.0	62859.0	56577.0	62873.0	35673.0	37035.0	59336.0	58438.0	63482.0	70634.0	50997.0	77821.0	34332.0	49715.0	46988.0	64361.0	21296.0	61925.0
CM_periimplantitis__SP_344SPT_T016__bin.16	47344.0	63056.0	78090.0	44980.0	55658.0	93441.0	91732.0	50671.0	40888.0	38796.0	59426.0	42560.0	63800.0	64640.0	89635.0	63028.0	60582.0	57430.0	80585.0	60838.0	0.0	67273.0	57534.0	61368.0	56598.0	54266.0	62594.0	47100.0	78408.0	64607.0	57518.0	61721.0	36055.0	35459.0	64734.0	58638.0	65496.0	72664.0	49464.0	82773.0	39599.0	47587.0	46550.0	64492.0	58305.0	64022.0
HMP_2012__SRS050628__bin.29	52550.0	67682.0	2196.0	49358.0	60858.0	14992.0	68661.0	55427.0	45006.0	40391.0	69654.0	43939.0	68795.0	70712.0	68008.0	66981.0	64937.0	63013.0	60737.0	66379.0	67273.0	0.0	63313.0	66125.0	62514.0	59408.0	68617.0	50891.0	57545.0	69198.0	62302.0	68637.0	43542.0	38708.0	65317.0	64631.0	68999.0	56594.0	56673.0	3499.0	46245.0	54376.0	50617.0	69728.0	62554.0	66458.0
HMP_2012__SRS020222__bin.2	43830.0	59433.0	70105.0	26265.0	52368.0	83068.0	83114.0	45570.0	35758.0	37184.0	57710.0	38719.0	57059.0	883.0	79549.0	58276.0	54037.0	53042.0	73103.0	57121.0	57534.0	63313.0	0.0	56034.0	53743.0	51371.0	60908.0	42506.0	71573.0	57340.0	54476.0	60867.0	35742.0	36144.0	55989.0	54380.0	62280.0	65540.0	45509.0	74138.0	37128.0	43373.0	45663.0	5630.0	53016.0	60292.0
HMP_2012__SRS016746__bin.20	46531.0	62613.0	76780.0	42049.0	49049.0	92512.0	86428.0	49454.0	39109.0	38706.0	62442.0	40569.0	62100.0	64626.0	84591.0	62306.0	58069.0	55941.0	76251.0	10791.0	61368.0	66125.0	56034.0	0.0	56901.0	53490.0	64573.0	46105.0	74745.0	62701.0	57155.0	61587.0	35679.0	35607.0	61045.0	58521.0	64313.0	70029.0	50679.0	78337.0	34528.0	47871.0	48382.0	65054.0	20642.0	63347.0
HMP_2012__SRS043755__bin.6	44687.0	60105.0	69760.0	39514.0	51349.0	82572.0	83171.0	46696.0	37687.0	38796.0	60333.0	38172.0	58106.0	60330.0	81598.0	56382.0	54814.0	53687.0	73028.0	59224.0	56598.0	62514.0	53743.0	56901.0	0.0	51385.0	1394.0	40942.0	73456.0	57982.0	53671.0	59990.0	35480.0	35693.0	57302.0	55767.0	60874.0	66175.0	46475.0	73240.0	37230.0	45091.0	43567.0	61144.0	56161.0	60336.0
HMP_2012__SRS015921__bin.3	40048.0	4111.0	65359.0	39365.0	49586.0	79744.0	76744.0	42715.0	34398.0	35523.0	54591.0	35524.0	54322.0	57192.0	75560.0	53541.0	49733.0	49658.0	68199.0	53197.0	54266.0	59408.0	51371.0	53490.0	51385.0	0.0	56809.0	40413.0	66661.0	54511.0	51020.0	54754.0	33691.0	32204.0	52796.0	50420.0	56373.0	59961.0	44201.0	66599.0	33465.0	42869.0	43010.0	55171.0	50191.0	56269.0
HMP_2012__SRS045049__bin.7	48002.0	66593.0	78108.0	44854.0	57784.0	91988.0	91497.0	51293.0	40793.0	42135.0	66319.0	42495.0	65805.0	68419.0	90372.0	63016.0	60449.0	58423.0	79461.0	64901.0	62594.0	68617.0	60908.0	64573.0	1394.0	56809.0	0.0	45817.0	79838.0	66142.0	60462.0	66651.0	37276.0	38338.0	63143.0	61657.0	67160.0	72119.0	51068.0	81649.0	40953.0	48947.0	50115.0	67032.0	60461.0	65967.0
HMP_2012__SRS015755__bin.4	38726.0	48524.0	59781.0	32364.0	41659.0	67330.0	66407.0	40975.0	33860.0	17502.0	45068.0	17738.0	46962.0	48491.0	64146.0	46136.0	46145.0	42322.0	57119.0	43505.0	47100.0	50891.0	42506.0	46105.0	40942.0	40413.0	45817.0	0.0	55051.0	47636.0	43240.0	46347.0	16141.0	28569.0	47245.0	43526.0	6373.0	55823.0	39399.0	61039.0	29671.0	37086.0	35041.0	48049.0	41989.0	3378.0
HMP_2012__SRS051941__bin.9	56257.0	77937.0	65371.0	53573.0	69186.0	76075.0	61936.0	64294.0	48266.0	47489.0	77534.0	50830.0	76566.0	82338.0	74311.0	75263.0	72758.0	71633.0	53076.0	76761.0	78408.0	57545.0	71573.0	74745.0	73456.0	66661.0	79838.0	55051.0	0.0	77388.0	69158.0	80973.0	47102.0	47792.0	74446.0	74224.0	77470.0	50978.0	63941.0	68202.0	49328.0	60773.0	59442.0	79525.0	73000.0	76317.0
HMP_2012__SRS015063__bin.12	47963.0	65526.0	77793.0	44284.0	56977.0	91958.0	91814.0	52771.0	40934.0	41286.0	63125.0	44490.0	979.0	67170.0	89788.0	64638.0	62815.0	60259.0	79519.0	62859.0	64607.0	69198.0	57340.0	62701.0	57982.0	54511.0	66142.0	47636.0	77388.0	0.0	59223.0	64316.0	36289.0	37829.0	64301.0	60302.0	68648.0	72165.0	51545.0	81729.0	40655.0	49059.0	48584.0	66675.0	58165.0	67173.0
HMP_2012__SRS075406__bin.3	45105.0	58418.0	69303.0	41192.0	54534.0	81426.0	82174.0	46624.0	37020.0	35736.0	57773.0	38901.0	57808.0	60496.0	78641.0	58555.0	54410.0	53057.0	72404.0	56577.0	57518.0	62302.0	54476.0	57155.0	53671.0	51020.0	60462.0	43240.0	69158.0	59223.0	0.0	58070.0	34903.0	33074.0	56635.0	54678.0	60701.0	65626.0	45968.0	70576.0	39218.0	44158.0	45699.0	60686.0	52225.0	60020.0
HMP_2012__SRS064809__bin.7	48412.0	64790.0	76576.0	43963.0	57383.0	91272.0	92534.0	49823.0	41031.0	40192.0	64012.0	42016.0	64479.0	68834.0	88482.0	62789.0	59550.0	59087.0	80677.0	62873.0	61721.0	68637.0	60867.0	61587.0	59990.0	54754.0	66651.0	46347.0	80973.0	64316.0	58070.0	0.0	37271.0	8910.0	62273.0	60070.0	67253.0	74233.0	50042.0	80203.0	39976.0	48703.0	49735.0	67583.0	62155.0	65773.0
HMP_2012__SRS057022__bin.11	29286.0	37763.0	46748.0	26197.0	33590.0	54810.0	53109.0	30357.0	24152.0	17272.0	36363.0	17599.0	35473.0	38531.0	52343.0	36534.0	34906.0	33711.0	48173.0	35673.0	36055.0	43542.0	35742.0	35679.0	35480.0	33691.0	37276.0	16141.0	47102.0	36289.0	34903.0	37271.0	0.0	24465.0	35399.0	29252.0	22281.0	44916.0	29341.0	48075.0	25513.0	30760.0	29044.0	36887.0	34883.0	22312.0
HMP_2012__SRS063603__bin.9	29854.0	38146.0	45467.0	25330.0	31533.0	51061.0	52824.0	31329.0	26496.0	26598.0	37086.0	24431.0	37030.0	39487.0	50319.0	35506.0	35120.0	35125.0	47085.0	37035.0	35459.0	38708.0	36144.0	35607.0	35693.0	32204.0	38338.0	28569.0	47792.0	37829.0	33074.0	8910.0	24465.0	0.0	34912.0	35505.0	37832.0	44793.0	30877.0	45910.0	24557.0	30337.0	27915.0	37740.0	37783.0	36914.0
HMP_2012__SRS023938__bin.2	46628.0	63864.0	76534.0	42974.0	54624.0	91328.0	91050.0	49852.0	39813.0	38097.0	59453.0	41988.0	63767.0	64485.0	85704.0	63300.0	59703.0	58239.0	78373.0	59336.0	64734.0	65317.0	55989.0	61045.0	57302.0	52796.0	63143.0	47245.0	74446.0	64301.0	56635.0	62273.0	35399.0	34912.0	0.0	59156.0	65587.0	69764.0	52092.0	81268.0	38175.0	46575.0	47056.0	63618.0	58362.0	65416.0
BritoIL_2016__W1.18.SA__bin.7	43385.0	59402.0	72394.0	39515.0	51036.0	87737.0	86001.0	47874.0	38184.0	37124.0	58773.0	39087.0	60463.0	62328.0	85727.0	59033.0	58527.0	52701.0	74987.0	58438.0	58638.0	64631.0	54380.0	58521.0	55767.0	50420.0	61657.0	43526.0	74224.0	60302.0	54678.0	60070.0	29252.0	35505.0	59156.0	0.0	62936.0	68220.0	48246.0	76685.0	35985.0	47012.0	45914.0	62207.0	56383.0	63466.0
HMP_2012__SRS017304__bin.21	48113.0	67393.0	76187.0	45854.0	61039.0	91482.0	92855.0	51130.0	41282.0	26649.0	65828.0	26491.0	67606.0	71292.0	88847.0	66156.0	64431.0	62836.0	78085.0	63482.0	65496.0	68999.0	62280.0	64313.0	60874.0	56373.0	67160.0	6373.0	77470.0	68648.0	60701.0	67253.0	22281.0	37832.0	65587.0	62936.0	0.0	72830.0	53566.0	81901.0	42525.0	50762.0	51141.0	71786.0	61447.0	8797.0
HMP_2012__SRS022602__bin.49	56554.0	70068.0	62658.0	51262.0	64983.0	70838.0	38971.0	58976.0	46540.0	42379.0	70339.0	45533.0	71870.0	74268.0	67398.0	70004.0	69897.0	68095.0	34864.0	70634.0	72664.0	56594.0	65540.0	70029.0	66175.0	59961.0	72119.0	55823.0	50978.0	72165.0	65626.0	74233.0	44916.0	44793.0	69764.0	68220.0	72830.0	0.0	60560.0	65557.0	45762.0	57660.0	55209.0	73688.0	67850.0	70916.0
BritoIL_2016__W2.43.SA__bin.7	39030.0	51785.0	64550.0	35326.0	44409.0	75837.0	76162.0	42186.0	34587.0	32014.0	47380.0	33479.0	51493.0	52792.0	71509.0	50084.0	48841.0	48643.0	66601.0	50997.0	49464.0	56673.0	45509.0	50679.0	46475.0	44201.0	51068.0	39399.0	63941.0	51545.0	45968.0	50042.0	29341.0	30877.0	52092.0	48246.0	53566.0	60560.0	0.0	67330.0	31422.0	39455.0	37590.0	52652.0	47487.0	53019.0
HMP_2012__SRS024561__bin.12	64087.0	80691.0	4316.0	57076.0	71332.0	16595.0	80415.0	68356.0	52643.0	46703.0	77909.0	51144.0	82213.0	84035.0	81732.0	78571.0	80232.0	74188.0	70323.0	77821.0	82773.0	3499.0	74138.0	78337.0	73240.0	66599.0	81649.0	61039.0	68202.0	81729.0	70576.0	80203.0	48075.0	45910.0	81268.0	76685.0	81901.0	65557.0	67330.0	0.0	50011.0	62095.0	58558.0	83109.0	75540.0	79156.0
HMP_2012__SRS024381__bin.8	29960.0	39019.0	50081.0	29330.0	9124.0	57043.0	57614.0	32866.0	25793.0	26474.0	39592.0	28641.0	39846.0	40545.0	54726.0	40137.0	38615.0	37323.0	50746.0	34332.0	39599.0	46245.0	37128.0	34528.0	37230.0	33465.0	40953.0	29671.0	49328.0	40655.0	39218.0	39976.0	25513.0	24557.0	38175.0	35985.0	42525.0	45762.0	31422.0	50011.0	0.0	31545.0	31228.0	40320.0	31331.0	41654.0
HMP_2012__SRS019073__bin.17	37458.0	49744.0	60270.0	33235.0	42739.0	72552.0	69809.0	39397.0	33433.0	30334.0	48307.0	32382.0	48213.0	49300.0	69688.0	48140.0	45993.0	44003.0	61669.0	49715.0	47587.0	54376.0	43373.0	47871.0	45091.0	42869.0	48947.0	37086.0	60773.0	49059.0	44158.0	48703.0	30760.0	30337.0	46575.0	47012.0	50762.0	57660.0	39455.0	62095.0	31545.0	0.0	36371.0	48304.0	46438.0	49165.0
BritoIL_2016__W3.20.SA__bin.4	33672.0	48909.0	56564.0	34062.0	44205.0	69351.0	68584.0	36568.0	29889.0	29225.0	46408.0	31530.0	48789.0	51010.0	67275.0	48911.0	43757.0	43560.0	59991.0	46988.0	46550.0	50617.0	45663.0	48382.0	43567.0	43010.0	50115.0	35041.0	59442.0	48584.0	45699.0	49735.0	29044.0	27915.0	47056.0	45914.0	51141.0	55209.0	37590.0	58558.0	31228.0	36371.0	0.0	50199.0	44726.0	50834.0
HMP_2012__SRS013945__bin.4	49273.0	65082.0	78450.0	28582.0	59211.0	95458.0	92779.0	50965.0	41249.0	40454.0	64483.0	43295.0	66472.0	6741.0	90449.0	66671.0	63024.0	61073.0	79083.0	64361.0	64492.0	69728.0	5630.0	65054.0	61144.0	55171.0	67032.0	48049.0	79525.0	66675.0	60686.0	67583.0	36887.0	37740.0	63618.0	62207.0	71786.0	73688.0	52652.0	83109.0	40320.0	48304.0	50199.0	0.0	59988.0	70013.0
HMP_2012__SRS042984__bin.28	45252.0	60353.0	72423.0	38600.0	44755.0	83164.0	85550.0	46561.0	38832.0	38787.0	58780.0	38624.0	58320.0	60225.0	81470.0	57315.0	56141.0	54452.0	73189.0	21296.0	58305.0	62554.0	53016.0	20642.0	56161.0	50191.0	60461.0	41989.0	73000.0	58165.0	52225.0	62155.0	34883.0	37783.0	58362.0	56383.0	61447.0	67850.0	47487.0	75540.0	31331.0	46438.0	44726.0	59988.0	0.0	60763.0
HMP_2012__SRS053584__bin.16	46882.0	66889.0	76288.0	44987.0	58251.0	90335.0	90871.0	52360.0	41481.0	26462.0	65164.0	26130.0	65758.0	69022.0	86015.0	64342.0	62937.0	62516.0	76538.0	61925.0	64022.0	66458.0	60292.0	63347.0	60336.0	56269.0	65967.0	3378.0	76317.0	67173.0	60020.0	65773.0	22312.0	36914.0	65416.0	63466.0	8797.0	70916.0	53019.0	79156.0	41654.0	49165.0	50834.0	70013.0	60763.0	0.0
