	HMP_2012__SRS017227__bin.25	HMP_2012__SRS015899__bin.13	HMP_2012__SRS058808__bin.54	HMP_2012__SRS013836__bin.41	HMP_2012__SRS064493__bin.7	HMP_2012__SRS018337__bin.9	HMP_2012__SRS019333__bin.20	HMP_2012__SRS021477__bin.38	HMP_2012__SRS024355__bin.63	HMP_2012__SRS017814__bin.20	HMP_2012__SRS051930__bin.22	CM_periimplantitis__SP_201SPT_T016__bin.1	HMP_2012__SRS015060__bin.20	HMP_2012__SRS020226__bin.6	HMP_2012__SRS023595__bin.37	CM_periimplantitis__SP_288SPT_T016__bin.1	HMP_2012__SRS022536__bin.57	BritoIL_2016__W2.45.SA__bin.3	HMP_2012__SRS019225__bin.19	HMP_2012__SRS015378__bin.10	CM_periimplantitis__SP_344SPT_T016__bin.16	HMP_2012__SRS050628__bin.29	HMP_2012__SRS020222__bin.2	HMP_2012__SRS016746__bin.20	HMP_2012__SRS043755__bin.6	HMP_2012__SRS015921__bin.3	HMP_2012__SRS045049__bin.7	HMP_2012__SRS015755__bin.4	HMP_2012__SRS051941__bin.9	HMP_2012__SRS015063__bin.12	HMP_2012__SRS075406__bin.3	HMP_2012__SRS064809__bin.7	HMP_2012__SRS057022__bin.11	HMP_2012__SRS063603__bin.9	HMP_2012__SRS023938__bin.2	BritoIL_2016__W1.18.SA__bin.7	HMP_2012__SRS017304__bin.21	HMP_2012__SRS022602__bin.49	BritoIL_2016__W2.43.SA__bin.7	HMP_2012__SRS024561__bin.12	HMP_2012__SRS024381__bin.8	HMP_2012__SRS019073__bin.17	BritoIL_2016__W3.20.SA__bin.4	HMP_2012__SRS013945__bin.4	HMP_2012__SRS042984__bin.28	HMP_2012__SRS053584__bin.16
HMP_2012__SRS020226__bin.6	0.5268836643030905	0.7761188988605858	0.6180310389218592	0.5720725700033853	0.7118709252491198	0.7692043445585931	0.7377155832521549	0.5930012351393696	0.4460941116323415	0.4615460198804471	0.7287019061370843	0.486455303537995	0.7545538567591448	1.0	0.75078664329958	0.7763384450754479	0.7220257053305974	0.714016490530726	0.6386649287204065	0.7504431225612906	0.7808786761516773	0.5561742767065304	0.8220593281425239	0.7549641625348222	0.7043411041946377	0.6599102470509033	0.7936062154608129	0.5422035377646357	0.6564631411843367	0.7622203184648346	0.694279976694325	0.7826692060333756	0.45663847109858313	0.4338697630359403	0.7305883915322714	0.7163650976788745	0.7669221386257788	0.5788378175263897	0.6446851776366849	0.6494940841506823	0.46672953671910444	0.5794304387776957	0.5822388647464818	0.9000680900323715	0.7035488954752753	0.7435316388357296
HMP_2012__SRS023595__bin.37	0.5447001526232166	0.7766442001118523	0.6645579733481811	0.5327369798723499	0.6907633714163813	0.7994528461800131	0.7912228883758435	0.6115586759256437	0.4562334599839717	0.4691533076737438	0.7378488280629042	0.4966823188515618	0.7669234272931165	0.8055672468764954	1.0	0.761179259386163	0.7391572035604945	0.7275300819289334	0.6942820243126396	0.7379233688136324	0.7863970954640512	0.5867732585674503	0.7061274144408085	0.7467657138903601	0.7172965840568454	0.6573522301686597	0.7910993401702164	0.5511168345961333	0.6948882341749163	0.7821107963834969	0.6886770540506927	0.7749618853785641	0.4652084134680723	0.4390367852427434	0.7290171904973309	0.7392148593897873	0.7778051414173944	0.6172241848083478	0.6517027825526871	0.690738661775256	0.47355944851375625	0.6098026440963314	0.5937516730486179	0.7968916918773645	0.7144240882760164	0.757163530875932
CM_periimplantitis__SP_288SPT_T016__bin.1	0.5495989779950294	0.7992024777619681	0.6533182832987298	0.5556163153982392	0.7346358008544035	0.8102203877820877	0.7623813087698287	0.6252296278328161	0.4622248216541318	0.47924401044825127	0.7589950509840347	0.5089883951048227	0.7907531032244459	0.8547636444467358	0.7810820050804431	1.0	0.7508850206374514	0.7405563638868475	0.6733197285753587	0.7520408193450699	0.8129220408489268	0.5867738594252955	0.7400416425611147	0.7829118436193784	0.7210273803853986	0.6743508616088465	0.8069845739962617	0.5697229759682615	0.6677359741608204	0.8082168624903806	0.7207404380371453	0.8011705050312109	0.47356136868541954	0.445026874961174	0.7574897657933449	0.7401261616622203	0.7939606031114017	0.6056381001965492	0.666076441610613	0.6782002840686988	0.48385833077310897	0.6073094654209115	0.6044015857473749	0.8362370574843988	0.7111627334998641	0.7702466563187114
HMP_2012__SRS022536__bin.57	0.5867762687322462	0.7874829082759033	0.687791899623361	0.538394212634342	0.7067315131509838	0.7857707937141684	0.7610004886151792	0.7153613899859604	0.5349586507770114	0.47652402387022447	0.7529568628203077	0.504185483726848	0.7899621617451363	0.8199437809225629	0.7823173610072882	0.7744794679194278	1.0	0.7432216085595267	0.66263366632683	0.7731622555453028	0.8126363469542625	0.5816835124849677	0.7221945926296258	0.7733618860110041	0.7299527207060816	0.6575103988730032	0.8034067069734234	0.5840799498221415	0.6745713938260137	0.8041834351172654	0.6982459107355423	0.7944503602283808	0.4684267855267041	0.4563578598393629	0.7556235422726229	0.7533460986409872	0.7980066592887664	0.6188282912111598	0.6719478659372454	0.7095206733038711	0.49160048277446244	0.6156102306690803	0.5717699856030692	0.8189403981015055	0.7445209500841019	0.782588038996809
BritoIL_2016__W2.45.SA__bin.3	0.5792731905435259	0.8082249459004026	0.6557368161878645	0.5515132075301218	0.7305885223016838	0.7981012057772497	0.7934086586462225	0.6323260342171483	0.48269264652068433	0.49486833129283353	0.7749221824161626	0.5120211790323965	0.8036719960605554	0.8404208700209169	0.7980944292097167	0.7916837963234863	0.7703276696287796	1.0	0.6893296167625174	0.7651738641343386	0.815491233380468	0.5889406417861225	0.7390172169992456	0.7805666113999936	0.7527275684320378	0.6808141820005331	0.8208758939422004	0.5700688047490186	0.6908990698031633	0.8030616532114153	0.7157478394043849	0.8181855966315943	0.47910151749935626	0.4666141106206884	0.7595240138964812	0.7762246386960077	0.8164178160478155	0.6263500051953684	0.7019213827811936	0.6836906090327128	0.4980718406512733	0.630501782237261	0.6224322456189492	0.8466191704577797	0.732729465870947	0.795364827807419
HMP_2012__SRS019225__bin.19	0.5605210197959142	0.7633847974051599	0.6798847163883172	0.5585957911510433	0.7085148222471293	0.8070571902208357	0.9128776511443509	0.6175942695684439	0.4612715521580682	0.4742682836797562	0.7437331794173115	0.5062358999533074	0.7708968324811384	0.7976856028755706	0.8081823176186227	0.7638095365932466	0.728787249770612	0.7314708727671231	1.0	0.7400313329044395	0.7901994548381438	0.6109465739463256	0.7181874662629568	0.7591863032637803	0.7234051426999031	0.6638136593438306	0.7916381030361661	0.5518838573221488	0.718337994598238	0.7796087797329415	0.7011250315198664	0.7847579034566866	0.47928461648352383	0.4585428665388933	0.7334459579306861	0.7181687700684473	0.7718105490640876	0.6569823575038375	0.6507848087187545	0.6950487683042934	0.4844960608556338	0.6075874909994603	0.5847627932306353	0.7820896209274655	0.696598634890167	0.751658927720512
HMP_2012__SRS015378__bin.10	0.5453873800668813	0.779818524653353	0.6532958298173787	0.5293717119313269	0.7023958496109011	0.7609375878988655	0.7283036951380859	0.6193438968236605	0.4710987488410372	0.4778447979498078	0.7671064995676679	0.49497723744934424	0.7597478930316385	0.8147367982415018	0.7466645831380025	0.7415595212051129	0.7391605463012157	0.7057828338073361	0.6432665562396476	1.0	0.7620931128960006	0.5626077444760447	0.7162588159306601	0.8307299642674835	0.7284607931993624	0.6468227229636111	0.7980569011678178	0.5374245502182496	0.6645348001375129	0.7628777697909179	0.679968330364305	0.7679628298486316	0.46063526788969805	0.44195268306403723	0.7205921388463502	0.7205108812284485	0.7626694169245033	0.5924255398943651	0.6466277046806471	0.6721005094227583	0.47800522965694703	0.5996495504786907	0.5678215666052027	0.8047737808752904	0.7715369149191069	0.7428996468418915
CM_periimplantitis__SP_344SPT_T016__bin.16	0.5529652696969515	0.784203449918304	0.6458984237615485	0.5554702086310259	0.7015505137898255	0.7856822160188273	0.7506721572741505	0.624420340972352	0.45972341969182656	0.4570870438143242	0.7289408473462399	0.5074989398625741	0.7787586644881094	0.8177552419022582	0.7675318593906069	0.7732033434021267	0.7493843163972611	0.7255552406964149	0.6625487110537666	0.7351031096694581	1.0	0.5602811223187567	0.7173265645317207	0.7587151335371208	0.709161798073464	0.6705768152466854	0.7874644527379682	0.5628632352379632	0.6698818474326587	0.7892137297342924	0.6884446025439279	0.7677625774503243	0.4562566195784773	0.43208789795348257	0.759343779957675	0.7341179355155082	0.7645723174503644	0.5881955958575256	0.6549876702500316	0.6769886871780649	0.46936815809412413	0.5907941886381404	0.5767272201086465	0.7991953004258637	0.7061025730690929	0.747952980141767
HMP_2012__SRS050628__bin.29	0.5623839969291429	0.7686927889218386	0.8011925087948772	0.573168607585949	0.7116500642905244	0.9202841874154765	0.7983390967375471	0.6284540209035732	0.4729541579161661	0.474766939915263	0.7653173977148297	0.5012003856322049	0.7776224598586385	0.8037935292336059	0.7903485445046856	0.7702104668745707	0.7402679455987894	0.7231302773423329	0.7069328372035231	0.7489274742976579	0.7732142044893535	1.0	0.7239573452617495	0.7708361762059603	0.725460046129422	0.6797460995787555	0.7944078892627613	0.563771873478023	0.6989794503298842	0.7852641014802907	0.7194819703631222	0.7847127228673462	0.5048792014883895	0.43942212858770524	0.7152806206504049	0.7302205403510407	0.773846570302992	0.647827157781927	0.6567895564231171	0.7989642513620827	0.5172885485207632	0.623045629076402	0.5873430318279699	0.7912443960740069	0.7026177725857217	0.750774648121707
HMP_2012__SRS020222__bin.2	0.5513104659971952	0.7936208585638782	0.6458670262970783	0.6160640887183868	0.7294649781230803	0.7734189604746835	0.7557884735587471	0.6165660131351067	0.4579793893088756	0.4836361894220661	0.7540641997596494	0.5085116709739931	0.7712769386998501	0.9589720444666526	0.7677160065980001	0.7840865333813318	0.7418662275163831	0.7324344364029078	0.6707828050813915	0.7696144539904111	0.7990609849359991	0.5843622560002579	1.0	0.7625996013260476	0.7342330362084065	0.6861875415285367	0.8223738293653992	0.5538156106105299	0.6749567028625363	0.7774773395229883	0.7287208225650174	0.8042087324998075	0.4937606451855553	0.46340832200533355	0.7410611783627146	0.7354016559476029	0.7858551341360542	0.6034264288950857	0.6568632455211865	0.6679942366002748	0.4952440310843896	0.5981416707411646	0.6096608584922387	0.9011553664272115	0.7236129244865684	0.7627912370533948
HMP_2012__SRS016746__bin.20	0.5080794139835368	0.7397338486538715	0.6277942723707944	0.4959848761920901	0.6676337995652372	0.7492911686709572	0.6933635508922432	0.5845846141528401	0.43157382514729503	0.44168577288558386	0.7159124519947748	0.46255718748165975	0.7104547908447171	0.7644938759693839	0.704768982201775	0.7200548642250351	0.6896028095955649	0.6715356269605818	0.61551317444888	0.7748328051997417	0.7336461583965468	0.5401024603783205	0.6619748089410498	1.0	0.6679105304254309	0.6321877634433092	0.7543352881984783	0.5309994920123114	0.6298957945071256	0.717480723091519	0.6574001990752059	0.7195165605152479	0.4257418777354865	0.4095997624467672	0.6937693191760106	0.6802608110623938	0.718331903686778	0.5535410084430119	0.6068567843951779	0.6279579011518922	0.4530511715004526	0.5530668347780731	0.5522467475378922	0.7605224771920523	0.7062812852593788	0.7070566758016352
HMP_2012__SRS043755__bin.6	0.5872921596210455	0.8103327045142932	0.668107361294688	0.5514110964249604	0.7278827865470799	0.8013833409708423	0.7802096987379606	0.6380958342147307	0.48234319082183097	0.5067122510975398	0.8166152600628941	0.523816464032815	0.7949075252231973	0.8384075176846788	0.795766459441172	0.7795230082434841	0.7651303775335704	0.7612395882781066	0.6894377133343598	0.7986909477014144	0.806079152615706	0.5975194162536853	0.7492094835475263	0.7851321228148005	1.0	0.6998564026464312	0.9416084639743343	0.5751016900444499	0.7187995571919978	0.7950994147825321	0.7297230987970809	0.8309279367897516	0.5041761107549987	0.4825702601337105	0.754154751619525	0.7660418529404105	0.821031918086916	0.6208732893845325	0.6802462034422246	0.687849598790913	0.5056586860408112	0.6345043012958486	0.6074880788611263	0.8538459464929671	0.7573858062947999	0.8035448397927776
HMP_2012__SRS015921__bin.3	0.5399346931606358	0.9145288174752495	0.6437606972882751	0.5810446102555962	0.7299913963281671	0.7986219648894913	0.7531035707409532	0.622553587171409	0.45751171001717356	0.4844663431402968	0.7555606597467345	0.5063041318373979	0.7740356335810529	0.8296357167707906	0.7702211621374744	0.7700049846287175	0.7279034497201515	0.7271810887143276	0.668174762144423	0.749011156786116	0.8050286362818241	0.5913106292261376	0.7395075495652081	0.7848758740592297	0.7391615690433808	1.0	0.8233752547203179	0.5726083794841754	0.6997125514688248	0.7797349026791053	0.7307615287031135	0.7808061394412487	0.486291788487679	0.4470695642816851	0.7432472274510694	0.7349026791052373	0.7684338373775738	0.5884443470787808	0.6608498188789556	0.6555775968685144	0.4831316400393559	0.6134398715287948	0.6065492134371693	0.8018559418173676	0.7008711278048187	0.7583835133767072
HMP_2012__SRS045049__bin.7	0.5505259402653525	0.7970294466686136	0.6560371697351571	0.5495232440277082	0.7211464955786718	0.7976167459574637	0.7650442860875595	0.6227435289892062	0.45937644347406137	0.4876274807530051	0.7887777298698315	0.509991772956243	0.7821188399302036	0.8363113559899269	0.7769779487722938	0.772383909293809	0.7455331682531566	0.7349399393447649	0.6679299803343723	0.7746352232344013	0.7924176102419819	0.5792591130486414	0.7428984109752161	0.7850181245737834	0.8336066243476812	0.6901733341854297	1.0	0.5583056334621455	0.6980674941168952	0.7902399109505431	0.7255310164403354	0.8075025461770133	0.47118754990223816	0.45181274051159753	0.7385992345694393	0.750050357273734	0.7911366344514941	0.5997405690331484	0.6610077764573881	0.6735222668134645	0.4867619019113113	0.604282431095475	0.6029771867393321	0.8221583329760462	0.7228550026007813	0.7752116016687066
HMP_2012__SRS015755__bin.4	0.6175687442494692	0.7766879297304056	0.6833758426402456	0.5291189219587437	0.6854088883232196	0.773962437434505	0.7212664091624985	0.6715251935626575	0.5150530044053061	0.4639723111064512	0.7155406886675926	0.48581661883084737	0.7618280814855475	0.7920484701415338	0.7503222540006312	0.7558893004943563	0.7513292451883371	0.7075027011024758	0.6454735017221456	0.7231149893105305	0.7851497955460264	0.5698482392512381	0.6935085512951554	0.7660124774954851	0.7057679401143013	0.6653413930007385	0.7739243108193802	1.0	0.6491123507244898	0.7629920646178844	0.6989040280208193	0.7538820463451434	0.4807569927295909	0.4564512755875844	0.7505196153024534	0.7205896617440348	0.8205509183748417	0.6232950254298916	0.6693233815392051	0.6932125093424224	0.46911043318002327	0.5983063933287395	0.5673980435439586	0.7789295504255322	0.6946921584205713	0.8328753467139063
