	HMP_2012__SRS017227__bin.25	HMP_2012__SRS015899__bin.13	HMP_2012__SRS058808__bin.54	HMP_2012__SRS013836__bin.41	HMP_2012__SRS064493__bin.7	HMP_2012__SRS018337__bin.9	HMP_2012__SRS019333__bin.20	HMP_2012__SRS021477__bin.38	HMP_2012__SRS024355__bin.63	HMP_2012__SRS017814__bin.20	HMP_2012__SRS051930__bin.22	CM_periimplantitis__SP_201SPT_T016__bin.1	HMP_2012__SRS015060__bin.20	HMP_2012__SRS020226__bin.6	HMP_2012__SRS023595__bin.37	CM_periimplantitis__SP_288SPT_T016__bin.1	HMP_2012__SRS022536__bin.57	BritoIL_2016__W2.45.SA__bin.3	HMP_2012__SRS019225__bin.19	HMP_2012__SRS015378__bin.10	CM_periimplantitis__SP_344SPT_T016__bin.16	HMP_2012__SRS050628__bin.29	HMP_2012__SRS020222__bin.2	HMP_2012__SRS016746__bin.20	HMP_2012__SRS043755__bin.6	HMP_2012__SRS015921__bin.3	HMP_2012__SRS045049__bin.7	HMP_2012__SRS015755__bin.4	HMP_2012__SRS051941__bin.9	HMP_2012__SRS015063__bin.12	HMP_2012__SRS075406__bin.3	HMP_2012__SRS064809__bin.7	HMP_2012__SRS057022__bin.11	HMP_2012__SRS063603__bin.9	HMP_2012__SRS023938__bin.2	BritoIL_2016__W1.18.SA__bin.7	HMP_2012__SRS017304__bin.21	HMP_2012__SRS022602__bin.49	BritoIL_2016__W2.43.SA__bin.7	HMP_2012__SRS024561__bin.12	HMP_2012__SRS024381__bin.8	HMP_2012__SRS019073__bin.17	BritoIL_2016__W3.20.SA__bin.4	HMP_2012__SRS013945__bin.4	HMP_2012__SRS042984__bin.28	HMP_2012__SRS053584__bin.16
HMP_2012__SRS051930__bin.22	1337243.0	1890480.0	1630430.0	1285317.0	1700802.0	1952591.0	1862138.0	1504090.0	1106589.0	1200166.0	2313871.0	1250652.0	1894759.0	1963376.0	1875671.0	1856514.0	1785130.0	1771730.0	1628517.0	1904461.0	1872947.0	1449333.0	1741840.0	1904411.0	1847707.0	1620393.0	2016441.0	1321257.0	1708310.0	1913810.0	1702547.0	1939345.0	1154036.0	1102111.0	1764091.0	1803156.0	1927030.0	1481208.0	1572893.0	1626684.0	1205154.0	1484814.0	1426792.0	1998779.0	1773615.0	1902024.0
CM_periimplantitis__SP_201SPT_T016__bin.1	875099.0	1270049.0	1060276.0	910738.0	1165853.0	1283238.0	1246010.0	980231.0	724467.0	829602.0	1250652.0	1481014.0	1302061.0	1310702.0	1262694.0	1246016.0	1195929.0	1170918.0	1106466.0	1228619.0	1305159.0	947480.0	1174431.0	1230681.0	1184680.0	1084774.0	1303365.0	884207.0	1156686.0	1316934.0	1135528.0	1275506.0	805054.0	742537.0	1213665.0	1187009.0	1347939.0	975638.0	1061519.0	1096023.0	828002.0	980515.0	949006.0	1306394.0	1165517.0	1302454.0
HMP_2012__SRS015060__bin.20	1384943.0	1976480.0	1645575.0	1351648.0	1778148.0	1975668.0	1933632.0	1562387.0	1163086.0	1196620.0	1894759.0	1302061.0	2382921.0	2032696.0	1951491.0	1934370.0	1874333.0	1839599.0	1687736.0	1885978.0	2001262.0	1470657.0	1779632.0	1890027.0	1797967.0	1658411.0	1999464.0	1405706.0	1713314.0	2240254.0	1706790.0	1966151.0	1148320.0	1088722.0	1888263.0	1825201.0	1981266.0	1522590.0	1631453.0	1732083.0	1195659.0	1488065.0	1444749.0	1997400.0	1771328.0	1913178.0
HMP_2012__SRS020226__bin.6	1421165.0	2089833.0	1689257.0	1520050.0	1914472.0	2100114.0	2017102.0	1596658.0	1203256.0	1244399.0	1963376.0	1310702.0	2032696.0	2605374.0	2048160.0	2089852.0	1942853.0	1920612.0	1745638.0	2019967.0	2099121.0	1519754.0	2142655.0	2031590.0	1895402.0	1776505.0	2136060.0	1461134.0	1792670.0	2053039.0	1869355.0	2107980.0	1228245.0	1169880.0	1967941.0	1928727.0	2069411.0	1582357.0	1732438.0	1776210.0	1256550.0	1558933.0	1567960.0	2351755.0	1893233.0	2006200.0
HMP_2012__SRS023595__bin.37	1387765.0	1974846.0	1691765.0	1352832.0	1754783.0	2033797.0	2005860.0	1555391.0	1162892.0	1190731.0	1875671.0	1262694.0	1951491.0	2048160.0	2428202.0	1934366.0	1879628.0	1848641.0	1758791.0	1876020.0	1999166.0	1492812.0	1794169.0	1897889.0	1823339.0	1671744.0	2011321.0	1402369.0	1761640.0	1988911.0	1750888.0	1970246.0	1181963.0	1116389.0	1855905.0	1880690.0	1977515.0	1566143.0	1653975.0	1758985.0	1204624.0	1550412.0	1509024.0	2025463.0	1816236.0	1924561.0
CM_periimplantitis__SP_288SPT_T016__bin.1	1347253.0	1955529.0	1620755.0	1358189.0	1796841.0	2009000.0	1892906.0	1529288.0	1133557.0	1173305.0	1856514.0	1246016.0	1934370.0	2089852.0	1934366.0	2366329.0	1836157.0	1810235.0	1671014.0	1839787.0	1986669.0	1455481.0	1809458.0	1914933.0	1762570.0	1649277.0	1972607.0	1394288.0	1655346.0	1977145.0	1764064.0	1958622.0	1157136.0	1088586.0	1855770.0	1810415.0	1944928.0	1503143.0	1626240.0	1683416.0	1185105.0	1485234.0	1479124.0	2045483.0	1740160.0	1886999.0
HMP_2012__SRS022536__bin.57	1393100.0	1866963.0	1654756.0	1276355.0	1674471.0	1889838.0	1833134.0	1644311.0	1235908.0	1130950.0	1785130.0	1195929.0	1874333.0	1942853.0	1879628.0	1836157.0	2294239.0	1760506.0	1595071.0	1832193.0	1924964.0	1399458.0	1710924.0	1832346.0	1729500.0	1558219.0	1903656.0	1386164.0	1620386.0	1907804.0	1656353.0	1882209.0	1109589.0	1082114.0	1793284.0	1786883.0	1895249.0	1489637.0	1590450.0	1708042.0	1166464.0	1458350.0	1355534.0	1941869.0	1764250.0	1858381.0
BritoIL_2016__W2.45.SA__bin.3	1326093.0	1848183.0	1521953.0	1260017.0	1670054.0	1851688.0	1842225.0	1444902.0	1106571.0	1132007.0	1771730.0	1170918.0	1839599.0	1920612.0	1848641.0	1810235.0	1760506.0	2213510.0	1599561.0	1749597.0	1862528.0	1366639.0	1688864.0	1783733.0	1719857.0	1556647.0	1875440.0	1304175.0	1600945.0	1837844.0	1637372.0	1870149.0	1094207.0	1067980.0	1739453.0	1770882.0	1869985.0	1454527.0	1602353.0	1587544.0	1139810.0	1439625.0	1421320.0	1935073.0	1676356.0	1823064.0
HMP_2012__SRS019225__bin.19	1229644.0	1670749.0	1486146.0	1221840.0	1550273.0	1763175.0	1911068.0	1352259.0	1013062.0	1034701.0	1628517.0	1106466.0	1687736.0	1745638.0	1758791.0	1671014.0	1595071.0	1599561.0	2085986.0	1619231.0	1728930.0	1335163.0	1571232.0	1659903.0	1582041.0	1452905.0	1730807.0	1208341.0	1551519.0	1705772.0	1534941.0	1717671.0	1047954.0	1003599.0	1608331.0	1573077.0	1688071.0	1405320.0	1424129.0	1520185.0	1061398.0	1329088.0	1279798.0	1710511.0	1526284.0	1644488.0
HMP_2012__SRS015378__bin.10	1355858.0	1936433.0	1643510.0	1312340.0	1734124.0	1914985.0	1834816.0	1535325.0	1171998.0	1186900.0	1904461.0	1228619.0	1885978.0	2019967.0	1876020.0	1839787.0	1832193.0	1749597.0	1619231.0	2399775.0	1889690.0	1416511.0	1775981.0	2004356.0	1807366.0	1605426.0	1980058.0	1333203.0	1671495.0	1893594.0	1688348.0	1905811.0	1141094.0	1097622.0	1788595.0	1787502.0	1893717.0	1492322.0	1602758.0	1690711.0	1181437.0	1488739.0	1409632.0	1995637.0	1872811.0	1844717.0
CM_periimplantitis__SP_344SPT_T016__bin.16	1423058.0	2014064.0	1685011.0	1426926.0	1801035.0	2048128.0	1959318.0	1604157.0	1184627.0	1175976.0	1872947.0	1305159.0	2001262.0	2099121.0	1999166.0	1986669.0	1924964.0	1862528.0	1728930.0	1889690.0	2487885.0	1461188.0	1842160.0	1948964.0	1820911.0	1722584.0	2021715.0	1447439.0	1744997.0	2028080.0	1770289.0	1971826.0	1171169.0	1110444.0	1953894.0	1885039.0	1967664.0	1536027.0	1678998.0	1767043.0	1207333.0	1517415.0	1481381.0	2052798.0	1815007.0	1924843.0
HMP_2012__SRS050628__bin.29	1066390.0	1453446.0	1446549.0	1082640.0	1343788.0	1674038.0	1507870.0	1188375.0	897626.0	896279.0	1449333.0	947480.0	1470657.0	1519754.0	1492812.0	1455481.0	1399458.0	1366639.0	1335163.0	1416511.0	1461188.0	1802754.0	1368430.0	1455753.0	1370340.0	1284823.0	1500739.0	1067233.0	1317633.0	1484836.0	1359351.0	1483281.0	953715.0	830878.0	1354792.0	1381039.0	1464054.0	1224467.0	1240703.0	1443835.0	978789.0	1177574.0	1109452.0	1496147.0	1329201.0	1419920.0
HMP_2012__SRS020222__bin.2	1275129.0	1831909.0	1512587.0	1402185.0	1681558.0	1810425.0	1771095.0	1422611.0	1058611.0	1117339.0	1741840.0	1174431.0	1779632.0	2142655.0	1794169.0	1809458.0	1710924.0	1688864.0	1571232.0	1775981.0	1842160.0	1368430.0	2233404.0	1759227.0	1693582.0	1583905.0	1897601.0	1279400.0	1579024.0	1793761.0	1682004.0	1856990.0	1138509.0	1071122.0	1711078.0	1696829.0	1817412.0	1413235.0	1512550.0	1566039.0	1143208.0	1379265.0	1407282.0	2018274.0	1669136.0	1763913.0
HMP_2012__SRS016746__bin.20	1353767.0	1965872.0	1692030.0	1318167.0	1766802.0	2020361.0	1870381.0	1553530.0	1149504.0	1175118.0	1904411.0	1230681.0	1890027.0	2031590.0	1897889.0	1914933.0	1832346.0	1783733.0	1659903.0	2004356.0	1948964.0	1455753.0	1759227.0	2572897.0	1775366.0	1680044.0	2005400.0	1412312.0	1695402.0	1908705.0	1748578.0	1912829.0	1131069.0	1089465.0	1846042.0	1808762.0	1912507.0	1494233.0	1612059.0	1694008.0	1200182.0	1470855.0	1469256.0	2021800.0	1837831.0	1882531.0
HMP_2012__SRS043755__bin.6	1330128.0	1833728.0	1532086.0	1246420.0	1644509.0	1836607.0	1790862.0	1443334.0	1093420.0	1147867.0	1847707.0	1184680.0	1797967.0	1895402.0	1823339.0	1762570.0	1729500.0	1719857.0	1582041.0	1807366.0	1820911.0	1370340.0	1693582.0	1775366.0	2188759.0	1583202.0	2062348.0	1299701.0	1646735.0	1798263.0	1650859.0	1878691.0	1139000.0	1091923.0	1707965.0	1732448.0	1857915.0	1425117.0	1535370.0	1578777.0	1143995.0	1433868.0	1373212.0	1930007.0	1713896.0	1819102.0
HMP_2012__SRS015921__bin.3	1158993.0	1899354.0	1399470.0	1243505.0	1562399.0	1734785.0	1637454.0	1332877.0	982532.0	1039517.0	1620393.0	1084774.0	1658411.0	1776505.0	1671744.0	1649277.0	1558219.0	1556647.0	1452905.0	1605426.0	1722584.0	1284823.0	1583905.0	1680044.0	1583202.0	2072371.0	1763148.0	1227070.0	1516725.0	1670411.0	1565429.0	1672874.0	1041468.0	958698.0	1593080.0	1573411.0	1648853.0	1279436.0	1413727.0	1425199.0	1034693.0	1314144.0	1300005.0	1716914.0	1502656.0	1627921.0
HMP_2012__SRS045049__bin.7	1409086.0	2037116.0	1700051.0	1403459.0	1840699.0	2063963.0	1982942.0	1590923.0	1176525.0	1247713.0	2016441.0	1303365.0	1999464.0	2136060.0	2011321.0	1972607.0	1903656.0	1875440.0	1730807.0	1980058.0	2021715.0	1500739.0	1897601.0	2005400.0	2062348.0	1763148.0	2472334.0	1426135.0	1805694.0	2019879.0	1854217.0	2063067.0	1202209.0	1155370.0	1889207.0	1916032.0	2023114.0	1554878.0	1685300.0	1746821.0	1244391.0	1542935.0	1540876.0	2099682.0	1847600.0	1982549.0
HMP_2012__SRS015755__bin.4	1140179.0	1433771.0	1278603.0	976064.0	1264107.0	1447716.0	1352808.0	1238661.0	952473.0	845011.0	1321257.0	884207.0	1405706.0	1461134.0	1402369.0	1394288.0	1386164.0	1304175.0	1208341.0	1333203.0	1447439.0	1067233.0	1279400.0	1412312.0	1299701.0	1227070.0	1426135.0	1783531.0	1212763.0	1408456.0	1289757.0	1390919.0	873586.0	842664.0	1385820.0	1328720.0	1469851.0	1167489.0	1233158.0	1297405.0	866344.0	1104184.0	1047013.0	1437294.0	1280994.0	1488837.0
HMP_2012__SRS051941__bin.9	1220658.0	1757816.0	1477807.0	1219002.0	1548719.0	1768275.0	1782129.0	1398608.0	1021066.0	1105924.0	1708310.0	1156686.0	1713314.0	1792670.0	1761640.0	1655346.0	1620386.0	1600945.0	1551519.0	1671495.0	1744997.0	1317633.0	1579024.0	1695402.0	1646735.0	1516725.0	1805694.0	1212763.0	2175084.0	1733463.0	1524922.0	1757115.0	1051035.0	1029117.0	1628095.0	1638531.0	1717732.0	1402599.0	1445004.0	1506080.0	1084346.0	1352190.0	1308729.0	1749337.0	1582388.0	1706724.0
HMP_2012__SRS015063__bin.12	1383735.0	1982452.0	1659775.0	1389748.0	1785028.0	2007801.0	1952010.0	1586262.0	1172217.0	1209189.0	1913810.0	1316934.0	2240254.0	2053039.0	1988911.0	1977145.0	1907804.0	1837844.0	1705772.0	1893594.0	2028080.0	1484836.0	1793761.0	1908705.0	1798263.0	1670411.0	2019879.0	1408456.0	1733463.0	2379913.0	1736109.0	1976300.0	1168838.0	1104936.0	1898535.0	1850947.0	2011824.0	1537036.0	1629757.0	1729741.0	1217580.0	1508386.0	1452738.0	2014283.0	1778845.0	1943107.0
HMP_2012__SRS075406__bin.3	1252723.0	1770276.0	1498318.0	1299843.0	1657980.0	1795449.0	1726016.0	1404656.0	1045829.0	1073057.0	1702547.0	1135528.0	1706790.0	1869355.0	1750888.0	1764064.0	1656353.0	1637372.0	1534941.0	1688348.0	1770289.0	1359351.0	1682004.0	1748578.0	1650859.0	1565429.0	1854217.0	1289757.0	1524922.0	1736109.0	2120632.0	1772332.0	1094346.0	1009546.0	1644300.0	1662329.0	1737512.0	1377421.0	1476415.0	1519519.0	1151848.0	1360292.0	1340834.0	1858180.0	1558675.0	1715004.0
HMP_2012__SRS064809__bin.7	1399420.0	1961508.0	1641336.0	1380754.0	1798120.0	1980547.0	1970639.0	1547431.0	1183883.0	1211355.0	1939345.0	1275506.0	1966151.0	2107980.0	1970246.0	1958622.0	1882209.0	1870149.0	1717671.0	1905811.0	1971826.0	1483281.0	1856990.0	1912829.0	1878691.0	1672874.0	2063067.0	1390919.0	1757115.0	1976300.0	1772332.0	2410541.0	1192850.0	1261082.0	1857161.0	1849784.0	2016145.0	1561361.0	1663053.0	1707436.0	1208901.0	1514167.0	1511052.0	2087364.0	1854286.0	1954394.0
HMP_2012__SRS057022__bin.11	879408.0	1173205.0	1018415.0	895984.0	1095314.0	1171300.0	1141842.0	966634.0	724969.0	765382.0	1154036.0	805054.0	1148320.0	1228245.0	1181963.0	1157136.0	1109589.0	1094207.0	1047954.0	1141094.0	1171169.0	953715.0	1138509.0	1131069.0	1139000.0	1041468.0	1202209.0	873586.0	1051035.0	1168838.0	1094346.0	1192850.0	1368582.0	747204.0	1099163.0	1105032.0	1233701.0	960766.0	977394.0	1026355.0	816316.0	956573.0	890230.0	1203706.0	1107118.0	1185985.0
HMP_2012__SRS063603__bin.9	871296.0	1119708.0	965672.0	790873.0	980029.0	1097886.0	1112242.0	943943.0	783059.0	779552.0	1102111.0	742537.0	1088722.0	1169880.0	1116389.0	1088586.0	1082114.0	1067980.0	1003599.0	1097622.0	1110444.0	830878.0	1071122.0	1089465.0	1091923.0	958698.0	1155370.0	842664.0	1029117.0	1104936.0	1009546.0	1261082.0	747204.0	1488678.0	1038183.0	1069865.0	1109408.0	949371.0	984436.0	971658.0	733947.0	917992.0	857259.0	1126015.0	1089736.0	1088708.0
HMP_2012__SRS023938__bin.2	1340499.0	1906564.0	1605940.0	1311726.0	1675061.0	1893856.0	1838208.0	1536522.0	1129606.0	1110202.0	1764091.0	1213665.0	1888263.0	1967941.0	1855905.0	1855770.0	1793284.0	1739453.0	1608331.0	1788595.0	1953894.0	1354792.0	1711078.0	1846042.0	1707965.0	1593080.0	1889207.0	1385820.0	1628095.0	1898535.0	1644300.0	1857161.0	1099163.0	1038183.0	2336187.0	1762316.0	1844956.0	1441544.0	1582984.0	1685894.0	1119949.0	1415985.0	1373264.0	1923135.0	1719582.0	1817191.0
BritoIL_2016__W1.18.SA__bin.7	1318518.0	1848589.0	1579065.0	1273143.0	1649160.0	1897754.0	1798952.0	1490556.0	1104387.0	1139674.0	1803156.0	1187009.0	1825201.0	1928727.0	1880690.0	1810415.0	1786883.0	1770882.0	1573077.0	1787502.0	1885039.0	1381039.0	1696829.0	1808762.0	1732448.0	1573411.0	1916032.0	1328720.0	1638531.0	1850947.0	1662329.0	1849784.0	1105032.0	1069865.0	1762316.0	2293888.0	1831531.0	1445442.0	1597336.0	1627565.0	1126758.0	1469758.0	1412310.0	1905650.0	1720453.0	1830896.0
HMP_2012__SRS017304__bin.21	1381710.0	1948045.0	1627927.0	1360183.0	1804593.0	1969841.0	1949827.0	1521739.0	1149620.0	1246100.0	1927030.0	1347939.0	1981266.0	2069411.0	1977515.0	1944928.0	1895249.0	1869985.0	1688071.0	1893717.0	1967664.0	1464054.0	1817412.0	1912507.0	1857915.0	1648853.0	2023114.0	1469851.0	1717732.0	2011824.0	1737512.0	2016145.0	1233701.0	1109408.0	1844956.0	1831531.0	2336697.0	1544576.0	1637841.0	1699258.0	1230592.0	1518375.0	1474170.0	2090042.0	1819402.0	2149546.0
HMP_2012__SRS022602__bin.49	1188732.0	1516946.0	1338875.0	1092817.0	1398792.0	1564766.0	1629706.0	1254120.0	976735.0	941506.0	1481208.0	975638.0	1522590.0	1582357.0	1566143.0	1503143.0	1489637.0	1454527.0	1405320.0	1492322.0	1536027.0	1224467.0	1413235.0	1494233.0	1425117.0	1279436.0	1554878.0	1167489.0	1402599.0	1537036.0	1377421.0	1561361.0	960766.0	949371.0	1441544.0	1445442.0	1544576.0	1926017.0	1317636.0	1391758.0	971329.0	1247651.0	1169023.0	1574008.0	1421332.0	1507401.0
BritoIL_2016__W2.43.SA__bin.7	1245414.0	1658054.0	1403996.0	1150423.0	1489713.0	1663730.0	1648253.0	1367869.0	1046064.0	1028842.0	1572893.0	1061519.0	1631453.0	1732438.0	1653975.0	1626240.0	1590450.0	1602353.0	1424129.0	1602758.0	1678998.0	1240703.0	1512550.0	1612059.0	1535370.0	1413727.0	1685300.0	1233158.0	1445004.0	1629757.0	1476415.0	1663053.0	977394.0	984436.0	1582984.0	1597336.0	1637841.0	1317636.0	1946856.0	1458124.0	1013006.0	1302695.0	1233285.0	1712791.0	1496101.0	1622330.0
HMP_2012__SRS024561__bin.12	1308592.0	1716577.0	1741969.0	1203448.0	1542397.0	1935384.0	1721918.0	1463762.0	1062202.0	1020937.0	1626684.0	1096023.0	1732083.0	1776210.0	1758985.0	1683416.0	1708042.0	1587544.0	1520185.0	1690711.0	1767043.0	1443835.0	1566039.0	1694008.0	1578777.0	1425199.0	1746821.0	1297405.0	1506080.0	1729741.0	1519519.0	1707436.0	1026355.0	971658.0	1685894.0	1627565.0	1699258.0	1391758.0	1458124.0	2061177.0	1040250.0	1345403.0	1254986.0	1741037.0	1608560.0	1665303.0
HMP_2012__SRS024381__bin.8	879117.0	1187072.0	1054440.0	908366.0	1212871.0	1209876.0	1189231.0	997990.0	756305.0	785898.0	1205154.0	828002.0	1195659.0	1256550.0	1204624.0	1185105.0	1166464.0	1139810.0	1061398.0	1181437.0	1207333.0	978789.0	1143208.0	1200182.0	1143995.0	1034693.0	1244391.0	866344.0	1084346.0	1217580.0	1151848.0	1208901.0	816316.0	733947.0	1119949.0	1126758.0	1230592.0	971329.0	1013006.0	1040250.0	1474491.0	984375.0	931314.0	1256257.0	1120549.0	1208721.0
HMP_2012__SRS019073__bin.17	1131030.0	1533946.0	1306373.0	1062521.0	1346714.0	1546318.0	1493311.0	1240475.0	962896.0	949484.0	1484814.0	980515.0	1488065.0	1558933.0	1550412.0	1485234.0	1458350.0	1439625.0	1329088.0	1488739.0	1517415.0	1177574.0	1379265.0	1470855.0	1433868.0	1314144.0	1542935.0	1104184.0	1352190.0	1508386.0	1360292.0	1514167.0	956573.0	917992.0	1415985.0	1469758.0	1518375.0	1247651.0	1302695.0	1345403.0	984375.0	1836449.0	1147021.0	1536041.0	1430899.0	1469531.0
