	LiJ_2014__MH0354__bin.30	KarlssonFH_2013__S378__bin.10	XieH_2016__YSZC12003_37192R1__bin.46	ZeeviD_2015__PNP_Main_449__bin.40	LiJ_2014__O2.UC44-1__bin.35	ZeeviD_2015__PNP_Validation_9__bin.68	ZeeviD_2015__PNP_DietIntervention_27__bin.7	SchirmerM_2016__G89100__bin.16	NielsenHB_2014__O2_UC44_2__bin.59	BritoIL_2016__M1.16.ST__bin.6	LeChatelierE_2013__MH0276__bin.40	LeChatelierE_2013__MH0431__bin.40	SchirmerM_2016__G88821__bin.18	ChengpingW_2017__AS9raw__bin.41	BackhedF_2015__SID566_M__bin.44	ZellerG_2014__CCIS74726977ST-3-0__bin.44	BritoIL_2016__W1.2.ST__bin.63	CosteaPI_2017__SID713A077-11-0-0__bin.12	ZeeviD_2015__PNP_Main_429__bin.15	ZeeviD_2015__PNP_Main_33__bin.23	SchirmerM_2016__G88815__bin.7	SchirmerM_2016__G89006__bin.4	CosteaPI_2017__SID713B016-11-90-0__bin.98	FengQ_2015__SID530026__bin.5	ZeeviD_2015__PNP_Main_268__bin.20	ZeeviD_2015__PNP_Main_739__bin.6	SchirmerM_2016__G89002__bin.2	YuJ_2015__SZAXPI017592-142__bin.73	ZellerG_2014__CCIS16383318ST-4-0__bin.93	LiJ_2014__MH0303__bin.32	KarlssonFH_2013__S393__bin.2	KarlssonFH_2013__S297__bin.3	LiSS_2016__FAT_014-22-84-0__bin.22	CosteaPI_2017__SID713B005-11-90-0__bin.33	ZeeviD_2015__PNP_DietIntervention_22__bin.1	LiJ_2014__MH0332__bin.43	LoombaR_2017__SID0008_kcu__bin.47	LiSS_2016__FAT_014-22-0-0__bin.39	ZeeviD_2015__PNP_Main_667__bin.5	LiJ_2014__MH0396__bin.28	XieH_2016__YSZC12003_37293__bin.39	ZeeviD_2015__PNP_DietIntervention_55__bin.7
LeChatelierE_2013__MH0276__bin.40	0.9948966099890445	0.9946373913552483	0.99452268099919	0.9931171246605337	0.9931925371853497	0.994734405291528	0.9943320012539943	0.9946028526825623	0.9939785641420447	0.9936729949631926	1.0	0.9938258391450218	0.9945900699318991	0.9930609239971965	0.9947103783811384	0.9937421514368936	0.9938403312423907	0.9938038114508703	0.9939573868322013	0.9941583000222473	0.994595455915312	0.9945806319829951	0.9946518245649462	0.9947629753661317	0.993740893324679	0.9942580172478293	0.994206021444829	0.9938612333321796	0.9942789550588726	0.994621274485153	0.9947876205137616	0.9947559598046503	0.9943007158471543	0.9936817399115514	0.99422250080036	0.9935018956726369	0.9941093116964875	0.9939973031942922	0.9941410734445456	0.9947288850624193	0.9943434723836241	0.9943277838083633
LeChatelierE_2013__MH0431__bin.40	0.9938688805045733	0.9941029202362334	0.9936377675258905	0.9943303061080209	0.9938552440370034	0.9940316224129009	0.9949955676030032	0.993861293068208	0.9947516229849216	0.9946978363434935	0.9938258391450218	1.0	0.994254688819733	0.9942210171750074	0.993872146842147	0.994944256153795	0.9947559717238299	0.9946209619651624	0.9940697270214932	0.9943693981536592	0.9939105483469725	0.9935974114825684	0.9942100572051658	0.9940436806608506	0.9948215408996534	0.9949763677824579	0.994179746427092	0.9945818638388394	0.9943270728766896	0.9937744233617831	0.9939519621340238	0.9937817854171724	0.9935686976392989	0.9948133073292066	0.9948788810242238	0.9925134474951912	0.9940755697026201	0.9931227621299858	0.9947761394061954	0.9938940065993855	0.9940844583796395	0.9950563732805119
SchirmerM_2016__G88821__bin.18	0.9945929093056065	0.9946747923582191	0.9943133043592606	0.9935987649855833	0.9935609567368144	0.9943596865144104	0.994522738820021	0.9943740249969575	0.9943208167600004	0.9941625105314551	0.9945900699318991	0.994254688819733	1.0	0.9934493838108369	0.9943934265766036	0.9941965685373579	0.9941455016237564	0.9941061324894255	0.9939983617926211	0.9943636539012565	0.9944731628308902	0.9942142710499957	0.9944765528549007	0.9945950174038876	0.9940579421323417	0.9944338517394564	0.9944677213758089	0.9939069608356514	0.9946274178697151	0.9941599491274992	0.9945498459344179	0.9945006131129163	0.994297074552533	0.9941370951197352	0.994328466023425	0.9932188609043782	0.9945822782660744	0.9938906310391407	0.9943626826435864	0.9944077565355012	0.9943583004110823	0.9945411189189298
ChengpingW_2017__AS9raw__bin.41	0.9928981235750824	0.9928753389760868	0.9927359694311683	0.9955424207872138	0.9928445072407223	0.9933666648238573	0.9940411908888469	0.9932278093139288	0.9937472657377155	0.9939960012479327	0.9930609239971965	0.9942210171750074	0.9934493838108369	1.0	0.9928488447140829	0.9939674540916953	0.9938489233915491	0.9938072282196408	0.9930630707083148	0.9936381168825973	0.9931412302980704	0.9926260360309411	0.9934474870404304	0.9932187449532452	0.9956647585623299	0.9939391260928492	0.9932360792599457	0.9960886953150009	0.9933774402824433	0.9926788007846703	0.9931143089544892	0.9927883701104194	0.9930095115363116	0.9939464213574448	0.9939946175951999	0.9917093930095395	0.9935222156401663	0.9927102376849349	0.9938298533886233	0.9927912246582027	0.99319054594402	0.9940559687635784
BackhedF_2015__SID566_M__bin.44	0.9947265649036587	0.9945493144692982	0.9943951446826037	0.9929442589140668	0.993160118954453	0.9945328266540914	0.994016508094783	0.994491801663167	0.993791056716134	0.9937730283434042	0.9947103783811384	0.993872146842147	0.9943934265766036	0.9928488447140829	1.0	0.9936235813906343	0.9937457008958547	0.9937778747233963	0.9937289680647426	0.9938980892641388	0.994242809226468	0.9943522555277414	0.9947436115271088	0.9945793182458528	0.993435493177903	0.9942231563926259	0.993931343366623	0.9937121046498334	0.9942336526005054	0.9944346400468804	0.9946177318762498	0.9946012942890579	0.9942329692618044	0.9936883728298548	0.9939671061810345	0.9933611676687513	0.9939463934577476	0.9937981487011048	0.9936469329895019	0.9944712564340771	0.99405590601818	0.9939941103533788
ZellerG_2014__CCIS74726977ST-3-0__bin.44	0.993812065971292	0.9938328892614435	0.9936423748136455	0.9941173903225378	0.9934923414983259	0.9939645329090675	0.9947207140713469	0.9934267767848627	0.9944024330040518	0.9946809922914215	0.9937421514368936	0.994944256153795	0.9941965685373579	0.9939674540916953	0.9936235813906343	1.0	0.9947581716027964	0.9950052132258214	0.9939900711024929	0.9942937921540012	0.9936276526785466	0.9936608174444451	0.9941212341986785	0.9937721450289484	0.9945738422326595	0.995161124787328	0.9940707787428654	0.9941576695117015	0.9942504104380887	0.9936214117336505	0.9937306220496634	0.9935624775480667	0.9934723588528876	0.9951499340441442	0.9946940120856986	0.9923085014068211	0.9936721039535527	0.9929874252278647	0.9944486206090295	0.9936738417621691	0.994007242561391	0.9947090818595558
BritoIL_2016__W1.2.ST__bin.63	0.9938798350730802	0.9938465164081985	0.9936878164712248	0.9941168586053623	0.9934462699996756	0.9940873549602465	0.9946024410716199	0.9938153568121061	0.994038624686693	0.9956103735832963	0.9938403312423907	0.9947559717238299	0.9941455016237564	0.9938489233915491	0.9937457008958547	0.9947581716027964	1.0	0.9947678551951525	0.9940584105382652	0.99420092657878	0.9938085398613576	0.9938354617394566	0.9941601596558873	0.9938360510367868	0.9943435150521599	0.9949611561938564	0.9946028071579439	0.9943873452357188	0.9941024615005377	0.9938941783648203	0.9937772246421904	0.9936926411394365	0.993603557913627	0.9947746504596279	0.9945423285558274	0.9924714442159912	0.9942440054729811	0.9932719823648136	0.9943580501386745	0.9936069843256883	0.9943752271227532	0.9945972468568868
CosteaPI_2017__SID713A077-11-0-0__bin.12	0.9938338690887124	0.9937891808937392	0.9934845643728843	0.9938927772118716	0.9934918546262652	0.994196981988394	0.9946292962246017	0.9937066637995994	0.9940539621477106	0.9947077807283478	0.9938038114508703	0.9946209619651624	0.9941061324894255	0.9938072282196408	0.9937778747233963	0.9950052132258214	0.9947678551951525	1.0	0.9938727278421088	0.9941989943795265	0.9935277257704397	0.9935594830953474	0.994123123472594	0.993924984918917	0.9943715145849354	0.995212776990355	0.9942866023538207	0.9942145478381107	0.9939758287069543	0.9935522674203596	0.993782235418125	0.9936427360442998	0.9935127771514468	0.9951419319241029	0.9944011544407048	0.9922237922497976	0.9937953963532653	0.9933500227718558	0.994248617711218	0.993659993589968	0.993908965651537	0.9946199615191839
ZeeviD_2015__PNP_Main_429__bin.15	0.9938172867834416	0.9935602848435249	0.9938263758889933	0.9932553693653293	0.9933079078137461	0.9940815014499632	0.9943209166144837	0.9938216427760924	0.993861034143802	0.9941180482924833	0.9939573868322013	0.9940697270214932	0.9939983617926211	0.9930630707083148	0.9937289680647426	0.9939900711024929	0.9940584105382652	0.9938727278421088	1.0	0.9940657203966556	0.9938428471418722	0.993969148919991	0.9936948723440795	0.9940241333077955	0.993692267907939	0.9941530076238292	0.9939267419547304	0.9939173353025134	0.994065203060057	0.9935545651112785	0.9938654903762538	0.9936670837123734	0.9935941842864957	0.9939975028406386	0.9943907473858857	0.9927474029945875	0.9936065949260424	0.9933239954872523	0.9940868194710794	0.9937783121466978	0.99390405459922	0.9942959702335247
ZeeviD_2015__PNP_Main_33__bin.23	0.9941478409975745	0.994278195615364	0.9939455839168417	0.9939868843450009	0.9934235193339774	0.9943699040184705	0.9947443289556348	0.9943744117450153	0.9942436465311593	0.994074350801612	0.9941583000222473	0.9943693981536592	0.9943636539012565	0.9936381168825973	0.9938980892641388	0.9942937921540012	0.99420092657878	0.9941989943795265	0.9940657203966556	1.0	0.9942114849015287	0.9940126992392028	0.994386605054087	0.994399085479754	0.9941437045918315	0.9944776055814527	0.9943404552118771	0.9939251115064544	0.9943807449813784	0.9939450349711773	0.9941933389871324	0.994066288919959	0.9940299933922919	0.9941525511436161	0.994599388508355	0.9928224397045191	0.9942240188032704	0.993631788035055	0.9943957820249394	0.9941561364128392	0.9940225422789833	0.994735937356228
SchirmerM_2016__G88815__bin.7	0.9942924758593689	0.9943945869890032	0.994094472468822	0.9933726468880154	0.9930879869055703	0.9945527778757701	0.994301998183779	0.9947661491661425	0.9940047834174861	0.9936832235488327	0.994595455915312	0.9939105483469725	0.9944731628308902	0.9931412302980704	0.994242809226468	0.9936276526785466	0.9938085398613576	0.9935277257704397	0.9938428471418722	0.9942114849015287	1.0	0.99385324126967	0.9945075359680042	0.994737530398194	0.9936155063180468	0.9940265398030228	0.9939527765720384	0.9936386443514973	0.9942754515145484	0.9941606232800347	0.9944367550786803	0.9942124635105978	0.9942845590203975	0.9934782668942888	0.9941243328208937	0.9930341231615405	0.9935714504268361	0.9937093927029355	0.9941156981364693	0.9943242829693283	0.9938634753950976	0.9943409683730029
SchirmerM_2016__G89006__bin.4	0.9942841997223892	0.9942854105458482	0.9941171450085555	0.992873199093263	0.9931859631019051	0.9944263949204447	0.9939744257322285	0.9943128684741058	0.9936925193714244	0.9938817318244277	0.9945806319829951	0.9935974114825684	0.9942142710499957	0.9926260360309411	0.9943522555277414	0.9936608174444451	0.9938354617394566	0.9935594830953474	0.993969148919991	0.9940126992392028	0.99385324126967	1.0	0.9944819937684671	0.9944561150182163	0.9934044418070812	0.9942254006997933	0.9942074739434068	0.9932564871491644	0.9941116926301846	0.9944870413351017	0.9943655452431357	0.994279021539009	0.9942254879293525	0.993749514937064	0.9939083709763674	0.9932118495710895	0.993998293762718	0.9938044338267882	0.9938887355596735	0.9941198150389214	0.9940592597554665	0.9939522972228559
CosteaPI_2017__SID713B016-11-90-0__bin.98	0.9945899496398255	0.9945891255766167	0.9941623697676336	0.9934720254868256	0.9931774083225149	0.9945946800584209	0.9944709914201687	0.9944072292313835	0.9942411724105635	0.9939500611933331	0.9946518245649462	0.9942100572051658	0.9944765528549007	0.9934474870404304	0.9947436115271088	0.9941212341986785	0.9941601596558873	0.994123123472594	0.9936948723440795	0.994386605054087	0.9945075359680042	0.9944819937684671	1.0	0.9945682176848454	0.9940065707506368	0.9946493469475013	0.994451561147914	0.9942493172311796	0.9944084592222491	0.9945892921579079	0.9944980040744147	0.9944988434804912	0.9946015554559486	0.9940888775958415	0.9944763669695122	0.9933065909532799	0.9942439957994789	0.9940845620421865	0.9941158136999207	0.994352659570314	0.9941535391968076	0.9944706697917011
FengQ_2015__SID530026__bin.5	0.9948179441550641	0.9945664661222614	0.9942684529250457	0.9935970009228078	0.9933512161854967	0.9947444168016663	0.9943282855431603	0.9945905835801214	0.9941428616035024	0.9941014303218065	0.9947629753661317	0.9940436806608506	0.9945950174038876	0.9932187449532452	0.9945793182458528	0.9937721450289484	0.9938360510367868	0.993924984918917	0.9940241333077955	0.994399085479754	0.994737530398194	0.9944561150182163	0.9945682176848454	1.0	0.9938961054964044	0.9943758845236631	0.994286438453558	0.993814146424906	0.9945225517365961	0.9945541232413037	0.994511438638281	0.9944768641783321	0.9945091649034057	0.9939638202393947	0.9943886243092889	0.993440434761882	0.9941923381752623	0.9940538909265445	0.9942863955546769	0.9944401019492776	0.9941570982872424	0.9943734487570527
ZeeviD_2015__PNP_Main_268__bin.20	0.9934838284996764	0.9933847934275708	0.9935109747715428	0.9956283511695627	0.9934213172756226	0.9939011630063613	0.9947796917460433	0.9936942022382621	0.9941786303528775	0.994469457080496	0.993740893324679	0.9948215408996534	0.9940579421323417	0.9956647585623299	0.993435493177903	0.9945738422326595	0.9943435150521599	0.9943715145849354	0.993692267907939	0.9941437045918315	0.9936155063180468	0.9934044418070812	0.9940065707506368	0.9938961054964044	1.0	0.994439393982845	0.9940789574935746	0.9961949120883093	0.9941773460902413	0.9935460344369239	0.9938588270795757	0.9935194694768128	0.993561390874748	0.9945613717871873	0.9947151591193613	0.992366632562406	0.9939487469690189	0.9932647946249675	0.9945084904471215	0.9935337192272823	0.9938920413291604	0.9948387776059422
ZeeviD_2015__PNP_Main_739__bin.6	0.9943293690309147	0.9941668457505091	0.9939811852307385	0.9939258783532755	0.993669413518403	0.9943936371778357	0.9947006034349374	0.9942092443310329	0.9944327462307212	0.9949037592443618	0.9942580172478293	0.9949763677824579	0.9944338517394564	0.9939391260928492	0.9942231563926259	0.995161124787328	0.9949611561938564	0.995212776990355	0.9941530076238292	0.9944776055814527	0.9940265398030228	0.9942254006997933	0.9946493469475013	0.9943758845236631	0.994439393982845	1.0	0.9945637470409199	0.9945829116595555	0.9944353561774457	0.9942188553179384	0.9941911496258713	0.9940635091219041	0.9939291518853556	0.9952558966954266	0.994660207262856	0.9927686520003902	0.9942947135629	0.9936043874104438	0.9944846563556742	0.9942149034534803	0.9944277136721367	0.9946965600578455
SchirmerM_2016__G89002__bin.2	0.9942444908739702	0.9941710586482195	0.994173558212103	0.993665257502084	0.9933393564094605	0.9942676612306692	0.9943104052000503	0.9941456224014968	0.9940946381317249	0.994579336113083	0.994206021444829	0.994179746427092	0.9944677213758089	0.9932360792599457	0.993931343366623	0.9940707787428654	0.9946028071579439	0.9942866023538207	0.9939267419547304	0.9943404552118771	0.9939527765720384	0.9942074739434068	0.994451561147914	0.994286438453558	0.9940789574935746	0.9945637470409199	1.0	0.994031192612467	0.9943220521987666	0.9942536635772603	0.9940280261483313	0.9940721766142674	0.9938795608130786	0.9942095091105148	0.994281280118213	0.9928855474089723	0.9986166719034034	0.993711424825976	0.994177228354919	0.9940464482578305	0.9947648692717833	0.9943053999932119
YuJ_2015__SZAXPI017592-142__bin.73	0.9937378000950916	0.993704164733928	0.9934315925910042	0.9962089353811706	0.9932585592746328	0.9939188050927423	0.9945834046570107	0.9939031669706516	0.9942249045448946	0.994580958173449	0.9938612333321796	0.9945818638388394	0.9939069608356514	0.9960886953150009	0.9937121046498334	0.9941576695117015	0.9943873452357188	0.9942145478381107	0.9939173353025134	0.9939251115064544	0.9936386443514973	0.9932564871491644	0.9942493172311796	0.993814146424906	0.9961949120883093	0.9945829116595555	0.994031192612467	1.0	0.9941908559177995	0.9935261278095512	0.9935601053569505	0.9931192979836265	0.9936020713642133	0.9945198345779317	0.994444080257777	0.99217283120157	0.9934616789317035	0.9932740446636855	0.9946160922610905	0.9933004461350851	0.9939702369270541	0.9945987240392047
ZellerG_2014__CCIS16383318ST-4-0__bin.93	0.9940887252462275	0.9944229450767713	0.9939122330239664	0.9936931541715013	0.9936618390148334	0.994288999486899	0.994673035151075	0.9944352335087473	0.9946004766975662	0.9939945003148533	0.9942789550588726	0.9943270728766896	0.9946274178697151	0.9933774402824433	0.9942336526005054	0.9942504104380887	0.9941024615005377	0.9939758287069543	0.994065203060057	0.9943807449813784	0.9942754515145484	0.9941116926301846	0.9944084592222491	0.9945225517365961	0.9941773460902413	0.9944353561774457	0.9943220521987666	0.9941908559177995	1.0	0.9942474512758623	0.9941075758568714	0.9941260625771337	0.9943848763499067	0.9941080663519745	0.9945312426093516	0.9929698009332057	0.9941254687155767	0.9937935191003168	0.9943121194517001	0.9942464831794146	0.993994831265482	0.9946866001043029
LiJ_2014__MH0303__bin.32	0.9946723991651649	0.9946884876122766	0.9943526815859793	0.9929668021370839	0.993128396227884	0.9943979301082275	0.9938778795951418	0.9946039237262853	0.993736076474896	0.9938034771162089	0.994621274485153	0.9937744233617831	0.9941599491274992	0.9926788007846703	0.9944346400468804	0.9936214117336505	0.9938941783648203	0.9935522674203596	0.9935545651112785	0.9939450349711773	0.9941606232800347	0.9944870413351017	0.9945892921579079	0.9945541232413037	0.9935460344369239	0.9942188553179384	0.9942536635772603	0.9935261278095512	0.9942474512758623	1.0	0.9943117860193087	0.9944809008706219	0.9940338389058556	0.9936312132223525	0.9937313900642533	0.9934825720937828	0.99375349429826	0.9939803426328747	0.9937814515735475	0.994425820482351	0.9938979224718705	0.9938742172610945
KarlssonFH_2013__S393__bin.2	0.9947004753517039	0.9946662436030178	0.9940412130175561	0.9932379932190419	0.993236285760507	0.9944109735679192	0.9942913169745403	0.9942178592408955	0.9941249199306191	0.9936544602524977	0.9947876205137616	0.9939519621340238	0.9945498459344179	0.9931143089544892	0.9946177318762498	0.9937306220496634	0.9937772246421904	0.993782235418125	0.9938654903762538	0.9941933389871324	0.9944367550786803	0.9943655452431357	0.9944980040744147	0.994511438638281	0.9938588270795757	0.9941911496258713	0.9940280261483313	0.9935601053569505	0.9941075758568714	0.9943117860193087	1.0	0.9944160383159121	0.9945244972272872	0.9936990495176391	0.994030887025617	0.9933063664710648	0.9937537313432836	0.9940663408971473	0.993961258109532	0.9944711929833332	0.994056481397053	0.9943097067206503
