	LiJ_2014__MH0354__bin.30	KarlssonFH_2013__S378__bin.10	XieH_2016__YSZC12003_37192R1__bin.46	ZeeviD_2015__PNP_Main_449__bin.40	LiJ_2014__O2.UC44-1__bin.35	ZeeviD_2015__PNP_Validation_9__bin.68	ZeeviD_2015__PNP_DietIntervention_27__bin.7	SchirmerM_2016__G89100__bin.16	NielsenHB_2014__O2_UC44_2__bin.59	BritoIL_2016__M1.16.ST__bin.6	LeChatelierE_2013__MH0276__bin.40	LeChatelierE_2013__MH0431__bin.40	SchirmerM_2016__G88821__bin.18	ChengpingW_2017__AS9raw__bin.41	BackhedF_2015__SID566_M__bin.44	ZellerG_2014__CCIS74726977ST-3-0__bin.44	BritoIL_2016__W1.2.ST__bin.63	CosteaPI_2017__SID713A077-11-0-0__bin.12	ZeeviD_2015__PNP_Main_429__bin.15	ZeeviD_2015__PNP_Main_33__bin.23	SchirmerM_2016__G88815__bin.7	SchirmerM_2016__G89006__bin.4	CosteaPI_2017__SID713B016-11-90-0__bin.98	FengQ_2015__SID530026__bin.5	ZeeviD_2015__PNP_Main_268__bin.20	ZeeviD_2015__PNP_Main_739__bin.6	SchirmerM_2016__G89002__bin.2	YuJ_2015__SZAXPI017592-142__bin.73	ZellerG_2014__CCIS16383318ST-4-0__bin.93	LiJ_2014__MH0303__bin.32	KarlssonFH_2013__S393__bin.2	KarlssonFH_2013__S297__bin.3	LiSS_2016__FAT_014-22-84-0__bin.22	CosteaPI_2017__SID713B005-11-90-0__bin.33	ZeeviD_2015__PNP_DietIntervention_22__bin.1	LiJ_2014__MH0332__bin.43	LoombaR_2017__SID0008_kcu__bin.47	LiSS_2016__FAT_014-22-0-0__bin.39	ZeeviD_2015__PNP_Main_667__bin.5	LiJ_2014__MH0396__bin.28	XieH_2016__YSZC12003_37293__bin.39	ZeeviD_2015__PNP_DietIntervention_55__bin.7
LeChatelierE_2013__MH0276__bin.40	0.9554543679534775	0.6949266356903316	0.9588798387330837	0.707261100952773	0.7481602853833388	0.9311046994846952	0.9435704315842521	0.6883890194960935	0.9248922820376836	0.845869646094053	1.0	0.9187577012076549	0.9530632006944608	0.8532898503689984	0.9509174166686455	0.9051376125002968	0.9616951495914237	0.9525005343022013	0.9619946226771047	0.9137820944118586	0.9469774326581337	0.9250037599043797	0.6693322409821661	0.9056389330842561	0.9280994145103285	0.9291732959717572	0.9410473378557727	0.6439673983308664	0.7635000356201468	0.9524015894501041	0.9654616502945919	0.781295597086008	0.8301862274042939	0.9310783141908026	0.9238823849139444	0.6265926823025919	0.5978953770326572	0.6545043654468745	0.8939548653162673	0.9526555479038203	0.9544233625946243	0.9462181958263743
LeChatelierE_2013__MH0431__bin.40	0.9115441283226374	0.6654376698063271	0.9295767220225256	0.700504771993195	0.7289127642272718	0.8941547884977353	0.9229566760702397	0.6553226979421736	0.9072366712002609	0.8248220472010318	0.9068271502616312	1.0	0.9181505018747464	0.8394033364562832	0.9148841003658343	0.8874045292104319	0.9251598856987344	0.9266163218509044	0.93278452753068	0.8864878273319092	0.917182365728892	0.8944803218352788	0.633999613266395	0.8754398769223557	0.9040412359589333	0.9067744138609491	0.9109308235147053	0.6477618606443867	0.7496297058285443	0.9172709107967038	0.9302421121644646	0.7489669199533056	0.8095922955373936	0.916584686521162	0.9187696662827544	0.607389867188909	0.5699268396377204	0.630771624691313	0.8698589333835088	0.9115031111221069	0.9253838526349645	0.926896280521192
SchirmerM_2016__G88821__bin.18	0.945409205952671	0.6809635514937928	0.9479054500150109	0.6975996070810273	0.7396031081227897	0.9270714872098832	0.9450209156066361	0.6933361276523798	0.9124739559393316	0.8397428026462888	0.9288367939817568	0.9065840285380548	1.0	0.8411886056069383	0.9286915065343995	0.8867696493236741	0.9399030688437499	0.9539728081042109	0.9564381946556076	0.9013022512482827	0.9477177334901067	0.9246279580620712	0.656624046872559	0.8991711543987704	0.9267243402117725	0.9096324934733149	0.9438914021331539	0.6332809827088652	0.7694236781253033	0.9567969132203219	0.9503335504073512	0.772163567951132	0.8173061778665502	0.9158740679263816	0.9291524406041128	0.6208846205522595	0.6024755438154156	0.6414087225183329	0.8955897545349292	0.9403440741043125	0.9499568316279201	0.9483374551682152
ChengpingW_2017__AS9raw__bin.41	0.9035011504017066	0.668646953268649	0.9079574870190691	0.7000225514706188	0.7252552950991366	0.882517906282729	0.9137295566768263	0.6659559955782516	0.8862416659864331	0.8198863848609073	0.8948534223586071	0.8918719242491953	0.9051717578110409	1.0	0.904529801837599	0.8618030661698887	0.9096986542444496	0.9044239621135294	0.9147402222772558	0.8589481606716188	0.8923824452711779	0.8742084502989107	0.6401899027519712	0.8679009561546837	0.9059084853021137	0.8867923092567561	0.8949260574633607	0.6113122603906247	0.7380715863921936	0.9003467115666909	0.911318071199005	0.7403295005056788	0.8048965745284599	0.8918428702072936	0.9039673985979348	0.5998372973653519	0.5719758547076541	0.6284306251738054	0.8667574720769905	0.8980099364823304	0.9024213085110357	0.9147422975659631
BackhedF_2015__SID566_M__bin.44	0.9544208436079955	0.6920855088065254	0.9582066425650805	0.7125141286856764	0.7492575674978893	0.9255514205438142	0.941693054426682	0.6884912630110188	0.9322833333661334	0.8482210156122386	0.9456868066447954	0.921822037928838	0.9476725306862261	0.8577724335320369	1.0	0.906724106374981	0.9534145335057311	0.950412659302366	0.9596905235633348	0.9011894008125265	0.9415461095356084	0.922707643299149	0.6605769817388173	0.9100625106190644	0.927237350767295	0.9287277918053295	0.9375307091862205	0.6500238457446006	0.7677785278089926	0.962935119238563	0.9652048930024713	0.7827800267780823	0.8335081583934725	0.9340624161544916	0.9300443917891917	0.6263407901305513	0.5865876050672372	0.6549996359177922	0.8897631235235811	0.9508226617886212	0.9470945911816009	0.9423943226791728
ZellerG_2014__CCIS74726977ST-3-0__bin.44	0.9085618411067121	0.6504258845873013	0.9249898443408486	0.6842850481267216	0.7216657109679813	0.8931513630788562	0.904832656942487	0.6666475091531552	0.8932538993159461	0.8074173538336143	0.8961699776510189	0.8901719343297853	0.9008840321689483	0.8136328784730069	0.9027061729427116	1.0	0.9418221146498811	0.9311446309544491	0.9233257530535552	0.8792240684550205	0.9100077979787953	0.8852136215145844	0.6451971895927678	0.8753975728301177	0.8914637602977078	0.8992434523755098	0.9112238646887404	0.6367977084130656	0.751483509952546	0.9145037180815144	0.9293975963416116	0.7478242071728343	0.7908097489103075	0.9282474924338706	0.8869097145574028	0.5914943252397192	0.5868259875153967	0.6259915645984825	0.852760575927104	0.9130015948629998	0.9271790256575708	0.9071302523697626
BritoIL_2016__W1.2.ST__bin.63	0.9074125806403552	0.6597318444355051	0.9302613020654857	0.6814240379028293	0.7224214951553708	0.9002126819529492	0.9106742005492732	0.658182978490939	0.8939489314997741	0.8173486643126388	0.9050628982354723	0.8821340951643102	0.907625510908486	0.8163634738300631	0.9022327259543994	0.895229617048327	1.0	0.9398574422543046	0.9268556593513015	0.8727155003302591	0.9154331610025973	0.8932344045650263	0.6370476318181141	0.8682973524635349	0.8961527287355294	0.8993671687599636	0.9196594853916179	0.6339492791410282	0.7310249954061692	0.9135993533872674	0.9200176800409223	0.7471096112874148	0.790543661258362	0.912958700219014	0.8938018047547391	0.5924179442482754	0.593195791554304	0.6229333969020199	0.8579928932195057	0.9125390475622899	0.941071703491808	0.9148223056561232
CosteaPI_2017__SID713A077-11-0-0__bin.12	0.8824105478528731	0.634555639492912	0.9067347556924092	0.6518163392112096	0.685615225571336	0.8612571368369132	0.8796611671070386	0.641778974450453	0.8504278211232414	0.7915169661873458	0.8643740594460054	0.851947672574074	0.8882900204602295	0.7826241291831831	0.867249745294686	0.853449565953412	0.9062690430383142	1.0	0.8928962657986135	0.8439120341825905	0.9107076797094145	0.8724719524853373	0.6136273029730186	0.8383366515858772	0.8614696406829334	0.8616438339764318	0.8884923480657361	0.6219412914726695	0.7177482014991398	0.8909520052581233	0.8871879934728396	0.7248230830656582	0.7596228326104212	0.8896051498960227	0.868713926723885	0.5846896665665006	0.5978026503719117	0.5992734164273255	0.830229180908415	0.8833910585564823	0.9288142045951113	0.8837705724674031
ZeeviD_2015__PNP_Main_429__bin.15	0.9244160939908124	0.6658774535716856	0.9265845686503712	0.6843712230072989	0.723302633440299	0.8941387277785637	0.9113090761987725	0.665684493451765	0.9002073545725965	0.8138443612213445	0.9048526678132592	0.8889207386836026	0.9230908116237687	0.8204416118808835	0.9076781996014226	0.8771712666870175	0.9263518996954829	0.9254857507327521	1.0	0.872311277557311	0.9283776707293768	0.8921073726897524	0.6390162880677432	0.869403846297027	0.8940555874053503	0.8897366311520775	0.9178256682872835	0.6338442123132134	0.7428493074531001	0.9257146969843622	0.9381584531423338	0.7583711187716072	0.8035783864811271	0.9004567756922366	0.8954410534753917	0.599169092628303	0.5867458113383615	0.6287707881955561	0.8593792268193472	0.915913439703375	0.9263258407725353	0.9167100982049124
ZeeviD_2015__PNP_Main_33__bin.23	0.930751460458085	0.6572942340806958	0.9191529441354723	0.6729071679852654	0.7132615947501453	0.9314699816014048	0.9105588548724838	0.6615385522290202	0.888297799176943	0.8191501276897876	0.9073474518043919	0.891826216131422	0.9182981856194903	0.8132847158042557	0.8997928274953217	0.8817688850870511	0.9207936874937367	0.9234038121574825	0.9208677010663849	1.0	0.9188830893396221	0.900267693337534	0.6411704100286426	0.8734387557335956	0.8928421015400718	0.886753338961858	0.9150880925261357	0.6176923878023013	0.764749496805954	0.9190691057522955	0.9329286384712071	0.7520833510725745	0.7902344003295897	0.9060047276988263	0.894677376146801	0.6053884500837402	0.5923542014492251	0.6210550929525324	0.8618801936404656	0.9143636764964987	0.9331284096186205	0.9134316294710257
SchirmerM_2016__G88815__bin.7	0.8774551579206883	0.6223913484092959	0.8852768160553195	0.6376263359579368	0.6759890859481582	0.8521067747009244	0.8649688330806713	0.6344977912320149	0.8312748982734037	0.7712695408109443	0.8508017821859633	0.8348739988834669	0.8736753022165908	0.7645122634923306	0.8506008773437417	0.8257680906217145	0.8739248035103231	0.9016360410248874	0.8867643415832723	0.8314153538710629	1.0	0.8624969330897979	0.6059675257175977	0.8249419509460306	0.8418955934871273	0.8375752504198852	0.8725925495713437	0.599482269999514	0.7195042450778314	0.8745802629660666	0.8762947694809543	0.7195694354396142	0.754886017615621	0.8497948874162452	0.8527023775517582	0.5741593702848107	0.5773299924260652	0.5901653820214464	0.8162005160706094	0.8703571128018462	0.9014736577600828	0.867523109983252
SchirmerM_2016__G89006__bin.4	0.9153621549146759	0.653748320047277	0.9177825577220636	0.6651920150218751	0.7045570802659965	0.8942934031473497	0.9036725434563657	0.654700849269717	0.8719486816144069	0.8033964434249112	0.891083144553776	0.8730155905967129	0.9139533775389924	0.8030348762951125	0.8937875904314977	0.8612853107793392	0.9143212990998948	0.9261678650064656	0.9136642509237755	0.8734044817802574	0.9247908597863005	1.0	0.6279277247006269	0.8717580486812967	0.8808067585729219	0.8717440689328686	0.9049129284078019	0.6185682831280322	0.7401291855843376	0.9148468105521683	0.9091405314210732	0.7384922841320324	0.7842314792162445	0.8787377558055671	0.8881118125697002	0.5919730826298448	0.5708306194617161	0.616974591807232	0.8489672460848761	0.9067067843083678	0.9240982267960005	0.9080742578818776
CosteaPI_2017__SID713B016-11-90-0__bin.98	0.9499499398637156	0.6987570613188578	0.9275717307250154	0.7221190689272657	0.7820730667306655	0.9219638962449859	0.9369791890899132	0.8829142419026699	0.894634634286201	0.8659350161722179	0.929483450842595	0.8920010955521135	0.9356189090829147	0.8477219202940037	0.9223990026445309	0.9049333737600612	0.9400056976038004	0.9390054108915835	0.9434233438705416	0.8966901685189985	0.9366136997142954	0.9051797813842246	1.0	0.934052526044553	0.9179022925069182	0.8949946275809825	0.9379483313440574	0.5018801176527704	0.8524833583252343	0.9417516192828164	0.9488901122757714	0.7849291967386256	0.8801094086491824	0.9245983509925464	0.91332314115676	0.6598383969031416	0.762325648285635	0.7228802761231012	0.8969759647224892	0.9330430791976089	0.9420502396749251	0.9382423716688025
FengQ_2015__SID530026__bin.5	0.9431908726784636	0.6741767335654201	0.9306827843999166	0.6916607842822688	0.7302432098567372	0.9194253712586699	0.9310651393857722	0.6952657500842251	0.9151499473259215	0.837372793437398	0.9177488917053033	0.8988176407360468	0.9349608821437548	0.838655554307777	0.9273324991042733	0.8959800587168916	0.9349662297659346	0.9361614233231195	0.9366667736191103	0.8913951411504873	0.9304722217765871	0.9170436740303425	0.6816166129230637	1.0	0.91657575708961	0.902234102856165	0.9282783597773251	0.6213763175204146	0.754428499617645	0.9441380702570603	0.9377242659051653	0.7617540735511955	0.8200157487473194	0.9258204589329355	0.9231285996181798	0.6268569618019348	0.6012151134498046	0.6451331290541661	0.8808108599511227	0.932919427376617	0.9393439269728715	0.9359822779800961
ZeeviD_2015__PNP_Main_268__bin.20	0.9357277525781252	0.6775290374890509	0.930993184696991	0.7071868395945334	0.7398293080823046	0.9248252215054884	0.9447839975513102	0.6775388061985718	0.9202391380090719	0.8320198760676386	0.9163016968248437	0.9042920453398371	0.938808152313719	0.852850672250027	0.9205139643702601	0.8889388902094737	0.9401230206152332	0.9372327850916468	0.9384330338681158	0.8877438514114158	0.9251527988980895	0.9027134218812581	0.6525901733294692	0.8929837871984317	1.0	0.903316476882349	0.9254315327430862	0.6460262517787192	0.7575777507871951	0.9297675372757674	0.9351683311462278	0.7541039976815597	0.804168633976223	0.9098745372073864	0.9252192261228318	0.6045053288310437	0.5742184218324146	0.6305141923068156	0.89917780028199	0.9277851404903241	0.936046212508507	0.9476227845380866
ZeeviD_2015__PNP_Main_739__bin.6	0.9409105845363521	0.6904145086389151	0.9605508399995449	0.7125818232437241	0.7517124238820473	0.9325283240096719	0.9465261971574601	0.6883753271758575	0.9311068532425127	0.8574661012014909	0.9427101772354536	0.9320886317808472	0.9469558507509234	0.857922524489251	0.9474698288814217	0.9214737787498151	0.9695655345539868	0.9633248495710491	0.9597049176597666	0.9060524271077955	0.9458375467716753	0.9181121743884965	0.653885922286239	0.9032998332917288	0.9282766273129852	1.0	0.9447319583972181	0.6544246623839618	0.7607605805543601	0.949638174119461	0.9604310456175669	0.7750375277651924	0.8332756669502024	0.9562576502766982	0.9382055069276622	0.6266089422825314	0.5957608850596329	0.6581402959523552	0.8939431558926455	0.9425448743731708	0.9566558494793629	0.9491897817399899
SchirmerM_2016__G89002__bin.2	0.9313064869779133	0.6685638906078502	0.9255517865737662	0.6814790197591417	0.7293871075356716	0.9156575727247956	0.9310320898240039	0.6792641063056594	0.8973557282156672	0.8331066851041181	0.9082634925728139	0.8907631933462192	0.9347698756490671	0.8236301151831394	0.9098742229658322	0.8882796126097906	0.9431615900009932	0.9449690459637515	0.9417927874930923	0.8894720624224877	0.9373960665072488	0.9066349359145766	0.6518976059325811	0.8841171796811136	0.9046918730056865	0.898726440680556	1.0	0.6278894465963293	0.7592505583440928	0.9347845186526399	0.9328541887903352	0.7550352832720875	0.8012263197166133	0.9186517486292876	0.9201752576531976	0.6104031537209782	0.6131006496400367	0.6351059007484485	0.8763532045258341	0.9234272777510383	0.9496528971500896	0.9325435024536581
YuJ_2015__SZAXPI017592-142__bin.73	0.8779110365948759	0.5998906478186279	0.9237095733669838	0.6308273901515689	0.6577790696025749	0.8522106154914999	0.880449885862553	0.5311848672177402	0.8941481518240724	0.7549793347417374	0.8651157679819649	0.8816621531568575	0.8729494250591955	0.7831016319528137	0.8780820655333267	0.8640444001758142	0.9049477874349557	0.9207108069021254	0.9052898453118576	0.8357023352096301	0.8963919097108991	0.8626274298515504	0.48552368529257467	0.8237515773653391	0.8790559557061635	0.8665398275886516	0.8739631924456607	1.0	0.6624491343986162	0.8773128783904494	0.8991983793900381	0.6954089807029732	0.727052878957592	0.8664822271689661	0.8737948219881184	0.5385089821208298	0.4194258744629869	0.5267363424974124	0.8182130754725008	0.8769974053226332	0.9110897644940379	0.8872033135306044
ZellerG_2014__CCIS16383318ST-4-0__bin.93	0.9146922346686919	0.6631213214353522	0.9046310992975127	0.6855128156445794	0.732229352572622	0.8918238086197076	0.8986299601291057	0.7643440288589329	0.8752982722612492	0.8103808619707613	0.8790301879627872	0.8744157964685779	0.9089553825707234	0.810285171824568	0.8888452629580406	0.873853047275489	0.8943049174102904	0.910605657869755	0.9092644769318398	0.886712739700019	0.9220178469717106	0.884560470856275	0.7067742547940005	0.8571247389405734	0.8834418074805392	0.863299031706854	0.9056897664704766	0.5677235617998861	1.0	0.9059532940953106	0.9216077463451681	0.7530647427378014	0.8042536548319726	0.8835002847921017	0.8782441617619138	0.6172128346307195	0.675106132523258	0.647419024112398	0.8513932029618378	0.911311942282134	0.9151387886842606	0.8995147142585912
LiJ_2014__MH0303__bin.32	0.9480747331819237	0.6706658169450902	0.9393773588977656	0.6901336661127396	0.7287703961742217	0.9201919744474164	0.9325753546043019	0.6792870209684032	0.9009615225927341	0.8252076591736288	0.9164786742312199	0.8942858339818385	0.9447226069525675	0.8261458228863705	0.931740020743701	0.8888161745009896	0.9341501747472734	0.9447568835699478	0.9470527821822525	0.8906753636177827	0.9367272685725312	0.9138520697364128	0.6525874402856893	0.896538569446331	0.9062179053432169	0.9006974656884713	0.9319945563653582	0.6284148080065101	0.757204754547682	1.0	0.9481191658340835	0.7625404813198782	0.8094664400178239	0.9101971667201975	0.9176916856351774	0.6140281499893997	0.5945844214043511	0.6327488958485938	0.8789711682867658	0.9380710389242728	0.9479604777906562	0.9361337752901135
