	XieH_2016__YSZC12003_37877__bin.27	XieH_2016__YSZC12003_35520__bin.137	CosteaPI_2017__SID713A026-11-0-0__bin.18	QinJ_2012__T2D-016__bin.17	HMP_2012__SRS049959__bin.78	BackhedF_2015__SID7_12M__bin.16	BackhedF_2015__SID39_4M__bin.19	QinJ_2012__DLM022__bin.27	XieH_2016__YSZC12003_36526__bin.42	QinJ_2012__CON-007__bin.17	ZellerG_2014__CCIS52370277ST-4-0__bin.29	XieH_2016__YSZC12003_36211__bin.8	XieH_2016__YSZC12003_36667__bin.35	QinJ_2012__T2D-049__bin.25	VincentC_2016__MM056.2__bin.9	VatanenT_2016__G80598__bin.6	XieH_2016__YSZC12003_35636__bin.35	RaymondF_2016__P19E0__bin.22	XieH_2016__YSZC12003_36695__bin.43	XieH_2016__YSZC12003_37652__bin.104	LiJ_2014__V1.FI14__bin.22	ChengpingW_2017__AS96raw__bin.56	ZeeviD_2015__PNP_Main_178__bin.27	VogtmannE_2016__MMRS15137911ST-27-0-0__bin.28	YuJ_2015__SZAXPI015225-18__bin.46	BackhedF_2015__SID39_12M__bin.10	XieH_2016__YSZC12003_36058__bin.76	LeChatelierE_2013__MH0229__bin.61	WenC_2017__N253__bin.60	ZeeviD_2015__PNP_Main_471__bin.17	BackhedF_2015__SID570_B__bin.3	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.26	ZellerG_2014__CCIS13047523ST-4-0__bin.11	LiuW_2016__SRR3992973__bin.110	HMP_2012__SRS011239__bin.45
ZellerG_2014__CCIS52370277ST-4-0__bin.29	0.7666983028035469	0.7894168893082658	0.5731429313349535	0.7867108109640244	0.7477054657369665	0.7760933211177614	0.7713839255508437	0.6755586155441324	0.719046965948179	0.49265182145515257	1.0	0.7201291778444636	0.7770835504888972	0.7892005566497148	0.703436086774449	0.8198098905901694	0.7840670905543273	0.5993301550902178	0.7807714462834854	0.5673944806827553	0.6121257838172931	0.7283247659748776	0.7884114819061413	0.7926816289136004	0.7876615408810207	0.7870279038041997	0.7881574784718831	0.7321807173174019	0.8012436842018642	0.7936051115219542	0.75063866594251	0.7317432974363757	0.5703693747565571	0.5760455926106762	0.780241861009467
XieH_2016__YSZC12003_36211__bin.8	0.8424077602244759	0.8699979144234068	0.598503011435249	0.8643390258369325	0.8006430949522901	0.8771416467958567	0.81797470632949	0.7907069670909026	0.769436616001975	0.4627928798342816	0.7116941568794569	1.0	0.801475879782594	0.8296011632963098	0.7526320012752018	0.86380751103964	0.8601094981929219	0.6279016894616213	0.8627600238702735	0.5995470648129975	0.6097806674640293	0.791380893877405	0.8191852082377745	0.8698607434845611	0.8587914643892315	0.8308008216521164	0.8672129286953291	0.7552700568672037	0.819290029245061	0.8250130755170296	0.8169227010132577	0.7287147390264153	0.5567950940876976	0.6156685357336621	0.8509667569211684
XieH_2016__YSZC12003_36667__bin.35	0.8053085722292396	0.8327788903359604	0.6033030067989412	0.8349890884378753	0.7691480787973493	0.8157471106479565	0.8274442914748665	0.7191722980242137	0.7579710863399085	0.47624467374962864	0.7314700537091909	0.7633721288511066	1.0	0.8322106766339027	0.7520613884244145	0.8631042197914633	0.8405092475445973	0.6072565761139553	0.8296908098103877	0.5897321494658516	0.6145860336824551	0.7649929407925109	0.822459984914193	0.8493810240377978	0.8273914463956386	0.8368761913811225	0.844306002960013	0.7817484457177756	0.8238954087437778	0.8297472696995956	0.8169685721535007	0.7612832850842268	0.5668745010271224	0.603671889550686	0.8179023980649406
QinJ_2012__T2D-049__bin.25	0.7824961869945323	0.7848161824845423	0.5395967255748157	0.7937543725183889	0.7179657481053575	0.7686868073861559	0.7977566804995615	0.6654219012379984	0.7180496942972349	0.4430741619166471	0.6647441705145856	0.7070555156960895	0.744683279489681	1.0	0.7088601277768861	0.7906674631029531	0.8009908423176296	0.5676966736051917	0.775902021085435	0.5529598811137088	0.576570325190604	0.7152118509226534	0.7691650696352915	0.8034135756241206	0.7822693012318989	0.8208696086135878	0.805482810746468	0.6918005672606155	0.7740043750598791	0.7787062859832656	0.7469795544043717	0.6926629796061583	0.5370079482410886	0.5633881545608043	0.7682428937623205
VincentC_2016__MM056.2__bin.9	0.8105523119499908	0.8151561606941784	0.5510208760362671	0.8524093140025533	0.7405115940063554	0.8016604611290804	0.810272088413083	0.6923753979606286	0.7742865542257233	0.45180058171514087	0.6783721569611565	0.734417569751236	0.7704914563564627	0.8115901442436989	1.0	0.8138772550367491	0.8703342737016824	0.5813978833864477	0.8122243065084694	0.5775888536988008	0.5818791483532326	0.7507722900717453	0.7791870272550455	0.8788422059323799	0.8098486669454206	0.8283321338449191	0.8754712349393076	0.7085567641359019	0.7889809192284312	0.784028422320325	0.7696335032368552	0.7066064859139617	0.5533651249199141	0.5889290011609261	0.8065367739163911
VatanenT_2016__G80598__bin.6	0.7639444637822302	0.8110073158004528	0.5530603524479699	0.7872938206292237	0.720239606381918	0.7775104133467019	0.7877555315073705	0.6717244832478019	0.7002743960442435	0.4388842532579751	0.6856189372727768	0.7309768694931916	0.7668387593665064	0.7850482754739304	0.7058057504797572	1.0	0.7918869186098083	0.5827410669115258	0.8104385503960712	0.5379129016609356	0.5764034389584267	0.7178770659229537	0.7747861815241016	0.8028309498917526	0.7813035081462377	0.8079822607591328	0.796151970935002	0.7206679774218946	0.7799871962786623	0.7761060108975391	0.7672441901508612	0.7072306462239422	0.529831355475472	0.5563587024012636	0.7960124941808219
XieH_2016__YSZC12003_35636__bin.35	0.8162098380743266	0.8288612760357	0.553557218265748	0.8541739218953426	0.7532841958034024	0.7966907647938117	0.8028590617267765	0.7129220652133833	0.8366874682280077	0.4457710197828616	0.6756409314972995	0.7499520170034721	0.7694428835306913	0.8194512510089036	0.777688079952121	0.815936279841248	1.0	0.5935053871747202	0.8193392118938582	0.6088571096303529	0.5855714105173055	0.7553886717266536	0.7822613558970551	0.9056510890800785	0.8248893239487312	0.8232203981154738	0.9632754375277143	0.7071595358208433	0.7855216783869141	0.7914844914858151	0.7795561864343481	0.694637628313151	0.5428725316333223	0.6153550631437325	0.8158856967808689
RaymondF_2016__P19E0__bin.22	0.7236320362835604	0.8205334666345525	0.5175652290098927	0.7397887535105356	0.6884482499624456	0.7294706062412084	0.7069727047000987	0.633311279248278	0.6766337847876821	0.4509017268797884	0.6402121177137278	0.6786821385156722	0.6891299927157056	0.7199576577194279	0.644002919968675	0.7443269333511485	0.7357320911159934	1.0	0.8157710344498873	0.534220067732803	0.5515541097660528	0.6849858172112893	0.7034559669387973	0.7460375411707183	0.737555997158168	0.7262556715039148	0.7370399042200267	0.6403271740122006	0.7028451332455468	0.7063247560718569	0.7070758451510216	0.63615447861037	0.5076065105846911	0.5512335539327864	0.8101211646354053
XieH_2016__YSZC12003_36695__bin.43	0.8267400272685009	0.9825850773323749	0.5675343037481818	0.8518193325077255	0.7760113696887302	0.829395092451157	0.8065005879526357	0.725284990995144	0.7558318325240032	0.4516176185248705	0.6949941986068843	0.7770774000903741	0.7845934922823892	0.8199681541933459	0.7497040703511698	0.8625965108299183	0.8463661206455368	0.6797790522177469	1.0	0.5778062204477296	0.5941404627310953	0.7814979509557649	0.7962283456979187	0.8593388430290174	0.8426295611906985	0.8339577481479167	0.8496688778373761	0.7383965626583012	0.8018555667980607	0.7984920935671601	0.8023191573590444	0.7257181421478046	0.5486439650536059	0.5910429680734557	0.9598090749154533
XieH_2016__YSZC12003_37652__bin.104	0.845880551666617	0.8588417384051711	0.6642790503708558	0.8680742307348605	0.7843014506568169	0.8444021327931845	0.8371513508683089	0.7504288820708349	0.8609747698906794	0.5001164099967234	0.7393898305084746	0.7905487474308183	0.8164213160168002	0.8554897977420989	0.7804836317059367	0.8381672276667361	0.9207485031723809	0.6517046260165024	0.8458888921986238	1.0	0.6750326174376694	0.7914318906198803	0.8215964969765571	0.8918275892883739	0.8398972923058592	0.8477647969974085	0.9280023830091448	0.7469892466712341	0.8236044204819636	0.8306149950850437	0.8199107563075273	0.7081945726966727	0.5613223317744482	0.7510401239164756	0.8451353847070389
LiJ_2014__V1.FI14__bin.22	0.7739824653117703	0.795718275808071	0.6090713999081112	0.792398131293256	0.7391334409892454	0.798606762764323	0.7928422819348512	0.6876270444230339	0.7376110080431761	0.5400098523037569	0.7210161012146508	0.7267665811752071	0.7690563134333599	0.8062865624614303	0.7107121078868187	0.8118227214285884	0.8004264449273667	0.6081835294208875	0.7862056546709376	0.6101557133561182	1.0	0.7430564844593586	0.8643348111788969	0.8041573533963631	0.7897052257058538	0.8064291559263848	0.8029399239946676	0.7138127618566359	0.8807632153663199	0.8729935947101701	0.7629493498104175	0.701730873574523	0.6081669437761722	0.6259157376013151	0.7869528702750568
ChengpingW_2017__AS96raw__bin.56	0.8469543624286744	0.8660827265152208	0.6034787224159127	0.8500108388241641	0.7990568422508169	0.8496237379611632	0.8310212909075588	0.8105697620572017	0.7808890284452517	0.47686271134806885	0.7170895848622317	0.7884077875331196	0.8001601697338259	0.8360184929785305	0.7665018397193573	0.845140209733048	0.8630899867269416	0.6313528653025833	0.8644082902241008	0.5979619049539548	0.6211062154354938	1.0	0.8092685630167796	0.880171217412409	0.9467820935422934	0.8512961937362399	0.8699013414935396	0.7580607002960691	0.8122661640717105	0.812117805415379	0.8151175670332662	0.7306368547388707	0.5729514082189255	0.6214036529358089	0.8496039328007305
ZeeviD_2015__PNP_Main_178__bin.27	0.7862018571200692	0.8086039039178652	0.5667457455988968	0.8148866295273318	0.7570022310871379	0.8129229902843145	0.8039884563705908	0.6943609399906393	0.7328685084539327	0.5450910086744786	0.7082725018058482	0.7446403228299798	0.7849344366599438	0.8203512405688886	0.7258481654930775	0.8322612144532917	0.8155237074980858	0.5915978648195458	0.803577592006265	0.5663927078064394	0.6592120768166867	0.738400145749246	1.0	0.825188301881647	0.8023578127559174	0.8249906730010858	0.824216585482212	0.7365850156567086	0.923096409216307	0.9624104283651164	0.770132805622057	0.726414110209232	0.6643921548398458	0.578526266816731	0.7944370509302603
VogtmannE_2016__MMRS15137911ST-27-0-0__bin.28	0.8057215848393401	0.8203743827874623	0.5457434180405748	0.8489890760149854	0.742039004386332	0.7946896030148033	0.7906627988834791	0.705972685114532	0.7738334498427123	0.43721923906247695	0.6668609173390571	0.7404627432543531	0.7591195767755783	0.8024324512260561	0.7666621232111298	0.8075899911879526	0.8841677291993837	0.5875426448941816	0.8121638560830203	0.5757434549625611	0.5743454962561106	0.7520648620840739	0.7727554816842334	1.0	0.82258062531076	0.8153614539385914	0.8976770224633365	0.7033003025141411	0.7745060453598909	0.781947517857934	0.7684268403148707	0.6859186620949043	0.5328467220660559	0.5849336450369466	0.8035690330377934
YuJ_2015__SZAXPI015225-18__bin.46	0.7846502242436127	0.8068362172295681	0.5400326803688059	0.7942276921614788	0.7416272947575795	0.7842904347050644	0.7746524875851781	0.7770151878396073	0.7190608382201403	0.4297408327338127	0.6645417689888881	0.733140766731255	0.7415916552278176	0.7835591300683924	0.7085053660634844	0.7881933489231848	0.80763586953587	0.582532125333272	0.7986602622483112	0.5437765281142662	0.5656442338712228	0.8113053525482341	0.7535347547900068	0.8249443383058449	1.0	0.7946601493126585	0.8132230986735152	0.6953301570438136	0.7560489616168435	0.7581510767380789	0.7499046141156914	0.6793546992571395	0.5202965579157015	0.5591914732965038	0.7921422396775347
BackhedF_2015__SID39_12M__bin.10	0.793709904144613	0.8028407135255001	0.5557978533044753	0.8005022388229086	0.7198329456603898	0.7806779058136639	0.952610985825193	0.6791454757619165	0.721893607951498	0.4470682628780122	0.6690828210567816	0.7146669096035413	0.7558265206848208	0.8285081240308824	0.7302152323285965	0.821338014221135	0.8121628978803861	0.5779915981567061	0.7964830534428995	0.5530657462426921	0.5820384559537516	0.735058838088066	0.780712884992502	0.8239549231872779	0.8007345005703939	1.0	0.8199621665201687	0.7037810782230826	0.7913090887721811	0.7895797181704242	0.7599078912716533	0.7045212376472973	0.5393102230303536	0.5636858913269981	0.7865326430360808
XieH_2016__YSZC12003_36058__bin.76	0.8274898978552564	0.8376028876705467	0.5598811823439699	0.8672099335157522	0.7609692359354064	0.8083647325866541	0.8135578595659786	0.7201110218701559	0.8427382270413394	0.45072260633830324	0.6823662141659436	0.7597089911027665	0.7765609660061622	0.8279300336133895	0.7859646722975546	0.8241966374578011	0.9678148352031979	0.5973622252377326	0.8264126735033366	0.6165456530815123	0.5901783547250394	0.7649378989027162	0.7943253518355007	0.9238216829556478	0.8345100631974787	0.8350425008070474	1.0	0.7155776235613854	0.7960710125798083	0.8043279910668273	0.787990721684903	0.7034544165802623	0.5482893047169096	0.6218491306448005	0.8232058570353563
LeChatelierE_2013__MH0229__bin.61	0.812536283707038	0.8430083341513235	0.6124833714283043	0.8319163873814499	0.7785673486367609	0.8259036454316417	0.8366369853088964	0.7280353745693866	0.7613048579267923	0.4947189619470971	0.7486019846778754	0.7813614161045905	0.8491235352133084	0.8397431043428267	0.751214505069202	0.8810453447010597	0.8390490747362566	0.6128819897260434	0.8481352161130041	0.5860823879704028	0.619601849125218	0.7872058857898747	0.8383167164472116	0.8547458855094209	0.8426381351693707	0.8464094905557191	0.8450548988263009	1.0	0.8414807959278112	0.8405771738673173	0.8136184613371101	0.781398249033603	0.5857148065570092	0.6026276648951336	0.8273717274550222
WenC_2017__N253__bin.60	0.7564650668929159	0.7797971812830751	0.5436196507066933	0.7808618159022361	0.7256150522907739	0.7808476543421231	0.7798023738551165	0.6634335300426484	0.6984896853490163	0.5025624556271117	0.6894390322808043	0.7133225034113625	0.7531378870197029	0.7906922988806703	0.7039703664634116	0.8025074458336061	0.7843803341876425	0.5661521090024723	0.7751221355884411	0.5438279829910222	0.6434075105362007	0.7098740061731814	0.884160011782418	0.7921721819124777	0.7710783807735107	0.8009172599835852	0.791185907925942	0.7081785527263206	1.0	0.885055022381559	0.7476930818575939	0.7012996535767695	0.6115026170563089	0.5571876841002815	0.7688317279369188
ZeeviD_2015__PNP_Main_471__bin.17	0.7705965389322802	0.7821232319281289	0.549888174580142	0.7896380894098646	0.7295372099478884	0.7854138013702952	0.7816705676756716	0.6674761523223096	0.7069795465155894	0.5249974764362232	0.6844810291093082	0.7200038168902123	0.7602806833810708	0.7973765977313162	0.7012056325943498	0.800402350699658	0.7922032919889468	0.5703003356339823	0.7736959484183564	0.5497539525317654	0.6392396817786078	0.7114225959900572	0.9239954638941112	0.80167454228862	0.7750506289982714	0.8010565846087845	0.801282443566805	0.7090908230603258	0.8871478051304051	1.0	0.7470155703885026	0.7021415593100576	0.6316734066849204	0.5629473016794317	0.7673056540446418
BackhedF_2015__SID570_B__bin.3	0.8258397854077476	0.8629048384887889	0.5805189280567804	0.8539938512318053	0.7888076282538616	0.8471772957158595	0.8233376173064434	0.7412172635748073	0.7670182317885117	0.4640901999397139	0.7106931327674426	0.7826167878997007	0.8217272751039641	0.8396392805764613	0.755599709200004	0.8685906397928872	0.856516795708155	0.6266996156890026	0.8533773123023323	0.595702476076437	0.6132571278981528	0.7838322058398581	0.8116510794798496	0.8648031066221059	0.841539626347283	0.8462962042774748	0.8617231821580802	0.7534237301869129	0.8227034184581817	0.8200189376658539	1.0	0.743132672217537	0.5650291016416625	0.6083819514937434	0.8463512616713451
VogtmannE_2016__MMRS40913371ST-27-0-0__bin.26	0.7140903798906194	0.7476649321448807	0.5212964991740928	0.7412314270935572	0.6958322119471566	0.7315233076573417	0.7312153224873196	0.6151692784542779	0.6674350454774204	0.43546351684713897	0.6672434510213535	0.6723573054849374	0.7374677382616297	0.749860347818141	0.6681282205460626	0.7711111578007958	0.7350572165410881	0.5430382178413958	0.7434235077893402	0.4955526407852405	0.5432401507276421	0.6766729330893464	0.7373308374361893	0.743467029245418	0.7342424815434009	0.7556660433593761	0.7408955948616001	0.6968917342916725	0.7431867243884568	0.7423236322173499	0.7157160146618949	1.0	0.5390070638157946	0.5085081945399081	0.7334794386966108
ZellerG_2014__CCIS13047523ST-4-0__bin.11	0.7373867908454893	0.7537535460227827	0.5259130466502457	0.7591600491294033	0.731411100202363	0.7623015906556266	0.7498379628290957	0.6322770481965496	0.7042082065321109	0.5742232558594732	0.6937515263968227	0.6852675403847343	0.7324969827944773	0.7754634129632406	0.6979369120452894	0.7705764964471933	0.7662718905878757	0.5779858101257995	0.7496889375655322	0.5239281191098877	0.6280095874402397	0.7078108366723148	0.8995489650306658	0.7703952194474855	0.7500946421636511	0.771607884726512	0.7702877878022599	0.6967889726643182	0.8644001332775193	0.8908065202778899	0.7258842647560589	0.7189797241119763	1.0	0.5376117522657401	0.7469544351920269
LiuW_2016__SRR3992973__bin.110	0.8527763145486464	0.8779189833579251	0.6947047034270043	0.884994794291152	0.7993270680666673	0.8623904443570212	0.851183643881887	0.780503405857637	0.8594294295438504	0.5125265643559924	0.7501519323991317	0.8112530469828321	0.8351500130023652	0.8710296349145416	0.7952651387061836	0.8663185398486772	0.9299410654700045	0.6720015259918709	0.8646775270549214	0.7505284294571679	0.6919965917609775	0.821897840464313	0.8386254070978626	0.9054458953962101	0.8631181957860906	0.8634551618437258	0.9353472869826797	0.7675536692865083	0.8432622029340575	0.8499691372430604	0.8367919783503476	0.7262142446864144	0.5755901787849028	1.0	0.867468749077213
HMP_2012__SRS011239__bin.45	0.8153254604309677	0.9644871645793449	0.5636520518418863	0.8390411225869234	0.7714754643611392	0.8182186838407586	0.7959050535510237	0.7184783999719366	0.7527324436637514	0.4502107351499604	0.6929278998657246	0.7646952687880065	0.7716696992866576	0.8100096597770651	0.7427447733590234	0.8452964291305616	0.8408632930420372	0.6735208100960586	0.9576049794299367	0.5759658315431023	0.5933394635348288	0.7663496761343742	0.7853637487470548	0.8482922917317636	0.8338334828530837	0.8216480021411315	0.8444282185019485	0.7186654891309644	0.7935217780226105	0.790078492996824	0.7938862121136333	0.7143666609717073	0.5453874726918038	0.591589237955973	1.0
