	XieH_2016__YSZC12003_37877__bin.27	XieH_2016__YSZC12003_35520__bin.137	CosteaPI_2017__SID713A026-11-0-0__bin.18	QinJ_2012__T2D-016__bin.17	HMP_2012__SRS049959__bin.78	BackhedF_2015__SID7_12M__bin.16	BackhedF_2015__SID39_4M__bin.19	QinJ_2012__DLM022__bin.27	XieH_2016__YSZC12003_36526__bin.42	QinJ_2012__CON-007__bin.17	ZellerG_2014__CCIS52370277ST-4-0__bin.29	XieH_2016__YSZC12003_36211__bin.8	XieH_2016__YSZC12003_36667__bin.35	QinJ_2012__T2D-049__bin.25	VincentC_2016__MM056.2__bin.9	VatanenT_2016__G80598__bin.6	XieH_2016__YSZC12003_35636__bin.35	RaymondF_2016__P19E0__bin.22	XieH_2016__YSZC12003_36695__bin.43	XieH_2016__YSZC12003_37652__bin.104	LiJ_2014__V1.FI14__bin.22	ChengpingW_2017__AS96raw__bin.56	ZeeviD_2015__PNP_Main_178__bin.27	VogtmannE_2016__MMRS15137911ST-27-0-0__bin.28	YuJ_2015__SZAXPI015225-18__bin.46	BackhedF_2015__SID39_12M__bin.10	XieH_2016__YSZC12003_36058__bin.76	LeChatelierE_2013__MH0229__bin.61	WenC_2017__N253__bin.60	ZeeviD_2015__PNP_Main_471__bin.17	BackhedF_2015__SID570_B__bin.3	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.26	ZellerG_2014__CCIS13047523ST-4-0__bin.11	LiuW_2016__SRR3992973__bin.110	HMP_2012__SRS011239__bin.45
ZellerG_2014__CCIS52370277ST-4-0__bin.29	0.7561861448349891	0.7797519580574315	0.5659159941701731	0.7750023315650012	0.738947193252908	0.7657894496226522	0.7593834062061688	0.6675246825871411	0.708279890206147	0.4859877515118599	1.0	0.7115192111812715	0.7683366158111194	0.7760073732314393	0.6937868821581331	0.8111982781163881	0.7721336837081211	0.5918181269578288	0.7713828283437842	0.5584738215539011	0.6037268466451979	0.719793432484278	0.7787028452407729	0.781037336127554	0.7779891120486137	0.7747763069107587	0.776204321898607	0.7245591513469131	0.7909747404648135	0.783658746660376	0.7417302589591528	0.7236309141746351	0.5629025149814479	0.5678031903123931	0.770761260544617
XieH_2016__YSZC12003_36211__bin.8	0.8313384811291463	0.8598910006104921	0.59068119558118	0.8517988188479737	0.7920897007577112	0.8669140080986878	0.8042117080727718	0.7813549452563253	0.7579475106998754	0.4561090948127698	0.7031850405241629	1.0	0.7914307742188035	0.8151880940685406	0.7418948963374455	0.8533236030522431	0.846892834255216	0.620806210897698	0.8527414850100538	0.5902467305785649	0.600569069634041	0.7824320714691314	0.8080327952401142	0.8572099322603277	0.8488875057335283	0.816848422678784	0.8540812059187001	0.7462847278322545	0.8073294101360468	0.8132429414798775	0.8074920634232156	0.7199320036969284	0.5488671921452197	0.6065080833261947	0.8413566585376168
XieH_2016__YSZC12003_36667__bin.35	0.793500365095808	0.8224811573726459	0.5952934485528195	0.8221170943675408	0.7602143341330669	0.8045281175412269	0.8142421447597132	0.7094866728841398	0.7465742790089361	0.4696070219577329	0.7232365493781322	0.7538045875037052	1.0	0.8178567826056721	0.7413667148985598	0.8529719074181753	0.8278000920571609	0.599932454693521	0.8195774321560414	0.5807030426716269	0.6055768944100235	0.7549332688864354	0.8114497901172473	0.836684950719812	0.8163695464997106	0.8232924240123909	0.83156414204895	0.7730660164139914	0.8123450580555696	0.8184277504486669	0.8074428593215793	0.7527053410022387	0.5591835624606459	0.5946701520320223	0.8081727066698752
QinJ_2012__T2D-049__bin.25	0.7688687164735083	0.7707825356186002	0.5297254235585976	0.7796434027380937	0.7063187915937977	0.7543002784549095	0.7827695897295455	0.6536501806614468	0.7053995422853142	0.43535265256103656	0.6536315430665529	0.6947714923045216	0.7318390500433285	1.0	0.6965771825932873	0.777006568134888	0.787097362487666	0.5576699556117183	0.7622378914934628	0.5429249995456124	0.5658982227127898	0.7025860356048916	0.75608887144588	0.7893429616278106	0.7683320769643333	0.8055840082658503	0.7914265215131755	0.6801098663114535	0.7601723530841523	0.7650621802535761	0.7337585682876856	0.6800186807232126	0.527715489874549	0.5536639509175088	0.7547759221989775
VincentC_2016__MM056.2__bin.9	0.7994070335931411	0.803632959719586	0.5429756917985501	0.8409689985297524	0.7300763093308089	0.7894098076121692	0.7971844676802093	0.6827633250347898	0.7660644888001407	0.4441047510498683	0.6690667603919461	0.7239403132683994	0.7595346984281558	0.797527119871658	1.0	0.8020830008360854	0.8612685396791414	0.5731888680185939	0.8008903313709457	0.5710486585510591	0.5719466436045105	0.7404502234646033	0.766978521897556	0.8703908827358846	0.7984214015303486	0.8152554469441967	0.866415376636129	0.6987808600799262	0.7763304754294748	0.7716922380196503	0.7589890649333839	0.6963181025639308	0.5444671017744022	0.5825496391570861	0.7953198965941642
VatanenT_2016__G80598__bin.6	0.7530926523278852	0.8011183833420711	0.5457681039909316	0.775212870278666	0.7119902904603406	0.7669869534178227	0.7746274349551993	0.662895237664107	0.6895134280021606	0.4324819337840227	0.6784169204878506	0.7221051079690777	0.7578365442554236	0.7714844669999835	0.6955776081082486	1.0	0.7794652289957491	0.5757395479607336	0.8006314381827402	0.5293462455365909	0.5680146462826692	0.7087566320279002	0.7645308167159219	0.7908006210386003	0.770943229902348	0.7945877513716744	0.7838052194893071	0.712413461709043	0.7690274126878577	0.7656787471072338	0.7576681627791599	0.6984355051536049	0.5226057866947741	0.5478478675655984	0.7864194910199604
XieH_2016__YSZC12003_35636__bin.35	0.8044575494666087	0.8163273924763292	0.545315015857238	0.8423002969745657	0.7422953804901925	0.7839367424950339	0.7905134858220882	0.7022671611305267	0.836116242078866	0.43753543571870024	0.6653577577553601	0.7384280612757835	0.7578083069046035	0.8052375686219883	0.7695873840489706	0.8031373473486755	1.0	0.5842683845787534	0.8071861982937908	0.6069745058224096	0.5750023873313543	0.7441945301590074	0.7692292055560056	0.8975305381438823	0.8125683304659094	0.8105817241039156	0.9630685354770044	0.6964403392500282	0.7720725723518981	0.7780253003546487	0.7679575379632959	0.6837283907117525	0.5335080471188298	0.6134778170431191	0.8037788540116149
RaymondF_2016__P19E0__bin.22	0.713837990964662	0.8197716337584166	0.5105346836137367	0.729263739314073	0.6802456539876188	0.7200100093119419	0.695904249718659	0.6255765267961041	0.6662408216230831	0.44404151950106585	0.632187673426859	0.6710128255541407	0.6808183960370626	0.7072416903079035	0.6349099562375848	0.7353839920941282	0.7242815476459071	1.0	0.8150722969632365	0.5259131592564745	0.5430723704117394	0.6770348214273505	0.6936888787832084	0.7351816180275442	0.7285038598555682	0.7149496809385313	0.7259636355680626	0.6326389128996472	0.6929633794750112	0.6962820406885172	0.6982885912792013	0.6283257667701392	0.5000405334158456	0.5430120098069379	0.8093417510005894
XieH_2016__YSZC12003_36695__bin.43	0.8155321394574166	0.9822110144429296	0.5601103436690589	0.8393681495053515	0.7670219775783644	0.8187471595311485	0.7935573283119705	0.7164490981470701	0.7444072877477964	0.44478730829683866	0.6866370346351633	0.768053824687239	0.7750298208535015	0.8055279918845607	0.7392425177655456	0.8521582354388939	0.8338122249872708	0.6791967967975789	1.0	0.5691931701129938	0.5852602943800063	0.7724543539097223	0.7849376040962653	0.8468993800127358	0.8322380029664587	0.8207296277341751	0.8371690243372022	0.7298259972731499	0.7905503379913766	0.7870966859785994	0.7922809892710039	0.7170131224777613	0.5406341684474535	0.5825622559150119	0.959502239168454
XieH_2016__YSZC12003_37652__bin.104	0.8335632539989872	0.8459834976616722	0.6540137618778111	0.8553768431086355	0.7726077864823806	0.8306524083286169	0.8238408149891275	0.7390533496172291	0.8579671740490304	0.49062250156384973	0.727765035298323	0.7782855440707753	0.8039214798486789	0.839964731464657	0.7716460039915404	0.8248188019421524	0.9179015221470912	0.6415708796282505	0.8332796759107564	1.0	0.6625415984033839	0.7791996663787197	0.8074302225134788	0.8824707038813262	0.8269480206130291	0.8342121473891155	0.9252621607935421	0.7350713413362724	0.8093030294003754	0.8161715766584254	0.8076823448809984	0.6970103958773942	0.5509662506329869	0.748339221351762	0.832688451341932
LiJ_2014__V1.FI14__bin.22	0.7613047862078086	0.7837931972578115	0.5991682622272281	0.7780827813221516	0.7285517996609205	0.7856994694101477	0.7779791748921772	0.6776803963495212	0.7241958062443445	0.5335774223280257	0.7111230872389834	0.7157877459656496	0.7577828137826278	0.7913624977894782	0.6985804626705602	0.8000077112478027	0.785979486788457	0.598830948985357	0.7744548330891797	0.5988651972647041	1.0	0.7323852375699746	0.8555304186109027	0.7899996747490452	0.7780067458340414	0.791241228724872	0.7885767556712674	0.7039380567095502	0.8746325579652128	0.8639016458344507	0.7509090333390844	0.691297641456702	0.60128153184153	0.6152369517825153	0.7751986023255659
ChengpingW_2017__AS96raw__bin.56	0.8352176443094013	0.8559676909415517	0.5952239315476041	0.8372509140981774	0.7903468927863844	0.8386920095900188	0.8174164060187522	0.8099721863528762	0.7693597243697817	0.47002092865316986	0.7086898562289391	0.7794925845878401	0.7896380480898103	0.8212600475179813	0.7559635138531696	0.8344029320279692	0.850299814119567	0.6240244158017814	0.8544052438303325	0.5887199168615375	0.6121863312704758	1.0	0.7983679827615884	0.8677875907346418	0.9460394000260708	0.8373326553966902	0.8569835156248312	0.7489647302501139	0.8011572695381508	0.8012917645821795	0.8048444502699624	0.7216174046309506	0.565009538885452	0.6121719275174339	0.83975140562625
ZeeviD_2015__PNP_Main_178__bin.27	0.7741142965192183	0.7971192510407551	0.558510880348773	0.8014051528403935	0.7475301729030928	0.801261572090925	0.7901320926467107	0.6850497119596028	0.7206623376687382	0.5424697564564928	0.6995507105357878	0.7345027662293477	0.774426592863314	0.8064048513865317	0.7144753873189286	0.821245088232342	0.8019374201496362	0.583383863133704	0.7921826360275642	0.5566267526420747	0.6524971304385111	0.7284541396679277	1.0	0.8116000431727929	0.7914621037996822	0.8105509508774772	0.8103828924029849	0.7275320358386751	0.9147291342590075	0.9600004402704905	0.7592101547402922	0.7168801184524756	0.6619018338087324	0.5695432702930608	0.7833358276518453
VogtmannE_2016__MMRS15137911ST-27-0-0__bin.28	0.7944885320310539	0.8083541224628442	0.5379413408096253	0.8375044921750004	0.7313617813135366	0.7823824280882781	0.7778836378986959	0.6960152869330629	0.766339517355795	0.4294662373049904	0.6570648990060601	0.7296938305822351	0.7477726811761868	0.7883790201889421	0.7592895717541882	0.7954883486518552	0.87623980953178	0.5789930512821775	0.8004072802772595	0.5697028641615509	0.5642337949402111	0.7414836361756699	0.7600306267876396	1.0	0.8107586668209186	0.8023936831404365	0.8895857230063359	0.6931838321083439	0.7616068879196184	0.7688031368919565	0.757279323441523	0.6753243596496842	0.5239860607194372	0.57894182202618	0.7921775233716173
YuJ_2015__SZAXPI015225-18__bin.46	0.7735154168737283	0.7970347294103417	0.5324161580062353	0.7822287419076281	0.733567361102647	0.7741185117734647	0.7614530560279636	0.7763128885345164	0.7084541438821816	0.42332741449714245	0.6563812423754936	0.7246858668590481	0.7317127170019225	0.769598925691889	0.6985080922560857	0.777741709682242	0.7955725829880336	0.5753826196658925	0.7888109464887116	0.5353927530179045	0.5572649330015411	0.8106689323739151	0.7433020440890297	0.8130884090220776	1.0	0.781017769314118	0.8009013869639856	0.6864451142756065	0.7453010977129451	0.7477998761719196	0.7404454817793289	0.6703872690045478	0.5127829427667723	0.5509416164331866	0.7826949871844262
BackhedF_2015__SID39_12M__bin.10	0.7805805859649854	0.7898359212225363	0.5472560932952222	0.7855734362208309	0.7082877956245867	0.7668127811742992	0.9524437076188382	0.6672219287425933	0.7108467168853668	0.4388442692756263	0.6586672653029244	0.7026648537606037	0.7435583121566794	0.8130802851440473	0.7186874941507039	0.8077220967981148	0.7996939865972224	0.5689937096554037	0.7838493513616539	0.5442242535365505	0.5710766031579514	0.7230019038001069	0.7670481521821255	0.8108504790903797	0.7869878387500276	1.0	0.8073583133381984	0.6925653543204261	0.7766304261645501	0.7757548584524776	0.7476620694179682	0.6932587193765063	0.5298593152973433	0.5550329752605482	0.774015693680646
XieH_2016__YSZC12003_36058__bin.76	0.8156429631395802	0.8250081971326897	0.5515835150476558	0.8551266237328483	0.7497927958009148	0.795532083759418	0.8009905587713435	0.7093615767499394	0.8421630424336785	0.4424596116071082	0.6720174825722863	0.7482051406273328	0.7648414806736863	0.813482023224919	0.7778346682270905	0.8114149683838452	0.9676069581346983	0.58838503899397	0.8142549522793096	0.6147251059294361	0.5796211127740221	0.7535787549319349	0.7809933547416633	0.9154947260495299	0.8218658178062779	0.8222068438577234	1.0	0.7047067453021445	0.7822830475063223	0.7905287851160652	0.7762965679068521	0.6923599873532215	0.5388431680718555	0.6199484724518555	0.8110489274224051
LeChatelierE_2013__MH0229__bin.61	0.8011687443617106	0.8331215907338073	0.6045654135057189	0.8190820747970217	0.7700269703046194	0.8151271156731592	0.8233047737906599	0.7190430917224069	0.7496634087286563	0.4879697483862222	0.7408094830769518	0.7720656822739191	0.8396928096326522	0.8255523303371523	0.7408500553896203	0.8709538700283727	0.8263306830451671	0.605523256629226	0.8382909146999845	0.576731685199987	0.611030433908731	0.7777602026745942	0.8280134056904072	0.8424509790173834	0.8318707669008455	0.8329207858314753	0.8322170338273993	1.0	0.8305245887846535	0.8301373756070656	0.804159877348216	0.7732946307124927	0.5782409004435844	0.5935385320114612	0.8177252394374097
WenC_2017__N253__bin.60	0.7444415876556513	0.768730079405441	0.5355809197838882	0.7674484582152155	0.7158010911324716	0.7692093695399318	0.7655755132149384	0.6540039765660798	0.686615217194274	0.4971838950961979	0.680603005523638	0.702908878857609	0.742579499851461	0.7765620515505964	0.6926829736506867	0.7912312249183036	0.7709507693818258	0.5581922107642963	0.7641938169999144	0.5343847400063444	0.6389289958258014	0.7001654699623869	0.8761456702131408	0.7789788004592122	0.7601168611940523	0.786060367269047	0.7774825529579409	0.6989579609367526	1.0	0.8768713714935976	0.7367784527771764	0.6915297506054854	0.6055380826380532	0.5482056359232834	0.7578909786456263
ZeeviD_2015__PNP_Main_471__bin.17	0.7584952620090092	0.7708020516573506	0.5417094621023809	0.7764843286689462	0.7200760539033223	0.7737787528547816	0.7680849620834542	0.6583223978903008	0.6949028743391418	0.5221639874831236	0.6759023317729298	0.7097318082596242	0.7499088362585644	0.7834053600494618	0.6901726117623308	0.7896486568331798	0.7787318776576281	0.5621916520510264	0.7626544105585908	0.5401943774999054	0.6325822050900282	0.7019388855942362	0.9216816713562893	0.7881985539979559	0.7644686951913493	0.7870307748602576	0.7875354876156108	0.7002840586476222	0.8789448033512927	1.0	0.7362148751466822	0.6925923939787768	0.6289107352403064	0.5540066306638235	0.75625039430684
BackhedF_2015__SID570_B__bin.3	0.8140639091684585	0.8518640996531904	0.5729262017964292	0.8414241443293221	0.7797255821756708	0.8360401198727585	0.8099595362782345	0.7318855547231539	0.7558571631141084	0.45704839389098395	0.7022587901812929	0.7735821812111969	0.8121460766153069	0.8247782857793851	0.7451493656886131	0.8577497004306422	0.8437730866646664	0.6189112452303069	0.8427003331664875	0.5868179786976364	0.6035791461290756	0.7739533857786752	0.8001395826130135	0.8522574656873837	0.830924630063657	0.8326582454247393	0.8489348039082439	0.7446649298771372	0.8106938079996315	0.8081627261097225	1.0	0.7344486668579248	0.5565930276909258	0.5996475634246461	0.8359109600745595
VogtmannE_2016__MMRS40913371ST-27-0-0__bin.26	0.7035745289094191	0.7384652300250689	0.5146877410563407	0.7296593887453181	0.6875104426482256	0.7218718828382393	0.7196196057989922	0.6072015170145548	0.6570039029241416	0.42934033145007156	0.6598461374791105	0.664253810461891	0.7291581416304905	0.7361719327628521	0.6584000912449838	0.7615215968138959	0.7235131920036578	0.5363554232236493	0.734506111512976	0.4877266158882996	0.5351633355244135	0.6683196482532555	0.7276535665416384	0.731983868046947	0.7245505367479501	0.7435859211924812	0.7292106675257568	0.6896645046007682	0.7328332868103975	0.7322279883982804	0.7073523913956247	1.0	0.5316906234773744	0.5008360788535414	0.7246302427096559
ZellerG_2014__CCIS13047523ST-4-0__bin.11	0.7255346114511013	0.7425504050150783	0.5178503350399322	0.7462179834791037	0.7219244188348359	0.7507910572386018	0.7367230723582159	0.6231727167216577	0.6920675409185562	0.5723453151128077	0.684669437498582	0.6755103892851281	0.7225589995466963	0.7620446888953047	0.6867141975701319	0.7600677686825411	0.753053794561334	0.5693708153372352	0.7387440328727489	0.514261940148785	0.6208995253878994	0.697999636111446	0.8961772128361021	0.7575843849994283	0.7392625073344896	0.7580861775286808	0.7570169768690549	0.6878977250737454	0.8559688621720944	0.8869105105516559	0.7150465692827347	0.709220348754705	1.0	0.5287850081474559	0.7359612641079104
LiuW_2016__SRR3992973__bin.110	0.8399901791659244	0.8651916681986913	0.6842116042060984	0.8727563775886852	0.7882493386892282	0.8484902968063714	0.838225096184163	0.7686245783756855	0.8564529357244985	0.5038161703700388	0.7394183132360267	0.7991825179627913	0.8226965571832591	0.855995471557207	0.786650714558553	0.8530661291720685	0.9271041208448394	0.6619787504203145	0.8522705082543587	0.7478293670562931	0.680190396538799	0.8096875241115289	0.8256037526826309	0.8961708748924804	0.8503844508858278	0.8502006079201073	0.9324884336103043	0.7559770396329236	0.8296685397057941	0.8364700150217802	0.824778364445342	0.7152574896957447	0.5661398883034914	1.0	0.8550152932581069
HMP_2012__SRS011239__bin.45	0.804418422305705	0.964064265126126	0.5561098577147969	0.8270396453621053	0.7625976615154352	0.8078186703287638	0.7830969167316822	0.7097828141717439	0.7412956443954779	0.44344271986061856	0.684508238094341	0.7560594475802811	0.762489987806724	0.7958105345488066	0.7324150806854479	0.835109489383015	0.8283858103266719	0.6728728189983845	0.9572988482973263	0.567483157103574	0.5844770890485932	0.757462616272989	0.7743893130514827	0.8362667787469314	0.8238890119548673	0.8085722238859588	0.8319578815530738	0.7102864283055504	0.7822296805257726	0.7786951245734464	0.7840931015419914	0.705748054565073	0.5373608280774056	0.5830963320780603	1.0
