	LoombaR_2017__SID1048_bav__bin.12	ZeeviD_2015__PNP_Main_398__bin.8	Obregon-TitoAJ_2015__NO05__bin.36	LiJ_2014__V1.UC38-4__bin.41	IjazUZ_2017__S45_a_WGS__bin.8	LiJ_2014__V1.CD48-0__bin.29	YuJ_2015__SZAXPI017582-94__bin.3	LiJ_2014__O2.CD1-0-PT__bin.50	XieH_2016__YSZC12003_37179__bin.24	HMP_2012__SRS043411__bin.21	ZeeviD_2015__PNP_Main_155__bin.42	SchirmerM_2016__G88887__bin.20	YuJ_2015__SZAXPI015237-23__bin.30	Obregon-TitoAJ_2015__NO10__bin.25	KarlssonFH_2013__S347__bin.4	QinJ_2012__T2D-068__bin.33	LoombaR_2017__SID1019_aas__bin.1	SchirmerM_2016__G89000__bin.6	NielsenHB_2014__V1_CD21_0__bin.1	NielsenHB_2014__V1_UC32_0__bin.37	LiJ_2014__V1.CD3-0-PN__bin.6	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.15	XieH_2016__YSZC12003_36697__bin.51	HeQ_2017__SZAXPI029564-74__bin.33	LiJ_2014__O2.CD3-0-PT__bin.58	VincentC_2016__MM104__bin.7	IjazUZ_2017__S151_a_WGS__bin.15	BackhedF_2015__SID585_M__bin.15	Obregon-TitoAJ_2015__NO12__bin.20	ZellerG_2014__CCIS95097901ST-4-0__bin.47	KarlssonFH_2013__S640__bin.13	NielsenHB_2014__V1_CD6_4__bin.37	LiJ_2014__MH0358__bin.15	HeQ_2017__RSZAXPI003082-116__bin.8
ZeeviD_2015__PNP_Main_155__bin.42	0.7996001664226379	0.4493921609104576	0.43602548836522564	0.47433960699284955	0.7848736769240794	0.7738443036930605	0.7390067412105197	0.5508183737518872	0.7322778346646689	0.7341380132181134	1.0	0.5962095558128756	0.7682856417638794	0.7492058240632005	0.7745451744954118	0.7250790986017673	0.8139930815211174	0.7708977298256983	0.8034613356738226	0.5947841176660911	0.7536070010522177	0.7651832175620542	0.790075523613832	0.7493001545287965	0.7461193494570074	0.5419968802590944	0.7843104283468975	0.5191256158252798	0.7926397628887544	0.6695084289055889	0.7506399205618997	0.7880617732395861	0.6887860215921068	0.7978466223085627
SchirmerM_2016__G88887__bin.20	0.8389161851353543	0.4844718490383632	0.5072736703125252	0.5194214804343443	0.8250382722423196	0.8198581339657103	0.79336458924716	0.599003216722891	0.7942392124323319	0.7596449340951688	0.7826920327331615	1.0	0.8000576700923738	0.7933143372994483	0.7996508686108985	0.7794992393410534	0.8304666790701236	0.8007929039463931	0.8205885819199474	0.6206306978380296	0.7735760901232788	0.7835038409836939	0.8271015932858613	0.7684629544436182	0.7797110154064096	0.5921551923722329	0.8008808448548885	0.5790035397711263	0.8088673151162047	0.7432514326291878	0.7875281844629353	0.8263370457956767	0.7422416077751728	0.8262784185233466
YuJ_2015__SZAXPI015237-23__bin.30	0.8090371053821469	0.4550345905402691	0.4531191101385181	0.4848206088632126	0.7904876243548953	0.7843601048125929	0.8624064156899719	0.5603662937815903	0.7309522739508423	0.7307922302208419	0.7731331976553822	0.6132829875807899	1.0	0.7514557559337703	0.7853960325663769	0.7571412062619746	0.8194793855421355	0.7708857067650348	0.8136614061653065	0.603135573089541	0.7489858547023048	0.7603099804003752	0.8233649171303655	0.7741732526113726	0.7610239863820671	0.5534027865034985	0.7708705736902782	0.5337692270300561	0.8004827909425338	0.6930076940220686	0.7677939737344852	0.787065256569818	0.7007214349456631	0.7965876292158224
Obregon-TitoAJ_2015__NO10__bin.25	0.8127924423108343	0.44368967568822065	0.43815317162149725	0.4787120714020541	0.7820690724241847	0.7718363164192225	0.7123994879218161	0.5478703704111466	0.7386538438672384	0.6873760044602063	0.7240203333968953	0.5839866792733845	0.7216413805677163	1.0	0.7393254290328248	0.7141821612006974	0.7706604918998021	0.7369742203776996	0.763092497755144	0.5590895859380196	0.7281233884708423	0.7180619417310691	0.7638015155365173	0.7168165365846569	0.7077296590064855	0.5204234553651287	0.7423988669807777	0.5174477826019367	0.7456660737633914	0.6826511275804834	0.7360987375520038	0.7572217424486304	0.67505010465719	0.7575326533515182
KarlssonFH_2013__S347__bin.4	0.6877517504778817	0.3993093984463345	0.3784055768595078	0.4146113899616078	0.6836989226931656	0.6483791133268726	0.6358227556295647	0.4832496029717979	0.6312039534720177	0.6338341360391798	0.6391832519721669	0.5026747459978466	0.6440739474662963	0.6313419684851931	1.0	0.6181008005998953	0.6946607745161859	0.6632569061095522	0.6894293662102394	0.5133011498869368	0.6526662281775513	0.6512552409038893	0.6932621973118285	0.6370099855930377	0.6389391872758431	0.47731947015773196	0.663516013314124	0.4640380635628707	0.6775390155656115	0.5923318557829607	0.677453649331304	0.6952056893774696	0.6034354832462184	0.691464241513487
QinJ_2012__T2D-068__bin.33	0.8274311932034488	0.48010407071127476	0.4675932957632017	0.5101427520351584	0.8165926310204098	0.8058719275371181	0.820503665948008	0.5925111891794865	0.7849749389994931	0.7792669287502243	0.7846346774813941	0.6425483713801599	0.8141930476188598	0.79972650864067	0.8105182232233911	1.0	0.8526095592775015	0.8078513619337111	0.8422231997206897	0.6091401147618268	0.7716830419576971	0.7978920552387452	0.8394325621396433	0.799459723885175	0.7956103305369425	0.5814270469442543	0.8013957626098946	0.5773794142767815	0.8169072496414925	0.708132053029511	0.7947118428761073	0.8200480113933364	0.7373619968321159	0.8267511632998858
LoombaR_2017__SID1019_aas__bin.1	0.8182122953844184	0.4496488102113022	0.4353862265774341	0.4909220997589233	0.8112071005354039	0.7765795321478055	0.7581044878840929	0.5633242534864839	0.7497055214033922	0.750956974330291	0.7726897759367187	0.6005023114893588	0.7730202667891732	0.7570035726753277	0.7990585336501547	0.7479155068124806	1.0	0.7721326133477641	0.8450348291505043	0.5931571090355939	0.7520418840920131	0.7842829105516126	0.8378691472514105	0.7748197981323807	0.7526167824466099	0.5618521849381822	0.7816848371748569	0.5357741207494183	0.8115799841935396	0.6923229656968664	0.7784288101507411	0.8012945378600199	0.7059141857142301	0.8108121553151278
SchirmerM_2016__G89000__bin.6	0.7726804778629833	0.44989800855614226	0.4388455995739333	0.4794328858009113	0.761076775538762	0.7536049450186055	0.7252596778741224	0.5815344142801946	0.7199160049986251	0.7055793322867316	0.7360736426957766	0.5824420685117951	0.7314470427702686	0.7281606034551776	0.7674103397742265	0.7128101079438455	0.776661799156917	1.0	0.7750657897026932	0.5675366977746373	0.7474576108939394	0.7557109116921181	0.7686317134214474	0.7327950354881492	0.7251783109799185	0.5380218359156083	0.7716966781421546	0.5129112291535406	0.7773022915005969	0.6653410099589597	0.7647870188910432	0.7697982623164241	0.7072936935870704	0.7651455553660379
NielsenHB_2014__V1_CD21_0__bin.1	0.807896004679394	0.44600753740012555	0.4289815570503142	0.4787039866391438	0.7885359143921881	0.75833645994902	0.7473531210500959	0.5560304573196544	0.7242608616050304	0.730889716636217	0.7577480974919599	0.5895129656777106	0.7625564241315422	0.7447104324098751	0.787899846871042	0.7340150429968751	0.8395566953197894	0.765550669009802	1.0	0.5722849909124001	0.7395170270547882	0.7665318461387048	0.816300691465564	0.743838418220412	0.7339320963539149	0.5432038119354632	0.774509336224862	0.5213149234763497	0.7731654286987649	0.6838615487298634	0.7691440207289248	0.7833214500448471	0.7011294926029216	0.8026016021165577
NielsenHB_2014__V1_UC32_0__bin.37	0.8413459043225856	0.5182134190415548	0.516082317362624	0.5391851811531367	0.8535299575805065	0.8532115898512217	0.8095458417883279	0.7377909456977317	0.8074299306173548	0.7991719907287267	0.8261117236542792	0.6566299604920205	0.8324588242293666	0.8035468570206097	0.8639189991480657	0.7818339247082473	0.8678900511034005	0.8255604348029728	0.8428143200918519	1.0	0.8033379875361882	0.8412902057934065	0.8622600690914938	0.8142036312909273	0.8384046422192318	0.6260824819264602	0.8095401453478437	0.6710191691551672	0.8683761473580542	0.7157950901746528	0.8417465539699759	0.850597556606795	0.7606134180288544	0.8538128807912229
LiJ_2014__V1.CD3-0-PN__bin.6	0.8024017616372865	0.47623744421285663	0.46327480835129126	0.5017383214988048	0.8130789792866311	0.7940820291800614	0.7598403221817925	0.5904466504162692	0.7590160266600723	0.7664587086821869	0.7789474923752664	0.6090799684412571	0.7693168945255002	0.7787868725050341	0.81747742019053	0.7370892947563029	0.8188810777075164	0.8091430859269203	0.8104972857126035	0.5978361064989814	1.0	0.7846610379058184	0.8195259123185078	0.7693446850602325	0.7645312702393989	0.5646584472627502	0.8043993829559237	0.5644822835341081	0.8023636085302811	0.7013205214257958	0.7963853463807539	0.8036297264516433	0.7241520942994077	0.8090366340481152
VogtmannE_2016__MMRS40913371ST-27-0-0__bin.15	0.8622028561413438	0.5070238435147769	0.48467145473792533	0.5456976114481674	0.8516464641262186	0.8464435244778183	0.837899802533314	0.6434113682606181	0.8128741878688749	0.8110525339391178	0.8396349491532035	0.6548988389518915	0.8290565552789211	0.8153373960099629	0.8659596735924187	0.8090718665727253	0.9065951072865657	0.8684728859588635	0.8918573619470844	0.6646476627275005	0.8329978883215632	1.0	0.8737253297903673	0.8242021450812594	0.8278364521802092	0.6235546903713364	0.8606107216059756	0.6030439572143846	0.8695679784941828	0.7399200232419639	0.8432087511394712	0.8784652303119613	0.7816575500629803	0.8725237282550375
XieH_2016__YSZC12003_36697__bin.51	0.8330665119397413	0.45692087522134384	0.4483466213335645	0.49584820014965586	0.8235215293907451	0.7825828723662074	0.7733567487533102	0.5806589279617618	0.7505665163621954	0.7411807421585467	0.7667438532311334	0.6114325743812544	0.7940401240409908	0.7670304282527591	0.8152683456660835	0.7528100272953864	0.8565908717010704	0.7812238522405037	0.8399858835267126	0.6024771049554483	0.7694512795928512	0.7727367206972618	1.0	0.7555528332894037	0.755438291729834	0.5654731052880168	0.7888486052464456	0.5472362315738453	0.7901987804640747	0.7105340201699284	0.7997066143991566	0.8099578628579314	0.7166378912323964	0.8263505732384924
HeQ_2017__SZAXPI029564-74__bin.33	0.7628260182891334	0.4268260635377264	0.41807916241373394	0.46141904809142303	0.7391061836553379	0.723431026786297	0.7185885571528889	0.5458973013565007	0.6912249055218077	0.6877794862022246	0.7153950506740735	0.5588832125108879	0.7345082304580463	0.7081879069654118	0.7369834155204414	0.7053498629924809	0.7793030324388905	0.7327370090853954	0.7530240417957774	0.5596850697916042	0.7106369870702145	0.717131465436601	0.7433156080671279	1.0	0.7031365976712638	0.5095744282796746	0.7197911255326499	0.49797469037344877	0.7416096490884584	0.639085038639688	0.7342276021639269	0.749448097688232	0.6617863448447494	0.7614133050007528
LiJ_2014__O2.CD3-0-PT__bin.58	0.8770867985048567	0.5216979448245533	0.5068199749084935	0.5542144677108527	0.900932007191174	0.8897189492608353	0.842781277080073	0.6258799487822859	0.8598843721303207	0.8232569810002975	0.8470551107777073	0.674287414152127	0.8585589197718484	0.8314212915658911	0.8789906488870495	0.8346831873973383	0.9001042461554379	0.8622310746666322	0.8834853913110958	0.6852950838754737	0.8397216653517338	0.8564910692344504	0.8837321675698747	0.8360898638074421	1.0	0.6577590956710685	0.8756273523287246	0.6216412949286703	0.907778108307358	0.7597278735595018	0.8639321235950697	0.9053977779789697	0.7834540915969321	0.8821770115239856
VincentC_2016__MM104__bin.7	0.8046047998406564	0.5000345977574187	0.5054008069361067	0.5406517182798384	0.8374526220896656	0.7941271761827744	0.7916438978932876	0.6184184233381598	0.7846687313228695	0.7749373845259427	0.7691469486394675	0.640112187270224	0.7804090036945232	0.7642224267190396	0.8208107774277763	0.7624750782976351	0.8399436606238073	0.7996278962688098	0.8173639354270043	0.6396827870660002	0.7752380940063103	0.8064213437768982	0.8268805821218191	0.7574082852252055	0.8221972744727398	1.0	0.8061885364372587	0.6075922353578734	0.8415674918177921	0.7241433498260088	0.7838332116483859	0.8314054514425325	0.7492477412837902	0.8131701698782223
IjazUZ_2017__S151_a_WGS__bin.15	0.8526359352814709	0.4784388874238808	0.46548795560055894	0.515253861912408	0.8522704131666791	0.8179254109660388	0.781139528096404	0.6037698045887806	0.7809762396548796	0.769144865939251	0.8075744252763001	0.6281603117120043	0.7887591861478849	0.79101050207442	0.8278799060434553	0.7625344993754686	0.8478944706216879	0.8321788965642799	0.8455929481915806	0.6001413289614574	0.8013145657982036	0.8075626947848111	0.8369635294327417	0.7762666819319463	0.7941645966259353	0.5849498732637699	1.0	0.5628242894372085	0.8405169299145364	0.7240087500082114	0.8190426229754345	0.8492129778650318	0.7503310344698146	0.8225828853067618
BackhedF_2015__SID585_M__bin.15	0.8531407499762265	0.514529336559492	0.5697058067333736	0.5585065280404607	0.8797889613248383	0.8464862694546876	0.8454155792469245	0.7139038280696934	0.8477668712952886	0.836037882710114	0.8024372290255662	0.6817542413772457	0.8198993410324411	0.8276667758488918	0.8691877194650776	0.8247413966167598	0.8724406453726108	0.8303406837624899	0.8544347354444245	0.7467824702654537	0.8441617446615175	0.8494982900654741	0.8716291748993586	0.8062240912340761	0.8463989236745806	0.6618175670678232	0.8449224982301914	1.0	0.8597804380672633	0.7622454909502023	0.848876303582938	0.8573580014721991	0.7879286723089223	0.8453409126929619
Obregon-TitoAJ_2015__NO12__bin.20	0.7791022926529709	0.4425978389633994	0.42942637981529297	0.48934727333756395	0.7862784168796928	0.7766049125959685	0.7215908071815905	0.5436763928402745	0.7418235144901851	0.711076871305496	0.7427993204803102	0.5774055432613017	0.7454457404894148	0.7230867583340664	0.7693984679205383	0.7074345740233186	0.8012029104214372	0.7628885394682562	0.7682599564239636	0.5859008205311289	0.7274507677052203	0.7426327715367002	0.7630452662946788	0.7279153965530348	0.7493280390698198	0.5557405150376615	0.7649755258462607	0.521248228816042	1.0	0.6727659167409019	0.7421587476202718	0.8012537292016668	0.6961237655093366	0.7633377945674297
ZellerG_2014__CCIS95097901ST-4-0__bin.47	0.7342535182460388	0.40193916782229755	0.39238614794485766	0.4445526363813485	0.7232313116183448	0.6900121748989025	0.652132017868273	0.49298731112817495	0.6719918258028512	0.6277950032663288	0.647613816791134	0.5476509321599823	0.66614152680814	0.6832965852979059	0.6942989559208711	0.6329832205031998	0.7054794097862913	0.6740309670889826	0.7014042128147643	0.49850480604354575	0.6563165332658616	0.6522585274984329	0.708211929637724	0.6474833399600283	0.6473136319195698	0.49359649687340484	0.6801572069494781	0.4769977281162584	0.6944298735520819	1.0	0.6750668473359364	0.719243393067625	0.6197878693574281	0.701910251335404
KarlssonFH_2013__S640__bin.13	0.8332135077869597	0.47727782952179865	0.4562658401641625	0.5154468271432229	0.8241662925017348	0.7994036862358017	0.7690258229463911	0.6002800670899369	0.7643108809636014	0.7507036465310273	0.7640451001710644	0.610606555369607	0.7766054458623544	0.7753071553940978	0.8355804875152604	0.7475063917265639	0.834683419360345	0.8152735362111255	0.8301090211474309	0.6168637680944306	0.7842370189506808	0.7821631866235728	0.838757333323438	0.7827587582424514	0.7745752145727655	0.5622098675641677	0.809653640779401	0.5589759693345554	0.8060992285399404	0.7103527416703465	1.0	0.8303868618014094	0.7461983606009893	0.8237910452745753
NielsenHB_2014__V1_CD6_4__bin.37	0.7070074715601541	0.3879413870007868	0.36989546914653837	0.431467809584657	0.7088424553806473	0.6806684472997674	0.6199150649842347	0.4731573996841003	0.6513042693784348	0.6290193651244373	0.6393911092575174	0.5107067220378488	0.6345786673055649	0.6357403677214404	0.6835039280411261	0.6148419614176442	0.6848793340077259	0.6541220029460308	0.6738860690601689	0.49687945528008004	0.6308107204760975	0.6495399045202052	0.6771533976964169	0.6368802539028993	0.647056779124591	0.47534252045361775	0.6691575564508019	0.450018042959992	0.6937144686791961	0.6032844842375519	0.6619107938310823	1.0	0.5898735365976301	0.6825367070710655
LiJ_2014__MH0358__bin.15	0.6838632453879594	0.3990076242470278	0.38854233220580686	0.44139508435701985	0.6853819977669641	0.6648604225493446	0.64266089481486	0.5193476859032089	0.6427282161497532	0.6256523077457218	0.6399680414191337	0.5253240421423088	0.6469753879127296	0.6490233960691961	0.6794009840770224	0.6331004184507879	0.690941723858046	0.6882547981270273	0.6907363726163908	0.5088133789086069	0.6509393019836084	0.6618589071842026	0.6861072898843978	0.6440234108883579	0.6411861765165401	0.4905540545861707	0.6770680246099703	0.4736115186380598	0.6901838295847206	0.5953289155295077	0.6811471047380248	0.675501850913305	1.0	0.6769274542754763
HeQ_2017__RSZAXPI003082-116__bin.8	0.7170165983583686	0.4097096951855254	0.392564049372871	0.42767165370483196	0.7026874430630546	0.6745845022205168	0.6576212855558835	0.5126309092707492	0.6478305364071234	0.6481730721491886	0.6738351571757966	0.53158006349612	0.6685535639304475	0.6620426907298667	0.7076611390121654	0.6452484327065443	0.7213898945798145	0.6767898166048242	0.7187442870618863	0.5191794998901191	0.6610574193819039	0.6715624902579371	0.7191457081618571	0.6735418850011297	0.6562761592429421	0.48395297022748607	0.6747134342133166	0.46187827357367534	0.6879476297488828	0.6128522489395825	0.6835400799532304	0.7104834026038105	0.6153219701270346	1.0
