	CM_madagascar__A92_01_1FE__bin.44	BritoIL_2016__W3.18.ST__bin.6	BritoIL_2016__WL.1.ST__bin.16	LiuW_2016__SRR3993004__bin.60	BritoIL_2016__W1.1.ST__bin.29	CM_madagascar__A79_02_1FE__bin.25	CM_madagascar__A28_02_1FE__bin.17	BritoIL_2016__W2.39.ST__bin.64	LeChatelierE_2013__MH0318__bin.90	LiuW_2016__SRR3992977__bin.26	BritoIL_2016__W1.31.ST__bin.33	BritoIL_2016__W1.26.ST__bin.22	BritoIL_2016__W1.53.ST__bin.2	ZeeviD_2015__PNP_Main_293__bin.37	BritoIL_2016__M1.29.ST__bin.37	CM_madagascar__A29_01_1FE__bin.4	LiuW_2016__SRR3992995__bin.68	BritoIL_2016__M1.20.ST__bin.42	BritoIL_2016__M1.26.ST__bin.16	BritoIL_2016__W1.2.ST__bin.84	LiuW_2016__SRR3992958__bin.44	BritoIL_2016__W2.5.ST__bin.28	BritoIL_2016__M2.37.ST__bin.9	BritoIL_2016__W2.19.ST__bin.23	BritoIL_2016__M2.58.ST__bin.49	BritoIL_2016__W2.46.ST__bin.71	BritoIL_2016__W2.9.ST__bin.79	BritoIL_2016__WL.26.ST__bin.9	BritoIL_2016__W1.9.ST__bin.73	BritoIL_2016__WL.3.ST__bin.74	BritoIL_2016__W2.61.ST__bin.104	BritoIL_2016__M1.44.ST__bin.7	BritoIL_2016__M1.1.ST__bin.106	CM_madagascar__A62_01_1FE__bin.43	BritoIL_2016__M1.22.ST__bin.45	BritoIL_2016__M1.52.ST__bin.77	BritoIL_2016__M2.51.ST__bin.49	LiuW_2016__SRR3993048__bin.23	BritoIL_2016__W1.3.ST__bin.9	LiuW_2016__SRR3992980__bin.10	BritoIL_2016__WL.25.ST__bin.8
BritoIL_2016__W1.31.ST__bin.33	0.8863635689817623	0.9068648814998106	0.9496170364664773	0.7811121922757408	0.9548760030667918	0.8459227740114904	0.5563656384138781	0.8762307636204507	0.7218730673193976	0.6883799904296176	1.0	0.9715115096596229	0.911523475602344	0.9161885922702857	0.8803462059126462	0.910929922150217	0.9011107928889807	0.8949419284142517	0.5833480091055013	0.9081857009949285	0.8422004645252491	0.9672831083937707	0.650038572079981	0.9616867472737158	0.9489300917369176	0.9393303578575862	0.7226359109918865	0.6996652145064227	0.9459629174367742	0.9716386996850787	0.7901035486906544	0.9666581280355871	0.9739811901072843	0.9181474372544032	0.9174349952237033	0.9195542360208082	0.9202696428539662	0.6557161687873899	0.903077939319981	0.8452708139509373	0.8347937950242312
BritoIL_2016__W1.26.ST__bin.22	0.879670893188759	0.8926068603511721	0.9340213138232628	0.7690624635956427	0.9508409834829862	0.8323663574628076	0.5470192968791044	0.8580332852890992	0.7070588477150056	0.675389055508222	0.9356111135222057	1.0	0.904035258833553	0.9113432551148836	0.8815499290757461	0.9135069587999753	0.8903506467698057	0.8855338506273542	0.5740130564584471	0.8880356151679683	0.8361900998421621	0.9460002032933523	0.6366168445673849	0.9563241935078611	0.9332535387890569	0.9269297450153156	0.707751529839581	0.691671653825684	0.9424368591405488	0.9697603993686484	0.782088941983732	0.9610539047170911	0.9611703986605481	0.9023343901542059	0.8997897969579091	0.905878889698509	0.9088140802346325	0.6499711049336327	0.9035624304748157	0.8312413914402078	0.8292869771192191
BritoIL_2016__W1.53.ST__bin.2	0.9089872478843284	0.9200033362227406	0.9197626515821737	0.7990485807648886	0.9396772204498539	0.8651209827558987	0.563927687372099	0.8848553360201841	0.7333911214772318	0.6989282384446053	0.9158178660685296	0.9431465942229729	1.0	0.9304531603263541	0.8666124530471331	0.9486462978353276	0.9232335147404449	0.9014068732145996	0.6053888933570444	0.9137771105332297	0.8617025459549789	0.9378187656571614	0.6555945774465385	0.9374979520954159	0.9163054907673014	0.9424781581667457	0.7249448182801176	0.7119430816570304	0.9153314328778793	0.9339415982294189	0.8037955491214117	0.9339130020345001	0.9352585125808364	0.919231536836963	0.9236562022465886	0.9409470702304675	0.9335871245632378	0.6628466916287619	0.9327217917899133	0.8540083822596356	0.8417102311823633
ZeeviD_2015__PNP_Main_293__bin.37	0.8892539718952749	0.918656878834401	0.9214547048062728	0.7867684860035175	0.9336344974030482	0.8475048086255271	0.5577126235978519	0.869851241419471	0.7207509102566364	0.6916294623162575	0.9088502238143136	0.9387328168840106	0.9186724664278529	1.0	0.8564894386701724	0.9206470910021353	0.9115209961942743	0.9046559847535689	0.5824392525013676	0.9004373349332674	0.8595581358414653	0.9280673736963772	0.648995041380649	0.9265356720605622	0.9099884122418489	0.9386219390966255	0.7209264912621245	0.7046162805060968	0.9176904480403748	0.9267386048809756	0.8073102872234673	0.9375887463457387	0.9341477115648179	0.9159596369561254	0.9295520184462993	0.9316189921591465	0.9214085302369903	0.6646932185145318	0.9174228120018588	0.8516478733228632	0.8479006746781014
BritoIL_2016__M1.29.ST__bin.37	0.8934975265337756	0.9005392307343906	0.9365271578036224	0.7752570970615322	0.9489838155292412	0.8402749120573302	0.5517565887805786	0.8638068104615292	0.7232510857585716	0.6876814839790849	0.9339426623856997	0.9711050455691488	0.9150617234247066	0.9159700869110106	1.0	0.9172596611124811	0.9043010130391679	0.8888663824990312	0.5873884675580875	0.8971231172216658	0.849010047355681	0.9457243381024514	0.6510512860514621	0.952204291199694	0.9321504687759488	0.9306831849589098	0.7160373334876629	0.6985173671046606	0.9341445908338324	0.9681972130099794	0.7903548656578213	0.9606270979170547	0.9556361312270708	0.9018231433905862	0.907304777337715	0.9102236184571408	0.9016237311847979	0.6586006421450463	0.9110712775968879	0.844442438440131	0.83567522105189
CM_madagascar__A29_01_1FE__bin.4	0.8836211890567409	0.8820355544644978	0.8923179459765777	0.7627002763460831	0.9066749796095822	0.8397949830968886	0.5469862905270306	0.850655533288289	0.710427676823064	0.6677454564643073	0.8811416454350128	0.9175404051469889	0.9133217969263524	0.8977315875388451	0.8363466795452278	1.0	0.889637939598478	0.872747446752618	0.5787061519983756	0.8783056279847155	0.8327409309960733	0.8955150258163911	0.6263990809112423	0.8994436943421895	0.8868070842792461	0.9100541679619791	0.7006517477255078	0.685239345074696	0.885227758958305	0.899575041899297	0.779589335266647	0.9049809402649664	0.9017299448340259	0.8879200970939496	0.8917830918411945	0.9035665163530576	0.8977178218560041	0.6406482833619926	0.9000376261997652	0.8229652886835763	0.8182118263275567
LiuW_2016__SRR3992995__bin.68	0.9035530415882775	0.9134583601769151	0.9105074123732443	0.8034621500328031	0.9159160063957881	0.8578101013395059	0.562603072707632	0.8770860823081079	0.734269365705733	0.6992171865090584	0.8977976595055228	0.9211151687874204	0.9155257959805079	0.9155024601570353	0.8492715530699457	0.916331915755905	1.0	0.9041411634178178	0.5943811472540678	0.8833708035764659	0.8581920408300109	0.9132391806703762	0.6496427403582433	0.9036576097086478	0.8975386023259613	0.9195735274873846	0.7136023924240692	0.7104612133505723	0.8938577454108922	0.902025283626257	0.8075391251665631	0.9133502473744983	0.9183181192625999	0.8957308144822712	0.9354690633443543	0.936742490369542	0.9198263814733647	0.6654534992362687	0.912970966395528	0.8562832295479968	0.8537337169860869
BritoIL_2016__M1.20.ST__bin.42	0.8840020277350407	0.8990740699686824	0.913375218181039	0.7751697045743752	0.9300413675683585	0.8413678639466641	0.54996785478343	0.8588649117595332	0.7120226065854095	0.6752733082378953	0.892249234057081	0.9167461059949721	0.8944806293663919	0.9092165878185148	0.8353357955830255	0.89953725667549	0.9047472942595294	1.0	0.5919990186471814	0.8838684218693884	0.8499818952228513	0.9089502628518052	0.6425239093903937	0.9079813247376286	0.8888283918376275	0.9186009219395906	0.7148741459348494	0.7177082455805869	0.8983448538833638	0.9114920257693792	0.823860470546853	0.9122596683204827	0.9183928278479554	0.895080377820835	0.9485100137891895	0.9622226458986398	0.9732084768783522	0.6454428428490564	0.9082000600044042	0.828876011096381	0.8708362337925297
BritoIL_2016__M1.26.ST__bin.16	0.8933685314921989	0.8947141841811351	0.8969871729786442	0.7926539637413837	0.9098557101115736	0.850165499035435	0.5652183526810393	0.8725357340282713	0.7489653771956544	0.6983301181168984	0.8878861926196682	0.9072018591848017	0.9171128484561321	0.8936609469658511	0.8427296623458671	0.9105984815153259	0.9080177344569669	0.9037727462460937	1.0	0.876198598842522	0.8556816822914903	0.9069329091503932	0.6725082072630048	0.9052731805823491	0.8911104342234406	0.9084789205897948	0.7292683972428109	0.7414252998048306	0.8763420990286663	0.9002217935266975	0.8127751266344017	0.9005949842623617	0.9074662966347401	0.9034726593788427	0.9140501573763834	0.9447984566961112	0.9345751965794609	0.6657664060649136	0.9142730790491984	0.8420022337293127	0.8437729718753173
BritoIL_2016__W1.2.ST__bin.84	0.8907063640755923	0.9175520197747272	0.9147088928989907	0.7821457030545919	0.9342173018665968	0.8510855316332354	0.562563336799269	0.8830833051169985	0.7190876681771028	0.695032955379403	0.9186853717223441	0.9327711459810691	0.9200070658300836	0.9182019201903096	0.8554162016844628	0.9184955300227301	0.8968811677933706	0.8967851972659197	0.5823245681251288	1.0	0.8649307797575365	0.9234329137521866	0.6448697604965515	0.9296958903920606	0.9146702047801121	0.9359867584664749	0.7196281022098113	0.6953118697248075	0.9148510492427775	0.9277605847244311	0.7958625905984272	0.9333064815795069	0.926293735193922	0.9046859709383248	0.9146114228320482	0.9231848899203055	0.9213239614114506	0.6615494381675388	0.9288282568423238	0.846026085389177	0.8396953295642908
LiuW_2016__SRR3992958__bin.44	0.8833384829602101	0.891652057118401	0.9004345210738537	0.8058743555089593	0.9231448404612537	0.8534113514717965	0.5665099878485333	0.8626447305991035	0.7252972088815723	0.7170291911015687	0.8803422988492211	0.9075983390206495	0.8965039663490221	0.9057407544570099	0.8365313187703745	0.8998813364815786	0.9003685108115822	0.8911574450123668	0.5876500067714753	0.8937690341211074	1.0	0.9028378524537377	0.6413615964690398	0.9158911493874217	0.886850042968652	0.9001227542952381	0.7090881255595765	0.6928722242762192	0.8891520346501193	0.897700518567943	0.8040313365900462	0.9040021743098596	0.90690631594247	0.8964320678473929	0.9043443120072667	0.9111244646738178	0.9038435017545404	0.6787553253701611	0.9207123777919164	0.8571568915178672	0.8345630972882798
BritoIL_2016__W2.5.ST__bin.28	0.8825951131405191	0.8954590588441282	0.9331950274384765	0.7724659726029922	0.945711384548751	0.8378564006985176	0.5473365556072635	0.8621173357723091	0.7119671268159848	0.6776099958070506	0.9395417590113855	0.9541272329759344	0.9066510083812911	0.9087293405089596	0.8658852306813313	0.899237896890306	0.890321255949611	0.885546304444987	0.5787727329275542	0.8866979256419589	0.8389501384594827	1.0	0.6385476037985356	0.9607014666107607	0.9279233151024507	0.9220310116987895	0.7097033373112597	0.6957335588003557	0.9308166229709119	0.9507590505503822	0.7874168897530768	0.9500707848187586	0.9780123576816214	0.9058740456432491	0.9078798074929388	0.9214297151098231	0.9125027069865596	0.6505337947113545	0.9040603646483683	0.8361014670715244	0.8265423487888827
BritoIL_2016__M2.37.ST__bin.9	0.9009605223144606	0.9259131850462956	0.9273328830622467	0.8018887023960134	0.9373224327407564	0.848637089904687	0.5816939601510087	0.8903598304426937	0.7558211818943981	0.7124809096820045	0.9209215604245317	0.9365138769180623	0.9244376231735039	0.9268670709025751	0.8694247450844006	0.9174319595024841	0.9237571761954446	0.9130224950730599	0.6259671167697418	0.9031572739781955	0.8692613538038666	0.9313529806097813	1.0	0.9286492539444924	0.9224101431962862	0.9429886239345964	0.7563147159679905	0.7161150005796401	0.917981777461916	0.9328739056144435	0.8164914305683665	0.9330612385479092	0.938000359544823	0.9223689803544037	0.9334359044148408	0.9375442080521239	0.9313618012187561	0.678221244394713	0.9216981940433167	0.8692290115709589	0.8675224337488261
BritoIL_2016__W2.19.ST__bin.23	0.8734182282440708	0.8797368801048819	0.924665988994257	0.7674111055353255	0.9388353470497661	0.8371590371333028	0.5429574253023435	0.85843766486097	0.700970901547352	0.6710984154760935	0.9274901959102326	0.9577086666294948	0.8999217960320421	0.900804199853314	0.8656435814843885	0.8967862029328633	0.874740690225076	0.8783372149379587	0.5736219588735769	0.886389221291495	0.8450520621113928	0.9538974026846693	0.6321845785206439	1.0	0.9153978894936471	0.9068986765372369	0.6976528801792258	0.6828078512780701	0.925895235276709	0.957687221300073	0.780316618843582	0.9426205906615599	0.9583900562296537	0.8948298170141524	0.8910402843364743	0.8975064800637069	0.8968107935772668	0.6461051707548613	0.9030276516077563	0.8333343341153729	0.8098010874211704
BritoIL_2016__M2.58.ST__bin.49	0.874101255453801	0.9001544908170622	0.9340739641254581	0.775081336765682	0.939050342576141	0.8461113955787579	0.5565498748879085	0.8676754094357968	0.7052513117959608	0.6802353342777854	0.9370311590148773	0.9569120807603162	0.9005728485536211	0.9058332067135146	0.8676391068750317	0.905291010402733	0.8895547285988354	0.8803318288263997	0.5781250137232462	0.8928781694843602	0.8377875697104314	0.9433425348614369	0.6429250846888973	0.9372469250413601	1.0	0.9395717527432585	0.7140766399755016	0.689505954351872	0.9391683258986274	0.9618258080174206	0.7814591697194486	0.9584555251180052	0.9615491473728803	0.9058238383107363	0.9002795004416323	0.9066983201575531	0.9009443642762894	0.6534692220156294	0.909068818822995	0.834153214957709	0.8274088432452498
BritoIL_2016__W2.46.ST__bin.71	0.8649452528076721	0.8738029652546275	0.8729696939616782	0.7371795614158444	0.8867498283549372	0.8074263718507612	0.5267600856984506	0.8493984840087463	0.6846768523190695	0.6509555597834928	0.8736038845552531	0.8951495448993153	0.8724212569657565	0.8799934926530398	0.8158895074544968	0.8749891773996531	0.8583855161897829	0.856903164611062	0.5551130927269368	0.8605453487634662	0.8008696683183195	0.8828343907772144	0.6190406074994416	0.8745391778132557	0.8849247381206451	1.0	0.7242106395122798	0.6704147330746938	0.8667918503751375	0.8815687669404715	0.7615815610463593	0.8987707731886276	0.8873241844446833	0.8622822037847391	0.8854580096893293	0.8887144405198157	0.877167759956103	0.6212765429443539	0.881770329255212	0.8038572574841384	0.8028039496287228
BritoIL_2016__W2.9.ST__bin.79	0.8807105200791356	0.9003472814036779	0.9047007771220934	0.7820164948499347	0.9202883252739745	0.8341002017581838	0.5672932126506115	0.8948631708311721	0.7278486558512646	0.686572340309895	0.9011580853196427	0.9164627948961871	0.8997982418162599	0.9062854125912339	0.8416865608788775	0.9032810383909924	0.8931768613643615	0.8941691995816208	0.5975018513910667	0.8871507359533675	0.8459516926502271	0.9111624369667429	0.6657336074710793	0.9020801760476026	0.9017921613414757	0.9710691261175358	1.0	0.7174202312029734	0.8984139965534363	0.9125474216768223	0.8001506993507284	0.9181672208207643	0.9153624973795839	0.9010708305434604	0.910816375651037	0.9182722223310852	0.9114482333311028	0.6552053574432576	0.9007207022678477	0.8454547840943417	0.8460958848651045
BritoIL_2016__WL.26.ST__bin.9	0.8917896578857119	0.8966472958568851	0.8998601354179546	0.7903354670338915	0.9182818776111175	0.848775343602169	0.563444790167206	0.8662703269670182	0.7360461541777312	0.6805283470607831	0.892314480918637	0.9159678163996611	0.9037153916454073	0.9058846349738591	0.8397270617737128	0.9034605424204853	0.9094268123315263	0.9180879048330984	0.62124867801691	0.8766276414611708	0.8453658844610411	0.9134991063261972	0.644654348449976	0.902922485377364	0.8905244865109515	0.9193375735102002	0.7337022219146889	1.0	0.8877476130572037	0.9057598571634374	0.8257659372458361	0.9120630271626169	0.9164109666839465	0.9026638550066718	0.9406900817899642	0.9682882866531982	0.9460252784719331	0.6530454671435447	0.9078440247120563	0.8318051832702449	0.8604787459905676
BritoIL_2016__W1.9.ST__bin.73	0.8808543403004918	0.8989431983866272	0.945546900138966	0.7779328719992362	0.9630487771817602	0.8420808831589481	0.5547168287936596	0.8728711623756938	0.7112542417631119	0.6797016533299388	0.9401845100653105	0.9726214007630753	0.9054742465013926	0.9194492279077662	0.8751577953557778	0.9095639603068804	0.8916760666140977	0.8955518505815002	0.5722464047411095	0.8988707097638049	0.8454324506222824	0.9524465794210103	0.644005426627959	0.9541686262168364	0.9452846445523326	0.9263126628783993	0.7160346601698001	0.6918323002231235	1.0	0.9675245076372363	0.7930806368154982	0.9629362135479468	0.9658224983469059	0.9136454233748109	0.9135493612161115	0.9120326988516153	0.9100537005147281	0.6560400113624443	0.9048905068192346	0.8407958307844449	0.834686454292682
BritoIL_2016__WL.3.ST__bin.74	0.8707317248694916	0.8938940647655454	0.9391870555266897	0.7682577149987838	0.9583328895496868	0.8360316818344721	0.5494970372044221	0.8601733203028858	0.7032503673808945	0.6758435367589593	0.9433869280048591	0.9776920275827128	0.9025338846805405	0.9070575992791995	0.8860988251007869	0.902945811857803	0.8790295675052497	0.8876598880513772	0.5742552710702478	0.8904895485352982	0.8338356004680598	0.9503706912805869	0.639329114270211	0.9641243381026883	0.9457180155530576	0.920333111201627	0.7104917650547005	0.6895574589476139	0.945165900720081	1.0	0.7856496200972102	0.9617207099195	0.9687801802865067	0.9020684156060238	0.9024420574481529	0.9110136546230981	0.9065069237445361	0.6487717747843571	0.8938934890462201	0.8308205583613877	0.8241376084331367
BritoIL_2016__W2.61.ST__bin.104	0.8644894763767356	0.8795143159081716	0.8956129179275241	0.7663141543704157	0.9052160567484617	0.8265992743859819	0.5424766271386694	0.8477160591969929	0.7082052887617974	0.6751481606144965	0.8700267477533096	0.8942466375955295	0.8809533992303776	0.8961519212317353	0.8203591113595191	0.8874700830313207	0.8925075276006583	0.9099361716923039	0.5880163666345528	0.8663523188078852	0.8470040263644766	0.8926697835922954	0.6346243186146145	0.8909303471266161	0.8714351428195521	0.9017140043897266	0.7065435523484515	0.7129809037430205	0.8786723476940224	0.8910302471939018	1.0	0.8963464978333765	0.8985704169783103	0.8816060143758155	0.94053823936252	0.9404634775474598	0.9214903000625845	0.6520457803484816	0.8975554192358559	0.8265447537610253	0.8555892292056868
BritoIL_2016__M1.44.ST__bin.7	0.8679814692106471	0.8853420184342631	0.9259029614854157	0.7622084549139581	0.9359357407006792	0.8238127116127454	0.5434272080546134	0.858126695953899	0.7011228854340024	0.6713496144907639	0.9256443276286256	0.9555899265093741	0.8900950898177753	0.9050575268698149	0.8670803672771108	0.8958801415189955	0.8778257381285357	0.8761901841779675	0.5665929659540182	0.883493538695997	0.8281416348271639	0.9366227812423169	0.630663754977495	0.935906498892502	0.9294443431864031	0.9253882488812879	0.7050364614118853	0.6848073759764066	0.9277474666089779	0.948495239263288	0.7794685031657806	1.0	0.9502295907793481	0.8919430017539407	0.8927183355222105	0.8981854180471355	0.894327202774054	0.6460125813589435	0.8994763161226839	0.8256478480016488	0.817578244548958
