	CM_madagascar__A92_01_1FE__bin.44	BritoIL_2016__W3.18.ST__bin.6	BritoIL_2016__WL.1.ST__bin.16	LiuW_2016__SRR3993004__bin.60	BritoIL_2016__W1.1.ST__bin.29	CM_madagascar__A79_02_1FE__bin.25	CM_madagascar__A28_02_1FE__bin.17	BritoIL_2016__W2.39.ST__bin.64	LeChatelierE_2013__MH0318__bin.90	LiuW_2016__SRR3992977__bin.26	BritoIL_2016__W1.31.ST__bin.33	BritoIL_2016__W1.26.ST__bin.22	BritoIL_2016__W1.53.ST__bin.2	ZeeviD_2015__PNP_Main_293__bin.37	BritoIL_2016__M1.29.ST__bin.37	CM_madagascar__A29_01_1FE__bin.4	LiuW_2016__SRR3992995__bin.68	BritoIL_2016__M1.20.ST__bin.42	BritoIL_2016__M1.26.ST__bin.16	BritoIL_2016__W1.2.ST__bin.84	LiuW_2016__SRR3992958__bin.44	BritoIL_2016__W2.5.ST__bin.28	BritoIL_2016__M2.37.ST__bin.9	BritoIL_2016__W2.19.ST__bin.23	BritoIL_2016__M2.58.ST__bin.49	BritoIL_2016__W2.46.ST__bin.71	BritoIL_2016__W2.9.ST__bin.79	BritoIL_2016__WL.26.ST__bin.9	BritoIL_2016__W1.9.ST__bin.73	BritoIL_2016__WL.3.ST__bin.74	BritoIL_2016__W2.61.ST__bin.104	BritoIL_2016__M1.44.ST__bin.7	BritoIL_2016__M1.1.ST__bin.106	CM_madagascar__A62_01_1FE__bin.43	BritoIL_2016__M1.22.ST__bin.45	BritoIL_2016__M1.52.ST__bin.77	BritoIL_2016__M2.51.ST__bin.49	LiuW_2016__SRR3993048__bin.23	BritoIL_2016__W1.3.ST__bin.9	LiuW_2016__SRR3992980__bin.10	BritoIL_2016__WL.25.ST__bin.8
BritoIL_2016__W1.31.ST__bin.33	0.987280628320317	0.9897308111581692	0.9968966118259289	0.9900079249694406	0.9964038336420373	0.9870615902896889	0.9887784490580473	0.9931067575550462	0.9886802504743802	0.989501699357547	1.0	0.9971392646501236	0.9907533472953686	0.9905297293416199	0.9969597566462305	0.9906400460936621	0.9908273808728219	0.9901719393960865	0.9902354326666599	0.990927997531111	0.9908044116780205	0.9953210783027628	0.9903871171740898	0.9964974747164432	0.9955123978252485	0.9905623301721235	0.9907138725703989	0.990111908127342	0.9964845872763047	0.9963820395932561	0.990685873605948	0.9965708602283974	0.9963130484783933	0.989831993932182	0.9908133327228313	0.9903436093865149	0.9902038191324121	0.989245931497438	0.9899310330034752	0.9886848186741238	0.9905928750853146
BritoIL_2016__W1.26.ST__bin.22	0.9873578041395435	0.9898099852266316	0.9967297200289338	0.9900353559245157	0.99593331449224	0.9872443433305587	0.98878084454879	0.9929324395408036	0.989120423072468	0.9893222984536781	0.9971392646501236	1.0	0.9908346570632098	0.9902468308482716	0.997561569797197	0.9902133133107729	0.9906784159947084	0.9902113254125282	0.9902252309717091	0.9907947786108576	0.9905518128248301	0.9954123106902174	0.9902610135421122	0.9962424085230372	0.9962184929016354	0.990510792787092	0.9905689707949799	0.9902518407330557	0.996262419614706	0.997352467452763	0.9906914215465543	0.9961033922416459	0.9962819227694718	0.9900480508064127	0.9909351242552717	0.9904064940655556	0.9904763238392194	0.9889338520386552	0.9897663397650261	0.9887286939440334	0.9902733174608749
BritoIL_2016__W1.53.ST__bin.2	0.9873914381370896	0.9900477019189436	0.9906928213957302	0.9903679694834944	0.9907049794326824	0.9872466140708754	0.9886479356037462	0.9908894738264177	0.9888231965360705	0.9894980238420963	0.9907533472953686	0.9908346570632098	1.0	0.9904478492202908	0.9901963854191485	0.9917086977087594	0.9908272542407126	0.9902331549164237	0.9898571477276602	0.9907290483144928	0.990719240853834	0.9907762083450296	0.9907849245507256	0.9907256745700842	0.9908220474429349	0.9904578730842651	0.990708841621654	0.990096372605391	0.9908711578893059	0.9909577788418535	0.9902840078990374	0.9905645772289859	0.990800277698886	0.9904639603755745	0.9906639544360594	0.9903496492534389	0.9904861830960989	0.9895941315509187	0.9901153868896386	0.9890131611628408	0.9902797787787553
ZeeviD_2015__PNP_Main_293__bin.37	0.9869169982406721	0.989546214866817	0.9902313002313856	0.9904436761505464	0.990420851674674	0.9866501176974106	0.9885804757153298	0.9907813214477738	0.9892363478421632	0.9899728725768863	0.9905297293416199	0.9902468308482716	0.9904478492202908	1.0	0.9899337037871749	0.989999838707076	0.9908916461090074	0.9897245464128097	0.9900088034109843	0.99044369528134	0.9909749477406853	0.9903766876183416	0.9904157398380989	0.9904316103000956	0.9904539472820751	0.9900097746313109	0.9900568244927337	0.9902626819082134	0.9903676224138457	0.9904081585185623	0.9899317894785433	0.990165228753785	0.9904779516322977	0.9902009753876608	0.9900301807241181	0.9901114972754731	0.989799396879507	0.9894784863240461	0.9897457993885174	0.9892304954108758	0.9899140043023601
BritoIL_2016__M1.29.ST__bin.37	0.9869296963510781	0.9893320552854754	0.9964466427500536	0.9894813792472213	0.995715692538401	0.9868943479867012	0.9884338704415436	0.9925926166875209	0.9883761364139458	0.9887051049741945	0.9969597566462305	0.997561569797197	0.9901963854191485	0.9899337037871749	1.0	0.9903904801363862	0.990216260356929	0.9896025638511554	0.9896362980222748	0.9904347823067433	0.9902126761984245	0.9950544837438988	0.9898613994338911	0.9962173563944611	0.9963670386927526	0.9901823779406351	0.990236518448439	0.9895467914754218	0.9963129302727513	0.9973344858946773	0.990213757327663	0.9959304047029913	0.9961293097739027	0.9896513446831894	0.9904343150578164	0.9897753239011167	0.989930007334933	0.9883423895599769	0.9894067608454916	0.9882995319812793	0.9896232733080598
CM_madagascar__A29_01_1FE__bin.4	0.9874058862475829	0.9897017023742752	0.990414334761708	0.9897595831782657	0.9905016900957475	0.9870892996009922	0.9886220328572428	0.9906098096546934	0.9884760860829985	0.9891592722038862	0.9906400460936621	0.9902133133107729	0.9917086977087594	0.989999838707076	0.9903904801363862	1.0	0.990363919049641	0.9895919573831838	0.9895368190007483	0.9904242995768064	0.990049759725377	0.9901307184361351	0.9905925475089277	0.990276262631844	0.9906751647208156	0.9899902726102536	0.9901251919459889	0.9896138266941676	0.9904828923741203	0.9902520334571375	0.9896577195941579	0.990554346331636	0.9903967513754587	0.9904538064810852	0.9900359230191	0.9895681036619053	0.9896710382171586	0.9887908265725222	0.9895582070991327	0.9886050918110725	0.9900802808406619
LiuW_2016__SRR3992995__bin.68	0.9869703035723735	0.9899265232900331	0.9907093348589574	0.9911384305486018	0.9909736262289298	0.9869098061925405	0.9883685932297678	0.9908233797592455	0.9893028803580618	0.989859271782807	0.9908273808728219	0.9906784159947084	0.9908272542407126	0.9908916461090074	0.990216260356929	0.990363919049641	1.0	0.9904544360224907	0.9902816868830087	0.9910752515698675	0.9915052826214416	0.9907676659041689	0.9910487604624146	0.9908163579272272	0.9910005551065564	0.9901537449610978	0.9904135776833106	0.9907342720714961	0.990842150208645	0.99098863454188	0.9907983998225569	0.9905148669505789	0.9906455542642933	0.9906523339925998	0.9911094447753123	0.9905437426088826	0.9906941585085456	0.9897488190470835	0.9902631075585391	0.9895883686316278	0.9909381407245373
BritoIL_2016__M1.20.ST__bin.42	0.9865531531953539	0.9889913870943303	0.9901390669059216	0.9898462500084926	0.9902607641452605	0.986539837899943	0.9880504914794301	0.9903511408960429	0.9886642544158473	0.9891340633000564	0.9901719393960865	0.9902113254125282	0.9902331549164237	0.9897245464128097	0.9896025638511554	0.9895919573831838	0.9904544360224907	1.0	0.991853833536711	0.9900718068119623	0.9900133169545351	0.9899538416270102	0.9902321248385649	0.9901212792827291	0.9905500237344718	0.9896078131667272	0.9900198947135734	0.9926331350303015	0.9904412828645062	0.990162451048264	0.9934147542865045	0.9901452340398638	0.9901920978425484	0.9897363488242494	0.9934422514420731	0.9928105978491265	0.9993580330253309	0.9886290732615476	0.9894014711645501	0.9885421587359783	0.994235276449913
BritoIL_2016__M1.26.ST__bin.16	0.9863761670613546	0.9894310460464857	0.9902097191440267	0.9901930056180092	0.9902281746031746	0.9861008100838348	0.987787297401311	0.9903797642115141	0.988759051468639	0.988744094754826	0.9902354326666599	0.9902252309717091	0.9898571477276602	0.9900088034109843	0.9896362980222748	0.9895368190007483	0.9902816868830087	0.991853833536711	1.0	0.9897335075254139	0.9898881906386675	0.9901496713929588	0.9901239735310532	0.9899832511352612	0.9915941194990818	0.9897038378570768	0.9901073627149215	0.9929677098461127	0.9904736840494647	0.9899055058486337	0.9928893088258236	0.9901679832582342	0.9900432849282589	0.989440494987608	0.9932541073840971	0.9930358853717072	0.9918541261683742	0.9888551008959218	0.9893257132142397	0.9883866169585904	0.9932389577966056
BritoIL_2016__W1.2.ST__bin.84	0.9873519686646645	0.989678949534055	0.990714143950096	0.9902311631514978	0.9908271763429067	0.9870170297142654	0.988848361651733	0.9909744212446063	0.9888988377929491	0.9896486697003238	0.990927997531111	0.9907947786108576	0.9907290483144928	0.99044369528134	0.9904347823067433	0.9904242995768064	0.9910752515698675	0.9900718068119623	0.9897335075254139	1.0	0.9906176031831795	0.9910705462893133	0.9909537734088223	0.990790577201389	0.9910350403226592	0.9908468751746173	0.9908054624645506	0.9902098798124152	0.9909128531769931	0.9912267912902353	0.9905435710915617	0.9910284511976979	0.991037456449906	0.9903416487057468	0.9909468783448394	0.9901771282165104	0.9900253756557419	0.9890386402838377	0.9901270074397517	0.9888410876802228	0.9901688438038324
LiuW_2016__SRR3992958__bin.44	0.9869990955290324	0.9901428178126506	0.9903774244765872	0.9903387235598345	0.99033264568937	0.9866203624583364	0.9882496554908194	0.990746224670375	0.989031505842609	0.9899041024504489	0.9908044116780205	0.9905518128248301	0.990719240853834	0.9909749477406853	0.9902126761984245	0.990049759725377	0.9915052826214416	0.9900133169545351	0.9898881906386675	0.9906176031831795	1.0	0.9907173733322405	0.9905882184004327	0.990506740633094	0.9908970062165182	0.9904767945612082	0.9904048597716593	0.9903360136643283	0.990482825380145	0.9908043555147529	0.9900231628996745	0.9905670564855986	0.9906492922649653	0.9901531724920045	0.9907363930906428	0.9901399907788689	0.9899450768960792	0.989503131350461	0.9899374468324733	0.9892291173992226	0.9902185843587806
BritoIL_2016__W2.5.ST__bin.28	0.987262389872276	0.989896269470167	0.9965476965884748	0.9902517396137244	0.9957761114694189	0.987177847228749	0.9888715633036821	0.9931622825787659	0.9885265801891885	0.9894990220646274	0.9953210783027628	0.9954123106902174	0.9907762083450296	0.9903766876183416	0.9950544837438988	0.9901307184361351	0.9907676659041689	0.9899538416270102	0.9901496713929588	0.9910705462893133	0.9907173733322405	1.0	0.990614122910359	0.9971121088778592	0.9949219676310173	0.9906984012055164	0.990940790648226	0.9904798919952951	0.9964052728829766	0.9956011500277133	0.9907182058603894	0.9958952098203437	0.9980278325112295	0.9898548845709912	0.9911097152744768	0.9904427624394219	0.9901075548359055	0.9892525480420999	0.9902325070844762	0.9886875170053318	0.9903827971771227
BritoIL_2016__M2.37.ST__bin.9	0.9874199244679891	0.990436219975028	0.9904538321500255	0.9900534510324341	0.99068785398896	0.9873513664609629	0.9885659872025857	0.9906114826847514	0.9891174815088433	0.9894837174953655	0.9903871171740898	0.9902610135421122	0.9907849245507256	0.9904157398380989	0.9898613994338911	0.9905925475089277	0.9910487604624146	0.9902321248385649	0.9901239735310532	0.9909537734088223	0.9905882184004327	0.990614122910359	1.0	0.9905795085268755	0.9907407198544429	0.9899464516265583	0.9903981228569448	0.9903665519993587	0.9905940881269399	0.9906328167652106	0.9910312849703159	0.9905282247042912	0.9906000387691289	0.9903417590391548	0.9908596927162452	0.990382776584468	0.9904805765524956	0.9891498046143959	0.9906817492307025	0.9889107430939438	0.9902878872366939
BritoIL_2016__W2.19.ST__bin.23	0.9872847185523843	0.9896775662860116	0.9979604439066526	0.9900447354257575	0.9968207204504911	0.9870649808808368	0.9890174337691776	0.9937423227187282	0.988631955058536	0.9894224526790607	0.9964974747164432	0.9962424085230372	0.9907256745700842	0.9904316103000956	0.9962173563944611	0.990276262631844	0.9908163579272272	0.9901212792827291	0.9899832511352612	0.990790577201389	0.990506740633094	0.9971121088778592	0.9905795085268755	1.0	0.9954193265738447	0.9910623110314511	0.9912251835890336	0.9901961475416974	0.9974878752630723	0.9965037576200441	0.9905909299628479	0.9969271990213971	0.9982671950659436	0.9900791409810444	0.9911549347919363	0.990338981232635	0.9902896589003514	0.9889467870185255	0.9898722401525307	0.9885467429312618	0.9902398703777583
BritoIL_2016__M2.58.ST__bin.49	0.9873421656315507	0.9898799951708318	0.9955700104969252	0.9901863064584718	0.9951044401610881	0.987331480125732	0.9887082958217418	0.9927776393221212	0.9888117198435274	0.9893393433032068	0.9955123978252485	0.9962184929016354	0.9908220474429349	0.9904539472820751	0.9963670386927526	0.9906751647208156	0.9910005551065564	0.9905500237344718	0.9915941194990818	0.9910350403226592	0.9908970062165182	0.9949219676310173	0.9907407198544429	0.9954193265738447	1.0	0.9907005962422691	0.9907062570395605	0.9911101142281938	0.995357308523495	0.9961528572190931	0.99137524090235	0.9948976211792178	0.9950972268215809	0.9900088983998558	0.9918458882227739	0.9913700466996991	0.99079453480237	0.9892809529381313	0.9902326957861679	0.9888786002945901	0.9911608797737264
BritoIL_2016__W2.46.ST__bin.71	0.9874512667880702	0.9891239887135438	0.9904263186609672	0.9901316703164599	0.9907656466280932	0.987316441927828	0.9887215301703726	0.9966362384883294	0.9882375275207231	0.989274207099657	0.9905623301721235	0.990510792787092	0.9904578730842651	0.9900097746313109	0.9901823779406351	0.9899902726102536	0.9901537449610978	0.9896078131667272	0.9897038378570768	0.9908468751746173	0.9904767945612082	0.9906984012055164	0.9899464516265583	0.9910623110314511	0.9907005962422691	1.0	0.9997913986983735	0.9898038567524514	0.990876005590519	0.9905525750607562	0.9901923809100432	0.9912725428138979	0.9906840300428563	0.9900824368742753	0.9900781422222359	0.989799130360278	0.989827595273144	0.9888374440445887	0.9894100401037338	0.9885905965165477	0.989849933364158
BritoIL_2016__W2.9.ST__bin.79	0.9879197380895701	0.9897050258867939	0.9906564417475964	0.990516018151251	0.9909915469361625	0.9876967504220459	0.9887162812636527	0.9966153018825428	0.9886393026293521	0.9892508174556752	0.9907138725703989	0.9905689707949799	0.990708841621654	0.9900568244927337	0.990236518448439	0.9901251919459889	0.9904135776833106	0.9900198947135734	0.9901073627149215	0.9908054624645506	0.9904048597716593	0.990940790648226	0.9903981228569448	0.9912251835890336	0.9907062570395605	0.9997913986983735	1.0	0.9900097142658892	0.9911241976047855	0.9906903076284568	0.9903943664034385	0.9913657272585376	0.9908994852994149	0.9902235039771105	0.9903251080470804	0.9901288972039516	0.9901046366994357	0.9888529043158796	0.98989061712744	0.9885902677474037	0.9903580462493535
BritoIL_2016__WL.26.ST__bin.9	0.9862148356418023	0.9894795785822863	0.9900205919670528	0.9896489830085561	0.9903864152143727	0.9859873613044378	0.9873878279353582	0.9903837466513867	0.9890140709108877	0.9893391996868933	0.990111908127342	0.9902518407330557	0.990096372605391	0.9902626819082134	0.9895467914754218	0.9896138266941676	0.9907342720714961	0.9926331350303015	0.9929677098461127	0.9902098798124152	0.9903360136643283	0.9904798919952951	0.9903665519993587	0.9901961475416974	0.9911101142281938	0.9898038567524514	0.9900097142658892	1.0	0.9906313461722652	0.9902998352989424	0.9942835289511305	0.9903898108838286	0.9902759300360541	0.9896010631903503	0.9946470400798326	0.999237938712011	0.9928164323267291	0.9889991588029922	0.9896887498758239	0.9887354215104324	0.9948863472422473
BritoIL_2016__W1.9.ST__bin.73	0.9871788563410403	0.989785761191473	0.9979166802724643	0.9900337396314479	0.9969705640467481	0.9872215002145296	0.9889168183525469	0.9936830728088673	0.988742919008905	0.9893391252729984	0.9964845872763047	0.996262419614706	0.9908711578893059	0.9903676224138457	0.9963129302727513	0.9904828923741203	0.990842150208645	0.9904412828645062	0.9904736840494647	0.9909128531769931	0.990482825380145	0.9964052728829766	0.9905940881269399	0.9974878752630723	0.995357308523495	0.990876005590519	0.9911241976047855	0.9906313461722652	1.0	0.996249756507249	0.9909940991632197	0.9969434456602053	0.9972865311169585	0.9901710376137126	0.99153997849494	0.9907630147988309	0.9906344293619204	0.9891601011036721	0.9901276419576668	0.988824519519837	0.9908908433385969
BritoIL_2016__WL.3.ST__bin.74	0.9873740341201386	0.9898030250823717	0.9965098624561443	0.9901976861790344	0.9959756107411584	0.987321517080172	0.9889848909446696	0.9930827126640462	0.9888908093457256	0.9898127603566124	0.9963820395932561	0.997352467452763	0.9909577788418535	0.9904081585185623	0.9973344858946773	0.9902520334571375	0.99098863454188	0.990162451048264	0.9899055058486337	0.9912267912902353	0.9908043555147529	0.9956011500277133	0.9906328167652106	0.9965037576200441	0.9961528572190931	0.9905525750607562	0.9906903076284568	0.9902998352989424	0.996249756507249	1.0	0.990632963677735	0.9959918089209305	0.9963771173080356	0.9899439021816802	0.991092516620126	0.9903080866286141	0.9905142223757158	0.9891954643510015	0.9899611068604948	0.9889469027822226	0.9902075089484061
BritoIL_2016__W2.61.ST__bin.104	0.9872116545364663	0.9897883753398486	0.9906189154211034	0.9903014654541389	0.9907483105983512	0.9867728713497175	0.9884265910016983	0.990912900155624	0.9889032639228891	0.9892835035222554	0.990685873605948	0.9906914215465543	0.9902840078990374	0.9899317894785433	0.990213757327663	0.9896577195941579	0.9907983998225569	0.9934147542865045	0.9928893088258236	0.9905435710915617	0.9900231628996745	0.9907182058603894	0.9910312849703159	0.9905909299628479	0.99137524090235	0.9901923809100432	0.9903943664034385	0.9942835289511305	0.9909940991632197	0.990632963677735	1.0	0.990729113441703	0.9908042741316258	0.9899226622060975	0.9953905427522755	0.9947099758047	0.9937591253339868	0.9890079199625246	0.9897114563905067	0.9886501287477224	0.9950254838592101
BritoIL_2016__M1.44.ST__bin.7	0.9874098971004621	0.9897586484005744	0.9972019645871637	0.990004332795575	0.9967226368140402	0.987229595113932	0.9890203178372557	0.9935537566599841	0.9887544135763792	0.9895062743507954	0.9965708602283974	0.9961033922416459	0.9905645772289859	0.990165228753785	0.9959304047029913	0.990554346331636	0.9905148669505789	0.9901452340398638	0.9901679832582342	0.9910284511976979	0.9905670564855986	0.9958952098203437	0.9905282247042912	0.9969271990213971	0.9948976211792178	0.9912725428138979	0.9913657272585376	0.9903898108838286	0.9969434456602053	0.9959918089209305	0.990729113441703	1.0	0.9967501082503116	0.9901194135308442	0.9911137741386337	0.9903436294342753	0.9904272297163037	0.988995156043211	0.9896943864378612	0.9887576577768061	0.9906248731533711
