	WenC_2017__RA005__bin.4	BritoIL_2016__M2.49.ST__bin.10	BritoIL_2016__M1.27.ST__bin.57	BritoIL_2016__W1.37.ST__bin.61	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.55	BritoIL_2016__WL.15.ST__bin.47	ChengpingW_2017__AS67raw__bin.31	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.99	CM_madagascar__A94_03_1FE__bin.24	ZeeviD_2015__PNP_Main_606__bin.20	LiJ_2014__O2.UC13-1__bin.109	BritoIL_2016__M1.35.ST__bin.82	XieH_2016__YSZC12003_35838__bin.82	LiJ_2017__H2M513938__bin.69	BritoIL_2016__M2.3.ST__bin.9	LeChatelierE_2013__MH0322__bin.36	BritoIL_2016__W2.6.ST__bin.7	VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	CosteaPI_2017__SID713A013-11-0-0__bin.20	LiJ_2017__H1M513729__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	BritoIL_2016__W2.67.ST__bin.18	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	ZeeviD_2015__PNP_Main_4__bin.44	LeChatelierE_2013__MH0250__bin.33	HMP_2012__SRS017701__bin.15	BritoIL_2016__WL.44.ST__bin.16	QinJ_2012__DOM019__bin.2	BritoIL_2016__W2.34.ST__bin.57	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	ZeeviD_2015__PNP_Main_335__bin.29	BritoIL_2016__M1.1.ST__bin.27
LiJ_2014__O2.UC13-1__bin.109	0.9826497634603739	0.982775509220366	0.9824723254444855	0.9824401861534003	0.9837005824010612	0.982710019207474	0.9826256169612881	0.9814069176586621	0.9814046664673521	0.9817002725660067	1.0	0.9819548872180451	0.9822481504716647	0.9823104376738309	0.9817978795928443	0.9829571544000655	0.9824568582242822	0.9819940635076555	0.9826939313344147	0.9825990450135522	0.9823054363733598	0.9839747992355694	0.9816634032152465	0.9834300220499093	0.984121909854629	0.9839442177049295	0.9820726643339103	0.9823931658464032	0.982332994628158	0.9824361213677658	0.9815597452444219	0.9806616086458003	0.9816420686094754
BritoIL_2016__M1.35.ST__bin.82	0.981523637591182	0.984503791815726	0.9853804142005289	0.9842523666331289	0.9806878659733853	0.9850181662867309	0.9818008415955384	0.9819216573492062	0.9829174174483216	0.9800612693255901	0.9819548872180451	1.0	0.9829271203974218	0.9811791334072317	0.984350097805108	0.9840062858748878	0.9839474315564815	0.9803316552836551	0.9809461372189732	0.9825233426444239	0.9808591010983381	0.9809114045654007	0.9848995217935748	0.9814831124734186	0.9825430143629633	0.983268974178859	0.9805657265208694	0.9849158093734639	0.9818417811853056	0.9860826784547982	0.9822207493727032	0.9822261416279497	0.9834526742173416
XieH_2016__YSZC12003_35838__bin.82	0.9820743416429695	0.9827231475853953	0.9825206110119747	0.9828943927802771	0.9798457159783127	0.9832549025591173	0.9815649568683119	0.9818343669272233	0.982375615898491	0.9804152438531345	0.9822481504716647	0.9829271203974218	1.0	0.9814482983776113	0.9831451175125254	0.9836197852075599	0.9829952338632263	0.9798283322452187	0.9802815197160921	0.9822768427664782	0.9804392665543016	0.9801909144034978	0.9844368268477962	0.9810145172325935	0.9813759367795607	0.9830374330116102	0.979748815071564	0.9837454917334815	0.982178935793122	0.9833686521207293	0.9815299127230996	0.9820117284070569	0.9823732947167839
LiJ_2017__H2M513938__bin.69	0.9850809187443915	0.982355520652788	0.9815475815638972	0.9822706692302922	0.9818801741421946	0.9820806751454157	0.9849748011066849	0.980727553494908	0.980712550528132	0.9847274320828577	0.9823104376738309	0.9811791334072317	0.9814482983776113	1.0	0.9814159077144587	0.9821627921241489	0.9821095220697845	0.9791574497748321	0.9827328501343768	0.9821455478533275	0.985247837637442	0.9816033307481938	0.982357837350742	0.982843254249278	0.9830702638789499	0.9825928918986193	0.9807546426323711	0.9814540644546144	0.9859403929335012	0.9814273724913496	0.982644557745571	0.9816476698458887	0.9810099208361421
BritoIL_2016__M2.3.ST__bin.9	0.9817526719058047	0.9850394360789425	0.9882432989205288	0.9846757257232939	0.9804516382497109	0.9922788985819235	0.9814106904677578	0.9817373037757561	0.9824396630236795	0.9800774823730264	0.9817978795928443	0.984350097805108	0.9831451175125254	0.9814159077144587	1.0	0.9839586911245786	0.9840643978217973	0.9801160442858172	0.9802842322354853	0.9828534987559152	0.9810696371711775	0.9806754399800929	0.9869119456682999	0.980674165880576	0.9819406739540055	0.9828212916396952	0.980147830244222	0.9852651576006214	0.9819206481217874	0.9887335644274444	0.9820363394649422	0.9825932047520702	0.9834026625935405
LeChatelierE_2013__MH0322__bin.36	0.9821299517154752	0.9864442821014118	0.9843203625046608	0.9849382691392298	0.9832243636572211	0.984929531085353	0.9828544175671495	0.98205597559358	0.9831607048430523	0.9812233107259483	0.9829571544000655	0.9840062858748878	0.9836197852075599	0.9821627921241489	0.9839586911245786	1.0	0.985113626090844	0.9814216350582153	0.9829619174359047	0.9839410898607528	0.9824573917109491	0.9834111543545905	0.9843537181239678	0.9826687096129505	0.9833876252045003	0.984147572913982	0.9820076447095059	0.9841471364302481	0.9826722082374615	0.9840457711398031	0.9837265387860327	0.9834984221598878	0.9835424486148346
BritoIL_2016__W2.6.ST__bin.7	0.9825945780364528	0.9832151440160692	0.9840689881910384	0.984169492692044	0.9813861954351439	0.9847536840468136	0.9817464729025044	0.9816652596127367	0.9834043148551073	0.9811061519551328	0.9824568582242822	0.9839474315564815	0.9829952338632263	0.9821095220697845	0.9840643978217973	0.985113626090844	1.0	0.9804522685662524	0.981014336773104	0.9832776207347993	0.9815901189779864	0.9814164089404038	0.9855887828419331	0.9816367189205711	0.98197427383308	0.9826703773857772	0.9810905650527076	0.9848833944878287	0.98209550124222	0.9846658946360037	0.9819360151082835	0.9820880219570786	0.9835826968255065
VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	0.980564563761381	0.9807065782481111	0.9801344448012608	0.980730450105777	0.9805853586512993	0.9803922914635876	0.9802249062495181	0.9813467177198661	0.9796187587408259	0.9788401640408025	0.9819940635076555	0.9803316552836551	0.9798283322452187	0.9791574497748321	0.9801160442858172	0.9814216350582153	0.9804522685662524	1.0	0.9803583089411605	0.9808468171490614	0.9798531097441237	0.9804072562594476	0.9808062155680364	0.9809309869366784	0.9821160419096306	0.982070869236004	0.982378639282617	0.9809402739841083	0.9803145969331418	0.9802057354572283	0.9794555982366373	0.9794177468980486	0.9799819567238962
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	0.9833453851664001	0.9808974048557153	0.9807696087005225	0.9810288806787936	0.981048632695678	0.9814882802279667	0.9827885624260175	0.9812111631915046	0.9807375329307813	0.9814101401303781	0.9826939313344147	0.9809461372189732	0.9802815197160921	0.9827328501343768	0.9802842322354853	0.9829619174359047	0.981014336773104	0.9803583089411605	1.0	0.9813542408103555	0.9822269967719026	0.9811826468277962	0.9824908133671687	0.9997709406467092	0.9823432923088444	0.9831660212393986	0.9805149609702019	0.9825637582181272	0.9826684093060416	0.9817885031157019	0.980199149433252	0.979800539986078	0.9804773078415762
CosteaPI_2017__SID713A013-11-0-0__bin.20	0.9825089928057554	0.9829876244666513	0.9830438087020682	0.9831144527214578	0.9814269867945943	0.9830502917494709	0.9825080559049351	0.9819135228468061	0.982150533824641	0.980649825094633	0.9825990450135522	0.9825233426444239	0.9822768427664782	0.9821455478533275	0.9828534987559152	0.9839410898607528	0.9832776207347993	0.9808468171490614	0.9813542408103555	1.0	0.9818042594026846	0.9814232121209284	0.9838399408685874	0.9816823863817186	0.9827978170738535	0.9833674680240371	0.9812260423490795	0.9837894479947367	0.9825366411570244	0.9828881484863463	0.9819767690474811	0.9820487938279777	0.9822168339829948
LiJ_2017__H1M513729__bin.15	0.9858637151522377	0.9818350387625594	0.9813341745429466	0.9818741297974459	0.981131161360546	0.9814954322502542	0.9857900402740071	0.9814031473897301	0.9810525653915938	0.9846029777888646	0.9823054363733598	0.9808591010983381	0.9804392665543016	0.985247837637442	0.9810696371711775	0.9824573917109491	0.9815901189779864	0.9798531097441237	0.9822269967719026	0.9818042594026846	1.0	0.9809993360620454	0.9831072354202365	0.9823683851109052	0.9829254011358171	0.982856955614607	0.9807669882671385	0.9817118674406559	0.9865997323091654	0.9817009163787024	0.9827624481529803	0.9814376746537481	0.9810843547129044
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	0.981684051064367	0.9809683810071549	0.9804018578407686	0.9816718123755915	0.9997423666477427	0.9813079196839171	0.9813486775443531	0.9823972381873708	0.9809395328158963	0.9798679351023207	0.9839747992355694	0.9809114045654007	0.9801909144034978	0.9816033307481938	0.9806754399800929	0.9834111543545905	0.9814164089404038	0.9804072562594476	0.9811826468277962	0.9814232121209284	0.9809993360620454	1.0	0.9824191520631791	0.9819587288220399	0.9832771819313707	0.9840224384334568	0.981240891174699	0.9826879777987224	0.982401593099995	0.9817719194038276	0.9803368840591423	0.9792999579420257	0.9797293040044989
BritoIL_2016__W2.67.ST__bin.18	0.9829014401165062	0.9856760498982021	0.9859035414668983	0.9851409066776718	0.9821553436969702	0.9862440558009253	0.9823022590435033	0.9817959581670981	0.9839020939793206	0.9820580175351241	0.9816634032152465	0.9848995217935748	0.9844368268477962	0.982357837350742	0.9869119456682999	0.9843537181239678	0.9855887828419331	0.9808062155680364	0.9824908133671687	0.9838399408685874	0.9831072354202365	0.9824191520631791	1.0	0.9823772760285522	0.9833093259158692	0.9831804854127575	0.9808372136483267	0.986068808306036	0.9824396753275398	0.9862034615863529	0.9835490807981956	0.9852871513649594	0.9848296007789679
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	0.9833657335685032	0.9819534785173071	0.9812235483919801	0.9819185820114756	0.9819972839039441	0.9818331263058281	0.9828033871478131	0.9816358026142672	0.9807071358361482	0.9816660292052829	0.9834300220499093	0.9814831124734186	0.9810145172325935	0.982843254249278	0.980674165880576	0.9826687096129505	0.9816367189205711	0.9809309869366784	0.9997709406467092	0.9816823863817186	0.9823683851109052	0.9819587288220399	0.9823772760285522	1.0	0.9831264815575417	0.9834271462940838	0.9809506118594884	0.9821905959705688	0.982809109657113	0.981876668005621	0.9809460743385253	0.9805552755964695	0.9807833872548717
ZeeviD_2015__PNP_Main_4__bin.44	0.9830797981863401	0.9827150333531146	0.9821242242651635	0.98323609649282	0.9832264785498691	0.982358951933889	0.9835760509016812	0.9815898871638246	0.982395184365293	0.9820851361099757	0.984121909854629	0.9825430143629633	0.9813759367795607	0.9830702638789499	0.9819406739540055	0.9833876252045003	0.98197427383308	0.9821160419096306	0.9823432923088444	0.9827978170738535	0.9829254011358171	0.9832771819313707	0.9833093259158692	0.9831264815575417	1.0	0.9842632885862912	0.9810873123043703	0.9832956194056407	0.98315174179139	0.9832180749600016	0.9820045965388772	0.9817555679767715	0.9817427602400208
LeChatelierE_2013__MH0250__bin.33	0.9831109722188834	0.9837567457360907	0.9831120821509053	0.9829911732307659	0.9839259982903895	0.9830126612640705	0.9832385760834795	0.982464393687141	0.9825065320150047	0.9824466070807647	0.9839442177049295	0.983268974178859	0.9830374330116102	0.9825928918986193	0.9828212916396952	0.984147572913982	0.9826703773857772	0.982070869236004	0.9831660212393986	0.9833674680240371	0.982856955614607	0.9840224384334568	0.9831804854127575	0.9834271462940838	0.9842632885862912	1.0	0.9817748238917717	0.9837846010165963	0.9824989552536605	0.9829813286077969	0.982852020805942	0.981968676221519	0.9827655029593442
HMP_2012__SRS017701__bin.15	0.9817889883487922	0.9806190768754445	0.9805719034113414	0.9808936572433141	0.9807680545240072	0.9808666536086035	0.9809283724014487	0.9811048415079803	0.9805540286471986	0.9797634896808516	0.9820726643339103	0.9805657265208694	0.979748815071564	0.9807546426323711	0.980147830244222	0.9820076447095059	0.9810905650527076	0.982378639282617	0.9805149609702019	0.9812260423490795	0.9807669882671385	0.981240891174699	0.9808372136483267	0.9809506118594884	0.9810873123043703	0.9817748238917717	1.0	0.9810596676560638	0.9811042115510541	0.9808491726875269	0.9798928165769606	0.9792158881975408	0.9798245201914304
BritoIL_2016__WL.44.ST__bin.16	0.9820516665918637	0.9854172080781796	0.9845788289479573	0.992794739925786	0.9824414516721294	0.9851872010205166	0.9820670293962731	0.9816137792001057	0.9828539943237289	0.9804168918751158	0.9823931658464032	0.9849158093734639	0.9837454917334815	0.9814540644546144	0.9852651576006214	0.9841471364302481	0.9848833944878287	0.9809402739841083	0.9825637582181272	0.9837894479947367	0.9817118674406559	0.9826879777987224	0.986068808306036	0.9821905959705688	0.9832956194056407	0.9837846010165963	0.9810596676560638	1.0	0.9819166638993738	0.9852737802804848	0.9833372286695587	0.9840831745372012	0.9839698462860836
QinJ_2012__DOM019__bin.2	0.9862273399998995	0.9825992370429968	0.9819507034906694	0.9826830215907199	0.982260715801308	0.9824408529572797	0.9862952481131244	0.9812380997970921	0.9814300333511325	0.9859619930110102	0.982332994628158	0.9818417811853056	0.982178935793122	0.9859403929335012	0.9819206481217874	0.9826722082374615	0.98209550124222	0.9803145969331418	0.9826684093060416	0.9825366411570244	0.9865997323091654	0.982401593099995	0.9824396753275398	0.982809109657113	0.98315174179139	0.9824989552536605	0.9811042115510541	0.9819166638993738	1.0	0.9823943256141274	0.9829529325432022	0.9819663348395982	0.9815733197735389
BritoIL_2016__W2.34.ST__bin.57	0.9820686087490704	0.9861841094903329	0.9908172565162919	0.9846859690538444	0.9815269545936808	0.988367975441653	0.9826150971917299	0.9817202032068383	0.9826436642383762	0.9807577143163113	0.9824361213677658	0.9860826784547982	0.9833686521207293	0.9814273724913496	0.9887335644274444	0.9840457711398031	0.9846658946360037	0.9802057354572283	0.9817885031157019	0.9828881484863463	0.9817009163787024	0.9817719194038276	0.9862034615863529	0.981876668005621	0.9832180749600016	0.9829813286077969	0.9808491726875269	0.9852737802804848	0.9823943256141274	1.0	0.983140144098888	0.983389147491666	0.9842827066631167
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	0.9831344937884248	0.9820774611010312	0.9819452783696232	0.9827500850892664	0.9802774247203	0.9828252525191797	0.9827007595628632	0.9816322861935708	0.9825482769037716	0.981804098124828	0.9815597452444219	0.9822207493727032	0.9815299127230996	0.982644557745571	0.9820363394649422	0.9837265387860327	0.9819360151082835	0.9794555982366373	0.980199149433252	0.9819767690474811	0.9827624481529803	0.9803368840591423	0.9835490807981956	0.9809460743385253	0.9820045965388772	0.982852020805942	0.9798928165769606	0.9833372286695587	0.9829529325432022	0.983140144098888	1.0	0.9822753098882486	0.9824725483328549
ZeeviD_2015__PNP_Main_335__bin.29	0.9827357983377293	0.9825265567501503	0.9818520472572589	0.9830193393520762	0.9794787616725323	0.9828737229526529	0.9820209960402105	0.9816724591321455	0.9826083488497236	0.9807155429717892	0.9806616086458003	0.9822261416279497	0.9820117284070569	0.9816476698458887	0.9825932047520702	0.9834984221598878	0.9820880219570786	0.9794177468980486	0.979800539986078	0.9820487938279777	0.9814376746537481	0.9792999579420257	0.9852871513649594	0.9805552755964695	0.9817555679767715	0.981968676221519	0.9792158881975408	0.9840831745372012	0.9819663348395982	0.983389147491666	0.9822753098882486	1.0	0.9827464510479267
BritoIL_2016__M1.1.ST__bin.27	0.9816049655168498	0.9835786006220838	0.9830075577511259	0.9843533314246348	0.9799280509964814	0.9834293724219747	0.9815032852013356	0.9813001992278352	0.9829546693148926	0.9807670506355942	0.9816420686094754	0.9834526742173416	0.9823732947167839	0.9810099208361421	0.9834026625935405	0.9835424486148346	0.9835826968255065	0.9799819567238962	0.9804773078415762	0.9822168339829948	0.9810843547129044	0.9797293040044989	0.9848296007789679	0.9807833872548717	0.9817427602400208	0.9827655029593442	0.9798245201914304	0.9839698462860836	0.9815733197735389	0.9842827066631167	0.9824725483328549	0.9827464510479267	1.0
