	WenC_2017__RA005__bin.4	BritoIL_2016__M2.49.ST__bin.10	BritoIL_2016__M1.27.ST__bin.57	BritoIL_2016__W1.37.ST__bin.61	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.55	BritoIL_2016__WL.15.ST__bin.47	ChengpingW_2017__AS67raw__bin.31	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.99	CM_madagascar__A94_03_1FE__bin.24	ZeeviD_2015__PNP_Main_606__bin.20	LiJ_2014__O2.UC13-1__bin.109	BritoIL_2016__M1.35.ST__bin.82	XieH_2016__YSZC12003_35838__bin.82	LiJ_2017__H2M513938__bin.69	BritoIL_2016__M2.3.ST__bin.9	LeChatelierE_2013__MH0322__bin.36	BritoIL_2016__W2.6.ST__bin.7	VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	CosteaPI_2017__SID713A013-11-0-0__bin.20	LiJ_2017__H1M513729__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	BritoIL_2016__W2.67.ST__bin.18	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	ZeeviD_2015__PNP_Main_4__bin.44	LeChatelierE_2013__MH0250__bin.33	HMP_2012__SRS017701__bin.15	BritoIL_2016__WL.44.ST__bin.16	QinJ_2012__DOM019__bin.2	BritoIL_2016__W2.34.ST__bin.57	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	ZeeviD_2015__PNP_Main_335__bin.29	BritoIL_2016__M1.1.ST__bin.27
LiJ_2014__O2.UC13-1__bin.109	0.7001097174331105	0.812923588678528	0.8947161194916116	0.8376395586525475	0.8786045309526336	0.8600508217415667	0.854591293661807	0.54977547441576	0.7806156849650093	0.7931587869708946	1.0	0.8298973953323456	0.8494535843994768	0.6304188557347472	0.8920796259497038	0.786465382761476	0.8889290766861491	0.8185340583275247	0.8941678883203265	0.8837785516302046	0.853992511304598	0.7599381139566128	0.46010835041512493	0.8605556216122695	0.6750847444352756	0.8007471607677229	0.8390770635029694	0.5539819026754393	0.8452535640366048	0.7484729625914105	0.8284627384360602	0.8586218607535545	0.854253099108092
BritoIL_2016__M1.35.ST__bin.82	0.6181656584853616	0.7884700355698196	0.8646539707306973	0.8007285897047187	0.8291793613701406	0.8186105585423029	0.756043079414614	0.47782062753740007	0.7283770992479313	0.7088506733122824	0.538726086506393	1.0	0.7992593010271618	0.5858436185081382	0.8386879099588099	0.673160223180282	0.83782639561626	0.7615269140038602	0.8264108683916673	0.8160962677571786	0.7945852159701834	0.73054105319204	0.431498055122128	0.7828840579174277	0.5910529147285675	0.7077677719686157	0.7410335953618731	0.5167417564539627	0.750981682652133	0.7166398907023005	0.7835754878833369	0.8113001656473928	0.8227503568074422
XieH_2016__YSZC12003_35838__bin.82	0.6020012273001021	0.8248452386853063	0.854470192793143	0.7716239268251922	0.8343276452637752	0.7914875026372915	0.75704897050225	0.463961108886258	0.703920210579783	0.6913949945631219	0.5233228689697039	0.7585324333132586	1.0	0.5775561112570791	0.8238039197280814	0.6731898968374872	0.8475809950078976	0.7603422403972978	0.8102101893981097	0.7956619897964778	0.7754106608427666	0.7452882948994233	0.408136499633082	0.7515506835903659	0.5808862264732756	0.7071687397277219	0.7342491735024241	0.5143440151135998	0.7224349844569766	0.6865603620666891	0.7840934362253547	0.7979955268025586	0.8176954918433671
LiJ_2017__H2M513938__bin.69	0.6562936457771333	0.8081243672055735	0.8696004448025745	0.8032388930907882	0.8513360243804557	0.8316077368767074	0.8159191899724154	0.4920254430115722	0.763225680882048	0.7635870512746548	0.5613502319427336	0.8036053353485545	0.8347738487024584	1.0	0.871191108513189	0.7106025439207674	0.870873482957582	0.8068120220955806	0.8565904766855869	0.8471346180790438	0.8584340996710261	0.7623108432039226	0.44370705160432605	0.7962815620583912	0.6262048057190351	0.7307695477608032	0.7794987602459601	0.5442561444061448	0.7852711767804941	0.7421222839369592	0.8196349651848156	0.8349596057639211	0.8340365263049117
BritoIL_2016__M2.3.ST__bin.9	0.6351106431913852	0.8044220180569123	0.9268506921934149	0.8054708628702754	0.8508277704076496	0.8736824301049816	0.8052063331678734	0.47923640564636216	0.746967844846926	0.7316613348548576	0.5533223870736391	0.8013668987226615	0.8294083720338669	0.6068527766344756	1.0	0.685176091107739	0.8725933979745591	0.7869418599926868	0.8658781414558231	0.851461935103224	0.8070178537676272	0.7605657314356675	0.42714569359776294	0.7942634592182639	0.5962941111007085	0.7234838782615761	0.7822531924628024	0.5254173739928881	0.7737586535217338	0.7305917339546617	0.820768982103837	0.8332972677923827	0.843885963409227
LeChatelierE_2013__MH0322__bin.36	0.6733639698931746	0.8283287912742803	0.8983491134378543	0.8349305316099657	0.8803328748948196	0.8439916995728451	0.8175994112723955	0.5222841186326757	0.7785612179076581	0.7759781981165458	0.6233808156744209	0.821956176137457	0.8661265482175923	0.6325514671067074	0.8755912248434923	1.0	0.8978728039111559	0.806362118268107	0.866215715166903	0.8625135937271615	0.8395124712394262	0.7510729662175775	0.4527214825190453	0.8324603813749432	0.6509723430083235	0.7887245570857532	0.8143950445750094	0.5529535987611437	0.8100681901423116	0.7407961931356123	0.8277926608828544	0.8611303773172825	0.8540291891959003
BritoIL_2016__W2.6.ST__bin.7	0.603260590189476	0.770618579320842	0.8606431827385731	0.7768427801067973	0.8576106976178526	0.7938608057567066	0.7588058461431729	0.45437501593350266	0.7138263517774683	0.688187726543063	0.5217897178861037	0.7575980344013203	0.807568842134826	0.5740883842362596	0.8257825596163755	0.6649200065029588	1.0	0.7459516365431174	0.8239746033550419	0.8123495198216952	0.783415950721281	0.7361834068398923	0.401580687048455	0.751617067675489	0.5799021797867481	0.6985832660817626	0.7445507420937437	0.5028926882253401	0.7498713826769705	0.6787312710818525	0.8014018974764257	0.8054407530727107	0.7910703009122949
VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	0.6661459647706052	0.8568919396355927	0.9165689193963559	0.8404552566496745	0.8849331247160954	0.8649936910109525	0.834058446474537	0.5268687225558977	0.7788411648917378	0.7613541614091758	0.5802478170897896	0.8316075304093272	0.8748947660626861	0.6423095947105436	0.8993832332307071	0.7211623681421289	0.9008635744208348	1.0	0.8842754756977741	0.8713279160147378	0.8663458335436329	0.7980830767677787	0.4522495331348105	0.8269313077272498	0.6384096300408822	0.7757209912683591	0.8215939029929844	0.5658915863322062	0.7980467369908646	0.7573789935900671	0.8542674001917933	0.8693554736788978	0.8909140463332156
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	0.6368531379047566	0.7838335210255604	0.8778064238672397	0.7885074312490188	0.866217289993945	0.8264294694239028	0.8097680282378229	0.4866794218229261	0.7399240934817223	0.7208617161944019	0.5522478434448947	0.7862621602356611	0.812236683049611	0.5941327453824854	0.8621783526148438	0.6749431536603503	0.8669626355418574	0.7704168614312481	1.0	0.8445385079809139	0.818582893638091	0.7635025172451853	0.41949322658988364	0.8655994666931679	0.5999011482718757	0.7277751809166915	0.7941716176812674	0.5083305007270966	0.7961275451131935	0.6985004702932528	0.8235703326967481	0.8312418951916638	0.8198616339645391
CosteaPI_2017__SID713A013-11-0-0__bin.20	0.6303660815102131	0.7926540289700901	0.879212258761007	0.8055866702426646	0.8594484098454132	0.8379347260192157	0.7925985859783321	0.47883407445137355	0.749703289842889	0.729497700017354	0.5595153471159502	0.7959143473390744	0.8176493523762731	0.6023047155842136	0.869078812438162	0.6889071194661245	0.8761592881660766	0.7781680824162326	0.8657112141339062	1.0	0.807972071156347	0.7561094345490975	0.4211868857040471	0.7925440444986352	0.6013504650675345	0.7224311977263866	0.7804588245634991	0.5196739230874985	0.7775613647991093	0.7044938122465906	0.8177399543384141	0.8352355989082688	0.8213135481486323
LiJ_2017__H1M513729__bin.15	0.673530096447246	0.8181850605331662	0.9011081962567229	0.8300078127522817	0.8784473588704139	0.862788116326628	0.8456265697197771	0.5061024776690718	0.7820743363377808	0.7761629602282231	0.5780988455345133	0.8285999750338946	0.8520199169756504	0.6526048371588186	0.8807579285458497	0.7169706378357954	0.903466481075644	0.8272991349099894	0.8972133874233486	0.8639246042896397	1.0	0.7776512871280448	0.4402329270155913	0.8389348823243348	0.6343154780695899	0.7517477478693261	0.802630887699277	0.5471741308734811	0.8164104427724329	0.7473324101979312	0.851340819630492	0.8514396237154866	0.8596331332028477
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	0.6338572488221581	0.8480874333643077	0.9085735886275086	0.7997093094341469	0.9904279967721427	0.8459793408976053	0.8141159664824505	0.5013108076164392	0.7508716641398085	0.7170453897067214	0.5437564190345772	0.8052434342446324	0.865606303288176	0.6125669413605908	0.8773811561598278	0.6780074705335747	0.8973952984137853	0.8055592915016058	0.8845485686571787	0.8545594504491286	0.8219833594170294	1.0	0.4239731582465235	0.794835428180173	0.6046964917428799	0.7349448166805237	0.8009019253028153	0.5354152402145385	0.7786039313020655	0.7123722306450824	0.865126404036452	0.8493360884237295	0.8476136474788478
BritoIL_2016__W2.67.ST__bin.18	0.6823521597994205	0.8431690526069153	0.9067163318601663	0.8455702134293429	0.8499638857294668	0.8756469896933655	0.834517309482233	0.5275580019168697	0.8122187076533658	0.7659481633379733	0.5961206908480073	0.8612105060702415	0.8583204419685645	0.6456032374621676	0.8922272680730476	0.7399993911770485	0.8863770329843671	0.8265620229157269	0.8800028411737737	0.8619466283661682	0.8425749889996762	0.7676906884219401	1.0	0.8497037522865454	0.6574171700986754	0.798963894031598	0.8133828509333901	0.5698112372112588	0.8217606237298892	0.7671362905524515	0.8640498349259588	0.878750141828074	0.8863438244597388
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	0.6481979480284119	0.7778534728973232	0.8556364157538464	0.7893820229486649	0.849884634351713	0.8261646650153083	0.7921612648638761	0.49210355846685794	0.7328627558953402	0.7429670328634159	0.5698341695417716	0.7985891163095062	0.8077886663504759	0.5921496670095735	0.8479290286749875	0.6954394030970986	0.8478865975007095	0.7724354833995102	0.9280504006917224	0.8289424925580435	0.8206344686344045	0.7355642073243749	0.43427316812834205	1.0	0.6172882519393404	0.7365552109725131	0.7767912791678964	0.5187706085856182	0.8014320049861344	0.7121983025644459	0.8031561250342985	0.8118780886358943	0.8222360097346544
ZeeviD_2015__PNP_Main_4__bin.44	0.6656779240784795	0.8243498577421378	0.8892198292905654	0.8374299819553406	0.8703875673454773	0.85066659625686	0.816916900543143	0.5290202174890232	0.754198506711042	0.7767800908544101	0.6106127327548566	0.8235506635050946	0.8528420016821074	0.6360909935124233	0.8695478016040555	0.7428417054457263	0.893580944015188	0.8145734131711848	0.8785617594895461	0.8591453966798341	0.8475490303410453	0.7643967661291049	0.4589596693486792	0.8431911355770878	1.0	0.769367741403671	0.8122531095160141	0.555204937616482	0.8130233241070727	0.7452083765344722	0.8205419322597555	0.8426817377998911	0.8481743467021806
LeChatelierE_2013__MH0250__bin.33	0.6634486331333621	0.8453835197316124	0.9061368132004807	0.8459253563305656	0.8714127659298337	0.868730620689506	0.8294123181846202	0.5217410583442296	0.7840900119290574	0.7547621596893037	0.6081672404078159	0.8280847644416758	0.8718075171446401	0.623308923648626	0.8858941872072487	0.7557517415017635	0.9038937610922387	0.8311059631226659	0.8949729243927049	0.866673588331803	0.8434351791467534	0.7801105952307563	0.4683609605108189	0.8448184306638418	0.6460319932340723	1.0	0.83218639179004	0.5559557143212497	0.8174719050693626	0.7570993031829927	0.8573834159066354	0.8722206540324647	0.8640433555799978
HMP_2012__SRS017701__bin.15	0.6386078579818848	0.7910460138381028	0.8876185858286275	0.791219185245601	0.8760541504552213	0.825666148941069	0.8110782871347791	0.5006721977451619	0.7535668431876807	0.7208525691807578	0.5748793166022111	0.7821123204383237	0.8165602597473551	0.5997711210580334	0.8640672744088758	0.7039407958665206	0.8690419279684994	0.7940635865896062	0.8809966087672537	0.844610125307806	0.8123490238010685	0.7668810414869911	0.4301260687846587	0.8037289901619128	0.6152599619900956	0.7507024417656264	1.0	0.5119117538019661	0.7959270084956429	0.7030256703440795	0.82440711963754	0.8386266873236579	0.8240466304258748
BritoIL_2016__WL.44.ST__bin.16	0.6878334261061044	0.8663688737385586	0.9276847749915278	0.8769511033826026	0.8861770104472874	0.8882088108064177	0.8534458567373733	0.5465496963033502	0.7973451653118775	0.7871662288711931	0.5965649539739716	0.857219638385539	0.8990540244214736	0.6582044098501681	0.9122039896891883	0.7512370980677195	0.9225907064684856	0.8596439979083957	0.8863257535679181	0.8839435634864773	0.870441675062219	0.8057989882400929	0.47360806341057243	0.8436610128946485	0.6610098277800013	0.7882695348020566	0.8046044429723477	1.0	0.8161611700716573	0.7909645454670917	0.8677481978314172	0.8786240801311392	0.9093034988368902
QinJ_2012__DOM019__bin.2	0.6686721144024514	0.7764006031421761	0.8836023152877085	0.7922856170047181	0.8635337321854175	0.8247910890607519	0.8223094508487766	0.4885509995622355	0.7491701931027773	0.7430054963762829	0.577446860255849	0.7903341602218006	0.8011128945960406	0.6024762877571866	0.8522282212169853	0.6981886278515492	0.8727370008268884	0.7690889634709859	0.8806284352351768	0.8390563743372732	0.8239209105501241	0.7433878106911814	0.43330755386935166	0.8268412860547693	0.6140736417140912	0.735309596770271	0.7936397684712292	0.5177722651879956	1.0	0.7048061676151565	0.8118103993384892	0.8514076560143975	0.813119315141787
BritoIL_2016__W2.34.ST__bin.57	0.6694466239387822	0.8385615484303232	0.9272790286605955	0.8460043991501441	0.862471458419656	0.8827508573494018	0.8273741305286915	0.5152443996791001	0.7822481288184007	0.7670202590120867	0.5792304352425703	0.8543437199707311	0.8624301337376907	0.6449796572365579	0.9115392837936719	0.7232695427175992	0.8948386023221165	0.8268214817818762	0.8752396831553984	0.8611600885119588	0.8543602498435172	0.770470594458305	0.4582196445416156	0.832351275224586	0.6375957630630075	0.7714370410205323	0.7940934356569193	0.5684210004319806	0.7983989165219385	1.0	0.8333540875069426	0.8530086572453738	0.8799633698019059
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	0.6230838433606333	0.8086365140702276	0.8949643641245322	0.7994746679966999	0.8736094084304833	0.8382187189730156	0.8111890589238852	0.49125907211545183	0.748943509329654	0.7237550750241224	0.5423878134162429	0.7902676070125063	0.8332488078645975	0.6026327197467966	0.866329807813323	0.6837300902899814	0.8938381865557892	0.7889582391356027	0.8730169532608341	0.8456362949876708	0.8233649216197193	0.7915718474253138	0.4366180179088337	0.7940857032317008	0.5939230227799246	0.7390680134805693	0.7877779901273009	0.52755592431863	0.7779766094410597	0.7050034726915924	1.0	0.8531662090793405	0.8407572798336838
ZeeviD_2015__PNP_Main_335__bin.29	0.6342146147470071	0.8025283430792157	0.8884489779279545	0.7894436467566821	0.8667746187329296	0.8200994668828727	0.786982339645887	0.4773350484878407	0.7476897502910177	0.7182437482165261	0.5462294532492061	0.7950805563985378	0.8240310358415958	0.5965322474714304	0.8546700969756814	0.691143552091024	0.8729278865099174	0.7801781888511938	0.8562205302182746	0.8392930423006019	0.800163966355191	0.7551384428631606	0.43148380492533195	0.7799997282325605	0.5926921735506869	0.7305869723748397	0.7786943386312887	0.5190558799150274	0.7928402868052378	0.7012152534004901	0.8290292920005254	1.0	0.8280309996059373
BritoIL_2016__M1.1.ST__bin.27	0.6585359467540832	0.8591245424506319	0.9267383067543308	0.838012408876922	0.8751790565806893	0.8737194687404938	0.8313990382715738	0.5210195406725624	0.7727679755192939	0.757801249456701	0.57117823395584	0.8474411749444085	0.8874555899215126	0.6262755326710124	0.9096916918222616	0.7204170441394406	0.9010974520052195	0.8403189004247849	0.887586505334446	0.8674122021733863	0.8490830922506168	0.7920577665449708	0.4574179767332368	0.8302560277026536	0.6269929491338874	0.7606642505235426	0.8041962436321554	0.5645881900967965	0.7958190853725591	0.7602815014617301	0.8586551511882597	0.8702790116886041	1.0
