	WenC_2017__RA005__bin.4	BritoIL_2016__M2.49.ST__bin.10	BritoIL_2016__M1.27.ST__bin.57	BritoIL_2016__W1.37.ST__bin.61	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.55	BritoIL_2016__WL.15.ST__bin.47	ChengpingW_2017__AS67raw__bin.31	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.99	CM_madagascar__A94_03_1FE__bin.24	ZeeviD_2015__PNP_Main_606__bin.20	LiJ_2014__O2.UC13-1__bin.109	BritoIL_2016__M1.35.ST__bin.82	XieH_2016__YSZC12003_35838__bin.82	LiJ_2017__H2M513938__bin.69	BritoIL_2016__M2.3.ST__bin.9	LeChatelierE_2013__MH0322__bin.36	BritoIL_2016__W2.6.ST__bin.7	VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	CosteaPI_2017__SID713A013-11-0-0__bin.20	LiJ_2017__H1M513729__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	BritoIL_2016__W2.67.ST__bin.18	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	ZeeviD_2015__PNP_Main_4__bin.44	LeChatelierE_2013__MH0250__bin.33	HMP_2012__SRS017701__bin.15	BritoIL_2016__WL.44.ST__bin.16	QinJ_2012__DOM019__bin.2	BritoIL_2016__W2.34.ST__bin.57	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	ZeeviD_2015__PNP_Main_335__bin.29	BritoIL_2016__M1.1.ST__bin.27
BritoIL_2016__M1.35.ST__bin.82	1362660.0	1732811.0	1898549.0	1760201.0	1829368.0	1798111.0	1666121.0	1052862.0	1603329.0	1564894.0	1187025.0	2163632.0	1759340.0	1291864.0	1843462.0	1480144.0	1842322.0	1680721.0	1822780.0	1797140.0	1752739.0	1611381.0	947917.0	1725830.0	1301542.0	1557406.0	1635101.0	1135162.0	1654898.0	1572429.0	1726057.0	1787119.0	1810081.0
XieH_2016__YSZC12003_35838__bin.82	1397494.0	1913543.0	1982678.0	1789764.0	1941225.0	1835164.0	1758336.0	1077309.0	1633589.0	1607730.0	1214634.0	1759340.0	2279801.0	1341602.0	1910307.0	1560297.0	1965743.0	1769115.0	1884273.0	1846680.0	1803051.0	1733447.0	945180.0	1746545.0	1349437.0	1640023.0	1708542.0	1191977.0	1676892.0	1591693.0	1821215.0	1852596.0	1897632.0
LiJ_2017__H2M513938__bin.69	1050869.0	1297573.0	1397432.0	1289840.0	1367618.0	1335653.0	1306605.0	791337.0	1227534.0	1223108.0	901379.0	1291864.0	1341602.0	1577329.0	1400176.0	1141210.0	1398677.0	1299697.0	1374865.0	1360501.0	1374307.0	1224950.0	712441.0	1277923.0	1004741.0	1173084.0	1253653.0	874693.0	1256294.0	1192723.0	1315668.0	1341628.0	1341016.0
BritoIL_2016__M2.3.ST__bin.9	1464872.0	1849195.0	2123725.0	1852290.0	1965024.0	1993757.0	1857842.0	1105368.0	1721664.0	1690449.0	1276170.0	1843462.0	1910307.0	1400176.0	2264396.0	1576804.0	2007894.0	1818099.0	2000125.0	1961683.0	1862669.0	1756159.0	980054.0	1833970.0	1375079.0	1666889.0	1807208.0	1207546.0	1784356.0	1673200.0	1892543.0	1920342.0	1943143.0
LeChatelierE_2013__MH0322__bin.36	1214882.0	1487933.0	1617193.0	1502085.0	1586527.0	1518400.0	1474024.0	942375.0	1403206.0	1401312.0	1123756.0	1480144.0	1560297.0	1141210.0	1576804.0	1771957.0	1615034.0	1455887.0	1561502.0	1553281.0	1514142.0	1353319.0	814954.0	1501100.0	1172981.0	1420098.0	1469513.0	995593.0	1460717.0	1333941.0	1491078.0	1551488.0	1538625.0
BritoIL_2016__W2.6.ST__bin.7	1469025.0	1875381.0	2092648.0	1888695.0	2090975.0	1928925.0	1849396.0	1107515.0	1736837.0	1678377.0	1270810.0	1842322.0	1965743.0	1398677.0	2007894.0	1615034.0	2392757.0	1820467.0	2009727.0	1976812.0	1909681.0	1794863.0	974935.0	1832080.0	1413036.0	1701018.0	1815866.0	1221769.0	1826971.0	1649330.0	1952836.0	1962374.0	1924433.0
VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	1345995.0	1731160.0	1852805.0	1697912.0	1788032.0	1748088.0	1685858.0	1063727.0	1575223.0	1541080.0	1170725.0	1680721.0	1769115.0	1299697.0	1818099.0	1455887.0	1820467.0	1981300.0	1787117.0	1760073.0	1751784.0	1612842.0	913577.0	1670249.0	1287914.0	1564995.0	1657023.0	1142986.0	1612921.0	1530898.0	1728062.0	1758651.0	1801225.0
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	1472805.0	1817240.0	2035372.0	1827831.0	2007929.0	1914841.0	1873754.0	1127957.0	1715720.0	1670373.0	1277991.0	1822780.0	1884273.0	1374865.0	2000125.0	1561502.0	2009727.0	1787117.0	2274113.0	1957067.0	1895234.0	1769590.0	970976.0	1968922.0	1388764.0	1683381.0	1841926.0	1176515.0	1842416.0	1617934.0	1910726.0	1929309.0	1901582.0
CosteaPI_2017__SID713A013-11-0-0__bin.20	1423360.0	1788933.0	1984172.0	1817886.0	1942765.0	1891006.0	1789681.0	1081858.0	1693440.0	1650321.0	1263264.0	1797140.0	1846680.0	1360501.0	1961683.0	1553281.0	1976812.0	1760073.0	1957067.0	2218495.0	1825702.0	1709176.0	949749.0	1791063.0	1357444.0	1629818.0	1764572.0	1171891.0	1755676.0	1590126.0	1847449.0	1886837.0	1855069.0
LiJ_2017__H1M513729__bin.15	1417487.0	1728988.0	1905193.0	1753902.0	1857666.0	1823874.0	1779808.0	1069966.0	1653997.0	1635576.0	1221053.0	1752739.0	1803051.0	1374307.0	1862669.0	1514142.0	1909681.0	1751784.0	1895234.0	1825702.0	2074813.0	1644732.0	929096.0	1771874.0	1338948.0	1586941.0	1697966.0	1156433.0	1716906.0	1579478.0	1797355.0	1799990.0	1817966.0
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	1267420.0	1697018.0	1819101.0	1599067.0	1944624.0	1692214.0	1628410.0	1001661.0	1502534.0	1436415.0	1084729.0	1611381.0	1733447.0	1224950.0	1756159.0	1353319.0	1794863.0	1612842.0	1769590.0	1709176.0	1644732.0	1962912.0	847115.0	1588857.0	1207153.0	1466056.0	1602155.0	1069488.0	1555709.0	1424286.0	1732228.0	1702412.0	1698215.0
BritoIL_2016__W2.67.ST__bin.18	752578.0	927328.0	996988.0	930474.0	938152.0	962493.0	920965.0	582508.0	894899.0	845503.0	658301.0	947917.0	945180.0	712441.0	980054.0	814954.0	974935.0	913577.0	970976.0	949749.0	929096.0	847115.0	1084059.0	937653.0	724776.0	880941.0	898982.0	626436.0	906760.0	843255.0	952348.0	966842.0	975650.0
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	1398138.0	1680213.0	1849604.0	1705176.0	1835723.0	1784787.0	1709639.0	1063319.0	1585042.0	1605326.0	1229030.0	1725830.0	1746545.0	1277923.0	1833970.0	1501100.0	1832080.0	1670249.0	1968922.0	1791063.0	1771874.0	1588857.0	937653.0	2121082.0	1331791.0	1588622.0	1679634.0	1120307.0	1729637.0	1538514.0	1736650.0	1756209.0	1778201.0
ZeeviD_2015__PNP_Main_4__bin.44	1051465.0	1302577.0	1405925.0	1322544.0	1374607.0	1344648.0	1289702.0	836877.0	1192117.0	1228198.0	963466.0	1301542.0	1349437.0	1004741.0	1375079.0	1172981.0	1413036.0	1287914.0	1388764.0	1357444.0	1338948.0	1207153.0	724776.0	1331791.0	1552814.0	1213786.0	1285592.0	876776.0	1284109.0	1176921.0	1297498.0	1332845.0	1341550.0
LeChatelierE_2013__MH0250__bin.33	1247970.0	1589152.0	1704473.0	1591409.0	1637800.0	1634276.0	1559951.0	982059.0	1475808.0	1420694.0	1143015.0	1557406.0	1640023.0	1173084.0	1666889.0	1420098.0	1701018.0	1564995.0	1683381.0	1629818.0	1586941.0	1466056.0	880941.0	1588622.0	1213786.0	1849266.0	1567502.0	1045056.0	1538651.0	1424318.0	1613193.0	1642586.0	1625867.0
HMP_2012__SRS017701__bin.15	1333424.0	1653688.0	1855663.0	1653587.0	1831120.0	1725626.0	1695031.0	1046141.0	1575442.0	1508264.0	1200011.0	1635101.0	1708542.0	1253653.0	1807208.0	1469513.0	1815866.0	1657023.0	1841926.0	1764572.0	1697966.0	1602155.0	898982.0	1679634.0	1285592.0	1567502.0	2049992.0	1069675.0	1663069.0	1469336.0	1724707.0	1755668.0	1724073.0
BritoIL_2016__WL.44.ST__bin.16	913511.0	1146694.0	1228895.0	1152075.0	1176464.0	1175875.0	1133443.0	726196.0	1058089.0	1047178.0	792022.0	1135162.0	1191977.0	874693.0	1207546.0	995593.0	1221769.0	1142986.0	1176515.0	1171891.0	1156433.0	1069488.0	626436.0	1120307.0	876776.0	1045056.0	1069675.0	1304262.0	1084092.0	1047044.0	1150949.0	1164491.0	1205291.0
QinJ_2012__DOM019__bin.2	1393921.0	1624469.0	1849989.0	1657564.0	1807401.0	1725995.0	1714077.0	1023617.0	1569362.0	1549294.0	1208524.0	1654898.0	1676892.0	1256294.0	1784356.0	1460717.0	1826971.0	1612921.0	1842416.0	1755676.0	1716906.0	1555709.0	906760.0	1729637.0	1284109.0	1538651.0	1663069.0	1084092.0	2055900.0	1474979.0	1697946.0	1782555.0	1703074.0
BritoIL_2016__W2.34.ST__bin.57	1237160.0	1543223.0	1698512.0	1559289.0	1594756.0	1620956.0	1528165.0	952527.0	1444775.0	1419374.0	1070037.0	1572429.0	1591693.0	1192723.0	1673200.0	1333941.0	1649330.0	1530898.0	1617934.0	1590126.0	1579478.0	1424286.0	843255.0	1538514.0	1176921.0	1424318.0	1469336.0	1047044.0	1474979.0	1814896.0	1538388.0	1574272.0	1622544.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	1359639.0	1766435.0	1955278.0	1745226.0	1911870.0	1829663.0	1770887.0	1073623.0	1635254.0	1581455.0	1185450.0	1726057.0	1821215.0	1315668.0	1892543.0	1491078.0	1952836.0	1728062.0	1910726.0	1847449.0	1797355.0	1732228.0	952348.0	1736650.0	1297498.0	1613193.0	1724707.0	1150949.0	1697946.0	1538388.0	2145310.0	1863333.0	1835863.0
ZeeviD_2015__PNP_Main_335__bin.29	1424798.0	1803308.0	1997746.0	1773017.0	1953732.0	1842140.0	1769286.0	1073521.0	1679944.0	1616898.0	1229730.0	1787119.0	1852596.0	1341628.0	1920342.0	1551488.0	1962374.0	1758651.0	1929309.0	1886837.0	1799990.0	1702412.0	966842.0	1756209.0	1332845.0	1642586.0	1755668.0	1164491.0	1782555.0	1574272.0	1863333.0	2207770.0	1860197.0
BritoIL_2016__M1.1.ST__bin.27	1409239.0	1834801.0	1980351.0	1788304.0	1876051.0	1866254.0	1779343.0	1115306.0	1651420.0	1623048.0	1222251.0	1810081.0	1897632.0	1341016.0	1943143.0	1538625.0	1924433.0	1801225.0	1901582.0	1855069.0	1817966.0	1698215.0	975650.0	1778201.0	1341550.0	1625867.0	1724073.0	1205291.0	1703074.0	1622544.0	1835863.0	1860197.0	2100593.0
