	WenC_2017__RA005__bin.4	BritoIL_2016__M2.49.ST__bin.10	BritoIL_2016__M1.27.ST__bin.57	BritoIL_2016__W1.37.ST__bin.61	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.55	BritoIL_2016__WL.15.ST__bin.47	ChengpingW_2017__AS67raw__bin.31	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.99	CM_madagascar__A94_03_1FE__bin.24	ZeeviD_2015__PNP_Main_606__bin.20	LiJ_2014__O2.UC13-1__bin.109	BritoIL_2016__M1.35.ST__bin.82	XieH_2016__YSZC12003_35838__bin.82	LiJ_2017__H2M513938__bin.69	BritoIL_2016__M2.3.ST__bin.9	LeChatelierE_2013__MH0322__bin.36	BritoIL_2016__W2.6.ST__bin.7	VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	CosteaPI_2017__SID713A013-11-0-0__bin.20	LiJ_2017__H1M513729__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	BritoIL_2016__W2.67.ST__bin.18	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	ZeeviD_2015__PNP_Main_4__bin.44	LeChatelierE_2013__MH0250__bin.33	HMP_2012__SRS017701__bin.15	BritoIL_2016__WL.44.ST__bin.16	QinJ_2012__DOM019__bin.2	BritoIL_2016__W2.34.ST__bin.57	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	ZeeviD_2015__PNP_Main_335__bin.29	BritoIL_2016__M1.1.ST__bin.27
LiJ_2014__O2.UC13-1__bin.109	0.7124712623627909	0.8271711912351364	0.9106781904384211	0.8526112535483729	0.8931625605101255	0.8751827140575729	0.8697018263217889	0.560191154681645	0.795406534773164	0.8079439408707763	1.0	0.8451481897335525	0.8648054811725312	0.6417715129115561	0.9086184076091639	0.8001013871672611	0.9048021490661914	0.8335427766271252	0.9099149387298267	0.8994294835875963	0.8693757355731543	0.7723146106455102	0.4687027640106884	0.8750552681099624	0.685976745030498	0.8138135743461987	0.8543940728378511	0.5639105827839749	0.8604552312289563	0.7618540751019746	0.8440268077922873	0.875553660083858	0.87022869783705
BritoIL_2016__M1.35.ST__bin.82	0.6298021105252649	0.800880648834922	0.8774823999645042	0.8135399180637003	0.8455079237134596	0.8310613819725351	0.7700574774268453	0.4866178721704985	0.7410359062909034	0.7232717948338719	0.5486261064728197	1.0	0.8131419760846577	0.5970812041973866	0.8520219704644783	0.6841015477678274	0.8514950786455368	0.7768053901957449	0.8424630436229451	0.8306125995548226	0.810091087578664	0.7447574264015322	0.43811378275048624	0.7976541297226145	0.6015542384287161	0.7198109475178773	0.7557204737219638	0.524655764011625	0.7648703661251082	0.7267543648827527	0.7977590459005968	0.8259810355920045	0.8365937460714207
XieH_2016__YSZC12003_35838__bin.82	0.6129894670631341	0.8393465043659513	0.8696715195756121	0.7850527304795463	0.8514887922235318	0.8049667492908372	0.7712673167526464	0.472545191444341	0.7165489444034808	0.705206287741781	0.5327807120007404	0.7717077060673279	1.0	0.5884732921864672	0.8379270822321773	0.6844005244317377	0.8622432396511801	0.7759953609986134	0.8265076644847511	0.8100180673664061	0.7908808707426657	0.7603501358232583	0.41458881718185053	0.7660953741137932	0.5919099956531294	0.7193711205495568	0.7494259367374608	0.5228425638904448	0.7355431460903824	0.698171901845819	0.7988482328062844	0.812613030698732	0.8323673864517123
LiJ_2017__H2M513938__bin.69	0.6662332335232536	0.822639411308611	0.8859483341775876	0.8177368196489128	0.8670467606948201	0.846781489467321	0.8283655470735655	0.5016943199548097	0.7782358658212712	0.7754298564218371	0.5714590931885485	0.8190200015342393	0.8505530551964745	1.0	0.8876879839272593	0.7235079048188425	0.8867376431930181	0.8239859915084298	0.8716412365460852	0.8625347026523953	0.8712874739512175	0.7765976533747874	0.4516755857528772	0.8101816425108522	0.6369888590141942	0.7437154835801535	0.7947948715835441	0.5545406189831037	0.7964692210692886	0.7561662785633181	0.8341113363160128	0.8505695387582426	0.850181541073549
BritoIL_2016__M2.3.ST__bin.9	0.6469151155539932	0.8166394040618337	0.9378770321092247	0.8180062144607215	0.8677916760142661	0.8804807109710492	0.8204580824202127	0.4881513657505136	0.7603193081068859	0.7465341751177798	0.5635807517766327	0.8141076030870925	0.8436276163709882	0.6183441412191154	1.0	0.6963463987747726	0.8867238769190547	0.802906823718113	0.8832929399274685	0.8663162273736572	0.8225897766998352	0.775552950985605	0.4328103388276609	0.8099157567845907	0.6072608324692325	0.7361296345692184	0.7980971526181816	0.5332750985251696	0.7880052782287197	0.738916691250117	0.8357826987859014	0.84805926171924	0.8581286135463938
LeChatelierE_2013__MH0322__bin.36	0.6856159602067093	0.8397116860059245	0.9126592801066843	0.8476983357948302	0.8953529910714537	0.8569056698328459	0.8318621727276678	0.5318272396000581	0.7918961916118732	0.790827316915704	0.6341892043655687	0.835315981144012	0.8805501487902924	0.644039330525515	0.889865837602154	1.0	0.9114408532486962	0.8216265970336752	0.8812301878657326	0.8765906847626663	0.8545026769836965	0.763742573888644	0.4599174810675428	0.8471424532310886	0.661969223858141	0.8014291543192075	0.829316399890065	0.5618606997799608	0.8243523968132409	0.752806642599115	0.8414865597754347	0.8755788091923223	0.8683196036924147
BritoIL_2016__W2.6.ST__bin.7	0.6139465896453338	0.7837741149644532	0.8745760643475288	0.7893384075357422	0.873876870906657	0.8061516484958564	0.7729142574862387	0.462861460649786	0.7258727066726792	0.7014406393963114	0.5311070033438414	0.7699578352502991	0.8215389193302955	0.5845461950377744	0.8391549998599941	0.6749678299969449	1.0	0.7608240201575003	0.8399210617710031	0.8261649636799725	0.7981090432501086	0.7501233932238	0.40745257458237505	0.7656774173056436	0.5905472223046468	0.7109029458486591	0.7589011337131184	0.510611399318861	0.7635422234685763	0.689301086570847	0.8161447234299178	0.8201309201059698	0.8042743161967555
VogtmannE_2016__MMRS86168210ST-27-0-0__bin.40	0.679349417049412	0.8737495583707666	0.9351461161863422	0.8569686569424115	0.9024539443799525	0.8822934436985818	0.8508847726240347	0.536883359410488	0.7950451723615808	0.7778125473174179	0.5908872962196537	0.8482920304850351	0.8929061727148841	0.6559819310553677	0.9176293342754757	0.7348140110028769	0.9188245091606521	1.0	0.9019921263816686	0.8883425023974159	0.8841588855801746	0.8140322010800989	0.46109978297077675	0.8430066118205218	0.6500348256195427	0.7898829051632766	0.8363311966890425	0.5768868924443548	0.8140720738908798	0.7726734971988088	0.8721859385252108	0.8876247918033614	0.9091127037803463
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.41	0.6476393213529846	0.7990983737395635	0.895017969643549	0.8037555741513285	0.8829504074775528	0.8420166456108381	0.8239493815830612	0.4959986596972094	0.7544567926044132	0.7345162707394047	0.5619733935824649	0.8015344883917378	0.8285749212989856	0.6045719803721276	0.8795187398339485	0.6866422205053135	0.8837410454097927	0.7858523301172808	1.0	0.8605847642575369	0.8333948225088199	0.7781451493395447	0.4269691083952293	0.8657977857740579	0.6106838138650102	0.7402363031212609	0.8099535950939993	0.5173511606503283	0.8101690637184695	0.7114571703341039	0.8402071488971744	0.8483786865472385	0.8361862405254268
CosteaPI_2017__SID713A013-11-0-0__bin.20	0.6415881036468417	0.806372338003917	0.8943774946529066	0.8194230773564962	0.8757130396958298	0.8523823583104763	0.8067095035147701	0.4876540177011893	0.7633282923783916	0.7438921430970095	0.5694238661795497	0.8100716927466594	0.8324021465002175	0.6132540303223581	0.8842404422818172	0.7001507778922197	0.8910599302680421	0.7933635189621793	0.8821597524447881	1.0	0.8229461864912925	0.7704213892751618	0.42810508926096297	0.8073324483489933	0.61187606913696	0.7346502922025968	0.7953914703436339	0.5282369353998995	0.7913815446958411	0.7167588838379172	0.8327487778877122	0.8505031564191039	0.8361835388405202
LiJ_2017__H1M513729__bin.15	0.6831878342771132	0.8333223283254925	0.9182480541619895	0.8453301574647932	0.8953414114910597	0.8790546425147712	0.8578161019812388	0.5156927395384547	0.7971788300921577	0.7883004396058826	0.5885123141218028	0.8447696250216284	0.8690185573350466	0.6623763201792161	0.8977527131360754	0.7297727554242238	0.9204111406666529	0.8443093425768973	0.9134481035158349	0.8799356857702357	1.0	0.792713367421546	0.44779746415701077	0.8539921429063728	0.6453343024166516	0.7648597729048353	0.8183706194244975	0.5573673386469046	0.8274991529357103	0.7612628222398838	0.8662732496856344	0.8675432436561753	0.8762071569823401
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.126	0.6456835558598654	0.864541049216674	0.9267358903506627	0.8146401876395886	0.9906832298136646	0.8620936649223195	0.8295888964966336	0.5102933804470093	0.7654617221760324	0.7317775835085831	0.5526121395151693	0.8209135203208294	0.8830997008526108	0.6240473337571933	0.8946702654016074	0.6894445599191406	0.9143879093917608	0.8216578226634714	0.901512650592589	0.8707349081364829	0.8379040935100504	1.0	0.4315603552273357	0.8094387318433022	0.6149807021404933	0.7468781076278509	0.816213360558191	0.5448476549127012	0.7925515764333806	0.7255984985572456	0.8824786847296262	0.8672890073523418	0.865150857501508
BritoIL_2016__W2.67.ST__bin.18	0.6942223624359929	0.8554220757357303	0.9196805708914367	0.8583241318046343	0.8654067721406308	0.88786034708443	0.8495524690076831	0.5373397573379308	0.8255076522587793	0.7799418666327201	0.6072556936476705	0.8744145844460495	0.8718898141152834	0.6571976248525219	0.9040596498899045	0.751761666108579	0.8993375821795677	0.8427373417867478	0.8956855669294752	0.8761045293660216	0.8570529832785854	0.7814288705688528	1.0	0.8649464650909222	0.6685761568327923	0.8126319692931843	0.8292740524270358	0.5778615370565624	0.8364489386647774	0.7778681787614881	0.8785020003523794	0.8918721213513287	0.8999971403770459
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.9	0.6591626349193478	0.7921490069690846	0.8720096629927556	0.8039180003413352	0.8654653615466069	0.8414512027352078	0.8060221151280337	0.5013097089127153	0.747279926000032	0.7568429697673169	0.5794354013659067	0.813655483380652	0.8234217253269793	0.6024863725211944	0.8646388965631692	0.7077048412084022	0.8637478419033304	0.7874514045190143	0.9282630280206046	0.8444100699548627	0.8353632721412939	0.7490785363319287	0.442063531725789	1.0	0.6278828446990734	0.7489677438213138	0.7918760330812293	0.5281771284655662	0.8154503220526128	0.7253439518132727	0.8187566534438555	0.8279778905294561	0.8383461836930397
ZeeviD_2015__PNP_Main_4__bin.44	0.6771351881165419	0.838849340616455	0.905404639576923	0.8517079315359084	0.8852360939558762	0.8659427336435658	0.8305579419041818	0.5389422042820325	0.7677139696061472	0.7909498497566354	0.6204645244053698	0.8381828087588082	0.869026811968465	0.6470452996946189	0.8855400582426485	0.7553905361492104	0.9099840676346298	0.8294064839703919	0.8943530905826454	0.8741832569773328	0.8622719784855108	0.7773970353178166	0.4667500421814847	0.8576629267896864	1.0	0.7816686351359532	0.8279111342375841	0.5646368463962844	0.8269560939043569	0.7579278651531993	0.8355785045729881	0.85834169449786	0.8639476460155563
LeChatelierE_2013__MH0250__bin.33	0.6748461281394889	0.8593420308381812	0.921702448430891	0.8605625150735481	0.8856486843969446	0.8837430634640987	0.8435514414908402	0.531053401728037	0.7980506860559812	0.7682475100931937	0.6180911777970287	0.8421752197899058	0.8868507829592931	0.6343511425614271	0.9013787091743427	0.7679252200602834	0.9198341395991707	0.8462790101586251	0.9102968420984325	0.8813323772783364	0.858146421336898	0.7927772424302398	0.47637332866120935	0.8590554306411301	0.6563609561847782	1.0	0.847634683166186	0.5651193500556437	0.8320333580999164	0.7702072065349171	0.8723423239274393	0.8882367382518254	0.8791958539225834
HMP_2012__SRS017701__bin.15	0.6504532700615417	0.806680221191107	0.9052049959219353	0.8066309527061569	0.8932327540790403	0.8417720654519627	0.8268476169663102	0.5103146743987294	0.7685112917513824	0.7357414077713474	0.5853735038966006	0.7976133565399279	0.8334383743936562	0.6115404352797474	0.8815683183153885	0.7168384071742719	0.8857917494312173	0.8083070568080266	0.8985039941619284	0.8607701883714668	0.8282793298705556	0.7815420743105339	0.4385295162127462	0.8193368559487061	0.6271204960799847	0.7646381059048035	1.0	0.5217947191989042	0.8112563366100941	0.7167520653739137	0.8413237710195942	0.8564267567873436	0.8410145015200059
BritoIL_2016__WL.44.ST__bin.16	0.700404519950746	0.8791899173632292	0.9422148310692177	0.8833156221679387	0.9020150859259872	0.9015634895442787	0.869030148850461	0.5567869032449002	0.8112549472421952	0.802889296782395	0.6072568241656968	0.8703481355739874	0.9139091685566244	0.6706420949165122	0.925846187345794	0.763338194319853	0.9367512048959489	0.87634693029468	0.9020541884989366	0.8985088885515333	0.8866569753623121	0.8199947556549221	0.48029920368760265	0.858958552806108	0.6722391666705002	0.8012623230608574	0.8201381317557362	1.0	0.8311918924265217	0.8027865566887634	0.8824522986945874	0.8928351818883016	0.9241172402477417
QinJ_2012__DOM019__bin.2	0.6780101172236004	0.7901498127340824	0.8998438640011673	0.8062473855732283	0.8791288486794104	0.8395325648134637	0.8337355902524441	0.4978924072182499	0.763345493457853	0.7535843183034194	0.5878320930006323	0.8049506298944501	0.8156486210418795	0.6110676589328274	0.867919645897174	0.7105000243202491	0.8886477941534121	0.784532808015954	0.8961603190816674	0.8539695510482027	0.8351116299430906	0.756704606255168	0.4410525803784231	0.84130405175349	0.624597013473418	0.7484075100929034	0.8089250449924608	0.527307748431344	1.0	0.7174371321562333	0.8258893915073691	0.8670436305267766	0.8283836762488448
BritoIL_2016__W2.34.ST__bin.57	0.6816699138683429	0.8503093290194038	0.9358729095220883	0.8591616268921194	0.8787037934956052	0.893139882395465	0.8420124348723013	0.5248383378441519	0.7960648984845413	0.7820690551965512	0.5895858495473019	0.8664017111724308	0.8770160934841446	0.6571853153018135	0.921926104856697	0.7349958344720579	0.9087738360765576	0.8435183062831149	0.8914747732101453	0.8761526831289507	0.8702856802814045	0.7847755463673951	0.46462992920806484	0.8477146899877459	0.6484784803096155	0.7847931782317004	0.8095979053345206	0.576916804048276	0.8127071744055858	1.0	0.8476452645220443	0.8674171963572568	0.8940148636616092
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.127	0.633772741468599	0.8233938218718972	0.9114197948082096	0.8135076049615207	0.8911858892188076	0.8528664854962686	0.8254690464315181	0.5004512168404566	0.7622460157273308	0.7371685210995148	0.5525774829744885	0.8045722995744204	0.8489285930704653	0.6132764029440967	0.8821769348019634	0.695040809952874	0.9102814977788758	0.8055068964392093	0.8906526329528134	0.8611571288065595	0.8378066573129291	0.8074488069323315	0.4439209251809762	0.8095100474989628	0.6048067645235421	0.7519626534160564	0.8039430198898994	0.536495424903627	0.7914688320102922	0.7170935668970918	1.0	0.8685611869613249	0.8557565107140693
ZeeviD_2015__PNP_Main_335__bin.29	0.6453561738768078	0.8168006631125525	0.9048705254623444	0.8030804839272206	0.88493457198893	0.8343894517997799	0.8013905433989954	0.4862467557761905	0.7609234657595674	0.7323670491038469	0.5570009557154957	0.8094679246479479	0.8391254523795504	0.6076846772988128	0.8698107139783583	0.7027398687363267	0.8888489290098154	0.7965734655330945	0.8738722783623294	0.8546347672085407	0.8152977891718793	0.7711002504789901	0.4379269579711655	0.7954673720541542	0.6037064549296349	0.7440023190821508	0.7952223284128329	0.5274512290682454	0.8074006803244903	0.7130597843072422	0.8439887307101737	1.0	0.8425682928928285
BritoIL_2016__M1.1.ST__bin.27	0.6708767476612556	0.8734681111476617	0.9427580687929551	0.8513329331288831	0.8931054230876709	0.8884415019949129	0.8470669948914425	0.5309481655894311	0.7861684771871562	0.772661815020806	0.5818599795391111	0.861700005665067	0.9033791886386368	0.6383987759646919	0.9250449753950432	0.7324717353623477	0.9161379667551021	0.8574840533125646	0.9052596100244074	0.8831168151088764	0.8654537075959027	0.8084455199079498	0.46446408228533564	0.8465233388857337	0.6386529898938061	0.7740038170173851	0.8207553771720653	0.5737860689814733	0.8107586762404712	0.7724218827731026	0.8739736826696081	0.8855580305180489	1.0
