	ZeeviD_2015__PNP_Main_470__bin.8	BritoIL_2016__W2.8.ST__bin.43	HMP_2012__SRS020233__bin.61	XieH_2016__YSZC12003_35561__bin.34	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.126	XieH_2016__YSZC12003_37101__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.52	NielsenHB_2014__MH0124__bin.30	LeChatelierE_2013__MH0457__bin.66	NielsenHB_2014__O2_UC52_0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.162	LiJ_2014__O2.UC29-1__bin.53	LeChatelierE_2013__MH0124__bin.49	ZeeviD_2015__PNP_Main_82__bin.19	ZeeviD_2015__PNP_Main_511__bin.22	ZeeviD_2015__PNP_Validation_42__bin.67	XieH_2016__YSZC12003_37314__bin.50	NielsenHB_2014__O2_UC52_2__bin.42	CosteaPI_2017__SID713A052-11-0-0__bin.55	LeChatelierE_2013__MH0147__bin.53	ZeeviD_2015__PNP_Main_179__bin.32	BritoIL_2016__W1.5.ST__bin.38	ZeeviD_2015__PNP_Main_283__bin.6	ZeeviD_2015__PNP_Main_225__bin.46	XieH_2016__YSZC12003_37332__bin.63	ZeeviD_2015__PNP_Main_500__bin.24	ZeeviD_2015__PNP_Main_473__bin.11	ZeeviD_2015__PNP_Main_89__bin.4	NielsenHB_2014__MH0147__bin.44
LiJ_2014__O2.UC29-1__bin.53	0.768881574344606	0.7421774169367976	0.895085003814594	0.9682692403793939	0.9579288586534649	0.6975563277286008	0.9468682016104583	0.8639066107414971	0.9610385024136885	0.9477637150481573	0.8879821963399885	1.0	0.8997058265009344	0.963356576260232	0.9538144274943947	0.9284202250110772	0.7839773722943867	0.775600590345912	0.8723520220680097	0.9559459360414175	0.6031196383298408	0.9750788738118955	0.7969563203992497	0.931346634994986	0.7494481331809717	0.9185589163221316	0.4913417043406416	0.5334368326542579	0.9469208396771087
LeChatelierE_2013__MH0124__bin.49	0.7500089145860892	0.7210926064597265	0.8429106427981885	0.9525517893965999	0.9338385511927716	0.6676594471565079	0.9190664297561056	0.9206667066735895	0.9588198305619842	0.9322278376866954	0.8803949553009608	0.5871850868106743	1.0	0.9343751657895584	0.9425617998244914	0.8986098463995075	0.765026295854674	0.7396923467626138	0.8334050848799053	0.9337046149725039	0.5714132271584387	0.951752085795716	0.7584816850915941	0.8940129639824631	0.7312074002370845	0.9037468222762026	0.4596030095642637	0.4994651248346454	0.9219134441525099
ZeeviD_2015__PNP_Main_82__bin.19	0.7318655320492153	0.7175578997125387	0.8369247156021002	0.9355565680875557	0.9327473866165741	0.6575733097622228	0.9039901559682615	0.807745156005934	0.9301396540709537	0.9273808348313122	0.8775876570498597	0.5733442623340872	0.8520698678804361	1.0	0.9380794382906028	0.9121920617226817	0.755500091008914	0.7210515316661452	0.8214333725524252	0.9338712178261678	0.5696487849021168	0.9309684498465538	0.7528653928591115	0.8888041587306498	0.7213120669889056	0.8975929629290356	0.4501392099315906	0.491189583662968	0.9289646675240143
ZeeviD_2015__PNP_Main_511__bin.22	0.7192167645528242	0.7045810251870044	0.8209010277557084	0.9234271680390568	0.917702795462635	0.6495336196759596	0.8892273800354528	0.7986974007926174	0.9137925701019298	0.9158784674078057	0.8639522722262403	0.5605331157244235	0.8487362250310027	0.9262934658199863	1.0	0.8818811214742481	0.7456967355139386	0.7088655921704649	0.8041073420687543	0.9031551595122125	0.5460747579016038	0.920316530119425	0.7381100525213826	0.8686436812034691	0.7130851584118987	0.8853022749868138	0.4445032670704283	0.47802407141936953	0.9000100633678921
ZeeviD_2015__PNP_Validation_42__bin.67	0.7351042225106946	0.7166259806669247	0.8292738922885478	0.919069664445321	0.9144360602926217	0.6551805550636871	0.8915961327336474	0.8011278916266624	0.914615982372521	0.9206026656962272	0.8599306607984388	0.5671970297388402	0.8411743945642365	0.9363694573721038	0.9167734190771951	1.0	0.7361312437948253	0.7112222123170098	0.8074504023619454	0.9171381479993438	0.5734633657070958	0.9129726669052058	0.7526775621290889	0.8834153769876404	0.7144758711057759	0.8945457150661132	0.4498247387975099	0.48249443645921486	0.9073779857601035
XieH_2016__YSZC12003_37314__bin.50	0.7256047959994673	0.6764327271815738	0.8316062341701691	0.940969138311619	0.927719388615252	0.6540093554822762	0.918737948684929	0.8097903740865823	0.9588853243183065	0.9263854189348002	0.8573832076121796	0.5783181267015609	0.8646993972560725	0.9364172248220595	0.9360264709915661	0.8888514245803328	1.0	0.710819064264997	0.8214245164359908	0.9186627470043435	0.5557291146992743	0.9340373128129411	0.7435888109729574	0.8755677604005644	0.7067080390596546	0.8856054644588501	0.4389743277190937	0.48034557384043186	0.9187698971113215
NielsenHB_2014__O2_UC52_2__bin.42	0.7255502667907174	0.6870222176450326	0.8253404437529777	0.9023140526442351	0.8927902764494763	0.6490875922443966	0.8776797181562169	0.8036452315877409	0.9007647517294027	0.9298055199906813	0.8387942149433798	0.5819417204889171	0.8503897249203477	0.9090321893636668	0.9050402023340001	0.8734887566947648	0.7229980947448252	1.0	0.8065558575723019	0.8957738930547424	0.5625057180152351	0.8990044779245867	0.7475749366206442	0.8606604051379398	0.7025617208188748	0.8722359176845774	0.4427946008937852	0.49778703436608396	0.8853777289618284
CosteaPI_2017__SID713A052-11-0-0__bin.55	0.7560683986028233	0.7272887341796657	0.8627317219769552	0.9597717096608556	0.9481843432504363	0.6833176770139727	0.9374782785853817	0.8393472651529049	0.9558109220573417	0.9425144202537153	0.8889522926290541	0.6034699873428108	0.8833759388029967	0.9547899579537944	0.9465434257747573	0.9143035457645431	0.7703148810012178	0.743630151950802	1.0	0.9406434977723163	0.5833779669032476	0.9530891193343407	0.7792237722849039	0.9105626226654953	0.7473770671642272	0.9134886182092059	0.4757895532556079	0.5041322542610848	0.9357590026909203
LeChatelierE_2013__MH0147__bin.53	0.7462015359435776	0.7117577347415597	0.8403019812996814	0.9478021653899683	0.9321005861190634	0.6710406247597164	0.9198249169152733	0.8244791668785569	0.9397351459479998	0.9284399355094094	0.8778799959154332	0.5836772736574326	0.8735232602654236	0.9580717590040492	0.9383490783077363	0.9166105581169983	0.7603827938843783	0.7289479026522427	0.8302341750497246	1.0	0.5807070124770497	0.9421907679839937	0.7582331075294758	0.8943496690239716	0.7352265002137889	0.9031200964348322	0.4598795052792213	0.49837736108506275	0.9727578921845232
ZeeviD_2015__PNP_Main_179__bin.32	0.7251852173055084	0.6915824712692437	0.8095873718530027	0.8928533048775199	0.8751054995509789	0.636611470684165	0.8736311767119836	0.7855073939238543	0.893679704934331	0.8890072452975323	0.8294172025698213	0.5688466660256567	0.8257860698487154	0.9027562798548804	0.8764082579675334	0.8853358923455245	0.7105450532572417	0.7070942831340862	0.7953858596980089	0.8970349520090947	1.0	0.8946782978546906	0.7390058941491505	0.8620565483877657	0.6975752856736166	0.8629558476130864	0.44666954492694055	0.4821098527625328	0.8909547842907319
BritoIL_2016__W1.5.ST__bin.38	0.7379659280184047	0.7252565002621257	0.8423519009375013	0.9412274787154291	0.931486957408634	0.6642191014067482	0.9075341011507737	0.8217533017724146	0.9413556643568116	0.9247637594189659	0.8750610667664636	0.5807694551475265	0.8685870965872855	0.9316881652110519	0.9327469865460636	0.890086963837759	0.7541625608236899	0.7136487546745096	0.8206039964552503	0.9191013670621636	0.5649879374533442	1.0	0.7568901766541007	0.8943500293477652	0.7240560000603226	0.8916255883939211	0.46168301000522666	0.48935563102060775	0.9174151107456475
ZeeviD_2015__PNP_Main_283__bin.6	0.7628280534620078	0.7333710788247793	0.8724445586026239	0.9432593315150201	0.9442157949390392	0.6734187121025105	0.916145042631084	0.8311932006144553	0.9379648017462203	0.9439049693122159	0.8871373159657433	0.5977066865488461	0.8716140245322374	0.9487297626031795	0.9419705545189149	0.9240026345220331	0.7560023826633259	0.7472517917448311	0.8447960694050637	0.931358507877081	0.5876378351744671	0.9530648306300166	1.0	0.912465107074931	0.7328903485144833	0.9161135602926758	0.4740695469841419	0.4971361066441726	0.9194117100306728
ZeeviD_2015__PNP_Main_225__bin.46	0.7515110057878773	0.7430047599014771	0.862958178684598	0.9434354580429782	0.943401107364107	0.6772465343981761	0.9271931000088209	0.8276126023735048	0.9483268250812542	0.9471885877714976	0.8864917863710077	0.5927735501469021	0.8718600935016998	0.9505066089009819	0.9407662830699499	0.9203501055117148	0.7554469150545878	0.730075758089797	0.837767256763267	0.9322778486466681	0.5817300189310408	0.9556986503999946	0.774355055402132	1.0	0.7313598797641423	0.9085707912360815	0.4734702497676028	0.49478590621331686	0.9259959152377915
XieH_2016__YSZC12003_37332__bin.63	0.76528863118113	0.7330901915642376	0.8501847327303362	0.9658920809878319	0.9449447368668452	0.6877995965859177	0.9268213957792985	0.8306809884585132	0.9569442688981532	0.93969784682173	0.8893865118470243	0.5874589613393097	0.8782174153295262	0.9500156163659516	0.9511301757285113	0.9167146299756929	0.7509529116949345	0.7339712888672546	0.8468603792426638	0.943881883866466	0.5797427007852055	0.952892892621032	0.7659869282138115	0.9007196063213379	1.0	0.916589803505378	0.45504366837315074	0.5052944181154024	0.9354318107985865
ZeeviD_2015__PNP_Main_500__bin.24	0.7396639063367805	0.7197257651207973	0.8257103998801625	0.9230763878628433	0.9314887568365334	0.6520654178946813	0.8932974857437073	0.8112766836095505	0.9195017245069899	0.926128398928174	0.8790446718320702	0.5642299555479521	0.8505922505849655	0.9264034359988327	0.9253442158517123	0.8994195162539951	0.7374390528902016	0.7140715431994423	0.8111260680708564	0.9085632710093329	0.562012469165766	0.9195336484526914	0.7503170907299002	0.8768603372396511	0.71827076990325	1.0	0.44554286465024656	0.4848567945002409	0.9043149305429077
ZeeviD_2015__PNP_Main_473__bin.11	0.7208613749734132	0.7583254074314861	0.8410349020599319	0.9199431742935915	0.9183331126120161	0.677173803991444	0.9051717011192577	0.8110786048807503	0.9160191505841089	0.9014467279067994	0.8663961827251457	0.5918646135571046	0.8482954294634867	0.9110814140611518	0.9111215452097454	0.8869369098212959	0.716827391916784	0.710885574056015	0.8284947207474026	0.9072842047812252	0.5704706982418544	0.933724210720635	0.7614251373488562	0.8960948379303565	0.6992876721124636	0.8737337619340003	1.0	0.5051933719394983	0.8995565508080406
ZeeviD_2015__PNP_Main_89__bin.4	0.7556276070017491	0.7339810828002103	0.8435164401658696	0.9431597167007132	0.9283563809617007	0.6926406099007963	0.9138481486464998	0.8359622512262846	0.9417652383457082	0.926031485853384	0.87237541436802	0.6120643784173894	0.878101644016587	0.9469670095778645	0.9333112133184915	0.9061853983437511	0.7471445303421365	0.7612307494709545	0.8361701997529082	0.9365542929138482	0.5865004709422514	0.9427025357487981	0.760564090959132	0.8919776210688555	0.7396438575674916	0.9056876980098103	0.4812081809396827	1.0	0.930058195006789
NielsenHB_2014__MH0147__bin.44	0.7419795390634278	0.7070726315819343	0.831214096374846	0.9385843548464903	0.9244387673820063	0.6627857341780824	0.9103357443732829	0.8149483936377084	0.9357159159039861	0.9224710733985529	0.8688374268854129	0.5761009904546168	0.8594104133738331	0.9496328714346695	0.9317403957359334	0.9036158302480859	0.7577543317441251	0.7179135957763089	0.8229719962364914	0.969282245716901	0.5747101461906636	0.9371018956587093	0.7458326357491973	0.8851493424602337	0.7260409745719941	0.8956854640762074	0.4543334061658465	0.49315218981963616	1.0
