	ZeeviD_2015__PNP_Main_470__bin.8	BritoIL_2016__W2.8.ST__bin.43	HMP_2012__SRS020233__bin.61	XieH_2016__YSZC12003_35561__bin.34	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.126	XieH_2016__YSZC12003_37101__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.52	NielsenHB_2014__MH0124__bin.30	LeChatelierE_2013__MH0457__bin.66	NielsenHB_2014__O2_UC52_0__bin.44	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.162	LiJ_2014__O2.UC29-1__bin.53	LeChatelierE_2013__MH0124__bin.49	ZeeviD_2015__PNP_Main_82__bin.19	ZeeviD_2015__PNP_Main_511__bin.22	ZeeviD_2015__PNP_Validation_42__bin.67	XieH_2016__YSZC12003_37314__bin.50	NielsenHB_2014__O2_UC52_2__bin.42	CosteaPI_2017__SID713A052-11-0-0__bin.55	LeChatelierE_2013__MH0147__bin.53	ZeeviD_2015__PNP_Main_179__bin.32	BritoIL_2016__W1.5.ST__bin.38	ZeeviD_2015__PNP_Main_283__bin.6	ZeeviD_2015__PNP_Main_225__bin.46	XieH_2016__YSZC12003_37332__bin.63	ZeeviD_2015__PNP_Main_500__bin.24	ZeeviD_2015__PNP_Main_473__bin.11	ZeeviD_2015__PNP_Main_89__bin.4	NielsenHB_2014__MH0147__bin.44
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.162	0.9948335243564462	0.9918356221583001	0.9916265427981193	0.9953114353753888	0.9999339178598998	0.9943088281915442	0.9956910537510962	0.9947508539411208	0.9953958928154472	0.9951857325328675	1.0	0.9922323230067082	0.9950022779468696	0.9952867525365187	0.994936429165699	0.9949543974171489	0.995512017509067	0.9942011981583204	0.9951501472912497	0.9951828688149211	0.9946919155529964	0.9921704995221304	0.9907226655148128	0.994371159099785	0.9946902996037877	0.9950423377223848	0.9925539329541337	0.9953567852170788	0.9953711959934165
LiJ_2014__O2.UC29-1__bin.53	0.9916633008206935	0.9923507092031142	0.9929756220155818	0.99250698692223	0.9922945146386276	0.9910728908402937	0.992358330941602	0.9919029826767894	0.9923424684771832	0.9923211887611839	0.9922323230067082	1.0	0.9920877903341584	0.9923798254127537	0.9922766648112732	0.9923299175234678	0.992535349326081	0.9916791616970523	0.9920641776387575	0.9922237544797786	0.9925098848467437	0.9925266136383366	0.9925522318824224	0.9926230340577502	0.991119617292338	0.9925511165765375	0.9921293001266039	0.9925612764849552	0.9921855473468003
LeChatelierE_2013__MH0124__bin.49	0.9942032928709034	0.9912989207792293	0.991152863405263	0.9949762667211737	0.9953113985019278	0.9938659798152155	0.9948442883771723	0.999559038969341	0.9949070274177632	0.9949781232754703	0.9950022779468696	0.9920877903341584	1.0	0.9949744020033859	0.9944905426641126	0.9946590705069118	0.9950391029096275	0.9937936026725542	0.9947885847166422	0.9947417163501118	0.9941359112828668	0.9911327251846727	0.9907109101649475	0.99385666122977	0.9937866393538057	0.9944460527354638	0.9916485661073086	0.994859273143665	0.994738760922596
ZeeviD_2015__PNP_Main_82__bin.19	0.9944918336665247	0.992017210063984	0.9917264459571092	0.9953103734572876	0.9954024583982578	0.993949591114878	0.9954433408804592	0.9946991143052617	0.9953258476171158	0.9947992858695499	0.9952867525365187	0.9923798254127537	0.9949744020033859	1.0	0.994877958820959	0.9955465977781461	0.9952514237892698	0.993602206768721	0.9947014792064032	0.9947843953434243	0.9957204498587693	0.9923155997551812	0.9910315001526853	0.9945787564642683	0.9941328858987042	0.9947775549569718	0.9925197934746018	0.995107404128419	0.9947688199758973
ZeeviD_2015__PNP_Main_511__bin.22	0.9944472237201435	0.9921581082414853	0.9914467464673966	0.9952626916605226	0.9950849623029007	0.9940284823116635	0.9953387135726054	0.9942089327005939	0.9952864126964901	0.9947417441044506	0.994936429165699	0.9922766648112732	0.9944905426641126	0.994877958820959	1.0	0.9946683979357266	0.9953930274458272	0.9934444006038659	0.9948512017657452	0.9946551944963252	0.9946224097167493	0.9920080362814471	0.9910219102821918	0.9943526452337025	0.9937756992515668	0.9947295918524479	0.9919953859866822	0.9950540162073075	0.9945638816386156
ZeeviD_2015__PNP_Validation_42__bin.67	0.9942444221160861	0.9921466942288487	0.9916350068998415	0.9950582124329611	0.9951329135007938	0.9935873257703944	0.9951435733105074	0.9944342854082273	0.9952008638887929	0.9943825609647784	0.9949543974171489	0.9923299175234678	0.9946590705069118	0.9955465977781461	0.9946683979357266	1.0	0.9952176123943637	0.9936158887369856	0.9944930817584837	0.9947060771285402	0.9950613551748761	0.9925418610342442	0.991173981121486	0.9950221725830234	0.9939818396191689	0.9947063554966317	0.9926395159363373	0.9949309351455163	0.9947741691330565
XieH_2016__YSZC12003_37314__bin.50	0.9949714401253602	0.9922256949326066	0.9917491352594339	0.9958168419705681	0.9956213112012884	0.9944715911384023	0.995817373005514	0.9949604049068566	0.9953611582206277	0.9953684339497488	0.995512017509067	0.992535349326081	0.9950391029096275	0.9952514237892698	0.9953930274458272	0.9952176123943637	1.0	0.9942394990653537	0.9952986887069667	0.9953063593665129	0.9949900557931605	0.9923171277451791	0.9909924250165727	0.9947158609606378	0.9946814471887353	0.9953343100015688	0.993008625808044	0.9951995486720346	0.9952396037706214
NielsenHB_2014__O2_UC52_2__bin.42	0.9928190485051143	0.9911009981537041	0.9903216924500923	0.9944976047554448	0.9943484264682955	0.9927551025869827	0.9940749095863138	0.993825595801875	0.9943471427215392	0.9985712836058418	0.9942011981583204	0.9916791616970523	0.9937936026725542	0.993602206768721	0.9934444006038659	0.9936158887369856	0.9942394990653537	1.0	0.9936157567508476	0.9935527516004448	0.9932354595041221	0.9908439067100052	0.9898613716671808	0.9930428131469546	0.9923292944970473	0.9934834352614256	0.9915011278469039	0.9937512662643231	0.9934574783776476
CosteaPI_2017__SID713A052-11-0-0__bin.55	0.9942815162165144	0.9921071113964307	0.991330350763553	0.9952946484991535	0.9952643850111109	0.9939290323662023	0.9951988757579435	0.9945699459452374	0.995285273812175	0.9948578626437757	0.9951501472912497	0.9920641776387575	0.9947885847166422	0.9947014792064032	0.9948512017657452	0.9944930817584837	0.9952986887069667	0.9936157567508476	1.0	0.99459798511278	0.9945027875016207	0.9918407639462498	0.9908327428332633	0.994133276970923	0.9940934913143545	0.9947971960576149	0.9917202445688724	0.9951820669160406	0.994560683189557
LeChatelierE_2013__MH0147__bin.53	0.9940369316780756	0.9921164823474306	0.9917528782819712	0.9949835039878709	0.9953917491151263	0.9937032047868175	0.9951220113351728	0.994550233547398	0.9952703223824442	0.994634436968908	0.9951828688149211	0.9922237544797786	0.9947417163501118	0.9947843953434243	0.9946551944963252	0.9947060771285402	0.9953063593665129	0.9935527516004448	0.99459798511278	1.0	0.9942458440659265	0.9920704989232996	0.991032246160456	0.9944148608939841	0.9938609988924171	0.9944977580223109	0.9924207572745981	0.9947405816460347	0.999703150079376
ZeeviD_2015__PNP_Main_179__bin.32	0.9935339613398045	0.9923030381178151	0.9916434647599152	0.9950448866732314	0.9947707637113862	0.9934567258326934	0.9948830105932416	0.9939168879912212	0.9946854348178863	0.9942102566589428	0.9946919155529964	0.9925098848467437	0.9941359112828668	0.9957204498587693	0.9946224097167493	0.9950613551748761	0.9949900557931605	0.9932354595041221	0.9945027875016207	0.9942458440659265	1.0	0.9915889067737996	0.9912293271743345	0.9940857990331177	0.9939272433248477	0.9942063654681426	0.9920760431860531	0.9947742556231862	0.9943344087529807
BritoIL_2016__W1.5.ST__bin.38	0.9915007246245442	0.99508471475337	0.9950172817675829	0.9922911626809433	0.9922120184243277	0.9913897681824213	0.992025323923768	0.9907937297835282	0.9917901763930881	0.9919315771863791	0.9921704995221304	0.9925266136383366	0.9911327251846727	0.9923155997551812	0.9920080362814471	0.9925418610342442	0.9923171277451791	0.9908439067100052	0.9918407639462498	0.9920704989232996	0.9915889067737996	1.0	0.9946891125503421	0.9931974528019575	0.9911859044009631	0.9922596168497091	0.9943408418393076	0.9921349806291211	0.9918393860746975
ZeeviD_2015__PNP_Main_283__bin.6	0.9902333208784821	0.9938825597759173	0.9951447400971052	0.9911344994725542	0.9909728992926533	0.9906477543804192	0.9910330578959147	0.9905767350230058	0.9913419158909355	0.9906560339017719	0.9907226655148128	0.9925522318824224	0.9907109101649475	0.9910315001526853	0.9910219102821918	0.991173981121486	0.9909924250165727	0.9898613716671808	0.9908327428332633	0.991032246160456	0.9912293271743345	0.9946891125503421	1.0	0.9926392801498674	0.9902975883406303	0.9906016703338506	0.9935340290832544	0.9909168692832007	0.9912755489082179
ZeeviD_2015__PNP_Main_225__bin.46	0.9936971738778138	0.9930690369940434	0.9932290586234078	0.9945205614178142	0.9945501528997299	0.9932387551000099	0.9941718868226529	0.9936557947899106	0.9942386944716276	0.993988895455646	0.994371159099785	0.9926230340577502	0.99385666122977	0.9945787564642683	0.9943526452337025	0.9950221725830234	0.9947158609606378	0.9930428131469546	0.994133276970923	0.9944148608939841	0.9940857990331177	0.9931974528019575	0.9926392801498674	1.0	0.9936877889975656	0.9943322607698416	0.9938178908192341	0.9943579914108516	0.9942934163911733
XieH_2016__YSZC12003_37332__bin.63	0.9935630160588951	0.9912605438448805	0.9907637791633293	0.9943025350143821	0.9944370761918844	0.9929949758368138	0.9944860554196544	0.9936295306893939	0.9946144216895332	0.9940699462355789	0.9946902996037877	0.991119617292338	0.9937866393538057	0.9941328858987042	0.9937756992515668	0.9939818396191689	0.9946814471887353	0.9923292944970473	0.9940934913143545	0.9938609988924171	0.9939272433248477	0.9911859044009631	0.9902975883406303	0.9936877889975656	1.0	0.993828481856371	0.9911223049244816	0.9944790340005571	0.9938869552864297
ZeeviD_2015__PNP_Main_500__bin.24	0.9938905647199223	0.9920948839591927	0.9914778074557513	0.9953251436923641	0.9948850636514727	0.9937996526807458	0.9951519058850564	0.9942403022349112	0.9951734668248933	0.9945198074087422	0.9950423377223848	0.9925511165765375	0.9944460527354638	0.9947775549569718	0.9947295918524479	0.9947063554966317	0.9953343100015688	0.9934834352614256	0.9947971960576149	0.9944977580223109	0.9942063654681426	0.9922596168497091	0.9906016703338506	0.9943322607698416	0.993828481856371	1.0	0.9925499353099878	0.9947226516219555	0.9945947089546965
ZeeviD_2015__PNP_Main_473__bin.11	0.9922520701103138	0.9940868807664749	0.9938784724066501	0.9928260396915249	0.9927954615659611	0.9913612900724161	0.9923019121596176	0.9914165237558914	0.9925839856880577	0.9923957261966614	0.9925539329541337	0.9921293001266039	0.9916485661073086	0.9925197934746018	0.9919953859866822	0.9926395159363373	0.993008625808044	0.9915011278469039	0.9917202445688724	0.9924207572745981	0.9920760431860531	0.9943408418393076	0.9935340290832544	0.9938178908192341	0.9911223049244816	0.9925499353099878	1.0	0.9918406066126069	0.9922937648022311
ZeeviD_2015__PNP_Main_89__bin.4	0.9940920113412461	0.9918221028435652	0.9919008722137616	0.9955020891803216	0.9954870020740935	0.9937587407793348	0.9954397220528912	0.9946757269365645	0.9954930456166494	0.995117510826014	0.9953567852170788	0.9925612764849552	0.994859273143665	0.995107404128419	0.9950540162073075	0.9949309351455163	0.9951995486720346	0.9937512662643231	0.9951820669160406	0.9947405816460347	0.9947742556231862	0.9921349806291211	0.9909168692832007	0.9943579914108516	0.9944790340005571	0.9947226516219555	0.9918406066126069	1.0	0.9947910746658969
NielsenHB_2014__MH0147__bin.44	0.9939203256394356	0.9922197691927435	0.9919074383939296	0.9949982445080174	0.9954297816727697	0.9936708591501788	0.9950942292609217	0.994703761447599	0.9949486785917335	0.9947121378227489	0.9953711959934165	0.9921855473468003	0.994738760922596	0.9947688199758973	0.9945638816386156	0.9947741691330565	0.9952396037706214	0.9934574783776476	0.994560683189557	0.999703150079376	0.9943344087529807	0.9918393860746975	0.9912755489082179	0.9942934163911733	0.9938869552864297	0.9945947089546965	0.9922937648022311	0.9947910746658969	1.0
