	HMP_2012__SRS016541__bin.7	HMP_2012__SRS017445__bin.7	ZellerG_2014__CCIS76845094ST-20-0__bin.28	CM_cf__CF_TNFC018SA_t5M17__bin.3	HMP_2012__SRS015947__bin.20	HMP_2012__SRS024447__bin.10	HMP_2012__SRS019128__bin.8	HMP_2012__SRS064493__bin.1	HMP_2012__SRS023538__bin.14	HMP_2012__SRS053630__bin.9	HMP_2012__SRS024021__bin.38	HMP_2012__SRS015440__bin.36	HMP_2012__SRS018337__bin.12	CM_cf__CF_TNFC045IS_t1M15__bin.8	HMP_2012__SRS016360__bin.21	HMP_2012__SRS022602__bin.6	HMP_2012__SRS015470__bin.32	CM_periimplantitis__SP_162SPT_T016__bin.2	OhJ_2014__MET0094__bin.3	HMP_2012__SRS018975__bin.43	HMP_2012__SRS018394__bin.51	HMP_2012__SRS014690__bin.46	HMP_2012__SRS024144__bin.27	CM_periimplantitis__SP_163SPT_T016__bin.41	VincentC_2016__MM001.2__bin.8	CM_periimplantitis__SP_283SPT_T016__bin.19	VincentC_2016__MM017__bin.13	HMP_2012__SRS019225__bin.27	HMP_2012__SRS015989__bin.17	OhJ_2014__MET0103__bin.10
HMP_2012__SRS024021__bin.38	0.8289945257505681	0.5970764455304516	0.8582314035154373	0.8506269092053107	0.5901291544274234	0.6657528476028413	0.6959601998804237	0.728781034688465	0.7962630065913616	0.8078460464827965	1.0	0.7523483683563987	0.8057158016046156	0.9433505499244483	0.837614818932518	0.4464742647622437	0.742433664801036	0.7440100193495022	0.7077591970123249	0.8389258926732507	0.8340228634730323	0.7426136291680914	0.7571687472547103	0.6660447897982866	0.8121565263411178	0.8380340692542877	0.8118752487007572	0.7657030574612893	0.8560405039802119	0.7197414911847454
HMP_2012__SRS015440__bin.36	0.8279831484008782	0.6040547924207361	0.8471562926481933	0.8588864000474693	0.5961821831919144	0.6591544037658973	0.701172763504025	0.7577421922901956	0.803834999703317	0.8268328833639906	0.6976663403152752	1.0	0.8087395419213197	0.87652482742934	0.8472236644316541	0.4772592416780395	0.8238994293795368	0.7293508574141102	0.732477155402599	0.838853492948832	0.8425212375640341	0.7541436737277241	0.7795589064261556	0.6749775015328626	0.8055798670859787	0.8423117051365732	0.8235953292193279	0.7771310498625369	0.8376747957831444	0.7394584792025158
HMP_2012__SRS018337__bin.12	0.8284207119373577	0.6064124330677811	0.8579685539233779	0.8526628092509837	0.6374474053295933	0.6614311428587653	0.7627467903765239	0.7818154459403445	0.8420819823861088	0.8817654774545599	0.6863926728029481	0.7429689230087843	1.0	0.8921106574830646	0.8451822997995583	0.4891761445906275	0.7169268245595107	0.8166769821305881	0.7903328014717991	0.8179239229803931	0.828346327032383	0.7914258620983358	0.7796276212161648	0.706423221718121	0.8224886577215507	0.8275292287250654	0.8935421410360511	0.7688889393621069	0.8291912487011033	0.803800444038135
CM_cf__CF_TNFC045IS_t1M15__bin.8	0.8194801965604485	0.5740113660541029	0.8382349548459533	0.8519357410364795	0.5767875132334809	0.6382277773647878	0.6842405584080347	0.7400311195076248	0.7695608150542541	0.8182820698830326	0.7255951541748589	0.7270373152119023	0.8054697533253526	1.0	0.8418913688225599	0.44680845609816744	0.6937860956809507	0.7324819473531756	0.7181259596676827	0.8073010363770126	0.8042121560897083	0.7526496440738357	0.750913718986232	0.6465885175681668	0.7834764130025198	0.8362160319295376	0.8343098980028658	0.733116129081872	0.8445860003229867	0.7261683273136482
HMP_2012__SRS016360__bin.21	0.8375910163277775	0.5815566762279779	0.8409107785396653	0.8909533164737432	0.5887329636104416	0.6492747335279541	0.6613715248311213	0.7477097406565056	0.7730383753691571	0.8233365652262467	0.6665360119148648	0.7270236812179639	0.789475945381717	0.8709917809497947	1.0	0.45509171645337587	0.7099443294069724	0.7199338487389253	0.7140628712787264	0.8138222826640416	0.8077593010624936	0.7448418776944228	0.7485604993380631	0.6410742472589022	0.793957279608948	0.8361096142095794	0.8260331095760209	0.7444080119827557	0.834455302284531	0.7232997555925185
HMP_2012__SRS022602__bin.6	0.8618814887648573	0.6759624958170318	0.8751399486889235	0.8854321161068031	0.6640043709435537	0.6521257741073236	0.7679991572093715	0.8211001309630536	0.8617059073839201	0.9041800762642892	0.6918360854854102	0.7975030261967421	0.8897772388691733	0.9001334418495123	0.8861891817081383	1.0	0.7570253209007944	0.7948847979574721	0.8202914237790897	0.8508529123786939	0.8358469012984759	0.8156261232044222	0.7913204959244463	0.7678638562628846	0.8104898513961818	0.8440548144414654	0.9221141650795487	0.8082899199762036	0.8563599707502076	0.8272485777908144
HMP_2012__SRS015470__bin.32	0.8552326499896099	0.62033813419828	0.8808952408047518	0.8778581818682403	0.6140024608502586	0.6958319594569348	0.737309806888152	0.7723057983374512	0.8296637996078634	0.84246428522264	0.7301730789274783	0.873803088714504	0.827660507548727	0.8870998086515209	0.8774314334616637	0.48047609651724793	1.0	0.7556685102285234	0.7411511980748469	0.8629718077285382	0.8745969325245871	0.772833497979992	0.792497356585331	0.6853487635767941	0.8415045929534726	0.8730629981599343	0.8441057260983199	0.7953338241049264	0.84431615042783	0.744818218944876
CM_periimplantitis__SP_162SPT_T016__bin.2	0.7772601159982585	0.5609825419002564	0.7987999817913782	0.8037198113306651	0.617068015038454	0.6819969255442452	0.7044075369687547	0.7290061010555164	0.7724161557163984	0.8228091001089015	0.6514461264075206	0.6886640824430368	0.8393812803695884	0.8338258998969346	0.7921602545471947	0.4491559253306441	0.6727642205250853	1.0	0.7468482159635921	0.7568361118989841	0.7640022550677746	0.7286051612104998	0.7241300422416681	0.6457039908396626	0.7665707212365055	0.7773248966719075	0.8372061671201314	0.7062564124112768	0.7800614424263222	0.7456471472575598
OhJ_2014__MET0094__bin.3	0.7787017646317658	0.5528986454894135	0.7872182880127933	0.817165852455502	0.5780893297432802	0.6104619118167807	0.6963329744474441	0.7418225073404406	0.7863882524287498	0.8250738821241984	0.6340809027920844	0.7076596758561757	0.8311480705852706	0.8364471610693008	0.8039264863160572	0.47426441828538535	0.6751461668777584	0.7641731561714937	1.0	0.7614203043423998	0.7637396267945041	0.7415949939897064	0.7162030708928018	0.6589980933067483	0.751570349695783	0.7788546344947263	0.8518320796213127	0.7139595862242756	0.7884663271283695	0.8041892313930207
HMP_2012__SRS018975__bin.43	0.8103010898175056	0.5785980548168072	0.8523200048205046	0.8403602231674551	0.5884592735828127	0.6577907298408412	0.6761968409260847	0.7274793416724412	0.7865759900522312	0.8059659223186627	0.6894625411180831	0.7434374032817777	0.789058549959327	0.8625838452837113	0.8404993604614538	0.45126825834618345	0.7211332568260811	0.7103775057722804	0.6984774326430334	1.0	0.8134639982251778	0.7274859150879057	0.7760240148778303	0.6539195359168682	0.7958675128113128	0.8158430268387076	0.8254265188013377	0.7836174053085808	0.8056054800373589	0.709958450536418
HMP_2012__SRS018394__bin.51	0.8371287732823119	0.5951225956398248	0.8509820078121764	0.8556583421124223	0.6050165636499814	0.6682534333608368	0.6959492667548121	0.7403156665595636	0.7982363827093183	0.8206440511362809	0.7004324797558499	0.7630278508902052	0.8166002590624268	0.878087281870892	0.8524933918929358	0.4530105091573082	0.746840927385272	0.7327962508718447	0.7159364815650326	0.8312651628208473	1.0	0.7399882000087324	0.7834085853333049	0.6653543747851876	0.8250449776706996	0.832004061704774	0.8250449776706996	0.7693017741410021	0.8295449838281903	0.7298070690232317
HMP_2012__SRS014690__bin.46	0.7978432298657375	0.566316507272429	0.8130641583943383	0.8251067379946393	0.5888259200076598	0.6295279357838068	0.6909306712423059	0.7431101230179836	0.7912045440347867	0.8541678464817768	0.6504645211838357	0.7123378204256209	0.8137297200729315	0.8571015723018918	0.819870986123039	0.4610468351082618	0.6883011187858287	0.7288752766605618	0.725050632312786	0.7753507480854884	0.7717864901488114	1.0	0.7340450561903367	0.6627809151940142	0.7795764809185218	0.8150789420371676	0.8521051891041715	0.7293283256628323	0.809253525871375	0.7295186529498686
HMP_2012__SRS024144__bin.27	0.8252375445452667	0.6090704978314959	0.8637377058689182	0.8515332997393444	0.5937236036441019	0.6565576553812615	0.7028315623984175	0.7662100059333268	0.8021374477510758	0.8369471039685619	0.686367486819193	0.7620512392919161	0.8295842200092082	0.8849786533160772	0.8527302366442747	0.46292395795192676	0.7304553677272941	0.7496885305530078	0.7246712804022578	0.8559573138826555	0.8455981603061645	0.7596718664844374	1.0	0.6661047528243723	0.8111606964831444	0.8353586399993232	0.8432659157564266	0.7924314434901979	0.8227258500910543	0.7412622397523229
CM_periimplantitis__SP_163SPT_T016__bin.41	0.8255191126820409	0.6096941035943857	0.8552791776526709	0.8625213934916341	0.623585482915557	0.6663103701135102	0.754891460953084	0.792555169567623	0.8417701426744428	0.8817516394409121	0.697195839144665	0.7619243641955454	0.8680116628978771	0.8799501556936864	0.8432967292115962	0.518714988107556	0.7294488171396317	0.771942762772778	0.7699745266570057	0.8328918000394903	0.829308368387379	0.7920646803831537	0.7691833250422289	1.0	0.8169058993359907	0.818322247905653	0.8843464179288798	0.7849250277164763	0.8327787712373793	0.775044775452935
VincentC_2016__MM001.2__bin.8	0.8276321791889056	0.5943336298526527	0.8756289630947494	0.8558534054103372	0.5911106929428402	0.6804160394142603	0.6963054833264906	0.7422066739656038	0.7941699739975366	0.8259842160485379	0.694810911910953	0.7432017243738881	0.8259733816887915	0.8714280826604626	0.8535810410109028	0.44747388349071665	0.7320069796085945	0.7489958259203503	0.717690798777428	0.8284772592491219	0.8404583504402171	0.7614211258610465	0.7655433146298071	0.667648031567903	1.0	0.8562725240636833	0.8335580037407052	0.7554553852470234	0.8151527074494777	0.7324865425847361
CM_periimplantitis__SP_283SPT_T016__bin.19	0.7936833333159502	0.5511759202570764	0.8097412234910788	0.8269891664519844	0.5516384867868679	0.6242426581252654	0.659874882793881	0.7055990888430205	0.7476691757554645	0.7845561186548335	0.6556763223301254	0.7106763692647226	0.7600119318175892	0.8505993548057377	0.8220756356248194	0.42617865810857747	0.6945527706535695	0.6945934473044418	0.6801819184985936	0.7766893586752345	0.7751128777061707	0.7280593795663451	0.7210025021355242	0.6116469767339987	0.7830922807189545	1.0	0.7934914229631167	0.7172143586491597	0.7956071303040007	0.6836363048495955
VincentC_2016__MM017__bin.13	0.7853608985932319	0.5534544343010008	0.8007266473940661	0.8181218935667949	0.5908504186618105	0.619160451417607	0.6954828607803272	0.7552282690685158	0.7925785065623361	0.828283936247582	0.6332062991356442	0.6926933415954948	0.8180506740125045	0.8459838149663994	0.809606738097627	0.46412379933968556	0.669398309133414	0.7457420323773452	0.7415676307645601	0.7833345203259049	0.7662054377429327	0.7587320631992968	0.725531794332483	0.6589113597268497	0.7599147236811257	0.7909888029344536	1.0	0.7199584743211919	0.7970882119161231	0.7376931830410126
HMP_2012__SRS019225__bin.27	0.7984444239560344	0.5885525288468384	0.82486669241982	0.8199329406560986	0.5821424445033162	0.6431149800490866	0.6827250415182068	0.7260936239938472	0.7854497796004682	0.7994545155353369	0.6703495231970945	0.7336795226252344	0.7901577049972399	0.834434844716655	0.8189788680205357	0.4566687634868525	0.7079819992460784	0.7061608000438815	0.6976785983126628	0.8347528689285093	0.8019537773690469	0.7289593430845197	0.765312136387455	0.6564743310696234	0.7730771789326757	0.8025314727263603	0.8081508730202264	1.0	0.7940381839125265	0.710376225560277
HMP_2012__SRS015989__bin.17	0.8150383568058283	0.5599845813444815	0.8049824826355566	0.8359785151265237	0.5688081231636297	0.6232348170537502	0.6607943244161054	0.7221277744615598	0.7486136920192111	0.7978990763571475	0.6772370233346903	0.7146494101467831	0.7700347605257107	0.868698336430423	0.8296027639680152	0.4372159096901293	0.6791775381195146	0.7048155350864056	0.6962582867363705	0.7754998407512323	0.7814442492211575	0.7309207320802952	0.7180215818992156	0.6293970061231678	0.753804041754816	0.8044836437805446	0.8085313045110641	0.7175411990272115	1.0	0.6953892735936014
OhJ_2014__MET0103__bin.10	0.8215938752280417	0.5899440225780799	0.8416939796984392	0.851120639920166	0.6243356774203608	0.6574836667550247	0.7398537414435626	0.779906756272122	0.8363993575850186	0.8714639888980712	0.6734916501645019	0.7461749801194393	0.882903341493459	0.8834291238519951	0.8505399716214741	0.49955685840362996	0.7086598163192116	0.7968733725227262	0.8399525985062293	0.8083538895732306	0.8131589041523085	0.7793479176087194	0.7651798606021861	0.6928370729577596	0.8011769291940187	0.81762275271701	0.885065722794817	0.7592821168509192	0.8225026117599363	1.0
