	HMP_2012__SRS016541__bin.7	HMP_2012__SRS017445__bin.7	ZellerG_2014__CCIS76845094ST-20-0__bin.28	CM_cf__CF_TNFC018SA_t5M17__bin.3	HMP_2012__SRS015947__bin.20	HMP_2012__SRS024447__bin.10	HMP_2012__SRS019128__bin.8	HMP_2012__SRS064493__bin.1	HMP_2012__SRS023538__bin.14	HMP_2012__SRS053630__bin.9	HMP_2012__SRS024021__bin.38	HMP_2012__SRS015440__bin.36	HMP_2012__SRS018337__bin.12	CM_cf__CF_TNFC045IS_t1M15__bin.8	HMP_2012__SRS016360__bin.21	HMP_2012__SRS022602__bin.6	HMP_2012__SRS015470__bin.32	CM_periimplantitis__SP_162SPT_T016__bin.2	OhJ_2014__MET0094__bin.3	HMP_2012__SRS018975__bin.43	HMP_2012__SRS018394__bin.51	HMP_2012__SRS014690__bin.46	HMP_2012__SRS024144__bin.27	CM_periimplantitis__SP_163SPT_T016__bin.41	VincentC_2016__MM001.2__bin.8	CM_periimplantitis__SP_283SPT_T016__bin.19	VincentC_2016__MM017__bin.13	HMP_2012__SRS019225__bin.27	HMP_2012__SRS015989__bin.17	OhJ_2014__MET0103__bin.10
HMP_2012__SRS024021__bin.38	0.9524771294275804	0.9602251415507171	0.9514485066037487	0.9497058830443358	0.9533629481041238	0.9497860990942375	0.9505098420050051	0.9520014852915891	0.9508969715334693	0.9493345346445448	1.0	0.9486075698164157	0.951172762040117	0.9849502510411177	0.9506434062694213	0.9601295226948364	0.9482965262584266	0.9502900820256648	0.9515533752915905	0.94767518539882	0.9525430718255358	0.948638457789454	0.9521883346332412	0.9491145992304344	0.9477068075202137	0.9467223415254912	0.9495646334234771	0.9518968786070813	0.9548233883432025	0.9516801781027684
HMP_2012__SRS015440__bin.36	0.9490991233099231	0.9535308244303398	0.9494507530986339	0.9500641200015544	0.9489485317596905	0.9491616015183255	0.9485833717524125	0.9480375091154394	0.9476638101059964	0.9478307541994867	0.9486075698164157	1.0	0.9479223508731706	0.9495289182360578	0.9498399737946601	0.9549570550875993	0.9970704670823277	0.9490045830197762	0.9491800456683426	0.9493998913917259	0.9501505753408578	0.9458446710159656	0.9497280055564409	0.9474010977639973	0.9481769118985252	0.946829463018596	0.9463423603267579	0.9500608839022326	0.9513888069040423	0.9490973042417798
HMP_2012__SRS018337__bin.12	0.9502748570880228	0.9519054570446993	0.9490845989052117	0.9505751405303426	0.9669646316858407	0.9485110996838227	0.9721175241814631	0.9617609014113968	0.9622906016794347	0.9624048384749427	0.951172762040117	0.9479223508731706	1.0	0.9506729340177773	0.949162859037434	0.9761866898512234	0.9475766818444986	0.97380303116687	0.9760831346188525	0.9462974867645895	0.9499495821591449	0.9583014059526986	0.9484337331847547	0.9679757637918187	0.9490297847487009	0.9458435400756157	0.9727076192182895	0.9483028554801795	0.9509387473917977	0.9753712433269449
CM_cf__CF_TNFC045IS_t1M15__bin.8	0.9520180076362287	0.9624761641070527	0.9532297868826891	0.9518745121827195	0.950275098884494	0.9496614967402794	0.9489728331642493	0.952262058492626	0.9502026230744479	0.9501339518424957	0.9849502510411177	0.9495289182360578	0.9506729340177773	1.0	0.9518149106017915	0.9579126124472187	0.9487482459037835	0.9496878016208699	0.9500612891642043	0.9488295059875771	0.9524241195625288	0.9494958370712163	0.9523551383875507	0.9486346336822075	0.9488818915774444	0.9483433338830723	0.9490235405955293	0.9504292379732248	0.9553557933304723	0.9503136066601526
HMP_2012__SRS016360__bin.21	0.9547408961900336	0.9556734305984844	0.9522426996284296	0.9712867503045038	0.9497758073772301	0.9487463310587873	0.9484399334688123	0.9519157786614874	0.9494520634415301	0.9491972873782692	0.9506434062694213	0.9498399737946601	0.949162859037434	0.9518149106017915	1.0	0.956131507577338	0.9488319865641847	0.9486689466060975	0.9502071267651456	0.9495998660028507	0.9527043265284681	0.946610677010084	0.9523140780461952	0.9480898776005944	0.9486681880249154	0.9470952770935452	0.947690452509113	0.9489322680833266	0.9556882451873877	0.949833980106945
HMP_2012__SRS022602__bin.6	0.9582172935610509	0.9601436265709156	0.9573550047738697	0.9584129450381786	0.9705567143725978	0.956553414972537	0.9737273160064874	0.9675974435187968	0.9706501389165231	0.9679406194384982	0.9601295226948364	0.9549570550875993	0.9761866898512234	0.9579126124472187	0.956131507577338	1.0	0.9535405021549578	0.9720887142565717	0.9744880485913152	0.953695408870535	0.9572013043741513	0.9628845927372328	0.9563658528308486	0.9717925092978055	0.956631996391097	0.9523215177234149	0.9779917607711452	0.9551761061901671	0.9583253933603333	0.9737799518572898
HMP_2012__SRS015470__bin.32	0.9482389119517295	0.9525075582335344	0.9491716004512589	0.9494602225419908	0.950094698789521	0.949596979323287	0.9481141721152462	0.9471244601678572	0.9471249001495683	0.9468669514538932	0.9482965262584266	0.9970704670823277	0.9475766818444986	0.9487482459037835	0.9488319865641847	0.9535405021549578	1.0	0.9485098424308879	0.9487802246205173	0.9483096257066331	0.9492440345738382	0.9442588271418018	0.9496536652588288	0.9469685086064743	0.9483168264384524	0.9452414990299194	0.9451600327412062	0.9499387194802819	0.9511217046650026	0.9481214773299349
CM_periimplantitis__SP_162SPT_T016__bin.2	0.9508700532731649	0.9520665731058884	0.9495244837706388	0.9498574232492686	0.9674964296860961	0.9482245178780473	0.9656590311056319	0.9595839674398162	0.9603910798139802	0.9627346506253803	0.9502900820256648	0.9490045830197762	0.97380303116687	0.9496878016208699	0.9486689466060975	0.9720887142565717	0.9485098424308879	1.0	0.9797797148561582	0.9462060626810681	0.9501687421415356	0.9553597031829971	0.9488764307555421	0.9629979112380095	0.9488077265380483	0.9456298623196784	0.9688936662923283	0.9482395599891584	0.9483478787833445	0.9797815828628721
OhJ_2014__MET0094__bin.3	0.9512812156115442	0.9532313999691111	0.9511339250563416	0.9515049165185671	0.9709271096309824	0.9482644948234171	0.9673603762290991	0.9613226046385828	0.9628690560533129	0.9652498279282415	0.9515533752915905	0.9491800456683426	0.9760831346188525	0.9500612891642043	0.9502071267651456	0.9744880485913152	0.9487802246205173	0.9797797148561582	1.0	0.9463922295985789	0.9503846427501937	0.9579545774803828	0.9498021049331609	0.9640650032258766	0.9490560940727792	0.9462182902435116	0.9701388221950072	0.9485838262452159	0.9514498400847631	0.9932250056990444
HMP_2012__SRS018975__bin.43	0.950596018341938	0.952550104094576	0.9503239199454991	0.9490165940185398	0.9485493640697303	0.9479563964624174	0.946546599579884	0.9489322226229802	0.9477743220035628	0.9468796365709952	0.94767518539882	0.9493998913917259	0.9462974867645895	0.9488295059875771	0.9495998660028507	0.953695408870535	0.9483096257066331	0.9462060626810681	0.9463922295985789	1.0	0.9511052809852075	0.9436994513011925	0.9512162065818238	0.9461446379611193	0.9469179920764493	0.9452062980494846	0.9453347889132592	0.9543362173641631	0.9510737008732808	0.9466634877867743
HMP_2012__SRS018394__bin.51	0.9557353415153108	0.9571754556262886	0.9530110575373463	0.9535373914681823	0.9518563100292646	0.9510201072880123	0.9513928155763054	0.9512374379126085	0.9500618161392367	0.9492453444090276	0.9525430718255358	0.9501505753408578	0.9499495821591449	0.9524241195625288	0.9527043265284681	0.9572013043741513	0.9492440345738382	0.9501687421415356	0.9503846427501937	0.9511052809852075	1.0	0.9467459336463063	0.953503144663076	0.9490214257410082	0.9486265982312173	0.9473016368538013	0.947302894710953	0.9510904721122481	0.9563037220281065	0.9505552410800164
HMP_2012__SRS014690__bin.46	0.9478060877652704	0.949710775879399	0.9477527702621193	0.9478473757761229	0.9562179494806478	0.9447527543866158	0.9574997908662195	0.958493999189207	0.9535162919880815	0.957518939859964	0.948638457789454	0.9458446710159656	0.9583014059526986	0.9494958370712163	0.946610677010084	0.9628845927372328	0.9442588271418018	0.9553597031829971	0.9579545774803828	0.9436994513011925	0.9467459336463063	1.0	0.9468098728943984	0.9567174079068952	0.9475649091694757	0.9455260694263086	0.9591015944293977	0.945965568970127	0.9479208525085472	0.9570164571509058
HMP_2012__SRS024144__bin.27	0.9527125176451293	0.9544743449462177	0.9520012087838292	0.9534135554519607	0.9512907483562256	0.9508660173875273	0.9480582895685881	0.9506616871247404	0.9488778111215561	0.9487263896228404	0.9521883346332412	0.9497280055564409	0.9484337331847547	0.9523551383875507	0.9523140780461952	0.9563658528308486	0.9496536652588288	0.9488764307555421	0.9498021049331609	0.9512162065818238	0.953503144663076	0.9468098728943984	1.0	0.9474348763925903	0.9495224645032693	0.9479128317108683	0.9474217821895685	0.9514814871294376	0.9535522476625939	0.9497698136338146
CM_periimplantitis__SP_163SPT_T016__bin.41	0.950127875076277	0.9504206661997684	0.9494950401357436	0.950283930044814	0.9595462774206108	0.949901465762232	0.9712419520905617	0.957146504216772	0.9606797637420658	0.9591765035425414	0.9491145992304344	0.9474010977639973	0.9679757637918187	0.9486346336822075	0.9480898776005944	0.9717925092978055	0.9469685086064743	0.9629979112380095	0.9640650032258766	0.9461446379611193	0.9490214257410082	0.9567174079068952	0.9474348763925903	1.0	0.9468467537436766	0.9451943137821636	0.9649933215042829	0.9478215188568219	0.9520103620084267	0.963592514873839
VincentC_2016__MM001.2__bin.8	0.9483334045288624	0.9510290509857801	0.9497099779691359	0.9496040024172276	0.950665577227506	0.948036090215482	0.949786134926218	0.9487574072693998	0.9474797518524901	0.9482096109662882	0.9477068075202137	0.9481769118985252	0.9490297847487009	0.9488818915774444	0.9486681880249154	0.956631996391097	0.9483168264384524	0.9488077265380483	0.9490560940727792	0.9469179920764493	0.9486265982312173	0.9475649091694757	0.9495224645032693	0.9468467537436766	1.0	0.9479458294597597	0.9474385583741621	0.9467741825913873	0.9496333376937804	0.9493315542366297
CM_periimplantitis__SP_283SPT_T016__bin.19	0.9471653557276024	0.9511332047829814	0.9473597775271796	0.947257004810812	0.946928581084722	0.9451172240489748	0.9452997626745464	0.9475473566735402	0.9449223060301234	0.9468159142801118	0.9467223415254912	0.946829463018596	0.9458435400756157	0.9483433338830723	0.9470952770935452	0.9523215177234149	0.9452414990299194	0.9456298623196784	0.9462182902435116	0.9452062980494846	0.9473016368538013	0.9455260694263086	0.9479128317108683	0.9451943137821636	0.9479458294597597	1.0	0.945615348367376	0.94585120515261	0.9479131844895144	0.94626425054256
VincentC_2016__MM017__bin.13	0.9488827682802435	0.9494721694918756	0.9475485635599795	0.9503362323297726	0.9630618954985012	0.9461459990680374	0.9699697499945809	0.962847755921582	0.9619087160334954	0.9628101481757171	0.9495646334234771	0.9463423603267579	0.9727076192182895	0.9490235405955293	0.947690452509113	0.9779917607711452	0.9451600327412062	0.9688936662923283	0.9701388221950072	0.9453347889132592	0.947302894710953	0.9591015944293977	0.9474217821895685	0.9649933215042829	0.9474385583741621	0.945615348367376	1.0	0.9456486342660619	0.9494959244819351	0.9687410151030832
HMP_2012__SRS019225__bin.27	0.9535598578965563	0.9539701330350999	0.950878585491154	0.9486870909613672	0.9503178060606182	0.9482492673145149	0.9473277549380764	0.9507607021074314	0.9492507596413156	0.9490113355182004	0.9518968786070813	0.9500608839022326	0.9483028554801795	0.9504292379732248	0.9489322680833266	0.9551761061901671	0.9499387194802819	0.9482395599891584	0.9485838262452159	0.9543362173641631	0.9510904721122481	0.945965568970127	0.9514814871294376	0.9478215188568219	0.9467741825913873	0.94585120515261	0.9456486342660619	1.0	0.951590595760567	0.948196777330915
HMP_2012__SRS015989__bin.17	0.9554081734321401	0.9589851566494688	0.9571766022172554	0.9550011890096402	0.9518100659132837	0.9518413070424442	0.9499789727028176	0.9541748999230346	0.9502554811879347	0.9509681529588492	0.9548233883432025	0.9513888069040423	0.9509387473917977	0.9553557933304723	0.9556882451873877	0.9583253933603333	0.9511217046650026	0.9483478787833445	0.9514498400847631	0.9510737008732808	0.9563037220281065	0.9479208525085472	0.9535522476625939	0.9520103620084267	0.9496333376937804	0.9479131844895144	0.9494959244819351	0.951590595760567	1.0	0.9508560829701708
OhJ_2014__MET0103__bin.10	0.9512822615051295	0.95350322242333	0.950373802620064	0.9509527539840674	0.9697576355152231	0.948936594065417	0.9667382100881282	0.9607587384960862	0.9623473177133823	0.9642409321233288	0.9516801781027684	0.9490973042417798	0.9753712433269449	0.9503136066601526	0.949833980106945	0.9737799518572898	0.9481214773299349	0.9797815828628721	0.9932250056990444	0.9466634877867743	0.9505552410800164	0.9570164571509058	0.9497698136338146	0.963592514873839	0.9493315542366297	0.94626425054256	0.9687410151030832	0.948196777330915	0.9508560829701708	1.0
