	HMP_2012__SRS016541__bin.7	HMP_2012__SRS017445__bin.7	ZellerG_2014__CCIS76845094ST-20-0__bin.28	CM_cf__CF_TNFC018SA_t5M17__bin.3	HMP_2012__SRS015947__bin.20	HMP_2012__SRS024447__bin.10	HMP_2012__SRS019128__bin.8	HMP_2012__SRS064493__bin.1	HMP_2012__SRS023538__bin.14	HMP_2012__SRS053630__bin.9	HMP_2012__SRS024021__bin.38	HMP_2012__SRS015440__bin.36	HMP_2012__SRS018337__bin.12	CM_cf__CF_TNFC045IS_t1M15__bin.8	HMP_2012__SRS016360__bin.21	HMP_2012__SRS022602__bin.6	HMP_2012__SRS015470__bin.32	CM_periimplantitis__SP_162SPT_T016__bin.2	OhJ_2014__MET0094__bin.3	HMP_2012__SRS018975__bin.43	HMP_2012__SRS018394__bin.51	HMP_2012__SRS014690__bin.46	HMP_2012__SRS024144__bin.27	CM_periimplantitis__SP_163SPT_T016__bin.41	VincentC_2016__MM001.2__bin.8	CM_periimplantitis__SP_283SPT_T016__bin.19	VincentC_2016__MM017__bin.13	HMP_2012__SRS019225__bin.27	HMP_2012__SRS015989__bin.17	OhJ_2014__MET0103__bin.10
HMP_2012__SRS024021__bin.38	0.7895983261980796	0.5733278144260769	0.816562987195202	0.8078453799481037	0.5626072704271221	0.632322800085583	0.6615170196301133	0.6938006274757598	0.7571640815118607	0.7669161506021809	1.0	0.7136833573619089	0.7663749244316292	0.9291533609678618	0.7962730046117535	0.4286731227217011	0.7040472653081356	0.7070253423155549	0.6734706528107435	0.7950292508749934	0.7944427003453317	0.7044718479074477	0.7209672484848001	0.6321528337389197	0.7696862687854471	0.7933855763225549	0.7709280229181288	0.7288703503372999	0.8173674945694086	0.6849637105186506
HMP_2012__SRS015440__bin.36	0.7858380802626634	0.5759848642180423	0.8043331800470738	0.815997151842402	0.565746207401254	0.625644049526296	0.6651208241856049	0.7183680205304693	0.7617653385153978	0.7836976354358275	0.6618115716291857	1.0	0.7666222878221485	0.8322856711960285	0.8047269032219783	0.45576207994620144	0.821485788880318	0.6921573063153938	0.6952526998160565	0.796407415099191	0.8005220386083585	0.7133027749757709	0.7403689254138728	0.6394744259182342	0.7638322306612076	0.7975255394687396	0.779403147807512	0.7383218121402718	0.796954424533713	0.701818049209834
HMP_2012__SRS018337__bin.12	0.7872273736450307	0.5772473042569743	0.8142847408736535	0.8105200697287506	0.616389095513625	0.627374780678095	0.7414795214381839	0.7519195280249389	0.8103275774937397	0.8486153619024365	0.6528780144340784	0.7042768481241944	1.0	0.8481054562179534	0.8022156480855824	0.4775272413421081	0.6793431415414142	0.7952825206829784	0.7714305182526929	0.7739993526809796	0.7868872472474746	0.7584245163561617	0.739425135283997	0.6838005576028755	0.7805662337957312	0.7827131752133597	0.8691552486783903	0.7291395767442125	0.7885100873880678	0.7840038384882262
CM_cf__CF_TNFC045IS_t1M15__bin.8	0.7801599040268232	0.5524722577536022	0.7990305273654287	0.8109359179101225	0.5481068111732874	0.6061003463134662	0.6493257012783606	0.7047035572109334	0.7312387050798623	0.7774775767798231	0.7146751292587458	0.6903429554304054	0.7657382936563883	1.0	0.8013247579522647	0.428003455444504	0.6582283413097365	0.6956291703088111	0.68226367502416	0.7659910435288598	0.7659510547052234	0.7146377038212397	0.7151365387622434	0.6133762615063995	0.7434265807761421	0.7930198995665314	0.7917797333565746	0.6967750039091638	0.8068801283743775	0.6900876421718033
HMP_2012__SRS016360__bin.21	0.7996823975695033	0.5557782638582437	0.8007511499032554	0.8653711514308022	0.5591643258426966	0.6159970212838182	0.6272711650089956	0.7117566999898164	0.7339628806137343	0.7815088343120947	0.6336380647679827	0.6905561543161681	0.7493412454597915	0.829022964119624	1.0	0.4351275289385247	0.6736178884211955	0.6829788859092297	0.6785076292474286	0.772805530567908	0.7695557809158491	0.7050752741097797	0.712864701788927	0.6077960046165857	0.7532020138158118	0.7918754667503988	0.782823691401609	0.7063927831901966	0.7974791235276146	0.6870146856648224
HMP_2012__SRS022602__bin.6	0.8258697475346308	0.6490210821596922	0.8378196097548885	0.8486096020293077	0.6444539005920191	0.6237931362139697	0.7478217580447257	0.7944943875927999	0.8364149587073906	0.8751926231032047	0.6642522505401709	0.7615811413202894	0.8685886975166596	0.8622491768331729	0.8473133983053298	1.0	0.7218543046357616	0.7726985412285738	0.7993641888346767	0.811454516159684	0.8000737441799937	0.7853538274675381	0.7567919009473132	0.746204343676798	0.7753405245958529	0.8038115619306516	0.9018200559381623	0.772059218435632	0.8206715058272362	0.8055580802551507
HMP_2012__SRS015470__bin.32	0.810964877491742	0.5908767614843502	0.8361207455445434	0.8334914247169268	0.5833604830975511	0.6607599268169092	0.6990538771502123	0.7314697123348645	0.785795243361309	0.7977015894575443	0.6924205943143477	0.8712432538025511	0.7842717974367563	0.8416343873997124	0.8325350100852906	0.4581534183465106	1.0	0.7167590195668405	0.7031896001872187	0.8183644719824267	0.830205920855542	0.7297548523784833	0.7525980193891927	0.6490036965196079	0.7980129650230188	0.825255377128252	0.7978149957161277	0.7555183944295895	0.8030474162711104	0.7061781500882667
CM_periimplantitis__SP_162SPT_T016__bin.2	0.7390733679063703	0.5340927262392076	0.7584801403464541	0.7634192290049339	0.5970111014231905	0.6466862059185025	0.6802174996527522	0.6995425667386841	0.7418215858542354	0.7921468315247269	0.6190627928991044	0.6535453703995509	0.8173920351286335	0.7918742858076633	0.7514978342245052	0.43661940595538656	0.6381234848033878	1.0	0.7317467320776387	0.7161229175347861	0.725931061691044	0.6960800105516628	0.687109929885134	0.6218115944566419	0.7273282232470408	0.7350616350175141	0.8111637527035719	0.6697002697443907	0.7397696142456787	0.730571342197197
OhJ_2014__MET0094__bin.3	0.7407643612577607	0.5270403498808989	0.7487500201537417	0.7775373262224962	0.561282602036155	0.5788793564178769	0.6736049281422072	0.7131307449360366	0.7571889143074846	0.7964024227484687	0.6033618232597467	0.6716964434468093	0.8112696140692822	0.7946760681632388	0.7638966766927799	0.4621650074912204	0.6405653318619609	0.7487213570544365	1.0	0.7206022594882323	0.7258464123652612	0.7104143191289762	0.680251184293577	0.6353169989496168	0.7132824205031926	0.736966500599835	0.8263953704317439	0.6772505160850745	0.7501861608585076	0.7987408539334431
HMP_2012__SRS018975__bin.43	0.7702689896386539	0.5511436373446689	0.8099800880289887	0.7975157967390382	0.5581826697379124	0.6235569298863073	0.6400518204252451	0.690328588605532	0.7454965256760346	0.7631527196137022	0.653386541479621	0.7058193899322664	0.7466841227366224	0.8184450037934085	0.7981380800696782	0.4303724661537577	0.6838576088653463	0.6721635027539872	0.6610336148033317	1.0	0.7736899046033081	0.6865280588978026	0.7381666196484866	0.6187024625657684	0.7536212671901662	0.7711399671877012	0.7803044039144689	0.7478344704429113	0.7661901853429268	0.6720917429684996
HMP_2012__SRS018394__bin.51	0.8000735540252636	0.5696367416350488	0.8109952632103364	0.8159022235258687	0.5758888337824569	0.6355224518904056	0.6621211323961259	0.7042159779046843	0.7583739074652297	0.7789925449580787	0.6671921058730147	0.7249913515244267	0.7757290748874018	0.8363115063349384	0.8121741427933289	0.4336222502605738	0.7089342950960625	0.6962800919369339	0.6804150372640142	0.7906206862579362	1.0	0.7005808193045171	0.7469825496713579	0.6314355573816558	0.7826596105555065	0.7881588095219435	0.7815674956141873	0.7316755875645558	0.7932969556246439	0.6937219344372781
HMP_2012__SRS014690__bin.46	0.756200670349052	0.5378368895150099	0.7705838085190727	0.7820752563434158	0.5630459138307803	0.594748251295072	0.6615659732175646	0.7122665936494907	0.7544264230321706	0.8178818908256994	0.6170556602225895	0.6737609314127013	0.7797983348113862	0.8138143748478404	0.7760986292348551	0.4439348940560088	0.6499344071450965	0.6963380679678592	0.6945655721290793	0.7316980755342446	0.7306857211915423	1.0	0.6950011063503342	0.634094039194577	0.7386993173322186	0.770678388336557	0.8172554454913744	0.6899194845516713	0.7671082921395415	0.6981613566715844
HMP_2012__SRS024144__bin.27	0.7862141387190056	0.5813421644437838	0.8222793400593816	0.8118633908902285	0.5648037712273528	0.6242983629576728	0.6663252889022621	0.7284064969324338	0.7611304256406723	0.7940338042533858	0.6535511142207705	0.7237414036245255	0.7868056587744962	0.842813967848861	0.8120670091320064	0.44272466584252634	0.6936796172702104	0.7113617770495052	0.6882943075106733	0.814200469107427	0.8062805049732397	0.7192648233475806	1.0	0.6310908741566761	0.7702153036328636	0.7918471739358983	0.7989284967656722	0.7539838483001804	0.7845120835644431	0.7040284993033477
CM_periimplantitis__SP_163SPT_T016__bin.41	0.7843487203674413	0.5794658761162467	0.8120833371125885	0.8196402195549596	0.5983591287851566	0.6329291972233987	0.7331822561525694	0.7585914099505813	0.8086715417896088	0.8457554545118376	0.6617187494549152	0.7218479790519954	0.8402142523737792	0.8347511936050817	0.7995210927792038	0.5040833399034231	0.6907650584714738	0.7433792681454834	0.742305494525429	0.7880361106091485	0.7870314101459397	0.7577820679107742	0.7287511084846257	1.0	0.7734846989003414	0.7734735355618613	0.8533883871976043	0.7439688319589636	0.7928140194786303	0.7468273443185235
VincentC_2016__MM001.2__bin.8	0.7848712421878564	0.5652285479677022	0.8315935632498518	0.8127218192600704	0.5619485881118563	0.6450589617261986	0.6613412937365996	0.7041740796496511	0.7524599698918846	0.7832061721636786	0.6584770311573377	0.7046867159344921	0.7838733406322704	0.8268823274485653	0.8097651795082341	0.4280678344966014	0.6941745358332193	0.7106530267779754	0.6811288262396789	0.7845000228091784	0.7972811459331235	0.7214959399662424	0.7269005747912961	0.6321603713334246	1.0	0.8116999680671503	0.7897449933853382	0.7152456548515121	0.7740961863053692	0.6953725879293828
CM_periimplantitis__SP_283SPT_T016__bin.19	0.7517493567352712	0.5242417194333221	0.7671162653410947	0.7833712808242967	0.5223622495648119	0.589982488180304	0.6237795700999498	0.6685885515044625	0.7064892817024951	0.7428302187882321	0.6207434231591991	0.6728893250909227	0.718852376090056	0.8066602279352636	0.7785839519139407	0.4058591065112888	0.6565201020879639	0.6568283059426501	0.6436005719762907	0.7341316734478468	0.7342656977975158	0.6883991234703232	0.6834475234699061	0.5781252444510269	0.7423290615896644	1.0	0.7503376683517925	0.6783780654810639	0.7541664884890293	0.6469005956521876
VincentC_2016__MM017__bin.13	0.7452154235562055	0.52548958245067	0.7587273845424455	0.777490877918767	0.5690255241525263	0.5858161838899288	0.6745973365966098	0.7271698440811611	0.7623881736031219	0.7974801793901006	0.6012703073201745	0.6555250518681097	0.7957241235186203	0.8028585553659255	0.767256575982167	0.4539092517320128	0.6326885277774457	0.7225447318583782	0.7194235478878723	0.7405133734207584	0.725828629117153	0.7277011315591521	0.6873846256216766	0.635845061599716	0.7199725102917455	0.7479711524415571	1.0	0.6808277479701127	0.7568320086669519	0.7146336429737751
HMP_2012__SRS019225__bin.27	0.7613645514458139	0.5614615342421629	0.7843480737069253	0.7778597962544335	0.5532203306751566	0.6098333086305352	0.6467643808214478	0.6903412837441195	0.7455887999458484	0.758691397474246	0.6381036187070595	0.6970402157662983	0.7493088079285479	0.7930712736023565	0.7771554747430424	0.4361990913260501	0.6725395137789096	0.6696096063152023	0.6618066342768246	0.7966348953671166	0.7627305967301276	0.6895704397370377	0.7281803296481426	0.6222204975649266	0.7319295141640397	0.7590753606511268	0.7642267693525027	1.0	0.7555992684859597	0.6735764477687538
HMP_2012__SRS015989__bin.17	0.7786943077529893	0.5370169014619248	0.7705103975735129	0.7983604759323435	0.5413972972003855	0.5932206428588002	0.6277407134766643	0.6890361969285026	0.7113742641335918	0.7587766108909283	0.6466417493318934	0.6799094496742255	0.7322558906224623	0.8299159883653483	0.792841609699199	0.41899510863718914	0.6459804978264125	0.6684103176327406	0.6624548355730108	0.7375575035699145	0.7472980440876522	0.6928550034697248	0.6846710932902483	0.5991924716463369	0.7158374481386878	0.7625806526457442	0.7676971784493178	0.6828054570650558	1.0	0.6612151208286842
OhJ_2014__MET0103__bin.10	0.7815676796656947	0.5625135265775809	0.7999239081284206	0.8093755165047636	0.6054542903029642	0.6239103113841548	0.7152448817301545	0.7493022313005785	0.8049066783091388	0.8403012489669904	0.6409486535792805	0.7081926621240235	0.8611585299299893	0.8395347169164081	0.8078717664852728	0.4864584535262657	0.6718955919729312	0.7807618542715917	0.8342619244382767	0.7652391124693996	0.7729524581728596	0.7458487829978326	0.7267447336004865	0.6676126175291971	0.7605825394102881	0.7736871813263063	0.857399466733195	0.7199488562830368	0.7820816116507882	1.0
