	CosteaPI_2017__daisy-11-390-0__bin.44	CosteaPI_2017__daisy-11-0-0__bin.1	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.17	BackhedF_2015__SID397_M__bin.71	CosteaPI_2017__daisy-11-7-0__bin.39	GeversD_2014__SKBSTL013__bin.105	CosteaPI_2017__daisy-11-403-0__bin.29	CosteaPI_2017__daisy-11-386-0__bin.46	CosteaPI_2017__daisy-11-388-0__bin.6	LiJ_2014__O2.UC2-1__bin.14	LiJ_2014__MH0246__bin.46	QinN_2014__LD-49__bin.29	CosteaPI_2017__daisy-11-60-0__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.92	HMP_2012__SRS053398__bin.18	VogtmannE_2016__MMRS88581325ST-27-0-0__bin.75	CosteaPI_2017__daisy-11-2-0__bin.7	CosteaPI_2017__SID713A037-11-0-0__bin.69	ZellerG_2014__CCIS48174381ST-4-0__bin.47	XieH_2016__YSZC12003_37202R1__bin.10	QinN_2014__LD-86__bin.32	LiJ_2017__H1M413815__bin.7	HMP_2012__SRS058770__bin.26	LiJ_2014__V1.CD49-0__bin.19	ChengpingW_2017__AS97raw__bin.74	ZeeviD_2015__PNP_Main_480__bin.37	LiJ_2014__MH0359__bin.66	VogtmannE_2016__MMRS87723283ST-27-0-0__bin.36	LeChatelierE_2013__MH0183__bin.3	NielsenHB_2014__O2_UC18_2__bin.57	CosteaPI_2017__daisy-11-392-0__bin.8	ZeeviD_2015__PNP_Main_706__bin.56	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.45	HMP_2012__SRS024132__bin.65	LiJ_2014__V1.CD44-4__bin.36	YuJ_2015__SZAXPI003420-4__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.134	VogtmannE_2016__MMRS62666492ST-27-0-0__bin.17	CosteaPI_2017__SID713A037-11-90-0__bin.47	CosteaPI_2017__daisy-11-389-0__bin.10	NielsenHB_2014__V1_UC26_4__bin.73
LiJ_2014__MH0246__bin.46	0.9391734338307182	0.885761445573799	0.5822916106470967	0.5159084547148138	0.905787286970503	0.830852752301801	0.833774181493754	0.9383140763906987	0.9430220644711133	0.6894523251051788	1.0	0.9052175076152141	0.9375283545207965	0.9613005089679575	0.8532211425096492	0.8218904484737166	0.8991032731976177	0.871842392301084	0.4269360018643313	0.9796812710547399	0.7525199498616231	0.3479379971952294	0.7879632042780336	0.5949205246051741	0.787928730696518	0.6224163774333178	0.5278117687291521	0.9713190833336781	0.4789246448876368	0.5715110322355565	0.938407844532421	0.6210490172960853	0.5398855201305032	1.0174243270412153	0.5985253580770912	0.48486568403169916	0.9644734574106479	0.45794567790919105	0.9322362460751827	0.8000794271318118	0.8690671310947569
QinN_2014__LD-49__bin.29	0.9634885902016884	0.9111242428474511	0.5905662918693698	0.5203747384156281	0.9140242344016777	0.8322255385836603	0.8629629098063157	0.9730458384693388	0.9733301243074328	0.7219220813918634	0.9059298161747049	1.0	0.9485682757981118	0.9329154423515241	0.8838118259596579	0.8088343342218876	0.9007748583124903	0.8649087497660852	0.446425643797021	0.9348300936708036	0.7656507634040772	0.36596502345772175	0.7944519548653451	0.5868915524049202	0.8044966291427761	0.6445160157809001	0.5455804040391774	0.9493786284395136	0.48859489378473875	0.5590017316595614	0.9595497133129126	0.6293373600720265	0.542860920191857	0.9445361089935342	0.6172071869667916	0.49201349998923577	0.9418050329081558	0.46459150885122574	0.9602549077947865	0.8339022730170786	0.8799336703178536
CosteaPI_2017__daisy-11-60-0__bin.4	0.9981359135894614	0.9123681724837337	0.5724210616200078	0.5002290246134254	0.9392599843135271	0.8068798045094393	0.86401472504396	0.9816564198577253	1.009047131104336	0.6918480415101183	0.8959224131024217	0.9057596659455949	1.0	0.9192926750074848	0.8653467047864827	0.7947098740443691	0.9445143729416775	0.868607604144265	0.43033250473335105	0.9193298355028737	0.7424137243987906	0.347990645042948	0.7740676141802342	0.5672127941740777	0.7774813723133752	0.6215975745002045	0.525006377900627	0.9339281120992464	0.47223030441034464	0.54769114726309	0.995768974517915	0.6248893091626713	0.5247813065313919	0.9336250300446558	0.5956134275365069	0.4791347771635315	0.9311998465087056	0.44504964220504584	0.9388198564603389	0.8183405229667674	0.8653872914268366
Bengtsson-PalmeJ_2015__TRAVELRES28__bin.92	0.9202953836657147	0.8639788506261169	0.5695725534751043	0.5011284092749232	0.884792549323125	0.8053997251085302	0.8168418135278412	0.9184807955213214	0.9218661545717307	0.6774030235962072	0.9148112017355379	0.8871008083236948	0.915461556005397	1.0	0.8446936681791734	0.8019878584789216	0.8769308212546694	0.842285152789949	0.42124138930159355	0.9418428961393679	0.7419765363307369	0.3437334901742178	0.7706215187478135	0.5715412005203884	0.7689124360176588	0.6115169920143949	0.5168657753296323	0.9856074342999152	0.4679306845175529	0.5502073233880046	0.9164279016154139	0.6132119023754727	0.5231955752813937	0.9558507082641446	0.5848327831042265	0.47660050007466737	0.9785868625812976	0.4464621698789391	0.8992260574227652	0.7830884794124031	0.859300394123086
HMP_2012__SRS053398__bin.18	0.8787271344514269	0.8290947177413975	0.5613651949992662	0.47951086738982507	0.8399701130101802	0.7632192557605839	0.7902085418084297	0.8841481540781064	0.8867122976957664	0.7225932300631096	0.8255613817395829	0.8544879851632443	0.8761771337843066	0.8588448144738422	1.0	0.74239336081869	0.8346302152130115	0.7984322672750804	0.41774513335734964	0.8532674218468559	0.7270527959012129	0.34590374788189304	0.7570638700983335	0.5385827696166726	0.765628360618554	0.5996285474122404	0.49277802238855756	0.8705730563449813	0.5064062228982374	0.5152220843506918	0.8742462207634525	0.5764039546891887	0.49702437657607174	0.8622127046391547	0.6230300604411	0.47113583903721196	0.8664627947003962	0.429112863413788	0.8611162257001428	0.7554897330184526	0.844122536658261
VogtmannE_2016__MMRS88581325ST-27-0-0__bin.75	0.9275348204181162	0.8891790419176441	0.5991568268730537	0.540809357440314	0.9047400519255093	0.8512193002137675	0.8506438911092975	0.9282914510295107	0.9316391177101492	0.7085733182767437	0.9184805254684021	0.9031793279270972	0.9293485764865711	0.9417844400995116	0.8574372320202376	1.0	0.8997934444660869	0.8595816865188458	0.4513938029641428	0.9380077592392149	0.7768401996148735	0.3629949997657681	0.801140216134385	0.6189913358860499	0.8003900577196663	0.6425279413976493	0.5502405807964377	0.9434098860646826	0.5065729780241185	0.587520741849347	0.9214170535602013	0.6328865257494803	0.5641940204299511	0.9533672065506027	0.6205045971088389	0.5027454441899398	0.940299225062318	0.4797367850071872	0.9000554143315392	0.8162928613519864	0.8698718628338112
CosteaPI_2017__daisy-11-2-0__bin.7	1.00463709890457	0.9111904908884733	0.5872389685374675	0.5121360964614453	0.9521088010891454	0.8116688828862798	0.8657393581138386	0.9832785256939659	0.996590024954021	0.6938157740334696	0.9065414349646601	0.9075127342254938	0.9965535977558622	0.9291185118571921	0.8697299437686411	0.8118296074705231	1.0	0.8844184467331477	0.4363297067415899	0.9305984015411763	0.7552464897806416	0.342888938200007	0.7852655598359831	0.5825053792683083	0.7904857719813114	0.6242681887117952	0.5351889514917633	0.9408552994899636	0.48470474782646417	0.5637628906399897	0.9891705554786228	0.6440103397628728	0.5375583877933849	0.9438125762259977	0.5996712097778386	0.4897795292493717	0.9366097234480484	0.4538022486982143	0.9363694707823284	0.8256602638218972	0.8728676880741802
CosteaPI_2017__SID713A037-11-0-0__bin.69	0.9505868496100528	0.8914343392195047	0.5756480745952216	0.5118657272141194	0.9280572109378815	0.80386823429599	0.8440003271111892	0.9496078277823162	0.9502808330470147	0.6868572098975986	0.9135042306284147	0.9055267053632654	0.9523798928335198	0.9273836277382197	0.8646152672501305	0.8059418649441122	0.9190778354139474	1.0	0.4408554362151964	0.932992775523992	0.7536526212095774	0.33840490528079403	0.7783258206604237	0.5803108538786804	0.7839985412921527	0.6231216752485192	0.5387139848991374	0.9382869487547958	0.4907531850718243	0.5748236503701529	0.9469458593416107	0.6472120272889331	0.537052132912327	0.9497843869135875	0.5897534442756553	0.4881914883472418	0.9364803240596926	0.4575852085637247	0.9590663113907802	0.7983824756248705	0.8651362756194957
ZellerG_2014__CCIS48174381ST-4-0__bin.47	0.898060582495266	0.867048245440606	0.7790758851880654	0.5464243191114508	0.8737862851318281	0.7986952290571028	0.8352329893193091	0.8992973634378556	0.8992325587525867	0.7435167855118692	0.8501798055420088	0.8882915507871023	0.8967392259464779	0.8814683862974337	0.8597489312718853	0.8043546551731713	0.8617567781307254	0.83786032503394	1.0	0.8812953907393006	0.7800226926236891	0.41677485753953086	0.7929100379162328	0.5889587095300233	0.814468579613105	0.7047042709582746	0.5525093692197516	0.8887841762335956	0.5057247799935854	0.5770187208653512	0.8767085370836574	0.6100065024362168	0.5752865685150281	0.8879801587824627	0.6551039730763992	0.5085679482616967	0.8885397856832171	0.4952159863273098	0.8615431423462372	0.801708646922107	0.8667154349382927
XieH_2016__YSZC12003_37202R1__bin.10	0.9045274205874577	0.8486380789588005	0.5615648500333156	0.4933214156331437	0.8659271611739261	0.7976839844351881	0.7988872633315314	0.9025305444746824	0.90550241145336	0.6652630130618887	0.9152881350516946	0.8726982459955548	0.8987903311000958	0.9246538705127617	0.8238922748464209	0.7841938624015797	0.8622977422159193	0.8319145635910995	0.41347239492695553	1.0	0.7203603034427175	0.3393483536207358	0.7569448774587987	0.5581851050047641	0.7519756190444781	0.5988000191700107	0.5019280805099223	0.9431346368597049	0.45044758367683896	0.5431152607198751	0.9003883473131838	0.5921644642626168	0.5134241607065283	0.9647094017049972	0.5720431675659909	0.46542106258544697	0.946768951384956	0.4395745288274189	0.8948470805155908	0.767392790942273	0.8384210301201063
QinN_2014__LD-86__bin.32	0.8813190888767553	0.8431308458918254	0.5825666807462887	0.5107862079644456	0.8531136412805775	0.7857727761299521	0.8140075692797009	0.8837891103645685	0.8813862090258806	0.7091103271061444	0.8518361731400148	0.8660185045568337	0.879423490990759	0.882583757360973	0.850582119004961	0.786889468099354	0.8479079273891105	0.8142104906607776	0.44340163667020377	0.8728001371124162	1.0	0.3729685618587099	0.775054156594742	0.5774795978160664	0.8558249831185021	0.6240684737908305	0.5250572004154581	0.8882237230079442	0.48869493767347827	0.5463118102429094	0.8714368176183211	0.5980324118517325	0.5273730016536532	0.8824342199124566	0.6071523230907986	0.5421603509728207	0.8822793752893581	0.4591349118119287	0.8595265812960807	0.7798452864953324	0.8650026489044899
LiJ_2017__H1M413815__bin.7	0.9258399676535284	0.9174758540176265	0.6719180630798242	0.5744259657517016	0.8847040290837946	0.8531185684584062	0.8659653592833884	0.9307101578151836	0.9336953391229033	0.8301214604403914	0.8840698532426007	0.9291432880020237	0.9252653552891317	0.9177708684144693	0.9083479263851486	0.8253332576526805	0.8640922631248121	0.8206326482132008	0.5317876260731061	0.9229059408611757	0.8371800828142552	1.0	0.8530828303723278	0.6120217315593228	0.9160323156387763	0.742455234543453	0.5685488024587804	0.9291818290752455	0.4908107570237602	0.5529557849800533	0.9198107423080777	0.5461115911226594	0.570023173696208	0.923352316563762	0.7471628514507911	0.5165092439012255	0.9212094328926337	0.55670968551185	0.9107570938348999	0.8798604673000016	0.9168648028203656
HMP_2012__SRS058770__bin.26	0.7611861977034179	0.7386277414178772	0.4963461582315613	0.4334049762733509	0.7332879496816752	0.6837014298182512	0.6906577226148447	0.7626518806142186	0.7625145376257595	0.5985588833444936	0.74038935959815	0.7458994048124983	0.7611094929400521	0.7608920763979443	0.7351889839521196	0.6736072384419397	0.7318004992028924	0.6979801770014242	0.3741365531367066	0.7612818195199111	0.6433513554975547	0.31547192087385384	1.0	0.4887562737240577	0.6803173504101632	0.5262731954167867	0.4409819038951508	0.7678494057453941	0.4138621055664854	0.46707396204980006	0.7555242977886224	0.5074214449933557	0.4554806589975724	0.7706742659665111	0.5246406278181226	0.4168932394080051	0.7649006776969498	0.38709395711581795	0.7446182279541181	0.6764370222796241	0.7468833507128361
LiJ_2014__V1.CD49-0__bin.19	0.9144490017414809	0.8837286293154129	0.6021667401882779	0.5614253863724209	0.8988345473642716	0.8559997474383336	0.8467351711745227	0.9177041461922489	0.9207080088498973	0.7294002257696518	0.92029759614195	0.9071635362387596	0.9181832454344786	0.9290617419417043	0.861061219753394	0.8568363579583802	0.893698842397254	0.856756579188748	0.45751588536089444	0.9242182747137137	0.7891651898350756	0.37260738350379824	0.8046508036324511	1.0	0.8147353520632837	0.6633092745592756	0.5693081260862924	0.9362034350093132	0.5319733683961737	0.5957212982010954	0.9077386259792097	0.6327958149849273	0.5936790470233987	0.9389410840185632	0.6355053067813661	0.4993703023316732	0.9311573211739681	0.501114769652668	0.8968238663948784	0.8277465441287518	0.8674477875683345
ChengpingW_2017__AS97raw__bin.74	0.8981022932716508	0.8704730426616312	0.605332178612636	0.5231475518063675	0.8686824947448332	0.8035105092677604	0.826711503448175	0.9029026669723996	0.9011176003247348	0.7265498364602451	0.8699998264264774	0.887595004858536	0.898330679485528	0.892147807903442	0.8737002921211933	0.7908204576798823	0.8656617064226162	0.8261804293721724	0.4516048090219254	0.8887159243962458	0.8347936347848648	0.3980689488844247	0.7994467572355036	0.5815398163957549	1.0	0.6434139049444397	0.536817532509255	0.90021806315701	0.4904557401220679	0.5534486166037995	0.8900387373470231	0.5933577371615735	0.5429781744998571	0.9009839182608785	0.6377852505746958	0.5416075527016414	0.8960105800674866	0.47610273238221135	0.8755426075798035	0.8071887453709921	0.8863464935560068
ZeeviD_2015__PNP_Main_480__bin.37	0.972462031050877	0.937459853509344	0.6791177269185747	0.5615655060940261	0.9363684045933972	0.8676767547750375	0.9016064364584316	0.9774108392537604	0.9804758783197208	0.7918121966223178	0.9298782183631232	0.9621375588214329	0.9717809570387742	0.9600222327608549	0.9258478094179392	0.8589760651721494	0.9249924496786015	0.888475263581411	0.528693487440921	0.9575332018430612	0.8236434451879628	0.43654660453909255	0.8367622573751086	0.6406071735675711	0.8705691562057462	1.0	0.5957564103567748	0.9675799705733177	0.5079291765432012	0.5885303510559531	0.9671547628416237	0.6239981145827711	0.5918347754824892	0.9648424897890401	0.7082798905172496	0.5287445782924036	0.9651902371975185	0.5305191613354324	0.9572023473774118	0.8746078056108467	0.9255251954122063
LiJ_2014__MH0359__bin.66	0.9642514259074453	0.9425188724829607	0.6318742821900578	0.5795320061285489	0.9459968968757512	0.8698790558538083	0.9034656410331121	0.9707597312568139	0.9712487525586206	0.7632753257916245	0.9293963961995226	0.959928904946788	0.9673875724487244	0.9563731810422904	0.8967791124287653	0.8669988320792147	0.9346542250323545	0.9053314005579797	0.48855510473651365	0.9459983537415957	0.8167525003460057	0.3940079107815357	0.8263964666147051	0.6480372374909856	0.8560839931721554	0.7021753435168255	1.0	0.9582418542988469	0.5295212010402022	0.6195453121699288	0.959207270731808	0.6555022180782483	0.6013505146378596	0.9543831022986915	0.6849527611249918	0.5088123386824591	0.9491903468069143	0.5288772663369293	0.9456258817073496	0.8755666601107703	0.9053187743873272
VogtmannE_2016__MMRS87723283ST-27-0-0__bin.36	0.9101341166160488	0.8564790289149704	0.559882579215672	0.49319645496870457	0.8687595587921191	0.7962162083349213	0.8016240002517037	0.9105382749448183	0.9191808682702203	0.6675992151142937	0.9009070284923948	0.8798647041624983	0.9064534620637297	0.9606157940470548	0.8345176280817392	0.7830012541698013	0.8654915038501196	0.8305793865439322	0.41396760952370965	0.9363079727392649	0.727783761992695	0.3391829709167155	0.7579488095107152	0.5613308984925661	0.7561945577267271	0.6007030820142125	0.5047441281294452	1.0	0.46280374864523827	0.5375172758500818	0.9097678161560502	0.599470143315055	0.5133854424727942	0.9444200443090542	0.5751835531093461	0.4680959205844232	0.9599921623979788	0.4404197721416733	0.8948538622316344	0.7707984864014791	0.8459074748571314
LeChatelierE_2013__MH0183__bin.3	0.8254890640078684	0.7938866883360212	0.5352918099647572	0.4886518090024973	0.8094734494892157	0.7424700843550406	0.762396267911683	0.8297771350374588	0.8302231055275359	0.7103407788199176	0.8033779026248417	0.8189549486532524	0.8289351575561927	0.8248251971476394	0.877938246965874	0.7603940269562329	0.8064025448075434	0.7856755573937189	0.4260091470212965	0.8087679463799132	0.7241899205117742	0.3240276316653852	0.7388463428106689	0.5768637541647814	0.7451098225463064	0.5703097459356081	0.5044453635260907	0.8370116646264905	1.0	0.5410625940863573	0.8138110213927048	0.6015461852405973	0.509162287921139	0.8229529538142968	0.621416853798475	0.48438594397241275	0.8253923753850196	0.44056564232241446	0.8071890072900446	0.7359475346251674	0.7992730310911751
NielsenHB_2014__O2_UC18_2__bin.57	0.900330810779798	0.8621382694306239	0.6016301047806526	0.5502985816123799	0.8820190801886895	0.8211991858169062	0.8346732814334351	0.9025783768582842	0.9040140200138131	0.6938072621898187	0.9007124319395178	0.8803048275076705	0.9032568627698133	0.9112039712940913	0.8392053586912915	0.8285690814709018	0.8812110690999434	0.8646166337275738	0.4566710030073312	0.916179389762556	0.7606135668495522	0.3429787574362882	0.7834169524116675	0.6069254243579485	0.7899627549918264	0.6208480769640342	0.5545142349473706	0.9133472217936107	0.5083424211037371	1.0	0.894600408308562	0.6357330407860874	0.5678761913165105	0.9265209754723649	0.6119829913448495	0.49591756635231454	0.9118120441898179	0.47702384176022106	0.8835564310337108	0.8009845652061471	0.8431884752148358
CosteaPI_2017__daisy-11-392-0__bin.8	0.990395667720301	0.9027474622208027	0.5563553174143849	0.48822737087868323	0.9207237826053398	0.7903822060104195	0.8452745370198321	0.969234795349525	1.0012700265673862	0.6805245181136662	0.884271655226379	0.9034829185714683	0.9818986780237067	0.9074445074794352	0.8514126089443447	0.7769522013144138	0.9244579777653094	0.851621551313933	0.41485975263198516	0.9081360443519161	0.7254239983825158	0.34112050803141725	0.757684284441252	0.5529496087658081	0.7595751609103131	0.6100212814560269	0.5133157880648688	0.9242864579096771	0.4571565490308998	0.5348864889391782	1.0	0.6094524072681798	0.5105524992392055	0.9229782291926275	0.5831191717358147	0.46767461435969426	0.9187234972586709	0.4313687986151591	0.9361823994120507	0.8006442909486113	0.8465822459797435
