	CosteaPI_2017__daisy-11-390-0__bin.44	CosteaPI_2017__daisy-11-0-0__bin.1	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.17	BackhedF_2015__SID397_M__bin.71	CosteaPI_2017__daisy-11-7-0__bin.39	GeversD_2014__SKBSTL013__bin.105	CosteaPI_2017__daisy-11-403-0__bin.29	CosteaPI_2017__daisy-11-386-0__bin.46	CosteaPI_2017__daisy-11-388-0__bin.6	LiJ_2014__O2.UC2-1__bin.14	LiJ_2014__MH0246__bin.46	QinN_2014__LD-49__bin.29	CosteaPI_2017__daisy-11-60-0__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.92	HMP_2012__SRS053398__bin.18	VogtmannE_2016__MMRS88581325ST-27-0-0__bin.75	CosteaPI_2017__daisy-11-2-0__bin.7	CosteaPI_2017__SID713A037-11-0-0__bin.69	ZellerG_2014__CCIS48174381ST-4-0__bin.47	XieH_2016__YSZC12003_37202R1__bin.10	QinN_2014__LD-86__bin.32	LiJ_2017__H1M413815__bin.7	HMP_2012__SRS058770__bin.26	LiJ_2014__V1.CD49-0__bin.19	ChengpingW_2017__AS97raw__bin.74	ZeeviD_2015__PNP_Main_480__bin.37	LiJ_2014__MH0359__bin.66	VogtmannE_2016__MMRS87723283ST-27-0-0__bin.36	LeChatelierE_2013__MH0183__bin.3	NielsenHB_2014__O2_UC18_2__bin.57	CosteaPI_2017__daisy-11-392-0__bin.8	ZeeviD_2015__PNP_Main_706__bin.56	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.45	HMP_2012__SRS024132__bin.65	LiJ_2014__V1.CD44-4__bin.36	YuJ_2015__SZAXPI003420-4__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.134	VogtmannE_2016__MMRS62666492ST-27-0-0__bin.17	CosteaPI_2017__SID713A037-11-90-0__bin.47	CosteaPI_2017__daisy-11-389-0__bin.10	NielsenHB_2014__V1_UC26_4__bin.73
LiJ_2014__MH0246__bin.46	22365.0	20899.0	33270.0	5027.0	20889.0	795.0	20775.0	22363.0	22709.0	29290.0	0.0	23059.0	21992.0	9253.0	29028.0	2794.0	21634.0	22503.0	23008.0	2495.0	30854.0	11870.0	23719.0	9239.0	27747.0	18534.0	14778.0	9049.0	20224.0	5800.0	22393.0	17737.0	3870.0	2531.0	26038.0	18986.0	8896.0	9363.0	24105.0	19661.0	31548.0
QinN_2014__LD-49__bin.29	9464.0	8241.0	37140.0	16562.0	8640.0	19926.0	9121.0	9267.0	10283.0	29298.0	23059.0	0.0	9176.0	23435.0	29980.0	20975.0	9250.0	6309.0	20612.0	24379.0	32155.0	12575.0	25353.0	21952.0	28191.0	6436.0	8209.0	23980.0	19623.0	16765.0	9698.0	7118.0	14964.0	23597.0	25831.0	19821.0	23514.0	14474.0	7173.0	8552.0	34700.0
CosteaPI_2017__daisy-11-60-0__bin.4	373.0	597.0	37566.0	16547.0	819.0	19759.0	1275.0	260.0	451.0	28757.0	21992.0	9176.0	0.0	21915.0	28655.0	21806.0	919.0	8282.0	18214.0	23093.0	30981.0	11919.0	23768.0	21842.0	27135.0	7589.0	3551.0	22072.0	19909.0	16679.0	563.0	8389.0	15802.0	23174.0	25563.0	19275.0	22247.0	13633.0	8275.0	1618.0	32553.0
Bengtsson-PalmeJ_2015__TRAVELRES28__bin.92	22483.0	20563.0	32342.0	9783.0	20997.0	7615.0	20331.0	22416.0	22603.0	30240.0	9253.0	23435.0	21915.0	0.0	31892.0	9465.0	21627.0	22248.0	24474.0	9384.0	30997.0	11682.0	24182.0	13989.0	27339.0	18955.0	15017.0	1699.0	21950.0	8899.0	22033.0	18797.0	7663.0	9075.0	26245.0	18477.0	601.0	5530.0	23935.0	19252.0	34464.0
HMP_2012__SRS053398__bin.18	29227.0	27049.0	38901.0	19361.0	27613.0	25985.0	26169.0	29388.0	30007.0	21317.0	29028.0	29980.0	28655.0	31892.0	0.0	26179.0	28388.0	27263.0	25487.0	30470.0	35073.0	12784.0	25571.0	24993.0	31520.0	20928.0	18360.0	32517.0	15025.0	19257.0	29697.0	22212.0	18681.0	30205.0	19492.0	22384.0	31887.0	17418.0	29410.0	25415.0	39583.0
VogtmannE_2016__MMRS88581325ST-27-0-0__bin.75	22003.0	20198.0	31155.0	5659.0	21216.0	2980.0	20576.0	21386.0	21935.0	27163.0	2794.0	20975.0	21806.0	9465.0	26179.0	0.0	21375.0	20631.0	22641.0	2774.0	29572.0	11319.0	22122.0	9286.0	25684.0	18168.0	14925.0	9045.0	19653.0	5416.0	21686.0	17462.0	4736.0	2558.0	23921.0	18057.0	9206.0	8610.0	21349.0	19251.0	29662.0
CosteaPI_2017__daisy-11-2-0__bin.7	929.0	1166.0	37046.0	16262.0	1127.0	19120.0	1627.0	1037.0	1089.0	27953.0	21634.0	9250.0	919.0	21627.0	28388.0	21375.0	0.0	8361.0	17317.0	22476.0	30550.0	11447.0	23085.0	21505.0	26831.0	7517.0	3550.0	21751.0	19604.0	16560.0	1149.0	8433.0	15342.0	22908.0	25227.0	18903.0	21606.0	13602.0	8272.0	2244.0	31017.0
CosteaPI_2017__SID713A037-11-0-0__bin.69	8312.0	7339.0	34993.0	15793.0	7548.0	18753.0	7629.0	8266.0	8472.0	26990.0	22503.0	6309.0	8282.0	22248.0	27263.0	20631.0	8361.0	0.0	19054.0	23762.0	30019.0	10966.0	22889.0	20676.0	25837.0	6691.0	7914.0	21965.0	19014.0	17072.0	8091.0	7136.0	14284.0	23531.0	23919.0	17809.0	22296.0	13733.0	592.0	7662.0	30270.0
ZellerG_2014__CCIS48174381ST-4-0__bin.47	17993.0	17436.0	18217.0	16600.0	18019.0	21560.0	17353.0	18170.0	18184.0	22877.0	23008.0	20612.0	18214.0	24474.0	25487.0	22641.0	17317.0	19054.0	0.0	23890.0	24953.0	12752.0	22653.0	19662.0	24139.0	15599.0	12432.0	24545.0	16913.0	16047.0	17910.0	15247.0	15988.0	23869.0	21518.0	16282.0	24628.0	14023.0	19297.0	16750.0	27170.0
XieH_2016__YSZC12003_37202R1__bin.10	23772.0	21961.0	34361.0	5280.0	21785.0	793.0	21445.0	23933.0	24090.0	30533.0	2495.0	24379.0	23093.0	9384.0	30470.0	2774.0	22476.0	23762.0	23890.0	0.0	31957.0	12227.0	24734.0	9387.0	28591.0	19794.0	15108.0	9290.0	20464.0	5794.0	23852.0	18512.0	3969.0	2536.0	26947.0	19302.0	9616.0	9635.0	26159.0	20283.0	33221.0
QinN_2014__LD-86__bin.32	31295.0	29469.0	38784.0	21306.0	30201.0	28193.0	28992.0	30988.0	31210.0	33098.0	30854.0	32155.0	30981.0	30997.0	35073.0	29572.0	30550.0	30019.0	24953.0	31957.0	0.0	5678.0	29527.0	26575.0	12608.0	24249.0	20591.0	31110.0	22651.0	21871.0	31027.0	24010.0	20537.0	31679.0	29226.0	9652.0	30966.0	18980.0	31467.0	27911.0	39863.0
LiJ_2017__H1M413815__bin.7	11899.0	11592.0	18345.0	8932.0	11511.0	10923.0	11353.0	12002.0	12163.0	13530.0	11870.0	12575.0	11919.0	11682.0	12784.0	11319.0	11447.0	10966.0	12752.0	12227.0	5678.0	0.0	10896.0	11255.0	1809.0	11382.0	8251.0	11768.0	9217.0	8265.0	11993.0	7992.0	8121.0	12258.0	12552.0	2475.0	11628.0	8275.0	12104.0	11246.0	16299.0
HMP_2012__SRS058770__bin.26	23694.0	22540.0	34724.0	17513.0	23146.0	21372.0	22376.0	23996.0	23950.0	27151.0	23719.0	25353.0	23768.0	24182.0	25571.0	22122.0	23085.0	22889.0	22653.0	24734.0	29527.0	10896.0	0.0	21852.0	26184.0	19684.0	16111.0	24167.0	17386.0	16189.0	23784.0	18825.0	16270.0	24348.0	24483.0	18460.0	23876.0	15605.0	24290.0	22338.0	30031.0
LiJ_2014__V1.CD49-0__bin.19	21697.0	20683.0	25806.0	8671.0	21180.0	8406.0	20570.0	21779.0	21746.0	24703.0	9239.0	21952.0	21842.0	13989.0	24993.0	9286.0	21505.0	20676.0	19662.0	9387.0	26575.0	11255.0	21852.0	0.0	23922.0	18012.0	14645.0	13774.0	17807.0	8473.0	21479.0	16577.0	8462.0	9121.0	22464.0	16307.0	13849.0	9662.0	21849.0	20353.0	26447.0
ChengpingW_2017__AS97raw__bin.74	27033.0	26059.0	37406.0	18941.0	25983.0	24689.0	25371.0	27165.0	27168.0	30309.0	27747.0	28191.0	27135.0	27339.0	31520.0	25684.0	26831.0	25837.0	24139.0	28591.0	12608.0	1809.0	26184.0	23922.0	0.0	21681.0	18287.0	27457.0	21501.0	19832.0	26855.0	20943.0	18450.0	28492.0	27464.0	6781.0	27324.0	16991.0	27226.0	24589.0	36462.0
ZeeviD_2015__PNP_Main_480__bin.37	7453.0	7396.0	28682.0	14020.0	7298.0	16790.0	7808.0	7444.0	7684.0	22030.0	18534.0	6436.0	7589.0	18955.0	20928.0	18168.0	7517.0	6691.0	15599.0	19794.0	24249.0	11382.0	19684.0	18012.0	21681.0	0.0	6997.0	19005.0	14265.0	13270.0	7588.0	5271.0	12987.0	19148.0	20648.0	16042.0	19147.0	12343.0	6784.0	7612.0	25271.0
LiJ_2014__MH0359__bin.66	3570.0	3561.0	24647.0	11822.0	3560.0	13333.0	3827.0	3580.0	3534.0	19686.0	14778.0	8209.0	3551.0	15017.0	18360.0	14925.0	3550.0	7914.0	12432.0	15108.0	20591.0	8251.0	16111.0	14645.0	18287.0	6997.0	0.0	14931.0	12997.0	11533.0	3480.0	7102.0	10501.0	15019.0	17937.0	12821.0	14633.0	9840.0	8065.0	3987.0	22234.0
VogtmannE_2016__MMRS87723283ST-27-0-0__bin.36	22612.0	21003.0	32494.0	9783.0	21000.0	7444.0	20266.0	22926.0	23209.0	30516.0	9049.0	23980.0	22072.0	1699.0	32517.0	9045.0	21751.0	21965.0	24545.0	9290.0	31110.0	11768.0	24167.0	13774.0	27457.0	19005.0	14931.0	0.0	22210.0	8650.0	22851.0	18582.0	7552.0	8914.0	26506.0	18572.0	1330.0	5447.0	24123.0	19209.0	34403.0
LeChatelierE_2013__MH0183__bin.3	20083.0	19006.0	24091.0	14023.0	19737.0	17631.0	18563.0	19990.0	20050.0	7014.0	20224.0	19623.0	19909.0	21950.0	15025.0	19653.0	19604.0	19014.0	16913.0	20464.0	22651.0	9217.0	17386.0	17807.0	21501.0	14265.0	12997.0	22210.0	0.0	14826.0	19765.0	16425.0	13948.0	20569.0	6162.0	15708.0	20728.0	12371.0	19499.0	18216.0	24241.0
NielsenHB_2014__O2_UC18_2__bin.57	16608.0	15532.0	22175.0	5372.0	16257.0	4182.0	16065.0	16533.0	16659.0	20018.0	5800.0	16765.0	16679.0	8899.0	19257.0	5416.0	16560.0	17072.0	16047.0	5794.0	21871.0	8265.0	16189.0	8473.0	19832.0	13270.0	11533.0	8650.0	14826.0	0.0	16462.0	13656.0	4559.0	5887.0	17619.0	13658.0	8522.0	6893.0	17103.0	15639.0	21644.0
CosteaPI_2017__daisy-11-392-0__bin.8	441.0	504.0	37413.0	16434.0	626.0	19894.0	1323.0	139.0	561.0	28982.0	22393.0	9698.0	563.0	22033.0	29697.0	21686.0	1149.0	8091.0	17910.0	23852.0	31027.0	11993.0	23784.0	21479.0	26855.0	7588.0	3480.0	22851.0	19765.0	16462.0	0.0	8351.0	15479.0	23399.0	25624.0	19225.0	22898.0	13473.0	8440.0	1314.0	32530.0
ZeeviD_2015__PNP_Main_706__bin.56	8401.0	8251.0	28147.0	12769.0	8516.0	16012.0	8333.0	8108.0	8384.0	21995.0	17737.0	7118.0	8389.0	18797.0	22212.0	17462.0	8433.0	7136.0	15247.0	18512.0	24010.0	7992.0	18825.0	16577.0	20943.0	5271.0	7102.0	18582.0	16425.0	13656.0	8351.0	0.0	11850.0	18235.0	19496.0	14003.0	18499.0	10938.0	7143.0	8293.0	25980.0
VogtmannE_2016__MMRS51410669ST-27-0-0__bin.45	15644.0	15144.0	22681.0	5427.0	15260.0	3357.0	14940.0	15149.0	15746.0	20266.0	3870.0	14964.0	15802.0	7663.0	18681.0	4736.0	15342.0	14284.0	15988.0	3969.0	20537.0	8121.0	16270.0	8462.0	18450.0	12987.0	10501.0	7552.0	13948.0	4559.0	15479.0	11850.0	0.0	3823.0	18125.0	13481.0	7579.0	6587.0	14782.0	14365.0	21379.0
HMP_2012__SRS024132__bin.65	23399.0	21261.0	34233.0	4939.0	21793.0	499.0	21397.0	23298.0	23816.0	30297.0	2531.0	23597.0	23174.0	9075.0	30205.0	2558.0	22908.0	23531.0	23869.0	2536.0	31679.0	12258.0	24348.0	9121.0	28492.0	19148.0	15019.0	8914.0	20569.0	5887.0	23399.0	18235.0	3823.0	0.0	26801.0	19207.0	8958.0	9410.0	25266.0	20268.0	33319.0
LiJ_2014__V1.CD44-4__bin.36	25716.0	24636.0	32960.0	17846.0	25169.0	23736.0	23961.0	25770.0	25812.0	8994.0	26038.0	25831.0	25563.0	26245.0	19492.0	23921.0	25227.0	23919.0	21518.0	26947.0	29226.0	12552.0	24483.0	22464.0	27464.0	20648.0	17937.0	26506.0	6162.0	17619.0	25624.0	19496.0	18125.0	26801.0	0.0	19768.0	26202.0	16877.0	25578.0	23889.0	31704.0
YuJ_2015__SZAXPI003420-4__bin.9	19193.0	18491.0	24081.0	13399.0	18363.0	16822.0	18400.0	19339.0	19346.0	21164.0	18986.0	19821.0	19275.0	18477.0	22384.0	18057.0	18903.0	17809.0	16282.0	19302.0	9652.0	2475.0	18460.0	16307.0	6781.0	16042.0	12821.0	18572.0	15708.0	13658.0	19225.0	14003.0	13481.0	19207.0	19768.0	0.0	18377.0	11644.0	18897.0	17269.0	23921.0
Bengtsson-PalmeJ_2015__TRAVELRES27__bin.134	22782.0	20772.0	32517.0	9520.0	20627.0	7339.0	20070.0	23032.0	23095.0	30190.0	8896.0	23514.0	22247.0	601.0	31887.0	9206.0	21606.0	22296.0	24628.0	9616.0	30966.0	11628.0	23876.0	13849.0	27324.0	19147.0	14633.0	1330.0	20728.0	8522.0	22898.0	18499.0	7579.0	8958.0	26202.0	18377.0	0.0	5293.0	24159.0	18980.0	33834.0
VogtmannE_2016__MMRS62666492ST-27-0-0__bin.17	13639.0	13010.0	18017.0	7727.0	13256.0	7721.0	13053.0	13682.0	13782.0	17486.0	9363.0	14474.0	13633.0	5530.0	17418.0	8610.0	13602.0	13733.0	14023.0	9635.0	18980.0	8275.0	15605.0	9662.0	16991.0	12343.0	9840.0	5447.0	12371.0	6893.0	13473.0	10938.0	6587.0	9410.0	16877.0	11644.0	5293.0	0.0	14389.0	12888.0	20442.0
CosteaPI_2017__SID713A037-11-90-0__bin.47	8649.0	7556.0	36702.0	16354.0	7649.0	20094.0	7699.0	8612.0	8886.0	28947.0	24105.0	7173.0	8275.0	23935.0	29410.0	21349.0	8272.0	592.0	19297.0	26159.0	31467.0	12104.0	24290.0	21849.0	27226.0	6784.0	8065.0	24123.0	19499.0	17103.0	8440.0	7143.0	14782.0	25266.0	25578.0	18897.0	24159.0	14389.0	0.0	7644.0	33215.0
CosteaPI_2017__daisy-11-389-0__bin.10	1507.0	1338.0	33588.0	15117.0	1729.0	17961.0	2117.0	1290.0	1597.0	25918.0	19661.0	8552.0	1618.0	19252.0	25415.0	19251.0	2244.0	7662.0	16750.0	20283.0	27911.0	11246.0	22338.0	20353.0	24589.0	7612.0	3987.0	19209.0	18216.0	15639.0	1314.0	8293.0	14365.0	20268.0	23889.0	17269.0	18980.0	12888.0	7644.0	0.0	29488.0
NielsenHB_2014__V1_UC26_4__bin.73	32850.0	31300.0	41856.0	21218.0	31570.0	28221.0	29974.0	32737.0	33378.0	36150.0	31548.0	34700.0	32553.0	34464.0	39583.0	29662.0	31017.0	30270.0	27170.0	33221.0	39863.0	16299.0	30031.0	26447.0	36462.0	25271.0	22234.0	34403.0	24241.0	21644.0	32530.0	25980.0	21379.0	33319.0	31704.0	23921.0	33834.0	20442.0	33215.0	29488.0	0.0
