	CosteaPI_2017__daisy-11-390-0__bin.44	CosteaPI_2017__daisy-11-0-0__bin.1	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.17	BackhedF_2015__SID397_M__bin.71	CosteaPI_2017__daisy-11-7-0__bin.39	GeversD_2014__SKBSTL013__bin.105	CosteaPI_2017__daisy-11-403-0__bin.29	CosteaPI_2017__daisy-11-386-0__bin.46	CosteaPI_2017__daisy-11-388-0__bin.6	LiJ_2014__O2.UC2-1__bin.14	LiJ_2014__MH0246__bin.46	QinN_2014__LD-49__bin.29	CosteaPI_2017__daisy-11-60-0__bin.4	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.92	HMP_2012__SRS053398__bin.18	VogtmannE_2016__MMRS88581325ST-27-0-0__bin.75	CosteaPI_2017__daisy-11-2-0__bin.7	CosteaPI_2017__SID713A037-11-0-0__bin.69	ZellerG_2014__CCIS48174381ST-4-0__bin.47	XieH_2016__YSZC12003_37202R1__bin.10	QinN_2014__LD-86__bin.32	LiJ_2017__H1M413815__bin.7	HMP_2012__SRS058770__bin.26	LiJ_2014__V1.CD49-0__bin.19	ChengpingW_2017__AS97raw__bin.74	ZeeviD_2015__PNP_Main_480__bin.37	LiJ_2014__MH0359__bin.66	VogtmannE_2016__MMRS87723283ST-27-0-0__bin.36	LeChatelierE_2013__MH0183__bin.3	NielsenHB_2014__O2_UC18_2__bin.57	CosteaPI_2017__daisy-11-392-0__bin.8	ZeeviD_2015__PNP_Main_706__bin.56	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.45	HMP_2012__SRS024132__bin.65	LiJ_2014__V1.CD44-4__bin.36	YuJ_2015__SZAXPI003420-4__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.134	VogtmannE_2016__MMRS62666492ST-27-0-0__bin.17	CosteaPI_2017__SID713A037-11-90-0__bin.47	CosteaPI_2017__daisy-11-389-0__bin.10	NielsenHB_2014__V1_UC26_4__bin.73
LiJ_2014__MH0246__bin.46	0.9330054206259575	0.8799977385330526	0.5731161221909201	0.5145220651605849	0.9000263378162779	0.8306335003233621	0.8280446722458711	0.9321466147632423	0.9367591799700218	0.6813744754844572	1.0	0.8988580970858793	0.9314632104832782	0.9587486365698511	0.8452155495157841	0.8211198949796812	0.8931368614975599	0.8656363202623302	0.42059065655625466	0.9789931783676897	0.744010766788979	0.3446643858945136	0.7814217732382965	0.5923725132481974	0.7802764229660242	0.6173049105548454	0.5237361640280588	0.9688234718206051	0.47334709518707435	0.5699114580532354	0.9322321092454009	0.616157353973356	0.538818218046782	1.0167263059626888	0.5913443731530779	0.47962956068246665	0.9620200415613499	0.45536346875935096	0.9255883606157257	0.7946571464423954	0.8603665506975385
QinN_2014__LD-49__bin.29	0.9608764725592406	0.9088496801370313	0.5803154413579037	0.5158035325413443	0.9116395454297049	0.8267258496420482	0.8604454621080098	0.9704880939434972	0.9704919580228499	0.7138356673292643	0.8995654014750847	1.0	0.946035647788063	0.9264472495207162	0.875537176031447	0.8030451153344885	0.8982218058830055	0.8631674300063426	0.4407366149671249	0.9281013514893541	0.7567758011478524	0.36249425218196285	0.7874543831632127	0.5808326759798339	0.7967157533547109	0.6427396433013148	0.5433146735101353	0.942760012519617	0.4831788345605465	0.5543744966346629	0.9568730103441405	0.6273727517268295	0.5387307713751209	0.9380232032445018	0.61007768455533	0.4865427916427692	0.9353150356295716	0.46059660281183534	0.9582751191378467	0.8315418725438946	0.8703562736364354
CosteaPI_2017__daisy-11-60-0__bin.4	0.998037609583929	0.9122108333649592	0.5625205568697896	0.49586806917228554	0.939044137180736	0.8016723277123472	0.8636786992877835	0.9815878969584266	1.008928270229014	0.6842691452980642	0.8901264300201984	0.9033413346995746	1.0	0.9135169852454385	0.8577946906349226	0.7889629111901056	0.9442721708476177	0.8664248862519872	0.42553221208786113	0.9132436842970816	0.7342486938481194	0.34484939720932584	0.7678035669858779	0.5614563435337575	0.7703299535731002	0.6195974964895191	0.5240705132259736	0.9281110450480081	0.46698329517134946	0.5432954032730754	0.995620596085972	0.6226783914618359	0.5206166955517042	0.9275175313202358	0.5888763087873766	0.47405485837898015	0.925336658275247	0.4414566703352773	0.9366389834153499	0.8179140996934391	0.8568079608850208
Bengtsson-PalmeJ_2015__TRAVELRES28__bin.92	0.9143946915554464	0.8585820649719138	0.5610843542031966	0.49856084841050313	0.8792818598137488	0.8034011586174172	0.8115059165704127	0.9125976876467595	0.9159339683079583	0.6694664969131793	0.9123827400490943	0.8809502625956274	0.9097099362217146	1.0	0.836323571982906	0.7995037571212874	0.8712547874393968	0.8364461367302928	0.41481815669443667	0.9393800533353489	0.7338413340293541	0.3406675343305957	0.7642749219141832	0.5678697695756504	0.7617372804955921	0.6065422280171464	0.512924544469876	0.9851615295765532	0.46216987893909844	0.547871769454398	0.9106453125807857	0.608278605680338	0.521184411128879	0.9534689629053987	0.5779447492816052	0.4717511877888768	0.9784291293624979	0.4450108143049595	0.8929442860550975	0.7780357673852321	0.8502552732367146
HMP_2012__SRS053398__bin.18	0.8709279643490907	0.821876742851806	0.5509845361512495	0.4743444208728602	0.8326016357789964	0.75628520727428	0.7832253932674219	0.8763060214279043	0.8787049860571856	0.7169048286167927	0.8178153144138014	0.846487878423995	0.8685306008085498	0.85033449412267	1.0	0.7354075437964482	0.8270549306862	0.7911571868870833	0.4109439752364941	0.8451365595271452	0.7176936316695353	0.342492361472468	0.7502402967351133	0.531913434468772	0.7572173077692832	0.5940439498859225	0.48787869084310664	0.8618959559166901	0.5023968298442941	0.5100833900385596	0.8663216320431227	0.5704767241724373	0.49203938678301246	0.8541525570721424	0.6178286568199709	0.4651627106432374	0.857953808589841	0.42446490280057103	0.8532682223912261	0.7487077879624812	0.8335598873900919
VogtmannE_2016__MMRS88581325ST-27-0-0__bin.75	0.9207534993010027	0.8829540215148145	0.5895548608046235	0.5390652545360852	0.8982012840838205	0.8503008646854759	0.8443023711663021	0.9217002892147315	0.924878754182272	0.7002016859764141	0.9176194151106684	0.8967148362472601	0.9226279707382742	0.93886732859774	0.8493688683641492	1.0	0.8932056728495664	0.8532232155845565	0.4444158503480192	0.9371528128783153	0.7677261138958679	0.3595064857574689	0.7943222192361082	0.6161293921559442	0.7924742529852236	0.6369285666734882	0.5456406981589375	0.9406222184964287	0.5005159265350201	0.5858515315066535	0.9147334317929094	0.6275047401135655	0.5627343859796194	0.9525788313555122	0.6131321486953284	0.4971802796482083	0.9374619373195491	0.47708318437007646	0.8934756559109032	0.8103597061992549	0.8607300391290519
CosteaPI_2017__daisy-11-2-0__bin.7	1.004378771674878	0.9108662610178371	0.5769375793542877	0.507614118625866	0.9517954159568924	0.8063521803763625	0.8652869378741087	0.9829901668810587	0.9962872064899363	0.686042877314865	0.9005256639343487	0.9049405847371708	0.9962980512283196	0.9231046873183855	0.8618360865065315	0.8058858566258849	1.0	0.8820935016659186	0.4315143648292343	0.9243484953898738	0.7467514447138018	0.3397058684494304	0.7788463089237737	0.576525479295726	0.783024870043885	0.6221779349059873	0.5342018022286772	0.9348069942445026	0.4792534593325091	0.5591580478803542	0.9888510528016408	0.6416653736401672	0.5332922345555632	0.9374425437418352	0.5926563324651981	0.4845231679760993	0.9306017383837557	0.45001993763441217	0.9340692739642302	0.8250362742595407	0.8642427842169571
CosteaPI_2017__SID713A037-11-0-0__bin.69	0.9481849519028075	0.889313606871878	0.5655362355108093	0.5073020637768569	0.9258760843865957	0.7984492271131253	0.841795794193892	0.9472192225792255	0.9478327005427098	0.6790579775686103	0.907001595389466	0.9037036095217097	0.9499866641507231	0.9209546792070847	0.8567371467986593	0.7999801768307607	0.9166617783001025	1.0	0.4353494498203634	0.9261263302256807	0.744978106378755	0.3352360878773229	0.7717116439735687	0.5743361622286558	0.7765324884694751	0.6211881938289838	0.5364270962495777	0.93193977802096	0.4852587573762562	0.5698903975238955	0.9446078234478039	0.6451499553400758	0.5329245214048328	0.942984693103531	0.5828416310827294	0.4830452664670286	0.9300375050894398	0.45361681813860444	0.9588952426416597	0.7961684067806798	0.8563892299507859
ZellerG_2014__CCIS48174381ST-4-0__bin.47	0.8881789663762538	0.857472529403753	0.7690712500054919	0.5373077277939606	0.8638903900143668	0.7868546441893263	0.8257028562390436	0.88931854029094	0.8892460469141986	0.7309529144534219	0.8375439902990681	0.8769716001704693	0.8867362383406486	0.868027455218864	0.8457516684460495	0.7919203934852619	0.8522464159713894	0.8273960159397558	1.0	0.8681751879335873	0.7663186984583075	0.40977155799250464	0.7804691859213468	0.5781604915490297	0.8012116279376293	0.696137421081074	0.5456818111920987	0.875304252505415	0.4964362915024582	0.568205832861028	0.8668725039212326	0.6016329682303269	0.5665060828533394	0.8748714890139583	0.6432864542830405	0.4996260000790837	0.8750142789984491	0.48751466343302274	0.8509453795357788	0.7925096767674105	0.851793881559003
XieH_2016__YSZC12003_37202R1__bin.10	0.8984022929806326	0.84297957620878	0.5527113455028546	0.4919609632621174	0.8603140068362731	0.7974796589181001	0.7933617138814066	0.8963639333769983	0.8992953475105526	0.6573958365004218	0.9146452697740979	0.8664167178983484	0.8928401556068931	0.9222359756169832	0.8160413309552901	0.7834791095839232	0.856506543827437	0.8257920125986135	0.4073168632709294	1.0	0.7121262169993677	0.3361979272683611	0.7505718795525554	0.5557664371246839	0.7446088209876575	0.5936998687472657	0.498035331566463	0.9407409621387136	0.4451748000933765	0.5416223703718209	0.8942426067916461	0.5873946357981398	0.5124015024753534	0.9640559723086104	0.5650999649065127	0.46044768158818383	0.9442912790365112	0.4370919609117298	0.8881069150660309	0.7621666440783476	0.8298612596242987
QinN_2014__LD-86__bin.32	0.8715492048447636	0.8339310148472892	0.5704588302175536	0.5041347572794923	0.843685289542275	0.7769712953658063	0.8049566513102009	0.874115067661793	0.871642860866799	0.6987775703817201	0.8422039634604152	0.8559801399283407	0.8697516335951644	0.8729069049775365	0.8396327934688036	0.7776574818205856	0.8383706224785067	0.8048389569091764	0.43561164094404026	0.8628235854584665	1.0	0.37119596554832013	0.7658362187192789	0.5691832351974315	0.8518889326990948	0.6164982575297101	0.5186289632496891	0.8785115935228743	0.4816235958230663	0.5394839740497894	0.8617505996326811	0.5905368082215002	0.5209616225718506	0.8725444561722597	0.598028353424111	0.539147124557202	0.8726122006948652	0.4532096074844898	0.8497030011447888	0.7711318423918999	0.8525579488831675
LiJ_2017__H1M413815__bin.7	0.917501781648703	0.909352797276057	0.6590628632934118	0.5681668954604923	0.876637732831879	0.8454643113165701	0.858009781023637	0.9222997948914158	0.9251721559666136	0.8206403564278452	0.875751988894565	0.920331397169964	0.9169131543485893	0.9095847444621733	0.8993895794748462	0.8174015047836479	0.8560708146671908	0.8129482589595732	0.522851703059951	0.9143379099105917	0.8332012425642007	1.0	0.8454474933937097	0.6041348264845846	0.9147646647031742	0.734479334626912	0.5627669407287347	0.9209354408993664	0.4843519738985837	0.5471641127950057	0.9114066861053824	0.5405112228101487	0.5643324090483227	0.9147625624628166	0.7383670777948059	0.5147748956062476	0.9130611492667736	0.5509110058589438	0.9022752547389753	0.8719798689463361	0.9054433309578016
HMP_2012__SRS058770__bin.26	0.7550461887061565	0.7327867773426568	0.4873478602480673	0.4288666974867788	0.7272899481517262	0.6781631385930688	0.6848592571247324	0.756433612027307	0.7563081893736953	0.5915230352696795	0.7342428721580367	0.7393294863475887	0.7549503077519493	0.7546256081962149	0.728562573465542	0.6678745939312021	0.7258183050735018	0.6920487738639921	0.3682663064997958	0.7548723073000131	0.6356997962141017	0.31264835634130717	1.0	0.48309359639612	0.6735320885048582	0.5211723286529607	0.43680693618370997	0.7615868246093758	0.40935673726960065	0.4628787815966615	0.7493609663970944	0.5025431775259189	0.4512644883895939	0.7643647809042455	0.518296159164457	0.41210955720620523	0.7587135056357269	0.38305011308769843	0.7383237728792689	0.6706484040226466	0.7391011860214899
LiJ_2014__V1.CD49-0__bin.19	0.9051925313419642	0.8749047560945433	0.5911572699790356	0.5577261258832192	0.8897986417984439	0.8524135424248139	0.8379595065149817	0.9084126925889363	0.9114306338529904	0.7188613223139085	0.9163560129727959	0.8977982766079262	0.9088649144916642	0.9230936926990054	0.8503985952110554	0.8528747234407089	0.8845242838895521	0.8479356923389343	0.44912759568972804	0.9202135511279522	0.7778276454341373	0.3678057254705881	0.7953282064452714	1.0	0.8045296422924749	0.6556249152083932	0.563060211213226	0.9303271100204695	0.5243764670547811	0.5921065093503278	0.8985751597068579	0.6257236617004738	0.590068951041433	0.9350498425329204	0.6259216154390265	0.4924133376450843	0.9252489993523841	0.4969927243468593	0.8875025490810083	0.8190634569719392	0.8561648510952728
ChengpingW_2017__AS97raw__bin.74	0.8898703405786577	0.8625376875317265	0.5939414923242439	0.5173797341036344	0.8607702827512682	0.7959923396218717	0.818985654605134	0.894630518305764	0.8928445381132437	0.7173202927850358	0.861550450057873	0.8790104238513163	0.8900676662674475	0.8838226736351869	0.8641019808393101	0.7829992956569164	0.857491265749894	0.8183126765615756	0.4442541225995467	0.8800095374082915	0.8309543102721115	0.39751808133655264	0.7914733377366194	0.5742552097179248	1.0	0.6368117162736749	0.5312488675850229	0.8918569961244383	0.4839083641426336	0.5474094760789802	0.8818609883154568	0.5869802805252639	0.5373598736384756	0.8923076782531559	0.6294220519374611	0.5395426368132388	0.887690013523509	0.4709287188355592	0.8672518835011058	0.7997010272202869	0.8752432693821482
ZeeviD_2015__PNP_Main_480__bin.37	0.969391223662975	0.9344125314322043	0.6673000833522521	0.5557889436925253	0.9333614607698485	0.8607588886750948	0.8983893609070109	0.9743437400728209	0.9773098936197828	0.7827353300242392	0.9222417841584574	0.9594857788202875	0.9686541145234397	0.9522123368749457	0.9172249921612624	0.8514904313839564	0.9218952728189667	0.8857184177163296	0.5222663407290088	0.9493776186636529	0.8136522995621432	0.4318569588005846	0.8286519967252413	0.6331858153667272	0.8616360856332114	1.0	0.5928734854549702	0.9597494735376171	0.5020516685077228	0.5830628059013229	0.9640283323492851	0.6218263413717646	0.5864838328356782	0.9569530734649362	0.6997724396994045	0.5221349053933397	0.9573012328964104	0.5254335614979343	0.9544071833737184	0.8714714865666082	0.915112962284651
LiJ_2014__MH0359__bin.66	0.9625177555524799	0.9407895727255289	0.6199051580335224	0.5737909834572883	0.9442680827402675	0.8634042584188634	0.9016071658374673	0.9690212046823669	0.9695325645937893	0.7537153721199583	0.9222198750494728	0.955942434374264	0.9656631289107742	0.949080596246628	0.8878630934603721	0.8597509245027839	0.9329302671163525	0.9014881884601657	0.4825178526768696	0.9386615773486499	0.806753058811246	0.3900010440871886	0.8185726114077452	0.6409253040600423	0.8472034246059785	0.698777446745483	1.0	0.9509910329907271	0.5232095725798422	0.6139446342416892	0.9575173063521779	0.652053331002348	0.596250998560131	0.9470895462591328	0.6762421602406742	0.5025861796849771	0.9420842408393489	0.5240987463669408	0.941709340695362	0.8736304854034183	0.8945214559917251
VogtmannE_2016__MMRS87723283ST-27-0-0__bin.36	0.9043500481792539	0.8511065369028528	0.5515707306491934	0.49069399868367164	0.8633878341692333	0.7943120598543136	0.7964400301942083	0.9046738864350907	0.9132440893762891	0.6597933318480088	0.8985923267727522	0.873730706235984	0.9008075236886661	0.9601811959454223	0.8261998961978166	0.7806875756358013	0.859927676122863	0.8249608183848043	0.40768908662519865	0.9339316240846645	0.7198259356585057	0.33617275875661456	0.7517669776554162	0.5578075587327743	0.7491711556805093	0.5958416712305009	0.5009248319225735	1.0	0.45712251036551005	0.5353046368982741	0.9039226123771186	0.594716934413033	0.5114536679798403	0.9421398751048445	0.5684034134496219	0.4633452696465073	0.9596519531718627	0.439026449093061	0.8886832854184024	0.7658848931500023	0.8371073109427914
LeChatelierE_2013__MH0183__bin.3	0.8161981663395909	0.7850940377816576	0.5241467113377357	0.4821644187718417	0.8003426200673767	0.7343135431615236	0.7538085602277595	0.8205292614932239	0.8209474744839187	0.7070959271421156	0.7940217748330155	0.8098768584802398	0.8197247566361242	0.8146705786235796	0.8709873064955324	0.7513020580335292	0.7973332445093353	0.7768792058394377	0.4181847705703889	0.7993007885905575	0.7137110018699302	0.31976361713525947	0.73080314473963	0.5686257909730761	0.735162922642625	0.5637104004574436	0.4984326265348741	0.826736763605107	1.0	0.5342037159889673	0.804667238471154	0.5939475697846666	0.5027095945647115	0.8134372204010218	0.618566158611903	0.4771190306341016	0.8158030845983814	0.4348425085747542	0.7981682826157557	0.7275203578126721	0.7880585387156975
NielsenHB_2014__O2_UC18_2__bin.57	0.8931121727153041	0.8553873128784971	0.5919917799323774	0.5479636512365091	0.8749530036584342	0.8193814868534118	0.8276906573663533	0.8953923374122174	0.8967732148887888	0.6851064736075065	0.8981914721144898	0.8730179496686025	0.8960073646798751	0.9073360365556561	0.8308353374239529	0.8262150265722205	0.8740132941512427	0.8571963188770776	0.4496962026086718	0.9136610378270021	0.7511073750679681	0.3393863896856233	0.7763804319621196	0.6032426497721791	0.7813428109832135	0.6150802947436684	0.5495014367297761	0.9095875144683535	0.5018983262130706	1.0	0.8874452288879394	0.6297974843428835	0.5658946299643893	0.9239622012499614	0.6043249239039583	0.4899811406126193	0.9081079718400095	0.474027811402649	0.876122642087598	0.7941871012917311	0.8337809485850244
CosteaPI_2017__daisy-11-392-0__bin.8	0.9902810612713103	0.9026164834219563	0.5466324805071582	0.48395652647344	0.9205610986210584	0.7852121817559526	0.8449307176728602	0.9691986722284146	1.0011242346900988	0.672992717422857	0.8784521944276318	0.9009626162079507	0.981752366389281	0.9017186029655783	0.8436949950766005	0.7713164746640485	0.9241593772893677	0.8495188738110231	0.4102053274586916	0.901937420720794	0.7173607460178157	0.33800378435172385	0.7515033325528314	0.5473676769792547	0.7525961219360642	0.6080493228733942	0.5124114106442623	0.9183479727262639	0.452020049111852	0.5306083679339991	1.0	0.6072821613372935	0.5065298388674908	0.9168973305533257	0.5764600432801769	0.46267844886798193	0.9127727977825081	0.4278674546531388	0.9339890242885109	0.8003028105087617	0.8381283961256263
