	ZeeviD_2015__PNP_Main_327__bin.22	RaymondF_2016__P14E7__bin.64	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.110	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.115	ZellerG_2014__CCIS35100175ST-4-0__bin.31	CosteaPI_2017__SID713A051-11-90-0__bin.26	BritoIL_2016__W1.41.ST__bin.16	XieH_2016__YSZC12003_37292__bin.25	CM_madagascar__A83_02_1FE__bin.32	XieH_2016__YSZC12003_37293__bin.22	ZeeviD_2015__PNP_Main_425__bin.1	ZeeviD_2015__PNP_Main_637__bin.3	QinJ_2012__NOF008__bin.26	RaymondF_2016__P3E7__bin.12	ZeeviD_2015__PNP_Main_557__bin.22	LeChatelierE_2013__MH0426__bin.23	BritoIL_2016__WL.32.ST__bin.40	LeChatelierE_2013__MH0212__bin.34	BritoIL_2016__W2.40.ST__bin.57	CosteaPI_2017__SID713A089-11-90-0__bin.83	BritoIL_2016__W2.17.ST__bin.81	HMP_2012__SRS049959__bin.61	FengQ_2015__SID530743__bin.61	HeQ_2017__SZAXPI029600-27__bin.28	CosteaPI_2017__SID713B066-11-0-0__bin.8	BritoIL_2016__W2.7.ST__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.76	XieH_2016__YSZC12003_37137__bin.8	ZeeviD_2015__PNP_Main_511__bin.42	LiJ_2017__H3M516751__bin.11	HMP_2012__SRS016095__bin.61	FerrettiP_2018__CA_C10043MS2742FE_t0M16__bin.16	CosteaPI_2017__SID713A055-11-0-0__bin.88	ZeeviD_2015__PNP_Validation_35__bin.21	CosteaPI_2017__SID713A051-11-0-0__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.28	VincentC_2016__MM030.1__bin.12	BritoIL_2016__W3.18.ST__bin.43	CosteaPI_2017__SID713B066-11-90-0__bin.8	ZeeviD_2015__PNP_Main_80__bin.50	CosteaPI_2017__SID713A087-11-90-0__bin.4	RaymondF_2016__P19E7__bin.67	CosteaPI_2017__SID713A056-11-0-0__bin.60	ZeeviD_2015__PNP_Main_706__bin.92	CosteaPI_2017__SID713B061-11-90-0__bin.66	CM_madagascar__A75_02_1FE__bin.50
ZeeviD_2015__PNP_Main_425__bin.1	0.8255267837098188	0.4947214888087299	0.6226257029406782	0.6952388035650093	0.6655534620560093	0.7979463044912452	0.8030950049376289	0.7912732746878	0.7561551641262325	0.6614821563596246	1.0	0.8085467118972752	0.7691234985682943	0.39119931355251725	0.7538674649510989	0.7328288274887508	0.7641490268670366	0.810918770840306	0.6846370188566462	0.7838110506475386	0.6856899664902343	0.8103582087907699	0.7111707483021305	0.7808250591895678	0.7311247601772313	0.6945656470497495	0.8072782164485708	0.7858009081931584	0.8317001970919637	0.6946971794225523	0.6900956123279578	0.8258442518975784	0.4710026210063398	0.7993831751501603	0.8381890127083685	0.7824124001283645	0.5398983826338704	0.5412867033855469	0.7837363319959727	0.7528482612246696	0.7772247908910733	0.6033169572085938	0.6122587482800937	0.8598298756158264	0.676243049788102	0.7020003250433506
ZeeviD_2015__PNP_Main_637__bin.3	0.7996420220848399	0.5066531721161357	0.6136385771603824	0.7060688698836095	0.664863609460806	0.8076525952377223	0.8262839971748623	0.8231043550574256	0.77779794544106	0.6535800856395415	0.799662454614244	1.0	0.7884603203684394	0.39881300625848376	0.7350377695306035	0.7309175499762642	0.764817500052784	0.8257602433378035	0.6961114172206719	0.7959937939597357	0.6953285108023377	0.8163071336089908	0.714805819456808	0.8084017879825397	0.739515217807358	0.7082817128180748	0.8534916127872217	0.7723782170166191	0.8196277601793159	0.7124448406841628	0.690964463063776	0.8025114302974907	0.464164748846754	0.7983169725529833	0.8461764267183928	0.8169507582852203	0.5460436833856974	0.5475444526704295	0.807517740543655	0.7855224631822847	0.7728706409752583	0.5995721428342778	0.6098428942814117	0.7897376939983531	0.6874544950543063	0.7153128867281866
QinJ_2012__NOF008__bin.26	0.8442587001907508	0.5529532585349735	0.6669084846573244	0.7687810721098244	0.72542918938404	0.830515628050887	0.8580708631850884	0.8873826581955272	0.8297522492077081	0.7037936136018865	0.8387441986211869	0.8693841151113715	1.0	0.4385140209375329	0.7848184112107421	0.7857252286757086	0.8247754547229608	0.8585627600294387	0.7505639916490185	0.8499729644482494	0.7479982426891363	0.8352344583126812	0.7701666441370403	0.8656096516919749	0.7940732062662401	0.7476223734210488	0.8811288093843404	0.8090216134216495	0.8599032728037369	0.7701358536475466	0.7374014328842428	0.8526048003124108	0.5085544991664038	0.8249782213610898	0.8639582300725455	0.8514550383754638	0.5834384715901411	0.5890066687694319	0.8568809234142898	0.8100744979648238	0.8330186695504588	0.6389165502635967	0.6481443097673439	0.8249151384070051	0.7361326394208384	0.7707107346160201
RaymondF_2016__P3E7__bin.12	0.8370028608802922	0.594547455773946	0.6986763407317923	0.8058852185903901	0.7702743070746348	0.8263503362282978	0.83656609641393	0.8597314117644481	0.8430386828702875	0.761726724215376	0.8298028205635722	0.8553513507196755	0.8529564499083013	1.0	0.7929970149558963	0.7768535283338166	0.8187683095973514	0.8568895212316466	0.7783091664299033	0.8446192151532437	0.7897672951059739	0.8396796865813246	0.8007141610287776	0.8504308119071635	0.8493067642253384	0.7567207314855323	0.8583553845827987	0.8194139614171911	0.8453006553658121	0.8015752735803512	0.7557164653630439	0.8520734260958734	0.5654996972594125	0.8431190241600865	0.8563103335697315	0.8616683672239673	0.6076335911314902	0.6091797957724413	0.8591624493575983	0.8044295804943034	0.8389398163398115	0.6891814610282662	0.6875468809685361	0.8393670859264701	0.7809209887237347	0.7888514044022644
ZeeviD_2015__PNP_Main_557__bin.22	0.9098534053943983	0.5436230213069069	0.6779739009978328	0.7622541659888902	0.7222593204046057	0.8612113910996445	0.848449439596492	0.8621710828528577	0.8141164969540824	0.7192056472669466	0.8707633665811708	0.8584464606941996	0.8312676561607001	0.4318171423298834	1.0	0.7962096749496589	0.8067674773867908	0.878466752228907	0.7379560275840784	0.8480035985457866	0.7384412426437221	0.8592717240128558	0.773084404750494	0.8274360480585631	0.7963826819586303	0.7450978364578664	0.8696199294529121	0.8393464869037671	0.8899253842644756	0.7658383939540612	0.7513964847362081	0.8588736090335908	0.5201569074142055	0.8488459637067091	0.9000934237848445	0.8316168519167387	0.5984885153174837	0.585960421564389	0.8465905091138899	0.811294692980171	0.8339637814798184	0.654983456950487	0.6612992070710948	0.8544684926396454	0.7346875871249376	0.7559431884754265
LeChatelierE_2013__MH0426__bin.23	0.8550782594431126	0.5186966740668734	0.6405677582004351	0.7456308103952433	0.7029904710401012	0.8633973110445436	0.8513410045888608	0.8407834460370303	0.8084000522736897	0.6959307758208283	0.8352417285323691	0.8423186913368133	0.8211961177759194	0.41741875503065584	0.7856551105969208	1.0	0.80465769563291	0.8463714720655603	0.7380680005352951	0.8292989321175906	0.7336239520243694	0.8306006725724425	0.7500560215405275	0.8145685046310486	0.7689051605355619	0.735701164031463	0.8472729185005301	0.8124414520940283	0.8594944443506938	0.7238006582874401	0.7267596944736271	0.8412382899282492	0.48590396004594744	0.8178097088567406	0.8722803062798675	0.8108245782097988	0.5637474113338935	0.5661715448248851	0.8234173571411473	0.8001473238971213	0.8198398274497307	0.6169743501795633	0.6336308983029496	0.8306979989615902	0.719190997936916	0.7310083053160223
BritoIL_2016__WL.32.ST__bin.40	0.8663784191480811	0.5403227742384621	0.6609623755291874	0.7783670327645045	0.7334967518916001	0.838953217791689	0.8656834191984153	0.8711152600306497	0.8427232537303493	0.71172176461068	0.8592688987716118	0.8695754189165436	0.85045885484142	0.43404547274322486	0.7854060851795036	0.7938757920869899	1.0	0.8600858625007454	0.7746732725863368	0.8345919479125609	0.7678897633283179	0.84219939025854	0.7590758475321113	0.8490134872580761	0.7974255188494053	0.7738597935366166	0.8714273324314467	0.8211240491665034	0.8770756105739113	0.7582577222431733	0.7323107993312513	0.8534765872133948	0.5075900189489122	0.8377424852888451	0.8716383491292561	0.8606449599532897	0.5719117803072249	0.592737773227905	0.846578857907938	0.8170620745303232	0.8299782323692646	0.6475831425148699	0.6508486743117952	0.8407776410578868	0.7509592548051793	0.7789137402458015
LeChatelierE_2013__MH0212__bin.34	0.8485600211214863	0.5224934848476684	0.6554830552158037	0.7416659033476478	0.7011108536780302	0.8332034792978902	0.8466095165227138	0.8500072739812385	0.8060717088826985	0.6993230707336304	0.8459704838005744	0.8710242304397255	0.8213276722002806	0.4214304059599949	0.7934106710202791	0.7746922926331632	0.7979370629998618	1.0	0.7230922861674022	0.8414142774781376	0.7280917563342008	0.8608672381681062	0.7494513981310359	0.8315507589187092	0.7724310722925972	0.7340858760836885	0.85860422178279	0.8156690536101399	0.8900982256873912	0.7325394815537224	0.7330563832328447	0.8467704421323362	0.49834350792684345	0.8335698724269414	0.884687102063835	0.828164136937636	0.5795355069066901	0.5749703203605021	0.8389271147079901	0.8041373686866782	0.8131847645115925	0.6399235603354293	0.6492647890814848	0.8299702395384883	0.7264437056713705	0.752923152633271
BritoIL_2016__W2.40.ST__bin.57	0.8553170190244012	0.5607887860857153	0.6855891319527246	0.8253127128428861	0.7606882513300268	0.8535289243295825	0.8882108416268788	0.8724152188346547	0.881266909482692	0.7546668885522481	0.8528049368398117	0.8767312651080921	0.8573212806000519	0.4570509862185036	0.7958196584906405	0.8066331493627366	0.8581374821362092	0.8633863914370464	1.0	0.8474766805688276	0.8350766791963395	0.8632482848187372	0.7951998943184139	0.8603853603553372	0.8274885354350702	0.805867987228998	0.8888331792143535	0.8428857077663956	0.8845720324662067	0.7736020779470323	0.7583558793102562	0.8776027950720814	0.5342989073278858	0.8583056119324118	0.8750654076375532	0.8591707083582812	0.5808408376981316	0.6157878167659719	0.8637844129954039	0.8377899166728143	0.8571737381258332	0.6426954465990601	0.663712100026935	0.8535572318973104	0.7713370436262509	0.807414609793046
CosteaPI_2017__SID713A089-11-90-0__bin.83	0.8399305500304504	0.5191414155295397	0.6532673020979649	0.7379243702706104	0.7008255592089561	0.8375932497117704	0.8279380982483447	0.8404766313365323	0.7996944837831934	0.6901531052859223	0.8232323962915655	0.8453161412954641	0.818620721579542	0.41821076279240665	0.7710874178527359	0.7642096865420974	0.7795325110048041	0.8471164013892887	0.7145777670409915	1.0	0.7157050090483141	0.8275753700695366	0.7621776131256248	0.824323473973982	0.7616315318195429	0.7307562394309761	0.8441397158062692	0.79547555363965	0.8500948951885535	0.7316675804186092	0.7357801874469289	0.8423087160362743	0.4957575630452676	0.8288657131821858	0.8629516743359146	0.825263023135042	0.5707182524240947	0.5623914166144695	0.8175260274646349	0.8004774414174101	0.8174696111177814	0.6332250332350147	0.6345273105748825	0.8233593330719858	0.7211170002705091	0.7420677169751002
BritoIL_2016__W2.17.ST__bin.81	0.8791566787286657	0.592598598265941	0.7199846221764075	0.8485199735743773	0.7950553080442679	0.8790172448125461	0.9120924843337308	0.9037571871947099	0.9045291967047266	0.7904927452043419	0.8871204490752146	0.9095849012224301	0.8874051080924684	0.4817005235676729	0.8271144173332841	0.8327577043920793	0.8834920489257129	0.9029486486715245	0.8673448886778324	0.8816125866506058	1.0	0.8854485785090905	0.8509914731482796	0.8939184093307573	0.8634019826344635	0.8384989961203515	0.9098241217111082	0.8701977155111545	0.9100450776932018	0.8149694114062289	0.7873218486709899	0.89670842408046	0.5631593319823538	0.8943113189602061	0.9051172247215887	0.8915039306554596	0.607833869611915	0.6459639226992624	0.8945728132374017	0.8592728677190883	0.9052753686200631	0.6779112175699208	0.7087470503935556	0.8922251559276565	0.8086236090575916	0.8273081992933864
HMP_2012__SRS049959__bin.61	0.8271375586882076	0.49755558792703686	0.6281344926629576	0.7020488494879519	0.6776372540233581	0.8283129664045153	0.8074857243497628	0.7952624529378446	0.7644374980320484	0.6695917491014896	0.8143305625729007	0.8294222855503741	0.7696595331378819	0.39779610188158654	0.747565189800492	0.7323291792110962	0.7526405152001981	0.829243396592667	0.6964181724884008	0.7918085466016115	0.6877526114500697	1.0	0.7178616645115795	0.7873768062335016	0.7360993418478018	0.6968226622206244	0.8246331132803079	0.7986471565825082	0.8344173358278597	0.6965697263829379	0.696476648762777	0.8126344046025327	0.4708817564750364	0.8024816777223733	0.8679522681355168	0.7916310416977358	0.5473382741748357	0.5455358900729085	0.8017529733801466	0.7640804121435499	0.7716421902513476	0.6131140484578007	0.6089809177038132	0.8028415317185347	0.6852000701715293	0.7015751570641588
FengQ_2015__SID530743__bin.61	0.9168935330844594	0.603109410047447	0.751805421971537	0.8412343354227515	0.8005887144990221	0.9148822460854804	0.9185087309241654	0.9286854466092521	0.9125308246805401	0.8005472991697988	0.9099925937054868	0.9248056233205313	0.903681161885032	0.4830194947241717	0.8564179000577612	0.842069691424956	0.8637700021721019	0.9192414297805296	0.8168662606495775	0.9285581165013213	0.8416555381327238	0.914073325399801	1.0	0.91202370719186	0.8691667720407756	0.8257965511604883	0.9340866223640134	0.8985275969283925	0.9384933896288086	0.8244906465241304	0.8307870983318875	0.9207636634237877	0.5745716046809897	0.922197779345294	0.943548703325695	0.9023536684068447	0.6403153557026044	0.6444260474223144	0.9192088262234815	0.8942353827018744	0.916618165203986	0.7109267296737749	0.7202940840845736	0.9175350300988108	0.8293353588660307	0.8292666270430644
HeQ_2017__SZAXPI029600-27__bin.28	0.8280499498574133	0.5457235536785826	0.6500871861783067	0.7562777162827288	0.7108229210062813	0.8232892437647868	0.8440369527230704	0.8668522876707861	0.8252535434155657	0.6880244407095515	0.830895454630394	0.869797821133314	0.8446587427822705	0.42663335308258743	0.762292994657442	0.7605199586548083	0.803445090661534	0.8482103108693813	0.7350152076584603	0.8351783680081137	0.7352511727722639	0.8337801647871897	0.758463691234519	1.0	0.7857209595279525	0.7401327926654422	0.873594514470634	0.8115968792514483	0.8528676906233545	0.7535571557703181	0.7313998850219678	0.8409902913546266	0.4924591925083274	0.8348551983957304	0.8506652274260347	0.8453201046307421	0.5706306973758408	0.5742170739812921	0.8407041286933212	0.7935415175854467	0.8157141773629579	0.6366881050499099	0.6429792867331546	0.8242719431983605	0.7216824459176386	0.7539678962867372
CosteaPI_2017__SID713B066-11-0-0__bin.8	0.8777829798964737	0.5872933949886803	0.704395134913057	0.8033463959762636	0.7481662531596728	0.8695845227547635	0.8732739308724444	0.9069922619508436	0.8654105393286319	0.7517913516210335	0.8697586094040378	0.8895139623636952	0.8662322283132069	0.4763158185779538	0.8202078144015126	0.8025468262365375	0.8436189869959321	0.8808239664475632	0.7902780184269694	0.862662837579614	0.793899430347522	0.8714048546827056	0.8080651682107128	0.8783810187386869	1.0	0.7882438671321539	0.9089518631982052	0.8450915552409708	0.8827393292052269	0.8057389609607617	0.7728656669587226	0.8779967992633472	0.5493613477665502	0.8710411159896335	0.8970820210272095	0.8691126455313186	0.603313053262732	0.6189202285819148	0.922612954586323	0.8344296696081166	0.8637130920942953	0.6810069007947772	0.6815615203785831	0.8638490844885519	0.7731020151860905	0.803346805591909
BritoIL_2016__W2.7.ST__bin.27	0.8351851413138754	0.5437561590123469	0.6728981013097525	0.7750777526602984	0.7319057516810907	0.8253835056713827	0.8653593662914008	0.8458654038379453	0.8368850391121961	0.7201918349212207	0.8383850222794673	0.8644395927393999	0.8275210544187576	0.4306148684117011	0.7786429661845026	0.7791516886551979	0.8306947511395341	0.8493745082661166	0.7809168392540898	0.8398305588424403	0.782308344835698	0.8370064010088001	0.7790033112679118	0.839551260231078	0.7998039922245263	1.0	0.8716863942092088	0.8220323379579697	0.8560772593158764	0.7571307387656082	0.7554262691150183	0.8515818816663321	0.5111326680872659	0.8373546930271357	0.8561998680812809	0.8526043140829259	0.5758247933211057	0.604612084569292	0.849387808199991	0.8168266607149463	0.832945764947775	0.6363224519093094	0.6570811549496327	0.835900012759624	0.745502855952988	0.7780378191932178
Bengtsson-PalmeJ_2015__TRAVELRES30__bin.76	0.7636657557766872	0.48284269535317786	0.5861474358521933	0.6763178443539472	0.6295515893308454	0.7632432474051185	0.7719308151363865	0.7958880343191006	0.7423683823864377	0.6158484590474858	0.7521483123084355	0.8040404889419581	0.7528114290920593	0.37702536140987547	0.7014627066585651	0.6926182622426372	0.7220385756238655	0.7668235005764977	0.6648308779512226	0.7488304827118044	0.6552135993157738	0.7645701225947981	0.6801480094626476	0.7648874048874947	0.7118916376706795	0.6728376842819828	1.0	0.7320549434121096	0.7679007846400722	0.6885705871294391	0.6590309319758313	0.7605834016126538	0.44170507311608426	0.7543083342262579	0.7820963601401048	0.7738390002495912	0.5121728607826895	0.5156244686564234	0.7683454289855499	0.7380576420760592	0.7318021441738437	0.5654910432716584	0.5708527611258933	0.7434806348725642	0.6498153089829065	0.6885362603293191
