	HMP_2012__SRS048411__bin.28	HMP_2012__SRS054687__bin.29	HMP_2012__SRS062544__bin.10	HMP_2012__SRS019607__bin.55	HMP_2012__SRS019894__bin.29	HMP_2012__SRS018739__bin.26	HMP_2012__SRS019974__bin.57	HMP_2012__SRS013234__bin.16	HMP_2012__SRS044486__bin.8	HMP_2012__SRS016740__bin.1	HMP_2012__SRS013836__bin.51	HMP_2012__SRS065278__bin.7	HMP_2012__SRS019071__bin.74	HMP_2012__SRS012279__bin.10	HMP_2012__SRS042643__bin.57	Castro-NallarE_2015__ES_209__bin.9	HMP_2012__SRS050244__bin.71	HMP_2012__SRS016086__bin.25	HMP_2012__SRS020220__bin.40	HMP_2012__SRS023926__bin.28	HMP_2012__SRS065335__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.29	HMP_2012__SRS063288__bin.19	HMP_2012__SRS024580__bin.10	HMP_2012__SRS024138__bin.7	BritoIL_2016__W2.8.SA__bin.3	HMP_2012__SRS064329__bin.12	HMP_2012__SRS024081__bin.87	HMP_2012__SRS014271__bin.1	QinN_2014__LD-53__bin.2	HMP_2012__SRS056622__bin.31	HMP_2012__SRS047824__bin.22	HMP_2012__SRS015941__bin.59	HMP_2012__SRS064423__bin.22	BritoIL_2016__WL.34.SA__bin.7	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.33	HMP_2012__SRS047210__bin.59	HMP_2012__SRS016319__bin.15	HMP_2012__SRS015038__bin.1	HMP_2012__SRS017076__bin.2	HMP_2012__SRS018791__bin.48	HMP_2012__SRS023617__bin.38	HMP_2012__SRS022530__bin.14	HMP_2012__SRS057791__bin.18
HMP_2012__SRS065335__bin.10	963544.0	1654476.0	1526001.0	1261579.0	1449674.0	927318.0	1042632.0	1360297.0	1442063.0	1394022.0	1046092.0	1367170.0	1510493.0	1240310.0	1686460.0	1286429.0	758951.0	1459336.0	1358178.0	1571297.0	2312258.0	1331865.0	1685702.0	974071.0	1646205.0	825714.0	869897.0	1574011.0	824715.0	1638800.0	895498.0	846658.0	1662639.0	943110.0	1651645.0	1136635.0	1808265.0	789185.0	1399283.0	1397257.0	1814148.0	1225982.0	1300978.0	1378843.0
CM_periimplantitis__SP_287SPT_T016__bin.29	787461.0	1262296.0	1187711.0	1029204.0	1138118.0	776263.0	813183.0	1059355.0	1096012.0	1110695.0	844684.0	1082559.0	1189725.0	925108.0	1250577.0	1016877.0	641278.0	1064379.0	956885.0	1216551.0	1331865.0	1557257.0	1275037.0	776847.0	1293414.0	660438.0	709604.0	1198957.0	572663.0	1265065.0	762687.0	585081.0	1215350.0	776186.0	1238555.0	967793.0	1311936.0	673592.0	1086116.0	1110429.0	1318290.0	1001300.0	1029683.0	1053608.0
HMP_2012__SRS063288__bin.19	958980.0	1583722.0	1528184.0	1250492.0	1401322.0	903073.0	1086855.0	1357715.0	1380812.0	1392104.0	1052913.0	1328693.0	1527344.0	1219387.0	1572764.0	1271434.0	739698.0	1512533.0	1290951.0	1541469.0	1685702.0	1275037.0	2239837.0	1015500.0	1682216.0	781880.0	851724.0	1504457.0	799386.0	1580914.0	941112.0	807645.0	1583320.0	924203.0	1627095.0	1114474.0	1726367.0	777279.0	1356243.0	1369202.0	1785028.0	1288584.0	1456465.0	1373044.0
HMP_2012__SRS024580__bin.10	604501.0	943548.0	911263.0	836415.0	866646.0	671707.0	787786.0	967261.0	855039.0	817376.0	644689.0	822657.0	946385.0	577737.0	911781.0	725354.0	595306.0	742756.0	656715.0	913160.0	974071.0	776847.0	1015500.0	2316394.0	1040421.0	554409.0	644960.0	876925.0	325892.0	919862.0	734047.0	342175.0	908957.0	633527.0	922613.0	709668.0	979306.0	580286.0	854146.0	917966.0	963942.0	804037.0	874200.0	792497.0
HMP_2012__SRS024138__bin.7	932875.0	1566719.0	1477411.0	1281702.0	1407463.0	904456.0	1122669.0	1381699.0	1383330.0	1368569.0	1043529.0	1321929.0	1475968.0	1178919.0	1545988.0	1236013.0	740013.0	1406672.0	1274015.0	1496645.0	1646205.0	1293414.0	1682216.0	1040421.0	2016886.0	790620.0	869038.0	1474670.0	762343.0	1536037.0	984252.0	787471.0	1528052.0	917968.0	1575148.0	1109477.0	1645811.0	770319.0	1314910.0	1399399.0	1678880.0	1233790.0	1342296.0	1340017.0
BritoIL_2016__W2.8.SA__bin.3	470962.0	787496.0	765608.0	714097.0	723004.0	555214.0	570382.0	688725.0	728635.0	644964.0	514674.0	689243.0	741678.0	479088.0	761317.0	609145.0	491324.0	595683.0	514388.0	737353.0	825714.0	660438.0	781880.0	554409.0	790620.0	1073296.0	543114.0	721540.0	241982.0	775068.0	547014.0	268816.0	761854.0	569451.0	787460.0	583589.0	805152.0	513209.0	727080.0	757745.0	837618.0	624760.0	660169.0	626710.0
HMP_2012__SRS064329__bin.12	590327.0	833184.0	870272.0	854009.0	792127.0	744639.0	651941.0	808719.0	768809.0	691955.0	532068.0	750597.0	810260.0	453978.0	819509.0	672299.0	618264.0	597006.0	513923.0	805811.0	869897.0	709604.0	851724.0	644960.0	869038.0	543114.0	1026595.0	830876.0	167224.0	833867.0	767908.0	201850.0	801920.0	677243.0	829178.0	631993.0	861458.0	671644.0	818567.0	892101.0	874612.0	658165.0	764417.0	717251.0
HMP_2012__SRS024081__bin.87	927932.0	1450968.0	1380208.0	1146043.0	1340977.0	875096.0	933638.0	1215841.0	1256743.0	1248093.0	955173.0	1274370.0	1418729.0	1122812.0	1482172.0	1177870.0	709952.0	1270063.0	1169389.0	1391553.0	1574011.0	1198957.0	1504457.0	876925.0	1474670.0	721540.0	830876.0	1802133.0	738435.0	1483810.0	814249.0	772522.0	1472109.0	879958.0	1469673.0	1040709.0	1555248.0	717808.0	1301768.0	1256582.0	1584604.0	1130544.0	1189872.0	1289406.0
HMP_2012__SRS014271__bin.1	430314.0	763432.0	688451.0	452435.0	645244.0	242724.0	388215.0	571722.0	592628.0	634274.0	495475.0	619559.0	701991.0	798103.0	766572.0	620573.0	117595.0	860816.0	818344.0	729106.0	824715.0	572663.0	799386.0	325892.0	762343.0	241982.0	167224.0	738435.0	957381.0	772697.0	151644.0	681576.0	782597.0	329965.0	766524.0	485636.0	850817.0	80399.0	604570.0	527398.0	843409.0	548750.0	530486.0	737681.0
QinN_2014__LD-53__bin.2	923606.0	1560769.0	1456551.0	1190748.0	1373779.0	904109.0	996363.0	1273923.0	1311575.0	1310448.0	1016675.0	1299292.0	1467862.0	1158321.0	1538717.0	1224522.0	728055.0	1344310.0	1229918.0	1491653.0	1638800.0	1265065.0	1580914.0	919862.0	1536037.0	775068.0	833867.0	1483810.0	772697.0	1818006.0	867844.0	772821.0	1528712.0	921848.0	1535961.0	1104392.0	1627619.0	766681.0	1337898.0	1326059.0	1670827.0	1176038.0	1227963.0	1316743.0
HMP_2012__SRS056622__bin.31	583621.0	879268.0	935159.0	851526.0	776490.0	748281.0	739738.0	890573.0	784658.0	754475.0	583915.0	755060.0	831894.0	473753.0	829793.0	685626.0	644364.0	688820.0	541718.0	842674.0	895498.0	762687.0	941112.0	734047.0	984252.0	547014.0	767908.0	814249.0	151644.0	867844.0	1220726.0	176971.0	792716.0	637374.0	839399.0	638883.0	901304.0	731951.0	856012.0	1031714.0	922159.0	704978.0	823183.0	734793.0
HMP_2012__SRS047824__bin.22	435265.0	786358.0	679727.0	470808.0	683127.0	243459.0	399883.0	563485.0	622931.0	645288.0	503626.0	633228.0	720840.0	782016.0	785466.0	618779.0	141495.0	833012.0	826773.0	725718.0	846658.0	585081.0	807645.0	342175.0	787471.0	268816.0	201850.0	772522.0	681576.0	772821.0	176971.0	1050085.0	813568.0	345101.0	780125.0	510191.0	870408.0	134491.0	614714.0	545023.0	867826.0	564111.0	551794.0	701383.0
HMP_2012__SRS015941__bin.59	919188.0	1524499.0	1385841.0	1172883.0	1384336.0	863459.0	992647.0	1260548.0	1341590.0	1268631.0	976618.0	1273185.0	1427426.0	1177515.0	1535428.0	1233219.0	705032.0	1342403.0	1297766.0	1457514.0	1662639.0	1215350.0	1583320.0	908957.0	1528052.0	761854.0	801920.0	1472109.0	782597.0	1528712.0	792716.0	813568.0	1991805.0	889853.0	1567062.0	1059794.0	1646867.0	730256.0	1277260.0	1245507.0	1698250.0	1154158.0	1226686.0	1319885.0
HMP_2012__SRS064423__bin.22	663506.0	920301.0	940018.0	882754.0	863732.0	701228.0	671092.0	817573.0	816572.0	779696.0	632035.0	912223.0	901332.0	586651.0	914569.0	732646.0	560811.0	714075.0	626218.0	847488.0	943110.0	776186.0	924203.0	633527.0	917968.0	569451.0	677243.0	879958.0	329965.0	921848.0	637374.0	345101.0	889853.0	1001438.0	909073.0	694127.0	926002.0	576364.0	904782.0	919813.0	946176.0	717079.0	800372.0	808323.0
BritoIL_2016__WL.34.SA__bin.7	936577.0	1556103.0	1445107.0	1230776.0	1388831.0	881122.0	1017612.0	1261878.0	1341294.0	1300216.0	971747.0	1301152.0	1445815.0	1188911.0	1531926.0	1217247.0	711218.0	1351733.0	1281109.0	1461309.0	1651645.0	1238555.0	1627095.0	922613.0	1575148.0	787460.0	829178.0	1469673.0	766524.0	1535961.0	839399.0	780125.0	1567062.0	909073.0	1946870.0	1076026.0	1651153.0	740787.0	1301094.0	1308887.0	1693395.0	1213109.0	1254425.0	1307042.0
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.33	671222.0	1092135.0	1040780.0	869788.0	1007665.0	685460.0	736005.0	909449.0	957486.0	1016855.0	721343.0	946179.0	1034911.0	779063.0	1063106.0	848964.0	553714.0	901620.0	811793.0	1096536.0	1136635.0	967793.0	1114474.0	709668.0	1109477.0	583589.0	631993.0	1040709.0	485636.0	1104392.0	638883.0	510191.0	1059794.0	694127.0	1076026.0	1273251.0	1146804.0	587113.0	939703.0	965395.0	1157362.0	958569.0	924335.0	929798.0
HMP_2012__SRS047210__bin.59	948007.0	1645676.0	1562960.0	1262325.0	1425773.0	920278.0	1043227.0	1335525.0	1428224.0	1390617.0	1031153.0	1343136.0	1613142.0	1269404.0	1632205.0	1291061.0	765200.0	1538123.0	1387718.0	1639643.0	1808265.0	1311936.0	1726367.0	979306.0	1645811.0	805152.0	861458.0	1555248.0	850817.0	1627619.0	901304.0	870408.0	1646867.0	926002.0	1651153.0	1146804.0	2566247.0	809623.0	1432296.0	1417380.0	1881930.0	1271828.0	1319009.0	1374258.0
HMP_2012__SRS016319__bin.15	517280.0	757279.0	823012.0	742560.0	694724.0	662039.0	591816.0	700211.0	716450.0	625521.0	467961.0	656892.0	740889.0	369548.0	731639.0	589623.0	636092.0	503940.0	388518.0	754190.0	789185.0	673592.0	777279.0	580286.0	770319.0	513209.0	671644.0	717808.0	80399.0	766681.0	731951.0	134491.0	730256.0	576364.0	740787.0	587113.0	809623.0	933492.0	754139.0	802828.0	839740.0	608074.0	694224.0	618984.0
HMP_2012__SRS015038__bin.1	865764.0	1347835.0	1372066.0	1169833.0	1209043.0	892454.0	902738.0	1149882.0	1159738.0	1100820.0	862995.0	1184478.0	1294895.0	947317.0	1301971.0	1047164.0	706056.0	1152155.0	1012078.0	1276201.0	1399283.0	1086116.0	1356243.0	854146.0	1314910.0	727080.0	818567.0	1301768.0	604570.0	1337898.0	856012.0	614714.0	1277260.0	904782.0	1301094.0	939703.0	1432296.0	754139.0	1690073.0	1317111.0	1437542.0	1029456.0	1083505.0	1151019.0
HMP_2012__SRS017076__bin.2	864170.0	1355765.0	1417472.0	1258131.0	1209848.0	946396.0	953326.0	1195906.0	1180799.0	1103442.0	854433.0	1162564.0	1262300.0	917545.0	1292087.0	1042513.0	758258.0	1112543.0	996168.0	1277529.0	1397257.0	1110429.0	1369202.0	917966.0	1399399.0	757745.0	892101.0	1256582.0	527398.0	1326059.0	1031714.0	545023.0	1245507.0	919813.0	1308887.0	965395.0	1417380.0	802828.0	1317111.0	1691955.0	1466443.0	1017979.0	1131389.0	1101151.0
HMP_2012__SRS018791__bin.48	961533.0	1689148.0	1626372.0	1299775.0	1454487.0	923690.0	1063965.0	1355815.0	1457857.0	1410714.0	1041939.0	1390046.0	1573995.0	1270964.0	1702788.0	1314308.0	781416.0	1567663.0	1394521.0	1649904.0	1814148.0	1318290.0	1785028.0	963942.0	1678880.0	837618.0	874612.0	1584604.0	843409.0	1670827.0	922159.0	867826.0	1698250.0	946176.0	1693395.0	1157362.0	1881930.0	839740.0	1437542.0	1466443.0	2356466.0	1288760.0	1332667.0	1393006.0
HMP_2012__SRS023617__bin.38	708527.0	1180850.0	1114250.0	950215.0	1106386.0	689639.0	840437.0	1014146.0	1050540.0	1169723.0	810106.0	1022090.0	1169611.0	860372.0	1174297.0	937048.0	606916.0	1058291.0	904090.0	1221056.0	1225982.0	1001300.0	1288584.0	804037.0	1233790.0	624760.0	658165.0	1130544.0	548750.0	1176038.0	704978.0	564111.0	1154158.0	717079.0	1213109.0	958569.0	1271828.0	608074.0	1029456.0	1017979.0	1288760.0	1806465.0	1051185.0	1007463.0
HMP_2012__SRS022530__bin.14	815264.0	1252657.0	1182519.0	1067940.0	1167383.0	796864.0	916901.0	1109696.0	1115987.0	1146564.0	833246.0	1068283.0	1215875.0	869168.0	1227865.0	1003400.0	669688.0	1096909.0	944420.0	1212078.0	1300978.0	1029683.0	1456465.0	874200.0	1342296.0	660169.0	764417.0	1189872.0	530486.0	1227963.0	823183.0	551794.0	1226686.0	800372.0	1254425.0	924335.0	1319009.0	694224.0	1083505.0	1131389.0	1332667.0	1051185.0	1642794.0	1071656.0
HMP_2012__SRS057791__bin.18	922315.0	1312574.0	1234532.0	1043321.0	1187142.0	801258.0	871387.0	1115243.0	1108674.0	1117605.0	920308.0	1142494.0	1275689.0	1007770.0	1296905.0	1068819.0	635970.0	1163420.0	1049231.0	1228771.0	1378843.0	1053608.0	1373044.0	792497.0	1340017.0	626710.0	717251.0	1289406.0	737681.0	1316743.0	734793.0	701383.0	1319885.0	808323.0	1307042.0	929798.0	1374258.0	618984.0	1151019.0	1101151.0	1393006.0	1007463.0	1071656.0	1555223.0
