	HMP_2012__SRS048411__bin.28	HMP_2012__SRS054687__bin.29	HMP_2012__SRS062544__bin.10	HMP_2012__SRS019607__bin.55	HMP_2012__SRS019894__bin.29	HMP_2012__SRS018739__bin.26	HMP_2012__SRS019974__bin.57	HMP_2012__SRS013234__bin.16	HMP_2012__SRS044486__bin.8	HMP_2012__SRS016740__bin.1	HMP_2012__SRS013836__bin.51	HMP_2012__SRS065278__bin.7	HMP_2012__SRS019071__bin.74	HMP_2012__SRS012279__bin.10	HMP_2012__SRS042643__bin.57	Castro-NallarE_2015__ES_209__bin.9	HMP_2012__SRS050244__bin.71	HMP_2012__SRS016086__bin.25	HMP_2012__SRS020220__bin.40	HMP_2012__SRS023926__bin.28	HMP_2012__SRS065335__bin.10	CM_periimplantitis__SP_287SPT_T016__bin.29	HMP_2012__SRS063288__bin.19	HMP_2012__SRS024580__bin.10	HMP_2012__SRS024138__bin.7	BritoIL_2016__W2.8.SA__bin.3	HMP_2012__SRS064329__bin.12	HMP_2012__SRS024081__bin.87	HMP_2012__SRS014271__bin.1	QinN_2014__LD-53__bin.2	HMP_2012__SRS056622__bin.31	HMP_2012__SRS047824__bin.22	HMP_2012__SRS015941__bin.59	HMP_2012__SRS064423__bin.22	BritoIL_2016__WL.34.SA__bin.7	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.33	HMP_2012__SRS047210__bin.59	HMP_2012__SRS016319__bin.15	HMP_2012__SRS015038__bin.1	HMP_2012__SRS017076__bin.2	HMP_2012__SRS018791__bin.48	HMP_2012__SRS023617__bin.38	HMP_2012__SRS022530__bin.14	HMP_2012__SRS057791__bin.18
HMP_2012__SRS050244__bin.71	10074.0	16399.0	13823.0	16185.0	11105.0	7233.0	11419.0	13636.0	13556.0	10254.0	9701.0	10083.0	9105.0	7235.0	9202.0	8606.0	0.0	8006.0	8272.0	12695.0	14394.0	17097.0	14861.0	13793.0	16128.0	10168.0	9412.0	10690.0	2349.0	10099.0	12627.0	2941.0	11797.0	7780.0	15436.0	8986.0	12446.0	11245.0	11762.0	14058.0	11691.0	11089.0	14435.0	6254.0
HMP_2012__SRS016086__bin.25	15742.0	36057.0	26903.0	24509.0	23500.0	6551.0	19456.0	24976.0	26419.0	23609.0	18227.0	19946.0	22206.0	32269.0	25345.0	20900.0	8006.0	0.0	34849.0	30001.0	32005.0	31935.0	38068.0	16082.0	34278.0	12958.0	10467.0	23052.0	18418.0	24792.0	16458.0	18606.0	28953.0	11012.0	35444.0	17332.0	31956.0	11325.0	22121.0	24982.0	33964.0	22786.0	29124.0	18793.0
HMP_2012__SRS020220__bin.40	13925.0	34732.0	24879.0	18999.0	21795.0	9871.0	16780.0	21809.0	23609.0	24828.0	17407.0	19898.0	23081.0	28524.0	27140.0	21314.0	8272.0	34849.0	0.0	29694.0	35753.0	25337.0	30676.0	13646.0	27180.0	10904.0	10828.0	23978.0	19085.0	27906.0	12110.0	17701.0	27783.0	10410.0	30496.0	16357.0	33788.0	9321.0	23424.0	21931.0	36859.0	20674.0	21291.0	21169.0
HMP_2012__SRS023926__bin.28	16856.0	37197.0	26767.0	26611.0	25414.0	11574.0	22791.0	26706.0	28299.0	27059.0	20787.0	22192.0	25168.0	27415.0	24651.0	23268.0	12695.0	30001.0	29694.0	0.0	34097.0	33470.0	35753.0	18933.0	33727.0	15048.0	13697.0	24690.0	14047.0	26413.0	18982.0	16890.0	30303.0	12605.0	36422.0	20327.0	33923.0	15621.0	24252.0	27587.0	34277.0	26847.0	28792.0	19691.0
HMP_2012__SRS065335__bin.10	20208.0	41391.0	29855.0	29856.0	28192.0	12978.0	24539.0	29770.0	33073.0	26829.0	21140.0	24907.0	23621.0	32081.0	26161.0	24819.0	14394.0	32005.0	35753.0	34097.0	0.0	37304.0	40018.0	20753.0	39356.0	18937.0	16112.0	28799.0	16562.0	27635.0	19118.0	19822.0	35716.0	14594.0	43692.0	22470.0	37627.0	16157.0	25267.0	30566.0	36855.0	27964.0	32222.0	20965.0
CM_periimplantitis__SP_287SPT_T016__bin.29	18945.0	39878.0	31523.0	27168.0	29046.0	18491.0	20654.0	29582.0	29512.0	30021.0	24303.0	26435.0	29783.0	24221.0	31483.0	24679.0	17097.0	31935.0	25337.0	33470.0	37304.0	0.0	34301.0	21752.0	34856.0	15888.0	18284.0	30212.0	15397.0	32983.0	22181.0	14884.0	30734.0	17230.0	32752.0	23594.0	38096.0	19134.0	29040.0	30150.0	37888.0	26062.0	27418.0	26044.0
HMP_2012__SRS063288__bin.19	19054.0	41374.0	33198.0	28281.0	27975.0	14427.0	25172.0	29951.0	30128.0	30887.0	26540.0	25936.0	30420.0	29606.0	30274.0	24747.0	14861.0	38068.0	30676.0	35753.0	40018.0	34301.0	0.0	22445.0	39205.0	16339.0	16392.0	29196.0	16901.0	31400.0	18586.0	17056.0	31629.0	15373.0	38937.0	21408.0	39861.0	16802.0	27114.0	27607.0	42124.0	31593.0	8784.0	26179.0
HMP_2012__SRS024580__bin.10	11500.0	24065.0	18777.0	18399.0	16993.0	11115.0	15401.0	4228.0	18385.0	16990.0	15206.0	15248.0	16547.0	13522.0	15240.0	12940.0	13793.0	16082.0	13646.0	18933.0	20753.0	21752.0	22445.0	0.0	21163.0	11667.0	12049.0	16604.0	6408.0	16936.0	15105.0	6992.0	16437.0	10093.0	21453.0	12905.0	22491.0	12481.0	15772.0	18343.0	20013.0	18512.0	19758.0	12921.0
HMP_2012__SRS024138__bin.7	18055.0	42569.0	31628.0	28581.0	27345.0	15348.0	18827.0	28205.0	29383.0	31433.0	25634.0	24938.0	29170.0	26264.0	29471.0	23864.0	16128.0	34278.0	27180.0	33727.0	39356.0	34856.0	39205.0	21163.0	0.0	15884.0	17319.0	28341.0	15834.0	32020.0	22830.0	15004.0	28902.0	14970.0	36170.0	21502.0	36846.0	17281.0	27811.0	29515.0	38572.0	28139.0	30672.0	24716.0
BritoIL_2016__W2.8.SA__bin.3	7936.0	19743.0	15495.0	13235.0	12883.0	8855.0	10812.0	13646.0	14453.0	13874.0	11896.0	12704.0	13700.0	9605.0	12835.0	11163.0	10168.0	12958.0	10904.0	15048.0	18937.0	15888.0	16339.0	11667.0	15884.0	0.0	10677.0	13311.0	4787.0	14763.0	11774.0	5335.0	12944.0	9429.0	16009.0	10530.0	17394.0	10712.0	14064.0	15717.0	18313.0	12532.0	13304.0	10592.0
HMP_2012__SRS064329__bin.12	11294.0	18576.0	14347.0	18341.0	14580.0	8980.0	13005.0	15429.0	14614.0	12436.0	11260.0	12562.0	11517.0	10361.0	11394.0	10762.0	9412.0	10467.0	10828.0	13697.0	16112.0	18284.0	16392.0	12049.0	17319.0	10677.0	0.0	2236.0	3185.0	11888.0	14053.0	4043.0	14014.0	9736.0	17209.0	10198.0	14423.0	10986.0	12844.0	14460.0	15324.0	11482.0	15133.0	9488.0
HMP_2012__SRS024081__bin.87	16718.0	33392.0	23366.0	23006.0	23164.0	10479.0	18086.0	23197.0	23768.0	22369.0	18159.0	21249.0	20907.0	25126.0	21484.0	19123.0	10690.0	23052.0	23978.0	24690.0	28799.0	30212.0	29196.0	16604.0	28341.0	13311.0	2236.0	0.0	12933.0	22561.0	15202.0	15271.0	26284.0	11679.0	30796.0	16384.0	27916.0	11916.0	20417.0	21194.0	28389.0	21229.0	23890.0	18070.0
HMP_2012__SRS014271__bin.1	8310.0	18534.0	1349.0	9266.0	10894.0	3749.0	7701.0	11260.0	11921.0	11170.0	9409.0	10121.0	10460.0	18191.0	11660.0	10315.0	2349.0	18418.0	19085.0	14047.0	16562.0	15397.0	16901.0	6408.0	15834.0	4787.0	3185.0	12933.0	0.0	12956.0	3092.0	12033.0	15616.0	4614.0	18835.0	8206.0	16523.0	1861.0	10476.0	10042.0	16231.0	11110.0	11798.0	12190.0
QinN_2014__LD-53__bin.2	16830.0	28639.0	23971.0	24540.0	23513.0	9151.0	19795.0	24318.0	25059.0	22279.0	19438.0	19407.0	19072.0	26845.0	20428.0	19156.0	10099.0	24792.0	27906.0	26413.0	27635.0	32983.0	31400.0	16936.0	32020.0	14763.0	11888.0	22561.0	12956.0	0.0	16196.0	14652.0	26917.0	11867.0	33048.0	17327.0	27166.0	12707.0	20893.0	23954.0	26963.0	22281.0	26390.0	15416.0
HMP_2012__SRS056622__bin.31	12572.0	22670.0	18345.0	20529.0	15667.0	11995.0	16224.0	18790.0	17847.0	16513.0	13364.0	14221.0	15438.0	11861.0	14569.0	13693.0	12627.0	16458.0	12110.0	18982.0	19118.0	22181.0	18586.0	15105.0	22830.0	11774.0	14053.0	15202.0	3092.0	16196.0	0.0	4581.0	15315.0	9932.0	20159.0	11217.0	18657.0	14823.0	15958.0	12720.0	19297.0	16407.0	18801.0	12551.0
HMP_2012__SRS047824__bin.22	8370.0	20316.0	13056.0	9807.0	12652.0	3305.0	7829.0	11308.0	13064.0	13362.0	10761.0	10780.0	14003.0	16617.0	13668.0	10702.0	2941.0	18606.0	17701.0	16890.0	19822.0	14884.0	17056.0	6992.0	15004.0	5335.0	4043.0	15271.0	12033.0	14652.0	4581.0	0.0	15651.0	5024.0	17087.0	9803.0	18802.0	3739.0	11948.0	10595.0	19542.0	11665.0	11998.0	11518.0
HMP_2012__SRS015941__bin.59	14384.0	35510.0	25806.0	20185.0	21613.0	11486.0	18703.0	23780.0	24781.0	24503.0	21244.0	21017.0	24146.0	23915.0	25947.0	21643.0	11797.0	28953.0	27783.0	30303.0	35716.0	30734.0	31629.0	16437.0	28902.0	12944.0	14014.0	26284.0	15616.0	26917.0	15315.0	15651.0	0.0	12383.0	30473.0	17660.0	34081.0	13677.0	23183.0	24016.0	34987.0	23212.0	24535.0	20139.0
HMP_2012__SRS064423__bin.22	10986.0	16526.0	14069.0	15052.0	13008.0	7361.0	11322.0	13003.0	13521.0	11334.0	11373.0	4007.0	11589.0	10158.0	10579.0	10226.0	7780.0	11012.0	10410.0	12605.0	14594.0	17230.0	15373.0	10093.0	14970.0	9429.0	9736.0	11679.0	4614.0	11867.0	9932.0	5024.0	12383.0	0.0	16636.0	9903.0	13395.0	7918.0	9085.0	14131.0	13457.0	11782.0	14657.0	9243.0
BritoIL_2016__WL.34.SA__bin.7	17676.0	44580.0	34045.0	27269.0	29091.0	16604.0	21684.0	28033.0	30129.0	32360.0	25951.0	27688.0	32422.0	28070.0	33301.0	27303.0	15436.0	35444.0	30496.0	36422.0	43692.0	32752.0	38937.0	21453.0	36170.0	16009.0	17209.0	30796.0	18835.0	33048.0	20159.0	17087.0	30473.0	16636.0	0.0	21283.0	42216.0	17023.0	30043.0	31747.0	44311.0	29325.0	28280.0	27005.0
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.33	11959.0	25168.0	17403.0	17040.0	17617.0	8571.0	14122.0	16656.0	17535.0	19260.0	15160.0	14776.0	14956.0	16101.0	15918.0	13039.0	8986.0	17332.0	16357.0	20327.0	22470.0	23594.0	21408.0	12905.0	21502.0	10530.0	10198.0	16384.0	8206.0	17327.0	11217.0	9803.0	17660.0	9903.0	21283.0	0.0	20017.0	9417.0	15037.0	16547.0	20902.0	17943.0	18996.0	13698.0
HMP_2012__SRS047210__bin.59	18615.0	41015.0	28507.0	29395.0	25796.0	10937.0	23279.0	29432.0	30949.0	26806.0	21596.0	22183.0	26463.0	32247.0	25956.0	22815.0	12446.0	31956.0	33788.0	33923.0	37627.0	38096.0	39861.0	22491.0	36846.0	17394.0	14423.0	27916.0	16523.0	27166.0	18657.0	18802.0	34081.0	13395.0	42216.0	20017.0	0.0	14611.0	24832.0	28122.0	37454.0	26502.0	31551.0	19404.0
HMP_2012__SRS016319__bin.15	10035.0	18312.0	14544.0	16986.0	13662.0	9217.0	12847.0	15251.0	14996.0	12600.0	11209.0	11252.0	11867.0	9361.0	11860.0	9877.0	11245.0	11325.0	9321.0	15621.0	16157.0	19134.0	16802.0	12481.0	17281.0	10712.0	10986.0	11916.0	1861.0	12707.0	14823.0	3739.0	13677.0	7918.0	17023.0	9417.0	14611.0	0.0	10839.0	16202.0	15436.0	14016.0	16300.0	9077.0
HMP_2012__SRS015038__bin.1	16960.0	31501.0	23231.0	25272.0	22458.0	11594.0	18685.0	22304.0	22722.0	19855.0	17124.0	14514.0	18852.0	22162.0	19435.0	17029.0	11762.0	22121.0	23424.0	24252.0	25267.0	29040.0	27114.0	15772.0	27811.0	14064.0	12844.0	20417.0	10476.0	20893.0	15958.0	11948.0	23183.0	9085.0	30043.0	15037.0	24832.0	10839.0	0.0	24686.0	25710.0	21575.0	22606.0	15748.0
HMP_2012__SRS017076__bin.2	17451.0	34509.0	26814.0	27155.0	24251.0	14035.0	19504.0	24599.0	25119.0	22976.0	20070.0	20428.0	21251.0	21771.0	22649.0	19493.0	14058.0	24982.0	21931.0	27587.0	30566.0	30150.0	27607.0	18343.0	29515.0	15717.0	14460.0	21194.0	10042.0	23954.0	12720.0	10595.0	24016.0	14131.0	31747.0	16547.0	28122.0	16202.0	24686.0	0.0	30504.0	21547.0	24141.0	17841.0
HMP_2012__SRS018791__bin.48	18709.0	41683.0	31979.0	30567.0	26006.0	10870.0	24064.0	28890.0	32315.0	27033.0	21432.0	24260.0	23892.0	33873.0	25620.0	24331.0	11691.0	33964.0	36859.0	34277.0	36855.0	37888.0	42124.0	20013.0	38572.0	18313.0	15324.0	28389.0	16231.0	26963.0	19297.0	19542.0	34987.0	13457.0	44311.0	20902.0	37454.0	15436.0	25710.0	30504.0	0.0	28766.0	32770.0	19155.0
HMP_2012__SRS023617__bin.38	14133.0	29293.0	23516.0	20471.0	21793.0	10072.0	18519.0	21466.0	23449.0	23631.0	18473.0	20081.0	21068.0	21081.0	20663.0	17709.0	11089.0	22786.0	20674.0	26847.0	27964.0	26062.0	31593.0	18512.0	28139.0	12532.0	11482.0	21229.0	11110.0	22281.0	16407.0	11665.0	23212.0	11782.0	29325.0	17943.0	26502.0	14016.0	21575.0	21547.0	28766.0	0.0	25853.0	15772.0
HMP_2012__SRS022530__bin.14	15970.0	34159.0	26171.0	23950.0	23865.0	14024.0	20803.0	24713.0	24743.0	27264.0	22175.0	21907.0	26148.0	20122.0	25223.0	20519.0	14435.0	29124.0	21291.0	28792.0	32222.0	27418.0	8784.0	19758.0	30672.0	13304.0	15133.0	23890.0	11798.0	26390.0	18801.0	11998.0	24535.0	14657.0	28280.0	18996.0	31551.0	16300.0	22606.0	24141.0	32770.0	25853.0	0.0	20446.0
HMP_2012__SRS057791__bin.18	15733.0	25090.0	19030.0	19020.0	16709.0	7096.0	15771.0	19024.0	17120.0	15304.0	15469.0	15153.0	14708.0	20301.0	13686.0	15736.0	6254.0	18793.0	21169.0	19691.0	20965.0	26044.0	26179.0	12921.0	24716.0	10592.0	9488.0	18070.0	12190.0	15416.0	12551.0	11518.0	20139.0	9243.0	27005.0	13698.0	19404.0	9077.0	15748.0	17841.0	19155.0	15772.0	20446.0	0.0
