	BritoIL_2016__W1.39.ST__bin.103	BritoIL_2016__M2.45.ST__bin.27	BritoIL_2016__M2.49.ST__bin.71	BritoIL_2016__M1.26.ST__bin.32	BritoIL_2016__M1.22.ST__bin.54	BritoIL_2016__M1.7.ST__bin.59	BritoIL_2016__M2.44.ST__bin.90	BritoIL_2016__W1.36.ST__bin.14	BritoIL_2016__W1.18.ST__bin.8	BritoIL_2016__W2.13.ST__bin.51	BritoIL_2016__W2.62.ST__bin.29	BritoIL_2016__M1.16.ST__bin.19	BritoIL_2016__W1.21.ST__bin.22	BritoIL_2016__W2.67.ST__bin.42	BritoIL_2016__W2.11.ST__bin.73	BritoIL_2016__W1.4.ST__bin.7	BritoIL_2016__M1.52.ST__bin.84	BritoIL_2016__M1.5.ST__bin.28	BritoIL_2016__W2.8.ST__bin.6	BritoIL_2016__M2.39.ST__bin.7	BritoIL_2016__M2.48.ST__bin.36	BritoIL_2016__W2.33.ST__bin.14	BritoIL_2016__M2.37.ST__bin.49	BritoIL_2016__M1.4.ST__bin.64	BritoIL_2016__M2.58.ST__bin.20	BritoIL_2016__W1.38.ST__bin.27	BritoIL_2016__M1.27.ST__bin.64	BritoIL_2016__W1.42.ST__bin.27
BritoIL_2016__W2.62.ST__bin.29	0.8621983105603782	0.871497768724764	0.9332661791349747	0.9434492265408119	0.691361853158513	0.8830215990841258	0.9240787626352199	0.8591046862089986	0.9596570356855357	0.8568999611305694	1.0	0.7024290208089514	0.9726501517607002	0.977735037924245	0.8878022204427717	0.9854621957617452	0.8881011752161714	0.895208652377726	0.90285350472699	0.9395867096283615	0.9015445819624602	0.8416097254288912	0.899928739377282	0.8688029277389674	0.8328088792222715	0.7434293670230052	0.947663798541653	0.7192065963335295
BritoIL_2016__M1.16.ST__bin.19	0.823106831802671	0.8429984906270285	0.8921717244129999	0.9059222685953968	0.679568460100677	0.8408360987792066	0.8873816158893439	0.84733630863158	0.8962827454425539	0.832425059240934	0.8621113494941385	1.0	0.9103161341282524	0.8956349402898309	0.8642274695453372	0.900128518285832	0.8475370369887618	0.8604937917586671	0.87348769430896	0.8963485687025389	0.862148497274526	0.8235486948746491	0.8544510861489613	0.8289514159169766	0.8086485246465747	0.7459952085880455	0.9029680424814196	0.709432016955029
BritoIL_2016__W1.21.ST__bin.22	0.7719726415378589	0.7923331907757606	0.8928304333885125	0.912257837630972	0.6119767248904173	0.8262353603041468	0.8408517837460083	0.7722172829246158	0.8945699056017031	0.7882615306366118	0.8237408276344033	0.628152737172854	1.0	0.88779010128783	0.8261305782395983	0.914979922767074	0.8084125157454165	0.8199016667543598	0.8340238606299606	0.8659212299705485	0.8134479010533521	0.74847627540684	0.8448982602129909	0.7983026204960014	0.7579012647150221	0.7016391422621143	0.8619844823608613	0.6391786884973127
BritoIL_2016__W2.67.ST__bin.42	0.7944289672982082	0.8295822835388525	0.8591698391733354	0.8690767543129442	0.6456166687015106	0.8258423328930671	0.8794909930408338	0.8109324764790541	0.9358839177035121	0.8089697770181027	0.8515350122645593	0.6355525156220518	0.9129725000092493	1.0	0.8429461210325168	0.992819775723202	0.8408691928329097	0.8502165258924641	0.8479032783185529	0.9090854856432512	0.8530509709905251	0.7855977446529852	0.8144680178030345	0.8371047315670888	0.7913059443340695	0.6836479017059391	0.9007380008953313	0.6498426695672442
BritoIL_2016__W2.11.ST__bin.73	0.8783480402534168	0.9113092687158252	0.9097075999235825	0.9198979723554651	0.7069477934456533	0.9101661047229093	0.9194978133245212	0.8872646161313141	0.9418086155530198	0.9489340279749888	0.8632767603124855	0.6847010166621057	0.9485245749278423	0.9411358320468005	1.0	0.9414125871959437	0.9242196898896594	0.934570642268153	0.9875842270218358	0.9431010001394102	0.9167948036122743	0.8616312031103974	0.8527492216261431	0.9102771165831066	0.869367955264802	0.7134675458117549	0.9327748318041235	0.6887991614732049
BritoIL_2016__W1.4.ST__bin.7	0.7862286358375631	0.8209050849303684	0.8771036952730324	0.8875693718900777	0.6382822542964007	0.8438802403320973	0.8708560492379674	0.8021584857375467	0.926389256904468	0.8017145788628021	0.8493036840151881	0.63207213440951	0.9311093141272676	0.982453779912802	0.8343902435675834	1.0	0.8340332875239744	0.8412621050430109	0.8392713886459605	0.9058514705902543	0.8473871046425795	0.7775472818026097	0.8288940357679109	0.8313433033902129	0.7828910968298185	0.695554478585612	0.8926376900733728	0.6477649288856611
BritoIL_2016__M1.52.ST__bin.84	0.9007054973215802	0.9262365899348055	0.90846208184791	0.928971702919246	0.7297194140321197	0.9321614259637707	0.928488347023981	0.8964724069260428	0.9722198119490049	0.9450187992438781	0.8903207981973167	0.6922800930300399	0.9569366095777929	0.9679015487084869	0.9528520393306905	0.9701623554124416	1.0	0.9690013430692993	0.9578841574782024	0.9675491460623795	0.9273512895434896	0.8819121090766039	0.8666278420448297	0.9538006518916623	0.9352707671358448	0.7176541482103322	0.9517538419607214	0.6996044253680931
BritoIL_2016__M1.5.ST__bin.28	0.9021612138893471	0.9351375627810543	0.900586971308193	0.9356376775316293	0.7326556197337682	0.9271258389672136	0.9272434518013759	0.896113520323862	0.9631393051163144	0.9166020923635444	0.8773511508103576	0.6871254018221663	0.9488051108500962	0.9567476200314432	0.9419492193578235	0.9566596706112068	0.9473042461876008	1.0	0.9469248667358119	0.9897234485123798	0.9207253068992417	0.8650939159297216	0.8559159515789002	0.9326068052034832	0.899001279690085	0.7123065177806146	0.9768219450977045	0.6959026498796029
BritoIL_2016__W2.8.ST__bin.6	0.8552430351425221	0.890556317271204	0.8879813956655987	0.8987122387396004	0.6890278894756714	0.895179858925143	0.8967392338531583	0.8650003956025026	0.917128286380157	0.924052331701181	0.8514362373895443	0.6711671876267555	0.9287084229281195	0.9181207979753164	0.9578007305125706	0.9183626663408371	0.9010808461286539	0.9111737175718619	1.0	0.9179089753694877	0.8927777004377667	0.839150526251481	0.8325950422493458	0.8884230683330713	0.8478728102900718	0.7006415771219567	0.908418020645443	0.6770035764469287
BritoIL_2016__M2.39.ST__bin.7	0.8127872237181378	0.8633019666796701	0.8866423725749517	0.9151026155793	0.670717690602373	0.8542287894501479	0.8964819554523744	0.8415100712647834	0.9243698918183462	0.8437588605246382	0.8417883749916747	0.6543077611059838	0.9160317218675369	0.9351676006888612	0.8689413040789336	0.9416727719051199	0.864679213328132	0.9047544742676092	0.8720288103823941	1.0	0.87917241510547	0.8131111978002112	0.8411556502792552	0.8645940571450319	0.8094133262290558	0.6877803255915739	0.9389915414696339	0.664381404553715
BritoIL_2016__M2.48.ST__bin.36	0.8536028205504606	0.8744710824042669	0.9615002073176699	0.925230174121089	0.7128019305009361	0.8926800122587839	0.9401977372757171	0.8566294009935795	0.9451331855068209	0.8817114910647372	0.8745014718266876	0.6813880239921914	0.9316850934732277	0.9500949025606952	0.9145588511768175	0.9537447237009166	0.8972914783423858	0.9112850347546827	0.9182941747597819	0.9518780920593469	1.0	0.8425189225662064	0.8603240336549977	0.9097470209352216	0.8379826574262219	0.7226038069190018	0.9589155611870418	0.7040281436956113
BritoIL_2016__W2.33.ST__bin.14	0.8757958044837112	0.9067238976407523	0.9038959160340382	0.9054364789041919	0.7378305825931417	0.8915246787712217	0.9224472083209311	0.9336161500393625	0.9379524255937064	0.9159055188202927	0.8818000495161052	0.7030524731625492	0.9259839935017067	0.9451011046542357	0.9284253043988662	0.9452858164176489	0.9217233830070741	0.9248545812133672	0.932318716809605	0.950918412480284	0.9100509348251219	1.0	0.8729772810094609	0.9009616695272881	0.8676139635416812	0.7229618419991154	0.934128558274614	0.7001376992814601
BritoIL_2016__M2.37.ST__bin.49	0.8000877268262914	0.8042547510751304	0.9165992906573439	0.9170083144755787	0.6548456273848221	0.828528683610792	0.8581595734910409	0.7998247470953036	0.8798523900792402	0.7961545738649338	0.8505542398204511	0.6579913467623631	0.9428972637561235	0.8838663440648135	0.8288604194928205	0.9090125261662323	0.8170383764715448	0.8254216082013541	0.8344356901637049	0.8873688928101643	0.8382674654425061	0.7874762427423366	1.0	0.8063058926028921	0.7621423613672738	0.7202738803412112	0.8801098492433561	0.6626226004981559
BritoIL_2016__M1.4.ST__bin.64	0.8490481654811125	0.8840606579541265	0.887419527093535	0.8987128466415957	0.7322499981924905	0.9021269739295154	0.9010099330395184	0.8569769351455252	0.9248886832344712	0.8936957166155571	0.8449611282164632	0.6568763343293571	0.9167461110141368	0.9347897040125679	0.9104482313777458	0.938151155308449	0.9253137061898422	0.9254753491850197	0.9162214168189279	0.9385591360311015	0.9121426424549904	0.8363005754077484	0.8297005834640765	1.0	0.8627258483158659	0.6884292535605355	0.9321450593534487	0.6790947579125021
BritoIL_2016__M2.58.ST__bin.20	0.9092503118755746	0.9365193379890854	0.909563748957339	0.9263922540157706	0.7464418929101327	0.9304447910674974	0.9356800988462449	0.9057423149713336	0.9784182670222739	0.9471517824746652	0.890552540742562	0.7045520490097489	0.9569580476958116	0.9715771620202837	0.956057483906539	0.9713875098729842	0.9976253734131538	0.980901347381977	0.9614131696949496	0.9660920130894051	0.9237956094960079	0.8854853079207027	0.862296074257333	0.948574741400212	1.0	0.7262978821987611	0.9546044304785765	0.710758330357006
BritoIL_2016__W1.38.ST__bin.27	0.7752511637849135	0.7944381768953068	0.9151309851795554	0.9089308616758502	0.6360458626258788	0.8266702688580657	0.8451572297168916	0.7941484182025461	0.865934946798404	0.7861117708531256	0.83130284533536	0.6796646399391981	0.9264018858065742	0.8777497387421622	0.8204648014440433	0.9024593862815884	0.8004803581607448	0.8127131626448794	0.8307696418392552	0.8584267528025841	0.8330028025840776	0.7715703971119133	0.8521642836785104	0.791522776933308	0.7594866283488505	1.0	0.8743397301919058	0.6663541468744062
BritoIL_2016__M1.27.ST__bin.64	0.8181558100714982	0.8521637607464372	0.9211397253929505	0.9247180115593551	0.6777323208444698	0.8589372726483274	0.9131075174403458	0.8300982255714547	0.9388613359835584	0.8409252308493906	0.8610016499580274	0.6684380397340769	0.9247305550999141	0.9396515790387788	0.8715507675681934	0.9410265440615985	0.8625618734260269	0.9055572709115295	0.875186464554849	0.9522375746581885	0.8981662308590396	0.8100222889066857	0.8460434778413531	0.8707986375785177	0.8110711218749699	0.7104121035517518	1.0	0.6801744517025444
BritoIL_2016__W1.42.ST__bin.27	0.8545242503553147	0.8776080369784349	0.9633855047836419	0.9521574925233398	0.7303525005969829	0.8960735780478087	0.9377764639270172	0.8723978821146654	0.9487318596708173	0.8657901448114583	0.9162282591710429	0.7363764462035614	0.9614758362325615	0.9505542638779056	0.9024201987868227	0.9575124114926464	0.8890342542991219	0.9045848956920503	0.9145472367305771	0.9447163469116202	0.9246272831633257	0.8512832932075194	0.8931458254834884	0.8895388992651531	0.8467550178688965	0.7591639399377785	0.953719456634018	1.0
