	BritoIL_2016__W1.39.ST__bin.103	BritoIL_2016__M2.45.ST__bin.27	BritoIL_2016__M2.49.ST__bin.71	BritoIL_2016__M1.26.ST__bin.32	BritoIL_2016__M1.22.ST__bin.54	BritoIL_2016__M1.7.ST__bin.59	BritoIL_2016__M2.44.ST__bin.90	BritoIL_2016__W1.36.ST__bin.14	BritoIL_2016__W1.18.ST__bin.8	BritoIL_2016__W2.13.ST__bin.51	BritoIL_2016__W2.62.ST__bin.29	BritoIL_2016__M1.16.ST__bin.19	BritoIL_2016__W1.21.ST__bin.22	BritoIL_2016__W2.67.ST__bin.42	BritoIL_2016__W2.11.ST__bin.73	BritoIL_2016__W1.4.ST__bin.7	BritoIL_2016__M1.52.ST__bin.84	BritoIL_2016__M1.5.ST__bin.28	BritoIL_2016__W2.8.ST__bin.6	BritoIL_2016__M2.39.ST__bin.7	BritoIL_2016__M2.48.ST__bin.36	BritoIL_2016__W2.33.ST__bin.14	BritoIL_2016__M2.37.ST__bin.49	BritoIL_2016__M1.4.ST__bin.64	BritoIL_2016__M2.58.ST__bin.20	BritoIL_2016__W1.38.ST__bin.27	BritoIL_2016__M1.27.ST__bin.64	BritoIL_2016__W1.42.ST__bin.27
BritoIL_2016__W2.62.ST__bin.29	0.857390077037937	0.8657082413812879	0.9270624693345682	0.9376246529894415	0.6862026265539807	0.8770186084743855	0.9185239386840043	0.8542141471983211	0.9547123343535674	0.8511916772690296	1.0	0.6981852436348652	0.9674590649671734	0.9775327257241291	0.8821592499686709	0.9852179343127863	0.8834660487206011	0.8893952298925037	0.8969381296369849	0.9336755825635558	0.8955251302550727	0.8365094401739991	0.8946213628939247	0.8622673409698667	0.8284642114497023	0.738859022911724	0.9417080672122548	0.7148550255200115
BritoIL_2016__M1.16.ST__bin.19	0.8173997596473437	0.8379314030390794	0.8859986757142149	0.9001461146028576	0.6746193330083445	0.8349687046243122	0.8819645571072177	0.8437851111696207	0.8905274463442674	0.8268411613047865	0.8569028396545386	1.0	0.9043555446646664	0.889994343109934	0.8587830387145043	0.8945485306423568	0.8423526406206416	0.8550487092123888	0.8678783794704421	0.8907131852462051	0.8562231004449913	0.8198241411042145	0.8484878898235936	0.8227190611126607	0.8037033078469147	0.7407137066185614	0.8972837803666812	0.7050883335114688
BritoIL_2016__W1.21.ST__bin.22	0.7671980871202156	0.7874772391320088	0.8868744949212177	0.906731820424228	0.6069431384162078	0.8207187869744651	0.8349538576663821	0.7670051622030856	0.8908337279524821	0.7824841264166378	0.8193444780076837	0.6240397038580038	1.0	0.8829206583911321	0.8203423810172674	0.9099278982471714	0.8038790050470778	0.8148091684756188	0.8281394258032805	0.8602850341980777	0.8078117052808812	0.7433203682392522	0.839877715283296	0.7914639043775968	0.7535539333073402	0.6971951235416517	0.8563383930028966	0.6348439489257139
BritoIL_2016__W2.67.ST__bin.42	0.7897118291027078	0.8238338494437476	0.853304401552401	0.8634083265813512	0.6406548867701847	0.8200758626813324	0.873787418005039	0.8060201782523281	0.9308856010743976	0.8029369272376808	0.8513588132790215	0.631549885123811	0.9079649340895555	1.0	0.837084845592343	0.9927231206366471	0.8362329859299792	0.844328889974139	0.8418172451172995	0.9030452364303658	0.8472308548934298	0.7804597637361215	0.8093300368861708	0.8304443174208538	0.7868977324439215	0.6793465191219833	0.8948198423180942	0.6458118287327362
BritoIL_2016__W2.11.ST__bin.73	0.872618795598767	0.9042690514423798	0.9040310213607473	0.913098883169053	0.702045716233032	0.9031821678809127	0.9142699292105765	0.8814636010182111	0.9352207070680992	0.9487770623680122	0.8577896764133359	0.6803875604756471	0.9418788370087725	0.9345918119717255	1.0	0.9347399998967332	0.917385489975371	0.9274581382020209	0.9875253649192195	0.9356549441584526	0.9109752004667662	0.8555219364599093	0.8469487228472736	0.9035761309010549	0.8628063798257889	0.7086677027773618	0.9259478605691036	0.6845146200038209
BritoIL_2016__W1.4.ST__bin.7	0.7815218500574105	0.8152152971224309	0.8710262898126118	0.8817569376466438	0.6333713628810563	0.8379822281653878	0.8651626003424032	0.7973006800927902	0.9213612106850674	0.7956152068766208	0.8490931714766494	0.6281538553769708	0.9259682318273906	0.982358133998553	0.8284762141425069	1.0	0.8294450294557382	0.835449670799577	0.8332681202099818	0.8997516409681198	0.8413632425887002	0.7724904045181482	0.8237351056658535	0.8246403095815698	0.7784886389586403	0.6911909197704681	0.8866367098171607	0.6437299526850189
BritoIL_2016__M1.52.ST__bin.84	0.8955999175952725	0.91943926457507	0.9020363230244025	0.9223079924600739	0.7237977719848413	0.9256691258551222	0.922015210805453	0.8906891707518579	0.9667671528794011	0.9377966743198016	0.8856740871733422	0.6880454056436591	0.951570188013732	0.9625649376401693	0.9458061157296678	0.9648252120138427	1.0	0.9622135996546242	0.9506338190492263	0.9607715169230459	0.9207855278560452	0.8762188367199298	0.8612236250308086	0.946021177163244	0.9351451371894983	0.7129211996808148	0.9451194096670115	0.695166387814321
BritoIL_2016__M1.5.ST__bin.28	0.8959813359881221	0.9292636864129595	0.8941083776246267	0.9326598871020875	0.7269852239769895	0.9208731035581005	0.9213700958440517	0.8902791951743351	0.9572305612265875	0.9092299533868073	0.8716536936935061	0.6827773698335571	0.942911979283488	0.9501222705105594	0.9347805609924025	0.9500499334134419	0.9406684884513044	1.0	0.9394861151804342	0.9887029229911753	0.914299274703509	0.8593803260789806	0.8498198598117466	0.9250894716217405	0.8925804516020586	0.7073860339443129	0.9759799204708259	0.6913948517844104
BritoIL_2016__W2.8.ST__bin.6	0.8494747500443176	0.8836052307664573	0.8823352966568083	0.892042080087974	0.6840292765882439	0.8876819395940017	0.8913860810013651	0.8591464800891758	0.9104756544216842	0.9239276417984591	0.845857741340061	0.6668571233989365	0.9221559435019534	0.9115307613495354	0.9577436435691558	0.9117936617468404	0.8942604586785675	0.9040158160879019	1.0	0.9105182192479145	0.8870594916057155	0.8330452278820644	0.826771172495711	0.8816287205413845	0.8412306943474912	0.6958983531919113	0.9016201675151255	0.672638428326341
BritoIL_2016__M2.39.ST__bin.7	0.8072658680697615	0.85809744912037	0.8805016127344173	0.912162110731582	0.6656054652191701	0.8484909753475228	0.8907374810896186	0.8363712048410576	0.9186063881409311	0.8368949867270531	0.8364925167220103	0.6501940990095242	0.9100693618519329	0.9289540537197553	0.8620807604114138	0.9353317285277971	0.8586221824720983	0.9038215621164404	0.8650074690060038	1.0	0.873094452003311	0.8079475932674285	0.8354597006688804	0.8575670069742438	0.8036874054480928	0.6831447845405848	0.9379910752514248	0.6602705968544542
BritoIL_2016__M2.48.ST__bin.36	0.8483387544972482	0.8681016654948711	0.9614327324983969	0.9188550913871741	0.7077758290775265	0.8863919771924809	0.9349295506228544	0.8512854983221433	0.9385041708194585	0.8759266842307227	0.8686625821222633	0.6767049624896663	0.9252296590461327	0.9436126842358735	0.9087534413445516	0.9469647920513632	0.8909385438315911	0.9049248891945001	0.9124125338339862	0.9452974944178751	1.0	0.836989077835552	0.8547158975309882	0.9030783454762255	0.8320556899042733	0.7180659965541485	0.9521103908646307	0.7025158836239643
BritoIL_2016__W2.33.ST__bin.14	0.8698627736251632	0.9010785052812543	0.8977642643937477	0.8995179134247063	0.7324016145588477	0.8849679675307875	0.9161564375109532	0.9318875372413966	0.9316627675051949	0.9091780048347747	0.8764562046739865	0.6998728715724702	0.9196053176958877	0.9389199369086928	0.9218424442039731	0.9391380303160963	0.9157731049657978	0.9187462967238699	0.9255355667507699	0.9448796730824331	0.9040778459937855	1.0	0.8670448065116461	0.8940043785589701	0.861896800647604	0.7186300173306368	0.9282606216218471	0.6962570831675842
BritoIL_2016__M2.37.ST__bin.49	0.7981449891571049	0.7981459928965361	0.9108021935721531	0.9108729572020562	0.6500452435548636	0.8226181639698698	0.8526485421437566	0.7948306415551136	0.8745968104172093	0.7905120526521556	0.8455380520127735	0.6533992388643892	0.9372943902508797	0.8782905715242134	0.823222415107483	0.9033549488619853	0.811943395118514	0.8195427063525162	0.8285989453709796	0.8813600067049795	0.832803107978775	0.7821248059646212	1.0	0.8002091792974728	0.7571959334500682	0.7151146596645804	0.8741892922081214	0.6587024961494047
BritoIL_2016__M1.4.ST__bin.64	0.8426898633832652	0.8764422634977066	0.8808164365620962	0.8911977384440752	0.7320294820297403	0.8944450584238723	0.8943650115732253	0.8507033277799755	0.917140148091838	0.8867755372692971	0.8386048918437939	0.6519377018600822	0.9088927403187208	0.9273520605092219	0.9037459860377636	0.9305869861379512	0.917766579252063	0.9180154991360104	0.9092144770151924	0.9309309293800861	0.9054564064851376	0.8298426020700632	0.8234269760985269	1.0	0.8555763734748493	0.6828517955799678	0.9248819696276428	0.6743792237624499
BritoIL_2016__M2.58.ST__bin.20	0.9038986008327661	0.9295271926542159	0.9030843458051386	0.919733419490676	0.7403338445613272	0.9239693626608991	0.9292324936588612	0.8997881460594089	0.9727247278576859	0.9397422888515767	0.8859066309545238	0.7002434247770878	0.9514689240193309	0.9661646941518431	0.9488416171763521	0.9659250737741175	0.9974913677042835	0.9738955743479003	0.953881594599797	0.9592577219370185	0.9172616955469789	0.8796503813768406	0.856699632449596	0.9407138302408866	1.0	0.7214401752522118	0.9479177727342672	0.7062214421626251
BritoIL_2016__W1.38.ST__bin.27	0.7696875593767812	0.7888727911837355	0.9096807904237126	0.903179032870986	0.6310445563366901	0.8212105738172145	0.83910257932738	0.7893959006270188	0.8601837117613529	0.7807061086832604	0.8261922857685731	0.6748527455823674	0.9205342722781683	0.8722271043131293	0.8149451358540756	0.8967978101843055	0.7952011685350561	0.8070990879726392	0.8251454731141934	0.852641079232377	0.8277717081512446	0.7669473209196276	0.8460603505605168	0.7851100845525365	0.7544069447083412	1.0	0.8682933925517766	0.6623753087592628
BritoIL_2016__M1.27.ST__bin.64	0.8126086704811895	0.8471299414313145	0.9145148062022984	0.9217080442690493	0.6727645963392159	0.8531894364090739	0.9075425274269339	0.8250176092011695	0.9330835882245101	0.8344633776860062	0.8555905595383978	0.6642301643203813	0.9186734723414931	0.9334777448643851	0.8651718947500457	0.9347002576250253	0.8565491755034302	0.904776676733662	0.8686372890514189	0.9512229952045079	0.8917921824795685	0.8049339534345179	0.8403520875346153	0.8640135470238037	0.8053898628894528	0.7054993776474108	1.0	0.6758474126535378
BritoIL_2016__W1.42.ST__bin.27	0.8495562709578175	0.8716375323267042	0.9613500132249452	0.9460956647209199	0.7253899329417488	0.8905191010825514	0.9327300142667055	0.8678736655827398	0.9425685617009647	0.8600604626904341	0.9106846056903117	0.7318677884306422	0.9549553632733464	0.9446581706822922	0.8968068691244545	0.9515479950509618	0.8833945423932212	0.8987253317567124	0.9086504670671808	0.938870988799723	0.9226411737527794	0.8465649304219062	0.8878619356313846	0.8833620719396428	0.8413500402836565	0.7546309293246755	0.947652217089335	1.0
