	BritoIL_2016__W1.39.ST__bin.103	BritoIL_2016__M2.45.ST__bin.27	BritoIL_2016__M2.49.ST__bin.71	BritoIL_2016__M1.26.ST__bin.32	BritoIL_2016__M1.22.ST__bin.54	BritoIL_2016__M1.7.ST__bin.59	BritoIL_2016__M2.44.ST__bin.90	BritoIL_2016__W1.36.ST__bin.14	BritoIL_2016__W1.18.ST__bin.8	BritoIL_2016__W2.13.ST__bin.51	BritoIL_2016__W2.62.ST__bin.29	BritoIL_2016__M1.16.ST__bin.19	BritoIL_2016__W1.21.ST__bin.22	BritoIL_2016__W2.67.ST__bin.42	BritoIL_2016__W2.11.ST__bin.73	BritoIL_2016__W1.4.ST__bin.7	BritoIL_2016__M1.52.ST__bin.84	BritoIL_2016__M1.5.ST__bin.28	BritoIL_2016__W2.8.ST__bin.6	BritoIL_2016__M2.39.ST__bin.7	BritoIL_2016__M2.48.ST__bin.36	BritoIL_2016__W2.33.ST__bin.14	BritoIL_2016__M2.37.ST__bin.49	BritoIL_2016__M1.4.ST__bin.64	BritoIL_2016__M2.58.ST__bin.20	BritoIL_2016__W1.38.ST__bin.27	BritoIL_2016__M1.27.ST__bin.64	BritoIL_2016__W1.42.ST__bin.27
BritoIL_2016__W2.62.ST__bin.29	0.9944232858455543	0.9933568076118567	0.9933526897908627	0.9938262988748994	0.9925375885566117	0.9932017624303113	0.9939887981676206	0.9943074003795066	0.9948474286666006	0.993338447752981	1.0	0.9939584256225649	0.9946629455779862	0.9997930807506444	0.9936438878568173	0.9997521351402322	0.99478085760393	0.9935060698198331	0.9934481341003447	0.9937088008969989	0.9933231790997129	0.9939398451553147	0.9941024480593543	0.992477480726142	0.9947831154530599	0.9938523492425612	0.99371535418092	0.9939494842849022
BritoIL_2016__M1.16.ST__bin.19	0.9930664259670542	0.9939892091809321	0.9930808738610871	0.9936240070558207	0.9927172501625529	0.9930219525976427	0.9938954575065235	0.9958089870270113	0.993578701444883	0.9932920112457458	0.9939584256225649	1.0	0.9934521764032074	0.9937021246870164	0.9937002339977724	0.9938008989492951	0.9938829854721866	0.9936721419742615	0.9935782554521783	0.9937129553690358	0.9931271737429614	0.9954774334612947	0.9930210208377825	0.9924816404379722	0.9938845905867183	0.992920193174591	0.9937049133000126	0.9938772379315445
BritoIL_2016__W1.21.ST__bin.22	0.9938151248363778	0.9938713262295659	0.9933291493607689	0.9939424831678131	0.9917748726879919	0.993323242268824	0.9929857720544387	0.9932504479804047	0.9958234928027139	0.9926707012895732	0.9946629455779862	0.9934521764032074	1.0	0.9945150966544521	0.9929936049157447	0.9944785405731917	0.9943920824949642	0.9937888914180404	0.9929445246060041	0.9934910987542567	0.9930712270998887	0.9931114621304659	0.9940578112583293	0.991433428949343	0.9942639871312045	0.9936662331777345	0.993449894431393	0.9932182664259511
BritoIL_2016__W2.67.ST__bin.42	0.9940622278521098	0.9930706884546966	0.9931731337001098	0.9934776442892271	0.9923146625980007	0.9930174683688909	0.993514913647865	0.993942407821605	0.9946592557746056	0.9925425523279013	0.9997930807506444	0.9937021246870164	0.9945150966544521	1.0	0.9930466784365835	0.9999026458890946	0.9944864112724703	0.9930751335230225	0.9928222553717183	0.9933556862272294	0.9931772938604861	0.993459781482528	0.9936916112056517	0.9920435115284004	0.9944291940156499	0.9937081901762261	0.9934296559361829	0.9937972050416568
BritoIL_2016__W2.11.ST__bin.73	0.9934772500283636	0.9922746124558064	0.9937599965490976	0.9926088659930377	0.9930658568311974	0.9923267447493853	0.9943144137613087	0.9934619109027509	0.9930050454241681	0.9998345874398543	0.9936438878568173	0.9937002339977724	0.9929936049157447	0.9930466784365835	1.0	0.9929121541500893	0.9926054378747282	0.9923895490137905	0.999940397891131	0.9921047099092707	0.9936522293510192	0.992909650174652	0.9931978844052085	0.9926385212151602	0.9924524760784235	0.9932725138479397	0.9926810083181431	0.9937796941270658
BritoIL_2016__W1.4.ST__bin.7	0.9940134643211787	0.9930688846830323	0.9930710524956472	0.9934512902004985	0.9923060818591019	0.993010842196769	0.9934622387930288	0.9939440824586055	0.9945724260272599	0.9923920904683647	0.9997521351402322	0.9938008989492951	0.9944785405731917	0.9999026458890946	0.9929121541500893	1.0	0.9944987110983812	0.9930908165141508	0.9928470474304335	0.993266192284084	0.9928912512110741	0.9934963732716833	0.9937761283355381	0.9919371530614267	0.9943766663217845	0.9937265031719484	0.9932772497476341	0.9937709251910511
BritoIL_2016__M1.52.ST__bin.84	0.9943315770343468	0.9926613508539822	0.9929267726722982	0.9928267885466998	0.9918850424787825	0.993035219085647	0.9930283064517978	0.993548896620237	0.9943915367671095	0.9923576917942215	0.99478085760393	0.9938829854721866	0.9943920824949642	0.9944864112724703	0.9926054378747282	0.9944987110983812	1.0	0.9929951145442429	0.9924308817800432	0.9929950543939638	0.9929198764680895	0.9935443993816627	0.9937640856295712	0.9918437099901437	0.9998656753201737	0.9934049729367268	0.9930292560941574	0.9936563615196731
BritoIL_2016__M1.5.ST__bin.28	0.993149918433555	0.9937187034273052	0.9928062542653093	0.9968173679822324	0.9922604896433617	0.9932557856266001	0.9936657886923721	0.9934893012802458	0.9938651201769682	0.9919570999911997	0.9935060698198331	0.9936721419742615	0.9937888914180404	0.9930751335230225	0.9923895490137905	0.9930908165141508	0.9929951145442429	1.0	0.9921443064632782	0.9989688781015158	0.9930206847280283	0.9933954108963989	0.9928776981479218	0.9919394394939006	0.9928578209696877	0.9930921819280374	0.9991379957922687	0.9935223725675245
BritoIL_2016__W2.8.ST__bin.6	0.9932553848892283	0.992194669365722	0.9936416471827563	0.9925780930045184	0.9927454128290346	0.9916241197158477	0.9940304241749393	0.9932324707097395	0.9927462362057	0.9998650618601954	0.9934481341003447	0.9935782554521783	0.9929445246060041	0.9928222553717183	0.999940397891131	0.9928470474304335	0.9924308817800432	0.9921443064632782	1.0	0.9919482690333231	0.993595036223186	0.9927244300296286	0.9930051592213412	0.9923523509982302	0.9921661411216758	0.9932301706251443	0.9925168226787404	0.9935522524954787
BritoIL_2016__M2.39.ST__bin.7	0.9932068867629112	0.9939713822507354	0.9930741412428772	0.9967866938661776	0.9923779774190665	0.9932830476173503	0.9935922030244801	0.993893279950884	0.9937649379015606	0.9918651238894045	0.9937088008969989	0.9937129553690358	0.9934910987542567	0.9933556862272294	0.9921047099092707	0.993266192284084	0.9929950543939638	0.9989688781015158	0.9919482690333231	1.0	0.9930867222427244	0.9936495714894195	0.9932284237661796	0.9918724283231924	0.992925838264068	0.9932601429867859	0.9989345311709164	0.9938125786316641
BritoIL_2016__M2.48.ST__bin.36	0.9938331201274408	0.9927162635362582	0.9999298233960227	0.9931097332185791	0.9929488105905137	0.992956003293507	0.9943967248122426	0.9937617099468709	0.9929861581531415	0.9934391159776892	0.9933231790997129	0.9931271737429614	0.9930712270998887	0.9931772938604861	0.9936522293510192	0.9928912512110741	0.9929198764680895	0.9930206847280283	0.993595036223186	0.9930867222427244	1.0	0.9934365334919586	0.9934813675956676	0.9926697474072069	0.9929271000188086	0.9937201958785667	0.9929032642728344	0.9978519891780054
BritoIL_2016__W2.33.ST__bin.14	0.9932255546005434	0.9937738573184328	0.9932164184708413	0.9934633012724995	0.9926419856232935	0.9926455078624732	0.9931803459826948	0.9981484759042643	0.9932942674736086	0.9926547947934814	0.9939398451553147	0.9954774334612947	0.9931114621304659	0.993459781482528	0.992909650174652	0.9934963732716833	0.9935443993816627	0.9933954108963989	0.9927244300296286	0.9936495714894195	0.9934365334919586	1.0	0.9932043197149931	0.9922779279034497	0.9934104761629939	0.9940082250309362	0.9937182772105744	0.9944573530066178
BritoIL_2016__M2.37.ST__bin.49	0.9975718441815214	0.9924044487515578	0.993675429225967	0.9933093766145062	0.9926694420345613	0.9928662462050635	0.9935780809099815	0.9937560002258908	0.9940267484395222	0.992912781766251	0.9941024480593543	0.9930210208377825	0.9940578112583293	0.9936916112056517	0.9931978844052085	0.9937761283355381	0.9937640856295712	0.9928776981479218	0.9930051592213412	0.9932284237661796	0.9934813675956676	0.9932043197149931	1.0	0.9924387092276629	0.9935098373113237	0.9928371404024997	0.9932729340089481	0.9940839561678033
BritoIL_2016__M1.4.ST__bin.64	0.992511258658401	0.9913824980357681	0.9925592233100108	0.9916379205820817	0.9996988512621446	0.9914846626609757	0.992625029733161	0.9926793743118835	0.9916221970458808	0.9922566716863467	0.992477480726142	0.9924816404379722	0.991433428949343	0.9920435115284004	0.9926385212151602	0.9919371530614267	0.9918437099901437	0.9919394394939006	0.9923523509982302	0.9918724283231924	0.9926697474072069	0.9922779279034497	0.9924387092276629	1.0	0.9917129238042732	0.9918982844617348	0.9922081980128246	0.9930561470323412
BritoIL_2016__M2.58.ST__bin.20	0.994114149895897	0.9925339018093495	0.9928763617067765	0.9928120787968276	0.991817114758937	0.9930405022750796	0.9931091778105209	0.9934261999097247	0.9941808740121791	0.9921770789432193	0.9947831154530599	0.9938845905867183	0.9942639871312045	0.9944291940156499	0.9924524760784235	0.9943766663217845	0.9998656753201737	0.9928578209696877	0.9921661411216758	0.992925838264068	0.9929271000188086	0.9934104761629939	0.9935098373113237	0.9917129238042732	1.0	0.9933116878547913	0.9929953627588373	0.993616834301327
BritoIL_2016__W1.38.ST__bin.27	0.992823481385091	0.9929945641165924	0.9940443555686476	0.9936718742344613	0.9921368778840238	0.9933955589713017	0.9928360662648064	0.9940155801275988	0.9933583520813948	0.9931235450602671	0.9938523492425612	0.992920193174591	0.9936662331777345	0.9937081901762261	0.9932725138479397	0.9937265031719484	0.9934049729367268	0.9930921819280374	0.9932301706251443	0.9932601429867859	0.9937201958785667	0.9940082250309362	0.9928371404024997	0.9918982844617348	0.9933116878547913	1.0	0.9930846815816066	0.9940289437173813
BritoIL_2016__M1.27.ST__bin.64	0.9932199472007368	0.9940928967564715	0.9928079106697673	0.9967449890099686	0.9926700788018138	0.993308200235005	0.9939054383989611	0.9938794997823448	0.9938460052218516	0.9923157815625802	0.99371535418092	0.9937049133000126	0.993449894431393	0.9934296559361829	0.9926810083181431	0.9932772497476341	0.9930292560941574	0.9991379957922687	0.9925168226787404	0.9989345311709164	0.9929032642728344	0.9937182772105744	0.9932729340089481	0.9922081980128246	0.9929953627588373	0.9930846815816066	1.0	0.9936383393434205
BritoIL_2016__W1.42.ST__bin.27	0.994186262829368	0.9931968436931288	0.9978871474102634	0.9936335870378383	0.9932052431515224	0.9938013159841647	0.9946187072778738	0.9948140445722323	0.993503646043898	0.9933821352028996	0.9939494842849022	0.9938772379315445	0.9932182664259511	0.9937972050416568	0.9937796941270658	0.9937709251910511	0.9936563615196731	0.9935223725675245	0.9935522524954787	0.9938125786316641	0.9978519891780054	0.9944573530066178	0.9940839561678033	0.9930561470323412	0.993616834301327	0.9940289437173813	0.9936383393434205	1.0
