	XieH_2016__YSZC12003_36005__bin.99	ZeeviD_2015__PNP_Main_492__bin.1	QinJ_2012__CON-041__bin.12	ZeeviD_2015__PNP_Main_156__bin.4	QinJ_2012__T2D-063__bin.13	XieH_2016__YSZC12003_36157__bin.47	RaymondF_2016__P6C90__bin.56	QinJ_2012__CON-007__bin.27	ZellerG_2014__CCIS85214191ST-3-0__bin.8	ZellerG_2014__CCIS13047523ST-4-0__bin.32	WenC_2017__RA045__bin.55	XieH_2016__YSZC12003_36982__bin.36	HMP_2012__SRS019787__bin.19	ZellerG_2014__CCIS71301801ST-4-0__bin.26	NielsenHB_2014__V1_UC46_0__bin.28	RaymondF_2016__P6C7__bin.53	LiJ_2014__O2.CD3-0-PT__bin.19	ZellerG_2014__CCMD60079086ST-21-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	BackhedF_2015__SID70_12M__bin.13	HeQ_2017__SZAXPI029561-52__bin.15	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_269__bin.27	LiJ_2014__V1.FI35__bin.48	VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	ZellerG_2014__CCMD11006829ST-21-0__bin.48	FengQ_2015__SID531766__bin.48	ZeeviD_2015__PNP_Main_723__bin.45	KarlssonFH_2013__S526__bin.23	NielsenHB_2014__V1_CD14_0__bin.5	BackhedF_2015__SID587_M__bin.28	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11
WenC_2017__RA045__bin.55	0.8347374764393874	0.9181157245433424	0.6862665297486371	0.7248010458987053	0.5830792964382718	0.5439749650568322	0.8016726758177566	0.9552580137509908	0.6467719112714598	0.7490701463959628	1.0	0.8491286010711976	0.8258337451611864	0.8053005583835711	0.9472914036271755	0.7553624700557284	0.853331012955096	0.7773456313379914	0.5967259882100692	0.7070381707457921	0.8621202312102396	0.7618076086930902	0.8432391354050697	0.8371862480662423	0.7284766585924838	0.43249270691501523	0.8218660555115137	0.8207474420186976	0.742653881539715	0.750159886107665	0.6625778511778538	0.8058835337736815	0.8067240161504611
XieH_2016__YSZC12003_36982__bin.36	0.7816707568469617	0.8024832770057074	0.6426188372669183	0.6437648356682419	0.5228695770052401	0.47433956443085723	0.7571326667508075	0.8119408957261122	0.5630412243428833	0.6904553422429147	0.8083166687701879	1.0	0.775934968470553	0.7374741851192229	0.8152403389941428	0.7187414398369537	0.799507308567876	0.6849811384257246	0.5245733357640692	0.6425017879931005	0.8075489302425592	0.7154074053298555	0.81739976721031	0.8331982405212993	0.6882042939881362	0.42487577538132165	0.7760336937366484	0.6982671659023872	0.6678717506439112	0.7029811103787741	0.5727095691520939	0.7681498829039813	0.7109647683555604
HMP_2012__SRS019787__bin.19	0.8046434228257221	0.8164850602736122	0.6451436214862113	0.6621967890814524	0.5303049264419001	0.5011490872858679	0.7644051734892005	0.8427878284090667	0.586293958234144	0.7379082214404905	0.8365072919441728	0.8256469199267911	1.0	0.77990467081947	0.8473020075154745	0.7112839356781704	0.821386811370821	0.7007687574000285	0.5484109846815554	0.6704756690143157	0.84784138516797	0.7325745305116448	0.8406068406456376	0.8219898558801217	0.705272391683278	0.429630316406372	0.7943264076393861	0.7349270208705926	0.6905239643043808	0.7201736195185074	0.59870859739328	0.7898164066704562	0.7413464306668924
ZellerG_2014__CCIS71301801ST-4-0__bin.26	0.6254088836580711	0.6365805831255711	0.5096669884608775	0.5256009869844851	0.42471698621932646	0.41930615297015095	0.5990093141635241	0.6577291794598611	0.46536005772831796	0.5549356323830593	0.6540997810937844	0.6292522265144072	0.6253892601142218	1.0	0.66034820462921	0.5582843981179905	0.6309409680724941	0.5468124424754957	0.4433842412732266	0.5255167493328394	0.6514769269402699	0.5700049186492429	0.6317902048522482	0.6173310033964685	0.5441217833940467	0.33976411223965103	0.6278288016508027	0.5600613658528958	0.5396471367733884	0.5647812270011667	0.47877442512987833	0.6113056181886959	0.57526721922099
NielsenHB_2014__V1_UC46_0__bin.28	0.8288864089623499	0.9090418976760357	0.672197681415465	0.7100655087337001	0.576725359750486	0.5257511908720834	0.7830180425185511	0.9274659777499664	0.635783923222087	0.7318568261701045	0.9233248960948431	0.8347348492027891	0.815327477617961	0.7924245966082952	1.0	0.7427798623583336	0.8375547286155635	0.7584887866286139	0.5888336680851259	0.6926526719932119	0.853242976195194	0.7416441759793142	0.8326690946462113	0.8182804153640829	0.7126338217435696	0.4297276822406181	0.8114174771259324	0.8049495019693591	0.7401518166865871	0.7400595373820208	0.6457219448418645	0.7911732739223089	0.8003744012614312
RaymondF_2016__P6C7__bin.53	0.860329448975627	0.8720899980345309	0.6882638772911064	0.6853315791805699	0.5705788590508716	0.5094270941618751	0.9162619277275429	0.8848400982961768	0.6140686687184801	0.7446571619762394	0.8738143847343265	0.8734306070118394	0.8123247409386762	0.7951210922100395	0.8815621957357274	1.0	0.9294953288866016	0.7231846961532474	0.5579264641892667	0.6821134359694477	0.8495636772222581	0.7616849409848023	0.8424366363439094	0.8401603277448116	0.7174986963145751	0.42835592486681956	0.8197055886352714	0.7539419016424732	0.7144659661416706	0.7513402113390525	0.6205210878928241	0.8177953344535371	0.747219088454062
LiJ_2014__O2.CD3-0-PT__bin.19	0.8260311413610075	0.8445161712299173	0.6842134784694116	0.6799543344604371	0.5439449555831275	0.5101966551577879	0.855567271444371	0.8717708081452734	0.5969334321696285	0.7383463683607577	0.8610677491090859	0.8474891881285453	0.8182582877801077	0.7838311484962481	0.8670857299152889	0.8107803574755519	1.0	0.7311595955111408	0.5552362755629903	0.6749420261704767	0.835225295220578	0.7531547673316974	0.8352314394555018	0.8311699019697228	0.7119509333291051	0.42458367853362877	0.8169239977960034	0.7466200761885131	0.6957168736547099	0.7437980885483353	0.608255671525237	0.8198551942569241	0.7481910183177481
ZellerG_2014__CCMD60079086ST-21-0__bin.14	0.8713665618778802	0.9300181616163229	0.7015782158242178	0.7180088691025795	0.6066585395506866	0.5752007799778155	0.8163383665435707	0.9403149859856539	0.6151016491911767	0.7671832408040682	0.9288671592068223	0.8598248523576538	0.8266793158013572	0.8044366167100953	0.929860203903926	0.7470073702646132	0.8658284189629993	1.0	0.5888442893710185	0.717930007599808	0.8737845118825038	0.7734287901753588	0.8545817359576063	0.8439842521089584	0.7557966725139968	0.4288793639632036	0.8367139726153432	0.8209731227793797	0.7688390976554195	0.773717479605148	0.6465777158986198	0.8110713100444675	0.8211554900045392
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	0.5442382435725144	0.5864457169581809	0.4533241549810985	0.5235771910776378	0.409698100332058	0.3689512358209098	0.5250981523984918	0.6083815405967802	0.4563427732128356	0.4915704762206382	0.6051191223838062	0.5588098736602205	0.5490285945110347	0.5535542312542414	0.6126149758918866	0.48907909536662514	0.5579868495405546	0.4997202474888503	1.0	0.48831084656954105	0.5676557894826999	0.5016176646630849	0.5502467976852545	0.545514010631193	0.47589138870182285	0.3141000245194262	0.5481069748107213	0.5207460040406261	0.5035250409868801	0.5050908184807557	0.4666046809198031	0.5390483315536334	0.5372845661664982
BackhedF_2015__SID70_12M__bin.13	0.6898508178121661	0.7171234983289908	0.5680071428057114	0.6132545128563303	0.4801057842942622	0.47381262684291897	0.6582453426211751	0.744903499090177	0.5230704189712262	0.6353433103571712	0.7405351138230366	0.7069180500881022	0.6932800640219222	0.6776467417635036	0.7442988704615565	0.6175833987370484	0.7005666721869802	0.6292822118010588	0.5043514128745369	1.0	0.7271981048523557	0.6600452391410118	0.6994755016370644	0.6942356611569822	0.6257225353257208	0.3877132221110159	0.6919967454151396	0.6318605753949682	0.6166572204158339	0.6457968641190248	0.5559688818896341	0.6667074689842383	0.6491971029668772
HeQ_2017__SZAXPI029561-52__bin.15	0.6868695662458081	0.7080382110530576	0.5689124212861243	0.5630813197123724	0.45690908087423654	0.4299955715231858	0.6459910786560558	0.7244396728446327	0.49550598304300747	0.6254594380433753	0.7209680164103319	0.7094290090199005	0.6999800587134551	0.6707507976514617	0.7320654902074156	0.6141582805945985	0.6922006573068553	0.6115233697423336	0.4681309002554587	0.5806281735227022	1.0	0.634446157869285	0.7021146305309968	0.6887286723505356	0.6408896244861916	0.3677999471736593	0.6887615245524216	0.6260762381337847	0.5944463024189734	0.6355514702017389	0.5127668584359198	0.6653871829105474	0.6345670539722255
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	0.7637850085722607	0.7724251601179895	0.6342115062237117	0.6466210514354268	0.5332728524794976	0.5087396075699178	0.7367426982615998	0.8088788460037825	0.5495701864577945	0.7136895990939048	0.8027802564164659	0.7919481396341881	0.7621247863661832	0.7395098732613565	0.8018183997163485	0.6938457936932255	0.7865309428286203	0.682075209452731	0.521264650100046	0.6640828798821679	0.7994622958176103	1.0	0.784948960741468	0.7784519261040705	0.6974789915966386	0.4201804862933868	0.7580519535088106	0.6882789471363806	0.6818073715853	0.7085234744159986	0.5780657345329323	0.752698921880139	0.7139888985964592
VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	0.865447571866177	0.8579801878737515	0.6824256820897415	0.6858334281799204	0.5585440049409972	0.5226010238536107	0.8046419347561545	0.8841178675876372	0.6062090043474412	0.7561475886326059	0.8756553083289172	0.8916796902249271	0.8617836380050479	0.8077357692384574	0.8871231785885767	0.7562334604889515	0.8595466863458037	0.7426712144075434	0.5634741917337018	0.6935090667218204	0.8718510423130003	0.7735216476626742	1.0	0.8744614651574434	0.7487995277659815	0.4468895826627781	0.8253305250584684	0.7745168229289686	0.7203528945750608	0.7505738728451977	0.615261244215888	0.8310209123466595	0.7642546261677859
ZeeviD_2015__PNP_Main_269__bin.27	0.856677847199202	0.8748590012174233	0.6961255539444076	0.7040017517124018	0.5735879810359917	0.5301791453432141	0.8265097235363681	0.89778724545954	0.6211638516595187	0.7772747226262922	0.8947964862463074	0.935497137617121	0.867344314565896	0.8123333233263473	0.8972911648740515	0.7762481318251756	0.8803841171077683	0.7549133076608657	0.5749660059886563	0.7084452733681142	0.8802421998518266	0.789555393810938	0.9000371378144617	1.0	0.7641202946084669	0.45651338273425424	0.8456817791049513	0.7676835513911565	0.7306658207614448	0.7685535293624912	0.6334010659329515	0.8471723301658773	0.7863840889762412
LiJ_2014__V1.FI35__bin.48	0.8136329353477075	0.8145101817907472	0.6700583690602067	0.6713434263497009	0.5422667622152376	0.5218345325615438	0.7684633528712489	0.8475025323920757	0.5818309846071795	0.7492821962698448	0.8402636633059277	0.8338909391453327	0.803118665479786	0.7726984685116784	0.843325869639638	0.7154137320333834	0.8138234736376343	0.7295674871443295	0.5413047817407678	0.6890947528111194	0.8839649001735689	0.7634484122677659	0.831731354151775	0.8246306876302587	1.0	0.4296774374797652	0.829944916082723	0.7209511236434908	0.7066788768254916	0.7462340367541791	0.5982492227238547	0.7758537916553292	0.7645723842729106
VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	0.5739128691004424	0.5841903954673857	0.4666985739323878	0.49623997828879907	0.49484158443638443	0.3889767527048761	0.587673011132338	0.5965382399221392	0.42253873992147073	0.5022188473010063	0.5887355765567159	0.6075687064589486	0.5773767682128766	0.5694203617374843	0.600155614765221	0.5040602886894536	0.5727762396039577	0.4885816997570859	0.4216416822972162	0.5039057434415195	0.5986941193928885	0.5427826968145765	0.585813387950016	0.5814238216259069	0.5070888942661841	1.0	0.6044788710175522	0.5301428741405426	0.560209411484744	0.5227124027909054	0.44887292931426565	0.5973903778203504	0.5713938885108442
ZellerG_2014__CCMD11006829ST-21-0__bin.48	0.8418598523885713	0.8523852415210004	0.7221784256889838	0.6931456251841813	0.5858207868058759	0.5296983505679861	0.8144445175157459	0.8804738266922619	0.6049154972021091	0.7458562328617738	0.8707971283533484	0.8637507887538273	0.8308791088039079	0.8189760019046637	0.8820421773101954	0.7507754345013826	0.8577837307764666	0.7419139205269125	0.572684393579419	0.7000308841867968	0.8726431036693078	0.7621905129771857	0.8420956460788737	0.8383410529926028	0.7623690751892592	0.47049561211459284	1.0	0.7420196426757859	0.738247567974347	0.7938740674390766	0.6291627055546584	0.8115038601071207	0.8030710619332003
FengQ_2015__SID531766__bin.48	0.8913182245245762	0.9700417081455611	0.705881571247724	0.7386120909326165	0.6024623892309522	0.5471828933656305	0.8067360170469514	0.9812793606460684	0.6757020327183967	0.7567498886772527	0.9741677604660867	0.8706383048168361	0.861174822175025	0.8184154634873047	0.9802162575507131	0.7735676667451561	0.8782215404270597	0.8154807394161793	0.6095147727034292	0.7160488934169206	0.8885937897060846	0.7752420541203405	0.8852636658872131	0.8525193911403413	0.7418739057148784	0.46224864955599126	0.8312347149787962	1.0	0.7651609925093197	0.763693630473757	0.662884413183411	0.8446699134829915	0.8298986088736469
ZeeviD_2015__PNP_Main_723__bin.45	0.8783163050724856	0.9408091446166227	0.6918643992492972	0.7591131542971845	0.693287130348876	0.5871399086307112	0.8395291608707015	0.9589624446414081	0.6628341951672571	0.7875825028036538	0.9437307354097054	0.8915519475316739	0.8662899840479396	0.8442780875199276	0.9649648722699475	0.7848368813834139	0.8761417729076555	0.8176315820345504	0.6309817418671574	0.7481740993550535	0.9032877318895691	0.8221895631940962	0.8815044707452789	0.8687168637814845	0.77854516509796	0.5229625055442833	0.8854167316671738	0.819200579875244	1.0	0.7968339989801264	0.693391214360898	0.8710339186582198	0.8893055300060229
KarlssonFH_2013__S526__bin.23	0.7058094201627495	0.721424605070487	0.6160762792266252	0.5995055688913482	0.48144662285721485	0.4662496983698891	0.6809859161754175	0.7475428169393532	0.5206691003815319	0.6458280073612284	0.7402234534006917	0.7286929943317766	0.7015669260281832	0.6861250148998006	0.7492119822500977	0.6408875726456134	0.7273513823623186	0.6389280671542495	0.4914875864067302	0.6084181208710593	0.7499141868391394	0.663455610223153	0.7132142576798176	0.709546629350136	0.6383871195947642	0.37890498336552336	0.7393408037461248	0.6348979981451566	0.6187500060568295	1.0	0.5387940416302853	0.6780922052964794	0.6472252452531416
NielsenHB_2014__V1_CD14_0__bin.5	0.47019010945118633	0.5067769581083049	0.3865512535698494	0.43797690666282907	0.3502178862621069	0.3197689074220244	0.45053625196920205	0.5340483671758509	0.3964182960465494	0.4241292392765605	0.5265147890914988	0.47807940428136864	0.4696907948965964	0.46840184847840177	0.5264392441573251	0.4262519894930108	0.4790049858095709	0.4299866251127906	0.36564263219153825	0.4218143489486065	0.48724281749514536	0.43591268816190587	0.4708155403421655	0.47092339478331013	0.4121505285882166	0.2620327549723473	0.4718681747142053	0.44379995389261656	0.4336010756100215	0.4338977923866003	1.0	0.4567762010981174	0.4602390934732767
BackhedF_2015__SID587_M__bin.28	0.8193449027579174	0.8418027144778398	0.6633859233497019	0.6847698534909679	0.5683537205890683	0.513316868552894	0.834235428953574	0.868573950538699	0.6039324701150338	0.7464032863303087	0.863917305222623	0.8650431963600889	0.8358896277147357	0.806811862474935	0.8701628741450796	0.7578455998334009	0.8709981855612621	0.72764489136635	0.569851469543771	0.6823896265566283	0.8529550799546949	0.7657196785851379	0.857885670355836	0.8497075357218284	0.7210739994950651	0.47045341175336014	0.8210593231134902	0.7628913692979784	0.7348070498009422	0.7366812890032209	0.6162113584244009	1.0	0.7863167272637688
VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11	0.8475183089991802	0.9051352746050905	0.6785694058693945	0.7297603679918734	0.6822599748140556	0.5468165909531421	0.800494918924139	0.9397947171793547	0.6472844105051697	0.7535157543023355	0.9267335418698838	0.8579656697662842	0.8407637735774127	0.8136048324881984	0.9433049997100524	0.7420173621006368	0.8517704960719449	0.7894340428133977	0.6086509950614158	0.7120388227274604	0.8716843602325626	0.7783411258130657	0.8454453536987033	0.8452057239469773	0.761462571840977	0.4821964345710368	0.8706987644175541	0.803212979177709	0.8039318684328869	0.7534880005740284	0.6653340364277838	0.8426117657305537	1.0
