	XieH_2016__YSZC12003_36005__bin.99	ZeeviD_2015__PNP_Main_492__bin.1	QinJ_2012__CON-041__bin.12	ZeeviD_2015__PNP_Main_156__bin.4	QinJ_2012__T2D-063__bin.13	XieH_2016__YSZC12003_36157__bin.47	RaymondF_2016__P6C90__bin.56	QinJ_2012__CON-007__bin.27	ZellerG_2014__CCIS85214191ST-3-0__bin.8	ZellerG_2014__CCIS13047523ST-4-0__bin.32	WenC_2017__RA045__bin.55	XieH_2016__YSZC12003_36982__bin.36	HMP_2012__SRS019787__bin.19	ZellerG_2014__CCIS71301801ST-4-0__bin.26	NielsenHB_2014__V1_UC46_0__bin.28	RaymondF_2016__P6C7__bin.53	LiJ_2014__O2.CD3-0-PT__bin.19	ZellerG_2014__CCMD60079086ST-21-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	BackhedF_2015__SID70_12M__bin.13	HeQ_2017__SZAXPI029561-52__bin.15	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_269__bin.27	LiJ_2014__V1.FI35__bin.48	VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	ZellerG_2014__CCMD11006829ST-21-0__bin.48	FengQ_2015__SID531766__bin.48	ZeeviD_2015__PNP_Main_723__bin.45	KarlssonFH_2013__S526__bin.23	NielsenHB_2014__V1_CD14_0__bin.5	BackhedF_2015__SID587_M__bin.28	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11
WenC_2017__RA045__bin.55	0.9940221864665221	0.9997431258905575	0.9941345552488248	0.9994325794720524	0.9995272620628142	0.9987972355532121	0.9941191930258462	0.9993646265053903	0.9994515272401561	0.9910940523582089	1.0	0.9935135776144886	0.9939245251082592	0.9938269495129021	0.9995382389161795	0.99427553496381	0.9941964962032361	0.9996663201043526	0.9987724131582582	0.995541438267132	0.9932493654661516	0.9938614887408095	0.9925339766140279	0.9936569616407972	0.9940639178838847	0.989253717663772	0.9944930256082628	0.9995863889675656	0.9996811336623702	0.9939234968013062	0.9988073291812913	0.9937890199697469	0.9995502533475461
XieH_2016__YSZC12003_36982__bin.36	0.9938458049272073	0.9933910814202659	0.9934783469614231	0.9924895237013555	0.9937173027897592	0.9931586649472307	0.9939837306172364	0.9934302863866209	0.9932532835570309	0.9901637251870898	0.9935135776144886	1.0	0.9931674558471754	0.9932634766353445	0.9935375197565951	0.993791573820783	0.9938739188533657	0.9942644004720274	0.9925612127353057	0.9922656566741631	0.9934318090437928	0.9941178503326913	0.9932070823192841	0.9984702830010058	0.9941052737340721	0.9886666916120117	0.9938830070011121	0.9934214464039413	0.9934677298455992	0.9934450582683507	0.9930746283367663	0.9940303014465486	0.9934904127685524
HMP_2012__SRS019787__bin.19	0.9934081778779963	0.993735557214558	0.9936220108346757	0.9940945275816206	0.9941022940371742	0.9934587342167559	0.9934703410177238	0.9939324443293144	0.9935728829743438	0.9904695751193606	0.9939245251082592	0.9931674558471754	1.0	0.9932045319336325	0.9936730510145845	0.9936158959466082	0.9935510048683331	0.994106505141461	0.9935669099756691	0.9932132744779096	0.9925482987537564	0.9934187380208244	0.9927061819941871	0.9932981994696262	0.9939850235470443	0.9888620945783193	0.9938978213688776	0.9939759165825766	0.9938991806963937	0.9935441901828872	0.9937492879280482	0.9932037498967953	0.9937425175172439
ZellerG_2014__CCIS71301801ST-4-0__bin.26	0.99328728966085	0.9935695593937995	0.9933417205742793	0.9941082963033595	0.9937495847117171	0.9934264289985538	0.9933939173133711	0.9934618000147478	0.9930906092343561	0.9902777955714988	0.9938269495129021	0.9932634766353445	0.9932045319336325	1.0	0.993703658533072	0.9935965799967518	0.9934038937599614	0.9935811954711801	0.9929045682290432	0.992798289721905	0.9924699113631132	0.9930929509407446	0.9924837827399682	0.9933214133979902	0.9935412658664451	0.9903243147222757	0.9937005165945064	0.9934621101236262	0.9937498751385228	0.9932351313034332	0.9931566669214963	0.99318600081909	0.9934931035052819
NielsenHB_2014__V1_UC46_0__bin.28	0.9938160516384938	0.9993673150669938	0.9941158383104172	0.9995666321876936	0.9994711325990681	0.9988248229687278	0.9942678928094254	0.9991595309295712	0.9993424731076015	0.9908411639847663	0.9995382389161795	0.9935375197565951	0.9936730510145845	0.993703658533072	1.0	0.9943283634112037	0.9944734011973843	0.9995970622126356	0.9986288346685663	0.9952924683344768	0.9925691846436794	0.9938273980404683	0.9924762033202738	0.9936652446324991	0.993866634341294	0.9888078851413948	0.9944891066819875	0.9994309301582057	0.9995162732303899	0.9937491130758836	0.9984482052229351	0.993927502343809	0.9993521835954718
RaymondF_2016__P6C7__bin.53	0.9938204754005417	0.9942302830225825	0.9941611426174557	0.9945572174738841	0.9943733818869545	0.9935793489739944	0.9997597574666091	0.99414947594959	0.9940328756441427	0.9907450150989815	0.99427553496381	0.993791573820783	0.9936158959466082	0.9935965799967518	0.9943283634112037	1.0	0.9995569953681215	0.9943697500520191	0.9941591641928342	0.9932072832375297	0.9928407133741454	0.993564966099811	0.9924090783771558	0.9938955600480937	0.9940345980719947	0.9892017229808261	0.9944287367034362	0.994357960678639	0.9945036454702676	0.9936898127348702	0.9941097563417223	0.9953489053832175	0.994437680796542
LiJ_2014__O2.CD3-0-PT__bin.19	0.9936712376778802	0.9941312053800473	0.9941748283004218	0.994430469569331	0.9942786775310929	0.9935952390234564	0.9996021656269249	0.9940722901260056	0.9940704111038607	0.9907076232275113	0.9941964962032361	0.9938739188533657	0.9935510048683331	0.9934038937599614	0.9944734011973843	0.9995569953681215	1.0	0.9942653537290563	0.9941547613090694	0.9934920350584628	0.9926166693440908	0.993788482002917	0.9926889757027874	0.9938057295934836	0.9938796679636864	0.9887298278780986	0.9944202629837394	0.9941640418094558	0.9946664445060298	0.993865843058593	0.9939463759873454	0.9949567619366496	0.9945526169358918
ZellerG_2014__CCMD60079086ST-21-0__bin.14	0.9937059850554952	0.9997050687802815	0.9942103556372284	0.9993717936320847	0.9995792466504089	0.9987049176453137	0.9944765266679572	0.9994987958876814	0.9993597472851226	0.9909219943297707	0.9996663201043526	0.9942644004720274	0.994106505141461	0.9935811954711801	0.9995970622126356	0.9943697500520191	0.9942653537290563	1.0	0.9988943421933273	0.9953840226330953	0.9938413420802115	0.9942537613800869	0.9931993831954307	0.9943236932714972	0.9939851694267823	0.9889570937304825	0.9943797643623673	0.9996270545223426	0.9996081813205022	0.9935615688167989	0.9989129130196253	0.9942912123340427	0.99939927089826
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	0.9933661746528031	0.998892628379112	0.9935296017880685	0.9975443010593545	0.998751616925569	0.9980183200332328	0.9937575862666898	0.9989648574839333	0.9981444950011589	0.9905267310900862	0.9987724131582582	0.9925612127353057	0.9935669099756691	0.9929045682290432	0.9986288346685663	0.9941591641928342	0.9941547613090694	0.9988943421933273	1.0	0.9937156298171963	0.9924806191021945	0.9925272047031987	0.9916006172469479	0.9929854012084384	0.9933292090425077	0.9915386013195431	0.9939638510132068	0.9988584082359656	0.9987807373891661	0.9932153998907226	0.9978467811188049	0.9932225323000451	0.9986712481271041
BackhedF_2015__SID70_12M__bin.13	0.9929591937052343	0.9953073078080573	0.9931682986322569	0.993636375757495	0.9957362435934852	0.9946929554252308	0.9932056706327157	0.9952779414804488	0.9957172424461376	0.9902393274206891	0.995541438267132	0.9922656566741631	0.9932132744779096	0.992798289721905	0.9952924683344768	0.9932072832375297	0.9934920350584628	0.9953840226330953	0.9937156298171963	1.0	0.9924585515140455	0.9924740928635506	0.9918688016131121	0.9924791265763703	0.9933871821661967	0.9890754088587014	0.9932409527982868	0.9953085814040683	0.995719772491873	0.9924806229735733	0.9949718901525332	0.9929644635242578	0.9956462326613638
HeQ_2017__SZAXPI029561-52__bin.15	0.9925369379086146	0.9927445025264	0.9929684471753376	0.9932992223910577	0.9931015671245866	0.9927030716723549	0.9934281904258616	0.9927527162682567	0.9929162917061924	0.9903516764014271	0.9932493654661516	0.9934318090437928	0.9925482987537564	0.9924699113631132	0.9925691846436794	0.9928407133741454	0.9926166693440908	0.9938413420802115	0.9924806191021945	0.9924585515140455	1.0	0.9934816086038034	0.9927072531489612	0.9934159914004399	0.9974685265914639	0.9862287673676491	0.992945340896255	0.9928971448429145	0.9932177433188103	0.9928183305518092	0.992669281002521	0.9936044010276521	0.9931633243833289
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	0.993219837157661	0.9936556583049981	0.9932895783585984	0.9929606138286258	0.9937652238814606	0.9932954906415719	0.9941983396374822	0.9936178846698543	0.993507897913472	0.9905197762964818	0.9938614887408095	0.9941178503326913	0.9934187380208244	0.9930929509407446	0.9938273980404683	0.993564966099811	0.993788482002917	0.9942537613800869	0.9925272047031987	0.9924740928635506	0.9934816086038034	1.0	0.993345494188407	0.9941935850547928	0.9938321196945701	0.9888566632535855	0.9936973473182455	0.9936958460897123	0.994039090385653	0.9932519559926322	0.9932311010156727	0.9943614116131241	0.9936457595188303
VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	0.9925201744294575	0.9923893023208629	0.9924912689346127	0.9928799982046446	0.9923999363611093	0.9923232529794307	0.9929477190333809	0.9922792880444113	0.9921023256062372	0.9897654842672321	0.9925339766140279	0.9932070823192841	0.9927061819941871	0.9924837827399682	0.9924762033202738	0.9924090783771558	0.9926889757027874	0.9931993831954307	0.9916006172469479	0.9918688016131121	0.9927072531489612	0.993345494188407	1.0	0.9931057711195698	0.9933675468446939	0.986482908788338	0.9927943277167627	0.9923750066642901	0.9925182596115014	0.9921928062729339	0.9920149781645171	0.992937441067151	0.9924134933501858
ZeeviD_2015__PNP_Main_269__bin.27	0.9938929118661497	0.9936881813759622	0.993627790444952	0.9939369060021844	0.9936645652807994	0.9930709024303158	0.9941561904684947	0.9933658921841336	0.9934343259683404	0.990131903555804	0.9936569616407972	0.9984702830010058	0.9932981994696262	0.9933214133979902	0.9936652446324991	0.9938955600480937	0.9938057295934836	0.9943236932714972	0.9929854012084384	0.9924791265763703	0.9934159914004399	0.9941935850547928	0.9931057711195698	1.0	0.9939520649191091	0.988768786137681	0.9940060110152595	0.9933125185393643	0.9936136421966673	0.9934620959230909	0.9931195023579603	0.99410905672481	0.9933185008790748
LiJ_2014__V1.FI35__bin.48	0.9937795074910736	0.9939084267960658	0.9938818106694958	0.9937834517605448	0.9940422990537452	0.9933702829791978	0.9939431874558428	0.9938597071544468	0.9941114170070576	0.9911966295855945	0.9940639178838847	0.9941052737340721	0.9939850235470443	0.9935412658664451	0.993866634341294	0.9940345980719947	0.9938796679636864	0.9939851694267823	0.9933292090425077	0.9933871821661967	0.9974685265914639	0.9938321196945701	0.9933675468446939	0.9939520649191091	1.0	0.9888997983630227	0.9941327167529662	0.9939782971306482	0.9942971664025639	0.9936088993949179	0.9935695044755722	0.9941661753131816	0.9940882192399021
VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	0.9894205185978718	0.9881711185154062	0.9892811416218962	0.9897971863465437	0.9933098071839735	0.9911910030905414	0.9897031070796711	0.9883916732639011	0.9904719463942002	0.9846187153466346	0.989253717663772	0.9886666916120117	0.9888620945783193	0.9903243147222757	0.9888078851413948	0.9892017229808261	0.9887298278780986	0.9889570937304825	0.9915386013195431	0.9890754088587014	0.9862287673676491	0.9888566632535855	0.986482908788338	0.988768786137681	0.9888997983630227	1.0	0.9902189362200706	0.9881486177291297	0.9914023004169671	0.9893386382889999	0.9907194574488364	0.9893551823908617	0.9902110241124078
ZellerG_2014__CCMD11006829ST-21-0__bin.48	0.9940682891346578	0.994475905444284	0.9995598609298803	0.9945955082217078	0.9944966814745516	0.9940743587520378	0.9943286770605773	0.99431293254369	0.9944635849502024	0.9910405043864198	0.9944930256082628	0.9938830070011121	0.9938978213688776	0.9937005165945064	0.9944891066819875	0.9944287367034362	0.9944202629837394	0.9943797643623673	0.9939638510132068	0.9932409527982868	0.992945340896255	0.9936973473182455	0.9927943277167627	0.9940060110152595	0.9941327167529662	0.9902189362200706	1.0	0.994539771800118	0.9947125362188185	0.9987178950124361	0.9940076583605743	0.9939483402735011	0.9944781495693158
FengQ_2015__SID531766__bin.48	0.9937988268303677	0.9996653229933434	0.9938476981140993	0.9994299609016902	0.9995953900772317	0.9987965322425524	0.9942414648435424	0.9990607616257156	0.999444812079234	0.9910253728996488	0.9995863889675656	0.9934214464039413	0.9939759165825766	0.9934621101236262	0.9994309301582057	0.994357960678639	0.9941640418094558	0.9996270545223426	0.9988584082359656	0.9953085814040683	0.9928971448429145	0.9936958460897123	0.9923750066642901	0.9933125185393643	0.9939782971306482	0.9881486177291297	0.994539771800118	1.0	0.9995745296451114	0.9936077563509916	0.998849155801681	0.9937468903135771	0.9994895447935674
ZeeviD_2015__PNP_Main_723__bin.45	0.9939861441212511	0.9997223021601815	0.9943093586729012	0.9995881741224789	0.9995954935680238	0.998887438028812	0.9945345238081158	0.9992348323458371	0.9995851945313432	0.99098633377449	0.9996811336623702	0.9934677298455992	0.9938991806963937	0.9937498751385228	0.9995162732303899	0.9945036454702676	0.9946664445060298	0.9996081813205022	0.9987807373891661	0.995719772491873	0.9932177433188103	0.994039090385653	0.9925182596115014	0.9936136421966673	0.9942971664025639	0.9914023004169671	0.9947125362188185	0.9995745296451114	1.0	0.99399354238085	0.9990455441585073	0.994105488174513	0.99949168332769
KarlssonFH_2013__S526__bin.23	0.9933437006700216	0.9936340300031073	0.9988464300135594	0.9937610580659505	0.9940903018840439	0.9933681827210189	0.99369424735825	0.9936661182541003	0.9939211278361287	0.9903318525484173	0.9939234968013062	0.9934450582683507	0.9935441901828872	0.9932351313034332	0.9937491130758836	0.9936898127348702	0.993865843058593	0.9935615688167989	0.9932153998907226	0.9924806229735733	0.9928183305518092	0.9932519559926322	0.9921928062729339	0.9934620959230909	0.9936088993949179	0.9893386382889999	0.9987178950124361	0.9936077563509916	0.99399354238085	1.0	0.9930945024308566	0.9932677626532164	0.9940526565683778
NielsenHB_2014__V1_CD14_0__bin.5	0.993549395705226	0.998640514512969	0.9937144267248211	0.9986593304125931	0.9990533844844107	0.9979006332196785	0.9940227525918223	0.9983339373175282	0.9985401884584068	0.9909963267580649	0.9988073291812913	0.9930746283367663	0.9937492879280482	0.9931566669214963	0.9984482052229351	0.9941097563417223	0.9939463759873454	0.9989129130196253	0.9978467811188049	0.9949718901525332	0.992669281002521	0.9932311010156727	0.9920149781645171	0.9931195023579603	0.9935695044755722	0.9907194574488364	0.9940076583605743	0.998849155801681	0.9990455441585073	0.9930945024308566	1.0	0.9935514316948796	0.9987098898173422
BackhedF_2015__SID587_M__bin.28	0.9934693337745152	0.993912212245933	0.9936667818925472	0.9940638469634071	0.9940098326244269	0.9935536170171143	0.9955663150509583	0.9936485492016424	0.9940650391851594	0.9907378707583744	0.9937890199697469	0.9940303014465486	0.9932037498967953	0.99318600081909	0.993927502343809	0.9953489053832175	0.9949567619366496	0.9942912123340427	0.9932225323000451	0.9929644635242578	0.9936044010276521	0.9943614116131241	0.992937441067151	0.99410905672481	0.9941661753131816	0.9893551823908617	0.9939483402735011	0.9937468903135771	0.994105488174513	0.9932677626532164	0.9935514316948796	1.0	0.9938680317393233
VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11	0.9939780127071447	0.9993913581830933	0.9943157565495928	0.9996692681150663	0.9994390753899864	0.9987100932524278	0.9942842841355953	0.9993020509481214	0.9994449964672092	0.9907698104474911	0.9995502533475461	0.9934904127685524	0.9937425175172439	0.9934931035052819	0.9993521835954718	0.994437680796542	0.9945526169358918	0.99939927089826	0.9986712481271041	0.9956462326613638	0.9931633243833289	0.9936457595188303	0.9924134933501858	0.9933185008790748	0.9940882192399021	0.9902110241124078	0.9944781495693158	0.9994895447935674	0.99949168332769	0.9940526565683778	0.9987098898173422	0.9938680317393233	1.0
