	XieH_2016__YSZC12003_36005__bin.99	ZeeviD_2015__PNP_Main_492__bin.1	QinJ_2012__CON-041__bin.12	ZeeviD_2015__PNP_Main_156__bin.4	QinJ_2012__T2D-063__bin.13	XieH_2016__YSZC12003_36157__bin.47	RaymondF_2016__P6C90__bin.56	QinJ_2012__CON-007__bin.27	ZellerG_2014__CCIS85214191ST-3-0__bin.8	ZellerG_2014__CCIS13047523ST-4-0__bin.32	WenC_2017__RA045__bin.55	XieH_2016__YSZC12003_36982__bin.36	HMP_2012__SRS019787__bin.19	ZellerG_2014__CCIS71301801ST-4-0__bin.26	NielsenHB_2014__V1_UC46_0__bin.28	RaymondF_2016__P6C7__bin.53	LiJ_2014__O2.CD3-0-PT__bin.19	ZellerG_2014__CCMD60079086ST-21-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	BackhedF_2015__SID70_12M__bin.13	HeQ_2017__SZAXPI029561-52__bin.15	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_269__bin.27	LiJ_2014__V1.FI35__bin.48	VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	ZellerG_2014__CCMD11006829ST-21-0__bin.48	FengQ_2015__SID531766__bin.48	ZeeviD_2015__PNP_Main_723__bin.45	KarlssonFH_2013__S526__bin.23	NielsenHB_2014__V1_CD14_0__bin.5	BackhedF_2015__SID587_M__bin.28	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11
NielsenHB_2014__V1_UC46_0__bin.28	0.8340440945744172	0.9096173988991194	0.67617641275882	0.7103733616833736	0.5770305323884086	0.5263697685340207	0.7875322618595658	0.9282461399203144	0.636202243306065	0.7386217415785084	0.9237514485649132	0.8401643950067323	0.8205188585777539	0.7974455863210673	1.0	0.7470166694331313	0.8422092814218212	0.7587945336190546	0.5896421649796976	0.6959287787561553	0.85963073345008	0.7462504831740558	0.8389814202703937	0.8234970678346699	0.71703163897426	0.4345916822651238	0.8159138915388876	0.805407835278761	0.7405100212070095	0.7447146645407966	0.646725530141733	0.7960070247141974	0.8008932330360676
RaymondF_2016__P6C7__bin.53	0.8656789332388091	0.8771509105348008	0.6923061541904824	0.6890821032109857	0.5738074544675794	0.5127190844776794	0.9164821057104262	0.8900473416746478	0.6177548889623573	0.7516133320154466	0.8788453039490023	0.8788871127713455	0.8175440270757569	0.8002453996094057	0.886590615509937	1.0	0.9299072821197982	0.7272794613024129	0.5612043667497163	0.6867785279886207	0.8556898058048369	0.766618154799437	0.848880421087552	0.8453205361981465	0.7218045505722015	0.43303192353529946	0.824297969659065	0.7582198076112506	0.7184146276344955	0.7561114159671074	0.6241977648185577	0.821616751704448	0.7513986073572166
LiJ_2014__O2.CD3-0-PT__bin.19	0.8312921920648197	0.84950172236779	0.6882224926566483	0.683762570906453	0.5470749477740031	0.5134854064510502	0.8559077809798271	0.8769692272930879	0.600494115408552	0.7452717139244219	0.8660941296790331	0.8527129770205614	0.8235694833689434	0.7890357118789864	0.8719043957045852	0.8111396961180327	1.0	0.7353767208812815	0.5585008463188105	0.6793632987009898	0.8414379095330777	0.7578622422889851	0.8413828096198899	0.8363504830161455	0.7163351422489486	0.4294233536423421	0.8215077952503081	0.7510028977004706	0.6994474152591084	0.7483888230420702	0.6119602487820541	0.8240108772778264	0.752289024810817
ZellerG_2014__CCMD60079086ST-21-0__bin.14	0.8768856935376285	0.9302925339280492	0.7056637580228671	0.7184602103818352	0.6069139006072806	0.5759466783581974	0.8208724335392338	0.9407865120543093	0.6154957219981815	0.7742115375317382	0.9291772069602787	0.864784912292396	0.8315802296090207	0.8096334958600058	0.9302350307489449	0.7512370224713035	0.8708222766846436	1.0	0.5894960703031521	0.721259324316522	0.8791991989924505	0.77789878220002	0.8604332125218923	0.8488023143973409	0.7603701702610457	0.43366832260175364	0.841443081006254	0.8212794152231804	0.7691404612552968	0.7787312874093386	0.647281367045374	0.8157281287245044	0.8216490785174225
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	0.5478727356130624	0.5870958502414795	0.45627644527676375	0.5248661042137361	0.4102101998024503	0.3696838308625679	0.5283966227328742	0.6090119547639492	0.4571910935723848	0.4962717923620892	0.6058628716729718	0.5629978952333319	0.5525834133551001	0.5575100054596058	0.6134561256637524	0.49195250919777256	0.5612675925887196	0.5002733786554312	1.0	0.49139897966520923	0.5719565486288343	0.5053943733593546	0.5549076796794906	0.5493676039620684	0.47908727979573384	0.31678043003209433	0.551435521776776	0.5213411628183516	0.5041397196977438	0.5085410662544375	0.46761155094035284	0.5427266438522469	0.5379994339219389
BackhedF_2015__SID70_12M__bin.13	0.6947423642234307	0.7205046046615448	0.5719142904459831	0.6171820273677259	0.4821616039219599	0.47634058757394565	0.6627482726733164	0.7484376655451173	0.5253202381895292	0.6416058146388429	0.7438516222007124	0.7124282144940118	0.6980173159549748	0.6825623581133694	0.7478192532764433	0.6218071586466112	0.7051558014209492	0.6322004346989766	0.507540988328137	1.0	0.7327239044320575	0.6650503462882406	0.705209701625338	0.6994964856861012	0.629887869059534	0.39199561392229937	0.6967058128901722	0.6348388702764032	0.6193079995515174	0.6506896448861152	0.5587784814748906	0.6714313487291792	0.6520359156400084
HeQ_2017__SZAXPI029561-52__bin.15	0.6920342609043029	0.7132129256331277	0.5729410868034019	0.5668798555554387	0.460082932098441	0.43315628186663585	0.650264493077384	0.7297282203042377	0.4990410442269483	0.6315528644491868	0.7258680865826351	0.7141194821441712	0.7052352611881458	0.6758399322456188	0.7375460587870442	0.618586921669838	0.6973494186474354	0.6153128712298813	0.47167762397106905	0.5850402242359892	1.0	0.6386088603702574	0.7072725904881049	0.693293321541583	0.6425161370015664	0.37293573189449447	0.6936550242843477	0.6305549788169003	0.598505520484005	0.6401488073336628	0.5165535674863072	0.6696701244704225	0.6389352469959947
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	0.7689989466561767	0.777356978408004	0.6384960841648416	0.6512051358635526	0.5366185489935278	0.5121734794560697	0.7410419720980833	0.8140743624723961	0.5531613665195628	0.7205202926511622	0.8077385687150054	0.7966340604075813	0.7671737578501436	0.7446532296506868	0.806798445381256	0.6983396329048135	0.7914470303010733	0.6860172281430121	0.5251892820972326	0.6691186043618659	0.8047076955366496	1.0	0.7902074004803281	0.782998339363825	0.7018076572238294	0.42491546237943933	0.7628599951027482	0.6926454909163843	0.6858959352602343	0.7133371045898593	0.5820052694099143	0.7569671480503825	0.7185547683937241
VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	0.8719697535253355	0.864560093369836	0.6875885999705466	0.6907515806744673	0.5628214840370134	0.5266439361211295	0.8103567985829716	0.8909969987684222	0.6110347579086756	0.7639664149254669	0.882242148844279	0.8977782237947038	0.8681155145763907	0.8138528641833587	0.8938483115471743	0.7620178784796969	0.86587713511906	0.7477564192782113	0.5682471167657355	0.6991943547311313	0.87825594055791	0.7787035348609141	1.0	0.8805320546789556	0.7537990647514591	0.4530130007134911	0.8313207499448259	0.7804678853535248	0.7257830146691976	0.7564798576444514	0.6202136638645109	0.8369317924536384	0.7700969719666124
ZeeviD_2015__PNP_Main_269__bin.27	0.8619418017487313	0.8804160274966782	0.7005898593402653	0.7082962182620217	0.577245079554489	0.5338784411523093	0.8313680802479101	0.903783039586307	0.6252691651801394	0.7850213894077243	0.900508445861191	0.9369303759400706	0.8731963020057989	0.8177950383124107	0.9030115219597009	0.7810157958524472	0.8858714443796672	0.759222889657864	0.579027652661295	0.7138137764286775	0.8860761327295832	0.794166654945197	0.9062852759377403	1.0	0.7687697642347101	0.46169882093212344	0.8507813531642404	0.772851984710725	0.7353621062872073	0.7736113260047206	0.6377893742183791	0.8521925481264297	0.7916736558116061
LiJ_2014__V1.FI35__bin.48	0.8187258131351796	0.8195022396745125	0.6741831492105121	0.6755429718218564	0.5455167880998982	0.5253172371902648	0.7731461541964529	0.8527385970989696	0.5852774393828825	0.7559369895992375	0.8452813226483871	0.838835645658593	0.8079786379616164	0.7777215653320906	0.848530215725141	0.7197070740002234	0.8188350158173968	0.7339822661187804	0.5449399623137465	0.6936819451489881	0.8862083129522311	0.7681864946188226	0.8372846050725778	0.8296483469727182	1.0	0.43450048042383327	0.8348431774718038	0.7253187778090181	0.7107320635160862	0.7510339704169481	0.6021211601493585	0.7804065466328305	0.7691192486492965
VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	0.5800494919124439	0.5911834342467457	0.47175525166410204	0.5013552120919624	0.49817446768119295	0.3924336999549466	0.5937871740813181	0.6035443802882616	0.42660344036973213	0.5100642913578992	0.5951310225521089	0.6145334030302099	0.5838799680749089	0.5749837232837924	0.6069486538119602	0.5095626877504175	0.5793051078808719	0.4940373074367548	0.4252398058291366	0.5094715114017228	0.6070540012647042	0.5488992661774517	0.5938403825663334	0.5880280908715363	0.5127808652662229	1.0	0.6104497186501088	0.5365011544102214	0.5650676937597677	0.5283452829608517	0.4530777365270902	0.6038179093343458	0.5770425440607699
ZellerG_2014__CCMD11006829ST-21-0__bin.48	0.8468833193757898	0.8571200537434798	0.7224964245934692	0.6969120807950305	0.5890625858472174	0.5328558632504816	0.8190898405177222	0.8855097805474575	0.6082832054955538	0.7525991415694495	0.8756191405372017	0.8690668646806442	0.8359804106015174	0.8241678334951077	0.8869299536653952	0.7549816359794949	0.8625967940382697	0.7461072189081149	0.5761621944255292	0.70479462432009	0.8788430417344426	0.7670248039145499	0.8482075517247695	0.843396361493163	0.7668685099503688	0.47514301626123195	1.0	0.74609348335334	0.7421717743506412	0.7948932039804806	0.632955591702726	0.8164447056512235	0.8075301224878503
FengQ_2015__SID531766__bin.48	0.8968799322971187	0.9703664674902607	0.7102512513609351	0.7390333688478153	0.6027062501602815	0.5478422037940658	0.8114085416603526	0.9822018823452614	0.676077382714783	0.7636029403193506	0.9745708537230756	0.8764037740159885	0.8663940522179454	0.8238013862304836	0.9807743866757745	0.7779569303364395	0.8833768910296014	0.8157849827362316	0.6102113849948594	0.7194240126080297	0.8949504934337065	0.7801603047562207	0.8920656606043368	0.8582589821720409	0.7463683139324789	0.4677926389436112	0.8357983647795809	1.0	0.7654866844005941	0.7686067521034754	0.663648168828232	0.8499849626864802	0.8303224512919267
ZeeviD_2015__PNP_Main_723__bin.45	0.8836303305303866	0.9410704778554401	0.695824084541178	0.7594259055371446	0.6935676829376352	0.5877938657326229	0.844142803264494	0.9596967735703487	0.6631092565131756	0.7947460786910076	0.9440317553581427	0.8974140988658337	0.8716075039331027	0.8495881193466719	0.9654318775133356	0.7891744640234986	0.8808397807596335	0.8179520709348767	0.6317520134765083	0.7513902204459438	0.909455895211112	0.8271199504590055	0.8881493737861546	0.8743004593424636	0.7830105439350595	0.5274977729266253	0.8901232259853599	0.8195492737956145	1.0	0.8016490701453857	0.6940536579290177	0.8761986821516387	0.8897578087345206
KarlssonFH_2013__S526__bin.23	0.7105389803012522	0.726046595916437	0.6167877871058336	0.6032693312194191	0.4843087413132951	0.4693624242048352	0.6853072944578557	0.7523078458716166	0.5238535390781797	0.6521329246346278	0.7447489226111622	0.733501050981061	0.7061255382098726	0.6907981738416676	0.7539246801751732	0.6449573744564601	0.7318406075048479	0.6430684189155271	0.4948449112456427	0.6130277073301205	0.7553387802805136	0.6679630543089254	0.718826273654342	0.7142161057396454	0.6424933592920972	0.3829881586559847	0.7402899331616747	0.6389825301654338	0.6224889596111225	1.0	0.5425405541078387	0.6826882244573808	0.6510975459664907
NielsenHB_2014__V1_CD14_0__bin.5	0.47324281156393155	0.5074668519286513	0.38899631843313565	0.43856487725587084	0.350549722068002	0.3204416319391495	0.4532454119329467	0.5349396100976106	0.3969978380725553	0.4279826552577167	0.5271434977585475	0.4814133707977935	0.47264516372725596	0.4716293653148546	0.5272574394981069	0.4287775939968624	0.4819223625960174	0.4304545666678581	0.36643163971684384	0.4239459959858169	0.4908410351966033	0.4388834458729131	0.4746052738168282	0.47418603064907927	0.41481801397050594	0.2644873409946927	0.4747128160888234	0.44431128695946154	0.4340153240713787	0.436914907216305	1.0	0.4597408715107098	0.4608336196184575
BackhedF_2015__SID587_M__bin.28	0.8247309452874181	0.8469588200104988	0.6676140688593925	0.6888590260904793	0.5717787711299361	0.516647375401837	0.8379506380856945	0.8741259183003529	0.6075381854391344	0.753381200376406	0.8693166133480953	0.870238256420601	0.8416094157936816	0.8123471956003704	0.8754792196544754	0.7613868822627822	0.8754131022396326	0.7318227118373545	0.5737399736835844	0.6872246204407674	0.8584453521668298	0.7700617397681722	0.8639876339377742	0.8547427769356347	0.725305303479987	0.47551518415910965	0.8260583471446437	0.7676918305195881	0.7391640611000716	0.7416744172139427	0.6202108303273423	1.0	0.7911681452191108
VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11	0.8526529743760883	0.9056865132900872	0.6824486099105179	0.7300018028641396	0.6826428860086686	0.5475228443645378	0.805096622461521	0.9404511041358244	0.6476438551327587	0.7605356424435284	0.9271505247146951	0.8635872664089406	0.8460579664820705	0.8189335483231897	0.9439164842930821	0.7461677855029416	0.8564358301083727	0.7899085638754313	0.6094608172638118	0.7151524300194253	0.8776848065486162	0.7833185200628994	0.851908362153211	0.8508909510886795	0.7659909423564089	0.4869633066378569	0.8755333285046358	0.8036231928204941	0.8043407282352668	0.7579960634833818	0.6661934994450383	0.8478105128866427	1.0
