	XieH_2016__YSZC12003_36005__bin.99	ZeeviD_2015__PNP_Main_492__bin.1	QinJ_2012__CON-041__bin.12	ZeeviD_2015__PNP_Main_156__bin.4	QinJ_2012__T2D-063__bin.13	XieH_2016__YSZC12003_36157__bin.47	RaymondF_2016__P6C90__bin.56	QinJ_2012__CON-007__bin.27	ZellerG_2014__CCIS85214191ST-3-0__bin.8	ZellerG_2014__CCIS13047523ST-4-0__bin.32	WenC_2017__RA045__bin.55	XieH_2016__YSZC12003_36982__bin.36	HMP_2012__SRS019787__bin.19	ZellerG_2014__CCIS71301801ST-4-0__bin.26	NielsenHB_2014__V1_UC46_0__bin.28	RaymondF_2016__P6C7__bin.53	LiJ_2014__O2.CD3-0-PT__bin.19	ZellerG_2014__CCMD60079086ST-21-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	BackhedF_2015__SID70_12M__bin.13	HeQ_2017__SZAXPI029561-52__bin.15	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_269__bin.27	LiJ_2014__V1.FI35__bin.48	VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	ZellerG_2014__CCMD11006829ST-21-0__bin.48	FengQ_2015__SID531766__bin.48	ZeeviD_2015__PNP_Main_723__bin.45	KarlssonFH_2013__S526__bin.23	NielsenHB_2014__V1_CD14_0__bin.5	BackhedF_2015__SID587_M__bin.28	VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11
ZellerG_2014__CCIS71301801ST-4-0__bin.26	26492.0	25824.0	21413.0	19525.0	16744.0	17391.0	24968.0	27132.0	20294.0	34149.0	25466.0	26750.0	26820.0	0.0	26226.0	22552.0	26259.0	22142.0	19860.0	23894.0	30982.0	24849.0	29990.0	26016.0	22171.0	20807.0	24947.0	23102.0	21274.0	24111.0	20678.0	26288.0	23616.0
NielsenHB_2014__V1_UC46_0__bin.28	26940.0	3006.0	20782.0	1608.0	1594.0	3231.0	23579.0	4075.0	2185.0	35335.0	2228.0	28360.0	27116.0	26226.0	0.0	22130.0	24312.0	1597.0	4223.0	17112.0	33365.0	24060.0	32971.0	27248.0	22971.0	25406.0	23486.0	2394.0	1871.0	24315.0	5242.0	25248.0	2710.0
RaymondF_2016__P6C7__bin.53	23543.0	22273.0	17790.0	16506.0	14209.0	14488.0	969.0	22917.0	16223.0	30614.0	22141.0	24014.0	22970.0	22552.0	22130.0	0.0	1813.0	18021.0	14426.0	20531.0	26961.0	21711.0	28359.0	22710.0	18950.0	20579.0	20211.0	18827.0	17378.0	20998.0	16181.0	16818.0	18394.0
LiJ_2014__O2.CD3-0-PT__bin.19	26544.0	25154.0	20227.0	19214.0	15792.0	16593.0	1718.0	26228.0	17965.0	34941.0	25360.0	26356.0	26797.0	26259.0	24312.0	1813.0	0.0	21277.0	16471.0	22307.0	31345.0	23751.0	31036.0	26138.0	22120.0	24418.0	23127.0	22113.0	18822.0	23162.0	18691.0	20967.0	20676.0
ZellerG_2014__CCMD60079086ST-21-0__bin.14	23515.0	1169.0	17407.0	1923.0	1088.0	3178.0	19318.0	2009.0	1679.0	29945.0	1321.0	21133.0	20881.0	22142.0	1597.0	18021.0	21277.0	0.0	2777.0	14185.0	23070.0	19045.0	24931.0	20528.0	19486.0	20404.0	20149.0	1305.0	1284.0	21362.0	2998.0	19841.0	2103.0
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.122	18247.0	3264.0	14822.0	6471.0	2571.0	3678.0	16560.0	3165.0	4259.0	23603.0	3734.0	21026.0	17847.0	19860.0	4223.0	14426.0	16471.0	2777.0	0.0	15504.0	21592.0	18961.0	23400.0	19347.0	16045.0	13457.0	16711.0	2988.0	3086.0	17322.0	5055.0	18467.0	3589.0
BackhedF_2015__SID70_12M__bin.13	23777.0	16435.0	18992.0	19091.0	9993.0	12288.0	21888.0	17179.0	10936.0	30441.0	16121.0	26784.0	23027.0	23894.0	17112.0	20531.0	22307.0	14185.0	15504.0	0.0	26860.0	24329.0	27873.0	25572.0	20247.0	20816.0	22890.0	14477.0	12885.0	23783.0	13657.0	22962.0	13799.0
HeQ_2017__SZAXPI029561-52__bin.15	31442.0	31503.0	24526.0	23125.0	19322.0	19242.0	26016.0	32196.0	21521.0	37096.0	29831.0	28555.0	31993.0	30982.0	33365.0	26961.0	31345.0	23070.0	21592.0	26860.0	0.0	25342.0	31401.0	27789.0	9902.0	31266.0	29791.0	27266.0	24712.0	27988.0	23053.0	26074.0	26593.0
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.36	25190.0	23827.0	20700.0	22147.0	16164.0	16590.0	20771.0	25101.0	17350.0	33001.0	23955.0	22639.0	24393.0	24849.0	24060.0	21711.0	23751.0	19045.0	18961.0	24329.0	25342.0	0.0	25405.0	21965.0	20913.0	22876.0	23229.0	21096.0	19753.0	23256.0	19033.0	20621.0	22059.0
VogtmannE_2016__MMRS61683006ST-27-0-0__bin.70	31976.0	32259.0	25312.0	24112.0	20971.0	19821.0	28018.0	33726.0	23659.0	38333.0	32293.0	29899.0	31043.0	29990.0	32971.0	28359.0	31036.0	24931.0	23400.0	27873.0	31401.0	25405.0	0.0	29762.0	24511.0	30021.0	29368.0	29176.0	26622.0	28955.0	24280.0	28979.0	28643.0
ZeeviD_2015__PNP_Main_269__bin.27	25074.0	26470.0	21265.0	20456.0	17420.0	17621.0	23142.0	28560.0	19555.0	36900.0	27208.0	6827.0	27875.0	26016.0	27248.0	22710.0	26138.0	20528.0	19347.0	25572.0	27789.0	21965.0	29762.0	0.0	22147.0	24700.0	24291.0	24619.0	22370.0	24092.0	20903.0	23913.0	25196.0
LiJ_2014__V1.FI35__bin.48	22479.0	22034.0	18206.0	18536.0	14345.0	15372.0	20669.0	23111.0	15212.0	29373.0	22147.0	21825.0	21451.0	22171.0	22971.0	18950.0	22120.0	19486.0	16045.0	20247.0	9902.0	20913.0	24511.0	22147.0	0.0	21288.0	21620.0	19278.0	17890.0	21186.0	17090.0	20095.0	20069.0
VogtmannE_2016__MMRS97052561ST-27-0-0__bin.1	22951.0	26154.0	18912.0	19131.0	12465.0	12929.0	22867.0	26203.0	15202.0	29342.0	23919.0	26048.0	24322.0	20807.0	25406.0	20579.0	24418.0	20404.0	13457.0	20816.0	31266.0	22876.0	30021.0	24700.0	21288.0	0.0	22331.0	23780.0	18170.0	21067.0	15726.0	24039.0	21126.0
ZellerG_2014__CCMD11006829ST-21-0__bin.48	24138.0	22751.0	1528.0	18098.0	15577.0	15172.0	22321.0	24198.0	16182.0	32400.0	23170.0	25544.0	24512.0	24947.0	23486.0	20211.0	23127.0	20149.0	16711.0	22890.0	29791.0	23229.0	29368.0	24291.0	21620.0	22331.0	0.0	19575.0	18856.0	4897.0	18225.0	23741.0	21426.0
FengQ_2015__SID531766__bin.48	23856.0	1393.0	18743.0	1807.0	1046.0	2828.0	20042.0	3957.0	1610.0	29395.0	1729.0	24730.0	22387.0	23102.0	2394.0	18827.0	22113.0	1305.0	2988.0	14477.0	27266.0	21096.0	29176.0	24619.0	19278.0	23780.0	19575.0	0.0	1397.0	21074.0	3276.0	22798.0	1818.0
ZeeviD_2015__PNP_Main_723__bin.45	21290.0	1047.0	15864.0	1253.0	1124.0	2620.0	18484.0	2942.0	1102.0	28700.0	1206.0	23486.0	21304.0	21274.0	1871.0	17378.0	18822.0	1284.0	3086.0	12885.0	24712.0	19753.0	26622.0	22370.0	17890.0	18170.0	18856.0	1397.0	0.0	19291.0	2654.0	20692.0	1812.0
KarlssonFH_2013__S526__bin.23	24402.0	23847.0	3671.0	19419.0	14767.0	16060.0	22296.0	24585.0	16430.0	32530.0	23349.0	24807.0	23520.0	24111.0	24315.0	20998.0	23162.0	21362.0	17322.0	23783.0	27988.0	23256.0	28955.0	24092.0	21186.0	21067.0	4897.0	21074.0	19291.0	0.0	19330.0	23713.0	19979.0
NielsenHB_2014__V1_CD14_0__bin.5	19558.0	4420.0	15665.0	3767.0	2126.0	4310.0	17357.0	5710.0	3713.0	24688.0	4028.0	21360.0	18928.0	20678.0	5242.0	16181.0	18691.0	2998.0	5055.0	13657.0	23053.0	19033.0	24280.0	20903.0	17090.0	15726.0	18225.0	3276.0	2654.0	19330.0	0.0	18994.0	3809.0
BackhedF_2015__SID587_M__bin.28	25579.0	24487.0	20080.0	19420.0	16266.0	15817.0	17644.0	26367.0	17124.0	33139.0	25642.0	24672.0	27164.0	26288.0	25248.0	16818.0	20967.0	19841.0	18467.0	22962.0	26074.0	20621.0	28979.0	23913.0	20095.0	24039.0	23741.0	22798.0	20692.0	23713.0	18994.0	0.0	23040.0
VogtmannE_2016__MMRS84954772ST-27-0-0__bin.11	22756.0	2443.0	17192.0	1070.0	1697.0	3130.0	20394.0	2909.0	1593.0	31111.0	1848.0	24914.0	23463.0	23616.0	2710.0	18394.0	20676.0	2103.0	3589.0	13799.0	26593.0	22059.0	28643.0	25196.0	20069.0	21126.0	21426.0	1818.0	1812.0	19979.0	3809.0	23040.0	0.0
