	BritoIL_2016__W1.42.ST__bin.51	BritoIL_2016__W2.54.ST__bin.43	BritoIL_2016__W2.17.ST__bin.72	BritoIL_2016__WL.10.ST__bin.14	BritoIL_2016__W2.63.ST__bin.35	CM_madagascar__A27_02_1FE__bin.38	QinN_2014__LD-50__bin.19	CM_madagascar__A32_01_1FE__bin.61	BritoIL_2016__W1.34.ST__bin.16	BritoIL_2016__W2.65.ST__bin.35	DavidLA_2015__LD-Run2-13__bin.1	QinN_2014__LD-26__bin.28	QinJ_2012__NOM029__bin.22	QinN_2014__LD-31__bin.18	BritoIL_2016__M2.38.ST__bin.53	QinN_2014__LV-8__bin.12	QinN_2014__LD-74__bin.53	BritoIL_2016__W2.1.ST__bin.37	QinN_2014__LD-51__bin.53	BritoIL_2016__W1.54.ST__bin.41	BritoIL_2016__W2.36.ST__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.41	BritoIL_2016__M2.31.ST__bin.70	BritoIL_2016__W2.47.ST__bin.50	BritoIL_2016__W2.4.ST__bin.15	BritoIL_2016__M1.26.ST__bin.43	VincentC_2016__MM091.2__bin.9	BritoIL_2016__W2.45.ST__bin.4	BritoIL_2016__W1.55.ST__bin.4	BritoIL_2016__M2.5.ST__bin.5	BritoIL_2016__W1.39.ST__bin.60	DavidLA_2015__LD-Run1-12__bin.26
DavidLA_2015__LD-Run2-13__bin.1	0.9947026502174146	0.9948936183772381	0.995266054950993	0.9949617766093604	0.9952507730089347	0.9877069105027788	0.9873052636732186	0.9876316215645893	0.9943274521590361	0.9958095551195968	1.0	0.9851511907577786	0.9852247697761742	0.9853144642329017	0.9939169438443277	0.9841036761927615	0.9866781550409314	0.9949908284473338	0.9895477021031598	0.9954963618296631	0.9948108814930904	0.9848510315520904	0.9939290312342275	0.9946801676253731	0.9957406734230005	0.9940426921161716	0.9863046950763923	0.9946586104285507	0.99505845987511	0.9941962251480921	0.9937897717870413	0.994355038938604
QinN_2014__LD-26__bin.28	0.9858934885119371	0.9845348348706116	0.9863261551381002	0.9860590259501449	0.985642762576074	0.9890332516512025	0.9932700406900139	0.9887521469688875	0.9855228448896254	0.9845934219200092	0.9851511907577786	1.0	0.9909916178557316	0.9903716084558027	0.9837571212177642	0.9984957246084524	0.9914485040897386	0.9857285116795175	0.9915210476931021	0.9854627036659878	0.9858841749812669	0.9898094757260915	0.9842107014854276	0.9849686855895428	0.9849954015035818	0.9841522102202099	0.991340860768342	0.9859481921452607	0.9856872586575322	0.9847711065402606	0.9846124328185157	0.9842524192796017
QinJ_2012__NOM029__bin.22	0.9861936000672396	0.9849695084185752	0.9867537222722972	0.9864005364091338	0.9856710065937013	0.9901382497092364	0.9945244874444117	0.9902145264043107	0.9859472301337177	0.9844059027390762	0.9852247697761742	0.9909916178557316	1.0	0.9909795536549513	0.9849565569816984	0.9898071836127932	0.9915048644724508	0.9860017959510241	0.9904258639203178	0.9857654868195025	0.985816157530638	0.9885563898542638	0.9844004585168743	0.9849200476512849	0.9849218457521193	0.985258607412203	0.9904931590311348	0.9861331111378356	0.9863865922036519	0.9852230111949773	0.9851655036156773	0.9844533746808077
QinN_2014__LD-31__bin.18	0.9857805763337869	0.9846677048712632	0.9864656752327206	0.9859038084744665	0.9853845225182919	0.9897215024480478	0.9930321738523553	0.9895455771701475	0.9855163128222462	0.9850121564218584	0.9853144642329017	0.9903716084558027	0.9909795536549513	1.0	0.9848556049986082	0.9891405513919396	0.991679900386184	0.9858142551146354	0.9909962632333824	0.9856115506402149	0.9859440080533798	0.9893016101898582	0.9852532292992937	0.985049665129367	0.9853965728602538	0.9851797940487343	0.9920692340841072	0.9860256996263861	0.9861076527329883	0.9853264126450968	0.9854893807405848	0.9848203168278589
BritoIL_2016__M2.38.ST__bin.53	0.9977975598634782	0.9937663777646027	0.996136107403023	0.9965694525761124	0.9954668696219832	0.987888813989248	0.9879459167059643	0.9870772845005682	0.9974462395923742	0.9947829269918128	0.9939169438443277	0.9837571212177642	0.9849565569816984	0.9848556049986082	1.0	0.9833883962607579	0.9863733078107612	0.9959176266129405	0.9901536910189264	0.9954817851833082	0.995322797466742	0.9846086581586805	0.993439689582428	0.993849285507614	0.9945653947710931	0.9997102628632385	0.9864764333128281	0.9954711408552487	0.9964820673638303	0.9982942494417402	0.9981455367736957	0.9931754097639803
QinN_2014__LV-8__bin.12	0.984648043690195	0.9834039057068824	0.9851388400484221	0.9848591382810462	0.9844741264642883	0.9881776448494123	0.9920304645671982	0.9878734849475044	0.9844461547179041	0.9838106314718987	0.9841036761927615	0.9984957246084524	0.9898071836127932	0.9891405513919396	0.9833883962607579	1.0	0.9903660952074139	0.9847425561965121	0.9903762062139969	0.9844428023784609	0.9848941001728102	0.9890895204047582	0.9838856815624231	0.9836582539330496	0.9841488597102486	0.9839108365396774	0.9902454503920632	0.9847185300960517	0.9846259590916288	0.9836902422030933	0.9843878552218865	0.9832677196131344
QinN_2014__LD-74__bin.53	0.986964831242488	0.9853793506260109	0.9876544779894476	0.9876422790939314	0.9873619355224673	0.9920697466068058	0.9941910366321156	0.9913790157836804	0.98684207121416	0.9867069384555902	0.9866781550409314	0.9914485040897386	0.9915048644724508	0.991679900386184	0.9863733078107612	0.9903660952074139	1.0	0.9873794079437854	0.9922104872033745	0.9870383074439517	0.9874128089883298	0.9905096101234393	0.9865988381537482	0.9861626204587371	0.9867091949931078	0.9868187397952495	0.9922616905771366	0.9873590456699167	0.9874170203123644	0.9866045661356866	0.986988235077738	0.9855975459861926
BritoIL_2016__W2.1.ST__bin.37	0.9966939937464027	0.9958030874646178	0.9972573755108303	0.9964234002622483	0.9975777244870092	0.9887969680183343	0.9883995665742377	0.9887869821187151	0.996490257819916	0.9959561979635174	0.9949908284473338	0.9857285116795175	0.9860017959510241	0.9858142551146354	0.9959176266129405	0.9847425561965121	0.9873794079437854	1.0	0.9907959160562886	0.9967656737796583	0.9980552328756243	0.9851401756707977	0.994217389021923	0.9957202121004922	0.9959741824525036	0.9961068372576258	0.9869143674842468	0.997051223858888	0.9963718761640717	0.9960060660815694	0.9959649506458643	0.9945610325653284
QinN_2014__LD-51__bin.53	0.9908108496106787	0.9895735987764855	0.9907167399192026	0.9909939545193619	0.9902966914624727	0.9912320254809195	0.9934707258377612	0.9911458284903608	0.9905107935728763	0.9896131923346834	0.9895477021031598	0.9915210476931021	0.9904258639203178	0.9909962632333824	0.9901536910189264	0.9903762062139969	0.9922104872033745	0.9907959160562886	1.0	0.9904053933176719	0.9905884567742921	0.9899143593346064	0.9895421529933074	0.9897394724940312	0.9898713465470859	0.9903282174743098	0.991479076375974	0.9905879929554889	0.9905719964664311	0.990497856739562	0.9904516139261832	0.9890704282373814
BritoIL_2016__W1.54.ST__bin.41	0.9975145733837583	0.9976276595808525	0.9980744891743122	0.9971775980593071	0.9976459694234294	0.9888252057459567	0.9883508369232481	0.9883069929360655	0.997352726138859	0.9970833865715053	0.9954963618296631	0.9854627036659878	0.9857654868195025	0.9856115506402149	0.9954817851833082	0.9844428023784609	0.9870383074439517	0.9967656737796583	0.9904053933176719	1.0	0.9964476420943162	0.9851265418906024	0.994915569642289	0.9974798983561124	0.9969401500849461	0.9957000662879343	0.9867526855093331	0.9966549615643435	0.9981455048694927	0.9958761744756837	0.9963718189446591	0.9946497089408128
BritoIL_2016__W2.36.ST__bin.48	0.9963845042642617	0.9956957734170718	0.9971803052151765	0.9962216573572164	0.9976683528042845	0.9889329735950994	0.9883762511745581	0.9886250517796259	0.9961318020214038	0.9961499244049085	0.9948108814930904	0.9858841749812669	0.985816157530638	0.9859440080533798	0.995322797466742	0.9848941001728102	0.9874128089883298	0.9980552328756243	0.9905884567742921	0.9964476420943162	1.0	0.9852051142132856	0.9943285533391438	0.9957563547797902	0.9962112101069786	0.9955152756630616	0.9871170281270759	0.9969695789897618	0.9962734013675757	0.995717253815597	0.9955439872226636	0.9941621260189782
CosteaPI_2017__SID713A040-11-0-0__bin.41	0.9853583860427306	0.9840928492022694	0.9855019794688171	0.9853967833317437	0.9845533361648291	0.9889514752066736	0.9915555711233318	0.9889515986290569	0.9848303246289697	0.9845657287815375	0.9848510315520904	0.9898094757260915	0.9885563898542638	0.9893016101898582	0.9846086581586805	0.9890895204047582	0.9905096101234393	0.9851401756707977	0.9899143593346064	0.9851265418906024	0.9852051142132856	1.0	0.9850342250277919	0.9844943549082134	0.9846657295967671	0.9846763536607805	0.9905942701952917	0.9850402817209524	0.9857045108411752	0.9847266634085038	0.9849737234172411	0.9836855793487739
BritoIL_2016__M2.31.ST__bin.70	0.9939274238717095	0.994213331899548	0.9947156103088102	0.9943847539765666	0.9941749165891812	0.9875853594426229	0.987087253876982	0.9873799014316276	0.9937655289995946	0.9944547522563456	0.9939290312342275	0.9842107014854276	0.9844004585168743	0.9852532292992937	0.993439689582428	0.9838856815624231	0.9865988381537482	0.994217389021923	0.9895421529933074	0.994915569642289	0.9943285533391438	0.9850342250277919	1.0	0.9941500671295208	0.994446444964016	0.9935182256620795	0.9861556009868553	0.9944118876459366	0.9945744738999727	0.9937781842165291	0.9933222491480042	0.9939605252295226
BritoIL_2016__W2.47.ST__bin.50	0.995606981401403	0.9997480679031099	0.9973735622793245	0.9958586474237642	0.9973672839485874	0.9879762804252793	0.9872676029519448	0.9873479405255086	0.9956013744792106	0.996819450679298	0.9946801676253731	0.9849686855895428	0.9849200476512849	0.985049665129367	0.993849285507614	0.9836582539330496	0.9861626204587371	0.9957202121004922	0.9897394724940312	0.9974798983561124	0.9957563547797902	0.9844943549082134	0.9941500671295208	1.0	0.9970035316717978	0.9942101648397759	0.986181653297989	0.9961641841557481	0.9971831680378677	0.9947576568261987	0.9950060969802383	0.993616000114614
BritoIL_2016__W2.4.ST__bin.15	0.9959205965382625	0.9972215935629571	0.9967694311156367	0.9961528327219653	0.997070636290612	0.9883579449241909	0.9874903271192402	0.9879982926722704	0.9956357519739804	0.9998837669059545	0.9957406734230005	0.9849954015035818	0.9849218457521193	0.9853965728602538	0.9945653947710931	0.9841488597102486	0.9867091949931078	0.9959741824525036	0.9898713465470859	0.9969401500849461	0.9962112101069786	0.9846657295967671	0.994446444964016	0.9970035316717978	1.0	0.9948935106127458	0.9860477241752549	0.9962380383925875	0.9964477690819354	0.9953981975571157	0.9949481390483584	0.9945676780817505
BritoIL_2016__M1.26.ST__bin.43	0.9979075594499096	0.9941438253231076	0.9960886673362704	0.9967289305458614	0.9955185106016574	0.9879973330430523	0.9880637106667685	0.9871040157049913	0.9976196561668202	0.994980612143444	0.9940426921161716	0.9841522102202099	0.985258607412203	0.9851797940487343	0.9997102628632385	0.9839108365396774	0.9868187397952495	0.9961068372576258	0.9903282174743098	0.9957000662879343	0.9955152756630616	0.9846763536607805	0.9935182256620795	0.9942101648397759	0.9948935106127458	1.0	0.9865403230120607	0.9954888627637843	0.9964681078377887	0.998402590765044	0.9980484954457459	0.9934290064997495
VincentC_2016__MM091.2__bin.9	0.9871427992790165	0.9857930628260569	0.98727643331617	0.9868261860209979	0.986784789508854	0.9907263725338356	0.9929331220489614	0.9904049026990568	0.9867821957769622	0.9858937599726116	0.9863046950763923	0.991340860768342	0.9904931590311348	0.9920692340841072	0.9864764333128281	0.9902454503920632	0.9922616905771366	0.9869143674842468	0.991479076375974	0.9867526855093331	0.9871170281270759	0.9905942701952917	0.9861556009868553	0.986181653297989	0.9860477241752549	0.9865403230120607	1.0	0.9870815866636051	0.9870809391529358	0.9864643788996607	0.9865023474178404	0.9856632605656476
BritoIL_2016__W2.45.ST__bin.4	0.9963120610482104	0.9961939394846354	0.9968113145549753	0.9964350493092482	0.9967651294666348	0.9887086351956383	0.9885100587560827	0.9885175785072788	0.9961223332989797	0.9962262685708829	0.9946586104285507	0.9859481921452607	0.9861331111378356	0.9860256996263861	0.9954711408552487	0.9847185300960517	0.9873590456699167	0.997051223858888	0.9905879929554889	0.9966549615643435	0.9969695789897618	0.9850402817209524	0.9944118876459366	0.9961641841557481	0.9962380383925875	0.9954888627637843	0.9870815866636051	1.0	0.996541434221425	0.9956659540958492	0.99571403339476	0.9939514900575448
BritoIL_2016__W1.55.ST__bin.4	0.9974470279080597	0.9972359562984466	0.9974652869969747	0.9969358061200964	0.9969604076662631	0.9890491161072287	0.9884690871621243	0.9885673761838386	0.9975739508036375	0.996465609347816	0.99505845987511	0.9856872586575322	0.9863865922036519	0.9861076527329883	0.9964820673638303	0.9846259590916288	0.9874170203123644	0.9963718761640717	0.9905719964664311	0.9981455048694927	0.9962734013675757	0.9857045108411752	0.9945744738999727	0.9971831680378677	0.9964477690819354	0.9964681078377887	0.9870809391529358	0.996541434221425	1.0	0.9964600601831894	0.9974822097599386	0.9944439167651317
BritoIL_2016__M2.5.ST__bin.5	0.9979499599772476	0.9946268062241729	0.9962416667378607	0.9966535085784854	0.9957880068296804	0.9884062469271404	0.9880708276375598	0.9878656567374855	0.9975029355274441	0.9951309434718211	0.9941962251480921	0.9847711065402606	0.9852230111949773	0.9853264126450968	0.9982942494417402	0.9836902422030933	0.9866045661356866	0.9960060660815694	0.990497856739562	0.9958761744756837	0.995717253815597	0.9847266634085038	0.9937781842165291	0.9947576568261987	0.9953981975571157	0.998402590765044	0.9864643788996607	0.9956659540958492	0.9964600601831894	1.0	0.9976088838811399	0.9936668346430955
BritoIL_2016__W1.39.ST__bin.60	0.9985201611213856	0.9950876122331354	0.9963678280202692	0.9966868726134509	0.9956327460791583	0.9880794066221497	0.9880182600125151	0.9879822498194376	0.9988464711562295	0.994758978145518	0.9937897717870413	0.9846124328185157	0.9851655036156773	0.9854893807405848	0.9981455367736957	0.9843878552218865	0.986988235077738	0.9959649506458643	0.9904516139261832	0.9963718189446591	0.9955439872226636	0.9849737234172411	0.9933222491480042	0.9950060969802383	0.9949481390483584	0.9980484954457459	0.9865023474178404	0.99571403339476	0.9974822097599386	0.9976088838811399	1.0	0.9933236174245241
DavidLA_2015__LD-Run1-12__bin.26	0.9941459741214053	0.9936211467527335	0.9947328554099636	0.9944470609343111	0.9944318398433749	0.9868400315775914	0.9866724258627624	0.9870006556671307	0.9936717670335352	0.994776237732032	0.994355038938604	0.9842524192796017	0.9844533746808077	0.9848203168278589	0.9931754097639803	0.9832677196131344	0.9855975459861926	0.9945610325653284	0.9890704282373814	0.9946497089408128	0.9941621260189782	0.9836855793487739	0.9939605252295226	0.993616000114614	0.9945676780817505	0.9934290064997495	0.9856632605656476	0.9939514900575448	0.9944439167651317	0.9936668346430955	0.9933236174245241	1.0
