	BritoIL_2016__W1.42.ST__bin.51	BritoIL_2016__W2.54.ST__bin.43	BritoIL_2016__W2.17.ST__bin.72	BritoIL_2016__WL.10.ST__bin.14	BritoIL_2016__W2.63.ST__bin.35	CM_madagascar__A27_02_1FE__bin.38	QinN_2014__LD-50__bin.19	CM_madagascar__A32_01_1FE__bin.61	BritoIL_2016__W1.34.ST__bin.16	BritoIL_2016__W2.65.ST__bin.35	DavidLA_2015__LD-Run2-13__bin.1	QinN_2014__LD-26__bin.28	QinJ_2012__NOM029__bin.22	QinN_2014__LD-31__bin.18	BritoIL_2016__M2.38.ST__bin.53	QinN_2014__LV-8__bin.12	QinN_2014__LD-74__bin.53	BritoIL_2016__W2.1.ST__bin.37	QinN_2014__LD-51__bin.53	BritoIL_2016__W1.54.ST__bin.41	BritoIL_2016__W2.36.ST__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.41	BritoIL_2016__M2.31.ST__bin.70	BritoIL_2016__W2.47.ST__bin.50	BritoIL_2016__W2.4.ST__bin.15	BritoIL_2016__M1.26.ST__bin.43	VincentC_2016__MM091.2__bin.9	BritoIL_2016__W2.45.ST__bin.4	BritoIL_2016__W1.55.ST__bin.4	BritoIL_2016__M2.5.ST__bin.5	BritoIL_2016__W1.39.ST__bin.60	DavidLA_2015__LD-Run1-12__bin.26
DavidLA_2015__LD-Run2-13__bin.1	0.97706133107421	0.9957371738430322	0.9204206348073162	0.9172611936865117	0.9525338194256052	0.952864596967	0.9397754837522388	0.9698318190543729	0.9606795138442696	0.6659408598312321	1.0	0.9758865552017743	0.7562827902077156	0.700027604456692	0.9880420349243971	0.8859301353411609	0.974015322059927	0.9863984592271069	0.9368698767159581	0.9898577418602548	0.9778736001446854	0.9202635749675172	0.6647970199878477	0.9630909376472436	0.7942880985130082	0.962161270312676	0.6699022580128281	0.9791039022231106	0.9156239638413347	0.9591858589031512	0.8436556550267874	0.9073394539076964
QinN_2014__LD-26__bin.28	0.8424409051195524	0.8522220530043738	0.753420916929177	0.78172340362999	0.816935322266486	0.8546155058767577	0.8095032743653663	0.8851367057559897	0.8390700855797003	0.5042111197501276	0.6574204253067965	1.0	0.6450988722075716	0.6170448685578097	0.8752412022304694	0.8518549393354014	0.8661563412607443	0.8451710124481993	0.7978758706926264	0.8396055264768042	0.8322317251403395	0.8044010890504474	0.5137849312396633	0.8068207261583185	0.6333218443320482	0.8258128468409254	0.5504086611038526	0.8281512593815711	0.7634719227511616	0.8188804369026721	0.7129908542206048	0.7560746090399737
QinJ_2012__NOM029__bin.22	0.9281322586140196	0.9446415010833693	0.8513388088191514	0.8749428862995576	0.9022818415845052	0.9369615988970489	0.9195051048106054	0.9522370262348897	0.923415900772607	0.6141804363088709	0.7589316275374801	0.9609501490926284	1.0	0.6671325977141783	0.9506012261734378	0.8738849893255091	0.9561334940211706	0.9352040093419706	0.9029186493943162	0.9383562080005349	0.9261629304621792	0.9058710496025524	0.6228959471958964	0.9100827372546897	0.763323213395889	0.9147847669203815	0.6558587114512372	0.9266668046416922	0.8579082773871138	0.9184527799048927	0.8178761504331089	0.847588806829127
QinN_2014__LD-31__bin.18	0.8741623502163475	0.8888237450798927	0.8002093215945266	0.8099057891311054	0.8495347601442639	0.88012623901102	0.8562658384250488	0.9070287478013964	0.8649035844707927	0.5832675165511036	0.7126794617721592	0.9325067068512444	0.6768194100555122	1.0	0.8936126226089934	0.845981461471744	0.895011330177358	0.8754407301705744	0.841764342001767	0.8747817547803981	0.863183464886141	0.8400724872929194	0.5936786816615871	0.8426066353007302	0.6923545933653453	0.8499506576025248	0.6127962360876243	0.8639530770758936	0.7945846113095036	0.8597642224817207	0.7671289185212463	0.7944973939784509
BritoIL_2016__M2.38.ST__bin.53	0.9071133168368436	0.9270651875198239	0.811368084476595	0.8530874059390707	0.8855075234807408	0.8649820476644126	0.8357371048939276	0.9187621277907506	0.9139458514524362	0.5604233640686832	0.6943414884858107	0.913022731820926	0.6656985802576151	0.6168334432417999	1.0	0.8115815837633513	0.8876196613332724	0.9061316660692774	0.8380577250786965	0.9129825961847733	0.9014943277754768	0.83000161099984	0.5657402209801233	0.8746703442801422	0.7002603799395402	0.8946361509478978	0.5627333929050229	0.887081174881558	0.8215970973016031	0.8954321743982581	0.7728256101034775	0.8113374253100896
QinN_2014__LV-8__bin.12	0.8684067152203127	0.8806630374084053	0.7948854792358645	0.8109159744051333	0.8470881726707329	0.8890920031192738	0.8504640878442936	0.9131476404770931	0.8621842461826927	0.55032859361192	0.6906816949209142	0.9858259798904544	0.678913300388425	0.647828783773839	0.9003532992010725	1.0	0.9060600120095755	0.8770286257075415	0.8351064257413068	0.8728902076197108	0.8660128394854064	0.8469218196423967	0.5572282246050353	0.842071608485365	0.6780203123850139	0.8558677784078716	0.5982809362521591	0.8649256698801454	0.8007486504687877	0.8529748435879565	0.7494006034471563	0.7910760567282379
QinN_2014__LD-74__bin.53	0.8874330171079268	0.9087150058689772	0.8026107025194074	0.8284325010915731	0.8625519560422112	0.9044638249853985	0.8542423915940369	0.9293443190001758	0.876524658210047	0.5382543903918889	0.6962863834058214	0.9191249269921917	0.6811177708093518	0.6284512137725332	0.902924281688224	0.8308078774716333	1.0	0.8891319017187314	0.8454610407652919	0.8894012509143696	0.8804991182357911	0.8477332138746023	0.5410635607396612	0.8528684271708128	0.6721855844310495	0.8564317752663722	0.5799252626863471	0.8738833349399776	0.8108079908818209	0.8635658431196874	0.7399425010348679	0.8004292575602067
BritoIL_2016__W2.1.ST__bin.37	0.962537074215512	0.9727046328993834	0.8667544309377441	0.8939012616014145	0.9408327863039823	0.9222741168071374	0.8849483476519264	0.9555846106668328	0.9508613915468392	0.5832666516533064	0.7447898448992109	0.947288131938688	0.7036704072294121	0.6492755255075394	0.9735874663996205	0.8494086093635453	0.939129408777066	1.0	0.8938425657513308	0.9642398528051824	0.9651897672769438	0.8760870711010383	0.5932808824022654	0.9258797190265593	0.7327122753386391	0.923521703090037	0.5964366827501282	0.9487447473203547	0.871466869187314	0.9281131560159652	0.7942686497079582	0.8571714350057258
QinN_2014__LD-51__bin.53	0.9425791394269043	0.9438930976723716	0.8542840539974872	0.8746118353619171	0.9136170463002717	0.9227350818631397	0.90229221849646	0.9520304069413417	0.9300326719069024	0.5748624232602225	0.7468189627317685	0.9441207324020965	0.7172428881535725	0.6590942287640509	0.9506317179909212	0.853885060901775	0.9427738935845578	0.9436604043930974	1.0	0.9401801223030817	0.9270247318810659	0.8947195698209464	0.584924510632755	0.901778143398498	0.7211139431962825	0.9071806743173013	0.6194864181106191	0.927046230716651	0.8589417134951353	0.9194501862494712	0.7975846690538805	0.8496428347858748
BritoIL_2016__W1.54.ST__bin.41	0.9461575851758943	0.9793674704991386	0.8577411071294018	0.881922497532901	0.933054189189904	0.9015029467065477	0.866508051353275	0.9329771933670743	0.9349367664458081	0.584204924088584	0.7334469266617726	0.9234796704578783	0.6928595484518256	0.6366731691892105	0.9626329279983261	0.8296158848847796	0.9218739255115374	0.9462363442618422	0.8739184584848515	1.0	0.9404446126728071	0.8704013363183418	0.5874734261554222	0.9238099884153613	0.7216671535232054	0.9035154176788287	0.5886277757434946	0.9284479581706968	0.865549423971327	0.912739634804698	0.7809874391013001	0.8412669398157155
BritoIL_2016__W2.36.ST__bin.48	0.9709013220626642	0.9829341604130355	0.8723514974856346	0.9019296831771476	0.952644643880084	0.9254798585391119	0.8888164272279876	0.9572768352000176	0.9475329448059733	0.5899250906397768	0.752065818234838	0.950109231378353	0.7098099599739138	0.652074420091497	0.9865939148879836	0.8543168814182205	0.9472834299567894	0.9831153484575529	0.8943929925981329	0.9761362534094771	1.0	0.8832032582124854	0.5935549521376834	0.9275308828006181	0.7355270711410149	0.9327633739044071	0.5996915532817914	0.9558303811476585	0.8794202714648351	0.9337345906278807	0.8055626559849095	0.8576356119305921
CosteaPI_2017__SID713A040-11-0-0__bin.41	0.8620328109312807	0.8876390560211525	0.7984153487941555	0.8150118792470384	0.8564029260211287	0.8694956126297402	0.8470045547003131	0.8850264523892596	0.8544774436714825	0.5471093436627006	0.6883940587150476	0.8932101974019933	0.6752628031225449	0.617252084505237	0.8834991206271673	0.8126241624596806	0.8870783223322724	0.8679421726323984	0.8396064302209943	0.8787159732556732	0.8590380776743733	1.0	0.5460377192795076	0.8606075386342544	0.6754319132826834	0.8513515758693448	0.5894747023067812	0.8625431082566107	0.806489320545045	0.8498823942675809	0.734017013075479	0.7907745364008136
BritoIL_2016__M2.31.ST__bin.70	0.9473161684696257	1.0029408422710928	0.8949067770333122	0.8476655258946265	0.9154897840878671	0.8902191476372152	0.8842170946327221	0.9321901860222364	0.9262690206244139	0.9642938993411512	0.8070339477581615	0.9258491754278858	0.753528721841002	0.7079052228357269	0.9772869526364545	0.8676755790685985	0.9188167683860419	0.9538536203944619	0.8907718796161306	0.9624874094588427	0.9368941855292071	0.8861362493957503	1.0	0.9216420569333197	0.9493268032640075	0.9316345652002257	0.7927187672728744	0.9307043577235146	0.8808564071651013	0.9329509147040188	0.9544756846076662	0.8981384295093396
BritoIL_2016__W2.47.ST__bin.50	0.9293827343893645	0.9859860140200742	0.8569913461292589	0.8710442970541284	0.9257115059829455	0.9024768310784401	0.8696987887990395	0.924544992943692	0.9172634188573286	0.5899627519479428	0.7391990999097718	0.9192366280223707	0.6960758647478055	0.6352430621089046	0.9553023375314003	0.8290193862777641	0.9157017769232549	0.9411684125803196	0.8682759594813279	0.9569315592918608	0.9256554938745889	0.8830278441061259	0.5827116192248167	1.0	0.7257647174858843	0.9068524726301703	0.5934793382291164	0.9318551819114984	0.8643398912147443	0.9116713404306357	0.7798845907036948	0.8499167733129092
BritoIL_2016__W2.4.ST__bin.15	0.9701102817431247	0.9868240045934227	0.900675945908488	0.8806597105351733	0.9267784663511989	0.9106040746827172	0.9006276357732591	0.94257350466272	0.9360096620270457	0.7971948442790109	0.7930243332607362	0.9386184093293999	0.7594487892767339	0.6789815273130457	0.9948791256657493	0.8683057793969153	0.9388053141148751	0.9688589700437563	0.9031841130932347	0.9724101609677867	0.95484744688855	0.9014988021462371	0.7807670223929356	0.9440829983962619	1.0	0.9628035717821292	0.7199786168253905	0.9467099609955055	0.8931371889045083	0.9393208862137922	0.9528350525669709	0.8973274991585325
BritoIL_2016__M1.26.ST__bin.43	0.9361817737848868	0.9350793232501016	0.8472815890760691	0.8728797168442837	0.9020033895518635	0.8883913892810862	0.8784445535075334	0.9310400266909077	0.9364519466955495	0.5775142399860743	0.7331320232868499	0.9340542376651259	0.6946000473860318	0.6361345086358625	0.9700253128445158	0.8364934094733381	0.9128616811403594	0.93196598843394	0.8671456443533258	0.9291246397694525	0.924129160783707	0.8671982283426494	0.5847593466529989	0.9002783929365801	0.7347905343983908	1.0	0.5988149865578399	0.9284990716206023	0.8508597180047579	0.9141448513625902	0.813006498655784	0.8398884010598998
VincentC_2016__MM091.2__bin.9	0.8746281320382571	0.893148241470839	0.8325130613224551	0.8089003867692501	0.8482530730309265	0.8863676017206671	0.8791618434908604	0.9020845861781583	0.8564622880053706	0.7243531778049185	0.7479631953676257	0.9122422608509277	0.7297273839182993	0.6720565195018674	0.8940746454910429	0.8568316096845532	0.9057716033254893	0.8819658541294504	0.8676898441852205	0.886979595198641	0.8706098767422108	0.8798508896932682	0.7290967915068413	0.863336808086462	0.8051558014944686	0.8774595982453235	1.0	0.8717178417797585	0.837876639473845	0.8699845983117482	0.8662639259514462	0.8197648209144122
BritoIL_2016__W2.45.ST__bin.4	0.9640667649773186	0.9788896593145273	0.873058405316588	0.8961384178170152	0.9349355202570401	0.9285296616583575	0.890064601817445	0.9511402977640837	0.9475909821136465	0.5816257147461095	0.7533967225442276	0.9459338209802093	0.7105589546517703	0.6529892379134052	0.9713161582671282	0.8536803015728076	0.9406461646638313	0.966858608448531	0.8948706742906252	0.9641766320137896	0.9563186974164156	0.8872599405253109	0.5899347145654392	0.9342201637751291	0.7296312618107064	0.9376528982924222	0.6007615006372288	1.0	0.8901720273642165	0.9370962386409691	0.8051965887505921	0.8614930686107435
BritoIL_2016__W1.55.ST__bin.4	0.9388312493534664	0.9650569307429916	0.869874818076007	0.8945182405436933	0.9302257646663106	0.9107663220872806	0.8946873965139557	0.9311743392995512	0.9305588718077503	0.5930959641337296	0.7509848455768642	0.9295296227886923	0.7011911833305899	0.6401401912633544	0.9589042076246403	0.8424260089015077	0.9302719572581899	0.9466371467811896	0.8837748846323753	0.9580981143663515	0.9378586025244576	0.8842758465443061	0.5951362453750481	0.9236436456234471	0.7337088162139901	0.9158780853886326	0.6154961181957824	0.9488400779939143	1.0	0.9266611278929737	0.7989763461399584	0.8562122204778917
BritoIL_2016__M2.5.ST__bin.5	0.9458317433713037	0.9534696470923322	0.8548439220240018	0.8831193807394586	0.9092860477104242	0.9098191794761311	0.8761764958271484	0.9373466713650425	0.9376114114541777	0.5863420892314077	0.7359244997781661	0.9326251688098441	0.7022130445657989	0.6479340231182	0.9776096830361245	0.8394372660321425	0.9268380113211383	0.9430833152275456	0.8849579550136599	0.9451081204610008	0.9314956110962005	0.871694780846937	0.5896394726864302	0.911327893685249	0.721831806665486	0.9204732944195833	0.5978238973270988	0.9343718448002308	0.8668369523607817	1.0	0.8048068279816276	0.8490165970734961
BritoIL_2016__W1.39.ST__bin.60	0.9363072717937007	0.9504166908922026	0.8532086634719315	0.8649637107309901	0.9003122117015293	0.8902103383612704	0.8798794023636184	0.9223582666051163	0.9467257699692552	0.6773719017874593	0.7450266434194922	0.9346449914083991	0.7197400874360884	0.6654200147524757	0.9711591200911768	0.848871883924775	0.9140762855703836	0.9289506478550419	0.8835829322401838	0.9307964585652272	0.9249809289576528	0.8665384289383892	0.6943344468907371	0.8973105802430306	0.8427831603221447	0.9422502919323011	0.6851537276620128	0.9240884952404702	0.8602535660572572	0.9263342899793143	1.0	0.8478722741018397
DavidLA_2015__LD-Run1-12__bin.26	0.9318680772990293	0.9523022962850676	0.8548336722266072	0.8740244839500494	0.9117670888457939	0.9079506191553978	0.8773633232100947	0.9227885253699513	0.9200651825057891	0.5975117480097643	0.7473851204072992	0.9244755866164164	0.6957311208568338	0.6428180326069344	0.9509955098819188	0.8358231970267995	0.9223069745803909	0.9351062940060322	0.8779605245963337	0.9352173708502998	0.9185532306373458	0.8707679722334025	0.6094178789288534	0.9121303754658694	0.7403160593594655	0.9079499657621962	0.6047768270180702	0.9222135393525658	0.8598883220339869	0.911507691744769	0.7908579836808514	1.0
