	BritoIL_2016__W1.42.ST__bin.51	BritoIL_2016__W2.54.ST__bin.43	BritoIL_2016__W2.17.ST__bin.72	BritoIL_2016__WL.10.ST__bin.14	BritoIL_2016__W2.63.ST__bin.35	CM_madagascar__A27_02_1FE__bin.38	QinN_2014__LD-50__bin.19	CM_madagascar__A32_01_1FE__bin.61	BritoIL_2016__W1.34.ST__bin.16	BritoIL_2016__W2.65.ST__bin.35	DavidLA_2015__LD-Run2-13__bin.1	QinN_2014__LD-26__bin.28	QinJ_2012__NOM029__bin.22	QinN_2014__LD-31__bin.18	BritoIL_2016__M2.38.ST__bin.53	QinN_2014__LV-8__bin.12	QinN_2014__LD-74__bin.53	BritoIL_2016__W2.1.ST__bin.37	QinN_2014__LD-51__bin.53	BritoIL_2016__W1.54.ST__bin.41	BritoIL_2016__W2.36.ST__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.41	BritoIL_2016__M2.31.ST__bin.70	BritoIL_2016__W2.47.ST__bin.50	BritoIL_2016__W2.4.ST__bin.15	BritoIL_2016__M1.26.ST__bin.43	VincentC_2016__MM091.2__bin.9	BritoIL_2016__W2.45.ST__bin.4	BritoIL_2016__W1.55.ST__bin.4	BritoIL_2016__M2.5.ST__bin.5	BritoIL_2016__W1.39.ST__bin.60	DavidLA_2015__LD-Run1-12__bin.26
DavidLA_2015__LD-Run2-13__bin.1	0.9718854954444713	0.9906525598374193	0.9160634141001661	0.9126398268851543	0.9480100201004866	0.941150947197751	0.9278452817796308	0.9578365720976056	0.9552300133421541	0.663150271364501	1.0	0.9613958019015345	0.7451085378680793	0.689747324033487	0.9820317197417873	0.8718471030391872	0.9610396409516874	0.9814574201255527	0.9270774336739469	0.9853997807508094	0.9727992981487562	0.9063225311065738	0.6607610580439228	0.9579674552974381	0.7909049661052173	0.9564293793915278	0.660727742320329	0.9738741268504109	0.9110993712847019	0.9536189601369435	0.8384163608759179	0.9022175580209192
QinN_2014__LD-26__bin.28	0.8305570028134693	0.8390422982277548	0.7431187561953772	0.7708254179458199	0.8052063878847145	0.845243152688827	0.8040553502675869	0.8751808181772032	0.8269227378022876	0.4964429517648976	0.6476585148194758	1.0	0.6392875750458892	0.6111037189629974	0.8610247654774216	0.8505735149129908	0.8587494088508061	0.8331091642152344	0.7911107192381991	0.8273999321347365	0.8204840877332201	0.7962038202265204	0.5056726275880312	0.7946931501505593	0.6238191043388347	0.8127255384467404	0.5456425958730439	0.816514237010081	0.7525445465985876	0.8064097939728164	0.7020196595515014	0.7441682631034732
QinJ_2012__NOM029__bin.22	0.9153180934610982	0.9304430749538712	0.8400617385171611	0.8630441323732394	0.8893530510258177	0.9277215175766915	0.9144703430642874	0.9429189359578305	0.9104393496281837	0.6046028468493138	0.7477182380164711	0.9522935429280104	1.0	0.6611147639114646	0.9363009107943701	0.8649776400857779	0.9480110104070316	0.9221128327917814	0.8942739833761322	0.9249991641897496	0.913026381355541	0.8955046144685919	0.6131790560279431	0.8963587329435008	0.7518137082433178	0.9012995655378717	0.6496235669834254	0.9138168190494689	0.8462292221551805	0.9048808134582962	0.8057433696366852	0.8344116612246133
QinN_2014__LD-31__bin.18	0.8617322654055687	0.8751960371028986	0.7893790287542619	0.798489202009875	0.8371184039874471	0.8710798636179364	0.8502995269267358	0.897546285753049	0.8523765915143998	0.5745255942488245	0.7022133820458278	0.9235281671600907	0.6707141968818189	1.0	0.8800794000739732	0.8367945692675197	0.8875647467547885	0.8630219513101174	0.834185317446858	0.8621950018008764	0.8510505650552456	0.8310850643550843	0.584923838273226	0.830009383938767	0.6822438435062659	0.8373542138084417	0.6079362925850732	0.851879937268127	0.7835459659561685	0.8471483970585147	0.7559974028616976	0.7824371752567661
BritoIL_2016__M2.38.ST__bin.53	0.9051154540594687	0.9212862133532376	0.8082330453415626	0.8501608491362755	0.8814934024260878	0.8545060891891877	0.82566306021962	0.9068892262016581	0.9116118527222832	0.557499594462843	0.6901177702201384	0.8981926142625328	0.6556841815981453	0.6074918739272775	1.0	0.798099912091808	0.8755243414271675	0.9024324982705443	0.829805949773596	0.9088575446913095	0.8972778562218876	0.8172267724760957	0.562028789514788	0.8692904967175181	0.6964547412171244	0.8943769416310788	0.5551232303389733	0.883063709190559	0.8187067740592235	0.8939047904668944	0.7713924334291944	0.8058003798392009
QinN_2014__LV-8__bin.12	0.8550749732691091	0.8660474705991121	0.7830725589857537	0.7986380077709745	0.83393638882825	0.8785808416968504	0.8436862841618931	0.9020743418696967	0.8487739658129067	0.541419121198385	0.679702395050719	0.9843430261285568	0.6719932617747332	0.6407937203896247	0.885396986969425	1.0	0.8973311161175059	0.8636474107367584	0.8270695337106063	0.8593104821578647	0.8529309362830797	0.8376814964104232	0.5482488715513442	0.8283106880893087	0.667272917294098	0.8420975818206442	0.5924449751800045	0.8517083342867197	0.7884379079591576	0.8390630304821826	0.7377008527293337	0.7778395503397251
QinN_2014__LD-74__bin.53	0.8758651779689369	0.8954290023872845	0.7927020544255491	0.818194963453567	0.8516509688065278	0.8972911976682866	0.8492801288339732	0.921332456294549	0.8649914091782864	0.5310993416538607	0.6870105641589784	0.9112650339379987	0.6753315830361041	0.6232224370715221	0.890620410431469	0.822803953479141	1.0	0.877910530702973	0.8388753111692023	0.8778731053410528	0.86941610764895	0.8396878951636225	0.5338126803930797	0.8410669630452904	0.6632516968999326	0.8451429251889697	0.5754376215615449	0.8628366156131805	0.8006056104019823	0.8519980039806976	0.7303145431554117	0.7889011119868898
BritoIL_2016__W2.1.ST__bin.37	0.9593549206288363	0.9686222766323436	0.8643772490093579	0.890704134583595	0.9385538300838993	0.9119418503806845	0.8746825632597519	0.9448696233403449	0.9475241132135139	0.5809080367795384	0.741059064795427	0.9337689204275933	0.6938202852857889	0.6400650685423784	0.969612918836816	0.8364488052399822	0.9272770396208967	1.0	0.8856155637436932	0.9611211865665562	0.9633126979487597	0.8630685711273915	0.5898501698586028	0.9219171502086698	0.7297625094033148	0.919926282803793	0.5886319315007451	0.9459471114454512	0.8683050794669938	0.9244063334020114	0.7910637365059439	0.8525093074847989
QinN_2014__LD-51__bin.53	0.9339176379608733	0.9340516895239336	0.8463535129413505	0.8667350413947433	0.9047519382148759	0.914644564177502	0.896400905227442	0.9436009664358914	0.9212073998992084	0.5688914378358008	0.7390129884582869	0.9361155777401056	0.7103759071402059	0.6531599178238625	0.9412715043683737	0.8456674471587076	0.9354301442761563	0.9349748748167067	1.0	0.9311594638190405	0.918299998545667	0.8856957497434367	0.578807459590093	0.8925254239538762	0.713810029965583	0.8984066201237954	0.614207821655777	0.9183208650625585	0.8508436079851734	0.9107134388588923	0.7899690227071966	0.8403566024504879
BritoIL_2016__W1.54.ST__bin.41	0.9438059799305392	0.9770440774636753	0.8560895173419867	0.8794333577643233	0.9308577510989537	0.8914288367576882	0.8564139577557423	0.9220678844545434	0.9324617327821764	0.5825010241619946	0.7301437470869423	0.9100547728299961	0.6829970300771545	0.6275124295355976	0.9582835456400087	0.816709386613659	0.9099248791136194	0.9431759072429559	0.8655335546032629	1.0	0.9371038168181212	0.8574554585042473	0.5844864584331291	0.921481893344916	0.7194589603448003	0.8996303612749804	0.5808300384802788	0.925342264065109	0.8639442667793588	0.9089756558016352	0.7781538752702936	0.8367659168292297
BritoIL_2016__W2.36.ST__bin.48	0.967391032472924	0.9787033890705176	0.8698917325176414	0.898521883794407	0.9504234126676675	0.9152375485074558	0.8784850483259627	0.9463878607670538	0.9438676997842216	0.5876538344453724	0.7481632595790214	0.9366976557195332	0.6997421273184596	0.6429088672940938	0.9819794153299727	0.8414116561868397	0.9353597924817332	0.9812034180484034	0.8859753742875253	0.9726686680726534	1.0	0.8701363668807776	0.5901886368863475	0.9235947708032243	0.7327403136078322	0.9285801873008532	0.5919657438684319	0.9529338126784046	0.8761430250838681	0.929735642372624	0.8019730584968957	0.8526288433065048
CosteaPI_2017__SID713A040-11-0-0__bin.41	0.8494112592951251	0.8735192477030687	0.7868399066749263	0.8031100841871912	0.8431743579154235	0.8598889687959119	0.8398520849799324	0.8752483249193612	0.8415152982391183	0.5386651096664554	0.6779655988398449	0.8841079172036655	0.6675353588576934	0.6106484810940774	0.8699008836450893	0.8037580431165637	0.8786596032022937	0.8550447044191748	0.8311384614654315	0.8656464280373964	0.8463287074287423	1.0	0.5378658416464328	0.8472632635768756	0.6650746576854337	0.8383057654103858	0.5839302625301728	0.8496397063535578	0.7949601612064853	0.8369018543967455	0.7229874704205562	0.7778735079736925
BritoIL_2016__M2.31.ST__bin.70	0.9415635189190334	0.9971371564924821	0.8901777408861815	0.8429056754211451	0.9101569797338028	0.8791673969020046	0.8727994237720973	0.9204258539901663	0.920494223276757	0.95894665077161	0.8021344698684036	0.9112306664175842	0.7417740192859166	0.697465906836736	0.9708756468601164	0.8536935784869781	0.9065035561658504	0.9483378559776904	0.881456323581241	0.9575937092552755	0.9315806401291119	0.8728745336925771	1.0	0.9162505127696494	0.9440546646149461	0.9255959201831911	0.7817440523535405	0.9255034772041392	0.8760772977376508	0.9271462659777097	0.948101933791568	0.8927141451239218
BritoIL_2016__W2.47.ST__bin.50	0.9252999387519771	0.9857376124960578	0.8547405117314925	0.8674369955105078	0.9232743704421669	0.8916257027388703	0.8586254385078375	0.9128475947061251	0.9132287205738563	0.5880863463179953	0.7352666846067768	0.905419293248958	0.6855790738763179	0.6257459656061302	0.9494265455993356	0.8154717619826338	0.903030863889359	0.9371404113967594	0.8593669901162982	0.9545199944962014	0.9217273403624471	0.8693359277492508	0.5793027953695034	1.0	0.7235899864962112	0.9016019462989999	0.5852784349729864	0.9282807570401741	0.8619051909830246	0.9068920464023789	0.775989922691114	0.844490904729492
BritoIL_2016__W2.4.ST__bin.15	0.9661528105015147	0.9840822064268319	0.8977662502227415	0.8772716653137189	0.9240635951452274	0.9000027718930048	0.8893610786623636	0.9312610133248856	0.9319246837072088	0.7971021838557032	0.7896465836418715	0.9245348169560655	0.747997703288653	0.6690660700496961	0.9894723503672759	0.8545421426732929	0.9263278357455401	0.9649585206011049	0.8940360742075356	0.9694347318193518	0.9512297305324013	0.8876749757459362	0.7764309897637951	0.9412540835923733	1.0	0.9578870255608133	0.7099332765755242	0.9431484744688855	0.8899645593680084	0.9349983170649613	0.9480214623715525	0.8924529273170055
BritoIL_2016__M1.26.ST__bin.43	0.9342228690791637	0.9296033353963987	0.8439675889213392	0.8700244666653772	0.8979610709243178	0.8777283233081252	0.8679591851536661	0.9190333491286773	0.9342228690791636	0.5746154720229001	0.728764530104636	0.9192515424636869	0.6843606753960119	0.6267068642051719	0.9697442604877861	0.823034930274839	0.9008290137903023	0.928337693170609	0.8587588002630409	0.9251294654081968	0.9199846962458659	0.853909589385529	0.5809690685260043	0.8950659294431658	0.7310383343326305	1.0	0.5907551302632342	0.9243104848848229	0.8478545732355955	0.9126845879349361	0.8114199127710191	0.8343694998355995
VincentC_2016__MM091.2__bin.9	0.8633828625884223	0.8804593405172451	0.8219205258715594	0.7982440835464092	0.8370432301210613	0.878147758784232	0.8729489140437003	0.8934289968000978	0.8451417371581006	0.7141352780142007	0.7377196113354301	0.9043430281012171	0.722789981728762	0.6667265965634485	0.8819835673994352	0.8484736032422369	0.8987624623925137	0.87042477307087	0.8602963252935752	0.8752294975542402	0.859393834187851	0.871575249956381	0.7190028846060169	0.8514069207517158	0.793922045670124	0.8656492754829744	1.0	0.8604566303869375	0.8270520601861487	0.8582088164258694	0.8545713964344959	0.8080120662795136
BritoIL_2016__W2.45.ST__bin.4	0.9605113456026328	0.9751639460333116	0.8702744966868985	0.8929437285454092	0.931911124891964	0.9180452945169024	0.8798378118392718	0.9402189039664441	0.9439165401161173	0.5794308155063894	0.7493725371472658	0.932641740684496	0.7007057125975985	0.6438641701620661	0.9669172042013154	0.8406348117367293	0.9287554994555478	0.9640075588521092	0.8864481452002755	0.9609514241209416	0.9534206491432813	0.8739867817747676	0.5866380930988853	0.9306366672689008	0.7268864170162066	0.9334230173882897	0.5930006152554042	1.0	0.8870933088533299	0.9330348205260922	0.8017455430605538	0.8562823192198952
BritoIL_2016__W1.55.ST__bin.4	0.9364344393748256	0.962389471211931	0.8676699350636254	0.8917772632255572	0.9273982575633863	0.9007926258406564	0.8843708341276073	0.9205285733710767	0.9283012902046331	0.5909997313022473	0.7472738238292618	0.9162255057275561	0.6916455818087067	0.6312471414267526	0.9555308472176771	0.8294745169783799	0.9185663641160331	0.9432026299849776	0.8754426518971818	0.9563213260787109	0.9343635799388826	0.8716346907666214	0.5919073181426935	0.9210418966808346	0.7311025130721782	0.9126433027573074	0.6075444863936793	0.9455584521708242	1.0	0.9233808032696548	0.7969646912936073	0.8514550341142051
BritoIL_2016__M2.5.ST__bin.5	0.9438927504426028	0.9483464699191355	0.8516311336779214	0.8801640293076408	0.905456141087601	0.8992709605683331	0.8657244353885075	0.9259725850987237	0.9352701353095725	0.5834871564540894	0.7316533596734507	0.9184223194761675	0.6918364502675093	0.6384265066297613	0.9759421247735254	0.8257462475374607	0.9144226140375542	0.9393167027869523	0.8765489577456559	0.9412106594706051	0.9275062518219901	0.8583810930540112	0.5859708445087124	0.9065504001226934	0.7185100792942212	0.919002921878547	0.589731979568151	0.9303222343333206	0.863768401718437	1.0	0.8028824414026721	0.8436396345734732
BritoIL_2016__W1.39.ST__bin.60	0.934921687890571	0.9457478755664398	0.8501096628716052	0.8620979757725962	0.8963803196649941	0.8795985028969071	0.869336916144154	0.9112735953800795	0.9456336944864547	0.6738217808465792	0.7403998579391226	0.9202630788122645	0.7090631057113657	0.655764358270808	0.9693581412160777	0.8356191731748714	0.9021825398215273	0.9252022861433905	0.8751461412749194	0.9274193604878824	0.920859202119425	0.8535175828355716	0.6896978544464424	0.8928294982266908	0.8385255369838123	0.9404114861963481	0.6759057606806593	0.920127882809583	0.8580876280246602	0.9241193171270919	1.0	0.8422115544247971
DavidLA_2015__LD-Run1-12__bin.26	0.9264128974590845	0.9462276996900302	0.8503311396745579	0.8691710792487546	0.9066902236695608	0.8960020176782064	0.8656701984747189	0.9107928795822465	0.9142427956865595	0.5943904886858433	0.7431661605047333	0.9099173326921368	0.6849148497979709	0.633060258534622	0.9445053552106801	0.8218379689403007	0.909023490792383	0.9300202813249768	0.8683647920380118	0.9302136857126428	0.9131908326320246	0.8565618972447716	0.6057373150243847	0.9063073352534382	0.736294424203775	0.9019838324386202	0.5961062992331777	0.916635521590725	0.8551107109440748	0.905734962808859	0.7855779132189286	1.0
